d4246b498180fbc40ea3a556c3ea961ecb5505aadccd9e37388b7aec6fbe3fb9,a456f26b471628afcdf3938a960f1b55cb9761bfcbff27c0bc63fdeaa3cb1563,2d3e51c896054567d31daaf59089ab6b9824f4c0f59acf4782016603faf7726b,c88684c4a79d6c8a40170bc4d2d58b9190c7cdeddc7d2d8a73b673a3a8e7d3b6,e4ccdc12665da4be20d44d09682d82f14a9275fcf08f752c3879f095d28a4dcb,564f74ed536af2d233f4a79d2f950c91b60a75ca295a74744e25326de6c47276,5a20ec5ddb225398bd9f5596de60b83cdddfffc21f17f58240ab62de4d5964ce,9c9bbef8bdae6922f4b0898286209cee7371abf71b3f75be32137dcf02af8c05,3a16ea447be196b1e502628550291b0fb67ef45ee4fed26ae3eec3d585d62f06
"1002","1","135000","100208","1001","0","1","全難易度合計取得135000分","100208"
"1002","2","0","100209","1002","1","1","在NORMAL1難易度戰鬥1次","100209"
"1002","2","0","100210","1003","1","1","在NORMAL2難易度戰鬥1次","100210"
"1002","2","0","100211","1004","1","1","在NORMAL3難易度戰鬥1次","100211"
"1002","3","10000","100212","1001","1","1","在NORMAL難易度取得10000分","100212"
"1002","3","20000","100213","1001","1","1","在NORMAL難易度取得20000分","100213"
"1002","3","30000","100214","1001","1","1","在NORMAL難易度取得30000分","100214"
"1002","4","0","100215","1002","2","1","在HARD1難易度戰鬥1次","100215"
"1002","4","0","100216","1003","2","1","在HARD2難易度戰鬥1次","100216"
"1002","4","0","100217","1004","2","1","在HARD3難易度戰鬥1次","100217"
"1002","5","15000","100218","1001","2","1","在HARD難易度取得15000分","100218"
"1002","5","30000","100219","1001","2","1","在HARD難易度取得30000分","100219"
"1002","5","45000","100220","1001","2","1","在HARD難易度取得45000分","100220"
"1002","6","0","100221","1002","3","1","在EXTRA1難易度戰鬥1次","100221"
"1002","6","0","100222","1003","3","1","在EXTRA2難易度戰鬥1次","100222"
"1002","6","0","100223","1004","3","1","在EXTRA3難易度戰鬥1次","100223"
"1002","7","20000","100224","1001","3","1","在EXTRA難易度取得20000分","100224"
"1002","7","40000","100225","1001","3","1","在EXTRA難易度取得40000分","100225"
"1002","7","60000","100226","1001","3","1","在EXTRA難易度取得60000分","100226"
"1003","0","10000","100301","1001","0","1","全難易度合計取得10000分","100301"
"1003","0","30000","100302","1001","0","1","全難易度合計取得30000分","100302"
"1003","0","50000","100303","1001","0","1","全難易度合計取得50000分","100303"
"1003","0","70000","100304","1001","0","1","全難易度合計取得70000分","100304"
"1003","1","90000","100305","1001","0","1","全難易度合計取得90000分","100305"
"1003","1","105000","100306","1001","0","1","全難易度合計取得105000分","100306"
"1003","1","120000","100307","1001","0","1","全難易度合計取得120000分","100307"
"1003","1","135000","100308","1001","0","1","全難易度合計取得135000分","100308"
"1003","2","0","100309","1002","1","1","在NORMAL1難易度戰鬥1次","100309"
"1003","2","0","100310","1003","1","1","在NORMAL2難易度戰鬥1次","100310"
"1003","2","0","100311","1004","1","1","在NORMAL3難易度戰鬥1次","100311"
"1003","3","10000","100312","1001","1","1","在NORMAL難易度取得10000分","100312"
"1003","3","20000","100313","1001","1","1","在NORMAL難易度取得20000分","100313"
"1003","3","30000","100314","1001","1","1","在NORMAL難易度取得30000分","100314"
"1003","4","0","100315","1002","2","1","在HARD1難易度戰鬥1次","100315"
"1003","4","0","100316","1003","2","1","在HARD2難易度戰鬥1次","100316"
"1003","4","0","100317","1004","2","1","在HARD3難易度戰鬥1次","100317"
"1003","5","15000","100318","1001","2","1","在HARD難易度取得15000分","100318"
"1003","5","30000","100319","1001","2","1","在HARD難易度取得30000分","100319"
"1003","5","45000","100320","1001","2","1","在HARD難易度取得45000分","100320"
"1003","6","0","100321","1002","3","1","在EXTRA1難易度戰鬥1次","100321"
"1003","6","0","100322","1003","3","1","在EXTRA2難易度戰鬥1次","100322"
"1003","6","0","100323","1004","3","1","在EXTRA3難易度戰鬥1次","100323"
"1003","7","20000","100324","1001","3","1","在EXTRA難易度取得20000分","100324"
"1003","7","40000","100325","1001","3","1","在EXTRA難易度取得40000分","100325"
"1003","7","60000","100326","1001","3","1","在EXTRA難易度取得60000分","100326"
"1004","0","10000","100401","1001","0","1","全難易度合計取得10000分","100401"
"1004","0","30000","100402","1001","0","1","全難易度合計取得30000分","100402"
"1004","0","50000","100403","1001","0","1","全難易度合計取得50000分","100403"
"1004","0","70000","100404","1001","0","1","全難易度合計取得70000分","100404"
"1004","1","90000","100405","1001","0","1","全難易度合計取得90000分","100405"
"1004","1","105000","100406","1001","0","1","全難易度合計取得105000分","100406"
"1004","1","120000","100407","1001","0","1","全難易度合計取得120000分","100407"
"1004","1","135000","100408","1001","0","1","全難易度合計取得135000分","100408"
"1004","2","0","100409","1002","1","1","在NORMAL1難易度戰鬥1次","100409"
"1004","2","0","100410","1003","1","1","在NORMAL2難易度戰鬥1次","100410"
"1004","2","0","100411","1004","1","1","在NORMAL3難易度戰鬥1次","100411"
"1004","3","10000","100412","1001","1","1","在NORMAL難易度取得10000分","100412"
"1004","3","20000","100413","1001","1","1","在NORMAL難易度取得20000分","100413"
"1004","3","30000","100414","1001","1","1","在NORMAL難易度取得30000分","100414"
"1004","4","0","100415","1002","2","1","在HARD1難易度戰鬥1次","100415"
"1004","4","0","100416","1003","2","1","在HARD2難易度戰鬥1次","100416"
"1004","4","0","100417","1004","2","1","在HARD3難易度戰鬥1次","100417"
"1004","5","15000","100418","1001","2","1","在HARD難易度取得15000分","100418"
"1004","5","30000","100419","1001","2","1","在HARD難易度取得30000分","100419"
"1004","5","45000","100420","1001","2","1","在HARD難易度取得45000分","100420"
"1004","6","0","100421","1002","3","1","在EXTRA1難易度戰鬥1次","100421"
"1004","6","0","100422","1003","3","1","在EXTRA2難易度戰鬥1次","100422"
"1004","6","0","100423","1004","3","1","在EXTRA3難易度戰鬥1次","100423"
"1004","7","20000","100424","1001","3","1","在EXTRA難易度取得20000分","100424"
"1004","7","40000","100425","1001","3","1","在EXTRA難易度取得40000分","100425"
"1004","7","60000","100426","1001","3","1","在EXTRA難易度取得60000分","100426"
"1005","0","10000","100501","1001","0","1","全難易度合計取得10000分","100501"
"1005","0","30000","100502","1001","0","1","全難易度合計取得30000分","100502"
"1005","0","50000","100503","1001","0","1","全難易度合計取得50000分","100503"
"1005","0","70000","100504","1001","0","1","全難易度合計取得70000分","100504"
"1005","1","90000","100505","1001","0","1","全難易度合計取得90000分","100505"
"1005","1","105000","100506","1001","0","1","全難易度合計取得105000分","100506"
"1005","1","120000","100507","1001","0","1","全難易度合計取得120000分","100507"
"1005","1","135000","100508","1001","0","1","全難易度合計取得135000分","100508"
"1005","2","0","100509","1002","1","1","在NORMAL1難易度戰鬥1次","100509"
"1005","2","0","100510","1003","1","1","在NORMAL2難易度戰鬥1次","100510"
"1005","2","0","100511","1004","1","1","在NORMAL3難易度戰鬥1次","100511"
"1005","3","10000","100512","1001","1","1","在NORMAL難易度取得10000分","100512"
"1005","3","20000","100513","1001","1","1","在NORMAL難易度取得20000分","100513"
"1005","3","30000","100514","1001","1","1","在NORMAL難易度取得30000分","100514"
"1005","4","0","100515","1002","2","1","在HARD1難易度戰鬥1次","100515"
"1005","4","0","100516","1003","2","1","在HARD2難易度戰鬥1次","100516"
"1005","4","0","100517","1004","2","1","在HARD3難易度戰鬥1次","100517"
"1005","5","15000","100518","1001","2","1","在HARD難易度取得15000分","100518"
"1005","5","30000","100519","1001","2","1","在HARD難易度取得30000分","100519"
"1005","5","45000","100520","1001","2","1","在HARD難易度取得45000分","100520"
"1005","6","0","100521","1002","3","1","在EXTRA1難易度戰鬥1次","100521"
"1005","6","0","100522","1003","3","1","在EXTRA2難易度戰鬥1次","100522"
"1005","6","0","100523","1004","3","1","在EXTRA3難易度戰鬥1次","100523"
"1005","7","20000","100524","1001","3","1","在EXTRA難易度取得20000分","100524"
"1005","7","40000","100525","1001","3","1","在EXTRA難易度取得40000分","100525"
"1005","7","60000","100526","1001","3","1","在EXTRA難易度取得60000分","100526"
"1006","0","10000","100601","1001","0","1","全難易度合計取得10000分","100601"
"1006","0","30000","100602","1001","0","1","全難易度合計取得30000分","100602"
"1006","0","50000","100603","1001","0","1","全難易度合計取得50000分","100603"
"1006","0","70000","100604","1001","0","1","全難易度合計取得70000分","100604"
"1006","1","90000","100605","1001","0","1","全難易度合計取得90000分","100605"
"1006","1","105000","100606","1001","0","1","全難易度合計取得105000分","100606"
"1006","1","120000","100607","1001","0","1","全難易度合計取得120000分","100607"
"1006","1","135000","100608","1001","0","1","全難易度合計取得135000分","100608"
"1006","2","0","100609","1002","1","1","在NORMAL1難易度戰鬥1次","100609"
"1006","2","0","100610","1003","1","1","在NORMAL2難易度戰鬥1次","100610"
"1006","2","0","100611","1004","1","1","在NORMAL3難易度戰鬥1次","100611"
"1006","3","10000","100612","1001","1","1","在NORMAL難易度取得10000分","100612"
"1006","3","20000","100613","1001","1","1","在NORMAL難易度取得20000分","100613"
"1006","3","30000","100614","1001","1","1","在NORMAL難易度取得30000分","100614"
"1006","4","0","100615","1002","2","1","在HARD1難易度戰鬥1次","100615"
"1006","4","0","100616","1003","2","1","在HARD2難易度戰鬥1次","100616"
"1006","4","0","100617","1004","2","1","在HARD3難易度戰鬥1次","100617"
"1006","5","15000","100618","1001","2","1","在HARD難易度取得15000分","100618"
"1006","5","30000","100619","1001","2","1","在HARD難易度取得30000分","100619"
"1006","5","45000","100620","1001","2","1","在HARD難易度取得45000分","100620"
"1006","6","0","100621","1002","3","1","在EXTRA1難易度戰鬥1次","100621"
"1006","6","0","100622","1003","3","1","在EXTRA2難易度戰鬥1次","100622"
"1006","6","0","100623","1004","3","1","在EXTRA3難易度戰鬥1次","100623"
"1006","7","20000","100624","1001","3","1","在EXTRA難易度取得20000分","100624"
"1006","7","40000","100625","1001","3","1","在EXTRA難易度取得40000分","100625"
"1006","7","60000","100626","1001","3","1","在EXTRA難易度取得60000分","100626"
"1007","0","10000","100701","1001","0","1","全難易度合計取得10000分","100701"
"1007","0","30000","100702","1001","0","1","全難易度合計取得30000分","100702"
"1007","0","50000","100703","1001","0","1","全難易度合計取得50000分","100703"
"1007","0","70000","100704","1001","0","1","全難易度合計取得70000分","100704"
"1007","1","90000","100705","1001","0","1","全難易度合計取得90000分","100705"
"1007","1","105000","100706","1001","0","1","全難易度合計取得105000分","100706"
"1007","1","120000","100707","1001","0","1","全難易度合計取得120000分","100707"
"1007","1","135000","100708","1001","0","1","全難易度合計取得135000分","100708"
"1007","2","0","100709","1002","1","1","在NORMAL1難易度戰鬥1次","100709"
"1007","2","0","100710","1003","1","1","在NORMAL2難易度戰鬥1次","100710"
"1007","2","0","100711","1004","1","1","在NORMAL3難易度戰鬥1次","100711"
"1007","3","10000","100712","1001","1","1","在NORMAL難易度取得10000分","100712"
"1007","3","20000","100713","1001","1","1","在NORMAL難易度取得20000分","100713"
"1007","3","30000","100714","1001","1","1","在NORMAL難易度取得30000分","100714"
"1007","4","0","100715","1002","2","1","在HARD1難易度戰鬥1次","100715"
"1007","4","0","100716","1003","2","1","在HARD2難易度戰鬥1次","100716"
"1007","4","0","100717","1004","2","1","在HARD3難易度戰鬥1次","100717"
"1007","5","15000","100718","1001","2","1","在HARD難易度取得15000分","100718"
"1007","5","30000","100719","1001","2","1","在HARD難易度取得30000分","100719"
"1007","5","45000","100720","1001","2","1","在HARD難易度取得45000分","100720"
"1007","6","0","100721","1002","3","1","在EXTRA1難易度戰鬥1次","100721"
"1007","6","0","100722","1003","3","1","在EXTRA2難易度戰鬥1次","100722"
"1007","6","0","100723","1004","3","1","在EXTRA3難易度戰鬥1次","100723"
"1007","7","20000","100724","1001","3","1","在EXTRA難易度取得20000分","100724"
"1007","7","40000","100725","1001","3","1","在EXTRA難易度取得40000分","100725"
"1007","7","60000","100726","1001","3","1","在EXTRA難易度取得60000分","100726"
"1008","0","10000","100801","1001","0","1","全難易度合計取得10000分","100801"
"1008","0","30000","100802","1001","0","1","全難易度合計取得30000分","100802"
"1008","0","50000","100803","1001","0","1","全難易度合計取得50000分","100803"
"1008","0","70000","100804","1001","0","1","全難易度合計取得70000分","100804"
"1008","1","90000","100805","1001","0","1","全難易度合計取得90000分","100805"
"1008","1","105000","100806","1001","0","1","全難易度合計取得105000分","100806"
"1008","1","120000","100807","1001","0","1","全難易度合計取得120000分","100807"
"1008","1","135000","100808","1001","0","1","全難易度合計取得135000分","100808"
"1008","2","0","100809","1002","1","1","在NORMAL1難易度戰鬥1次","100809"
"1008","2","0","100810","1003","1","1","在NORMAL2難易度戰鬥1次","100810"
"1008","2","0","100811","1004","1","1","在NORMAL3難易度戰鬥1次","100811"
"1008","3","10000","100812","1001","1","1","在NORMAL難易度取得10000分","100812"
"1008","3","20000","100813","1001","1","1","在NORMAL難易度取得20000分","100813"
"1008","3","30000","100814","1001","1","1","在NORMAL難易度取得30000分","100814"
"1008","4","0","100815","1002","2","1","在HARD1難易度戰鬥1次","100815"
"1008","4","0","100816","1003","2","1","在HARD2難易度戰鬥1次","100816"
"1008","4","0","100817","1004","2","1","在HARD3難易度戰鬥1次","100817"
"1008","5","15000","100818","1001","2","1","在HARD難易度取得15000分","100818"
"1008","5","30000","100819","1001","2","1","在HARD難易度取得30000分","100819"
"1008","5","45000","100820","1001","2","1","在HARD難易度取得45000分","100820"
"1008","6","0","100821","1002","3","1","在EXTRA1難易度戰鬥1次","100821"
"1008","6","0","100822","1003","3","1","在EXTRA2難易度戰鬥1次","100822"
"1008","6","0","100823","1004","3","1","在EXTRA3難易度戰鬥1次","100823"
"1008","7","20000","100824","1001","3","1","在EXTRA難易度取得20000分","100824"
"1008","7","40000","100825","1001","3","1","在EXTRA難易度取得40000分","100825"
"1008","7","60000","100826","1001","3","1","在EXTRA難易度取得60000分","100826"
"1009","0","10000","100901","1001","0","1","全難易度合計取得10000分","100901"
"1009","0","30000","100902","1001","0","1","全難易度合計取得30000分","100902"
"1009","0","50000","100903","1001","0","1","全難易度合計取得50000分","100903"
"1009","0","70000","100904","1001","0","1","全難易度合計取得70000分","100904"
"1009","1","90000","100905","1001","0","1","全難易度合計取得90000分","100905"
"1009","1","105000","100906","1001","0","1","全難易度合計取得105000分","100906"
"1009","1","120000","100907","1001","0","1","全難易度合計取得120000分","100907"
"1009","1","135000","100908","1001","0","1","全難易度合計取得135000分","100908"
"1009","2","0","100909","1002","1","1","在NORMAL1難易度戰鬥1次","100909"
"1009","2","0","100910","1003","1","1","在NORMAL2難易度戰鬥1次","100910"
"1009","2","0","100911","1004","1","1","在NORMAL3難易度戰鬥1次","100911"
"1009","3","10000","100912","1001","1","1","在NORMAL難易度取得10000分","100912"
"1009","3","20000","100913","1001","1","1","在NORMAL難易度取得20000分","100913"
"1009","3","30000","100914","1001","1","1","在NORMAL難易度取得30000分","100914"
"1009","4","0","100915","1002","2","1","在HARD1難易度戰鬥1次","100915"
"1009","4","0","100916","1003","2","1","在HARD2難易度戰鬥1次","100916"
"1009","4","0","100917","1004","2","1","在HARD3難易度戰鬥1次","100917"
"1009","5","15000","100918","1001","2","1","在HARD難易度取得15000分","100918"
"1009","5","30000","100919","1001","2","1","在HARD難易度取得30000分","100919"
"1009","5","45000","100920","1001","2","1","在HARD難易度取得45000分","100920"
"1009","6","0","100921","1002","3","1","在EXTRA1難易度戰鬥1次","100921"
"1009","6","0","100922","1003","3","1","在EXTRA2難易度戰鬥1次","100922"
"1009","6","0","100923","1004","3","1","在EXTRA3難易度戰鬥1次","100923"
"1009","7","20000","100924","1001","3","1","在EXTRA難易度取得20000分","100924"
"1009","7","40000","100925","1001","3","1","在EXTRA難易度取得40000分","100925"
"1009","7","60000","100926","1001","3","1","在EXTRA難易度取得60000分","100926"
