b0e71096b4caf01271585ab5b6904bc62c5e51911b7fc96171ecf15b446e67eb,99ac386bded5a129abc62fdc39bb6e82d9853c75ba564c8cef02ce5e7c92a3dc,2e9560308857770643f3aa8124c4a5221a163837ba5fdd235a4ca9633bbba9a5,ae5901111efa4352e3d17318bad11aaa5be4dd33b96fc434d9e1c76bfd8b9832
"0","2","10202","20"
"1","2","10202","40"
"2","2","10202","50"
"3","2","10202","60"
"4","2","10202","70"
"5","2","10202","90"
"0","3","10202","20"
"1","3","10202","40"
"2","3","10202","50"
"3","3","10202","60"
"4","3","10202","70"
"5","3","10202","90"
"0","4","10202","20"
"1","4","10202","40"
"2","4","10202","50"
"3","4","10202","60"
"4","4","10202","70"
"5","4","10202","90"
"0","5","10202","20"
"1","5","10202","40"
"2","5","10202","50"
"3","5","10202","60"
"4","5","10202","70"
"5","5","10202","90"
"0","1","10203","20"
"1","1","10203","40"
"2","1","10203","50"
"3","1","10203","60"
"4","1","10203","70"
"5","1","10203","90"
"0","2","10203","20"
"1","2","10203","40"
"2","2","10203","50"
"3","2","10203","60"
"4","2","10203","70"
"5","2","10203","90"
"0","3","10203","20"
"1","3","10203","40"
"2","3","10203","50"
"3","3","10203","60"
"4","3","10203","70"
"5","3","10203","90"
"0","4","10203","20"
"1","4","10203","40"
"2","4","10203","50"
"3","4","10203","60"
"4","4","10203","70"
"5","4","10203","90"
"0","5","10203","20"
"1","5","10203","40"
"2","5","10203","50"
"3","5","10203","60"
"4","5","10203","70"
"5","5","10203","90"
"0","1","10204","20"
"1","1","10204","40"
"2","1","10204","50"
"3","1","10204","60"
"4","1","10204","70"
"5","1","10204","90"
"0","2","10204","20"
"1","2","10204","40"
"2","2","10204","50"
"3","2","10204","60"
"4","2","10204","70"
"5","2","10204","90"
"0","3","10204","20"
"1","3","10204","40"
"2","3","10204","50"
"3","3","10204","60"
"4","3","10204","70"
"5","3","10204","90"
"0","4","10204","20"
"1","4","10204","40"
"2","4","10204","50"
"3","4","10204","60"
"4","4","10204","70"
"5","4","10204","90"
"0","5","10204","20"
"1","5","10204","40"
"2","5","10204","50"
"3","5","10204","60"
"4","5","10204","70"
"5","5","10204","90"
"0","1","10301","20"
"1","1","10301","40"
"2","1","10301","50"
"3","1","10301","60"
"4","1","10301","70"
"5","1","10301","90"
"0","2","10301","20"
"1","2","10301","40"
"2","2","10301","50"
"3","2","10301","60"
"4","2","10301","70"
"5","2","10301","90"
"0","3","10301","20"
"1","3","10301","40"
"2","3","10301","50"
"3","3","10301","60"
"4","3","10301","70"
"5","3","10301","90"
"0","4","10301","20"
"1","4","10301","40"
"2","4","10301","50"
"3","4","10301","60"
"4","4","10301","70"
"5","4","10301","90"
"0","5","10301","20"
"1","5","10301","40"
"2","5","10301","50"
"3","5","10301","60"
"4","5","10301","70"
"5","5","10301","90"
"0","1","10302","20"
"1","1","10302","40"
"2","1","10302","50"
"3","1","10302","60"
"4","1","10302","70"
"5","1","10302","90"
"0","2","10302","20"
"1","2","10302","40"
"2","2","10302","50"
"3","2","10302","60"
"4","2","10302","70"
"5","2","10302","90"
"0","3","10302","20"
"1","3","10302","40"
"2","3","10302","50"
"3","3","10302","60"
"4","3","10302","70"
"5","3","10302","90"
"0","4","10302","20"
"1","4","10302","40"
"2","4","10302","50"
"3","4","10302","60"
"4","4","10302","70"
"5","4","10302","90"
"0","5","10302","20"
"1","5","10302","40"
"2","5","10302","50"
"3","5","10302","60"
"4","5","10302","70"
"5","5","10302","90"
"0","1","10303","20"
"1","1","10303","40"
"2","1","10303","50"
"3","1","10303","60"
"4","1","10303","70"
"5","1","10303","90"
"0","2","10303","20"
"1","2","10303","40"
"2","2","10303","50"
"3","2","10303","60"
"4","2","10303","70"
"5","2","10303","90"
"0","3","10303","20"
"1","3","10303","40"
"2","3","10303","50"
"3","3","10303","60"
"4","3","10303","70"
"5","3","10303","90"
"0","4","10303","20"
"1","4","10303","40"
"2","4","10303","50"
"3","4","10303","60"
"4","4","10303","70"
"5","4","10303","90"
"0","5","10303","20"
"1","5","10303","40"
"2","5","10303","50"
"3","5","10303","60"
"4","5","10303","70"
"5","5","10303","90"
"0","1","10304","20"
"1","1","10304","40"
"2","1","10304","50"
"3","1","10304","60"
"4","1","10304","70"
"5","1","10304","90"
"0","2","10304","20"
"1","2","10304","40"
"2","2","10304","50"
"3","2","10304","60"
"4","2","10304","70"
"5","2","10304","90"
"0","3","10304","20"
"1","3","10304","40"
"2","3","10304","50"
"3","3","10304","60"
"4","3","10304","70"
"5","3","10304","90"
"0","4","10304","20"
"1","4","10304","40"
"2","4","10304","50"
"3","4","10304","60"
"4","4","10304","70"
"5","4","10304","90"
"0","5","10304","20"
"1","5","10304","40"
"2","5","10304","50"
"3","5","10304","60"
"4","5","10304","70"
"5","5","10304","90"
"0","1","10401","20"
"1","1","10401","40"
"2","1","10401","50"
"3","1","10401","60"
"4","1","10401","70"
"5","1","10401","90"
"0","2","10401","20"
"1","2","10401","40"
"2","2","10401","50"
"3","2","10401","60"
"4","2","10401","70"
"5","2","10401","90"
"0","3","10401","20"
"1","3","10401","40"
"2","3","10401","50"
"3","3","10401","60"
"4","3","10401","70"
"5","3","10401","90"
"0","4","10401","20"
"1","4","10401","40"
"2","4","10401","50"
"3","4","10401","60"
"4","4","10401","70"
"5","4","10401","90"
"0","5","10401","20"
"1","5","10401","40"
"2","5","10401","50"
"3","5","10401","60"
"4","5","10401","70"
"5","5","10401","90"
"0","1","10402","20"
"1","1","10402","40"
"2","1","10402","50"
"3","1","10402","60"
"4","1","10402","70"
"5","1","10402","90"
"0","2","10402","20"
"1","2","10402","40"
"2","2","10402","50"
"3","2","10402","60"
"4","2","10402","70"
"5","2","10402","90"
"0","3","10402","20"
"1","3","10402","40"
"2","3","10402","50"
"3","3","10402","60"
"4","3","10402","70"
"5","3","10402","90"
"0","4","10402","20"
"1","4","10402","40"
"2","4","10402","50"
"3","4","10402","60"
"4","4","10402","70"
"5","4","10402","90"
"0","5","10402","20"
"1","5","10402","40"
"2","5","10402","50"
"3","5","10402","60"
"4","5","10402","70"
"5","5","10402","90"
"0","1","10403","20"
"1","1","10403","40"
"2","1","10403","50"
"3","1","10403","60"
"4","1","10403","70"
"5","1","10403","90"
"0","2","10403","20"
"1","2","10403","40"
"2","2","10403","50"
"3","2","10403","60"
"4","2","10403","70"
"5","2","10403","90"
"0","3","10403","20"
"1","3","10403","40"
"2","3","10403","50"
"3","3","10403","60"
"4","3","10403","70"
"5","3","10403","90"
"0","4","10403","20"
"1","4","10403","40"
"2","4","10403","50"
"3","4","10403","60"
"4","4","10403","70"
"5","4","10403","90"
"0","5","10403","20"
"1","5","10403","40"
"2","5","10403","50"
"3","5","10403","60"
"4","5","10403","70"
"5","5","10403","90"
"0","1","10404","20"
"1","1","10404","40"
"2","1","10404","50"
"3","1","10404","60"
"4","1","10404","70"
"5","1","10404","90"
"0","2","10404","20"
"1","2","10404","40"
"2","2","10404","50"
"3","2","10404","60"
"4","2","10404","70"
"5","2","10404","90"
"0","3","10404","20"
"1","3","10404","40"
"2","3","10404","50"
"3","3","10404","60"
"4","3","10404","70"
"5","3","10404","90"
"0","4","10404","20"
"1","4","10404","40"
"2","4","10404","50"
"3","4","10404","60"
"4","4","10404","70"
"5","4","10404","90"
"0","5","10404","20"
"1","5","10404","40"
"2","5","10404","50"
"3","5","10404","60"
"4","5","10404","70"
"5","5","10404","90"
"0","1","10501","20"
"1","1","10501","40"
"2","1","10501","50"
"3","1","10501","60"
"4","1","10501","70"
"5","1","10501","90"
"0","2","10501","20"
"1","2","10501","40"
"2","2","10501","50"
"3","2","10501","60"
"4","2","10501","70"
"5","2","10501","90"
"0","3","10501","20"
"1","3","10501","40"
"2","3","10501","50"
"3","3","10501","60"
"4","3","10501","70"
"5","3","10501","90"
"0","4","10501","20"
"1","4","10501","40"
"2","4","10501","50"
"3","4","10501","60"
"4","4","10501","70"
"5","4","10501","90"
"0","5","10501","20"
"1","5","10501","40"
"2","5","10501","50"
"3","5","10501","60"
"4","5","10501","70"
"5","5","10501","90"
"0","1","10502","20"
"1","1","10502","40"
"2","1","10502","50"
"3","1","10502","60"
"4","1","10502","70"
"5","1","10502","90"
"0","2","10502","20"
"1","2","10502","40"
"2","2","10502","50"
"3","2","10502","60"
"4","2","10502","70"
"5","2","10502","90"
"0","3","10502","20"
"1","3","10502","40"
"2","3","10502","50"
"3","3","10502","60"
"4","3","10502","70"
"5","3","10502","90"
"0","4","10502","20"
"1","4","10502","40"
"2","4","10502","50"
"3","4","10502","60"
"4","4","10502","70"
"5","4","10502","90"
"0","5","10502","20"
"1","5","10502","40"
"2","5","10502","50"
"3","5","10502","60"
"4","5","10502","70"
"5","5","10502","90"
"0","1","10503","20"
"1","1","10503","40"
"2","1","10503","50"
"3","1","10503","60"
"4","1","10503","70"
"5","1","10503","90"
"0","2","10503","20"
"1","2","10503","40"
"2","2","10503","50"
"3","2","10503","60"
"4","2","10503","70"
"5","2","10503","90"
"0","3","10503","20"
"1","3","10503","40"
"2","3","10503","50"
"3","3","10503","60"
"4","3","10503","70"
"5","3","10503","90"
"0","4","10503","20"
"1","4","10503","40"
"2","4","10503","50"
"3","4","10503","60"
"4","4","10503","70"
"5","4","10503","90"
"0","5","10503","20"
"1","5","10503","40"
"2","5","10503","50"
"3","5","10503","60"
"4","5","10503","70"
"5","5","10503","90"
"0","1","10504","20"
"1","1","10504","40"
"2","1","10504","50"
"3","1","10504","60"
"4","1","10504","70"
"5","1","10504","90"
"0","2","10504","20"
"1","2","10504","40"
"2","2","10504","50"
"3","2","10504","60"
"4","2","10504","70"
"5","2","10504","90"
"0","3","10504","20"
"1","3","10504","40"
"2","3","10504","50"
"3","3","10504","60"
"4","3","10504","70"
"5","3","10504","90"
"0","4","10504","20"
"1","4","10504","40"
"2","4","10504","50"
"3","4","10504","60"
"4","4","10504","70"
"5","4","10504","90"
"0","5","10504","20"
"1","5","10504","40"
"2","5","10504","50"
"3","5","10504","60"
"4","5","10504","70"
"5","5","10504","90"
"0","1","10601","20"
"1","1","10601","40"
"2","1","10601","50"
"3","1","10601","60"
"4","1","10601","70"
"5","1","10601","90"
"0","2","10601","20"
"1","2","10601","40"
"2","2","10601","50"
"3","2","10601","60"
"4","2","10601","70"
"5","2","10601","90"
"0","3","10601","20"
"1","3","10601","40"
"2","3","10601","50"
"3","3","10601","60"
"4","3","10601","70"
"5","3","10601","90"
"0","4","10601","20"
"1","4","10601","40"
"2","4","10601","50"
"3","4","10601","60"
"4","4","10601","70"
"5","4","10601","90"
"0","5","10601","20"
"1","5","10601","40"
"2","5","10601","50"
"3","5","10601","60"
"4","5","10601","70"
"5","5","10601","90"
"0","1","10602","20"
"1","1","10602","40"
"2","1","10602","50"
"3","1","10602","60"
"4","1","10602","70"
"5","1","10602","90"
"0","2","10602","20"
"1","2","10602","40"
"2","2","10602","50"
"3","2","10602","60"
"4","2","10602","70"
"5","2","10602","90"
"0","3","10602","20"
"1","3","10602","40"
"2","3","10602","50"
"3","3","10602","60"
"4","3","10602","70"
"5","3","10602","90"
"0","4","10602","20"
"1","4","10602","40"
"2","4","10602","50"
"3","4","10602","60"
"4","4","10602","70"
"5","4","10602","90"
"0","5","10602","20"
"1","5","10602","40"
"2","5","10602","50"
"3","5","10602","60"
"4","5","10602","70"
"5","5","10602","90"
"0","1","10603","20"
"1","1","10603","40"
"2","1","10603","50"
"3","1","10603","60"
"4","1","10603","70"
"5","1","10603","90"
"0","2","10603","20"
"1","2","10603","40"
"2","2","10603","50"
"3","2","10603","60"
"4","2","10603","70"
"5","2","10603","90"
"0","3","10603","20"
"1","3","10603","40"
"2","3","10603","50"
"3","3","10603","60"
"4","3","10603","70"
"5","3","10603","90"
"0","4","10603","20"
"1","4","10603","40"
"2","4","10603","50"
"3","4","10603","60"
"4","4","10603","70"
"5","4","10603","90"
"0","5","10603","20"
"1","5","10603","40"
"2","5","10603","50"
"3","5","10603","60"
"4","5","10603","70"
"5","5","10603","90"
"0","1","10604","20"
"1","1","10604","40"
"2","1","10604","50"
"3","1","10604","60"
"4","1","10604","70"
"5","1","10604","90"
"0","2","10604","20"
"1","2","10604","40"
"2","2","10604","50"
"3","2","10604","60"
"4","2","10604","70"
"5","2","10604","90"
"0","3","10604","20"
"1","3","10604","40"
"2","3","10604","50"
"3","3","10604","60"
"4","3","10604","70"
"5","3","10604","90"
"0","4","10604","20"
"1","4","10604","40"
"2","4","10604","50"
"3","4","10604","60"
"4","4","10604","70"
"5","4","10604","90"
"0","5","10604","20"
"1","5","10604","40"
"2","5","10604","50"
"3","5","10604","60"
"4","5","10604","70"
"5","5","10604","90"
"0","1","10701","20"
"1","1","10701","40"
"2","1","10701","50"
"3","1","10701","60"
"4","1","10701","70"
"5","1","10701","90"
"0","2","10701","20"
"1","2","10701","40"
"2","2","10701","50"
"3","2","10701","60"
"4","2","10701","70"
"5","2","10701","90"
"0","3","10701","20"
"1","3","10701","40"
"2","3","10701","50"
"3","3","10701","60"
"4","3","10701","70"
"5","3","10701","90"
"0","4","10701","20"
"1","4","10701","40"
"2","4","10701","50"
"3","4","10701","60"
"4","4","10701","70"
"5","4","10701","90"
"0","5","10701","20"
"1","5","10701","40"
"2","5","10701","50"
"3","5","10701","60"
"4","5","10701","70"
"5","5","10701","90"
"0","1","10702","20"
"1","1","10702","40"
"2","1","10702","50"
"3","1","10702","60"
"4","1","10702","70"
"5","1","10702","90"
"0","2","10702","20"
"1","2","10702","40"
"2","2","10702","50"
"3","2","10702","60"
"4","2","10702","70"
"5","2","10702","90"
"0","3","10702","20"
"1","3","10702","40"
"2","3","10702","50"
"3","3","10702","60"
"4","3","10702","70"
"5","3","10702","90"
"0","4","10702","20"
"1","4","10702","40"
"2","4","10702","50"
"3","4","10702","60"
"4","4","10702","70"
"5","4","10702","90"
"0","5","10702","20"
"1","5","10702","40"
"2","5","10702","50"
"3","5","10702","60"
"4","5","10702","70"
"5","5","10702","90"
"0","1","10703","20"
"1","1","10703","40"
"2","1","10703","50"
"3","1","10703","60"
"4","1","10703","70"
"5","1","10703","90"
"0","2","10703","20"
"1","2","10703","40"
"2","2","10703","50"
"3","2","10703","60"
"4","2","10703","70"
"5","2","10703","90"
"0","3","10703","20"
"1","3","10703","40"
"2","3","10703","50"
"3","3","10703","60"
"4","3","10703","70"
"5","3","10703","90"
"0","4","10703","20"
"1","4","10703","40"
"2","4","10703","50"
"3","4","10703","60"
"4","4","10703","70"
"5","4","10703","90"
"0","5","10703","20"
"1","5","10703","40"
"2","5","10703","50"
"3","5","10703","60"
"4","5","10703","70"
"5","5","10703","90"
"0","1","10704","20"
"1","1","10704","40"
"2","1","10704","50"
"3","1","10704","60"
"4","1","10704","70"
"5","1","10704","90"
"0","2","10704","20"
"1","2","10704","40"
"2","2","10704","50"
"3","2","10704","60"
"4","2","10704","70"
"5","2","10704","90"
"0","3","10704","20"
"1","3","10704","40"
"2","3","10704","50"
"3","3","10704","60"
"4","3","10704","70"
"5","3","10704","90"
"0","4","10704","20"
"1","4","10704","40"
"2","4","10704","50"
"3","4","10704","60"
"4","4","10704","70"
"5","4","10704","90"
"0","5","10704","20"
"1","5","10704","40"
"2","5","10704","50"
"3","5","10704","60"
"4","5","10704","70"
"5","5","10704","90"
"0","1","10801","20"
"1","1","10801","40"
"2","1","10801","50"
"3","1","10801","60"
"4","1","10801","70"
"5","1","10801","90"
"0","2","10801","20"
"1","2","10801","40"
"2","2","10801","50"
"3","2","10801","60"
"4","2","10801","70"
"5","2","10801","90"
"0","3","10801","20"
"1","3","10801","40"
"2","3","10801","50"
"3","3","10801","60"
"4","3","10801","70"
"5","3","10801","90"
"0","4","10801","20"
"1","4","10801","40"
"2","4","10801","50"
"3","4","10801","60"
"4","4","10801","70"
"5","4","10801","90"
"0","5","10801","20"
"1","5","10801","40"
"2","5","10801","50"
"3","5","10801","60"
"4","5","10801","70"
"5","5","10801","90"
"0","1","10802","20"
"1","1","10802","40"
"2","1","10802","50"
"3","1","10802","60"
"4","1","10802","70"
"5","1","10802","90"
"0","2","10802","20"
"1","2","10802","40"
"2","2","10802","50"
"3","2","10802","60"
"4","2","10802","70"
"5","2","10802","90"
"0","3","10802","20"
"1","3","10802","40"
"2","3","10802","50"
"3","3","10802","60"
"4","3","10802","70"
"5","3","10802","90"
"0","4","10802","20"
"1","4","10802","40"
"2","4","10802","50"
"3","4","10802","60"
"4","4","10802","70"
"5","4","10802","90"
"0","5","10802","20"
"1","5","10802","40"
"2","5","10802","50"
"3","5","10802","60"
"4","5","10802","70"
"5","5","10802","90"
"0","1","10803","20"
"1","1","10803","40"
"2","1","10803","50"
"3","1","10803","60"
"4","1","10803","70"
"5","1","10803","90"
"0","2","10803","20"
"1","2","10803","40"
"2","2","10803","50"
"3","2","10803","60"
"4","2","10803","70"
"5","2","10803","90"
"0","3","10803","20"
"1","3","10803","40"
"2","3","10803","50"
"3","3","10803","60"
"4","3","10803","70"
"5","3","10803","90"
"0","4","10803","20"
"1","4","10803","40"
"2","4","10803","50"
"3","4","10803","60"
"4","4","10803","70"
"5","4","10803","90"
"0","5","10803","20"
"1","5","10803","40"
"2","5","10803","50"
"3","5","10803","60"
"4","5","10803","70"
"5","5","10803","90"
"0","1","10804","20"
"1","1","10804","40"
"2","1","10804","50"
"3","1","10804","60"
"4","1","10804","70"
"5","1","10804","90"
"0","2","10804","20"
"1","2","10804","40"
"2","2","10804","50"
"3","2","10804","60"
"4","2","10804","70"
"5","2","10804","90"
"0","3","10804","20"
"1","3","10804","40"
"2","3","10804","50"
"3","3","10804","60"
"4","3","10804","70"
"5","3","10804","90"
"0","4","10804","20"
"1","4","10804","40"
"2","4","10804","50"
"3","4","10804","60"
"4","4","10804","70"
"5","4","10804","90"
"0","5","10804","20"
"1","5","10804","40"
"2","5","10804","50"
"3","5","10804","60"
"4","5","10804","70"
"5","5","10804","90"
