11347a95b5f356207aef3ae1ca98584b569dcf411ee14e5326d50332a1948a45,1614f92b4b46fcea2b74fa09e490480c798ba315f83ba9cc8bbdff877a3f97e9,50580523ad22421986e18f99d6f9af03d8583847092ceb068548a29b0d0091bf,4e38f869433aa3fa878ecded6569137339221b0efd42f4179d40ca0df04730b0,96a9aa2e6c4f5706e918b23bf70bbc05b81fc2daac60e181bca46c436e370caf,1a9af1e0e275fe0776857d5ad7f34706ac4b014fdd7fb7f9299470aedf729f85,31e29f48fd19c915e42d2a1ce6e23de8d6c89fdf5f95b931170e3420aff76048,88007b79e4c15c22137e4241c9143aa650431f99d8d7fc5ed7e51c79fc48f86b,8d8b36be59d79ab6d5f2e6b3f463aaaa153b681d65e8514c232b68ef6c785897,061ea75640330052b49c26f8facf7b3858ad178f622ffb863803d9c06abbac48,aa66f3e6835fa9cca64b7d80d9b99277206921c42ce05f10de571847ff2e483f,8b9045220faf11a788da682dab5671a28d5bb680d31c8bbe3349c5016e7a7271,a6cdab0b6479082817f74248d48603a5efe32faa6a5ad0893ecc82e7f31747aa,9b17e209a21e49cd5f90bf5d21bd811970b195e5b15f596493485e33ba5203ed,159b25b3e02eaf21d6cd0dc36cb2ea67c8ab49035dd33d889fb4520758caff85,f23d325ecd59fc554f50f180fe4dcae0322fad9f3fe2c57b33ee1e9b7ee3a201,68d9cfca7d5c5bd868df0aed34686d63b0f99e80c9f204a382776d337572915d,e2bf7bc870529d4d37baea3ed278c3fd49782119d97ffff8375b9839d6476115,cbe5354815ff5a9aa74fba4bcd000733c6c711f1b2bd6f53f2a7e99c7272de61,809184dda5c5c4acb97ee0261831b488ee456732071ba1045ab9dce8086564bc,dff647ca5732f4251c033857a01f3ad815c2e7091854eecbb96ab922f5fca5a0,af5ef82e7f84c5463f8368365d3898b5ec01e133b9cc2cc2ea648e502fe60944,920a70233ff74f67b5ea30a25043865751e13b30806216ce1f38aff499a70579,34ea75555309f79a3f3fc6464d861d568afbb105b44f6e562a657696170e3bd6,134aca6c825e2bb9b4d71ef2e7da546a2f43c50326e367740abb03be176414dd,7a47f9ec25af3142a87d38362c3801f27077f8bd074d46bae997a25dc2301865,a583cf6baf0435049a0ed191e5756a239030d18361ec57bc9bc185276e938770,8ef26f934854b8ac0e05c48892a5fac84082f4c23df4e91726b3cd8fd1fbf54a,01f963f313b6683f3756fb8e950dc7767c2bf43b3b5b660d356a692ee727d82e,18992698059535a50233c2341a41398bb588657d54aaec9a9a72ecc36486b0f3,564cbde5e12de517b7ef1e8446df234ec76c26ce1bfc708058a2e3998b149c42,a9ff74366f7c1e803fa82a12b24b333bfa09f40e8b182fafc08cb31fbd0a34f8,a8ff5e3d167a80c145ac1a6194dd453adf951669709bb26dcbc3a711cd36900f,e8fb7bfaae743d00869e0c138aeede1e36342a43f5b9eff55168400e16ea3da1,2f6a98845817265f0ca6710372a1ae1f28dd76bcc52914bdb4bccc57bcf963eb,5064e8d3075d42bf3b199ef7b2f861c4da5fb5cc623809135896341d5eda64ac,2a39ebb21bc9434937590133e0ed052a7e08b9e3b4c40ede7db1cc43fc538fe0,b84a716799817cd525a1bbaadc1be7d8addc5872ef5ce56bee43697f8370bbfd,5bed1e9cfe047b63b07ecd4e4de5181a0386894e1c69fabd163959be5726ff0c,1f062ffc398956f86e8adf2523014bbb3808d9302b2cbea307ab239f12f5b748,801a6edf539324be6938c5c4f6ecb880ed4f954415756e9d1b437f384d5e57ef,cbc2d0bf37a111005976a0d38656c1e7e1e17cc2b0d2a1cac10a21587e8caac8,f6e50750171c9d4610b26285bf18045c66176ffb5108f51413f9c6dc9b310156,95c1af5bf5f2fc01e5ba04ddf6e2f4de6681afe3f8eed3f30743522a278784ae
"0","10080103","1.3","1","401040441","10080101","0","1008","401040411","0","0","0","1.5","1","1004104","0","710081","10080102","401040451","1004103","1004101","1","401040431","1","1","1","0","1","0","1.3","10080104","0.03","1","15","0","1004102","0","0","0","1004105","401040421","10080105","0","100000"
"0","10080103","1.8","1.3","401040491","10080101","0","1008","401040461","0","0","0","2","2","1004109","0","710081","10080102","401040501","1004108","1004106","-1","401040481","2","1.3","1","0","1","0","1.8","10080104","0.06","1","16","0","1004107","0","0","0","1004110","401040471","10080105","0","100000"
"0","10090103","1.3","1","401040541","10090101","0","1009","401040511","0","0","0","1.5","1","1004104","0","710091","10090102","401040551","1004103","1004101","1","401040531","1","1","1","0","1","0","1.3","10090104","0.03","1","17","0","1004102","0","0","0","1004105","401040521","10090105","0","100000"
"0","10090103","1.8","1.4","401040591","10090101","0","1009","401040561","0","0","0","2","2","1004109","0","710091","10090102","401040601","1004108","1004106","5","401040581","2","1.4","1","0","1","0","1.8","10090104","0.06","1","18","0","1004107","0","0","0","1004110","401040571","10090105","0","100000"
"0","10090103","2.5","2","401040641","10090101","0","1009","401040611","0","0","0","3","2","1004104","0","710091","10090102","401040651","1004103","1004101","-1","401040631","6","2","1","0","1","0","2.5","10090104","0.06","1","19","0","1004102","0","0","0","1004105","401040621","10090105","0","100000"
"0","10100103","1.3","1","401011004","10100101","0","1010","401011001","0","0","0","1.5","1","1004109","0","710101","10100102","401011005","1004108","1004106","3","401011003","1","1","1","0","1","0","1.3","10100104","0.03","1","20","0","1004107","0","0","0","1004110","401011002","10100105","0","100000"
"0","10100103","1.8","1.4","401021004","10100101","0","1010","401021001","0","0","0","2","2","1004104","0","710101","10100102","401021005","1004103","1004101","10","401021003","4","1.4","1","0","1","0","1.8","10100104","0.06","1","21","0","1004102","0","0","0","1004105","401021002","10100105","0","100000"
"0","10100103","2.5","2","401031004","10100101","0","1010","401031001","0","0","0","3","2","1004109","0","710101","10100102","401031005","1004108","1004106","-1","401031003","11","2","1","0","1","0","2.5","10100104","0.06","1","22","0","1004107","0","0","0","1004110","401031002","10100105","0","100000"
"0","10110103","1.3","1","401040691","10110101","0","1011","401040661","0","0","0","1.5","1","1004104","0","710111","10110102","401040701","1004103","1004101","1","401040681","1","1","1","0","2","0","1.3","10110104","0.03","1","23","0","1004102","0","0","0","1004105","401040671","10110105","0","100000"
"0","10110103","1.3","1","401040691","10110101","0","1011","401040661","0","0","0","1.5","1","1004109","0","710111","10110102","401040701","1004108","1004106","3","401040681","2","1","1","0","2","0","1.3","10110104","0.03","1","24","0","1004107","0","0","0","1004110","401040671","10110105","0","100000"
"0","10110103","1.8","1.4","401040741","10110101","0","1011","401040711","0","0","0","2","2","1004104","0","710111","10110102","401040751","1004103","1004101","10","401040731","4","1.4","2","0","5","0","1.8","10110104","0.06","1","25","0","1004102","0","0","0","1004105","401040721","10110105","0","100000"
"0","10110103","2.5","2","401040791","10110101","0","1011","401040761","0","0","0","3","2","1004109","0","710111","10110102","401040801","1004108","1004106","-1","401040781","11","2","3","0","12","0","2.5","10110104","0.06","1","26","0","1004107","0","0","0","1004110","401040771","10110105","0","100000"
"0","10120103","1.3","1","401040841","10120101","0","1012","401040811","0","0","0","1.5","1","1004104","0","710121","10120102","401040851","1004103","1004101","1","401040831","1","1","1","0","2","0","1.3","10120104","0.03","1","27","0","1004102","0","0","0","1004105","401040821","10120105","0","100000"
"0","10120103","1.3","1","401040841","10120101","0","1012","401040811","0","0","0","1.5","1","1004109","0","710121","10120102","401040851","1004108","1004106","3","401040831","2","1","1","0","2","0","1.3","10120104","0.03","1","28","0","1004107","0","0","0","1004110","401040821","10120105","0","100000"
"0","10120103","1.8","1.4","401040891","10120101","0","1012","401040861","0","0","0","2","2","1004104","0","710121","10120102","401040901","1004103","1004101","10","401040881","4","1.4","2","0","5","0","1.8","10120104","0.06","1","29","0","1004102","0","0","0","1004105","401040871","10120105","0","100000"
"0","10120103","2.5","2","401040941","10120101","0","1012","401040911","0","0","0","3","2","1004109","0","710121","10120102","401040951","1004108","1004106","-1","401040931","11","2","3","0","12","0","2.5","10120104","0.06","1","30","0","1004107","0","0","0","1004110","401040921","10120105","0","100000"
"0","10130103","1.3","1","401040991","10130101","0","1013","401040961","0","0","0","1.5","1","1004104","0","710011","10130102","401041001","1004103","1004101","1","401040981","1","1","1","0","2","0","1.3","10130104","0.03","1","31","0","1004102","0","0","0","1004105","401040971","10130105","0","100000"
"0","10130103","1.3","1","401040991","10130101","0","1013","401040961","0","0","0","1.5","1","1004109","0","710011","10130102","401041001","1004108","1004106","3","401040981","2","1","1","0","2","0","1.3","10130104","0.03","1","32","0","1004107","0","0","0","1004110","401040971","10130105","0","100000"
"0","10130103","1.8","1.4","401041041","10130101","0","1013","401041011","0","0","0","2","2","1004104","0","710011","10130102","401041051","1004103","1004101","10","401041031","4","1.4","2","0","5","0","1.8","10130104","0.06","1","33","0","1004102","0","0","0","1004105","401041021","10130105","0","100000"
"0","10130103","2.5","2","401041091","10130101","0","1013","401041061","0","0","0","3","2","1004109","0","710011","10130102","401041101","1004108","1004106","-1","401041081","11","2","3","0","12","0","2.5","10130104","0.06","1","34","0","1004107","0","0","0","1004110","401041071","10130105","0","100000"
"0","10140103","1.3","1","401041091","10140101","0","1014","401041061","0","0","0","1.5","1","1004104","0","710021","10140102","401041101","1004103","1004101","1","401041081","1","1","1","0","2","0","1.3","10140104","0.03","1","35","0","1004102","0","0","0","1004105","401041071","10140105","0","100000"
"0","10140103","1.3","1","401041141","10140101","0","1014","401041111","0","0","0","1.5","1","1004109","0","710021","10140102","401041151","1004108","1004106","3","401041131","2","1","1","0","2","0","1.3","10140104","0.03","1","36","0","1004107","0","0","0","1004110","401041121","10140105","0","100000"
"0","10140103","1.8","1.4","401041191","10140101","0","1014","401041161","0","0","0","2","2","1004104","0","710021","10140102","401041201","1004103","1004101","10","401041181","4","1.4","2","0","5","0","1.8","10140104","0.06","1","37","0","1004102","0","0","0","1004105","401041171","10140105","0","100000"
"0","10140103","2.5","2","401041241","10140101","0","1014","401041211","0","0","0","3","2","1004109","0","710021","10140102","401041251","1004108","1004106","-1","401041231","11","2","3","0","12","0","2.5","10140104","0.06","1","38","0","1004107","0","0","0","1004110","401041221","10140105","0","100000"
"0","10150103","1.3","1","401041291","10150101","0","1015","401041261","0","0","0","1.5","1","1004104","0","710031","10150102","401041301","1004103","1004101","1","401041281","1","1","1","0","2","0","1.3","10150104","0.03","1","39","0","1004102","0","0","0","1004105","401041271","10150105","0","100000"
"0","10150103","1.3","1","401041291","10150101","0","1015","401041261","0","0","0","1.5","1","1004109","0","710031","10150102","401041301","1004108","1004106","3","401041281","2","1","1","0","2","0","1.3","10150104","0.03","1","40","0","1004107","0","0","0","1004110","401041271","10150105","0","100000"
"0","10150103","1.8","1.4","401041341","10150101","0","1015","401041311","0","0","0","2","2","1004104","0","710031","10150102","401041351","1004103","1004101","10","401041331","4","1.4","2","0","5","0","1.8","10150104","0.06","1","41","0","1004102","0","0","0","1004105","401041321","10150105","0","100000"
"0","10150103","2.5","2","401041391","10150101","0","1015","401041361","0","0","0","3","2","1004109","0","710031","10150102","401041401","1004108","1004106","-1","401041381","11","2","3","0","12","0","2.5","10150104","0.06","1","42","0","1004107","0","0","0","1004110","401041371","10150105","0","100000"
"0","10160103","1.3","1","401041591","10160101","0","1016","401041561","0","0","0","1.5","1","1004104","0","710041","10160102","401041601","1004103","1004101","1","401041581","1","1","1","0","2","0","1.3","10160104","0.03","1","43","0","1004102","0","0","0","1004105","401041571","10160105","0","100000"
"0","10160103","1.8","1.4","401041591","10160101","0","1016","401041561","0","0","0","2","2","1004109","0","710041","10160102","401041601","1004108","1004106","3","401041581","2","1.4","2","0","3","0","1.8","10160104","0.06","1","44","0","1004107","0","0","0","1004110","401041571","10160105","0","100000"
"0","10160103","1.8","1.4","401041641","10160101","0","1016","401041611","0","0","0","2","2","1004114","0","710041","10160102","401041651","1004113","1004111","4","401041631","4","1.4","3","0","5","0","1.8","10160104","0.06","1","45","0","1004112","0","0","0","1004115","401041621","10160105","0","100000"
"0","10160103","2.5","2","401041691","10160101","0","1016","401041661","0","0","0","3","2","1004116","0","710041","10160102","401041701","1004116","1004116","-1","401041681","5","2","3","0","5","0","2.5","10160104","0.06","1","46","0","1004116","0","0","0","1004116","401041671","10160105","0","100000"
"0","10170103","1.3","1","401041741","10170101","0","1017","401041711","0","0","0","1.5","1","1004104","0","710051","10170102","401041751","1004103","1004101","1","401041731","1","1","1","0","2","0","1.3","10170104","0.03","1","47","0","1004102","0","0","0","1004105","401041721","10170105","0","100000"
"0","10170103","1.3","1","401041741","10170101","0","1017","401041711","0","0","0","1.5","1","1004109","0","710051","10170102","401041751","1004108","1004106","3","401041731","2","1","2","0","3","0","1.3","10170104","0.03","1","48","0","1004107","0","0","0","1004110","401041721","10170105","0","100000"
"0","10170103","1.8","1.4","401041791","10170101","0","1017","401041761","0","0","0","2","2","1004109","0","710051","10170102","401041801","1004108","1004106","10","401041781","4","1.4","3","0","6","0","1.8","10170104","0.06","1","49","0","1004107","0","0","0","1004110","401041771","10170105","0","100000"
"0","10170103","2.5","2","401041841","10170101","0","1017","401041811","0","0","0","3","2","1004109","0","710051","10170102","401041851","1004108","1004106","-1","401041831","11","2","4","0","9","0","2.5","10170104","0.06","1","50","0","1004107","0","0","0","1004110","401041821","10170105","0","100000"
"0","10180103","1.3","1","401041891","10180101","0","1018","401041861","0","0","0","1.5","1","1004104","0","710061","10180102","401041901","1004103","1004101","1","401041881","1","1","1","0","2","0","1.3","10180104","0.03","1","51","0","1004102","0","0","0","1004105","401041871","10180105","0","100000"
"0","10180103","1.3","1","401041891","10180101","0","1018","401041861","0","0","0","1.5","1","1004109","0","710061","10180102","401041901","1004108","1004106","3","401041881","2","1","2","0","3","0","1.3","10180104","0.03","1","52","0","1004107","0","0","0","1004110","401041871","10180105","0","100000"
"0","10180103","1.8","1.4","401041941","10180101","0","1018","401041911","0","0","0","2","2","1004109","0","710061","10180102","401041951","1004108","1004106","10","401041931","4","1.4","3","0","6","0","1.8","10180104","0.06","1","53","0","1004107","0","0","0","1004110","401041921","10180105","0","100000"
"0","10180103","2.5","2","401041991","10180101","0","1018","401041961","0","0","0","3","2","1004109","0","710061","10180102","401042001","1004108","1004106","-1","401041981","11","2","4","0","9","0","2.5","10180104","0.06","1","54","0","1004107","0","0","0","1004110","401041971","10180105","0","100000"
"0","10190103","1.3","1","401042341","10190101","0","1019","401042311","0","0","0","1.5","1","1004104","0","710071","10190102","401042351","1004103","1004101","1","401042331","1","1","1","0","2","0","1.3","10190104","0.03","1","55","0","1004102","0","0","0","1004105","401042321","10190105","0","1000000"
"0","10190103","1.8","1.4","401042391","10190101","0","1019","401042361","0","0","0","2","2","1004109","0","710071","10190102","401042401","1004108","1004106","3","401042381","2","1.4","2","0","3","0","1.8","10190104","0.06","1","57","0","1004107","0","0","0","1004110","401042371","10190105","0","1000000"
"0","10190103","1.8","1.4","401042441","10190101","0","1019","401042411","0","0","0","2","2","1004114","0","710071","10190102","401042451","1004113","1004111","4","401042431","4","1.4","3","0","5","0","1.8","10190104","0.06","1","58","0","1004112","0","0","0","1004115","401042421","10190105","0","1000000"
"0","10190103","2.5","2","401042441","10190101","0","1019","401042411","0","0","0","3","2","1004116","0","710071","10190102","401042451","1004116","1004116","-1","401042431","5","2","3","0","5","0","2.5","10190104","0.06","1","59","0","1004116","0","0","0","1004116","401042421","10190105","0","1000000"
"0","10200103","1.3","1","401042641","10200101","0","1020","401042611","0","0","0","1.5","1","1005104","0","710081","10200102","401042651","1005103","1005101","1","401042631","1","1","1","0","2","0","1.3","10200104","0.03","1","60","0","1005102","0","0","0","1005105","401042621","10200105","0","1000000"
"0","10200103","1.8","1.4","401042691","10200101","0","1020","401042661","0","0","0","2","2","1005109","0","710081","10200102","401042701","1005108","1005106","3","401042681","2","1.4","2","0","3","0","1.8","10200104","0.06","1","61","0","1005107","0","0","0","1005110","401042671","10200105","0","1000000"
"0","10200103","1.8","1.4","401042741","10200101","0","1020","401042711","0","0","0","2","2","1005114","0","710081","10200102","401042751","1005113","1005111","4","401042731","4","1.4","3","0","5","0","1.8","10200104","0.06","1","62","0","1005112","0","0","0","1005115","401042721","10200105","0","1000000"
"0","10200103","2.5","2","401042741","10200101","0","1020","401042711","0","0","0","3","2","1005116","0","710081","10200102","401042751","1005116","1005116","-1","401042731","5","2","3","0","5","0","2.5","10200104","0.06","1","63","0","1005116","0","0","0","1005116","401042721","10200105","0","1000000"
"0","10210103","1.3","1","401042941","10210101","0","1021","401042911","0","0","0","1.5","1","1006104","0","710091","10210102","401042951","1006103","1006101","1","401042931","1","1","1","0","2","0","1.3","10210104","0.03","1","64","0","1006102","0","0","0","1006105","401042921","10210105","0","1000000"
"0","10210103","1.8","1.4","401042991","10210101","0","1021","401042961","0","0","0","2","2","1006109","0","710091","10210102","401043001","1006108","1006106","3","401042981","2","1.4","2","0","3","0","1.8","10210104","0.06","1","65","0","1006107","0","0","0","1006110","401042971","10210105","0","1000000"
"0","10210103","1.8","1.4","401043041","10210101","0","1021","401043011","0","0","0","2","2","1006114","0","710091","10210102","401043051","1006113","1006111","4","401043031","4","1.4","3","0","5","0","1.8","10210104","0.06","1","66","0","1006112","0","0","0","1006115","401043021","10210105","0","1000000"
"0","10210103","2.5","2","401043041","10210101","0","1021","401043011","0","0","0","3","2","1006116","0","710091","10210102","401043051","1006116","1006116","-1","401043031","5","2","3","0","5","0","2.5","10210104","0.06","1","67","0","1006116","0","0","0","1006116","401043021","10210105","0","1000000"
"0","10220103","1.3","1.2","401043291","10220101","0","1022","401043261","0","0","0","1.5","1","1007104","0","710101","10220102","401043301","1007103","1007101","1","401043281","1","1.2","1","0","2","0","1.4","10220104","0.03","1","68","0","1007102","0","0","0","1007105","401043271","10220105","0","1000000"
"0","10220103","1.8","1.6","401043341","10220101","0","1022","401043311","0","0","0","2","2","1007109","0","710101","10220102","401043351","1007108","1007106","3","401043331","2","1.6","2","0","3","0","1.9","10220104","0.06","1","69","0","1007107","0","0","0","1007110","401043321","10220105","0","1000000"
"0","10220103","2.4","2","401043391","10220101","0","1022","401043361","0","0","0","2.6","2","1007114","0","710101","10220102","401043401","1007113","1007111","4","401043381","4","2","3","0","5","0","2.4","10220104","0.06","1","70","0","1007112","0","0","0","1007115","401043371","10220105","0","1000000"
"0","10220103","2.4","2","401043391","10220101","0","1022","401043361","0","0","0","2.6","2","1007116","0","710101","10220102","401043401","1007116","1007116","-1","401043381","5","2","3","0","5","0","2.4","10220104","0.06","1","71","0","1007116","0","0","0","1007116","401043371","10220105","0","1000000"
"0","10230103","1.3","1.2","401043641","10230101","0","1023","401043611","0","0","0","1.5","1","1008104","0","710111","10230102","401043651","1008103","1008101","1","401043631","1","1.2","1","0","2","0","1.4","10230104","0.03","1","72","0","1008102","0","0","0","1008105","401043621","10230105","0","1000000"
"0","10230103","1.8","1.6","401043691","10230101","0","1023","401043661","0","0","0","2","2","1008109","0","710111","10230102","401043701","1008108","1008106","3","401043681","2","1.6","2","0","3","0","1.9","10230104","0.06","1","73","0","1008107","0","0","0","1008110","401043671","10230105","0","1000000"
"0","10230103","2.4","2","401043741","10230101","0","1023","401043711","0","0","0","2.6","2","1008114","0","710111","10230102","401043751","1008113","1008111","4","401043731","4","2","3","0","5","0","2.4","10230104","0.06","1","74","0","1008112","0","0","0","1008115","401043721","10230105","0","1000000"
"0","10230103","2.4","2","401043741","10230101","0","1023","401043711","0","0","0","2.6","2","1008116","0","710111","10230102","401043751","1008116","1008116","-1","401043731","5","2","3","0","5","0","2.4","10230104","0.06","1","75","0","1008116","0","0","0","1008116","401043721","10230105","0","1000000"
"0","10240103","1.3","1.2","401043991","10240101","0","1024","401043961","0","0","0","1.5","1","1009104","0","710121","10240102","401044001","1009103","1009101","1","401043981","1","1.2","1","0","1","0","1.4","10240104","0.03","1","76","0","1009102","0","0","0","1009105","401043971","10240105","0","1000000"
"0","10240103","1.3","1.2","401044041","10240101","0","1024","401044011","0","0","0","1.5","2","1009109","0","710121","10240102","401044051","1009108","1009106","3","401044031","2","1.2","2","0","2","0","1.4","10240104","0.06","1","77","0","1009107","0","0","0","1009110","401044021","10240105","0","1000000"
"0","10240103","1.8","1.6","401044091","10240101","0","1024","401044061","0","0","0","2","2","1009114","0","710121","10240102","401044101","1009113","1009111","4","401044081","4","1.6","3","0","4","0","1.9","10240104","0.06","1","78","0","1009112","0","0","0","1009115","401044071","10240105","0","1000000"
