a1a4cf2abe28b1b74e1db7b3829ea3652a7b843d5ec750e555ce95842d9b77c4,713d9a209ca3f3d6082b7908436aceb90670aa4dcc33c7d84a714aa175bfc04f,f510fce4e182f843acd5c463a43d463bb8e52156f463fc7ed56bf475c8120996,540a9c928a2ca315d148ae046ce56c989ccf17f5422fa7deac98d66706d25155,cfde0cb16c520325c75c9a4dcab3cea2a5f88efcf401f26259e58c1f3b7360b7,b9ef8ccc3050bea6d66544225c63b7f40d05bc62070f10473963c3e6e0af1b6a,26185802740ad7ba83d306819a327de360f53430601e7c7a27658f66c507009f,b37eb82d66a9dbc32c1a0612f2af187d24b346341343cc4b6acdabdc7ae340e1,34d0e0b2cced56862cca55b911c305b3cb04d3436421f2be18a8936126277815,aed408370ee186d06af45a7ba5196bae0055b02081e93ac2de6450ffab758031,a547593742a2f2bcd305742c0cc4aca298f6635066f931398a0a5db29238d82c,74df77c569054baaf41726fcccac5e8d5e9a7e399c2b7c653f0a3029014c0df2,deaa5ec396772910fe275103d2acb5b3c2696f13d2bbd46271fbb1909e4833bd,4cabce08ed28dce4a5021b97496649bd848779cca7d4a3586a7d60c572e5eb16,9df51822740dc8c44ced24622c42405ec35fd1ad68f5b86e562d40d1f3cbe739,bed6fc5b09a2af2b3316d2ea56f5252c3f453e33790bc21c18eafad297a23f8d
"0","0","0","1","0","201","10019","0","0","2019/11/01 16:00:00","2019/11/15 15:59:59","晴雨海灘","10019201","0","bgm_M237","bgm_M237"
"0","0","0","1","0","201","10020","0","0","2019/11/17 16:00:00","2019/11/24 15:59:59","塔帕斯海灘 周邊","10020101","0","bgm_M112","bgm_M112"
"0","0","0","1","0","201","10020","0","0","2019/11/17 16:00:00","2019/11/24 15:59:59","塔帕斯海灘 周邊","10020201","0","bgm_M112","bgm_M112"
"150","0","0","1","0","201","10021","0","0","2019/12/02 16:00:00","2019/12/15 15:59:59","真步真步王國避暑聖地？","10021101","0","bgm_M245","bgm_M245_02"
"0","0","0","1","0","201","10021","0","0","2019/12/02 16:00:00","2019/12/15 15:59:59","真步真步王國避暑聖地？","10021201","0","bgm_M245","bgm_M245_02"
"0","0","0","1","0","201","10022","0","0","2019/12/17 16:00:00","2019/12/24 15:59:59","伊爾席翁的孤島","10022101","0","bgm_M121","bgm_M121"
"0","0","0","1","0","201","10022","0","0","2019/12/17 16:00:00","2019/12/24 15:59:59","伊爾席翁的孤島","10022201","0","bgm_M121","bgm_M121"
"70","0","1","1","0","201","10023","0","0","2020/01/02 16:00:00","2020/01/16 15:59:59","聖德蕾莎女學院","10023101","0","bgm_M254","bgm_M254"
"0","0","0","1","0","201","10023","0","0","2020/01/02 16:00:00","2020/01/16 15:59:59","聖德蕾莎女學院","10023201","0","bgm_M254","bgm_M254"
"0","0","0","1","0","201","10024","0","0","2020/01/16 16:00:00","2020/01/23 15:59:59","王城蘭德索爾","10024101","0","bgm_M128","bgm_M128"
"0","0","0","1","0","201","10024","0","0","2020/01/16 16:00:00","2020/01/23 15:59:59","王城蘭德索爾","10024201","0","bgm_M128","bgm_M128"
"0","0","1","1","0","201","10025","0","0","2020/02/04 16:00:00","2020/02/18 15:59:59","鬼屋附近地區","10025101","0","bgm_M265","bgm_M265_Top"
"0","202","2","1","0","201","10025","0","1","2020/02/04 16:00:00","2020/02/18 15:59:59","鬼魂墓地","10025102","0","bgm_M265","bgm_M265_Top"
"0","0","1","1","0","201","10025","0","0","2020/02/04 16:00:00","2020/02/18 15:59:59","鬼魂墓地","10025201","0","bgm_M265","bgm_M265_Top"
"0","0","1","1","0","201","10026","0","0","2020/02/18 16:00:00","2020/02/25 15:59:59","蘭德索爾郊外","10026101","0","bgm_M135","bgm_M135"
"0","202","2","1","208","201","10026","80","1","2020/02/18 16:00:00","2020/02/25 15:59:59","靈界","10026102","0","bgm_M29","bgm_M29"
"0","202","3","1","209","201","10026","0","1","2020/02/18 16:00:00","2020/02/25 15:59:59","蘭德索爾中央地區","10026103","1","bgm_M135","bgm_M135"
"0","0","1","1","0","201","10026","0","0","2020/02/18 16:00:00","2020/02/25 15:59:59","蘭德索爾郊外","10026201","31","bgm_M135","bgm_M135"
"90","0","0","1","0","201","10027","0","0","2020/03/02 16:00:00","2020/03/16 15:59:59","艾爾皮斯島 開墾營地一帶","10027101","0","bgm_M273","bgm_M273"
"0","0","0","1","0","201","10027","0","0","2020/03/02 16:00:00","2020/03/16 15:59:59","艾爾皮斯島 開墾營地一帶","10027201","0","bgm_M273","bgm_M273"
"35","0","0","1","0","201","10028","0","0","2020/03/16 16:00:00","2020/03/23 15:59:59","蘭德索爾近郊","10028101","0","bgm_M162","bgm_M162"
"0","0","0","1","0","201","10028","0","0","2020/03/16 16:00:00","2020/03/23 15:59:59","蘭德索爾近郊","10028201","0","bgm_M162","bgm_M162"
"0","0","1","1","0","201","10029","0","0","2020/04/01 16:00:00","2020/04/15 15:59:59","王城蘭德索爾","10029101","0","bgm_M281","bgm_M281"
"0","0","2","1","0","201","10029","0","0","2020/04/01 16:00:00","2020/04/15 15:59:59","演唱會舞台廣場","10029102","11","bgm_M281","bgm_M281"
"0","0","1","1","0","201","10029","0","0","2020/04/01 16:00:00","2020/04/15 15:59:59","演唱會舞台廣場","10029201","0","bgm_M281","bgm_M281"
"110","0","1","1","0","201","10030","0","0","2020/04/15 16:00:00","2020/04/22 15:59:59","咲戀育幼院","10030101","11","bgm_M171","bgm_M171"
"0","0","1","1","0","201","10030","0","0","2020/04/15 16:00:00","2020/04/22 15:59:59","王城蘭德索爾","10030201","0","bgm_M171","bgm_M171"
"30","0","1","1","0","201","10031","0","0","2020/05/05 16:00:00","2020/05/19 15:59:59","公會競速賽　1區→2區","10031101","0","bgm_M294","bgm_M294"
"30","0","2","1","0","201","10031","0","0","2020/05/05 16:00:00","2020/05/19 15:59:59","公會競速賽　3區→4區","10031102","0","bgm_M294","bgm_M294"
"0","0","1","1","0","201","10031","0","0","2020/05/05 16:00:00","2020/05/19 15:59:59","公會競速賽　3區→4區","10031201","0","bgm_M294","bgm_M294"
"1","0","1","1","0","201","10032","180","0","2020/05/19 16:00:00","2020/05/26 15:59:59","往神殿的參道","10032101","0","bgm_M182","bgm_M182"
"0","0","1","1","0","201","10032","0","0","2020/05/19 16:00:00","2020/05/26 15:59:59","往神殿的參道","10032201","0","bgm_M182","bgm_M182"
"90","0","1","1","0","201","10033","0","0","2020/06/03 16:00:00","2020/06/17 15:59:59","王城蘭德索爾","10033101","0","bgm_M316","bgm_M316"
"0","0","1","1","0","201","10033","0","0","2020/06/03 16:00:00","2020/06/17 15:59:59","王城蘭德索爾","10033201","0","bgm_M316","bgm_M316"
"0","0","1","1","0","201","10034","0","0","2020/06/17 16:00:00","2020/06/24 15:59:59","王城蘭德索爾","10034101","0","bgm_M189","bgm_M189"
"110","0","2","1","0","201","10034","0","0","2020/06/17 16:00:00","2020/06/24 15:59:59","廚房競技場","10034102","0","bgm_M189","bgm_M189"
"0","0","1","1","0","201","10034","0","0","2020/06/17 16:00:00","2020/06/24 15:59:59","廚房競技場","10034201","0","bgm_M189","bgm_M189"
"70","0","1","1","0","201","10035","0","0","2020/09/30 16:00:00","2020/10/21 15:59:59","蘭德索爾近郊","10035101","0","bgm_M330","bgm_M330"
"0","0","0","1","0","201","10035","0","0","2020/09/30 16:00:00","2020/10/21 15:59:59","蘭德索爾近郊","10035201","0","bgm_M330","bgm_M330"
"40","0","0","1","0","201","10036","0","0","2020/10/12 16:00:00","2020/10/21 15:59:59","繆思小鎮","10036101","0","bgm_M341","bgm_M341"
"0","0","0","1","0","201","10036","0","0","2020/10/12 16:00:00","2020/10/21 15:59:59","繆思小鎮","10036201","0","bgm_M341","bgm_M341"
"115","0","1","1","0","201","10037","0","0","2020/08/17 16:00:00","2020/08/24 15:59:59","王城蘭德索爾","10037101","0","bgm_M206","bgm_M206"
"0","0","1","1","0","201","10037","0","0","2020/08/17 16:00:00","2020/08/24 15:59:59","王城蘭德索爾","10037201","0","bgm_M206","bgm_M206"
"45","0","1","1","0","201","10038","0","0","2020/07/02 16:00:00","2020/07/16 15:59:59","聖德蕾莎女子學院","10038101","0","bgm_M343","bgm_M343"
"0","0","0","1","0","201","10038","0","0","2020/07/02 16:00:00","2020/07/16 15:59:59","聖德蕾莎女子學院","10038201","0","bgm_M343","bgm_M343"
"110","0","1","1","0","201","10039","0","0","2020/07/16 16:00:00","2020/07/23 15:59:59","加托羅斯山","10039101","0","bgm_M215","bgm_M215"
"0","202","2","1","208","201","10039","0","1","2020/07/16 16:00:00","2020/07/23 15:59:59","光之裂縫","10039102","11","bgm_M215","bgm_M215"
"0","0","1","1","0","201","10039","0","0","2020/07/16 16:00:00","2020/07/23 15:59:59","光之裂縫","10039201","0","bgm_M215","bgm_M215"
"0","0","1","1","0","201","10040","0","0","2020/08/03 16:00:00","2020/08/17 15:59:59","伊麗莎白牧場","10040101","0","bgm_M351","bgm_M351"
"0","0","2","1","0","201","10040","0","0","2020/08/03 16:00:00","2020/08/17 15:59:59","王城蘭德索爾","10040102","0","bgm_M351","bgm_M351"
"0","0","3","1","0","201","10040","0","0","2020/08/03 16:00:00","2020/08/17 15:59:59","伊麗莎白牧場","10040103","0","bgm_M351","bgm_M351"
"0","0","1","1","0","201","10040","0","0","2020/08/03 16:00:00","2020/08/17 15:59:59","伊麗莎白牧場","10040201","0","bgm_M351","bgm_M351"
"120","0","1","1","0","201","10041","0","0","2020/09/18 16:00:00","2020/09/25 15:59:59","大江戶町","10041101","0","bgm_M223","bgm_M223"
"0","0","1","1","0","201","10041","0","0","2020/09/18 16:00:00","2020/09/25 15:59:59","大江戶町","10041201","0","bgm_M223","bgm_M223"
"200","0","0","1","0","201","10042","0","0","2020/09/04 16:00:00","2020/09/18 15:59:59","不可思議之國","10042101","0","bgm_M375","bgm_M375"
"100","0","0","1","0","201","10042","0","0","2020/09/04 16:00:00","2020/09/18 15:59:59","不可思議之國","10042201","0","bgm_M375","bgm_M375"
"100","0","1","1","0","201","10043","0","0","2020/10/19 16:00:00","2020/10/26 15:59:59","晴雨海灘","10043101","12","bgm_M237","bgm_M237"
"0","0","0","1","0","201","10043","0","0","2020/10/19 16:00:00","2020/10/26 15:59:59","晴雨海灘","10043201","0","bgm_M237","bgm_M237"
"90","0","1","1","0","201","10044","0","0","2020/11/02 16:00:00","2020/11/16 15:59:59","祈願海岸周圍","10044101","0","bgm_M380A","bgm_M380A"
"0","0","2","1","0","201","10044","0","0","2020/11/02 16:00:00","2020/11/16 15:59:59","繁星降臨的銀河","10044102","0","bgm_M380B","bgm_M380B_02"
"0","0","0","1","0","201","10044","0","0","2020/11/02 16:00:00","2020/11/16 15:59:59","繁星降臨的銀河","10044201","0","bgm_M380B","bgm_M380B_02"
"150","0","0","1","0","201","10045","0","0","2020/11/17 16:00:00","2020/11/24 15:59:59","真步真步王國避暑聖地？","10045101","0","bgm_M245","bgm_M245_02"
"0","0","0","1","0","201","10045","0","0","2020/11/17 16:00:00","2020/11/24 15:59:59","真步真步王國避暑聖地？","10045201","0","bgm_M245","bgm_M245_02"
"122","0","0","1","0","201","10046","0","0","2020/12/04 16:00:00","2020/12/18 15:59:59","海灘運動公園","10046101","0","bgm_M393","bgm_M393"
"0","0","0","1","0","201","10046","0","0","2020/12/04 16:00:00","2020/12/18 15:59:59","海灘運動公園","10046201","0","bgm_M393","bgm_M393"
"70","0","1","1","0","201","10047","0","0","2020/12/18 16:00:00","2020/12/25 15:59:59","聖德蕾莎女子學院","10047101","0","bgm_M254","bgm_M254"
"0","0","0","1","0","201","10047","0","0","2020/12/18 16:00:00","2020/12/25 15:59:59","聖德蕾莎女子學院","10047201","0","bgm_M254","bgm_M254"
"80","0","1","1","0","201","10048","0","0","2020/12/31 16:00:00","2021/01/14 15:59:59","王城蘭德索爾","10048101","0","bgm_M403","bgm_M403"
"0","0","1","1","0","201","10048","0","0","2020/12/31 16:00:00","2021/01/14 15:59:59","王城蘭德索爾","10048201","0","bgm_M403","bgm_M403"
"0","0","1","1","0","201","10049","0","0","2021/01/18 16:00:00","2021/01/25 15:59:59","鬼屋附近地區","10049101","0","bgm_M265","bgm_M265_Top"
"0","202","2","1","0","201","10049","0","1","2021/01/18 16:00:00","2021/01/25 15:59:59","鬼魂墓地","10049102","0","bgm_M265","bgm_M265_Top"
"0","0","1","1","0","201","10049","0","0","2021/01/18 16:00:00","2021/01/25 15:59:59","鬼魂墓地","10049201","0","bgm_M265","bgm_M265_Top"
"128","0","0","1","0","201","10050","0","0","2021/02/01 16:00:00","2021/02/15 15:59:59","萬聖節樂園","10050101","0","bgm_M413","bgm_M413"
"0","0","0","1","0","201","10050","0","0","2021/02/01 16:00:00","2021/02/15 15:59:59","萬聖節樂園","10050201","0","bgm_M413","bgm_M413"
"90","0","0","1","0","201","10051","0","0","2021/02/19 16:00:00","2021/02/26 15:59:59","艾爾皮斯島 開墾營地一帶","10051101","0","bgm_M273","bgm_M273"
"0","0","0","1","0","201","10051","0","0","2021/02/19 16:00:00","2021/02/26 15:59:59","艾爾皮斯島 開墾營地一帶","10051201","0","bgm_M273","bgm_M273"
"90","0","1","1","0","201","10052","0","0","2021/03/02 16:00:00","2021/03/16 15:59:59","王城蘭德索爾","10052101","0","bgm_M421","bgm_M421"
"0","0","1","1","0","201","10052","0","0","2021/03/02 16:00:00","2021/03/16 15:59:59","王城蘭德索爾","10052201","0","bgm_M421","bgm_M421"
"70","0","1","1","0","201","10053","0","0","2021/04/16 16:00:00","2021/04/27 15:59:59","蘭德索爾近郊","10053101","0","bgm_M228","bgm_M228"
"0","0","2","1","0","201","10053","0","0","2021/04/16 16:00:00","2021/04/27 15:59:59","郊外的村莊","10053102","0","bgm_M228","bgm_M228"
"0","0","1","1","0","201","10053","0","0","2021/04/16 16:00:00","2021/04/27 15:59:59","郊外的村莊","10053201","0","bgm_M228","bgm_M228"
"60","0","1","1","0","201","10054","0","0","2021/04/01 16:00:00","2021/04/15 15:59:59","名媛初登夢想秘境會場","10054101","0","bgm_M426","bgm_M426"
"0","0","1","1","0","201","10054","0","0","2021/04/01 16:00:00","2021/04/15 15:59:59","名媛初登夢想秘境會場","10054201","0","bgm_M426","bgm_M426"
"0","0","1","1","0","201","10055","0","0","2021/03/17 16:00:00","2021/03/24 15:59:59","王都蘭德索爾 郊外","10055101","0","bgm_M281","bgm_M281"
"0","0","2","1","0","201","10055","0","0","2021/03/17 16:00:00","2021/03/24 15:59:59","王都蘭德索爾 中央廣場","10055102","11","bgm_M281","bgm_M281"
"0","0","1","1","0","201","10055","0","0","2021/03/17 16:00:00","2021/03/24 15:59:59","王都蘭德索爾 中央廣場","10055201","0","bgm_M281","bgm_M281"
"95","0","1","1","0","201","10056","0","0","2021/05/04 16:00:00","2021/05/18 15:59:59","港小鎮‧大間","10056101","0","bgm_M435","bgm_M435"
"0","0","1","1","0","201","10056","0","0","2021/05/04 16:00:00","2021/05/18 15:59:59","港小鎮‧大間","10056201","0","bgm_M435","bgm_M435"
"30","0","1","1","0","201","10057","0","0","2021/05/19 16:00:00","2021/05/26 15:59:59","公會競速賽　1區→2區","10057101","0","bgm_M294","bgm_M294"
"30","0","2","1","0","201","10057","0","0","2021/05/19 16:00:00","2021/05/26 15:59:59","公會競速賽　3區→4區","10057102","0","bgm_M294","bgm_M294"
"0","0","1","1","0","201","10057","0","0","2021/05/19 16:00:00","2021/05/26 15:59:59","公會競速賽　3區→4區","10057201","0","bgm_M294","bgm_M294"
"70","0","1","1","0","201","10058","0","0","2021/06/02 16:00:00","2021/06/22 15:59:59","蘭德索爾近郊","10058101","0","bgm_M442A","bgm_M442A"
"0","0","0","1","0","201","10058","0","0","2021/06/02 16:00:00","2021/06/22 15:59:59","蘭德索爾近郊","10058201","0","bgm_M442A","bgm_M442A"
"25","0","0","1","0","201","10059","0","0","2021/06/12 16:00:00","2021/06/22 15:59:59","精靈族之村　純淨的森林","10059101","0","bgm_M442B","bgm_M442B"
"0","0","0","1","0","201","10059","0","0","2021/06/12 16:00:00","2021/06/22 15:59:59","精靈族之村　純淨的森林","10059201","0","bgm_M442B","bgm_M442B"
"90","0","1","1","0","201","10060","0","0","2021/06/18 16:00:00","2021/06/25 15:59:59","王城蘭德索爾","10060101","0","bgm_M316","bgm_M316"
"0","0","1","1","0","201","10060","0","0","2021/06/18 16:00:00","2021/06/25 15:59:59","王城蘭德索爾","10060201","0","bgm_M316","bgm_M316"
"0","0","1","1","0","201","10061","0","0","2021/07/05 16:00:00","2021/07/19 15:59:59","蘭德索爾近郊","10061101","0","bgm_M451","bgm_M451"
"0","0","2","1","0","201","10061","0","0","2021/07/05 16:00:00","2021/07/19 15:59:59","邊境之地","10061102","0","bgm_M451","bgm_M451"
"0","0","0","1","0","201","10061","0","0","2021/07/05 16:00:00","2021/07/19 15:59:59","邊境之地","10061201","0","bgm_M451","bgm_M451"
"70","0","1","1","0","201","10062","0","0","2021/08/09 16:00:00","2021/08/25 15:59:59","蘭德索爾近郊","10062101","0","bgm_M330","bgm_M330"
"0","0","0","1","0","201","10062","0","0","2021/08/09 16:00:00","2021/08/25 15:59:59","蘭德索爾近郊","10062201","0","bgm_M330","bgm_M330"
"40","0","0","1","0","201","10063","0","0","2021/08/17 16:00:00","2021/08/25 15:59:59","繆思小鎮","10063101","0","bgm_M341","bgm_M341"
"0","0","0","1","0","201","10063","0","0","2021/08/17 16:00:00","2021/08/25 15:59:59","繆思小鎮","10063201","0","bgm_M341","bgm_M341"
"91","0","1","1","0","201","10064","0","0","2021/08/02 16:00:00","2021/08/16 15:59:59","聖德蕾莎女子學院 聖學祭會場","10064101","0","bgm_M457","bgm_M457"
"0","0","0","1","0","201","10064","0","0","2021/08/02 16:00:00","2021/08/16 15:59:59","聖德蕾莎女子學院 聖學祭會場","10064201","0","bgm_M457","bgm_M457"
"45","0","1","1","0","201","10065","0","0","2021/07/19 16:00:00","2021/07/26 15:59:59","聖德蕾莎女子學院","10065101","0","bgm_M343","bgm_M343"
"0","0","0","1","0","201","10065","0","0","2021/07/19 16:00:00","2021/07/26 15:59:59","聖德蕾莎女子學院","10065201","0","bgm_M343","bgm_M343"
"90","0","1","1","0","201","10066","0","0","2021/09/01 16:00:00","2021/09/15 15:59:59","不同時間軸的蘭德索爾","10066101","0","bgm_M467","bgm_M467"
"0","0","2","1","0","201","10066","0","0","2021/09/01 16:00:00","2021/09/15 15:59:59","時光隧道","10066102","0","bgm_M467","bgm_M467"
"0","0","0","1","0","201","10066","0","0","2021/09/01 16:00:00","2021/09/15 15:59:59","時光隧道","10066201","0","bgm_M467","bgm_M467"
"0","0","1","1","0","201","10067","0","0","2021/09/17 16:00:00","2021/09/24 15:59:59","伊麗莎白牧場","10067101","0","bgm_M351","bgm_M351"
"0","0","2","1","0","201","10067","0","0","2021/09/17 16:00:00","2021/09/24 15:59:59","王城蘭德索爾","10067102","0","bgm_M351","bgm_M351"
"0","0","3","1","0","201","10067","0","0","2021/09/17 16:00:00","2021/09/24 15:59:59","伊麗莎白牧場","10067103","0","bgm_M351","bgm_M351"
"0","0","1","1","0","201","10067","0","0","2021/09/17 16:00:00","2021/09/24 15:59:59","伊麗莎白牧場","10067201","0","bgm_M351","bgm_M351"
"0","0","1","1","0","201","10068","40","0","2021/10/01 16:00:00","2021/10/15 15:59:59","玩具工廠","10068101","0","bgm_M478","bgm_M478_Lofi"
"0","0","2","1","0","201","10068","0","0","2021/10/01 16:00:00","2021/10/15 15:59:59","王城蘭德索爾","10068102","0","bgm_M478","bgm_M478_Lofi"
"0","0","0","1","0","201","10068","0","0","2021/10/01 16:00:00","2021/10/15 15:59:59","王城蘭德索爾","10068201","0","bgm_M478","bgm_M478_Lofi"
"200","0","0","1","0","201","10069","0","0","2021/10/18 16:00:00","2021/10/25 15:59:59","不可思議之國","10069101","0","bgm_M375","bgm_M375"
"100","0","0","1","0","201","10069","0","0","2021/10/18 16:00:00","2021/10/25 15:59:59","不可思議之國","10069201","0","bgm_M375","bgm_M375"
