fe3c312b65c32e3b3ba910570a57ba7d7ecbaef2ede503b520ad352b93046220,bae271ac1082e96cf6a81154b90d326f0253560e29388d06405d8f7b5cc0a238,cc972137f0afd67a197b088d2f2473392f96247bb45cc2c82d1b7169e1c7edf2,be5763c8eed5addb93e1bfdc8a6d3a9c7a1f9e6249acbc70261158f17a44056b,0222c13c92e307733f8772906c14ee7d0b8dde0d5b996794668016e685bccaf2,a866784d41d50078a276ba6a42856e6425660a5f258f502d4e1151ccf216cf09
"對歐姆蛋附加<1>HP+95%","1","1","10101095","1","95"
"對歐姆蛋附加<1>HP+96%","1","1","10101096","1","96"
"對歐姆蛋附加<1>HP+97%","1","1","10101097","1","97"
"對歐姆蛋附加<1>HP+98%","1","1","10101098","1","98"
"對歐姆蛋附加<1>HP+99%","1","1","10101099","1","99"
"對歐姆蛋附加<1>HP+100%","1","1","10101100","1","100"
"對餃子附加<1>HP+10%","2","1","10201010","1","10"
"對餃子附加<1>HP+11%","2","1","10201011","1","11"
"對餃子附加<1>HP+12%","2","1","10201012","1","12"
"對餃子附加<1>HP+13%","2","1","10201013","1","13"
"對餃子附加<1>HP+14%","2","1","10201014","1","14"
"對餃子附加<1>HP+15%","2","1","10201015","1","15"
"對餃子附加<1>HP+16%","2","1","10201016","1","16"
"對餃子附加<1>HP+17%","2","1","10201017","1","17"
"對餃子附加<1>HP+18%","2","1","10201018","1","18"
"對餃子附加<1>HP+19%","2","1","10201019","1","19"
"對餃子附加<1>HP+20%","2","1","10201020","1","20"
"對餃子附加<1>HP+21%","2","1","10201021","1","21"
"對餃子附加<1>HP+22%","2","1","10201022","1","22"
"對餃子附加<1>HP+23%","2","1","10201023","1","23"
"對餃子附加<1>HP+24%","2","1","10201024","1","24"
"對餃子附加<1>HP+25%","2","1","10201025","1","25"
"對餃子附加<1>HP+26%","2","1","10201026","1","26"
"對餃子附加<1>HP+27%","2","1","10201027","1","27"
"對餃子附加<1>HP+28%","2","1","10201028","1","28"
"對餃子附加<1>HP+29%","2","1","10201029","1","29"
"對餃子附加<1>HP+30%","2","1","10201030","1","30"
"對餃子附加<1>HP+31%","2","1","10201031","1","31"
"對餃子附加<1>HP+32%","2","1","10201032","1","32"
"對餃子附加<1>HP+33%","2","1","10201033","1","33"
"對餃子附加<1>HP+34%","2","1","10201034","1","34"
"對餃子附加<1>HP+35%","2","1","10201035","1","35"
"對餃子附加<1>HP+36%","2","1","10201036","1","36"
"對餃子附加<1>HP+37%","2","1","10201037","1","37"
"對餃子附加<1>HP+38%","2","1","10201038","1","38"
"對餃子附加<1>HP+39%","2","1","10201039","1","39"
"對餃子附加<1>HP+40%","2","1","10201040","1","40"
"對餃子附加<1>HP+41%","2","1","10201041","1","41"
"對餃子附加<1>HP+42%","2","1","10201042","1","42"
"對餃子附加<1>HP+43%","2","1","10201043","1","43"
"對餃子附加<1>HP+44%","2","1","10201044","1","44"
"對餃子附加<1>HP+45%","2","1","10201045","1","45"
"對餃子附加<1>HP+46%","2","1","10201046","1","46"
"對餃子附加<1>HP+47%","2","1","10201047","1","47"
"對餃子附加<1>HP+48%","2","1","10201048","1","48"
"對餃子附加<1>HP+49%","2","1","10201049","1","49"
"對餃子附加<1>HP+50%","2","1","10201050","1","50"
"對餃子附加<1>HP+51%","2","1","10201051","1","51"
"對餃子附加<1>HP+52%","2","1","10201052","1","52"
"對餃子附加<1>HP+53%","2","1","10201053","1","53"
"對餃子附加<1>HP+54%","2","1","10201054","1","54"
"對餃子附加<1>HP+55%","2","1","10201055","1","55"
"對餃子附加<1>HP+56%","2","1","10201056","1","56"
"對餃子附加<1>HP+57%","2","1","10201057","1","57"
"對餃子附加<1>HP+58%","2","1","10201058","1","58"
"對餃子附加<1>HP+59%","2","1","10201059","1","59"
"對餃子附加<1>HP+60%","2","1","10201060","1","60"
"對餃子附加<1>HP+61%","2","1","10201061","1","61"
"對餃子附加<1>HP+62%","2","1","10201062","1","62"
"對餃子附加<1>HP+63%","2","1","10201063","1","63"
"對餃子附加<1>HP+64%","2","1","10201064","1","64"
"對餃子附加<1>HP+65%","2","1","10201065","1","65"
"對餃子附加<1>HP+66%","2","1","10201066","1","66"
"對餃子附加<1>HP+67%","2","1","10201067","1","67"
"對餃子附加<1>HP+68%","2","1","10201068","1","68"
"對餃子附加<1>HP+69%","2","1","10201069","1","69"
"對餃子附加<1>HP+70%","2","1","10201070","1","70"
"對餃子附加<1>HP+71%","2","1","10201071","1","71"
"對餃子附加<1>HP+72%","2","1","10201072","1","72"
"對餃子附加<1>HP+73%","2","1","10201073","1","73"
"對餃子附加<1>HP+74%","2","1","10201074","1","74"
"對餃子附加<1>HP+75%","2","1","10201075","1","75"
"對餃子附加<1>HP+76%","2","1","10201076","1","76"
"對餃子附加<1>HP+77%","2","1","10201077","1","77"
"對餃子附加<1>HP+78%","2","1","10201078","1","78"
"對餃子附加<1>HP+79%","2","1","10201079","1","79"
"對餃子附加<1>HP+80%","2","1","10201080","1","80"
"對餃子附加<1>HP+81%","2","1","10201081","1","81"
"對餃子附加<1>HP+82%","2","1","10201082","1","82"
"對餃子附加<1>HP+83%","2","1","10201083","1","83"
"對餃子附加<1>HP+84%","2","1","10201084","1","84"
"對餃子附加<1>HP+85%","2","1","10201085","1","85"
"對餃子附加<1>HP+86%","2","1","10201086","1","86"
"對餃子附加<1>HP+87%","2","1","10201087","1","87"
"對餃子附加<1>HP+88%","2","1","10201088","1","88"
"對餃子附加<1>HP+89%","2","1","10201089","1","89"
"對餃子附加<1>HP+90%","2","1","10201090","1","90"
"對餃子附加<1>HP+91%","2","1","10201091","1","91"
"對餃子附加<1>HP+92%","2","1","10201092","1","92"
"對餃子附加<1>HP+93%","2","1","10201093","1","93"
"對餃子附加<1>HP+94%","2","1","10201094","1","94"
"對餃子附加<1>HP+95%","2","1","10201095","1","95"
"對餃子附加<1>HP+96%","2","1","10201096","1","96"
"對餃子附加<1>HP+97%","2","1","10201097","1","97"
"對餃子附加<1>HP+98%","2","1","10201098","1","98"
"對餃子附加<1>HP+99%","2","1","10201099","1","99"
"對餃子附加<1>HP+100%","2","1","10201100","1","100"
"對章魚燒附加<1>HP+10%","3","1","10301010","1","10"
"對章魚燒附加<1>HP+11%","3","1","10301011","1","11"
"對章魚燒附加<1>HP+12%","3","1","10301012","1","12"
"對章魚燒附加<1>HP+13%","3","1","10301013","1","13"
"對章魚燒附加<1>HP+14%","3","1","10301014","1","14"
"對章魚燒附加<1>HP+15%","3","1","10301015","1","15"
"對章魚燒附加<1>HP+16%","3","1","10301016","1","16"
"對章魚燒附加<1>HP+17%","3","1","10301017","1","17"
"對章魚燒附加<1>HP+18%","3","1","10301018","1","18"
"對章魚燒附加<1>HP+19%","3","1","10301019","1","19"
"對章魚燒附加<1>HP+20%","3","1","10301020","1","20"
"對章魚燒附加<1>HP+21%","3","1","10301021","1","21"
"對章魚燒附加<1>HP+22%","3","1","10301022","1","22"
"對章魚燒附加<1>HP+23%","3","1","10301023","1","23"
"對章魚燒附加<1>HP+24%","3","1","10301024","1","24"
"對章魚燒附加<1>HP+25%","3","1","10301025","1","25"
"對章魚燒附加<1>HP+26%","3","1","10301026","1","26"
"對章魚燒附加<1>HP+27%","3","1","10301027","1","27"
"對章魚燒附加<1>HP+28%","3","1","10301028","1","28"
"對章魚燒附加<1>HP+29%","3","1","10301029","1","29"
"對章魚燒附加<1>HP+30%","3","1","10301030","1","30"
"對章魚燒附加<1>HP+31%","3","1","10301031","1","31"
"對章魚燒附加<1>HP+32%","3","1","10301032","1","32"
"對章魚燒附加<1>HP+33%","3","1","10301033","1","33"
"對章魚燒附加<1>HP+34%","3","1","10301034","1","34"
"對章魚燒附加<1>HP+35%","3","1","10301035","1","35"
"對章魚燒附加<1>HP+36%","3","1","10301036","1","36"
"對章魚燒附加<1>HP+37%","3","1","10301037","1","37"
"對章魚燒附加<1>HP+38%","3","1","10301038","1","38"
"對章魚燒附加<1>HP+39%","3","1","10301039","1","39"
"對章魚燒附加<1>HP+40%","3","1","10301040","1","40"
"對章魚燒附加<1>HP+41%","3","1","10301041","1","41"
"對章魚燒附加<1>HP+42%","3","1","10301042","1","42"
"對章魚燒附加<1>HP+43%","3","1","10301043","1","43"
"對章魚燒附加<1>HP+44%","3","1","10301044","1","44"
"對章魚燒附加<1>HP+45%","3","1","10301045","1","45"
"對章魚燒附加<1>HP+46%","3","1","10301046","1","46"
"對章魚燒附加<1>HP+47%","3","1","10301047","1","47"
"對章魚燒附加<1>HP+48%","3","1","10301048","1","48"
"對章魚燒附加<1>HP+49%","3","1","10301049","1","49"
"對章魚燒附加<1>HP+50%","3","1","10301050","1","50"
"對章魚燒附加<1>HP+51%","3","1","10301051","1","51"
"對章魚燒附加<1>HP+52%","3","1","10301052","1","52"
"對章魚燒附加<1>HP+53%","3","1","10301053","1","53"
"對章魚燒附加<1>HP+54%","3","1","10301054","1","54"
"對章魚燒附加<1>HP+55%","3","1","10301055","1","55"
"對章魚燒附加<1>HP+56%","3","1","10301056","1","56"
"對章魚燒附加<1>HP+57%","3","1","10301057","1","57"
"對章魚燒附加<1>HP+58%","3","1","10301058","1","58"
"對章魚燒附加<1>HP+59%","3","1","10301059","1","59"
"對章魚燒附加<1>HP+60%","3","1","10301060","1","60"
"對章魚燒附加<1>HP+61%","3","1","10301061","1","61"
"對章魚燒附加<1>HP+62%","3","1","10301062","1","62"
"對章魚燒附加<1>HP+63%","3","1","10301063","1","63"
"對章魚燒附加<1>HP+64%","3","1","10301064","1","64"
"對章魚燒附加<1>HP+65%","3","1","10301065","1","65"
"對章魚燒附加<1>HP+66%","3","1","10301066","1","66"
"對章魚燒附加<1>HP+67%","3","1","10301067","1","67"
"對章魚燒附加<1>HP+68%","3","1","10301068","1","68"
"對章魚燒附加<1>HP+69%","3","1","10301069","1","69"
"對章魚燒附加<1>HP+70%","3","1","10301070","1","70"
"對章魚燒附加<1>HP+71%","3","1","10301071","1","71"
"對章魚燒附加<1>HP+72%","3","1","10301072","1","72"
"對章魚燒附加<1>HP+73%","3","1","10301073","1","73"
"對章魚燒附加<1>HP+74%","3","1","10301074","1","74"
"對章魚燒附加<1>HP+75%","3","1","10301075","1","75"
"對章魚燒附加<1>HP+76%","3","1","10301076","1","76"
"對章魚燒附加<1>HP+77%","3","1","10301077","1","77"
"對章魚燒附加<1>HP+78%","3","1","10301078","1","78"
"對章魚燒附加<1>HP+79%","3","1","10301079","1","79"
"對章魚燒附加<1>HP+80%","3","1","10301080","1","80"
"對章魚燒附加<1>HP+81%","3","1","10301081","1","81"
"對章魚燒附加<1>HP+82%","3","1","10301082","1","82"
"對章魚燒附加<1>HP+83%","3","1","10301083","1","83"
"對章魚燒附加<1>HP+84%","3","1","10301084","1","84"
"對章魚燒附加<1>HP+85%","3","1","10301085","1","85"
"對章魚燒附加<1>HP+86%","3","1","10301086","1","86"
"對章魚燒附加<1>HP+87%","3","1","10301087","1","87"
"對章魚燒附加<1>HP+88%","3","1","10301088","1","88"
"對章魚燒附加<1>HP+89%","3","1","10301089","1","89"
"對章魚燒附加<1>HP+90%","3","1","10301090","1","90"
"對章魚燒附加<1>HP+91%","3","1","10301091","1","91"
"對章魚燒附加<1>HP+92%","3","1","10301092","1","92"
"對章魚燒附加<1>HP+93%","3","1","10301093","1","93"
"對章魚燒附加<1>HP+94%","3","1","10301094","1","94"
"對章魚燒附加<1>HP+95%","3","1","10301095","1","95"
"對章魚燒附加<1>HP+96%","3","1","10301096","1","96"
"對章魚燒附加<1>HP+97%","3","1","10301097","1","97"
"對章魚燒附加<1>HP+98%","3","1","10301098","1","98"
"對章魚燒附加<1>HP+99%","3","1","10301099","1","99"
"對章魚燒附加<1>HP+100%","3","1","10301100","1","100"
"對飯糰附加<1>HP+10%","4","1","10401010","1","10"
"對飯糰附加<1>HP+11%","4","1","10401011","1","11"
"對飯糰附加<1>HP+12%","4","1","10401012","1","12"
"對飯糰附加<1>HP+13%","4","1","10401013","1","13"
"對飯糰附加<1>HP+14%","4","1","10401014","1","14"
"對飯糰附加<1>HP+15%","4","1","10401015","1","15"
"對飯糰附加<1>HP+16%","4","1","10401016","1","16"
"對飯糰附加<1>HP+17%","4","1","10401017","1","17"
"對飯糰附加<1>HP+18%","4","1","10401018","1","18"
"對飯糰附加<1>HP+19%","4","1","10401019","1","19"
"對飯糰附加<1>HP+20%","4","1","10401020","1","20"
"對飯糰附加<1>HP+21%","4","1","10401021","1","21"
"對飯糰附加<1>HP+22%","4","1","10401022","1","22"
"對飯糰附加<1>HP+23%","4","1","10401023","1","23"
"對飯糰附加<1>HP+24%","4","1","10401024","1","24"
"對飯糰附加<1>HP+25%","4","1","10401025","1","25"
"對飯糰附加<1>HP+26%","4","1","10401026","1","26"
"對飯糰附加<1>HP+27%","4","1","10401027","1","27"
"對飯糰附加<1>HP+28%","4","1","10401028","1","28"
"對飯糰附加<1>HP+29%","4","1","10401029","1","29"
"對飯糰附加<1>HP+30%","4","1","10401030","1","30"
"對飯糰附加<1>HP+31%","4","1","10401031","1","31"
"對飯糰附加<1>HP+32%","4","1","10401032","1","32"
"對飯糰附加<1>HP+33%","4","1","10401033","1","33"
"對飯糰附加<1>HP+34%","4","1","10401034","1","34"
"對飯糰附加<1>HP+35%","4","1","10401035","1","35"
"對飯糰附加<1>HP+36%","4","1","10401036","1","36"
"對飯糰附加<1>HP+37%","4","1","10401037","1","37"
"對飯糰附加<1>HP+38%","4","1","10401038","1","38"
"對飯糰附加<1>HP+39%","4","1","10401039","1","39"
"對飯糰附加<1>HP+40%","4","1","10401040","1","40"
"對飯糰附加<1>HP+41%","4","1","10401041","1","41"
"對飯糰附加<1>HP+42%","4","1","10401042","1","42"
"對飯糰附加<1>HP+43%","4","1","10401043","1","43"
"對飯糰附加<1>HP+44%","4","1","10401044","1","44"
"對飯糰附加<1>HP+45%","4","1","10401045","1","45"
"對飯糰附加<1>HP+46%","4","1","10401046","1","46"
"對飯糰附加<1>HP+47%","4","1","10401047","1","47"
"對飯糰附加<1>HP+48%","4","1","10401048","1","48"
"對飯糰附加<1>HP+49%","4","1","10401049","1","49"
"對飯糰附加<1>HP+50%","4","1","10401050","1","50"
"對飯糰附加<1>HP+51%","4","1","10401051","1","51"
"對飯糰附加<1>HP+52%","4","1","10401052","1","52"
"對飯糰附加<1>HP+53%","4","1","10401053","1","53"
"對飯糰附加<1>HP+54%","4","1","10401054","1","54"
"對飯糰附加<1>HP+55%","4","1","10401055","1","55"
"對飯糰附加<1>HP+56%","4","1","10401056","1","56"
"對飯糰附加<1>HP+57%","4","1","10401057","1","57"
"對飯糰附加<1>HP+58%","4","1","10401058","1","58"
"對飯糰附加<1>HP+59%","4","1","10401059","1","59"
"對飯糰附加<1>HP+60%","4","1","10401060","1","60"
"對飯糰附加<1>HP+61%","4","1","10401061","1","61"
"對飯糰附加<1>HP+62%","4","1","10401062","1","62"
"對飯糰附加<1>HP+63%","4","1","10401063","1","63"
"對飯糰附加<1>HP+64%","4","1","10401064","1","64"
"對飯糰附加<1>HP+65%","4","1","10401065","1","65"
"對飯糰附加<1>HP+66%","4","1","10401066","1","66"
"對飯糰附加<1>HP+67%","4","1","10401067","1","67"
"對飯糰附加<1>HP+68%","4","1","10401068","1","68"
"對飯糰附加<1>HP+69%","4","1","10401069","1","69"
"對飯糰附加<1>HP+70%","4","1","10401070","1","70"
"對飯糰附加<1>HP+71%","4","1","10401071","1","71"
"對飯糰附加<1>HP+72%","4","1","10401072","1","72"
"對飯糰附加<1>HP+73%","4","1","10401073","1","73"
"對飯糰附加<1>HP+74%","4","1","10401074","1","74"
"對飯糰附加<1>HP+75%","4","1","10401075","1","75"
"對飯糰附加<1>HP+76%","4","1","10401076","1","76"
"對飯糰附加<1>HP+77%","4","1","10401077","1","77"
"對飯糰附加<1>HP+78%","4","1","10401078","1","78"
"對飯糰附加<1>HP+79%","4","1","10401079","1","79"
"對飯糰附加<1>HP+80%","4","1","10401080","1","80"
"對飯糰附加<1>HP+81%","4","1","10401081","1","81"
"對飯糰附加<1>HP+82%","4","1","10401082","1","82"
"對飯糰附加<1>HP+83%","4","1","10401083","1","83"
"對飯糰附加<1>HP+84%","4","1","10401084","1","84"
"對飯糰附加<1>HP+85%","4","1","10401085","1","85"
"對飯糰附加<1>HP+86%","4","1","10401086","1","86"
"對飯糰附加<1>HP+87%","4","1","10401087","1","87"
"對飯糰附加<1>HP+88%","4","1","10401088","1","88"
"對飯糰附加<1>HP+89%","4","1","10401089","1","89"
"對飯糰附加<1>HP+90%","4","1","10401090","1","90"
"對飯糰附加<1>HP+91%","4","1","10401091","1","91"
"對飯糰附加<1>HP+92%","4","1","10401092","1","92"
"對飯糰附加<1>HP+93%","4","1","10401093","1","93"
"對飯糰附加<1>HP+94%","4","1","10401094","1","94"
"對飯糰附加<1>HP+95%","4","1","10401095","1","95"
"對飯糰附加<1>HP+96%","4","1","10401096","1","96"
"對飯糰附加<1>HP+97%","4","1","10401097","1","97"
"對飯糰附加<1>HP+98%","4","1","10401098","1","98"
"對飯糰附加<1>HP+99%","4","1","10401099","1","99"
"對飯糰附加<1>HP+100%","4","1","10401100","1","100"
"對沙威瑪附加<1>HP+10%","5","1","10501010","1","10"
"對沙威瑪附加<1>HP+11%","5","1","10501011","1","11"
"對沙威瑪附加<1>HP+12%","5","1","10501012","1","12"
"對沙威瑪附加<1>HP+13%","5","1","10501013","1","13"
"對沙威瑪附加<1>HP+14%","5","1","10501014","1","14"
"對沙威瑪附加<1>HP+15%","5","1","10501015","1","15"
"對沙威瑪附加<1>HP+16%","5","1","10501016","1","16"
"對沙威瑪附加<1>HP+17%","5","1","10501017","1","17"
"對沙威瑪附加<1>HP+18%","5","1","10501018","1","18"
"對沙威瑪附加<1>HP+19%","5","1","10501019","1","19"
"對沙威瑪附加<1>HP+20%","5","1","10501020","1","20"
"對沙威瑪附加<1>HP+21%","5","1","10501021","1","21"
"對沙威瑪附加<1>HP+22%","5","1","10501022","1","22"
"對沙威瑪附加<1>HP+23%","5","1","10501023","1","23"
"對沙威瑪附加<1>HP+24%","5","1","10501024","1","24"
"對沙威瑪附加<1>HP+25%","5","1","10501025","1","25"
"對沙威瑪附加<1>HP+26%","5","1","10501026","1","26"
"對沙威瑪附加<1>HP+27%","5","1","10501027","1","27"
"對沙威瑪附加<1>HP+28%","5","1","10501028","1","28"
"對沙威瑪附加<1>HP+29%","5","1","10501029","1","29"
"對沙威瑪附加<1>HP+30%","5","1","10501030","1","30"
"對沙威瑪附加<1>HP+31%","5","1","10501031","1","31"
"對沙威瑪附加<1>HP+32%","5","1","10501032","1","32"
"對沙威瑪附加<1>HP+33%","5","1","10501033","1","33"
"對沙威瑪附加<1>HP+34%","5","1","10501034","1","34"
"對沙威瑪附加<1>HP+35%","5","1","10501035","1","35"
"對沙威瑪附加<1>HP+36%","5","1","10501036","1","36"
"對沙威瑪附加<1>HP+37%","5","1","10501037","1","37"
"對沙威瑪附加<1>HP+38%","5","1","10501038","1","38"
"對沙威瑪附加<1>HP+39%","5","1","10501039","1","39"
"對沙威瑪附加<1>HP+40%","5","1","10501040","1","40"
"對沙威瑪附加<1>HP+41%","5","1","10501041","1","41"
"對沙威瑪附加<1>HP+42%","5","1","10501042","1","42"
"對沙威瑪附加<1>HP+43%","5","1","10501043","1","43"
"對沙威瑪附加<1>HP+44%","5","1","10501044","1","44"
"對沙威瑪附加<1>HP+45%","5","1","10501045","1","45"
"對沙威瑪附加<1>HP+46%","5","1","10501046","1","46"
"對沙威瑪附加<1>HP+47%","5","1","10501047","1","47"
"對沙威瑪附加<1>HP+48%","5","1","10501048","1","48"
"對沙威瑪附加<1>HP+49%","5","1","10501049","1","49"
"對沙威瑪附加<1>HP+50%","5","1","10501050","1","50"
"對沙威瑪附加<1>HP+51%","5","1","10501051","1","51"
"對沙威瑪附加<1>HP+52%","5","1","10501052","1","52"
"對沙威瑪附加<1>HP+53%","5","1","10501053","1","53"
"對沙威瑪附加<1>HP+54%","5","1","10501054","1","54"
"對沙威瑪附加<1>HP+55%","5","1","10501055","1","55"
"對沙威瑪附加<1>HP+56%","5","1","10501056","1","56"
"對沙威瑪附加<1>HP+57%","5","1","10501057","1","57"
"對沙威瑪附加<1>HP+58%","5","1","10501058","1","58"
"對沙威瑪附加<1>HP+59%","5","1","10501059","1","59"
"對沙威瑪附加<1>HP+60%","5","1","10501060","1","60"
"對沙威瑪附加<1>HP+61%","5","1","10501061","1","61"
"對沙威瑪附加<1>HP+62%","5","1","10501062","1","62"
"對沙威瑪附加<1>HP+63%","5","1","10501063","1","63"
"對沙威瑪附加<1>HP+64%","5","1","10501064","1","64"
"對沙威瑪附加<1>HP+65%","5","1","10501065","1","65"
"對沙威瑪附加<1>HP+66%","5","1","10501066","1","66"
"對沙威瑪附加<1>HP+67%","5","1","10501067","1","67"
"對沙威瑪附加<1>HP+68%","5","1","10501068","1","68"
"對沙威瑪附加<1>HP+69%","5","1","10501069","1","69"
"對沙威瑪附加<1>HP+70%","5","1","10501070","1","70"
"對沙威瑪附加<1>HP+71%","5","1","10501071","1","71"
"對沙威瑪附加<1>HP+72%","5","1","10501072","1","72"
"對沙威瑪附加<1>HP+73%","5","1","10501073","1","73"
"對沙威瑪附加<1>HP+74%","5","1","10501074","1","74"
"對沙威瑪附加<1>HP+75%","5","1","10501075","1","75"
"對沙威瑪附加<1>HP+76%","5","1","10501076","1","76"
"對沙威瑪附加<1>HP+77%","5","1","10501077","1","77"
"對沙威瑪附加<1>HP+78%","5","1","10501078","1","78"
"對沙威瑪附加<1>HP+79%","5","1","10501079","1","79"
"對沙威瑪附加<1>HP+80%","5","1","10501080","1","80"
