0f0db590e48073179d0b9a894274e3f25cf6c65dfa0ddb83e22f7c7ab50f59d2,7faa3e0a19334e1b0d16422a3bf59d64980d16bef28a311785a412c15a379f1d,336f79ef7201f1e1ad4d2a501647bd7b471212401557c90f3de5e1f2dd528537,6831250654718fdf3ceee4e633b0eb4201f4f13eb5b917e8cc37405a15eb7df2,ae935cb83bc709675d4c01164646adbb6e48ec010c4b17614dddb130088c4839,cebb7312776aab28324e446b19d3d1a7c23a0e3a188b356c1b078091803f6b9b,f4ecfc2410d971b56ca8aeb639397274de6d9f88d1b37df5c929c419c081632e,89104b609d7c27e155a285e709e7c6b4b88bd1dfe0b0c1ffc5d57389989c7da0,9e09a7d048c668ee98b186cfa036d711fed4b6ca8f6201ff9a25263515d2e83f,458c6c6eb6500be6e852d93a7d60619c7f086cd9e0a63e2c4619dc4153c47b97,23b8be48a81f4fdce41a2a5908e91b5aae5fd393eb27bbda7daa2430c64ec42a,b8cc64fa2c49df9037fed3dacb9305adfc6682ebce905a2d68c98472922b04f1,fe8ea953781d4e7d5985b0d7fd16e4473cd9c6adf8d9909b4e81b9ea5a9af679,88d380fff3f79f264fbc0e145fdb7750730e5e2c640873481dfa8ebb4fbcb98d
"20002102","20002101","2030/12/31 14:59:59","8004","9003","72002001","完成活動任務1-1 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002001","20002","0"
"20002102","20002102","2030/12/31 14:59:59","8004","9003","72002002","完成活動任務1-2 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002002","20002","0"
"20002102","20002103","2030/12/31 14:59:59","8004","9003","72002003","完成活動任務1-3 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002003","20002","0"
"20002102","20002104","2030/12/31 14:59:59","8004","9003","72002004","完成活動任務1-4 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002004","20002","0"
"20002102","20002105","2030/12/31 14:59:59","8004","9003","72002005","完成活動任務1-5 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002005","20002","0"
"20002102","20002106","2030/12/31 14:59:59","8004","9003","72002006","完成活動任務1-6 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002006","20002","0"
"20002102","20002107","2030/12/31 14:59:59","8004","9003","72002007","完成活動任務1-7 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002007","20002","0"
"20002102","20002108","2030/12/31 14:59:59","8004","9003","72002008","完成活動任務1-8 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002008","20002","0"
"20002102","20002109","2030/12/31 14:59:59","8004","9003","72002009","完成活動任務1-9 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002009","20002","0"
"20002102","20002110","2030/12/31 14:59:59","8004","9003","72002010","完成活動任務1-10 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002010","20002","0"
"20002102","20002111","2030/12/31 14:59:59","8004","9003","72002011","完成活動任務1-11 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002011","20002","0"
"20002102","20002112","2030/12/31 14:59:59","8004","9003","72002012","完成活動任務1-12 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002012","20002","0"
"20002102","20002113","2030/12/31 14:59:59","8004","9003","72002013","完成活動任務1-13 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002013","20002","0"
"20002102","20002114","2030/12/31 14:59:59","8004","9003","72002014","完成活動任務1-14 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002014","20002","0"
"20002102","20002115","2030/12/31 14:59:59","8004","9003","72002015","完成活動任務1-15 (NORMAL)","2018/01/01 12:00:00","1","601","0","72002015","20002","0"
"20002103","20002201","2030/12/31 14:59:59","8005","9003","72002016","完成活動任務1-1 (HARD)","2018/01/01 12:00:00","1","601","0","72002016","20002","0"
"20002103","20002202","2030/12/31 14:59:59","8005","9003","72002017","完成活動任務1-2 (HARD)","2018/01/01 12:00:00","1","601","0","72002017","20002","0"
"20002103","20002203","2030/12/31 14:59:59","8005","9003","72002018","完成活動任務1-3 (HARD)","2018/01/01 12:00:00","1","601","0","72002018","20002","0"
"20002103","20002204","2030/12/31 14:59:59","8005","9003","72002019","完成活動任務1-4 (HARD)","2018/01/01 12:00:00","1","601","0","72002019","20002","0"
"20002103","20002205","2030/12/31 14:59:59","8005","9003","72002020","完成活動任務1-5 (HARD)","2018/01/01 12:00:00","1","601","0","72002020","20002","0"
"20002104","660002101","2030/12/31 14:59:59","8006","9001","72002021","打倒 1 隻阿爾瑪（NORMAL限定）","2018/01/01 12:00:00","1","601","0","72002021","20002","0"
"20002104","660002201","2030/12/31 14:59:59","8007","9001","72002022","打倒 1 隻阿爾瑪（HARD限定）","2018/01/01 12:00:00","1","601","0","72002022","20002","0"
"20002104","660002301","2030/12/31 14:59:59","8010","9001","72002023","打倒 1 隻阿爾瑪（VERY HARD限定）","2018/01/01 12:00:00","1","601","0","72002023","20002","0"
"20003102","20003101","2030/12/31 14:59:59","8004","9003","72003001","完成活動任務1-1 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003001","20003","0"
"20003102","20003102","2030/12/31 14:59:59","8004","9003","72003002","完成活動任務1-2 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003002","20003","0"
"20003102","20003103","2030/12/31 14:59:59","8004","9003","72003003","完成活動任務1-3 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003003","20003","0"
"20003102","20003104","2030/12/31 14:59:59","8004","9003","72003004","完成活動任務1-4 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003004","20003","0"
"20003102","20003105","2030/12/31 14:59:59","8004","9003","72003005","完成活動任務1-5 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003005","20003","0"
"20003102","20003106","2030/12/31 14:59:59","8004","9003","72003006","完成活動任務1-6 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003006","20003","0"
"20003102","20003107","2030/12/31 14:59:59","8004","9003","72003007","完成活動任務1-7 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003007","20003","0"
"20003102","20003108","2030/12/31 14:59:59","8004","9003","72003008","完成活動任務1-8 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003008","20003","0"
"20003102","20003109","2030/12/31 14:59:59","8004","9003","72003009","完成活動任務1-9 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003009","20003","0"
"20003102","20003110","2030/12/31 14:59:59","8004","9003","72003010","完成活動任務1-10 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003010","20003","0"
"20003102","20003111","2030/12/31 14:59:59","8004","9003","72003011","完成活動任務1-11 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003011","20003","0"
"20003102","20003112","2030/12/31 14:59:59","8004","9003","72003012","完成活動任務1-12 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003012","20003","0"
"20003102","20003113","2030/12/31 14:59:59","8004","9003","72003013","完成活動任務1-13 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003013","20003","0"
"20003102","20003114","2030/12/31 14:59:59","8004","9003","72003014","完成活動任務1-14 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003014","20003","0"
"20003102","20003115","2030/12/31 14:59:59","8004","9003","72003015","完成活動任務1-15 (NORMAL)","2018/01/01 12:00:00","1","601","0","72003015","20003","0"
"20003103","20003201","2030/12/31 14:59:59","8005","9003","72003016","完成活動任務1-1 (HARD)","2018/01/01 12:00:00","1","601","0","72003016","20003","0"
"20003103","20003202","2030/12/31 14:59:59","8005","9003","72003017","完成活動任務1-2 (HARD)","2018/01/01 12:00:00","1","601","0","72003017","20003","0"
"20003103","20003203","2030/12/31 14:59:59","8005","9003","72003018","完成活動任務1-3 (HARD)","2018/01/01 12:00:00","1","601","0","72003018","20003","0"
"20003103","20003204","2030/12/31 14:59:59","8005","9003","72003019","完成活動任務1-4 (HARD)","2018/01/01 12:00:00","1","601","0","72003019","20003","0"
"20003103","20003205","2030/12/31 14:59:59","8005","9003","72003020","完成活動任務1-5 (HARD)","2018/01/01 12:00:00","1","601","0","72003020","20003","0"
"20003104","660003101","2030/12/31 14:59:59","8006","9001","72003021","打倒 1 隻加爾格（NORMAL限定）","2018/01/01 12:00:00","1","601","0","72003021","20003","0"
"20003104","660003201","2030/12/31 14:59:59","8007","9001","72003022","打倒 1 隻加爾格（HARD限定）","2018/01/01 12:00:00","1","601","0","72003022","20003","0"
"20003104","660003301","2030/12/31 14:59:59","8010","9001","72003023","打倒 1 隻加爾格（VERY HARD限定）","2018/01/01 12:00:00","1","601","0","72003023","20003","0"
"20004102","20004101","2030/12/31 14:59:59","8004","9003","72004001","完成活動任務1-1 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004001","20004","0"
"20004102","20004102","2030/12/31 14:59:59","8004","9003","72004002","完成活動任務1-2 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004002","20004","0"
"20004102","20004103","2030/12/31 14:59:59","8004","9003","72004003","完成活動任務1-3 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004003","20004","0"
"20004102","20004104","2030/12/31 14:59:59","8004","9003","72004004","完成活動任務1-4 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004004","20004","0"
"20004102","20004105","2030/12/31 14:59:59","8004","9003","72004005","完成活動任務1-5 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004005","20004","0"
"20004102","20004106","2030/12/31 14:59:59","8004","9003","72004006","完成活動任務1-6 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004006","20004","0"
"20004102","20004107","2030/12/31 14:59:59","8004","9003","72004007","完成活動任務1-7 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004007","20004","0"
"20004102","20004108","2030/12/31 14:59:59","8004","9003","72004008","完成活動任務1-8 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004008","20004","0"
"20004102","20004109","2030/12/31 14:59:59","8004","9003","72004009","完成活動任務1-9 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004009","20004","0"
"20004102","20004110","2030/12/31 14:59:59","8004","9003","72004010","完成活動任務1-10 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004010","20004","0"
"20004102","20004111","2030/12/31 14:59:59","8004","9003","72004011","完成活動任務1-11 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004011","20004","0"
"20004102","20004112","2030/12/31 14:59:59","8004","9003","72004012","完成活動任務1-12 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004012","20004","0"
"20004102","20004113","2030/12/31 14:59:59","8004","9003","72004013","完成活動任務1-13 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004013","20004","0"
"20004102","20004114","2030/12/31 14:59:59","8004","9003","72004014","完成活動任務1-14 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004014","20004","0"
"20004102","20004115","2030/12/31 14:59:59","8004","9003","72004015","完成活動任務1-15 (NORMAL)","2020/09/30 16:00:00","1","601","0","72004015","20004","0"
"20004103","20004201","2030/12/31 14:59:59","8005","9003","72004016","完成活動任務1-1 (HARD)","2020/09/30 16:00:00","1","601","0","72004016","20004","0"
"20004103","20004202","2030/12/31 14:59:59","8005","9003","72004017","完成活動任務1-2 (HARD)","2020/09/30 16:00:00","1","601","0","72004017","20004","0"
"20004103","20004203","2030/12/31 14:59:59","8005","9003","72004018","完成活動任務1-3 (HARD)","2020/09/30 16:00:00","1","601","0","72004018","20004","0"
"20004103","20004204","2030/12/31 14:59:59","8005","9003","72004019","完成活動任務1-4 (HARD)","2020/09/30 16:00:00","1","601","0","72004019","20004","0"
"20004103","20004205","2030/12/31 14:59:59","8005","9003","72004020","完成活動任務1-5 (HARD)","2020/09/30 16:00:00","1","601","0","72004020","20004","0"
"20004104","660004101","2030/12/31 14:59:59","8006","9001","72004021","打倒 1 隻天塔帕斯（NORMAL限定）","2020/09/30 16:00:00","1","601","0","72004021","20004","0"
"20004104","660004201","2030/12/31 14:59:59","8007","9001","72004022","打倒 1 隻天塔帕斯（HARD限定）","2020/09/30 16:00:00","1","601","0","72004022","20004","0"
"20004104","660004301","2030/12/31 14:59:59","8010","9001","72004023","打倒1隻天塔帕斯(VERY HARD限定)","2020/09/30 16:00:00","1","601","0","72004023","20004","0"
"20005102","20005101","2030/12/31 14:59:59","8004","9003","72005001","完成活動任務1-1 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005001","20005","0"
"20005102","20005102","2030/12/31 14:59:59","8004","9003","72005002","完成活動任務1-2 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005002","20005","0"
"20005102","20005103","2030/12/31 14:59:59","8004","9003","72005003","完成活動任務1-3 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005003","20005","0"
"20005102","20005104","2030/12/31 14:59:59","8004","9003","72005004","完成活動任務1-4 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005004","20005","0"
"20005102","20005105","2030/12/31 14:59:59","8004","9003","72005005","完成活動任務1-5 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005005","20005","0"
"20005102","20005106","2030/12/31 14:59:59","8004","9003","72005006","完成活動任務1-6 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005006","20005","0"
"20005102","20005107","2030/12/31 14:59:59","8004","9003","72005007","完成活動任務1-7 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005007","20005","0"
"20005102","20005108","2030/12/31 14:59:59","8004","9003","72005008","完成活動任務1-8 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005008","20005","0"
"20005102","20005109","2030/12/31 14:59:59","8004","9003","72005009","完成活動任務1-9 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005009","20005","0"
"20005102","20005110","2030/12/31 14:59:59","8004","9003","72005010","完成活動任務1-10 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005010","20005","0"
"20005102","20005111","2030/12/31 14:59:59","8004","9003","72005011","完成活動任務1-11 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005011","20005","0"
"20005102","20005112","2030/12/31 14:59:59","8004","9003","72005012","完成活動任務1-12 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005012","20005","0"
"20005102","20005113","2030/12/31 14:59:59","8004","9003","72005013","完成活動任務1-13 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005013","20005","0"
"20005102","20005114","2030/12/31 14:59:59","8004","9003","72005014","完成活動任務1-14 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005014","20005","0"
"20005102","20005115","2030/12/31 14:59:59","8004","9003","72005015","完成活動任務1-15 (NORMAL)","2020/11/02 16:00:00","1","601","0","72005015","20005","0"
"20005103","20005201","2030/12/31 14:59:59","8005","9003","72005016","完成活動任務1-1 (HARD)","2020/11/02 16:00:00","1","601","0","72005016","20005","0"
"20005103","20005202","2030/12/31 14:59:59","8005","9003","72005017","完成活動任務1-2 (HARD)","2020/11/02 16:00:00","1","601","0","72005017","20005","0"
"20005103","20005203","2030/12/31 14:59:59","8005","9003","72005018","完成活動任務1-3 (HARD)","2020/11/02 16:00:00","1","601","0","72005018","20005","0"
"20005103","20005204","2030/12/31 14:59:59","8005","9003","72005019","完成活動任務1-4 (HARD)","2020/11/02 16:00:00","1","601","0","72005019","20005","0"
"20005103","20005205","2030/12/31 14:59:59","8005","9003","72005020","完成活動任務1-5 (HARD)","2020/11/02 16:00:00","1","601","0","72005020","20005","0"
"20005104","660005101","2030/12/31 14:59:59","8006","9001","72005021","打倒 1 隻島鯨（NORMAL限定）","2020/11/02 16:00:00","1","601","0","72005021","20005","0"
"20005104","660005201","2030/12/31 14:59:59","8007","9001","72005022","打倒 1 隻島鯨（HARD限定）","2020/11/02 16:00:00","1","601","0","72005022","20005","0"
"20005104","660005301","2030/12/31 14:59:59","8010","9001","72005023","打倒1隻島鯨(VERY HARD限定)","2020/11/02 16:00:00","1","601","0","72005023","20005","0"
"20006102","20006101","2030/12/31 14:59:59","8004","9003","72006001","完成活動任務1-1 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006001","20006","0"
"20006102","20006102","2030/12/31 14:59:59","8004","9003","72006002","完成活動任務1-2 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006002","20006","0"
"20006102","20006103","2030/12/31 14:59:59","8004","9003","72006003","完成活動任務1-3 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006003","20006","0"
"20006102","20006104","2030/12/31 14:59:59","8004","9003","72006004","完成活動任務1-4 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006004","20006","0"
"20006102","20006105","2030/12/31 14:59:59","8004","9003","72006005","完成活動任務1-5 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006005","20006","0"
"20006102","20006106","2030/12/31 14:59:59","8004","9003","72006006","完成活動任務1-6 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006006","20006","0"
"20006102","20006107","2030/12/31 14:59:59","8004","9003","72006007","完成活動任務1-7 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006007","20006","0"
"20006102","20006108","2030/12/31 14:59:59","8004","9003","72006008","完成活動任務1-8 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006008","20006","0"
"20006102","20006109","2030/12/31 14:59:59","8004","9003","72006009","完成活動任務1-9 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006009","20006","0"
"20006102","20006110","2030/12/31 14:59:59","8004","9003","72006010","完成活動任務1-10 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006010","20006","0"
"20006102","20006111","2030/12/31 14:59:59","8004","9003","72006011","完成活動任務1-11 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006011","20006","0"
"20006102","20006112","2030/12/31 14:59:59","8004","9003","72006012","完成活動任務1-12 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006012","20006","0"
"20006102","20006113","2030/12/31 14:59:59","8004","9003","72006013","完成活動任務1-13 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006013","20006","0"
"20006102","20006114","2030/12/31 14:59:59","8004","9003","72006014","完成活動任務1-14 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006014","20006","0"
"20006102","20006115","2030/12/31 14:59:59","8004","9003","72006015","完成活動任務1-15 (NORMAL)","2020/12/04 16:00:00","1","601","0","72006015","20006","0"
"20006103","20006201","2030/12/31 14:59:59","8005","9003","72006016","完成活動任務1-1 (HARD)","2020/12/04 16:00:00","1","601","0","72006016","20006","0"
"20006103","20006202","2030/12/31 14:59:59","8005","9003","72006017","完成活動任務1-2 (HARD)","2020/12/04 16:00:00","1","601","0","72006017","20006","0"
"20006103","20006203","2030/12/31 14:59:59","8005","9003","72006018","完成活動任務1-3 (HARD)","2020/12/04 16:00:00","1","601","0","72006018","20006","0"
"20006103","20006204","2030/12/31 14:59:59","8005","9003","72006019","完成活動任務1-4 (HARD)","2020/12/04 16:00:00","1","601","0","72006019","20006","0"
"20006103","20006205","2030/12/31 14:59:59","8005","9003","72006020","完成活動任務1-5 (HARD)","2020/12/04 16:00:00","1","601","0","72006020","20006","0"
"20006104","660006101","2030/12/31 14:59:59","8006","9001","72006021","打倒 1 隻亡靈鎧甲（NORMAL限定）","2020/12/04 16:00:00","1","601","0","72006021","20006","0"
"20006104","660006201","2030/12/31 14:59:59","8007","9001","72006022","打倒 1 隻亡靈鎧甲（HARD限定）","2020/12/04 16:00:00","1","601","0","72006022","20006","0"
"20006104","660006301","2030/12/31 14:59:59","8010","9001","72006023","打倒1隻亡靈鎧甲(VERY HARD限定)","2020/12/04 16:00:00","1","601","0","72006023","20006","0"
"20007102","20007101","2030/12/31 14:59:59","8004","9003","72007001","完成活動任務1-1 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007001","20007","0"
"20007102","20007102","2030/12/31 14:59:59","8004","9003","72007002","完成活動任務1-2 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007002","20007","0"
"20007102","20007103","2030/12/31 14:59:59","8004","9003","72007003","完成活動任務1-3 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007003","20007","0"
"20007102","20007104","2030/12/31 14:59:59","8004","9003","72007004","完成活動任務1-4 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007004","20007","0"
"20007102","20007105","2030/12/31 14:59:59","8004","9003","72007005","完成活動任務1-5 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007005","20007","0"
"20007102","20007106","2030/12/31 14:59:59","8004","9003","72007006","完成活動任務1-6 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007006","20007","0"
"20007102","20007107","2030/12/31 14:59:59","8004","9003","72007007","完成活動任務1-7 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007007","20007","0"
"20007102","20007108","2030/12/31 14:59:59","8004","9003","72007008","完成活動任務1-8 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007008","20007","0"
"20007102","20007109","2030/12/31 14:59:59","8004","9003","72007009","完成活動任務1-9 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007009","20007","0"
"20007102","20007110","2030/12/31 14:59:59","8004","9003","72007010","完成活動任務1-10 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007010","20007","0"
"20007102","20007111","2030/12/31 14:59:59","8004","9003","72007011","完成活動任務1-11 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007011","20007","0"
"20007102","20007112","2030/12/31 14:59:59","8004","9003","72007012","完成活動任務1-12 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007012","20007","0"
"20007102","20007113","2030/12/31 14:59:59","8004","9003","72007013","完成活動任務1-13 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007013","20007","0"
"20007102","20007114","2030/12/31 14:59:59","8004","9003","72007014","完成活動任務1-14 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007014","20007","0"
"20007102","20007115","2030/12/31 14:59:59","8004","9003","72007015","完成活動任務1-15 (NORMAL)","2021/01/20 16:00:00","1","601","0","72007015","20007","0"
"20007103","20007201","2030/12/31 14:59:59","8005","9003","72007016","完成活動任務1-1 (HARD)","2021/01/20 16:00:00","1","601","0","72007016","20007","0"
"20007103","20007202","2030/12/31 14:59:59","8005","9003","72007017","完成活動任務1-2 (HARD)","2021/01/20 16:00:00","1","601","0","72007017","20007","0"
"20007103","20007203","2030/12/31 14:59:59","8005","9003","72007018","完成活動任務1-3 (HARD)","2021/01/20 16:00:00","1","601","0","72007018","20007","0"
"20007103","20007204","2030/12/31 14:59:59","8005","9003","72007019","完成活動任務1-4 (HARD)","2021/01/20 16:00:00","1","601","0","72007019","20007","0"
"20007103","20007205","2030/12/31 14:59:59","8005","9003","72007020","完成活動任務1-5 (HARD)","2021/01/20 16:00:00","1","601","0","72007020","20007","0"
"20007104","660007101","2030/12/31 14:59:59","8006","9001","72007021","打倒1隻傑克南瓜布丁（NORMAL限定）","2021/01/20 16:00:00","1","601","0","72007021","20007","0"
"20007104","660007201","2030/12/31 14:59:59","8007","9001","72007022","打倒1隻傑克南瓜布丁（HARD限定）","2021/01/20 16:00:00","1","601","0","72007022","20007","0"
"20007104","660007301","2030/12/31 14:59:59","8010","9001","72007023","打倒1隻傑克南瓜布丁（VERY HARD限定）","2021/01/20 16:00:00","1","601","0","72007023","20007","0"
