03df36b5a2a390e51fb447999af119b0ec5d89784f249754f25dc2c33d5a4fdf,1410a49752252b69e2f237b3f87d132b8498ecaad8326581e9de4e8b6281d309,6b0c22caad1d79960809e3b90b6c426274077c7a135d0f7b7dc82703e81b43e0,9c1786adff56cd72a6f7ba60faa5bbdce2504b2c1f734fa0a0790f029614cf6f,47e4d32a0a9ef1525c72f0d967f403106c1a3ac026f4c779ebc6ab73f4eb39fd,6a6f096bcc3012289a3b5d18ff73682f9896f8229988329bc17f40a6c83b06df,b3a58ba168a4c76c652c97f0e951d89506826a3d74df3ea6ef428356e9a6f02d,421f547679489c54671c8e0f60d77da23b822767ef1eadc67165d4bebd145c8d,65e773e1f675ad9afce7ec0d57ff412f5ee02d0883f44490704582fe957bf285,6f1febd313c092992569a2021d4399ae9146c32c95bc908087e67874407b5aba,7e4f639f1786a8bda3bcc4678301cbae47d607f4dc228006dea9e3b8b827f036,54469ac725d468c4ff22964f8498f3f18c9e0af187c006ff753baeeec499bd2a,5976b70d4acd742cc6aefe25d0b12d1ec18d3c91a003f843f143aa93779322a7,94d282e5add1191c24054a04a08fe2ce9f01834a52321cca1a6387b5c7e57505,3059d93a13f86e9e6a4c725af663c8333ec5fda28ee408785c3d40d52510bb57,ac6ce1128e796c5f21079b46b44f89268390a9d7b25b83b76c2ba8d07cecdb92,613fefe9ab6c15772a2b03f0f9b954c0565333c793df71f45e1a4b5f3df1910b,ed4cd90e09c9ec0f96fc13389560bacdf1d0223a582167e1e8841927ffc3ac02,55de24a099fe022a41f48264ab139a034b39bffcc9c0c5dfb8454a08757760e1,b3ee54354c453eb930c617f69d2505db254ed3cf0c66f48baaf99d120e3565a0,dcb2eda3e2203c6c50a9745cdb5970a66e040ff464b42e3c89efcd5a8bfd4991,e0fd01dbf725ec817742c5ad66a094dd07d7d8ca26f26b1cac08882aaa119159,1140b2d067e7eca377698e055e66c27b04f05f5efcb18421573d8c5f62942589,e1e2d71cbd9a8309d3212edebf2e6389e3533ad7a598f6ee82a65376f485b6fa
"1","0","10310101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","103101"
"1","0","10320101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","103201"
"1","0","10330101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","103301"
"1002","0","10340101","1002","1","1","1","0","0","0","1002","0","4","8","0","0","0","0","0","0","1001","0","1","103401"
"1","0","10360101","1002","1002","1001","1001","1002","0","1","1001","0","3","12","0","0","1001","0","0","1","1","0","1002","103601"
"1002","0","10370101","1002","0","1001","1001","0","0","0","0","0","3","6","0","0","0","0","0","0","1","0","1","103701"
"1002","0","10370102","1001","0","1001","1001","0","0","0","0","0","3","6","0","0","0","0","0","0","1","0","1","103701"
"1","0","10380101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","103801"
"1","0","10400101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","104001"
"1","0","10420101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","104201"
"1","0","10430101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","104301"
"1","0","10440101","1001","1002","1001","1002","1002","0","1","1001","0","3","12","0","0","1001","0","0","1","1","0","1002","104401"
"1","0","10450101","1001","1","1002","1002","0","0","1002","1001","0","3","9","0","0","0","0","0","0","1","0","1001","104501"
"1","0","10460101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","104601"
"1","0","10470101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","104701"
"1001","0","10480101","1002","0","1","1001","0","0","0","0","0","3","6","0","0","0","0","0","0","1002","0","1","104801"
"1","0","10490101","1002","1","1002","1001","1002","0","1","1001","1001","3","13","0","0","1","0","0","1","1","0","1","104901"
"1","0","10500101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","105001"
"1","0","10510101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","105101"
"1002","0","10520101","1001","1002","1002","1","0","0","0","0","0","2","7","0","0","0","0","0","0","1","0","1","105201"
"1002","0","10530101","1001","0","1","1","0","0","0","0","0","4","6","0","0","0","0","0","0","1002","0","1","105301"
"1002","0","10540101","1001","1","1","1","1001","0","1002","1","0","4","11","0","0","0","0","0","1","1002","0","1","105401"
"1","0","10550101","1001","1","1001","1002","0","0","0","1002","0","3","8","0","0","0","0","0","0","1","0","1","105501"
"1","0","10560101","1001","1","1002","1002","0","0","1002","1001","0","3","9","0","0","0","0","0","0","1","0","1001","105601"
"1","0","10570101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","105701"
"1002","0","10580101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","105801"
"1002","0","10590101","1002","1001","1001","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","105901"
"1","0","10600101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","106001"
"1","0","10610101","1002","1","1","1001","0","0","1001","1002","0","3","9","0","0","0","0","0","0","1001","0","1002","106101"
"2001","0","10610102","2001","0","0","2002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","106101"
"1","0","10630101","1001","1001","1","1002","0","0","0","1","0","4","8","0","0","0","0","0","0","1002","0","1002","106301"
"1002","0","10640101","2001","1","1001","1001","1","0","1","1001","0","5","11","0","0","0","0","0","1002","1002","0","1","106401"
"1001","0","10650101","1002","1002","1","1001","1","0","1","1001","1","8","16","1002","1","1001","0","0","1002","1001","1","1002","106501"
"1","0","10660101","1001","1002","1001","1002","0","0","1002","1","0","3","9","0","0","0","0","0","0","1","0","1","106601"
"1002","0","10670101","2001","1","1","1001","0","0","1","1001","0","4","10","0","0","0","0","0","1002","1002","0","1001","106701"
"1","0","10680101","1002","1","1","1001","0","0","1001","1002","0","3","9","0","0","0","0","0","0","1001","0","1002","106801"
"2002","0","10680102","2002","2003","2002","2001","0","0","2003","2003","0","8","9","0","0","0","0","0","0","2001","0","2001","106801"
"2001","0","10690101","1002","1001","2001","1001","1002","0","2001","2001","1001","3","13","0","0","2001","0","0","1001","1002","0","1001","106901"
"1","0","10700101","1002","1001","1","1001","1002","0","1","1","1001","3","13","0","0","1","0","0","1001","1002","0","1001","107001"
"1","0","10710101","1001","1002","1","1002","1001","0","1","1","1002","3","13","0","0","1","0","0","1002","1001","0","1002","107101"
"1","0","10750101","1001","1001","1","1002","1001","0","1","1002","1002","3","13","0","0","1","0","0","1","1","0","1001","107501"
"1","0","10760101","1001","1001","1","1002","1002","0","1002","1","0","4","11","0","0","0","0","0","1","1002","0","1002","107601"
"1","0","10770101","1001","1002","1001","1002","1001","0","1","1","1002","3","13","0","0","1","0","0","1","1","0","1","107701"
"1","0","10780101","1002","1002","1001","1001","1002","0","1001","1","1001","3","13","0","0","1","0","0","1","1","0","1002","107801"
"1","0","10790101","1002","1001","1","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1002","107901"
"1","0","10800101","1002","1","1002","1001","0","0","0","1001","0","3","8","0","0","0","0","0","0","1001","0","1","108001"
"1","0","10810101","1001","1002","1001","1002","1002","0","1001","1","0","3","11","0","0","0","0","0","1","1002","0","1","108101"
"1","0","10820101","1002","1","1","1001","1","1001","1","1001","1001","9","17","1002","1","1002","0","0","1002","1002","1","1002","108201"
"1","0","10830101","1002","1001","1002","1001","0","0","1002","1","0","3","10","0","0","0","0","0","1001","1","0","1","108301"
"1","0","10840101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","108401"
"1","0","10850101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","108501"
"1","0","10860101","1001","0","1002","1002","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","1001","108601"
"1","0","10870101","1001","1002","1001","1002","1","0","1001","1","1","3","13","0","0","1002","0","0","1","1","0","1002","108701"
"1","0","10880101","1002","1","1","1001","0","0","1","1002","0","4","10","0","0","0","0","0","1001","1001","0","1002","108801"
"1001","0","10890101","1001","0","1002","1002","0","0","0","0","0","3","6","0","0","0","0","0","0","1","0","1","108901"
"1","0","10900101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","109001"
"1001","0","10910101","1002","1","1002","1","1001","0","1002","1","0","4","11","0","0","0","0","0","1","1001","0","1","109101"
"1","0","10920101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","109201"
"1","0","10930101","1001","0","1","1001","0","0","0","0","0","3","6","0","0","0","0","0","0","1001","0","1002","109301"
"1001","0","10940101","1002","1","1002","1","1001","0","1002","1","0","4","11","0","0","0","0","0","1","1001","0","1","109401"
"1","0","10950101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","109501"
"1","0","10960101","1002","1001","1001","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1002","109601"
"1001","0","10970101","1001","1001","1","1","0","0","1002","1","0","5","9","0","0","0","0","0","0","1","0","1002","109701"
"1","0","10980101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","109801"
"1","0","10990101","1001","1002","1","1002","1002","0","1001","1","0","3","11","0","0","0","0","0","1","1001","0","1001","109901"
"2001","0","10990102","1001","1002","2001","1002","1002","0","1001","2001","0","3","11","0","0","0","0","0","2001","1001","0","1001","109901"
"1001","0","11000101","1001","1001","1001","1","1001","0","1001","1","0","11","12","0","0","1","0","0","1002","1","0","1","110001"
"1002","0","11000102","1001","0","0","1001","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","110001"
"1","0","11010101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","110101"
"1002","0","11020101","1001","0","1","1","0","0","0","0","0","4","6","0","0","0","0","0","0","1002","0","1","110201"
"1002","0","11030101","1001","1","1","1","0","0","1002","1","0","4","9","0","0","0","0","0","0","1002","0","1","110301"
"1","0","11040101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","110401"
"1","0","11050101","1002","1001","1","1001","1001","0","1002","1","0","4","11","0","0","0","0","0","1","1001","0","1002","110501"
"1","0","11060101","1002","1001","1002","1001","1001","0","1002","1","0","3","11","0","0","0","0","0","1","1","0","1","110601"
"1","0","11070101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","110701"
"1","0","11080101","1001","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1","0","1","110801"
"1002","0","11090101","1001","0","1","1","0","0","0","0","0","4","6","0","0","0","0","0","0","1002","0","1","110901"
"1","0","11100101","1001","1","1","1002","0","0","0","1","0","4","8","0","0","0","0","0","0","1002","0","1001","111001"
"1","0","11110101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","111101"
"1","0","11120101","1001","1001","1002","1002","1","0","1","1002","0","3","12","0","0","1002","0","0","1001","1","0","1001","111201"
"1001","0","11130101","1002","1001","1001","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1002","111301"
"1","0","11140101","2001","1","1002","1001","1001","0","1002","1","0","7","11","0","0","0","0","0","1","1001","0","1001","111401"
"1","0","11150101","1001","1002","1","1002","1001","0","1","1","1002","3","13","0","0","1","0","0","1002","1001","0","1002","111501"
"1","0","11150102","1","1","2002","2002","2002","0","2001","2002","0","1","11","0","0","0","0","0","1","1","0","2001","111501"
"1","0","11160101","1001","1","1002","1002","1001","0","1","1002","0","2","11","0","0","0","0","0","1","1","0","1","111601"
"1","0","11170101","1002","1001","1002","1001","1001","0","1","1002","0","3","12","0","0","1002","0","0","1","1","0","1001","111701"
"1","0","11180101","1001","1001","1","1002","1001","0","1002","1","0","3","12","0","0","1002","0","0","1","1002","0","1001","111801"
"1","0","11190101","1002","0","1","1001","0","0","0","0","0","3","6","0","0","0","0","0","0","1001","0","1002","111901"
"1002","0","11200101","1001","0","0","1","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1001","112001"
"1","0","11210101","1002","1","1","1001","1","0","1001","1","0","5","11","0","0","0","0","0","1002","1001","0","1002","112101"
"1","0","11220101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","112201"
"1","0","11230101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","112301"
"1","0","11240101","1001","1002","1001","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1002","112401"
"1","0","11250101","1002","1","1","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1001","0","1002","112501"
"1001","0","11260101","1001","1001","1001","1","0","0","0","1","0","4","8","0","0","0","0","0","0","1","0","1002","112601"
"1002","0","11270101","1001","1002","1002","1002","0","0","1","1","0","3","9","0","0","0","0","0","0","1","0","1","112701"
"1","0","11280101","1001","1","1001","1002","1002","0","1001","1002","0","5","12","0","0","1","0","0","1","1002","0","1002","112801"
"1001","0","11290101","1001","1001","1002","1002","1","0","1002","1","0","3","11","0","0","0","0","0","1","1","0","1","112901"
"1","0","11300101","1002","1","1","1001","1001","0","1","1002","0","3","11","0","0","0","0","0","1","1001","0","1002","113001"
"1","0","11310101","1001","1001","1","1","1001","0","1002","1","1002","7","13","0","0","1","0","0","1","1002","0","1001","113101"
"1","0","11320101","1001","1001","1","1002","0","0","1002","1","0","3","9","0","0","0","0","0","0","1002","0","1001","113201"
"1","0","11330101","1002","1001","1002","1001","1001","0","1002","1","0","3","11","0","0","0","0","0","1","1","0","1","113301"
"1001","0","11340101","1001","1001","1002","1002","1","0","1","1","0","4","12","0","0","1001","0","0","1002","1","0","1","113401"
"1","0","11350101","1001","1","1001","1002","1","0","1002","1001","1002","3","13","0","0","1001","0","0","1","1002","0","1","113501"
"1","0","11360101","1002","1002","1001","1001","1","0","1","1001","1002","3","13","0","0","1001","0","0","1002","1","0","1002","113601"
"1","0","11370101","1001","1","1002","1002","1","0","1002","1001","1002","3","13","0","0","1001","0","0","1","1","0","1001","113701"
"1002","0","11370102","1001","0","0","1002","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","113701"
"1","0","11380101","1001","1001","1002","1002","1001","0","1","1002","1002","3","13","0","0","1","0","0","1002","1","0","1001","113801"
"1","0","11390101","1002","1002","1001","1001","1002","0","1001","1","0","5","11","0","0","0","0","0","1","1","0","1002","113901"
"1","0","11400101","1002","1","1","1001","1001","0","1001","1002","0","3","11","0","0","0","0","0","1","1001","0","1002","114001"
"1001","0","11410101","1002","1001","1","1","0","0","1","1002","0","5","10","0","0","0","0","0","1001","1","0","1002","114101"
"1002","0","11420101","1001","1001","1002","1","1001","0","1","1002","1002","6","13","0","0","1","0","0","1","1","0","1001","114201"
"1","0","11430101","1002","1001","1","1001","1","0","1001","1","0","3","12","0","0","1001","0","0","1002","1002","0","1001","114301"
"1","0","11440101","1001","1","1","1002","0","0","1","1002","0","4","10","0","0","0","0","0","1002","1002","0","1002","114401"
"0","0","11440102","2001","0","0","2001","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","114401"
"1002","0","11440103","1002","1002","1002","1","0","0","0","0","0","1","7","0","0","0","0","0","0","1","0","1","114401"
"1002","0","11450101","1001","1001","1","1","0","0","1002","1","0","4","10","0","0","0","0","0","1","1002","0","1001","114501"
"1","0","11460101","1002","1001","1002","1001","0","0","0","0","0","4","7","0","0","0","0","0","0","1","0","1","114601"
"1","0","11470101","1001","1","1","1002","0","0","1","1002","0","4","10","0","0","0","0","0","1002","1002","0","1002","114701"
"1002","0","11500101","1001","1","1","1","1","1001","1","1002","1","6","17","1002","1","1001","0","0","1001","1001","1","1001","115001"
"1","0","11550101","1002","1001","1","1001","1002","0","1","1","1001","3","13","0","0","1","0","0","1001","1002","0","1001","115501"
"1","0","11560101","1002","1001","1002","1001","0","0","1001","1","0","6","10","0","0","0","0","0","1002","1","0","1001","115601"
"1","0","11570101","1001","1001","1","1002","1001","0","1","1","0","3","12","0","0","1","0","0","1002","1002","0","1001","115701"
"0","0","11580101","2003","0","0","2003","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","115801"
"2002","0","11580102","2001","0","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","115801"
"1002","0","11580103","1001","0","1002","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","1","115801"
"1","0","11590101","1001","1002","1001","1002","0","0","0","1","0","3","8","0","0","0","0","0","0","1","0","1002","115901"
"1","0","11600101","1002","1","1","1001","0","0","1","1001","0","4","9","0","0","0","0","0","0","1002","0","1001","116001"
"1","0","11620101","1001","0","1002","1002","0","0","0","0","0","2","6","0","0","0","0","0","0","1","0","1001","116201"
"1001","0","11630101","1002","0","1","1","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","1","116301"
"2001","0","11640101","1002","1002","1001","1001","0","0","1001","2001","0","4","10","0","0","0","0","0","2001","2001","0","1002","116401"
"1","0","11650101","1001","1001","1002","1002","0","0","1002","1","0","3","9","0","0","0","0","0","0","1","0","1001","116501"
"1","0","11660101","1002","1002","1001","1001","0","0","1","1001","0","3","9","0","0","0","0","0","0","1","0","1002","116601"
"1","0","11670101","1001","1","1","1002","0","0","1","1001","0","4","10","0","0","0","0","0","1002","1002","0","1001","116701"
"1","0","11680101","1002","1","1002","1001","1","0","1001","1","0","3","11","0","0","0","0","0","1002","1001","0","1001","116801"
"1","0","11690101","1002","1001","1","1002","1","1002","1002","1","1","12","19","1001","1","1001","1001","1","1001","1002","1","1002","116901"
"0","0","11690102","1001","0","0","1001","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","116901"
"1","0","11700101","1002","1","1","1001","0","0","1","1001","0","3","9","0","0","0","0","0","0","1002","0","1001","117001"
"1002","0","11710101","1","1001","1001","1001","1001","0","1","1002","1002","5","12","0","0","1","0","0","1","1","0","1","117101"
"1001","0","11720101","1001","1002","1001","1","1","0","1","1001","0","6","12","0","0","1002","0","0","1002","1","0","1","117201"
"1","0","11730101","1001","1","1","1002","1","0","1","1001","1","7","16","1002","0","1001","0","0","1002","1002","1","1001","117301"
"1001","0","11740101","1002","1002","1001","1","0","0","1","1","0","4","10","0","0","0","0","0","1001","1","0","1","117401"
"1","0","11750101","1001","1001","1","1002","0","0","1002","1","0","3","9","0","0","0","0","0","0","1002","0","1001","117501"
"1001","0","11760101","1","1002","1002","1002","1002","0","1001","1","1001","6","16","1","0","1","0","0","1","1","1002","1","117601"
"1","0","11770101","1002","1002","1001","1001","1002","1001","1","1001","1001","6","17","1","1","1","0","0","1001","1","1002","1002","117701"
"1","0","11780101","1002","1001","1001","1001","0","0","1","1002","0","5","9","0","0","0","0","0","0","1","0","1002","117801"
"1","0","11790101","1002","1","1","1001","0","0","1002","1001","0","3","9","0","0","0","0","0","0","1002","0","1001","117901"
"1001","0","11800101","1001","1","1002","1002","1001","0","1002","1001","1001","4","13","0","0","1","0","0","1","1001","0","1","118001"
"1","0","11810101","1001","1","1","1002","0","0","1","1001","0","4","10","0","0","0","0","0","1002","1002","0","1001","118101"
"1001","0","11820101","1002","1001","1001","2001","1002","0","1001","2001","1001","8","16","1001","0","2001","0","0","1001","1002","1001","1002","118201"
"2001","0","11850101","1002","1002","1001","1001","0","0","1001","2001","0","4","10","0","0","0","0","0","2001","2001","0","1002","118501"
"1002","0","11860101","2001","0","0","1001","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","1001","118601"
"1001","0","11860102","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","118601"
"1001","0","11860103","1001","0","0","1002","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","118601"
"1","0","11900101","1002","1","1001","1001","0","0","1001","1002","0","3","9","0","0","0","0","0","0","1","0","1002","119001"
"1002","0","11910101","1001","1002","1001","1","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","119101"
"1","0","11920101","1002","1001","1002","1001","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","119201"
"1","0","11930101","1001","1001","1002","1002","0","0","1","1002","0","3","9","0","0","0","0","0","0","1","0","1001","119301"
"1","0","11990101","1002","1001","1","1001","0","0","0","1","0","4","8","0","0","0","0","0","0","1002","0","1001","119901"
"1","0","12000101","1001","1001","1002","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1","0","1","120001"
"1","0","12070101","1001","1","1","1002","0","0","0","0","0","4","7","0","0","0","0","0","0","1001","0","1002","120701"
"1","0","12070102","2002","0","0","2001","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","2002","120701"
"1001","0","12080101","2001","1002","1001","1002","1","1","1001","1","1","9","18","1","0","1001","0","1","1","1","1002","1","120801"
"1","0","12090101","1001","1001","1","1002","0","0","0","0","0","3","7","0","0","0","0","0","0","1002","0","1001","120901"
"1","0","12100101","1002","1002","1","1001","0","0","0","1","0","4","8","0","0","0","0","0","0","1001","0","1002","121001"
"1","0","12110101","1002","1002","1","1001","0","0","1001","1","0","3","9","0","0","0","0","0","0","1001","0","1002","121101"
"1","0","12120101","1002","1002","1001","1001","0","0","1001","1","0","4","10","0","0","0","0","0","1","1","0","1002","121201"
"1002","0","12120102","2001","2001","1001","1001","2001","0","1002","1001","0","5","11","0","0","0","0","0","2001","1002","0","2001","121201"
"1001","0","12130101","1002","1001","1002","1","0","0","0","1","0","5","8","0","0","0","0","0","0","1","0","1","121301"
"1","0","12140101","1002","1","1","1001","0","0","1","1002","0","4","10","0","0","0","0","0","1001","1001","0","1002","121401"
"1","0","12150101","1002","1002","1001","1001","0","0","0","1","0","3","8","0","0","0","0","0","0","1","0","1002","121501"
"1001","0","12160101","1002","1","1001","1001","0","0","1001","1002","0","3","9","0","0","0","0","0","0","1","0","1","121601"
"1","0","12190101","1001","1001","1002","1002","0","0","1","1002","0","3","9","0","0","0","0","0","0","1","0","1001","121901"
"1","0","12200101","2001","0","1","1001","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","1002","122001"
"1","0","12210101","1002","1002","1001","1001","0","0","0","1001","0","3","8","0","0","0","0","0","0","1","0","1","122101"
