dd3b8ab4f5592d5f71db9c1788ac5b489d7bd4bc62fd06b4ccfcb30aa5f1929e,7b3160f0bfff5f159994c354823bcddf1064b3cbeb721dc7e2cf341eed96ca0b,f5067e23a7ef89da127f8d1c984412976f6cc13099e2dea312aaf7486459578d,c5583c05d8f77410034cf16a8fe5ac5ffa0ce0510ea2a8b7699539d4c8b280e4,f6ae02b153bf259f6ff3b57695f0fddce03e71be70a0f16ef53c25347861e790,b6da362d51a388263c8a468693b0e04d613901025ec98713bd398538fc89bb5d,24d6f35d8ab24def82a76e4678f419b69b11feb7f57f2d93e81730189c1e28cb,97cd0bda13fb70cb651d85b627079e5be2ebfc7c10ba18f73670efbecf5177a3,2e787df6bc2791fc3993f533e18032e71299d2a7c20f65c1be6743a6e0cd87f9,2a43841aad2435988ab2117e8788a5d3408895c12590814dd16d1898fcbc0176,8e1d6e700ab778a446378f86c398794aa281b8e5064ed8326b80af1fff45f951,ae8dfe7657963b41c1b935a332309a6223d4643d98e1c4f7c8a2d1aea89ef648,54ea06c740ba252c56f2f80b0da13aa5f2cba8de8f0b8a2d725447b27aafa1a3,5df63f679c984ecfa2a92bbb3fad721bafb2ad63c4f269c00b2674461be801a1,c8585fd44a35b8bd775d24941100479f44a1366539905c731d79e9563f6638a7,2297aac2c32b3427f7b0ffc5a4be92a0b4e077c484b2144ff65af60876162c4f,a59d9cb25727b6e3f81cfdb22aec6492df37867ffe140d7cc9cdab436cb671c1,7b2952c004eecc0644ab25ef74add1e26aed74d688477efc7f8d3d2af501a128
"98","8","0","13000","15","0","0","0","0","0","0","13000","0","0","0","91002","0","0"
"99","8","0","13100","15","0","0","0","0","0","0","13100","0","0","0","91002","0","0"
"100","8","0","13200","15","0","0","0","0","0","0","13200","0","0","0","91002","0","0"
"101","8","0","13300","15","0","0","0","0","0","0","13300","0","0","0","91002","0","0"
"102","8","0","13400","15","0","0","0","0","0","0","13400","0","0","0","91002","0","0"
"103","8","0","13500","15","0","0","0","0","0","0","13500","0","0","0","91002","0","0"
"104","8","0","13600","15","0","0","0","0","0","0","13600","0","0","0","91002","0","0"
"105","8","0","13700","15","0","0","0","0","0","0","13700","0","0","0","91002","0","0"
"106","8","0","13800","15","0","0","0","0","0","0","13800","0","0","0","91002","0","0"
"107","8","0","13900","15","0","0","0","0","0","0","13900","0","0","0","91002","0","0"
"108","8","0","14000","15","0","0","0","0","0","0","14000","0","0","0","91002","0","0"
"109","8","0","14100","15","0","0","0","0","0","0","14100","0","0","0","91002","0","0"
"110","8","0","14200","15","0","0","0","0","0","0","14200","0","0","0","91002","0","0"
"111","8","0","14300","15","0","0","0","0","0","0","14300","0","0","0","91002","0","0"
"112","8","0","14400","15","0","0","0","0","0","0","14400","0","0","0","91002","0","0"
"113","8","0","14500","15","0","0","0","0","0","0","14500","0","0","0","91002","0","0"
"114","8","0","14600","15","0","0","0","0","0","0","14600","0","0","0","91002","0","0"
"115","8","0","14700","15","0","0","0","0","0","0","14700","0","0","0","91002","0","0"
"116","8","0","14800","15","0","0","0","0","0","0","14800","0","0","0","91002","0","0"
"117","8","0","14900","15","0","0","0","0","0","0","14900","0","0","0","91002","0","0"
"118","8","0","15000","15","0","0","0","0","0","0","15000","0","0","0","91002","0","0"
