e488e8f4619cdf4a14d34c1096273278a57f9353f195ba5aecda2f7d771c5357,a74d31a23ea046797eb39058a9b3137691d66744167a5b99dfa7a9c4c0647066,289b8ec93e1069d1c72496d5d5f620dc6ddaf9ca459072956ad5ab81519baf92,b896c2f3d96610f308566d13df2b2b93a669eef3919b051519ec383de88a38dd,8f8a9d1b88b102d1e9db035fe46824ac4e533a95b98953178cf6c07dfce03524,493168e08fd42c9f3b6a6ebd6018f74bbdab797ca54d60fd41cbf54e68847fd0,b14b055c24313b06f8beccec95917c743ec583a16d835589698c774dc63ff0f2,4831ee0a1346ce592971b008c595cbeca8110a1d036b99734e8c83e0a1098712,1595ac1a4ddc5ea0981854d61e3c6c30a8208da137f30dca4c74d687e017a57b,3632b5e7ce6df99ec5f81c29de928ea907b27cf8f765a04c7428f6fc232cd007,d35bc7a5905619c3029cf6faa2bb5fa461d7918584c0a0c0e70b70667c4b3517,0d36f656c0bc951ad05a000edffd41833100eefdcc04440ba26e8b319a398694,f99e19aebce153395b4675046cc630116c49171196c7c3c84f46696fcd7ac21c,18a3e0323a31b073487f55bc2eb076ccb7f102bc90d7612d942bbdd12ed05393,5e65895774c63f1d23df0dccf1960d52d6a440fc4d8126a6a46d2583f7ea4eb8,c54782082d8e740b977160809a06ae274648b4841ae5e12cacc07c71acef8e44,c94c7c5ad539e68023638eab543b4e4d4371e4f5f921bc3872f4c058b6db9a3e,ee2eefe9bedac53fa2899d4eed9ecdf510c383f0839f94c3c5cc6ea20bfbf501,24afe3c097dafe1d2fb9424bed3fb2b3ae9a254ed1618999d7509286d8583c50,fc2145c8915ed523451b6808d69e233e24560a0e7045aa1eefe268fe8957c693,854bdc3dee7c7f93bae385ed1f756d8bfd96b0dc668323c4120dd0f538bcf9f5,10366b9bf7182cbf7cf99b14cdc173882bc956721139e59fedb2bb9d402bf25d
"1","-30","0","1.35","1.1","5","1","1","-50","101042","1003","150","0","210","-55","0","bgm_M55","101042","10030105","450","5","1.8"
"1","-30","0","0.7","0.6","1","1","1","0","101161","1004","250","-30","210","-120","10","bgm_M64","101161","10040101","-480","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101161","1004","0","0","200","-120","10","bgm_M64","101161","10040102","-260","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101161","1004","100","-10","200","55","0","bgm_M64","101161","10040103","-20","3","1.4"
"1","-30","0","1","0.9","4","1","1","-30","101161","1004","0","0","200","-30","0","bgm_M64","101161","10040104","180","4","1.3"
"1","-30","-40","0.9","0.9","5","1","1","-50","101162","1004","200","-30","250","-60","0","bgm_M55","101162","10040105","470","5","1.2"
"1","-30","0","0.7","0.6","1","1","1","0","101171","1005","250","-30","210","-120","10","bgm_M64","101161","10050101","-480","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101171","1005","0","0","200","-120","10","bgm_M64","101161","10050102","-260","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101171","1005","100","-10","200","45","0","bgm_M64","101161","10050103","-20","3","1.4"
"1","-30","0","1","0.7","4","1","1","0","101171","1005","0","0","200","-70","0","bgm_M64","101161","10050104","190","4","1"
"1","-30","-40","1","1","5","1","1","-30","101172","1005","200","0","240","-25","0","bgm_M55","101162","10050105","445","5","1.3"
"1","-30","0","0.7","0.6","1","1","1","0","101191","1006","250","-30","210","-120","10","bgm_M64","101161","10060101","-480","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101191","1006","0","0","200","-100","10","bgm_M64","101161","10060102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101191","1006","100","-10","200","65","0","bgm_M64","101161","10060103","-10","3","1.1"
"1","-30","0","1","0.8","4","1","1","0","101191","1006","0","0","200","-110","0","bgm_M64","101161","10060104","190","4","1.2"
"1","-30","0","1","0.9","5","1","1","-50","101192","1006","270","-45","280","-70","-10","bgm_M55","101162","10060105","485","5","1.15"
"1","-30","0","0.7","0.6","1","1","1","0","101201","1007","250","-30","210","-120","10","bgm_M64","101161","10070101","-480","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101201","1007","120","0","240","-120","10","bgm_M64","101161","10070102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101201","1007","100","-10","200","65","0","bgm_M64","101161","10070103","-10","3","1.1"
"1","-30","0","1","0.9","4","1","1","0","101201","1007","100","0","200","-110","0","bgm_M64","101161","10070104","190","4","1.2"
"1","-30","-20","1","1","5","1","1","-50","101202","1007","270","-45","250","-30","10","bgm_M55","101162","10070105","475","5","1.45"
"1","-30","0","0.7","0.6","1","1","1","0","101291","1008","250","-30","210","-120","10","bgm_M64","101161","10080101","-480","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101291","1008","120","0","240","-120","10","bgm_M64","101161","10080102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101291","1008","100","-10","200","65","0","bgm_M64","101161","10080103","-40","3","1.1"
"1","-30","0","1.3","0.9","4","1","1","0","101291","1008","100","0","200","-110","0","bgm_M64","101161","10080104","150","4","1.3"
"1","-30","-20","1.3","1.1","5","1","1","15","101292","1008","45","30","230","-15","30","bgm_M55","101162","10080105","490","5","1.45"
"1","-30","0","0.7","0.6","1","1","1","0","101301","1009","250","-30","210","-120","10","bgm_M64","101161","10090101","-480","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101301","1009","120","0","200","-120","10","bgm_M64","101161","10090102","-260","2","1.2"
"1","-30","-15","2.2","1.55","3","1","1","0","101301","1009","100","-10","200","100","0","bgm_M64","101161","10090103","-50","3","2.3"
"1","-30","0","1.3","1","4","1","1","15","101301","1009","100","0","200","-100","0","bgm_M64","101161","10090104","180","4","1.3"
"1","-30","-20","1.1","1","5","1","1","-15","101302","1009","200","-30","270","-55","10","bgm_M55","101162","10090105","470","5","1.2"
"1","-30","0","0.9","0.575","1","1","1","-25","101441","1010","170","-30","210","-130","10","bgm_M64","101161","10100101","-450","1","1"
"1","-30","0","1","0.75","2","1","1","0","101441","1010","120","0","200","-120","10","bgm_M64","101161","10100102","-250","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101441","1010","100","-10","200","50","0","bgm_M64","101161","10100103","-10","3","1.1"
"1","-30","0","1","0.9","4","1","1","-30","101441","1010","0","0","200","-100","0","bgm_M64","101161","10100104","180","4","1.3"
"1","-30","-20","1.1","0.95","5","1","1","-35","101442","1010","200","-30","270","-70","10","bgm_M55","101162","10100105","470","5","1.2"
"1","-30","0","0.9","0.575","1","1","1","-25","101451","1011","170","-30","210","-130","10","bgm_M64","101451","10110101","-450","1","1"
"1","-30","0","1","0.75","2","1","1","0","101451","1011","120","0","200","-120","10","bgm_M64","101451","10110102","-250","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101451","1011","100","-10","200","50","0","bgm_M64","101451","10110103","-20","3","1.4"
"1","-30","0","0.8","0.65","4","1","1","20","101451","1011","100","0","220","-100","0","bgm_M64","101451","10110104","200","4","0.9"
"1","-30","0","1.4","1.25","5","1","1","-35","101452","1011","200","-50","290","-70","0","bgm_M55","101452","10110105","510","5","1.55"
"1","-30","0","0.9","0.575","1","1","1","-25","101561","1012","170","-30","210","-130","10","bgm_M64","101451","10120101","-450","1","1"
"1","-30","0","1","0.9","2","1","1","0","101561","1012","120","0","240","-120","0","bgm_M64","101451","10120102","-240","2","1.2"
"1","-30","-5","0.8","0.6","3","1","1","0","101561","1012","100","-10","200","60","5","bgm_M64","101451","10120103","-30","3","0.9"
"1","-30","0","1.2","0.9","4","1","1","-30","101561","1012","100","0","200","-100","0","bgm_M64","101451","10120104","180","4","1.5"
"1","-30","0","1.35","1.25","5","1","1","-60","101562","1012","400","-50","290","-70","0","bgm_M55","101452","10120105","460","5","1.55"
"1","-30","0","0.7","0.6","1","1","1","0","101001","1013","250","-30","210","-120","10","bgm_M64","101001","10130101","-480","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101001","1013","0","0","200","-120","10","bgm_M64","101001","10130102","-260","2","1.2"
"1","-30","-13","1","0.7","3","1","1","0","101001","1013","100","-10","200","0","0","bgm_M64","101001","10130103","-40","3","1.1"
"1","-30","0","1","0.7","4","1","1","0","101001","1013","0","0","200","-50","0","bgm_M64","101001","10130104","240","4","1.2"
"1","-30","0","1","1.2","5","1","1","0","101011","1013","200","0","250","-40","0","bgm_M55","101011","10130105","480","5","1.3"
"1","-30","0","0.9","0.575","1","1","1","-25","101041","1014","170","-30","210","-130","10","bgm_M64","101041","10140101","-450","1","1"
"1","-30","0","1","0.75","2","1","1","0","101041","1014","120","0","200","-120","10","bgm_M64","101041","10140102","-250","2","1.2"
"1","-30","-15","2.2","1.55","3","1","1","0","101041","1014","100","-10","200","100","0","bgm_M64","101041","10140103","-50","3","2.3"
"1","-30","0","1","0.7","4","1","1","0","101041","1014","0","0","200","-70","0","bgm_M64","101041","10140104","190","4","1"
"1","-30","0","1.6","1.4","5","1","1","0","101042","1014","200","0","250","0","0","bgm_M55","101042","10140105","440","5","1.8"
"1","-30","0","0.7","0.6","1","1","1","0","101041","1015","250","-30","210","-125","10","bgm_M64","101161","10150101","-470","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101041","1015","120","0","200","-95","10","bgm_M64","101161","10150102","-210","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101041","1015","100","-10","200","-120","0","bgm_M64","101161","10150103","50","3","1.4"
"1","-30","0","1","0.7","4","1","1","43","101041","1015","150","0","200","35","0","bgm_M64","101162","10150104","195","4","1"
"1","-30","0","1.35","1.1","5","1","1","-50","101042","1015","150","0","210","-55","0","bgm_M55","101161","10150105","450","5","1.8"
"1","-30","0","0.85","0.6","1","1","1","0","101161","1016","250","0","210","-120","10","bgm_M64","101451","10160101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101161","1016","0","0","200","-100","10","bgm_M64","101451","10160102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101161","1016","100","-10","200","65","0","bgm_M64","101451","10160103","-10","3","1.1"
"1","-30","0","0.85","0.8","4","1","1","0","101161","1016","0","0","200","-110","0","bgm_M64","101451","10160104","190","4","1"
"1","-30","0","1","0.9","5","1","1","-50","101162","1016","270","-45","280","-70","-10","bgm_M55","101452","10160105","485","5","1.15"
"1","-30","0","0.7","0.6","1","1","1","0","101171","1017","200","-30","210","-120","10","bgm_M64","101171","10170101","-480","1","0.8"
"1","-30","0","0.7","0.6","2","1","1","0","101171","1017","200","0","240","-120","10","bgm_M64","101171","10170102","-260","2","1"
"1","-30","-15","1","0.9","3","1","1","-30","101171","1017","200","-10","200","65","0","bgm_M64","101171","10170103","-10","3","1.4"
"1","-30","0","1","0.9","4","1","1","-30","101171","1017","200","0","200","-110","0","bgm_M64","101171","10170104","190","4","1.3"
"1","-30","-20","1","1","5","1","1","-50","101172","1017","200","0","250","-30","10","bgm_M55","101172","10170105","475","5","1.45"
"1","-30","0","0.7","0.6","1","1","1","0","101191","1018","100","-30","210","-120","10","bgm_M64","101171","10180101","-480","1","0.8"
"1","-30","0","1","0.8","2","1","1","0","101191","1018","100","0","200","-100","10","bgm_M64","101171","10180102","-260","2","1.2"
"1","-30","-5","0.8","0.6","3","1","1","0","101191","1018","100","-10","200","65","5","bgm_M64","101171","10180103","-10","3","0.9"
"1","-30","-30","1","0.9","4","1","1","0","101191","1018","100","0","200","-110","0","bgm_M64","101171","10180104","190","4","1.2"
"1","-30","0","1","1.1","5","1","1","-50","101192","1018","100","-45","280","-70","-10","bgm_M55","101172","10180105","485","5","1.3"
"1","-30","0","0.85","0.6","1","1","1","0","101201","1019","100","0","210","-120","10","bgm_M64","101161","10190101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101201","1019","100","0","240","-120","10","bgm_M64","101161","10190102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101201","1019","100","-10","200","65","0","bgm_M64","101161","10190103","-10","3","1.1"
"1","-30","0","1","0.7","4","1","1","43","101201","1019","100","0","200","-110","0","bgm_M64","101161","10190104","190","4","1"
"1","-30","-20","1","1","5","1","1","-50","101202","1019","100","-45","250","-30","10","bgm_M55","101162","10190105","475","5","1.45"
"1","-30","0","0.85","0.6","1","1","1","0","101291","1020","100","0","210","-120","10","bgm_M64","101161","10200101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101291","1020","100","0","240","-120","10","bgm_M64","101161","10200102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101291","1020","100","-10","200","65","0","bgm_M64","101161","10200103","-40","3","1.1"
"1","-30","0","1","0.8","4","1","1","-30","101291","1020","100","0","200","-110","0","bgm_M64","101161","10200104","150","4","1.5"
"1","-30","-20","1","1.1","5","1","1","15","101292","1020","100","30","230","-15","30","bgm_M55","101162","10200105","490","5","1.45"
"1","-30","0","0.7","0.58","1","1","1","0","101301","1021","100","-30","210","-120","10","bgm_M64","101161","10210101","-480","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101301","1021","100","0","200","-120","10","bgm_M64","101161","10210102","-260","2","1.2"
"1","-30","0","1","0.93","3","1","1","-30","101301","1021","200","-10","200","100","-10","bgm_M64","101161","10210103","-50","3","1.4"
"1","-30","0","1.3","0.9","4","1","1","15","101301","1021","100","0","200","-100","0","bgm_M64","101161","10210104","180","4","1.3"
"1","-30","-20","1.1","1","5","1","1","-15","101302","1021","100","-30","270","-55","10","bgm_M55","101162","10210105","470","5","1.2"
"1","-30","0","0.85","0.575","1","1","1","0","101441","1022","100","0","210","-130","10","bgm_M64","101161","10220101","-450","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101441","1022","100","0","200","-120","10","bgm_M64","101161","10220102","-250","2","1.2"
"1","-30","-15","1.1","0.8","3","1","1","0","101441","1022","100","-10","200","50","0","bgm_M64","101161","10220103","-10","3","1.2"
"1","-30","0","1.3","0.9","4","1","1","15","101441","1022","100","0","200","-100","0","bgm_M64","101161","10220104","180","4","1.3"
"1","-30","-20","1.1","0.95","5","1","1","-35","101442","1022","100","-30","230","-70","10","bgm_M55","101162","10220105","470","5","1.2"
"1","-30","0","0.7","0.58","1","1","1","0","101451","1023","100","-30","210","-130","10","bgm_M64","101451","10230101","-450","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101451","1023","100","0","200","-120","10","bgm_M64","101451","10230102","-250","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101451","1023","100","-10","200","50","0","bgm_M64","101451","10230103","-20","3","1.4"
"1","-30","0","0.85","0.8","4","1","1","0","101451","1023","100","0","200","-100","0","bgm_M64","101451","10230104","200","4","1"
"1","-30","0","1.4","1.25","5","1","1","-35","101452","1023","100","-50","290","-70","0","bgm_M55","101452","10230105","510","5","1.55"
"1","-30","0","0.7","0.58","1","1","1","0","101561","1024","100","-30","210","-130","10","bgm_M64","101451","10240101","-450","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101561","1024","100","0","240","-120","0","bgm_M64","101451","10240102","-240","2","1.2"
"1","-30","-5","1","0.65","3","1","1","0","101561","1024","100","-10","200","60","5","bgm_M64","101451","10240103","-30","3","1.1"
"1","-30","0","1","0.7","4","1","1","0","101561","1024","100","0","200","-100","0","bgm_M64","101451","10240104","180","4","1.2"
"1","-30","0","1.35","1.25","5","1","1","-60","101562","1024","400","-50","290","-70","0","bgm_M55","101452","10240105","460","5","1.55"
"1","-30","0","0.7","0.58","1","1","1","0","101001","1025","100","-30","210","-120","10","bgm_M64","101451","10250101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101001","1025","100","0","200","-120","10","bgm_M64","101451","10250102","-260","2","1.2"
"1","-30","-13","0.8","0.6","3","1","1","0","101001","1025","100","-10","200","0","0","bgm_M64","101451","10250103","-40","3","0.9"
"1","-30","0","1","0.8","4","1","1","-30","101001","1025","100","0","200","-50","0","bgm_M64","101451","10250104","240","4","1.5"
"1","-30","0","1","1.2","5","1","1","0","101011","1025","100","0","250","-40","0","bgm_M55","101452","10250105","480","5","1.3"
"1","-30","0","0.9","0.575","1","1","1","-25","101021","1026","170","-30","210","-130","10","bgm_M64","101021","10260101","-450","1","1"
"1","-30","0","1","0.75","2","1","1","0","101021","1026","120","0","200","-120","10","bgm_M64","101021","10260102","-250","2","1.2"
"1","-30","-15","2.2","1.55","3","1","1","0","101021","1026","100","-10","200","100","0","bgm_M64","101021","10260103","-50","3","2.3"
"1","-30","0","1","0.7","4","1","1","43","101021","1026","150","0","200","-70","0","bgm_M64","101021","10260104","190","4","1"
"1","-30","0","1.6","1.4","5","1","1","0","101031","1026","200","0","220","0","0","bgm_M55","101031","10260105","440","5","1.8"
"1","-30","0","0.7","0.6","1","1","1","0","101041","1027","250","-30","210","-125","10","bgm_M64","101161","10270101","-470","1","0.8"
"1","-30","0","1","0.75","2","1","1","0","101041","1027","120","0","200","-95","10","bgm_M64","101161","10270102","-210","2","1.2"
"1","-30","-15","1","0.75","3","1","1","-10","101041","1027","100","-10","200","-120","10","bgm_M64","101161","10270103","50","3","1.2"
"1","-30","0","1","0.7","4","1","1","20","101041","1027","100","0","200","35","0","bgm_M64","101162","10270104","195","4","1.1"
"1","-30","0","1.35","1.1","5","1","1.3","-50","101042","1027","150","0","210","-55","0","bgm_M55","101161","10270105","450","5","1.8"
"1","-30","0","0.85","0.6","1","1","1","0","101161","1028","250","0","210","-120","10","bgm_M64","101161","10280101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101161","1028","0","0","200","-100","10","bgm_M64","101161","10280102","-260","2","1.2"
"1","-30","-5","1","0.65","3","1","1","0","101161","1028","100","-10","200","65","5","bgm_M64","101161","10280103","-10","3","1.1"
"1","-30","0","1.3","0.9","4","1","1","0","101161","1028","100","0","200","-110","0","bgm_M64","101161","10280104","190","4","1.35"
"1","-30","-40","1","0.9","5","1","1.3","-50","101162","1028","270","-45","280","-70","-10","bgm_M55","101162","10280105","485","5","1.15"
"1","-30","0","0.7","0.6","1","1","1","0","101171","1029","200","-30","210","-120","10","bgm_M64","101171","10290101","-480","1","0.8"
"1","-30","0","0.7","0.6","2","1","1","0","101171","1029","200","0","240","-120","10","bgm_M64","101171","10290102","-260","2","1"
"1","-30","-15","1","0.9","3","1","1","-30","101171","1029","200","-10","200","65","0","bgm_M64","101171","10290103","-10","3","1.4"
"1","-30","0","1","0.9","4","1","1","-30","101171","1029","200","0","200","-110","0","bgm_M64","101171","10290104","190","4","1.3"
"1","-30","-20","1","1","5","1","1","-50","101172","1029","200","0","250","-30","10","bgm_M55","101172","10290105","475","5","1.45"
"1","-30","0","0.7","0.6","1","1","1","0","101191","1030","100","-30","210","-120","10","bgm_M64","101171","10300101","-480","1","0.8"
"1","-30","0","1","0.8","2","1","1","0","101191","1030","100","0","200","-100","10","bgm_M64","101171","10300102","-260","2","1.2"
"1","-30","-5","0.8","0.6","3","1","1","0","101191","1030","100","-10","200","65","5","bgm_M64","101171","10300103","-10","3","0.9"
"1","-30","0","1","0.9","4","1","1","0","101191","1030","100","0","200","-110","0","bgm_M64","101171","10300104","190","4","1.2"
"1","-30","0","1","1.1","5","1.2","1","-50","101192","1030","200","-45","280","-70","-10","bgm_M55","101172","10300105","485","5","1.3"
"1","-30","0","0.85","0.6","1","1","1","0","101201","1031","100","0","210","-120","10","bgm_M64","101161","10310101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101201","1031","100","0","240","-120","10","bgm_M64","101161","10310102","-260","2","1.2"
"1","-30","-15","1","0.8","3","1","1","0","101201","1031","100","-10","200","65","0","bgm_M64","101161","10310103","-10","3","1.1"
"1","-30","0","1","0.7","4","1","1","43","101201","1031","100","0","200","-110","0","bgm_M64","101161","10310104","190","4","1"
"1","-30","-20","1","1","5","1","1","-50","101202","1031","100","-45","250","-30","10","bgm_M55","101162","10310105","475","5","1.45"
"1","-30","0","0.85","0.6","1","1","1","0","101291","1032","100","0","210","-120","10","bgm_M64","101291","10320101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101291","1032","100","0","240","-120","10","bgm_M64","101291","10320102","-260","2","1.2"
"1","-30","-15","1","0.9","3","1","1","0","101291","1032","100","-10","200","65","0","bgm_M64","101291","10320103","-40","3","1.3"
"1","-30","0","1","0.8","4","1","1","-30","101291","1032","100","0","200","-110","0","bgm_M64","101291","10320104","150","4","1.3"
"1","-30","-20","1","1.1","5","1","1","15","101292","1032","100","30","230","-15","30","bgm_M55","101292","10320105","490","5","1.45"
"1","-30","0","0.7","0.58","1","1","1","0","101301","1033","100","-30","210","-120","10","bgm_M64","101301","10330101","-480","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101301","1033","100","0","200","-120","10","bgm_M64","101301","10330102","-260","2","1.2"
"1","-30","0","1","0.93","3","1","1","-30","101301","1033","200","-10","200","100","-10","bgm_M64","101301","10330103","-50","3","1.4"
"1","-30","0","1","0.9","4","1","1","15","101301","1033","100","0","200","-100","0","bgm_M64","101301","10330104","100","4","1.3"
"1","-30","-20","1.1","1","5","1","1","-15","101302","1033","100","-30","270","-55","10","bgm_M55","101302","10330105","470","5","1.2"
"1","-30","0","0.85","0.575","1","1","1","0","101441","1034","100","0","210","-130","10","bgm_M64","101161","10340101","-450","1","0.8"
"1","-30","0","0.7","0.75","2","1","1","0","101441","1034","200","0","200","-120","10","bgm_M64","101161","10340102","-250","2","1"
"1","-30","-15","1.1","0.8","3","1","1","0","101441","1034","100","-10","200","50","0","bgm_M64","101161","10340103","-10","3","1.2"
"1","-30","0","1","0.9","4","1","1","43","101441","1034","150","0","200","-100","0","bgm_M64","101161","10340104","180","4","1"
"1","-30","-20","1.1","0.95","5","1","1","-35","101442","1034","100","-30","230","-70","10","bgm_M55","101162","10340105","470","5","1.2"
"1","-30","0","0.7","0.58","1","1","1","0","101451","1035","100","-30","210","-130","10","bgm_M64","101451","10350101","-450","1","0.8"
"1","-30","0","1","0.9","2","1","1","0","101451","1035","100","0","200","-120","10","bgm_M64","101451","10350102","-250","2","1.2"
"1","-30","-15","1","0.9","3","1","1","-30","101451","1035","100","-10","200","50","0","bgm_M64","101451","10350103","-20","3","1.4"
"1","-30","0","0.85","0.8","4","1","1","0","101451","1035","100","0","200","-100","0","bgm_M64","101451","10350104","200","4","1"
"1","-30","0","1.4","1.25","5","1.2","1","-35","101452","1035","100","-50","290","-70","0","bgm_M55","101452","10350105","510","5","1.55"
"1","-30","0","0.7","0.58","1","1","1","0","101561","1036","100","-30","210","-130","10","bgm_M64","101451","10360101","-450","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101561","1036","100","0","240","-120","0","bgm_M64","101451","10360102","-240","2","1.2"
"1","-30","-5","1","0.65","3","1","1","0","101561","1036","100","-10","200","60","5","bgm_M64","101451","10360103","-30","3","1.1"
"1","-30","0","1","1.1","4","1","1","0","101561","1036","100","0","200","-100","0","bgm_M64","101451","10360104","180","4","1.2"
"1","-30","0","1.35","1.25","5","1.4","1","-60","101562","1036","400","-50","290","-70","0","bgm_M55","101452","10360105","460","5","1.55"
"1","-30","0","0.7","0.58","1","1","1","0","101001","1037","100","-30","210","-120","10","bgm_M64","101451","10370101","-480","1","0.8"
"1","-30","0","1.1","0.75","2","1","1","0","101001","1037","100","0","200","-120","10","bgm_M64","101451","10370102","-260","2","1.2"
"1","-30","-13","0.55","0.6","3","1.4","1","-50","101001","1037","150","-60","200","0","0","bgm_M64","101451","10370103","-40","3","0.9"
"1","-30","0","1","0.8","4","1","1","-30","101001","1037","100","0","200","-50","0","bgm_M64","101451","10370104","240","4","1.3"
"1","-30","0","1","1.2","5","1.2","1","0","101011","1037","100","0","250","-40","0","bgm_M55","101452","10370105","480","5","1.3"
"1","-30","0","0.9","0.575","1","1","1","-25","101021","1038","170","-30","210","-110","10","bgm_M64","101021","10380101","-450","1","1"
"1","-30","0","1","0.75","2","1","1","0","101021","1038","120","0","200","-120","10","bgm_M64","101021","10380102","-250","2","1.2"
"1","-30","-15","1.1","0.8","3","1","1","0","101021","1038","100","-10","200","100","0","bgm_M64","101021","10380103","-50","3","1.2"
