14afbcb9d66ea3012bc157890259db94186061f47147b517abfbf4b7e3e58471,033dd9f16e49f05a0f95bc3919eb7b4dae708224402bf510a30afdc5ff0c5ee3,8d746ea35c6130d1ae2d462ad9f760a2f6fca48e284bf8d3c406ee7a67e7dd39,018d326e9d9c393a6c3aefadc8a1828d43e5c14c69d4b9cd35712968860b6772,e194102f3e2d2d42d22ab239198d0cba2f9d314f0ef0943905379fcfabf7e89c,a1c7c07cd780587363361c372dc3193af3c6c6026f16ebd8298e0e31b623e0df,7bfc86875548c7471f5f6b424127b226c16707640b0c8a2ddf76382c06da15e5
"10103","7","0","2","0","450","0"
"10103","7","1","2","0","480","0"
"10103","7","2","2","0","510","0"
"10103","7","3","2","0","540","0"
"10103","7","4","2","0","570","0"
"10103","7","5","2","0","600","0"
"10103","7","0","3","0","750","0"
"10103","7","1","3","0","780","0"
"10103","7","2","3","0","810","0"
"10103","7","3","3","0","840","0"
"10103","7","4","3","0","870","0"
"10103","7","5","3","0","900","0"
"10103","7","0","4","0","1050","0"
"10103","7","1","4","0","1080","0"
"10103","7","2","4","0","1110","0"
"10103","7","3","4","0","1140","0"
"10103","7","4","4","0","1170","0"
"10103","7","5","4","0","1200","0"
"10103","7","0","5","0","1350","0"
"10103","7","1","5","0","1380","0"
"10103","7","2","5","0","1410","0"
"10103","7","3","5","0","1440","0"
"10103","7","4","5","0","1470","0"
"10103","7","5","5","0","1500","0"
"10104","10","0","1","0","300","0"
"10104","10","1","1","0","360","0"
"10104","10","2","1","0","420","0"
"10104","10","3","1","0","480","0"
"10104","10","4","1","0","540","0"
"10104","10","5","1","0","600","0"
"10104","10","0","2","0","900","0"
"10104","10","1","2","0","960","0"
"10104","10","2","2","0","1020","0"
"10104","10","3","2","0","1080","0"
"10104","10","4","2","0","1140","0"
"10104","10","5","2","0","1200","0"
"10104","10","0","3","0","1500","0"
"10104","10","1","3","0","1560","0"
"10104","10","2","3","0","1620","0"
"10104","10","3","3","0","1680","0"
"10104","10","4","3","0","1740","0"
"10104","10","5","3","0","1800","0"
"10104","10","0","4","0","2100","0"
"10104","10","1","4","0","2160","0"
"10104","10","2","4","0","2220","0"
"10104","10","3","4","0","2280","0"
"10104","10","4","4","0","2340","0"
"10104","10","5","4","0","2400","0"
"10104","10","0","5","0","2700","0"
"10104","10","1","5","0","2760","0"
"10104","10","2","5","0","2820","0"
"10104","10","3","5","0","2880","0"
"10104","10","4","5","0","2940","0"
"10104","10","5","5","0","3000","0"
"10201","2","0","1","0","300","0"
"10201","2","1","1","0","360","0"
"10201","2","2","1","0","420","0"
"10201","2","3","1","0","480","0"
"10201","2","4","1","0","540","0"
"10201","2","5","1","0","600","0"
"10201","2","0","2","0","900","0"
"10201","2","1","2","0","960","0"
"10201","2","2","2","0","1020","0"
"10201","2","3","2","0","1080","0"
"10201","2","4","2","0","1140","0"
"10201","2","5","2","0","1200","0"
"10201","2","0","3","0","1500","0"
"10201","2","1","3","0","1560","0"
"10201","2","2","3","0","1620","0"
"10201","2","3","3","0","1680","0"
"10201","2","4","3","0","1740","0"
"10201","2","5","3","0","1800","0"
"10201","2","0","4","0","2100","0"
"10201","2","1","4","0","2160","0"
"10201","2","2","4","0","2220","0"
"10201","2","3","4","0","2280","0"
"10201","2","4","4","0","2340","0"
"10201","2","5","4","0","2400","0"
"10201","2","0","5","0","2700","0"
"10201","2","1","5","0","2760","0"
"10201","2","2","5","0","2820","0"
"10201","2","3","5","0","2880","0"
"10201","2","4","5","0","2940","0"
"10201","2","5","5","0","3000","0"
"10202","5","0","1","0","150","0"
"10202","5","1","1","0","180","0"
"10202","5","2","1","0","210","0"
"10202","5","3","1","0","240","0"
"10202","5","4","1","0","270","0"
"10202","5","5","1","0","300","0"
"10202","5","0","2","0","450","0"
"10202","5","1","2","0","480","0"
"10202","5","2","2","0","510","0"
"10202","5","3","2","0","540","0"
"10202","5","4","2","0","570","0"
"10202","5","5","2","0","600","0"
"10202","5","0","3","0","750","0"
"10202","5","1","3","0","780","0"
"10202","5","2","3","0","810","0"
"10202","5","3","3","0","840","0"
"10202","5","4","3","0","870","0"
"10202","5","5","3","0","900","0"
"10202","5","0","4","0","1050","0"
"10202","5","1","4","0","1080","0"
"10202","5","2","4","0","1110","0"
"10202","5","3","4","0","1140","0"
"10202","5","4","4","0","1170","0"
"10202","5","5","4","0","1200","0"
"10202","5","0","5","0","1350","0"
"10202","5","1","5","0","1380","0"
"10202","5","2","5","0","1410","0"
"10202","5","3","5","0","1440","0"
"10202","5","4","5","0","1470","0"
"10202","5","5","5","0","1500","0"
"10203","6","0","1","0","150","0"
"10203","6","1","1","0","180","0"
"10203","6","2","1","0","210","0"
"10203","6","3","1","0","240","0"
"10203","6","4","1","0","270","0"
"10203","6","5","1","0","300","0"
"10203","6","0","2","0","450","0"
"10203","6","1","2","0","480","0"
"10203","6","2","2","0","510","0"
"10203","6","3","2","0","540","0"
"10203","6","4","2","0","570","0"
"10203","6","5","2","0","600","0"
"10203","6","0","3","0","750","0"
"10203","6","1","3","0","780","0"
"10203","6","2","3","0","810","0"
"10203","6","3","3","0","840","0"
"10203","6","4","3","0","870","0"
"10203","6","5","3","0","900","0"
"10203","6","0","4","0","1050","0"
"10203","6","1","4","0","1080","0"
"10203","6","2","4","0","1110","0"
"10203","6","3","4","0","1140","0"
"10203","6","4","4","0","1170","0"
"10203","6","5","4","0","1200","0"
"10203","6","0","5","0","1350","0"
"10203","6","1","5","0","1380","0"
"10203","6","2","5","0","1410","0"
"10203","6","3","5","0","1440","0"
"10203","6","4","5","0","1470","0"
"10203","6","5","5","0","1500","0"
"10204","10","0","1","0","300","0"
"10204","10","1","1","0","360","0"
"10204","10","2","1","0","420","0"
"10204","10","3","1","0","480","0"
"10204","10","4","1","0","540","0"
"10204","10","5","1","0","600","0"
"10204","10","0","2","0","900","0"
"10204","10","1","2","0","960","0"
"10204","10","2","2","0","1020","0"
"10204","10","3","2","0","1080","0"
"10204","10","4","2","0","1140","0"
"10204","10","5","2","0","1200","0"
"10204","10","0","3","0","1500","0"
"10204","10","1","3","0","1560","0"
"10204","10","2","3","0","1620","0"
"10204","10","3","3","0","1680","0"
"10204","10","4","3","0","1740","0"
"10204","10","5","3","0","1800","0"
"10204","10","0","4","0","2100","0"
"10204","10","1","4","0","2160","0"
"10204","10","2","4","0","2220","0"
"10204","10","3","4","0","2280","0"
"10204","10","4","4","0","2340","0"
"10204","10","5","4","0","2400","0"
"10204","10","0","5","0","2700","0"
"10204","10","1","5","0","2760","0"
"10204","10","2","5","0","2820","0"
"10204","10","3","5","0","2880","0"
"10204","10","4","5","0","2940","0"
"10204","10","5","5","0","3000","0"
"10301","1","0","1","0","150","0"
"10301","1","1","1","0","180","0"
"10301","1","2","1","0","210","0"
"10301","1","3","1","0","240","0"
"10301","1","4","1","0","270","0"
"10301","1","5","1","0","300","0"
"10301","1","0","2","0","450","0"
"10301","1","1","2","0","480","0"
"10301","1","2","2","0","510","0"
"10301","1","3","2","0","540","0"
"10301","1","4","2","0","570","0"
"10301","1","5","2","0","600","0"
"10301","1","0","3","0","750","0"
"10301","1","1","3","0","780","0"
"10301","1","2","3","0","810","0"
"10301","1","3","3","0","840","0"
"10301","1","4","3","0","870","0"
"10301","1","5","3","0","900","0"
"10301","1","0","4","0","1050","0"
"10301","1","1","4","0","1080","0"
"10301","1","2","4","0","1110","0"
"10301","1","3","4","0","1140","0"
"10301","1","4","4","0","1170","0"
"10301","1","5","4","0","1200","0"
"10301","1","0","5","0","1350","0"
"10301","1","1","5","0","1380","0"
"10301","1","2","5","0","1410","0"
"10301","1","3","5","0","1440","0"
"10301","1","4","5","0","1470","0"
"10301","1","5","5","0","1500","0"
"10302","3","0","1","0","150","0"
"10302","3","1","1","0","180","0"
"10302","3","2","1","0","210","0"
"10302","3","3","1","0","240","0"
"10302","3","4","1","0","270","0"
"10302","3","5","1","0","300","0"
"10302","3","0","2","0","450","0"
"10302","3","1","2","0","480","0"
"10302","3","2","2","0","510","0"
"10302","3","3","2","0","540","0"
"10302","3","4","2","0","570","0"
"10302","3","5","2","0","600","0"
"10302","3","0","3","0","750","0"
"10302","3","1","3","0","780","0"
"10302","3","2","3","0","810","0"
"10302","3","3","3","0","840","0"
"10302","3","4","3","0","870","0"
"10302","3","5","3","0","900","0"
"10302","3","0","4","0","1050","0"
"10302","3","1","4","0","1080","0"
"10302","3","2","4","0","1110","0"
"10302","3","3","4","0","1140","0"
"10302","3","4","4","0","1170","0"
"10302","3","5","4","0","1200","0"
"10302","3","0","5","0","1350","0"
"10302","3","1","5","0","1380","0"
"10302","3","2","5","0","1410","0"
"10302","3","3","5","0","1440","0"
"10302","3","4","5","0","1470","0"
"10302","3","5","5","0","1500","0"
"10303","4","0","1","0","150","0"
"10303","4","1","1","0","180","0"
"10303","4","2","1","0","210","0"
"10303","4","3","1","0","240","0"
"10303","4","4","1","0","270","0"
"10303","4","5","1","0","300","0"
"10303","4","0","2","0","450","0"
"10303","4","1","2","0","480","0"
"10303","4","2","2","0","510","0"
"10303","4","3","2","0","540","0"
"10303","4","4","2","0","570","0"
"10303","4","5","2","0","600","0"
"10303","4","0","3","0","750","0"
"10303","4","1","3","0","780","0"
"10303","4","2","3","0","810","0"
"10303","4","3","3","0","840","0"
"10303","4","4","3","0","870","0"
"10303","4","5","3","0","900","0"
"10303","4","0","4","0","1050","0"
"10303","4","1","4","0","1080","0"
"10303","4","2","4","0","1110","0"
"10303","4","3","4","0","1140","0"
"10303","4","4","4","0","1170","0"
"10303","4","5","4","0","1200","0"
"10303","4","0","5","0","1350","0"
"10303","4","1","5","0","1380","0"
"10303","4","2","5","0","1410","0"
"10303","4","3","5","0","1440","0"
"10303","4","4","5","0","1470","0"
"10303","4","5","5","0","1500","0"
"10304","11","0","1","0","200","0"
"10304","11","1","1","0","240","0"
"10304","11","2","1","0","280","0"
"10304","11","3","1","0","320","0"
"10304","11","4","1","0","360","0"
"10304","11","5","1","0","400","0"
"10304","11","0","2","0","600","0"
"10304","11","1","2","0","640","0"
"10304","11","2","2","0","680","0"
"10304","11","3","2","0","720","0"
"10304","11","4","2","0","760","0"
"10304","11","5","2","0","800","0"
"10304","11","0","3","0","1000","0"
"10304","11","1","3","0","1040","0"
"10304","11","2","3","0","1080","0"
"10304","11","3","3","0","1120","0"
"10304","11","4","3","0","1160","0"
"10304","11","5","3","0","1200","0"
"10304","11","0","4","0","1400","0"
"10304","11","1","4","0","1440","0"
"10304","11","2","4","0","1480","0"
"10304","11","3","4","0","1520","0"
"10304","11","4","4","0","1560","0"
"10304","11","5","4","0","1600","0"
"10304","11","0","5","0","1800","0"
"10304","11","1","5","0","1840","0"
"10304","11","2","5","0","1880","0"
"10304","11","3","5","0","1920","0"
"10304","11","4","5","0","1960","0"
"10304","11","5","5","0","2000","0"
"10401","1","0","1","0","150","0"
"10401","1","1","1","0","180","0"
"10401","1","2","1","0","210","0"
"10401","1","3","1","0","240","0"
"10401","1","4","1","0","270","0"
"10401","1","5","1","0","300","0"
"10401","1","0","2","0","450","0"
"10401","1","1","2","0","480","0"
"10401","1","2","2","0","510","0"
"10401","1","3","2","0","540","0"
"10401","1","4","2","0","570","0"
"10401","1","5","2","0","600","0"
"10401","1","0","3","0","750","0"
"10401","1","1","3","0","780","0"
"10401","1","2","3","0","810","0"
"10401","1","3","3","0","840","0"
"10401","1","4","3","0","870","0"
"10401","1","5","3","0","900","0"
"10401","1","0","4","0","1050","0"
"10401","1","1","4","0","1080","0"
"10401","1","2","4","0","1110","0"
"10401","1","3","4","0","1140","0"
"10401","1","4","4","0","1170","0"
"10401","1","5","4","0","1200","0"
"10401","1","0","5","0","1350","0"
"10401","1","1","5","0","1380","0"
"10401","1","2","5","0","1410","0"
"10401","1","3","5","0","1440","0"
"10401","1","4","5","0","1470","0"
"10401","1","5","5","0","1500","0"
"10402","3","0","1","0","150","0"
"10402","3","1","1","0","180","0"
"10402","3","2","1","0","210","0"
"10402","3","3","1","0","240","0"
"10402","3","4","1","0","270","0"
"10402","3","5","1","0","300","0"
"10402","3","0","2","0","450","0"
"10402","3","1","2","0","480","0"
"10402","3","2","2","0","510","0"
"10402","3","3","2","0","540","0"
"10402","3","4","2","0","570","0"
"10402","3","5","2","0","600","0"
"10402","3","0","3","0","750","0"
"10402","3","1","3","0","780","0"
"10402","3","2","3","0","810","0"
"10402","3","3","3","0","840","0"
"10402","3","4","3","0","870","0"
"10402","3","5","3","0","900","0"
"10402","3","0","4","0","1050","0"
"10402","3","1","4","0","1080","0"
"10402","3","2","4","0","1110","0"
"10402","3","3","4","0","1140","0"
"10402","3","4","4","0","1170","0"
"10402","3","5","4","0","1200","0"
"10402","3","0","5","0","1350","0"
"10402","3","1","5","0","1380","0"
"10402","3","2","5","0","1410","0"
"10402","3","3","5","0","1440","0"
"10402","3","4","5","0","1470","0"
"10402","3","5","5","0","1500","0"
"10403","4","0","1","0","150","0"
"10403","4","1","1","0","180","0"
"10403","4","2","1","0","210","0"
"10403","4","3","1","0","240","0"
"10403","4","4","1","0","270","0"
"10403","4","5","1","0","300","0"
"10403","4","0","2","0","450","0"
"10403","4","1","2","0","480","0"
"10403","4","2","2","0","510","0"
"10403","4","3","2","0","540","0"
"10403","4","4","2","0","570","0"
"10403","4","5","2","0","600","0"
"10403","4","0","3","0","750","0"
"10403","4","1","3","0","780","0"
"10403","4","2","3","0","810","0"
"10403","4","3","3","0","840","0"
"10403","4","4","3","0","870","0"
"10403","4","5","3","0","900","0"
"10403","4","0","4","0","1050","0"
"10403","4","1","4","0","1080","0"
"10403","4","2","4","0","1110","0"
"10403","4","3","4","0","1140","0"
"10403","4","4","4","0","1170","0"
"10403","4","5","4","0","1200","0"
"10403","4","0","5","0","1350","0"
"10403","4","1","5","0","1380","0"
"10403","4","2","5","0","1410","0"
"10403","4","3","5","0","1440","0"
"10403","4","4","5","0","1470","0"
"10403","4","5","5","0","1500","0"
"10404","12","0","1","0","200","0"
"10404","12","1","1","0","240","0"
"10404","12","2","1","0","280","0"
"10404","12","3","1","0","320","0"
"10404","12","4","1","0","360","0"
"10404","12","5","1","0","400","0"
"10404","12","0","2","0","600","0"
"10404","12","1","2","0","640","0"
"10404","12","2","2","0","680","0"
"10404","12","3","2","0","720","0"
"10404","12","4","2","0","760","0"
"10404","12","5","2","0","800","0"
"10404","12","0","3","0","1000","0"
"10404","12","1","3","0","1040","0"
"10404","12","2","3","0","1080","0"
"10404","12","3","3","0","1120","0"
"10404","12","4","3","0","1160","0"
"10404","12","5","3","0","1200","0"
"10404","12","0","4","0","1400","0"
"10404","12","1","4","0","1440","0"
"10404","12","2","4","0","1480","0"
"10404","12","3","4","0","1520","0"
"10404","12","4","4","0","1560","0"
"10404","12","5","4","0","1600","0"
"10404","12","0","5","0","1800","0"
"10404","12","1","5","0","1840","0"
"10404","12","2","5","0","1880","0"
"10404","12","3","5","0","1920","0"
"10404","12","4","5","0","1960","0"
"10404","12","5","5","0","2000","0"
"10501","1","0","1","0","150","0"
"10501","1","1","1","0","180","0"
"10501","1","2","1","0","210","0"
"10501","1","3","1","0","240","0"
"10501","1","4","1","0","270","0"
"10501","1","5","1","0","300","0"
"10501","1","0","2","0","450","0"
"10501","1","1","2","0","480","0"
"10501","1","2","2","0","510","0"
"10501","1","3","2","0","540","0"
"10501","1","4","2","0","570","0"
"10501","1","5","2","0","600","0"
"10501","1","0","3","0","750","0"
"10501","1","1","3","0","780","0"
"10501","1","2","3","0","810","0"
"10501","1","3","3","0","840","0"
"10501","1","4","3","0","870","0"
"10501","1","5","3","0","900","0"
"10501","1","0","4","0","1050","0"
"10501","1","1","4","0","1080","0"
"10501","1","2","4","0","1110","0"
"10501","1","3","4","0","1140","0"
"10501","1","4","4","0","1170","0"
"10501","1","5","4","0","1200","0"
"10501","1","0","5","0","1350","0"
"10501","1","1","5","0","1380","0"
"10501","1","2","5","0","1410","0"
"10501","1","3","5","0","1440","0"
"10501","1","4","5","0","1470","0"
"10501","1","5","5","0","1500","0"
"10502","3","0","1","0","150","0"
"10502","3","1","1","0","180","0"
"10502","3","2","1","0","210","0"
"10502","3","3","1","0","240","0"
"10502","3","4","1","0","270","0"
"10502","3","5","1","0","300","0"
"10502","3","0","2","0","450","0"
"10502","3","1","2","0","480","0"
"10502","3","2","2","0","510","0"
"10502","3","3","2","0","540","0"
"10502","3","4","2","0","570","0"
"10502","3","5","2","0","600","0"
"10502","3","0","3","0","750","0"
"10502","3","1","3","0","780","0"
"10502","3","2","3","0","810","0"
"10502","3","3","3","0","840","0"
"10502","3","4","3","0","870","0"
"10502","3","5","3","0","900","0"
"10502","3","0","4","0","1050","0"
"10502","3","1","4","0","1080","0"
"10502","3","2","4","0","1110","0"
"10502","3","3","4","0","1140","0"
"10502","3","4","4","0","1170","0"
"10502","3","5","4","0","1200","0"
"10502","3","0","5","0","1350","0"
"10502","3","1","5","0","1380","0"
"10502","3","2","5","0","1410","0"
"10502","3","3","5","0","1440","0"
"10502","3","4","5","0","1470","0"
"10502","3","5","5","0","1500","0"
"10503","4","0","1","0","150","0"
"10503","4","1","1","0","180","0"
"10503","4","2","1","0","210","0"
"10503","4","3","1","0","240","0"
"10503","4","4","1","0","270","0"
"10503","4","5","1","0","300","0"
"10503","4","0","2","0","450","0"
"10503","4","1","2","0","480","0"
"10503","4","2","2","0","510","0"
"10503","4","3","2","0","540","0"
"10503","4","4","2","0","570","0"
"10503","4","5","2","0","600","0"
"10503","4","0","3","0","750","0"
"10503","4","1","3","0","780","0"
"10503","4","2","3","0","810","0"
"10503","4","3","3","0","840","0"
"10503","4","4","3","0","870","0"
"10503","4","5","3","0","900","0"
"10503","4","0","4","0","1050","0"
"10503","4","1","4","0","1080","0"
"10503","4","2","4","0","1110","0"
"10503","4","3","4","0","1140","0"
"10503","4","4","4","0","1170","0"
"10503","4","5","4","0","1200","0"
"10503","4","0","5","0","1350","0"
"10503","4","1","5","0","1380","0"
"10503","4","2","5","0","1410","0"
"10503","4","3","5","0","1440","0"
"10503","4","4","5","0","1470","0"
"10503","4","5","5","0","1500","0"
"10504","14","0","1","0","500","0"
"10504","14","1","1","0","600","0"
"10504","14","2","1","0","700","0"
"10504","14","3","1","0","800","0"
"10504","14","4","1","0","900","0"
"10504","14","5","1","0","1000","0"
"10504","14","0","2","0","1500","0"
"10504","14","1","2","0","1600","0"
"10504","14","2","2","0","1700","0"
"10504","14","3","2","0","1800","0"
"10504","14","4","2","0","1900","0"
"10504","14","5","2","0","2000","0"
"10504","14","0","3","0","2500","0"
"10504","14","1","3","0","2600","0"
"10504","14","2","3","0","2700","0"
"10504","14","3","3","0","2800","0"
"10504","14","4","3","0","2900","0"
"10504","14","5","3","0","3000","0"
"10504","14","0","4","0","3500","0"
"10504","14","1","4","0","3600","0"
"10504","14","2","4","0","3700","0"
"10504","14","3","4","0","3800","0"
"10504","14","4","4","0","3900","0"
"10504","14","5","4","0","4000","0"
"10504","14","0","5","0","4500","0"
"10504","14","1","5","0","4600","0"
"10504","14","2","5","0","4700","0"
"10504","14","3","5","0","4800","0"
"10504","14","4","5","0","4900","0"
"10504","14","5","5","0","5000","0"
"10601","1","0","1","0","150","0"
"10601","1","1","1","0","180","0"
"10601","1","2","1","0","210","0"
"10601","1","3","1","0","240","0"
"10601","1","4","1","0","270","0"
"10601","1","5","1","0","300","0"
"10601","1","0","2","0","450","0"
"10601","1","1","2","0","480","0"
"10601","1","2","2","0","510","0"
"10601","1","3","2","0","540","0"
"10601","1","4","2","0","570","0"
"10601","1","5","2","0","600","0"
"10601","1","0","3","0","750","0"
"10601","1","1","3","0","780","0"
"10601","1","2","3","0","810","0"
"10601","1","3","3","0","840","0"
"10601","1","4","3","0","870","0"
"10601","1","5","3","0","900","0"
"10601","1","0","4","0","1050","0"
"10601","1","1","4","0","1080","0"
"10601","1","2","4","0","1110","0"
"10601","1","3","4","0","1140","0"
"10601","1","4","4","0","1170","0"
"10601","1","5","4","0","1200","0"
"10601","1","0","5","0","1350","0"
"10601","1","1","5","0","1380","0"
"10601","1","2","5","0","1410","0"
"10601","1","3","5","0","1440","0"
"10601","1","4","5","0","1470","0"
"10601","1","5","5","0","1500","0"
"10602","3","0","1","0","150","0"
"10602","3","1","1","0","180","0"
"10602","3","2","1","0","210","0"
"10602","3","3","1","0","240","0"
"10602","3","4","1","0","270","0"
"10602","3","5","1","0","300","0"
"10602","3","0","2","0","450","0"
"10602","3","1","2","0","480","0"
"10602","3","2","2","0","510","0"
"10602","3","3","2","0","540","0"
"10602","3","4","2","0","570","0"
"10602","3","5","2","0","600","0"
"10602","3","0","3","0","750","0"
"10602","3","1","3","0","780","0"
"10602","3","2","3","0","810","0"
"10602","3","3","3","0","840","0"
"10602","3","4","3","0","870","0"
"10602","3","5","3","0","900","0"
"10602","3","0","4","0","1050","0"
"10602","3","1","4","0","1080","0"
"10602","3","2","4","0","1110","0"
"10602","3","3","4","0","1140","0"
"10602","3","4","4","0","1170","0"
"10602","3","5","4","0","1200","0"
"10602","3","0","5","0","1350","0"
"10602","3","1","5","0","1380","0"
"10602","3","2","5","0","1410","0"
"10602","3","3","5","0","1440","0"
"10602","3","4","5","0","1470","0"
"10602","3","5","5","0","1500","0"
"10603","4","0","1","0","150","0"
"10603","4","1","1","0","180","0"
"10603","4","2","1","0","210","0"
"10603","4","3","1","0","240","0"
"10603","4","4","1","0","270","0"
"10603","4","5","1","0","300","0"
"10603","4","0","2","0","450","0"
"10603","4","1","2","0","480","0"
"10603","4","2","2","0","510","0"
"10603","4","3","2","0","540","0"
"10603","4","4","2","0","570","0"
"10603","4","5","2","0","600","0"
"10603","4","0","3","0","750","0"
"10603","4","1","3","0","780","0"
"10603","4","2","3","0","810","0"
"10603","4","3","3","0","840","0"
"10603","4","4","3","0","870","0"
"10603","4","5","3","0","900","0"
"10603","4","0","4","0","1050","0"
"10603","4","1","4","0","1080","0"
"10603","4","2","4","0","1110","0"
"10603","4","3","4","0","1140","0"
"10603","4","4","4","0","1170","0"
"10603","4","5","4","0","1200","0"
"10603","4","0","5","0","1350","0"
"10603","4","1","5","0","1380","0"
"10603","4","2","5","0","1410","0"
"10603","4","3","5","0","1440","0"
"10603","4","4","5","0","1470","0"
"10603","4","5","5","0","1500","0"
"10604","13","0","1","0","200","0"
"10604","13","1","1","0","240","0"
"10604","13","2","1","0","280","0"
"10604","13","3","1","0","320","0"
"10604","13","4","1","0","360","0"
"10604","13","5","1","0","400","0"
"10604","13","0","2","0","600","0"
"10604","13","1","2","0","640","0"
"10604","13","2","2","0","680","0"
"10604","13","3","2","0","720","0"
"10604","13","4","2","0","760","0"
"10604","13","5","2","0","800","0"
"10604","13","0","3","0","1000","0"
"10604","13","1","3","0","1040","0"
"10604","13","2","3","0","1080","0"
"10604","13","3","3","0","1120","0"
"10604","13","4","3","0","1160","0"
"10604","13","5","3","0","1200","0"
"10604","13","0","4","0","1400","0"
"10604","13","1","4","0","1440","0"
"10604","13","2","4","0","1480","0"
"10604","13","3","4","0","1520","0"
"10604","13","4","4","0","1560","0"
"10604","13","5","4","0","1600","0"
"10604","13","0","5","0","1800","0"
"10604","13","1","5","0","1840","0"
"10604","13","2","5","0","1880","0"
"10604","13","3","5","0","1920","0"
"10604","13","4","5","0","1960","0"
"10604","13","5","5","0","2000","0"
"10701","1","0","1","0","150","0"
"10701","1","1","1","0","180","0"
"10701","1","2","1","0","210","0"
"10701","1","3","1","0","240","0"
"10701","1","4","1","0","270","0"
"10701","1","5","1","0","300","0"
"10701","1","0","2","0","450","0"
"10701","1","1","2","0","480","0"
"10701","1","2","2","0","510","0"
"10701","1","3","2","0","540","0"
"10701","1","4","2","0","570","0"
"10701","1","5","2","0","600","0"
"10701","1","0","3","0","750","0"
"10701","1","1","3","0","780","0"
"10701","1","2","3","0","810","0"
"10701","1","3","3","0","840","0"
"10701","1","4","3","0","870","0"
"10701","1","5","3","0","900","0"
"10701","1","0","4","0","1050","0"
"10701","1","1","4","0","1080","0"
"10701","1","2","4","0","1110","0"
"10701","1","3","4","0","1140","0"
"10701","1","4","4","0","1170","0"
"10701","1","5","4","0","1200","0"
"10701","1","0","5","0","1350","0"
"10701","1","1","5","0","1380","0"
"10701","1","2","5","0","1410","0"
"10701","1","3","5","0","1440","0"
"10701","1","4","5","0","1470","0"
"10701","1","5","5","0","1500","0"
"10702","3","0","1","0","150","0"
"10702","3","1","1","0","180","0"
"10702","3","2","1","0","210","0"
"10702","3","3","1","0","240","0"
"10702","3","4","1","0","270","0"
"10702","3","5","1","0","300","0"
"10702","3","0","2","0","450","0"
"10702","3","1","2","0","480","0"
"10702","3","2","2","0","510","0"
"10702","3","3","2","0","540","0"
"10702","3","4","2","0","570","0"
"10702","3","5","2","0","600","0"
"10702","3","0","3","0","750","0"
"10702","3","1","3","0","780","0"
"10702","3","2","3","0","810","0"
"10702","3","3","3","0","840","0"
