d727a0c678c7a0985e70e2eb7b7836964643084c1c8828ad05e678888d3a182f,b6c5c764b40cd965fc8b5b183763dd4ca537c5482d6102f03b79827249ac77ea,14666dacbff813f12cab8fd276b47c95e8208b946d669145b1e26128c4d8318f,5ad30b102b62ca12278543f5a8aa428ffd23833c09460d69e0afae85e906a2e3,413b8bc975f8efdbccd2a3f3b231cb014d746c3ff50b242a8dff7f127e69cac6,02911406efbfa28659fdbce171764725637cc73237fc870c1888c5ee402b3ab7,aa10dc6236fd3084651ac8e2d9f3c0845949b318f3ed14099e10d97c74fdf1e1,f5dbe31084597e3dc9e52bba1473ae09be49ccbb0df5477a23a0e59c7b168fae,37b16a5a037f034d8174c1c597791b85a35173884aa7c56bcabad287efad3678
"0","4","0","1","怎麼覺得癢癢的！？\n騎士先生呀ー\n怎麼了嗎？","2","36","100102","1"
"0","101","0","1","哇呀！　真是的……\n就說尾巴不能摸，\n下次要彈額頭呦！","2","37","100102","8"
"0","102","0","1","誒嘿嘿……\n是騎士先生的手……\n暖暖的呢……♪","2","38","100102","8"
"0","1","1","1","吃早餐跟運動！\n這可是我\n精神的來源呦！","2","39","100102","1"
"0","2","2","1","要不要去\n拜託優衣\n做些點心呢～♪","2","40","100102","1"
"0","3","3","1","睡眠也是修行的一環\n前陣子怜\n好像說過……","2","41","100102","1"
"0","1","0","1","這樣就好了♪\n騎士先生\n會發現嗎……？","3","42","100102","1"
"0","2","0","1","只要一休息\n感覺就會一直這樣\n懶散下去了呢……","3","43","100102","1"
"0","3","0","1","把這當作新的練習對手\n開玩笑的啦開玩笑的！\n不是認真的啦！","3","44","100102","1"
"0","4","0","1","總覺得\n很在意\n就不小心緊盯著了。","3","45","100102","1"
"0","5","0","1","只要一待在暖和的地方\n就不自覺的\n會捲起身子呢……","3","46","100102","1"
"0","6","0","1","無法預知\n何時會遇上什麼情況\n所以必須加強鍛鍊","3","47","100102","1"
"0","7","0","1","只要一肚子餓\n就覺得\n出不了力呢……","3","48","100102","1"
"0","8","0","1","了解各種\n不同的事是\n非常重要的呢！","3","49","100102","1"
"0","1","0","1","整理得差不多了，\n接下來，把曬好的衣物\n摺一摺好了。","1","51","100201","1"
"0","2","0","1","必須要\n更認真的把這份情感\n傳達出去才行……","1","52","100201","1"
"0","3","0","1","我準備要\n來去準備點茶水，\n還有沒有人\n也想要喝的呢？","1","53","100201","1"
"0","4","0","1","雖然並不擅長\n戰鬥，但若是\n料理的話……！","1","54","100201","1"
"0","5","0","1","像這樣安穩的時光，\n如果能夠一直持續下去\n就好了呢。","1","55","100201","1"
"0","101","0","1","我……\n再多\n鼓起勇氣看看吧","1","56","100201","4"
"0","102","0","1","最喜歡大家了\n當，當然，\n騎士先生也……\n以，以夥伴的立場喔！","1","57","100201","8"
"0","1","0","1","哇呀！\n什，什麼？\n嚇我一跳啊……","2","58","100201","1"
"0","2","0","1","男孩子啊，\n果然很大呢。\n我是說……手啊，\n還有一些其他的……","2","59","100201","1"
"0","3","0","1","若有什麼煩惱，\n隨時都可以\n和我說唷。","2","60","100201","1"
"0","4","0","1","咦？　有，有蟲！？\n抓走抓走！\n快點～！","2","61","100201","1"
"0","101","0","1","那個啊……\n想和你一起\n出門走走呢……\n不行嗎？","2","62","100201","4"
"0","102","0","1","我有話想要對\n騎士先生說呢。\n非常重要的事……\n下，下次再跟你說哦！","2","63","100201","8"
"0","1","1","1","早，早安！\n那個……\n已經吃過早餐了嗎？","2","64","100201","1"
"0","2","2","1","差不多是午休了呢，\n那個…如果不嫌棄的話\n要吃…便當嗎？","2","65","100201","1"
"0","3","3","1","忙到這麼晚辛苦了\n明天也一起加油囉\n（打哈欠）……","2","66","100201","1"
"0","1","0","1","好……\n這樣子的話\n應該能被稱讚吧？","3","67","100201","1"
"0","2","0","1","雖然努力是必須的，\n但休息也是\n很重要的呢。","3","68","100201","1"
"0","3","0","1","真可愛呢……\n我下次也\n來做一隻試試看。\n嗯，材料是……","3","69","100201","1"
"0","4","0","1","若在戰鬥之前\n也能像這樣\n放鬆身心就好了呢。","3","70","100201","1"
"0","5","0","1","……哈嘿？\n難，難不成剛才\n我睡著了……？","3","71","100201","1"
"0","6","0","1","若還想要和騎士先生\n一起冒險的話\n就得有充足的體力…！","3","72","100201","1"
"0","7","0","1","好吃的東西一不小心\n就會吃過頭呢…但這也\n是沒辦法的事…對吧？","3","73","100201","1"
"0","8","0","1","……原來如此\n只要這樣做魔法\n就能變的更強了啊。","3","74","100201","1"
"0","1","0","1","洗衣和掃地\n該從哪個\n開始呢？","1","76","100202","1"
"0","2","0","1","得去買\n新的魔法書了。\n想要學習\n更多的魔法呢","1","77","100202","1"
"0","3","0","1","我準備要\n來去準備點茶水，\n還有沒有人\n也想要喝的呢？","1","78","100202","1"
"0","4","0","1","今天該挑戰\n哪種料理呢……♪","1","79","100202","1"
"0","5","0","1","必須要\n更認真的把這份情感\n傳達出去才行……","1","80","100202","1"
"0","101","0","1","最喜歡大家了\n當，當然\n騎士先生也……\n以，以夥伴的立場喔！","1","81","100202","8"
"0","102","0","1","只要能在\n騎士先生的身旁，\n就很幸福了呦。","1","82","100202","8"
"0","1","0","1","嗯，那個……\n在這種地方\n被做這種事，\n好害羞呦……","2","83","100202","1"
"0","2","0","1","咦？　有，有蟲！？\n抓走抓走！\n快點～！","2","84","100202","1"
"0","3","0","1","那，那個……其實\n我對騎士先生……\n沒事，\n一點事都沒有。","2","85","100202","1"
"0","4","0","1","男孩子啊，\n果然很大呢。\n我是說……手啊，\n還有一些其他的……","2","86","100202","1"
"0","101","0","1","我有話想要對\n騎士先生說呢。\n非常重要的事……\n下，下次再跟你說哦！","2","87","100202","8"
"0","102","0","1","呵呵呵……那種事\n不要戳，\n好癢喔~","2","88","100202","8"
"0","1","1","1","早喔。\n有睡好嗎？　今天也要\n加油呦！","2","89","100202","1"
"0","2","2","1","肚子餓了啦。……\n對了。騎士先生要不要\n一起吃午餐？","2","90","100202","1"
"0","3","3","1","已經這麼晚了！\n差不多該睡了，\n晚安。","2","91","100202","1"
"0","1","0","1","好……\n這樣子的話\n應該能被稱讚吧？","3","92","100202","1"
"0","2","0","1","雖然努力\n是必須的\n但休息也是很重要的呢。","3","93","100202","1"
"0","3","0","1","好可愛～♪\n騎士先生\n喜歡這種嗎？","3","94","100202","1"
"0","4","0","1","若在戰鬥之前\n也能像這樣\n放鬆身心就好了呢。","3","95","100202","1"
"0","5","0","1","那個……！\n如，如果你不介意，\n我們一起……！","3","96","100202","1"
"0","6","0","1","若還想要和騎士先生\n一起冒險的話\n就得有充足的體力…！","3","97","100202","1"
"0","7","0","1","最近衣服的尺寸\n都不太合身……\n可能吃太多了吧？","3","98","100202","1"
"0","8","0","1","……果然\n月刊戀愛指南\n很有用呢……","3","99","100202","1"
"0","1","0","1","是不是該來\n保養一下裝備呢……","1","101","100301","1"
"0","2","0","1","下次該鍛鍊的目標，\n應該選體能方面還是\n精神方面呢……？","1","102","100301","1"
"0","3","0","1","這件紡希\n替我縫的衣物……\n尺寸是何時量的呢……？","1","103","100301","1"
"0","4","0","1","不需要什麼夥伴──\n我也曾經\n這麼想過呢……","1","104","100301","1"
"0","5","0","1","若是陷入了深思之中，\n一不小心就會在屋裡\n來回踱步了呢。","1","105","100301","1"
"0","101","0","1","他究竟變得多麼\n強大了呢……我也不能\n如此輕易服輸呢。","1","106","100301","4"
"0","102","0","1","沒想到竟然可以擊中我\n一次……你已經想好\n要許什麼願望了嗎？","1","107","100301","8"
"0","1","0","1","嗯，原來是你啊。\n察覺到有人，\n還以為是誰呢。","2","108","100301","1"
"0","2","0","1","若是想攻過來的話，\n那就認真一點吧。\n……只是在叫我嗎？","2","109","100301","1"
"0","3","0","1","怎麼？有事找我商量？\n若是有關戰鬥的事，\n相當樂意。","2","110","100301","1"
"0","4","0","1","方才那是刺擊？\n軟弱！再更犀利一點！\n來，再刺一次！","2","111","100301","1"
"0","101","0","1","呀啊！　你，你在\n摸哪啊！？\n……太大意了。","2","112","100301","4"
"0","102","0","1","希望今後你也能夠\n留在我的身邊……\n不，沒事。","2","113","100301","8"
"0","1","1","1","早安。\n今天也讓我們來度過\n充實的一天吧。","2","114","100301","1"
"0","2","2","1","也差不多是\n茶餘的時間了。\n你也一塊來如何？","2","115","100301","1"
"0","3","3","1","忙到這麼晚還真辛苦呢\n若有尚未完成的工作，\n我來幫忙吧？","2","116","100301","1"
"0","1","0","1","儘管經歷場浴血鏖戰，\n只要還能保持美麗……\n這樣就好♪","3","117","100301","1"
"0","2","0","1","若總是埋頭戰鬥，\n而忘了要休息，\n又要挨優衣一頓罵呢","3","118","100301","1"
"0","3","0","1","就如日和一樣，\n當成對練的……\n不，還是得了吧。","3","119","100301","1"
"0","4","0","1","這個不錯……\n為那臨戰前的身心專念，\n這不就正好嗎","3","120","100301","1"
"0","5","0","1","偶爾如此\n放鬆身心地度過空閒，\n也不壞……","3","121","100301","1"
"0","6","0","1","為了不要輸給他，\n我得更加精進才行！\n為了能一起戰鬥！","3","122","100301","1"
"0","7","0","1","吃飯雖是不可或缺之事\n但還是稍微小心點\n以免吃過頭了…","3","123","100301","1"
"0","8","0","1","優衣……！\n竟，竟是在看\n此種書嗎……！","3","124","100301","1"
"0","1","0","1","不僅僅是大海\n也想在河川裡釣魚呢。\n釣魚道具也換新的吧。","1","126","100302","1"
"0","2","0","1","這件紡希\n替我縫的衣物……\n尺寸是何時量的呢……？","1","127","100302","1"
"0","3","0","1","他究竟變得多麼\n強大了呢……我也不能\n如此輕易服輸呢。","1","128","100302","1"
"0","4","0","1","差不多是時候\n該更新修行的內容了。\n更新成更嚴格的方式。","1","129","100302","1"
"0","5","0","1","要變強……\n想用誰都無法妨礙的\n自由的方式活下去。","1","130","100302","1"
"0","101","0","1","沒想到會感冒，\n但也多虧\n他來照顧我\n完全康復了。","1","131","100302","8"
"0","102","0","1","沒想到竟然可以擊中我\n一次……你已經想好\n要許什麼願望了嗎？","1","132","100302","8"
"0","1","0","1","怎麼了嗎？\n沒什麼啦！\n這樣的話就太好了。","2","133","100302","1"
"0","2","0","1","如果太用力戳的話，\n我會回敬你呦？\n做好覺悟了嗎？","2","134","100302","1"
"0","3","0","1","吶，下次要不要再\n一起去釣魚呢？\n目標是釣到大魚。","2","135","100302","1"
"0","4","0","1","想修行嗎？\n早說嘛，\n趕快出發吧！","2","136","100302","1"
"0","101","0","1","別跟我說\n剛才那個\n也算是打中一擊喔？","2","137","100302","8"
"0","102","0","1","希望今後你也能夠\n留在我的身邊……\n不，沒事。","2","138","100302","8"
"0","1","1","1","今天不用工作嗎？\n還是要修行？如果方便\n的話來陪我一下嘛。","2","139","100302","1"
"0","2","2","1","同伴告訴我\n有時候休息也是\n不可或缺的。","2","140","100302","1"
"0","3","3","1","忙到這麼晚還真辛苦呢\n若有尚未完成的工作，\n我來幫忙吧？","2","141","100302","1"
"0","1","0","1","稍微把頭髮\n剪短看看吧……\n我，我在想什麼……！","3","142","100302","1"
"0","2","0","1","正因為有休息\n才能以\n萬全的狀態戰鬥呢。","3","143","100302","1"
"0","3","0","1","就如日和一樣，\n當成對練的……\n不，還是得了吧。","3","144","100302","1"
"0","4","0","1","像身體一樣\n心也融化了呢……\n哎……","3","145","100302","1"
"0","5","0","1","該休息時就要休息\n日和也差不多\n該記起這個道理了……","3","146","100302","1"
"0","6","0","1","為了不要輸給他，\n我得更加精進才行！\n為了能一起戰鬥！","3","147","100302","1"
"0","7","0","1","不知道是不是因為修行\n的關係，最近的食量\n好像變大了……","3","148","100302","1"
"0","8","0","1","優衣……！\n竟，竟是在看\n此種書嗎……！","3","149","100302","1"
"0","1","0","1","這裡有寶藏的預感！\n禊要在房間裡\n探險囉～","1","151","100401","1"
"0","2","0","1","那個地洞，\n是挖在哪了啊？","1","152","100401","1"
"0","3","0","1","嗚哇～！\n……裝哭的話，\n對方會不會大意呢　","1","153","100401","1"
"0","4","0","1","Honey Trap……？\n是用很甜的糖果\n做的惡作劇嗎？","1","154","100401","1"
"0","5","0","1","要玩捉迷藏的人，\n在這裡集合～囉！","1","155","100401","1"
"0","101","0","1","不可以\n被禊以外的人\n耍喔！","1","156","100401","4"
"0","102","0","1","是要和禊玩？\n還是被禊玩呢？","1","157","100401","8"
"0","1","0","1","想到一個好主意了！\n才，才不是\n惡作劇啦～","2","158","100401","1"
"0","2","0","1","哇啊！？\n　哥哥竟然，\n對禊惡作劇？","2","159","100401","1"
"0","3","0","1","在哥哥\n會走過的路上，\n把香蕉皮……　","2","160","100401","1"
"0","4","0","1","在哥哥的額頭還有\n臉頰鼻子眼睛和耳朵上\n塗鴉的話……　","2","161","100401","1"
"0","101","0","1","把這裡當作\n禊探險隊基地吧！","2","162","100401","4"
"0","102","0","1","猜～猜是誰？什麼嘛。\n哥哥的聲音，\n當然聽得出來呀！\n因為最喜歡哥哥了嘛♪　","2","163","100401","8"
"0","1","1","1","哥哥，早唷！\n明明就按掉了鬧鐘，\n沒想到竟然\n還是爬得起來呢♪","2","164","100401","1"
"0","2","2","1","趁哥哥\n睡午覺的時候，\n要到處惡作劇囉♪","2","165","100401","1"
"0","3","3","1","半夜的探險，\n好像也很好玩！\n呐～不能出門嗎？","2","166","100401","1"
"0","1","0","1","對惡作劇來說，\n魅力也很重要……\n嗯，完美！","3","167","100401","1"
"0","2","0","1","坐下來後，\n發出噗～的一聲，\n好好玩～♪","3","168","100401","1"
"0","3","0","1","好可愛！\n把它當成禊探險隊\n的吉祥物好嚕♪　","3","169","100401","1"
"0","4","0","1","把那一聞到就會\n一直打噴嚏的味道，\n拿……哈啾～！","3","170","100401","1"
"0","5","0","1","咪嘻嘻……\n把惡作劇的證據，\n在這裡全都燒掉吧～！","3","171","100401","1"
"0","6","0","1","探險家\n比的是體力呀──！","3","172","100401","1"
"0","7","0","1","也分一些\n給其他人好了～\n啊！順便再加一點\n超級辣醬進去好了！","3","173","100401","1"
"0","8","0","1","就是在這種地方，\n才會藏著\n寶藏圖唷～","3","174","100401","1"
"0","1","0","1","這裡有寶藏的預感！\n禊要在房間裡\n探險囉～","1","176","100402","1"
"0","2","0","1","嗚，好想去探險！\n不要\n盯著我看啦～！","1","177","100402","1"
"0","3","0","1","嗚哇～！\n……裝哭的話，\n對方會不會大意呢　","1","178","100402","1"
"0","4","0","1","Honey Trap……？\n是用很甜的糖果\n做的惡作劇嗎？","1","179","100402","1"
"0","5","0","1","要玩捉迷藏的人，\n在這裡集合～囉！","1","180","100402","1"
"0","101","0","1","在哥哥的額頭還有\n臉頰鼻子眼睛和耳朵上\n塗鴉的話……　","1","181","100402","8"
"0","102","0","1","有沒有什麼能讓\n哥哥高興的\n惡作劇呢～？","1","182","100402","8"
"0","1","0","1","會發現\n禊所設下的\n惡作劇嗎？","2","183","100402","1"
"0","2","0","1","要探險嗎？\n要冒險嗎？\n還是說……\n想被惡作劇？","2","184","100402","1"
"0","3","0","1","將來的夢想是探險家！\n雖然沒有想找的東西。","2","185","100402","1"
"0","4","0","1","給哥哥作業！\n就是要挖十個\n當作陷阱的洞！","2","186","100402","1"
"0","101","0","1","猜～猜是誰？什麼嘛。\n哥哥的聲音，\n當然聽得出來呀！\n因為最喜歡哥哥了嘛♪　","2","187","100402","8"
"0","102","0","1","把這裡當作\n禊探險隊基地吧！","2","188","100402","8"
"0","1","1","1","哥哥\n我們去探險吧！\n如果現在就遇難的話，\n晚上還是回的了家呦！","2","189","100402","1"
"0","2","2","1","趁哥哥\n睡午覺的時候\n要到處惡作劇囉♪","2","190","100402","1"
"0","3","3","1","半夜的探險，\n好像也很好玩！\n呐～不能出門嗎？","2","191","100402","1"
"0","1","0","1","對惡作劇來說，\n魅力也很重要……\n嗯，完美！","3","192","100402","1"
"0","2","0","1","慢慢悠閒的\n思考下次的\n惡作劇吧～！","3","193","100402","1"
"0","3","0","1","好可愛！\n把它當成禊探險隊\n的吉祥物好嚕♪　","3","194","100402","1"
"0","4","0","1","把那一聞到就會\n一直打噴嚏的味道，\n拿……哈啾～！","3","195","100402","1"
"0","5","0","1","咪嘻嘻……\n把惡作劇的證據，\n在這裡全都燒掉吧～！","3","196","100402","1"
"0","6","0","1","探險家\n比的是體力呀──！","3","197","100402","1"
"0","7","0","1","搞不好很適合\n當作探險時的點心～！","3","198","100402","1"
"0","8","0","1","就是在這種地方，\n才會藏著\n寶藏圖唷～","3","199","100402","1"
"0","1","0","1","不管哪種音樂茜里都喜歡。\n但最喜歡的，\n果然還是爵士樂吧。","1","201","100601","1"
"0","2","0","1","啊，啊……\n就算是獨自一人，\n也不能停止……\n特訓……","1","202","100601","1"
"0","3","0","1","真希望姐姐，還能夠\n更有自信呢。","1","203","100601","1"
"0","4","0","1","來試著\n模仿一下姐姐吧？","1","204","100601","1"
"0","5","0","1","是雙胞胎，\n就會連喜歡的菜\n也很相似嗎？","1","205","100601","1"
"0","101","0","1","哥哥和我，\n果然是絕配呢呢♪","1","206","100601","4"
"0","102","0","1","已經快按捺不住了……\n哥哥，快一點回來啊！","1","207","100601","8"
"0","1","0","1","哎……原本正想要\n換件衣服的呢。\n哥哥這個色鬼！","2","208","100601","1"
"0","2","0","1","喲呵呵，哥哥！\n今天要來\n做什麼好呢？","2","209","100601","1"
"0","3","0","1","不能隨便亂摸\n人家的那邊啦♪","2","210","100601","1"
"0","4","0","1","哥哥，別這樣\n欺負人家嘛……","2","211","100601","1"
"0","101","0","1","哥哥，再教教人家\n更多高級的\n「技巧」嘛！","2","212","100601","4"
"0","102","0","1","教練，\n今天的特訓\n就拜託您了。","2","213","100601","8"
"0","1","1","1","哥哥您早。\n昨晚真是美好呢。\n喲呵呵♪","2","214","100601","1"
"0","2","2","1","明明外頭都還這麼亮，\n就，就要做了嗎……\n孤男寡女的特訓……","2","215","100601","1"
"0","3","3","1","夜晚才正要開始喲\n哥哥～♪","2","216","100601","1"
"0","1","0","1","得打扮得\n世界第一可愛才行呢♪","3","217","100601","1"
"0","2","0","1","好舒服呀♪\n舒服到無法站起來了啦～","3","218","100601","1"
"0","3","0","1","好可愛呢♪\n看來會是茜里的情敵\n呢。","3","219","100601","1"
"0","4","0","1","哈啊……這太舒服了，\n再這樣下去，\n要不行了……","3","220","100601","1"
"0","5","0","1","哈啊……茜里，\n要融化了啊…","3","221","100601","1"
"0","6","0","1","呼……呼呼，\n我……已經……不行了\n到極限了……！","3","222","100601","1"
"0","7","0","1","哇！真美味～\n但若吃太多了，\n會對皮膚不好呢。","3","223","100601","1"
"0","8","0","1","真想用\n薩克斯風來吹吹看\n這個樂曲呢♪","3","224","100601","1"
"0","1","0","1","之前一個人獨處時\n不小心一直想著\n哥哥的事情了呢……","1","226","100602","1"
"0","2","0","1","呼……呼……得要\n更加努力\n……練習才是。","1","227","100602","1"
"0","3","0","1","這個房間總讓人覺得\n很放心……\n是因為\n哥哥也在嘛？","1","228","100602","1"
"0","4","0","1","大家都好可愛呢\n要變成世界第一可愛的\n難度可不低呢……","1","229","100602","1"
"0","5","0","1","是雙胞胎，\n就會連喜歡的菜\n也很相似嗎？","1","230","100602","1"
"0","101","0","1","有朝一日要成為\n世界第一可愛的人\n和哥哥……","1","231","100602","8"
"0","102","0","1","已經快按捺不住了……\n哥哥，快一點回來啊！","1","232","100602","8"
"0","1","0","1","哎……原本正想要\n換件衣服的呢。\n哥哥這個色鬼！","2","233","100602","1"
"0","2","0","1","什麼時候要再做\n專屬兩人的祕密特訓呢？\n真期待呢……","2","234","100602","1"
"0","3","0","1","咦？　要在這裡做嗎？\n在大家面前\n很丟臉耶……鍛鍊肌肉。","2","235","100602","1"
"0","4","0","1","哥哥，別這樣\n欺負人家嘛……","2","236","100602","1"
"0","101","0","1","只要跟哥哥在一起\n我，我就會\n心跳加速……","2","237","100602","8"
"0","102","0","1","教練，\n今天的特訓\n就拜託您了。","2","238","100602","8"
"0","1","1","1","哥哥您早。\n昨晚真是美好呢。\n喲呵呵♪","2","239","100602","1"
"0","2","2","1","真想讓哥哥\n嚐嚐看呢，\n我做的手做午餐。","2","240","100602","1"
"0","3","3","1","我要去洗澡了呦，\n洗完之後……\n再好～好的\n一起玩呦。","2","241","100602","1"
"0","1","0","1","來試著\n模仿一下姐姐吧？","3","242","100602","1"
"0","2","0","1","好舒服呀♪\n舒服到無法站起來了啦～","3","243","100602","1"
"0","3","0","1","好可愛呢♪\n看來會是茜里的情敵\n呢。","3","244","100602","1"
"0","4","0","1","哈啊……這太舒服了，\n再這樣下去，\n要不行了……","3","245","100602","1"
"0","5","0","1","好溫暖……\n就像在\n哥哥身邊一樣。","3","246","100602","1"
"0","6","0","1","流些汗之後\n感覺很舒服呢！","3","247","100602","1"
"0","7","0","1","為了陪\n哥哥特訓\n一定要\n先吃多一點呢♪","3","248","100602","1"
"0","8","0","1","真想用\n薩克斯風來吹吹看\n這個樂曲呢♪","3","249","100602","1"
"0","1","0","1","布丁，布丁，\n布丁，布丁，\n布丁，布丁～♪","1","251","100701","1"
"0","2","0","1","我～好～恨～好～恨～\n喲……♪","1","252","100701","1"
"0","3","0","1","如果沒有了布丁\n還不如死了比較好喲。\n啊，已經掛了呀～ ","1","253","100701","1"
"0","4","0","1","輕瞥一見似野魂，\n結果是宮子喲～ ","1","254","100701","1"
"0","5","0","1","如果宮子突然間\n消失不見，說不定\n大家都會嚇一跳喲～♪ ","1","255","100701","1"
"0","101","0","1","有那傢伙在，\n還有布丁。\n這一定是所謂的天國喲。","1","256","100701","4"
"0","102","0","1","那傢伙才不是\n公主騎士呢。\n是布丁騎士喲～","1","257","100701","8"
"0","1","0","1","把自己隱形起來，\n好好地監視你喲～\n喲呵呵～♪","2","258","100701","1"
"0","2","0","1","如果投胎轉世去了，\n卻沒有布丁的話，\n地獄呀～……","2","259","100701","1"
"0","3","0","1","右布丁，左布丁。\n後面也是布丁♪\n前面是你喲～！","2","260","100701","1"
"0","4","0","1","要上供品給，\n死去的人們喲～\n所以記得每天都要拿布丁\n來供奉宮子喲～","2","261","100701","1"
"0","101","0","1","和你一起\n到處玩耍。\n就好像是要投胎轉世了\n一樣開心喲～！","2","262","100701","4"
"0","102","0","1","人家可是看上了\n你這傢伙了呀，所以\n要一直糾纏著你喲～","2","263","100701","8"
"0","1","1","1","嗚～好睏喲……\n準備要回去第二次的\n回籠覺喲。","2","264","100701","1"
"0","2","2","1","午餐是布丁喲。\n三點的點心\n也是布丁喲～","2","265","100701","1"
"0","3","3","1","晚餐是\n豪華的\n布丁全席喲～♪","2","266","100701","1"
"0","1","0","1","光線穿透身體\n沒辦法好好照鏡子呀～ ","3","267","100701","1"
"0","2","0","1","好悠哉喲～\n如果加上了布丁的話\n就太完美了喲～ ","3","268","100701","1"
"0","3","0","1","呣～……雖然很可愛\n但是才不會\n把布丁分給你喲～ ","3","269","100701","1"
"0","4","0","1","哈～　感覺真舒服喲……\n快要投胎轉世了喲…… ","3","270","100701","1"
"0","5","0","1","難，難道說\n宮子要被\n火葬在這了嗎？","3","271","100701","1"
"0","6","0","1","不管是體力還是肌肉，\n都和幽靈沒有關係喲～！","3","272","100701","1"
"0","7","0","1","嚼嚼咀咀……\n宮子雖然是幽靈，\n但肚子還是會餓喲～ ","3","273","100701","1"
"0","8","0","1","如果有\n布丁的寫真集\n就好了喲～ ","3","274","100701","1"
"0","1","0","1","好恨呀～……\n比起恨意\n更喜歡布丁啦～","1","276","100702","1"
"0","2","0","1","布丁♪ 布丁♪\n布丁♪ 呦～♪　","1","277","100702","1"
"0","3","0","1","如果世界上的蛋糕店\n舉辦布丁的\n美味度比賽就好了～！\n宮子來當評審呦～","1","278","100702","1"
