d81ec813cfe10cdc377517962dc5461310952da01693c8000f24a30ffec4d11d,fe5a74418027d23f325c7ddb88007e672332c61ffd5e9da169d90e82ae82b8e9,a8869bec889b5ca2e478913bcff70eafd458b33e6453fa8886ed4381dfce5e59,b2ffbe836bd3f83a6891f9f424786bf3a58f5e5089ac80a49e07ab133ecdf06f,ad49e09715393ab8337f12ad248ce7995bec290410e3ebf8a52028e2d0dd1bb6,c2aea8f7abbef2380c43002a7bcf96169ff92f89fe617d9ad5153a70320f465b,d67f4e9366ebd515f1691461bdd3059456e9b3edf1d050bdc2718a46a91c97da,717b5fccfc87c54e8c2c6755ab40f7e2484495b8a73493360673e368eaa08792,733454fdeba4a2ec07c9a13540504b8e3d238611450ba866e43385cad6af3bc0,3f0ce621912058dacadebf428b9ef1f6c28dffab2bc7225424986fc2c322af44,56a5f688f16516acb859ab5e20506475e891dbd079a62520bd207a42dccb3d51,c61e735e6de97412b6e376bdf81a508abb7a7a2b9fcbdce79ab8db688f80443a
"0","5","0","1","1140005","14","360","0","2.843","105","1","0"
"1","6","0","0","1140006","14","0","4","0","0","4","0"
"0","7","vo_nyx_0302","0","1140007","14","0","0","0","0","2","vo_nyx"
"0","8","0","2","1140008","14","74","0","1.567","0","1","0"
"1","9","0","0","1140009","14","0","1.964","0","0","4","0"
"0","10","0","2","1140010","14","230","0","0.78","74","1","0"
"1","11","0","0","1140011","14","0","2.076","0","0","4","0"
"0","12","vo_nyx_0303","0","1140012","14","0","0","0","0","2","vo_nyx"
"0","13","0","3","1140013","14","88","0","1.037","0","1","0"
"1","14","0","0","1140014","14","0","1.629","0","0","4","0"
"0","15","0","3","1140015","14","266","0","2.027","88","1","0"
"1","16","0","0","1140016","14","0","3.568","0","0","4","0"
"3","17","0","0","1140017","14","0","2","0","0","4","0"
"0","18","vo_nyx_0304","0","1140018","14","0","0","0","0","2","vo_nyx"
"0","19","0","3","1140019","14","380","0","1.38","266","1","0"
"1","20","0","0","1140020","14","0","1.419","0","0","4","0"
"0","21","0","4","1140021","14","150","0","0.491","0","1","0"
"1","22","0","0","1140022","14","0","0.545","0","0","4","0"
"0","23","0","4","1140023","14","345","0","2.409","150","1","0"
"1","24","0","0","1140024","14","0","3.711","0","0","4","0"
"0","25","vo_nyx_0305","0","1140025","14","0","0","0","0","2","vo_nyx"
"0","26","0","5","1140026","14","74","0","0.892","0","1","0"
"1","27","0","0","1140027","14","0","1.458","0","0","4","0"
"0","28","0","5","1140028","14","325","0","2.495","74","1","0"
"1","29","0","0","1140029","14","0","3.134","0","0","4","0"
"0","30","0","6","1140030","14","46","0","0.599","0","1","0"
"1","31","0","0","1140031","14","0","0.599","0","0","4","0"
"0","32","0","6","1140032","14","245","0","1.855","46","1","0"
"1","33","0","0","1140033","14","0","3.373","0","0","4","0"
"0","34","vo_nyx_0306","0","1140034","14","0","0","0","0","2","vo_nyx"
"0","35","0","7","1140035","14","175","0","1.629","0","1","0"
"1","36","0","0","1140036","14","0","3.34","0","0","4","0"
"0","37","vo_nyx_0307","0","1140037","14","0","0","0","0","2","vo_nyx"
"0","38","0","8","1140038","14","135","0","1.079","0","1","0"
"1","39","0","0","1140039","14","0","1.6","0","0","4","0"
"0","40","0","8","1140040","14","280","0","2.353","135","1","0"
"1","41","0","0","1140041","14","0","3.511","0","0","4","0"
"0","42","vo_nyx_0308","0","1140042","14","0","0","0","0","2","vo_nyx"
"0","43","0","8","1140043","14","400","0","0.511","280","1","0"
"1","44","0","0","1140044","14","0","0.511","0","0","4","0"
"0","45","0","9","1140045","14","148","0","1.154","0","1","0"
"1","46","0","0","1140046","14","0","1.511","0","0","4","0"
"0","47","0","9","1140047","14","405","0","3.186","148","1","0"
"1","48","0","0","1140048","14","0","4.034","0","0","4","0"
"0","49","vo_nyx_0309","0","1140049","14","0","0","0","0","2","vo_nyx"
"0","50","0","10","1140050","14","405","0","3.486","0","1","0"
"1","51","0","0","1140051","14","0","4.563","0","0","4","0"
"0","52","vo_nyx_0310","0","1140052","14","0","0","0","0","2","vo_nyx"
"0","53","0","11","1140053","14","150","0","0.815","0","1","0"
"1","54","0","0","1140054","14","0","2.384","0","0","4","0"
"0","55","vo_nyx_0311","0","1140055","14","0","0","0","0","2","vo_nyx"
"0","56","0","12","1140056","14","191","0","1.726","0","1","0"
"1","57","0","0","1140057","14","0","2.212","0","0","4","0"
"0","58","0","12","1140058","14","360","0","2.239","191","1","0"
"1","59","0","0","1140059","14","0","2.898","0","0","4","0"
"0","60","0","12","1140060","14","398","0","0.691","360","1","0"
"3","61","0","0","1140061","14","0","0","0","0","4","0"
"1","62","0","0","1140062","14","0","0.691","0","0","4","0"
"0","63","0","13","1140063","14","134","0","0.499","0","1","0"
"1","64","0","0","1140064","14","0","1.799","0","0","4","0"
"3","65","0","0","1140065","14","0","4","0","0","4","0"
"0","66","vo_nyx_0312","0","1140066","14","0","0","0","0","2","vo_nyx"
"0","67","0","13","1140067","14","375","0","0.674","134","1","0"
"1","68","0","0","1140068","14","0","1.251","0","0","4","0"
"0","69","0","13","1140069","14","375","0","0.959","375","1","0"
"1","70","0","0","1140070","14","0","1.676","0","0","4","0"
"0","71","0","13","1140071","14","375","0","1.894","375","1","0"
"1","72","0","0","1140072","14","0","1.894","0","0","4","0"
"0","73","0","14","1140073","14","120","0","0.844","0","1","0"
"1","74","0","0","1140074","14","0","2.644","0","0","4","0"
"3","1","0","0","1220001","22","0","1","0","0","4","0"
"0","2","vo_nyx_0401","0","1220002","22","0","0","0","0","2","vo_nyx"
"0","3","0","1","1220003","22","272","0","1.578","0","1","0"
"1","4","0","0","1220004","22","0","2.06","0","0","4","0"
"0","5","0","1","1220005","22","325","0","1.339","272","1","0"
"1","6","0","0","1220006","22","0","1.417","0","0","4","0"
"0","7","0","2","1220007","22","229","0","1.412","0","1","0"
"1","8","0","0","1220008","22","0","2.549","0","0","4","0"
"0","9","vo_nyx_0402","0","1220009","22","0","0","0","0","2","vo_nyx"
"0","10","0","2","1220010","22","360","0","1.74","229","1","0"
"1","11","0","0","1220011","22","0","2.249","0","0","4","0"
"0","12","0","2","1220012","22","390","0","0.455","360","1","0"
"1","13","0","0","1220013","22","0","0.455","0","0","4","0"
"0","14","0","3","1220014","22","188","0","1.361","0","1","0"
"1","15","0","0","1220015","22","0","2.433","0","0","4","0"
"0","16","vo_nyx_0403","0","1220016","22","0","0","0","0","2","vo_nyx"
"0","17","0","4","1220017","22","40","0","0.438","0","1","0"
"1","18","0","0","1220018","22","0","0.976","0","0","4","0"
"0","19","0","4","1220019","22","256","0","1.414","40","1","0"
"1","20","0","0","1220020","22","0","2.433","0","0","4","0"
"0","21","vo_nyx_0404","0","1220021","22","0","0","0","0","2","vo_nyx"
"0","22","0","5","1220022","22","119","0","1.829","0","1","0"
"1","23","0","0","1220023","22","0","2.237","0","0","4","0"
"0","24","0","5","1220024","22","340","0","1.018","119","1","0"
"1","25","0","0","1220025","22","0","1.965","0","0","4","0"
"3","26","0","0","1220026","22","0","2","0","0","4","0"
"0","27","vo_nyx_0405","0","1220027","22","0","0","0","0","2","vo_nyx"
"0","28","0","5","1220028","22","392","0","0.455","340","1","0"
"1","29","0","0","1220029","22","0","0.455","0","0","4","0"
"0","30","0","6","1220030","22","52","0","0.586","0","1","0"
"1","31","0","0","1220031","22","0","1.124","0","0","4","0"
"0","32","0","6","1220032","22","221","0","1.953","52","1","0"
"1","33","0","0","1220033","22","0","2.356","0","0","4","0"
"0","34","0","6","1220034","22","375","0","1.083","221","1","0"
"1","35","0","0","1220035","22","0","1.083","0","0","4","0"
"0","36","0","7","1220036","22","74","0","0.71","0","1","0"
"1","37","0","0","1220037","22","0","1.533","0","0","4","0"
"0","38","0","7","1220038","22","210","0","0.947","74","1","0"
"3","39","0","0","1220039","22","0","2","0","0","4","0"
"1","40","0","0","1220040","22","0","1.349","0","0","4","0"
"0","41","0","7","1220041","22","329","0","0.87","210","1","0"
"1","42","0","0","1220042","22","0","0.87","0","0","4","0"
"0","43","0","8","1220043","22","203","0","1.758","0","1","0"
"1","44","0","0","1220044","22","0","2.198","0","0","4","0"
"0","45","0","8","1220045","22","342","0","1.601","203","1","0"
"1","46","0","0","1220046","22","0","2.097","0","0","4","0"
"0","47","0","8","1220047","22","393","0","0.546","342","1","0"
"1","48","0","0","1220048","22","0","0.546","0","0","4","0"
"0","49","0","9","1220049","22","390","0","1.277","0","1","0"
"1","50","0","0","1220050","22","0","1.656","0","0","4","0"
"0","51","0","9","1220051","22","390","0","2.113","390","1","0"
"1","52","0","0","1220052","22","0","3.362","0","0","4","0"
"3","53","0","0","1220053","22","0","3","0","0","4","0"
"0","54","vo_nyx_0406","0","1220054","22","0","0","0","0","2","vo_nyx"
"0","55","0","10","1220055","22","259","0","2.628","0","1","0"
"1","56","0","0","1220056","22","0","3.131","0","0","4","0"
"0","57","0","10","1220057","22","345","0","0.846","259","1","0"
"1","58","0","0","1220058","22","0","1.249","0","0","4","0"
"0","59","0","10","1220059","22","396","0","0.516","345","1","0"
"1","60","0","0","1220060","22","0","0.593","0","0","4","0"
"0","61","0","11","1220061","22","318","0","2.285","0","1","0"
"1","62","0","0","1220062","22","0","3.475","0","0","4","0"
"3","63","0","0","1220063","22","0","4","0","0","4","0"
"0","64","vo_nyx_0407","0","1220064","22","0","0","0","0","2","vo_nyx"
"0","65","0","12","1220065","22","258","0","2.326","0","1","0"
"1","66","0","0","1220066","22","0","2.872","0","0","4","0"
"0","67","0","12","1220067","22","395","0","1.488","258","1","0"
"1","68","0","0","1220068","22","0","1.488","0","0","4","0"
"0","69","0","13","1220069","22","220","0","1.728","0","1","0"
"1","70","0","0","1220070","22","0","2.711","0","0","4","0"
"0","71","vo_nyx_0408","0","1220071","22","0","0","0","0","2","vo_nyx"
"0","72","0","15","1220072","22","22","0","0.408","0","1","0"
"1","73","0","0","1220073","22","0","0.929","0","0","4","0"
"0","74","0","15","1220074","22","184","0","1.122","22","1","0"
"1","75","0","0","1220075","22","0","2.922","0","0","4","0"
"3","1","0","0","1230001","23","0","1","0","0","4","0"
"0","2","vo_nyx_0501","0","1230002","23","0","0","0","0","2","vo_nyx"
"0","3","0","1","1230003","23","390","0","3.048","0","1","0"
"1","4","0","0","1230004","23","0","3.048","0","0","4","0"
"0","5","0","2","1230005","23","67","0","0.731","0","1","0"
"1","6","0","0","1230006","23","0","1.507","0","0","4","0"
"0","7","vo_nyx_0502","0","1230007","23","0","0","0","0","2","vo_nyx"
"0","8","0","2","1230008","23","323","0","2.093","67","1","0"
"1","9","0","0","1230009","23","0","2.341","0","0","4","0"
"0","10","0","2","1230010","23","378","0","0.644","323","1","0"
"1","11","0","0","1230011","23","0","0.993","0","0","4","0"
"0","12","0","3","1230012","23","202","0","1.737","0","1","0"
"1","13","0","0","1230013","23","0","2.616","0","0","4","0"
"0","14","vo_nyx_0503","0","1230014","23","0","0","0","0","2","vo_nyx"
"0","15","0","3","1230015","23","395","0","1.866","202","1","0"
"1","16","0","0","1230016","23","0","1.866","0","0","4","0"
"0","17","0","4","1230017","23","135","0","1.039","0","1","0"
"1","18","0","0","1230018","23","0","1.496","0","0","4","0"
"0","19","0","4","1230019","23","305","0","1.355","135","1","0"
"1","20","0","0","1230020","23","0","2.334","0","0","4","0"
"0","21","vo_nyx_0504","0","1230021","23","0","0","0","0","2","vo_nyx"
"0","22","0","6","1230022","23","35","0","0.422","0","1","0"
"1","23","0","0","1230023","23","0","0.845","0","0","4","0"
"0","24","0","6","1230024","23","360","0","2.026","35","1","0"
"1","25","0","0","1230025","23","0","2.563","0","0","4","0"
"0","26","vo_nyx_0505","0","1230026","23","0","0","0","0","2","vo_nyx"
"0","27","0","8","1230027","23","68","0","0.865","0","1","0"
"1","28","0","0","1230028","23","0","1.207","0","0","4","0"
"0","29","0","8","1230029","23","360","0","1.873","68","1","0"
"1","30","0","0","1230030","23","0","2.166","0","0","4","0"
"0","31","0","9","1230031","23","360","0","2.558","0","1","0"
"3","32","0","0","1230032","23","0","2","0","0","4","0"
"1","33","0","0","1230033","23","0","3.202","0","0","4","0"
"0","34","0","10","1230034","23","221","0","2.381","0","1","0"
"1","35","0","0","1230035","23","0","2.938","0","0","4","0"
"0","36","vo_nyx_0506","0","1230036","23","0","0","0","0","2","vo_nyx"
"0","37","0","10","1230037","23","410","0","1.241","221","1","0"
"1","38","0","0","1230038","23","0","1.657","0","0","4","0"
"0","39","0","11","1230039","23","375","0","2.871","0","1","0"
"3","40","0","0","1230040","23","0","3","0","0","4","0"
"1","41","0","0","1230041","23","0","3.435","0","0","4","0"
"0","42","vo_nyx_0507","0","1230042","23","0","0","0","0","2","vo_nyx"
"0","43","0","12","1230043","23","103","0","0.717","0","1","0"
"1","44","0","0","1230044","23","0","1.026","0","0","4","0"
"0","45","0","12","1230045","23","395","0","2.843","103","1","0"
"1","46","0","0","1230046","23","0","3.603","0","0","4","0"
"0","47","vo_nyx_0508","0","1230047","23","0","0","0","0","2","vo_nyx"
"0","48","0","13","1230048","23","138","0","1.417","0","1","0"
"1","49","0","0","1230049","23","0","2.029","0","0","4","0"
"0","50","0","13","1230050","23","355","0","1.78","138","1","0"
"1","51","0","0","1230051","23","0","3.58","0","0","4","0"
"3","1","0","0","1240001","24","0","1","0","0","4","0"
"0","2","vo_nyx_0601","0","1240002","24","0","0","0","0","2","vo_nyx"
"0","3","0","1","1240003","24","92","0","0.945","0","1","0"
"1","4","0","0","1240004","24","0","1.808","0","0","4","0"
"0","5","vo_nyx_0602","0","1240005","24","0","0","0","0","2","vo_nyx"
"0","6","0","2","1240006","24","395","0","3.225","0","1","0"
"1","7","0","0","1240007","24","0","4.362","0","0","4","0"
"0","8","vo_nyx_0603","0","1240008","24","0","0","0","0","2","vo_nyx"
"0","9","0","3","1240009","24","392","0","2.828","0","1","0"
"1","10","0","0","1240010","24","0","4.36","0","0","4","0"
"0","11","vo_nyx_0604","0","1240011","24","0","0","0","0","2","vo_nyx"
"0","12","0","4","1240012","24","87","0","1.212","0","1","0"
"1","13","0","0","1240013","24","0","2.171","0","0","4","0"
"0","14","0","4","1240014","24","350","0","1.656","87","1","0"
"1","15","0","0","1240015","24","0","2.769","0","0","4","0"
"0","16","vo_nyx_0605","0","1240016","24","0","0","0","0","2","vo_nyx"
"0","17","0","5","1240017","24","24","0","0.168","0","1","0"
"1","18","0","0","1240018","24","0","1.256","0","0","4","0"
"0","19","0","5","1240019","24","98","0","0.478","24","1","0"
"1","20","0","0","1240020","24","0","0.535","0","0","4","0"
"0","21","0","5","1240021","24","150","0","0.735","98","1","0"
"1","22","0","0","1240022","24","0","2.444","0","0","4","0"
"0","23","vo_nyx_0606","0","1240023","24","0","0","0","0","2","vo_nyx"
"0","24","0","7","1240024","24","112","0","1.607","0","1","0"
"1","25","0","0","1240025","24","0","2.16","0","0","4","0"
"0","26","0","7","1240026","24","400","0","2.119","112","1","0"
"1","27","0","0","1240027","24","0","2.647","0","0","4","0"
"0","28","0","8","1240028","24","182","0","1.802","0","1","0"
"3","29","0","0","1240029","24","0","2","0","0","4","0"
"1","30","0","0","1240030","24","0","2.817","0","0","4","0"
"0","31","vo_nyx_0607","0","1240031","24","0","0","0","0","2","vo_nyx"
"0","32","0","8","1240032","24","395","0","1.981","182","1","0"
"1","33","0","0","1240033","24","0","2.842","0","0","4","0"
"0","34","0","9","1240034","24","172","0","1.894","0","1","0"
"1","35","0","0","1240035","24","0","3.737","0","0","4","0"
"0","36","vo_nyx_0608","0","1240036","24","0","0","0","0","2","vo_nyx"
"0","37","0","9","1240037","24","209","0","0.82","172","1","0"
"1","38","0","0","1240038","24","0","1.754","0","0","4","0"
"0","39","0","9","1240039","24","400","0","2.752","209","1","0"
"1","40","0","0","1240040","24","0","3.272","0","0","4","0"
"3","41","0","0","1240041","24","0","3","0","0","4","0"
"0","42","vo_nyx_0609","0","1240042","24","0","0","0","0","2","vo_nyx"
"0","43","0","11","1240043","24","100","0","1.283","0","1","0"
"1","44","0","0","1240044","24","0","2.322","0","0","4","0"
"3","45","0","0","1240045","24","0","4","0","0","4","0"
"0","46","vo_nyx_0610","0","1240046","24","0","0","0","0","2","vo_nyx"
"0","47","0","12","1240047","24","75","0","0.86","0","1","0"
"1","48","0","0","1240048","24","0","0.86","0","0","4","0"
"0","49","0","12","1240049","24","75","0","1.242","75","1","0"
"1","50","0","0","1240050","24","0","2.086","0","0","4","0"
"3","51","0","0","1240051","24","0","5","0","0","4","0"
"0","52","vo_nyx_0611","0","1240052","24","0","0","0","0","2","vo_nyx"
"0","53","0","12","1240053","24","242","0","0.735","75","1","0"
"1","54","0","0","1240054","24","0","1.789","0","0","4","0"
"0","55","vo_nyx_0612","0","1240055","24","0","0","0","0","2","vo_nyx"
"0","56","0","13","1240056","24","80","0","1","0","1","0"
"1","57","0","0","1240057","24","0","2.104","0","0","4","0"
"3","58","0","0","1240058","24","0","6","0","0","4","0"
"0","59","vo_nyx_0613","0","1240059","24","0","0","0","0","2","vo_nyx"
