e4fc6b5fb48125a68d6873e752884b201d9793d182afde988cec48663f492a16,b4f7f55ff3a4d67f3fa4012b24a1d039fe6224d985ca2a521f14289b921f8350,57ff24545126ae926a1a1bd6a4305227bdb86307539e6abf03a6ec18f80d0010,c53c327137502f415e62ab69b2bb8b3da27847786b9e58a145d891ed36854b84,53f045d277f2d1c5579a66ebddc822f344b51443bfdd46d3605940550d23941f,6796d584f302fd4b76ff0562f40d5872bf3f3541793fc07ca4a13495004b9f95,8d91593e68fe1b69dfacf83a40169fe4b837d85d3b9e3ab12a3b61e6c97b01d4,2359bdc3dfada8542df437229c144e0c09d0e3ce56337d6667ac21cf6947de5e,3a675fcf8dd0e2a171414ba17c1b56153cb5ce87174eb768bddc534b002052c4,5079f17641262c3275f49848c94ced34e9d59ab85f49b5e9b73395eb86fab808,184948bf9a6d4842860aa9bbd89ba951a06b019f56173521a83232e1d7bde3d4
"0","4","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×5）","在迷宮內發現的禮服。能將\n裝備者的抗魔天賦替換成攻擊力。","14003","1","1800","1","抗魔禮服","10","14003"
"0","4","物理/魔法攻擊力＋20％","在迷宮內發現的大劍。能強化\n裝備者的攻擊力。","14004","1","1800","1","蛇紋之劍","10","14004"
"0","4","物理/魔法防禦力＋10％","在迷宮內發現的鎧甲。能提高\n裝備者的防禦力。","14005","1","1800","1","防守護甲","10","14005"
"0","5","恢復強化＋10","在迷宮內發現的法杖。\n能提高治癒力。","15001","1","1800","1","回生杖","10","15001"
"0","5","ＨＰ＋10％","在迷宮內發現的戒指。\n能強化裝備者的生命力。","15002","1","1800","1","豐命輪","10","15002"
"0","5","每15秒展開物理無效護盾（【守備】數×500無效）","在迷宮內發現的鎧甲。\n能保護裝備者免受物理攻擊。","15003","1","1800","1","鐵防甲","10","15003"
"0","5","每15秒展開魔法無效護盾（【守備】數×500無效）","在迷宮內發現的長袍。\n能保護裝備者免受魔法攻擊。","15004","1","1800","1","魔封衣","10","15004"
"0","5","持續恢復ＨＰ（每秒【守備】數×500恢復）","在迷宮內發現的手環。\n會賦予裝備者再生的力量。","15005","1","1800","1","再生手鐲","10","15005"
"0","1","ＴＰ上升+10","在迷宮內發現的耳飾形遺物。\n能如同流水的猛烈般，\n增幅活力加速。","21001","2","2800","2","流烈耳飾","10","21001"
"0","1","每受到傷害時恢復ＴＰ100（最多２次）","在迷宮內發現的圓盾形遺物。\n能賦予裝備者星星的治癒，\n將攻擊轉換為能量。","21002","2","2800","2","星淚之輝盾","10","21002"
"0","1","戰鬥開始時恢復ＴＰ200","在迷宮內發現的手環遺物。\n鑲嵌的蒼珠能感應到敵人，\n並賦予力量。","21003","2","2800","2","蒼珠手鐲","10","21003"
"0","1","ＴＰ消耗減輕＋4","在迷宮內發現的法杖遺物。\n封印其中的眾星神祕，\n會代替裝備者承受力量的消耗。","21004","2","2800","2","星光儀杖","10","21004"
"0","1","可重複的行動速度＋20％","在迷宮內發現、長有羽翼的鞋形\n遺物。能給予裝備者疾風之力，\n加速行動。","21005","2","2800","2","疾風之翼鞋","10","21005"
"0","2","狀態異常命中＋40","在迷宮內發現的首飾形遺物。\n據說會透過寶石的光芒俘獲敵人，\n帶來異樣。","22001","2","2800","2","闇至寶阿諾瑪里拉","10","22001"
"0","2","對敵方全體施加詛咒（每秒【弱化】數×1000傷害）","在迷宮內發現的法杖形遺物。\n法杖前端核心流淌的\n邪氣會對敵人施加詛咒。","22002","2","2800","2","邪眼杖末日","10","22002"
"0","2","對敵方全體施加中毒（每秒【弱化】數×1000傷害）","在迷宮內發現的短劍形遺物。\n藏在刀刃中的毒會氣化，\n在與敵人交鋒的瞬間使對方中毒。","22003","2","2800","2","影刃劍普拉爾","10","22003"
"0","2","敵人的物理/魔法攻擊力－20％","在迷宮內發現的帽形遺物。\n如同糾纏的荊棘般，\n阻隔敵人的攻擊力。","22004","2","2800","2","薔薇飾帽消除","10","22004"
"0","2","敵人的物理/魔法防禦力－20％","在迷宮內發現的刀遺物。\n被血染紅的刀身，\n能夠輕易割開敵人的裝甲。","22005","2","2800","2","斬赤刃分割","10","22005"
"0","3","敵人的物理/魔法被暴擊傷害＋20％","在迷宮內發現的槍遺物。\n外型特殊的槍尖能對敵人\n造成更深的傷。","23001","2","2800","2","死亡之槍","10","23001"
"0","3","物理/魔法暴擊傷害＋20％","在迷宮內發現的刀形遺物。\n映照出秋日艷紅的美麗刀刃，\n將更進一步地強化致命攻擊。","23002","2","2800","2","焰紅太刀","10","23002"
"0","3","普通攻擊強化＋60","在迷宮內發現的護手遺物。\n裝備者能施展出凌厲的\n強力一擊。","23003","2","2800","2","破空拳套","10","23003"
"0","3","物理/魔法暴擊率＋20％","在迷宮內發現的弓遺物。\n裝備者能獲烈風之力，\n更容易貫穿獵物的要害。","23004","2","2800","2","天擊之弓","10","23004"
"0","3","ＨＰ吸收＋20","在迷宮內發現的斧遺物。\n施展的一擊光是劃過，\n就能吸收獵物的靈魂。","23005","2","2800","2","吸收戰斧","10","23005"
"0","4","增益強化＋60","在迷宮內發現的耳飾形遺物。\n魔石內蘊含的魔力\n會增幅強化之力。","24001","2","2800","2","進化耳環","10","24001"
"0","4","提升物理/魔法攻擊力\n（前方角色的物理防禦力×10）","在迷宮內發現的鎧甲遺物。\n紅鋼的加持擁有把守備力\n轉換成攻擊力的力量。","24002","2","2800","2","紅反鋼盔甲","10","24002"
"0","4","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×10）","在迷宮內發現的禮服遺物。\n精靈的加持會從防魔結界\n收集力量。","24003","2","2800","2","聖減術大地禮服","10","24003"
"0","4","物理/魔法攻擊力＋40％","在迷宮內發現的大劍形遺物。\n湧出的火焰之力能極大\n提高攻擊能力。","24004","2","2800","2","炎王絕劍","10","24004"
"0","4","物理/魔法防禦力＋20％","在迷宮內發現的鎧甲遺物。\n能如同綻放千年的櫻花，\n給予裝備者堅如磐石的監牢。","24005","2","2800","2","櫻監牢戰衣","10","24005"
"0","5","恢復強化+20","在迷宮內發現的法杖遺物。\n會給予裝備者大樹的恩惠，\n傳授治癒術的才能。","25001","2","2800","2","創世綠杖","10","25001"
"0","5","ＨＰ＋20％","在迷宮內發現的戒指形遺物。\n會用天空的守護圍繞裝備者，\n增幅生命力。","25002","2","2800","2","空命護珠","10","25002"
"0","5","每15秒展開物理無效護盾（【守備】數×1000無效）","在迷宮內發現的鎧甲形遺物。\n經過高等技術精鍊出的鋼鐵，\n能在物理攻擊間保護裝備者。","25003","2","2800","2","鋼裝堅鎧","10","25003"
"0","5","每15秒展開魔法無效護盾（【守備】數×1000無效）","在迷宮內發現的長袍遺物。\n其中編入神樹的藤蔓，\n能在魔法間保護裝備者。","25004","2","2800","2","魔護靈裝","10","25004"
"0","5","持續恢復ＨＰ（每秒【守備】數×1000恢復）","在迷宮內發現的手鐲遺物。\n滿溢而出的自然之力\n會給裝備者帶來生命的氣息。","25005","2","2800","2","綠護盾環","10","25005"
"0","0","屬性獎勵＋100％","藏在迷宮中樞部分的黎明秘寶。\n為了保管檔案，其中封有屬性的\n力量碎片，會讓內部的\n星素顯著上升。","30001","3","3800","0","元素激流寶珠","10","30001"
"0","1","ＴＰ上升+15","沉眠於迷宮深處，仿照月亮的\n耳飾。出自內部的魔力\n能給予裝備者如同蝴蝶般的\n短暫美麗，大幅提升活力加速。","31001","3","3800","3","瞬閃蝶之月飾","10","31001"
"0","1","每受到傷害時恢復ＴＰ100（最多３次）","沉眠於迷宮深處，鑲有寶石裝飾\n的圓盾。如大海般的湛藍魔力\n會庇護裝備者，連逼近的威脅\n都能將其昇華為能量。","31002","3","3800","3","海寶華之煌盾","10","31002"
"0","1","戰鬥開始時恢復ＴＰ300","沉眠於迷宮深處的神聖手環。\n以失落技術鑲嵌的寶石\n會給裝備者帶來加持，一旦危機\n逼近，還會分出龐大的力量。","31003","3","3800","3","碧貴石之聖輪","10","31003"
"0","1","ＴＰ消耗減輕＋6","沉眠於迷宮深處，昔日天界所傳\n的法杖。只要朝天上舉起，\n灌輸於鏡玉的祈禱便會滿溢而出，\n給予裝備者無盡的力量。","31004","3","3800","3","永天鏡之王笏","10","31004"
"0","1","可重複的行動速度＋30％","沉眠於迷宮深處，宿有天使加持\n的戰鞋。光是裝備就會被授予\n神性，能如同天使般\n自由地在空中飛翔。","31005","3","3800","3","熾天使之翔鞋","10","31005"
"0","1","ＴＰ上升＋100","被鎮祀於迷宮最深處，神明\n技藝的遺物。裡頭附有掌控風的\n諸神恩寵，無盡的活力會以如同\n疾風的速度傳遍裝備者的身體。","31006","3","9999","5","風神的護風恩寵","10","31006"
"0","2","狀態異常命中＋60","沉眠於迷宮深處，仿照幻獸的\n首飾。被這顆寶石之神祕吸引\n的人會變得無法反抗所有\n異變和威脅。","32001","3","3800","3","幻獸飾誘惑","10","32001"
"1","2","對敵方全體施加詛咒（每秒【弱化】數×1500傷害）","沉眠於迷宮深處，侵蝕月亮的\n法杖。光是存在，咒力的激流\n便會源源不絕地溢出，透過詛咒\n侵蝕所有靠近的敵人。","32002","3","3800","3","深淵蝕杖詛咒","10","32002"
"0","2","對敵方全體施加中毒（每秒【弱化】數×1500傷害）","沉眠於迷宮深處的黑刃刺劍。\n鑲嵌在刀刃上的寶玉\n會不斷散播邪毒，\n時刻靠近破滅。","32003","3","3800","3","滅刻凶刃猛毒","10","32003"
"0","2","敵人的物理/魔法攻擊力－30％","沉眠於迷宮深處，點綴寶石的\n面紗。從遮蓋布下滲出的\n氣息會舒緩對方的敵意，\n使其無力化。","32004","3","3800","3","燦然御纏阿諾拉‧貝拉","10","32004"
"0","2","敵人的物理/魔法防禦力－30％","沉眠於迷宮深處，刀身纏繞著鎖鏈\n的妖刀。違反主人意志的狂暴鎖鏈\n會打破怨敵的防禦，\n以紫黑的凶刃斬卻萬物。","32005","3","3800","3","斷壁鎖刃碎片","10","32005"
"0","2","敵方物理/魔法造成的傷害－25％\n敵方受到的物理/魔法傷害＋25%","靜靜沉眠於迷宮深層的虛影衣裝。\n來自深淵的侵影會如同霜雪般\n凍結一切存在，將抗敵的劍盾\n雙雙崩解於虛無之中。","32006","3","9999","5","霜影虛裝深淵大帝","10","32006"
"0","3","敵人的物理/魔法被暴擊傷害＋30％","沉眠於迷宮深處，寄宿地神之力的\n烈槍。以大地之力為糧施放、\n絕無僅有的一閃，會給立於地上\n的所有敵人帶來莫大的傷害。","33001","3","3800","3","致命長鉞","10","33001"
"0","3","物理/魔法暴擊傷害＋30％","沉眠於迷宮深處，被傳說歌頌的\n極致一刀。寄宿鳳凰之力的鮮紅\n刀刃會如同火焰般，給予\n強烈的一擊。","33002","3","3800","3","終局之刀","10","33002"
"0","3","普通攻擊強化＋90","沉眠於迷宮深處，封住地核能量\n的護甲。使出的一擊將會\n彷彿破壞世界般，大幅強化\n普通攻擊。","33003","3","3800","3","大地解構函式","10","33003"
"0","3","物理/魔法暴擊率＋30％","沉眠於迷宮深處，制裁咎人的\n聖弓。被這把弓選上的裝備者\n將會得到神風的加持，不會\n給予目標慈悲，瞬間貫穿要害。","33004","3","3800","3","審判之弓","10","33004"
"0","3","ＨＰ吸收＋30","沉眠於迷宮深處的金色大戰斧。\n會拿收割的獵物靈魂為糧，\n讓那絢麗的刀刃光輝\n更顯燦爛。","33005","3","3800","3","收割之斧","10","33005"
"0","3","普通攻擊強化＋500\nＨＰ吸收＋50","被留在迷宮最深處的久遠遺物。\n自神代大戰以來由聖騎士代代\n相傳，會將不滅的力量連同戰鬥的\n力量一起分給裝備者。","33006","3","9999","5","天堂拳套","10","33006"
"0","4","增益強化＋90","沉眠於迷宮深處，封印炎天魔力\n的耳飾。會喚醒潛在能力\n到極致，大幅度提升\n強化之力。","34001","3","3800","3","極醒護身符","10","34001"
"0","4","提升物理/魔法攻擊力\n（前方角色的物理防禦力×15）","沉眠於迷宮深處的白金鎧甲。\n由白龍鱗片交織而成的外裝\n擁有集結盟友之力的效果，\n能釋放無比強大的一擊。","34002","3","3800","3","拒絕斷刃的白銀","10","34002"
"0","4","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×15）","沉眠於迷宮深處，作為榮華象徵\n被打造而成的禮服。盛開的鮮紅\n之花加持，會將裝備者的絕魔\n之力轉換為攻擊力。","34003","3","3800","3","緋華榮華的石榴","10","34003"
"0","4","物理/魔法攻擊力＋60％","沉眠於迷宮深處，承載光龍之力\n的大劍。這把劍會令人回想起\n過去榮光的振翅，向世界\n釋放出極限的霸氣。","34004","3","3800","3","霸光帝龍的榮光","10","34004"
"0","4","物理/魔法防禦力＋30％","沉眠於迷宮深處，在東國內傳承的\n聖鎧。鎧甲如玉般散發出通透\n的光輝，授予裝備者華之加持，\n提高守護之力。","34005","3","3800","3","華舞玲瓏的花之撫子","10","34005"
"0","4","戰鬥開始時，展開提升物理/魔法攻擊力的領域\n（目前數值＋50％）","佇立於迷宮深淵部，百戰不殆的\n大劍。從台座上拔出劍的人會得到\n如同為上天本身戴冠的全能感，\n以及輕易擊退千軍的剛猛之力。","34006","3","9999","5","天戴冠的頂點之劍","10","34006"
"0","5","恢復強化＋30","沉眠於迷宮深處，封印妖精光輝的\n法杖。寶玉會溢出無限的\n生命力，以增幅的快速痊癒之力\n去除各種痛苦。","35001","3","3800","3","妖精靈杖‧癒光","10","35001"
"0","5","ＨＰ＋30％","沉眠於迷宮深處，被翠綠點綴的\n戒指。會令裝備者想起過去\n滿是豐饒的光景，給予\n無盡的生命力。","35002","3","3800","3","泉湧命環‧豐穰","10","35002"
"0","5","每15秒展開物理無效護盾（【守備】數×1500無效）","沉眠於迷宮深處，散發白金光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕物理攻擊的屏障。","35003","3","3800","3","白光輝鎧‧斷壁","10","35003"
"0","5","每15秒展開魔法無效護盾（【守備】數×1500無效）","沉眠於迷宮深處，宿有幽闇光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕魔法攻擊的屏障。","35004","3","3800","3","幽玄煌裝‧絕魔","10","35004"
"0","5","持續恢復ＨＰ（每秒【守備】數×1500恢復）","沉眠於迷宮深處，鑲嵌翠綠寶玉\n的手鐲。持續滾滾湧出的瑪那，\n並不斷蓄積生命力。","35005","3","3800","3","輪迴之翡翠珠輪","10","35005"
"0","5","ＨＰ＋100％","被供奉在迷宮最下層的傳承之環。\n據傳被選上之人一旦握住它，\n便能如同創造神話般，\n帶來無窮的生命力。","35006","3","9999","5","天命授環‧伊邪那","10","35006"
"0","5","ＨＰ＋15％\n物理/魔法造成的傷害＋15％","為與【美食殿堂】一同進迷宮冒險\n打造的遺物。細緻地模仿\n皇家裝備，能大幅提升\n我方的身體能力。","40001","3","3200","1","公主之力","10","40001"
"0","4","屬性獎勵＋50％","為與【破曉之星】一同進迷宮\n冒險打造的遺物。能呼應\n３人的星素，增幅屬性\n之力。","40002","3","3200","1","星素爆發","10","40002"
"0","1","商店的販售價格－10％","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。\n多虧主人建立的信賴關係，\n能夠享有商品的價格優惠。","40003","3","3200","1","咲戀育幼院戰鬥狀態","10","40003"
"0","3","物理/魔法暴擊傷害＋50%\n物理/魔法暴擊率－25%","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。\n模仿團長的常用物品，犧牲會心率，\n提高會心時的威力。","40004","3","3200","1","信仰騎士","10","40004"
"0","2","挑戰開始時拉比林斯達加入","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。迷宮女王\n會透過此權能，讓騎士無論\n身在何處都能立刻參戰。","40005","3","3200","1","拉比林斯專家","10","40005"
"0","4","物理/魔法攻擊力＋15％\n增益強化＋15","為與【慈樂之音】一同進迷宮\n冒險打造的遺物。只要一揮，\n使用者的熱烈聲援就夠能使\n登台之人更進一步閃耀。","40006","3","3200","1","輝煌的慈樂之音","10","40006"
"0","1","敵人的ＴＰ上升－15","為與【惡魔偽王國軍】一同進迷宮\n冒險打造的遺物。在那鮮紅雙刃\n所散發出的不祥魔力面前，\n任何敵人都會失去鬥志。","40007","3","3200","1","殘虐之夜","10","40007"
"0","5","戰鬥開始時，ＨＰ最多的角色對敵方進行挑釁","為與【伊麗莎白牧場】一同進迷宮\n冒險打造的遺物。一旦穿上\n就會立刻成為最顯眼的存在，\n吸引住所有的攻擊。","40008","3","3200","1","伊麗莎白守護者","10","40008"
"0","3","初期始源盧幣+3000\n始源盧幣獲得量－10％","為與【墨丘利財團】一同進迷宮\n冒險打造的遺物。絕對不向他人\n索取過多，僅憑與生俱來的財產\n努力奮鬥的清高象徵。","40009","3","3200","1","高貴紫藤","10","40009"
"0","2","減益強化＋20","為與【暮光流星群】一同進迷宮\n冒險打造的遺物。\n兩把刀所呈現出的輝煌光芒，\n能輕易削弱壞蛋的氣勢。","40010","3","3200","1","兵法二海一流","10","40010"
"0","3","挑戰開始時禊＆美美＆鏡華加入","為與【小小甜心】一同進迷宮\n冒險打造的遺物。寄宿於其中的\n強烈羈絆，無論身在何處，\n都能再次連接起三人。","40011","3","3200","1","羈絆蝴蝶結","10","40011"
"0","4","戰鬥開始時，前方角色的物理/魔法防禦力+50%","為與【自衛隊】一同進迷宮\n冒險打造的遺物。記載守護的\n奧義，深入閱讀便能學會\n保護自身免於攻擊的技術。","40012","3","3200","1","琉球犬甲歌","10","40012"
"0","5","戰鬥開始時為調和狀態","為與【森林守衛】一同進迷宮\n冒險打造的遺物。內藏\n森林的氣息，光持有\n便能賦予我方調和之力。","40013","3","3200","1","森林和諧","10","40013"
"0","2","每1秒對誘惑狀態的敵人造成最大ＨＰ的5％的魔法比例傷害（最多50萬傷害）","為與【月光學院】一同進迷宮\n冒險打造的遺物。能逐漸削弱\n誘惑對象的生氣，使其\n在不知不覺間迎來甜美的末路。","40014","3","3200","1","致命魅惑","10","40014"
"0","4","物理/魔法攻擊力提升（加入角色人數×4％，最大100％）","為與【美食殿堂】一同進迷宮\n冒險打造的遺物。在冒險途中\n締結愈多羈絆，我方的攻擊力\n便會愈高。","50001","3","3200","1","公主附魔","10","50001"
"1","5","除卻Boss戰，可免去一次戰鬥的敗北","為與【破曉之星】一同進迷宮\n冒險打造的遺物。公會長\n不放棄的心，能保護我方避免\n一次敗北。","50002","3","3200","1","破曉吐息","10","50002"
"0","3","提升普通攻擊強化（始源盧幣持有數×0.01，最大100）","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。散發出主人\n高雅的劍，擁有將積累財富轉換\n為力量的效果。","50003","3","3200","1","咲戀育幼院之崇高","10","50003"
"0","2","敵方受到的物理/魔法傷害＋25％\n我方受到的物理/魔法傷害＋25%","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。副團長舉辦的\n鬥爭之宴，能使敵我方所受的\n傷害悉數增加。","50004","3","3200","1","誓約慶典","10","50004"
"0","1","挑戰開始時隨機獲得1個★1迷宮遺物","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。冠以主人\n之力的劍可解放部分開發者\n權限，立刻獲得遺物。","50005","3","3200","1","拉比林斯之主","10","50005"
"0","4","每30秒解除物理/魔法攻擊力降低","為與【慈樂之音】一同進迷宮\n冒險打造的遺物。\n透過手持麥克風擴散的歌聲，\n能趕跑我方的疲勞。","50006","3","3200","1","Voice For You","10","50006"
"0","1","每15秒固定恢復100ＴＰ\n降低敵人100ＴＰ","為與【惡魔偽王國軍】一同進迷宮\n冒險打造的遺物。\n沉重揮舞的一擊，\n能將被斬裂的獵物精氣納為己用。","50007","3","3200","1","惡魔恐懼","10","50007"
"0","5","無法行動無效１次","為與【伊麗莎白牧場】一同進迷宮\n冒險打造的遺物。\n能喚醒持有者的幹勁，使慵懶\n狀態失效１次。但也僅限１次。","50008","3","3200","1","橡實之魂","10","50008"
"0","3","物理/魔法暴擊傷害提升（始源盧幣持有數×0.01％，最多100％）","為與【墨丘利財團】一同進迷宮\n冒險打造的遺物。\n累積的財富越多越能集中精神，\n以必殺的突刺刺向敵人還以顏色。","50009","3","3200","1","利維坦的呼喚","10","50009"
"0","2","對敵方的持續傷害提升（角色加入數量×10％，最多50萬傷害）","為與【暮光流星群】一同進迷宮\n冒險打造的遺物。\n會學習各式各樣的人格特性，\n並將其轉化為折磨敵人的招數。","50010","3","3200","1","薔薇束帶","10","50010"
"1","0","連結印記格子的抽選次數+1（1次）","為與【小小甜心】一同進迷宮\n冒險打造的遺物。穿上就會\n充滿精神，可以東奔西走\n邀請更多夥伴。","50011","3","3200","0","特技跑鞋","10","50011"
"3","0","戰鬥勝利後夥伴角色加入數+1（3次）","為與【自衛隊】一同進迷宮\n冒險打造的遺物。公主殿下\n親衛隊的精銳隊員們日以繼夜地\n努力，希望招收更多夥伴。","50012","3","3200","0","公主殿下親衛隊招募員","10","50012"
"1","0","迷宮遺物格子的抽選次數+1（1次）","為與【森林守衛】一同進迷宮\n冒險打造的遺物。閃閃發光的\n流星會招來幸運，令人獲得\n許多道具。","50013","3","3200","0","命運流星","10","50013"
"1","0","敵人的誘惑時間+50％","為與【月光學院】一同進迷宮\n冒險打造的遺物。鮮紅的光澤\n猶如惡魔，能牢牢吸引住見者\n目光，使其無法逃脫。","50014","3","3200","0","絲絨唇膏","10","50014"
