a1687cb60515ea0ef5f82437e409d9349946810777998241951f3a6deb0d9133,898de6bbd233e93e7499e2f4aa2b65f62b2cfd3a872d824a3b6c33a206e9606d,1b84957a05485730155a7138b27209600f3344bb2c65812b29845b3698e9352b,7ad6875997a6d2d30ad141c4482c2e5531f559ebf5ec07b4cdcb5b9ba665c2a5,7051cd9a094aff60cd9380196d896c507a4dc1559e2b7ab450350f8b98af6d2d,189ff06dfbc40d1e6eb221c92a879a9510aa4f838b2827523c9c362004516030,9995f697147c5582458e4e1a95bfcb5c9d963bf64c8300e068f03d958082f5ee,e3fe3825e45a33acd9873957de3b3bbda35328e0ef05aff59a302a1ac31f14e1,5914f0bc21341e51bd2a8388248689a0446f47d9c107fb7b5007f34f71b8c4fd,e1401442ef9dbfdc7d03e62ff969b70ef1bb67e65a4904d70816d208fca3dce0,ce0d47c30a0f68cf324b34a0caba7b37229e3e45a26b07fa71f3b279d4f0d5b9
"","52","20","3","2","0","0","20000","","0","23001"
"","53","300","4","8","0","0","20000","","0","91002"
"","54","20","4","2","0","0","20000","","0","23001"
"","55","500","5","8","0","0","20000","","0","91002"
"","56","20","5","2","0","0","20000","","0","23001"
"","57","300","6","8","0","0","20000","","0","91002"
"","58","20","6","2","0","0","20000","","0","23001"
"","59","300","7","8","0","0","20000","","0","91002"
"","60","20","7","2","0","0","20000","","0","23001"
"","61","300","8","8","0","0","20000","","0","91002"
"","62","20","8","2","0","0","20000","","0","23001"
"","63","300","9","8","0","0","20000","","0","91002"
"","64","20","9","2","0","0","20000","","0","23001"
"","65","600","10","8","0","0","20000","","0","91002"
"","66","20","10","2","0","0","20000","","0","23001"
"","67","150","1","8","0","0","49001","","0","91002"
"","68","150","2","8","0","0","49001","","0","91002"
"","69","150","3","8","0","0","49001","","0","91002"
"","70","150","4","8","0","0","49001","","0","91002"
"","71","150","5","8","0","0","49001","","0","91002"
"","72","150","6","8","0","0","49001","","0","91002"
"","73","150","7","8","0","0","49001","","0","91002"
"","74","150","8","8","0","0","49001","","0","91002"
"","75","150","9","8","0","0","49001","","0","91002"
"","76","150","10","8","0","0","49001","","0","91002"
"","77","150","1","8","0","0","49002","","0","91002"
"","78","150","2","8","0","0","49002","","0","91002"
"","79","150","3","8","0","0","49002","","0","91002"
"","80","150","4","8","0","0","49002","","0","91002"
"","81","150","5","8","0","0","49002","","0","91002"
"","82","150","6","8","0","0","49002","","0","91002"
"","83","150","7","8","0","0","49002","","0","91002"
"","84","150","8","8","0","0","49002","","0","91002"
"","85","150","9","8","0","0","49002","","0","91002"
"","86","150","10","8","0","0","49002","","0","91002"
"","87","150","1","8","0","0","49003","","0","91002"
"","88","150","2","8","0","0","49003","","0","91002"
"","89","150","3","8","0","0","49003","","0","91002"
"","90","150","4","8","0","0","49003","","0","91002"
"","91","150","5","8","0","0","49003","","0","91002"
"","92","150","6","8","0","0","49003","","0","91002"
"","93","150","7","8","0","0","49003","","0","91002"
"","94","150","8","8","0","0","49003","","0","91002"
"","95","150","9","8","0","0","49003","","0","91002"
"","96","150","10","8","0","0","49003","","0","91002"
"","97","1500","1","8","0","0","49004","","0","91002"
"","98","1500","2","8","0","0","49004","","0","91002"
"","99","1500","3","8","0","0","49004","","0","91002"
"","100","1500","4","8","0","0","49004","","0","91002"
"","101","1500","5","8","0","0","49004","","0","91002"
"","102","1500","6","8","0","0","49004","","0","91002"
"","103","1500","7","8","0","0","49004","","0","91002"
"","104","1500","8","8","0","0","49004","","0","91002"
"","105","150","1","8","0","0","49005","","0","91002"
"","106","150","2","8","0","0","49005","","0","91002"
"","107","150","3","8","0","0","49005","","0","91002"
"","108","150","4","8","0","0","49005","","0","91002"
"","109","150","5","8","0","0","49005","","0","91002"
"","110","150","6","8","0","0","49005","","0","91002"
"","111","150","7","8","0","0","49005","","0","91002"
"","112","150","8","8","0","0","49005","","0","91002"
"","113","150","9","8","0","0","49005","","0","91002"
"","114","150","10","8","0","0","49005","","0","91002"
"","115","300","1","8","0","0","49006","","0","91002"
"","116","300","2","8","0","0","49006","","0","91002"
"","117","300","3","8","0","0","49006","","0","91002"
"","118","300","4","8","0","0","49006","","0","91002"
"","119","300","5","8","0","0","49006","","0","91002"
"","120","150","1","8","0","0","49007","","0","91002"
"","121","150","2","8","0","0","49007","","0","91002"
"","122","150","3","8","0","0","49007","","0","91002"
"","123","150","4","8","0","0","49007","","0","91002"
"","124","150","5","8","0","0","49007","","0","91002"
"","125","150","6","8","0","0","49007","","0","91002"
"","126","150","7","8","0","0","49007","","0","91002"
"","127","150","8","8","0","0","49007","","0","91002"
"","128","150","9","8","0","0","49007","","0","91002"
"","129","150","10","8","0","0","49007","","0","91002"
"","130","150","1","8","0","0","49008","","0","91002"
"","131","150","2","8","0","0","49008","","0","91002"
"","132","150","3","8","0","0","49008","","0","91002"
"","133","150","4","8","0","0","49008","","0","91002"
"","134","150","5","8","0","0","49008","","0","91002"
"","135","150","6","8","0","0","49008","","0","91002"
"","136","150","7","8","0","0","49008","","0","91002"
"","137","150","8","8","0","0","49008","","0","91002"
"","138","150","9","8","0","0","49008","","0","91002"
"","139","150","10","8","0","0","49008","","0","91002"
"","140","150","1","8","0","0","49009","","0","91002"
"","141","150","2","8","0","0","49009","","0","91002"
"","142","150","3","8","0","0","49009","","0","91002"
"","143","150","4","8","0","0","49009","","0","91002"
"","144","150","5","8","0","0","49009","","0","91002"
"","145","150","6","8","0","0","49009","","0","91002"
"","146","150","7","8","0","0","49009","","0","91002"
"","147","150","8","8","0","0","49009","","0","91002"
"","148","150","9","8","0","0","49009","","0","91002"
"","149","150","10","8","0","0","49009","","0","91002"
"","150","150","1","8","0","0","49010","","0","91002"
"","151","150","2","8","0","0","49010","","0","91002"
"","152","150","3","8","0","0","49010","","0","91002"
"","153","150","4","8","0","0","49010","","0","91002"
"","154","150","5","8","0","0","49010","","0","91002"
"","155","150","6","8","0","0","49010","","0","91002"
"","156","150","7","8","0","0","49010","","0","91002"
"","157","150","8","8","0","0","49010","","0","91002"
"","158","150","9","8","0","0","49010","","0","91002"
"","159","150","10","8","0","0","49010","","0","91002"
"","160","150","1","8","0","0","49011","","0","91002"
"","161","150","2","8","0","0","49011","","0","91002"
"","162","150","3","8","0","0","49011","","0","91002"
"","163","150","4","8","0","0","49011","","0","91002"
"","164","150","5","8","0","0","49011","","0","91002"
"","165","150","6","8","0","0","49011","","0","91002"
"","166","150","7","8","0","0","49011","","0","91002"
"","167","150","8","8","0","0","49011","","0","91002"
"","168","150","9","8","0","0","49011","","0","91002"
"","169","150","10","8","0","0","49011","","0","91002"
"","170","300","1","8","0","0","49012","","0","91002"
"","171","300","2","8","0","0","49012","","0","91002"
"","172","300","3","8","0","0","49012","","0","91002"
"","173","300","4","8","0","0","49012","","0","91002"
"","174","300","5","8","0","0","49012","","0","91002"
"","175","300","6","8","0","0","49012","","0","91002"
"","176","300","7","8","0","0","49012","","0","91002"
"","177","300","8","8","0","0","49012","","0","91002"
"","178","300","9","8","0","0","49012","","0","91002"
"","179","300","10","8","0","0","49012","","0","91002"
"","180","100","1","8","1","0","80003","","500371","91002"
"","181","100","2","8","1","0","80003","","500371","91002"
"","182","100","3","8","1","0","80003","","500033","91002"
"","183","100","4","8","1","0","80003","","500371","91002"
"","184","100","5","8","1","0","80003","","500033","91002"
"","185","100","6","8","1","0","80003","","500371","91002"
"","186","100","7","8","1","0","80003","","500367","91002"
"","187","100","8","8","1","0","80003","","500367","91002"
"","188","100","9","8","1","0","80003","","500367","91002"
"","189","100","10","8","1","0","80003","","500033","91002"
"","190","100","11","8","1","0","80003","","500033","91002"
"","191","100","12","8","1","0","80003","","500033","91002"
"","192","100","13","8","1","0","80003","","509020","91002"
"","193","100","14","8","1","0","80003","","500371","91002"
"","194","100","15","8","1","0","80003","","500033","91002"
"","195","150","1","8","0","0","49013","","0","91002"
"","196","150","2","8","0","0","49013","","0","91002"
"","197","150","3","8","0","0","49013","","0","91002"
"","198","150","4","8","0","0","49013","","0","91002"
"","199","150","5","8","0","0","49013","","0","91002"
"","200","150","6","8","0","0","49013","","0","91002"
"","201","150","7","8","0","0","49013","","0","91002"
"","202","150","8","8","0","0","49013","","0","91002"
"","203","150","9","8","0","0","49013","","0","91002"
"","204","150","10","8","0","0","49013","","0","91002"
"","205","500","1","8","0","0","70004","","0","91002"
"","206","500","2","8","0","0","70004","","0","91002"
"","207","300","1","8","0","0","70005","","0","91002"
"","208","300","2","8","0","0","70005","","0","91002"
"","209","300","3","8","0","0","70005","","0","91002"
"","210","100","1","8","0","0","80004","","530101","91002"
"","211","100","2","8","0","0","80004","","530102","91002"
"","212","100","3","8","0","0","80004","","530103","91002"
"","213","100","4","8","0","0","80004","","530104","91002"
"","214","100","5","8","0","0","80004","","530105","91002"
"","215","100","6","8","0","0","80004","","530106","91002"
"","216","100","7","8","0","0","80004","","530107","91002"
"","217","100","8","8","0","0","80004","","530108","91002"
"","218","100","9","8","0","0","80004","","530109","91002"
"","219","100","10","8","0","0","80004","","530110","91002"
"","220","100","11","8","0","0","80004","","530111","91002"
"","221","100","12","8","0","0","80004","","530112","91002"
"","222","100","13","8","0","0","80004","","530113","91002"
"","223","100","14","8","0","0","80004","","530114","91002"
"","224","100","15","8","0","0","80004","","530115","91002"
"","225","100","16","8","0","0","80004","","530116","91002"
"","226","100","17","8","0","0","80004","","530117","91002"
"","227","1","17","7","0","0","80004","","530117","2805"
"","228","150","1","8","0","0","40009","","0","91002"
"","229","150","2","8","0","0","40009","","0","91002"
"","230","150","3","8","0","0","40009","","0","91002"
"","231","150","4","8","0","0","40009","","0","91002"
"","232","150","5","8","0","0","40009","","0","91002"
"","233","150","6","8","0","0","40009","","0","91002"
"","234","150","7","8","0","0","40009","","0","91002"
"","235","150","8","8","0","0","40009","","0","91002"
"","236","150","9","8","0","0","40009","","0","91002"
"","237","150","10","8","0","0","40009","","0","91002"
"","238","150","1","8","0","0","49014","","0","91002"
"","239","150","2","8","0","0","49014","","0","91002"
"","240","150","3","8","0","0","49014","","0","91002"
"","241","150","4","8","0","0","49014","","0","91002"
"","242","150","5","8","0","0","49014","","0","91002"
"","243","150","6","8","0","0","49014","","0","91002"
"","244","150","7","8","0","0","49014","","0","91002"
"","245","150","8","8","0","0","49014","","0","91002"
"","246","150","9","8","0","0","49014","","0","91002"
"","247","150","10","8","0","0","49014","","0","91002"
"","248","150","1","8","0","0","49015","","0","91002"
"","249","150","2","8","0","0","49015","","0","91002"
"","250","150","3","8","0","0","49015","","0","91002"
"","251","150","4","8","0","0","49015","","0","91002"
"","252","150","5","8","0","0","49015","","0","91002"
"","253","150","6","8","0","0","49015","","0","91002"
"","254","150","7","8","0","0","49015","","0","91002"
"","255","150","8","8","0","0","49015","","0","91002"
"","256","150","9","8","0","0","49015","","0","91002"
"","257","150","10","8","0","0","49015","","0","91002"
"","258","300","1","8","0","0","49016","","0","91002"
"","259","300","2","8","0","0","49016","","0","91002"
"","260","300","3","8","0","0","49016","","0","91002"
"","261","300","4","8","0","0","49016","","0","91002"
"","262","300","5","8","0","0","49016","","0","91002"
"","263","300","6","8","0","0","49016","","0","91002"
"","264","300","7","8","0","0","49016","","0","91002"
"","265","300","8","8","0","0","49016","","0","91002"
"","266","300","9","8","0","0","49016","","0","91002"
"","267","300","10","8","0","0","49016","","0","91002"
"","268","100","1","8","0","0","80005","","500367","91002"
"","269","100","2","8","0","0","80005","","500367","91002"
"","270","100","3","8","0","0","80005","","500367","91002"
"","271","100","4","8","0","0","80005","","500367","91002"
"","272","100","5","8","0","0","80005","","500367","91002"
"","273","100","6","8","0","0","80005","","500367","91002"
"","274","100","7","8","0","0","80005","","500367","91002"
"","275","100","8","8","0","0","80005","","500367","91002"
"","276","100","9","8","0","0","80005","","500367","91002"
"","277","100","10","8","0","0","80005","","500367","91002"
"","278","100","11","8","0","0","80005","","500367","91002"
"","279","100","12","8","0","0","80005","","500367","91002"
"","280","100","13","8","0","0","80005","","500367","91002"
"","281","100","14","8","0","0","80005","","500367","91002"
"","282","100","15","8","0","0","80005","","500367","91002"
"","283","500","1","8","0","0","70006","","0","91002"
"","284","500","2","8","0","0","70006","","0","91002"
"","285","300","1","8","0","0","70007","","0","91002"
"","286","300","2","8","0","0","70007","","0","91002"
"","287","300","3","8","0","0","70007","","0","91002"
"","298","100","1","8","0","0","80006","","530121","91002"
"","299","100","2","8","0","0","80006","","530122","91002"
"","300","100","3","8","0","0","80006","","530123","91002"
"","301","100","4","8","0","0","80006","","530124","91002"
"","302","100","5","8","0","0","80006","","530125","91002"
"","303","100","6","8","0","0","80006","","530126","91002"
"","304","100","7","8","0","0","80006","","530127","91002"
"","305","100","8","8","0","0","80006","","530128","91002"
"","306","100","9","8","0","0","80006","","530129","91002"
"","307","100","10","8","0","0","80006","","530130","91002"
"","308","100","11","8","0","0","80006","","530131","91002"
"","309","100","12","8","0","0","80006","","530132","91002"
"","310","100","13","8","0","0","80006","","530133","91002"
"","311","100","14","8","0","0","80006","","530134","91002"
"","312","100","15","8","0","0","80006","","530135","91002"
"","313","100","16","8","0","0","80006","","530136","91002"
"","314","100","17","8","0","0","80006","","530137","91002"
"","316","100","1","8","0","0","80007","","530123","91002"
"","317","100","2","8","0","0","80007","","530124","91002"
"","318","100","3","8","0","0","80007","","530125","91002"
"","319","100","4","8","0","0","80007","","530126","91002"
"","320","100","5","8","0","0","80007","","530127","91002"
"","321","100","6","8","0","0","80007","","530128","91002"
"","322","100","7","8","0","0","80007","","530129","91002"
"","323","100","8","8","0","0","80007","","530130","91002"
"","324","100","9","8","0","0","80007","","530131","91002"
"","325","100","10","8","0","0","80007","","530132","91002"
"","326","100","11","8","0","0","80007","","530133","91002"
"","327","100","12","8","0","0","80007","","530134","91002"
"","328","100","13","8","0","0","80007","","530135","91002"
"","329","100","14","8","0","0","80007","","530136","91002"
"","330","100","15","8","0","0","80007","","530137","91002"
"","331","1","15","16","0","0","80007","","530137","9000215"
"","332","1","15","16","0","0","80007","","530137","9000216"
"","333","150","1","8","0","0","49017","","0","91002"
"","334","150","2","8","0","0","49017","","0","91002"
"","335","150","3","8","0","0","49017","","0","91002"
"","336","150","4","8","0","0","49017","","0","91002"
"","337","150","5","8","0","0","49017","","0","91002"
"","338","150","6","8","0","0","49017","","0","91002"
"","339","150","7","8","0","0","49017","","0","91002"
"","340","150","8","8","0","0","49017","","0","91002"
"","341","150","9","8","0","0","49017","","0","91002"
"","342","150","10","8","0","0","49017","","0","91002"
"","343","300","1","8","0","0","49018","","0","91002"
"","344","300","2","8","0","0","49018","","0","91002"
"","345","300","3","8","0","0","49018","","0","91002"
"","346","300","4","8","0","0","49018","","0","91002"
"","347","300","5","8","0","0","49018","","0","91002"
"","348","300","6","8","0","0","49018","","0","91002"
"","349","300","7","8","0","0","49018","","0","91002"
"","350","300","8","8","0","0","49018","","0","91002"
"","351","300","9","8","0","0","49018","","0","91002"
"","352","300","10","8","0","0","49018","","0","91002"
"","353","300","1","8","0","0","49019","","0","91002"
"","354","300","2","8","0","0","49019","","0","91002"
"","355","300","3","8","0","0","49019","","0","91002"
"","356","300","4","8","0","0","49019","","0","91002"
"","357","300","5","8","0","0","49019","","0","91002"
"","358","300","6","8","0","0","49019","","0","91002"
"","359","300","7","8","0","0","49019","","0","91002"
"","360","300","8","8","0","0","49019","","0","91002"
"","361","300","9","8","0","0","49019","","0","91002"
"","362","300","10","8","0","0","49019","","0","91002"
"","363","500","1","8","0","0","70008","","0","91002"
"","364","500","2","8","0","0","70008","","0","91002"
"","365","1000","1","8","0","0","70009","","0","91002"
"","366","150","1","8","0","0","49020","","0","91002"
"","367","150","2","8","0","0","49020","","0","91002"
"","368","150","3","8","0","0","49020","","0","91002"
"","369","750","4","8","0","0","49020","","0","91002"
"","370","200","5","8","0","0","49020","","0","91002"
"","371","200","6","8","0","0","49020","","0","91002"
"","372","200","7","8","0","0","49020","","0","91002"
"","373","300","8","8","0","0","49020","","0","91002"
"","374","300","9","8","0","0","49020","","0","91002"
"","375","600","10","8","0","0","49020","","0","91002"
"莉莉","376","1","1","2","1","125801","40011","馬上就可以\n見到大家了呢。\n現在我的內心雀躍不已……\n","0","24001"
"可璃亞","377","1","2","2","1","126001","40011","初次見面，我是可璃亞♪\n我非常期待\n和大家一起冒險","0","24001"
"普蕾西亞","378","1","3","2","1","126101","40011","嗯──\n這個，給你。\n是的","0","24001"
"莉莉","379","1","4","2","2","125801","40011","讓我再次自我介紹……\n我是【幻變少女】的\n公會長莉莉","0","24001"
"可璃亞","380","1","5","2","2","126001","40011","你好，哥哥♪\n我是【幻變少女】的\n可璃亞","0","24001"
"普蕾西亞","381","1","6","2","2","126101","40011","哥哥。\n你願意過來，我很開心","0","24001"
"","382","100","1","8","0","0","80008","","530141","91002"
"","383","100","2","8","0","0","80008","","530142","91002"
"","384","100","3","8","0","0","80008","","530143","91002"
"","385","100","4","8","0","0","80008","","530144","91002"
"","386","100","5","8","0","0","80008","","530145","91002"
"","387","100","6","8","0","0","80008","","530146","91002"
"","388","100","7","8","0","0","80008","","530147","91002"
"","389","100","8","8","0","0","80008","","530148","91002"
"","390","100","9","8","0","0","80008","","530149","91002"
"","391","100","10","8","0","0","80008","","530150","91002"
"","392","100","11","8","0","0","80008","","530151","91002"
"","393","100","12","8","0","0","80008","","530152","91002"
"","394","100","13","8","0","0","80008","","530153","91002"
"","395","100","14","8","0","0","80008","","530154","91002"
"","396","100","15","8","0","0","80008","","530155","91002"
"","397","100","16","8","0","0","80008","","530156","91002"
"","398","1","16","7","0","0","80008","","530156","2830"
"","399","100","1","8","0","0","20001","","0","91002"
"","400","20","1","2","0","0","20001","","0","23001"
"","401","100","2","8","0","0","20001","","0","91002"
"","402","20","2","2","0","0","20001","","0","23001"
"","403","1","3","2","0","0","20001","","0","24016"
"","404","20","3","2","0","0","20001","","0","23001"
"","405","100","4","8","0","0","20001","","0","91002"
"","406","20","4","2","0","0","20001","","0","23001"
"","407","300","5","8","0","0","20001","","0","91002"
"","408","20","5","2","0","0","20001","","0","23001"
"","409","100","6","8","0","0","20001","","0","91002"
"","410","20","6","2","0","0","20001","","0","23001"
"","411","100","7","8","0","0","20001","","0","91002"
"","412","20","7","2","0","0","20001","","0","23001"
"","413","200","8","8","0","0","20001","","0","91002"
"","414","20","8","2","0","0","20001","","0","23001"
"","415","300","9","8","0","0","20001","","0","91002"
"","416","20","9","2","0","0","20001","","0","23001"
"","417","1","10","2","0","0","20001","","0","24016"
"","418","20","10","2","0","0","20001","","0","23001"
"","419","100","1","8","0","0","80009","","532001","91002"
"","420","100","2","8","0","0","80009","","532002","91002"
"","421","100","3","8","0","0","80009","","532003","91002"
"","422","100","4","8","0","0","80009","","532004","91002"
"","423","100","5","8","0","0","80009","","532005","91002"
"","424","100","6","8","0","0","80009","","532006","91002"
"","425","100","7","8","0","0","80009","","532007","91002"
"","426","100","8","8","0","0","80009","","532008","91002"
"","427","100","9","8","0","0","80009","","532009","91002"
"","428","100","10","8","0","0","80009","","532010","91002"
"","429","100","11","8","0","0","80009","","532011","91002"
"","430","100","12","8","0","0","80009","","532012","91002"
"","431","100","13","8","0","0","80009","","532013","91002"
"","432","100","14","8","0","0","80009","","532014","91002"
"","433","100","15","8","0","0","80009","","532015","91002"
"","434","1500","1","8","0","0","49021","","0","91002"
"","443","500","1","8","0","0","70010","","0","91002"
"","444","1","1","2","0","0","70012","","0","41000"
"","445","1000","1","8","0","0","70011","","0","91002"
"","446","100","1","8","0","0","80010","","530157","91002"
"","447","100","2","8","0","0","80010","","530158","91002"
"","448","100","3","8","0","0","80010","","530159","91002"
"","449","100","4","8","0","0","80010","","530160","91002"
"","450","100","5","8","0","0","80010","","530161","91002"
"","451","100","6","8","0","0","80010","","530162","91002"
"","452","100","7","8","0","0","80010","","530163","91002"
"","453","100","8","8","0","0","80010","","530164","91002"
"","454","100","9","8","0","0","80010","","530165","91002"
"","455","100","10","8","0","0","80010","","530166","91002"
"","456","100","11","8","0","0","80010","","530167","91002"
"","457","100","12","8","0","0","80010","","530168","91002"
"","458","1","12","7","0","0","80010","","530173","2844"
"","459","100","13","8","0","0","80010","","530169","91002"
"","460","1","13","7","0","0","80010","","530173","2846"
"","461","100","14","8","0","0","80010","","530170","91002"
"","462","1","14","7","0","0","80010","","530173","2845"
"","463","100","15","8","0","0","80010","","530171","91002"
"","464","5","15","7","0","0","80010","","530173","2843"
"","465","100","16","8","0","0","80010","","530172","91002"
"","466","1","16","7","0","0","80010","","530173","2842"
"","467","1","1","16","0","0","40013","","0","9000236"
"","468","1","1","16","0","0","40013","","0","9000237"
"","469","1","1","16","0","0","40013","","0","9000238"
"","470","1","1","16","0","0","40013","","0","9000239"
"","471","100","1","8","0","0","80011","","532001","91002"
"","472","100","2","8","0","0","80011","","532002","91002"
"","473","100","3","8","0","0","80011","","532003","91002"
"","474","100","4","8","0","0","80011","","532004","91002"
"","475","100","5","8","0","0","80011","","532005","91002"
"","476","100","6","8","0","0","80011","","532006","91002"
"","477","100","7","8","0","0","80011","","532007","91002"
"","478","100","8","8","0","0","80011","","532008","91002"
"","479","100","9","8","0","0","80011","","532009","91002"
"","480","100","10","8","0","0","80011","","532010","91002"
"","481","100","11","8","0","0","80011","","532011","91002"
"","482","100","12","8","0","0","80011","","532012","91002"
"","483","100","13","8","0","0","80011","","532013","91002"
"","484","100","14","8","0","0","80011","","532014","91002"
"","485","100","15","8","0","0","80011","","532015","91002"
"","488","500","1","8","0","0","40015","","0","91002"
"","489","3000","2","2","0","0","40015","","0","90008"
"","490","500","3","8","0","0","40015","","0","91002"
"","491","3000","4","2","0","0","40015","","0","90008"
"","492","1000","5","8","0","0","40015","","0","91002"
"","493","1000","1","8","0","0","70013","","0","91002"
"","494","500","1","8","0","0","70014","","0","91002"
"","495","1","1","2","0","0","70015","","0","41000"
"","496","100","1","8","0","0","80012","","530208","91002"
"","497","100","2","8","0","0","80012","","530209","91002"
"","498","100","3","8","0","0","80012","","530210","91002"
"","499","100","4","8","0","0","80012","","530211","91002"
"","500","100","5","8","0","0","80012","","530212","91002"
"","501","100","6","8","0","0","80012","","530213","91002"
"","502","100","7","8","0","0","80012","","530214","91002"
"","503","100","8","8","0","0","80012","","530215","91002"
"","504","50","1","8","0","0","70016","","0","91002"
"","505","10000","1","2","0","0","40015","","0","25011"
"","506","3000","1","2","0","0","40015","","0","25021"
"","507","10000","2","2","0","0","40015","","0","25012"
"","508","3000","2","2","0","0","40015","","0","25021"
"","509","10000","3","2","0","0","40015","","0","25013"
"","510","3000","3","2","0","0","40015","","0","25021"
"","511","10000","4","2","0","0","40015","","0","25014"
"","512","3000","4","2","0","0","40015","","0","25021"
"","513","10000","5","2","0","0","40015","","0","25015"
"","514","3000","5","2","0","0","40015","","0","25021"
"","515","1","1","2","0","0","49022","","0","24001"
"","516","1","2","2","0","0","49022","","0","24001"
"","517","1","3","2","0","0","49022","","0","24001"
"","518","1","4","2","0","0","49022","","0","24001"
"","519","1","5","2","0","0","49022","","0","24001"
"","520","1","6","18","0","0","49022","","0","4202401"
"","521","1","7","2","0","0","49022","","0","24001"
"","522","1","8","18","0","0","49022","","0","4202401"
"","523","100","1","8","0","0","80013","","530216","91002"
"","524","100","2","8","0","0","80013","","530217","91002"
"","525","100","3","8","0","0","80013","","530218","91002"
"","526","100","4","8","0","0","80013","","530219","91002"
"","527","100","5","8","0","0","80013","","530220","91002"
"","528","100","1","8","0","0","80014","","530221","91002"
"","529","100","2","8","0","0","80014","","530222","91002"
"","530","100","3","8","0","0","80014","","530223","91002"
"","531","1","1","16","0","0","40016","","0","9000252"
"","532","500","1","8","0","0","40016","","0","91002"
"","533","1","1","2","0","0","49023","","0","24030"
