2b79b959a3513a7507c31c4d7736810cae8cfac1edca300b09cfcf4409cbf417,c368bc9f75ea86e0beea3580dffb2ae9e27a0df54d877d0ae363fe5d72596821,09e444e3e0642672a8e3cc18e1f74e1120bf5e1a60c9076c969e51f6d9e53986,0f63a56d702e9cc00fafaed58db8263b3f0f5522baa640f00a9f89b9dad01e8c,526567c11232e38dff2ded35b921ce8cc7d5a5bbd4b094f961bc1a34d41f5cef,4f2dd480c770aae2b771f820c6f4fcbcc8bbfaa6870dc2864d26070983eb741e,b7ba782022cf7b5b3230acd037c376409e8f90fec707578ddbaa5cba0b5f4299,f26842f80ce0641d6ec40b812e0e64bc2744b4a11a6bb99f1129f6169df08f81,f1be157bad8db88061eeb17f60a3040d622d1529b4fe04ddb3acaf947003cc03,738d1067787e41a212a3451584254676ee572b0aac5c9ce7d5238b9c6515e429,7332b0ea75a68c571f2f2dce62f7f63aecbe9e0c50e5d2bd94e7960929f6f835,c12eafa47a01a2e59e02bb02510d09a9998d11d29cc16b4c92e6344df1042c4d,99afd7fe4e409e20896f3ecf7611994e34d6a47280b9d86f546d0872abe323d2,e7f0bb2627f446fc77d93ec560ddb3bee79e6cee2be9c27256edc3518654814e,db1c07a038ffb197f7951c84e1130ddea0bc9bcb7efffedb0e9165870ddb9e79,33e50b367da88b8279d7bdb73dcb0d4b55780bbf87e64acc9d0850db5f046af3,20994aa30260ca6203ab6f8038334e427c292cacc2565630a8e7ff9e2ea965c8,ff735153ac3a1ec6844072a1cbe208ddebe85bd832ba398b383cf35c0bd65f11,274809420ec055ab88743c16f556fe68dfbc7e35ea258357478e29d026c2e2c6,17a986aac778236f5341893c7d4844da2ba0ef0cd4bceb389a0f9432f93e1512,4021dce821b9200b59f6a8f39f89c1ee3746f7d6a747ec584f823e1683dcf2d1
"0","0","0","0.15","1301510","0","0","0","0","0","0.15","2","0.35","0","0","0","0","130151","2.55","-1","0"
"0","0","0","0","1301610","0","0","0","0.1","0","0","2","0","0","0","0","4.9","130161","0","260","0"
"0","0","0","0","1301611","0","0","0","0","0","0","261","0","0","0","0","5.4","130161","0","-1","0"
"70","0","0","0","1301620","0","0","0","0","0","0","1","0","0","0","0","700","130162","0","-1","0"
"1","0","0","0","1301710","0","0","0","0","0","0","2","0","0","0","0","4.7","130171","0","-1","0"
"0","0","0.5","0","1301810","0","0","0","0.05","0","0","2","0","0","0","0","0","130181","4.25","260","0"
"0","0","0.5","0","1301811","0","0","0","0","0","0","261","0","0","0","0","0","130181","4.5","-1","0"
"0.75","0","0","0","1302010","0","0","0","0","0","0","2","0","0","0","0","4.4","130201","0","-1","0"
"0","0","0","0.4","1302110","10","0","5","0","0","0","2","0.4","0","0","0","0","130211","0","-1","0"
"0","0","0.5","0","1302210","0","0","0","0","0","0","2","0.05","0","0","0","0","130221","4.25","-1","0"
"0.6","0","0","0.3","1302310","0","0","0","0","0","0","2","0.2","0","0","0","2.5","130231","0","-1","0"
"0","0","0.5","0","1302510","0","0","0","0","0","0","2","0","0","0","0","0","130251","4.8","-1","0"
"0","0","0","10","1302520","0","0","0","0","0","10","1","10","0","0","0","0","130252","800","-1","0"
"0","0","0","0.1","1302610","0","0","0","0","0","0.5","2","0.15","0","0","0","3","130261","0","-1","0"
"1","0","0","0","1302710","0","0","0","0.1","0","0","2","0","0","0","0","4.25","130271","0","260","0"
"1","0","0","0","1302711","0","0","0","0","0","0","261","0","0","0","0","4.75","130271","0","-1","0"
"0","0","0","0","1302810","0","0","1.25","0","0","0","2","0","0","0","0","5.25","130281","0","-1","0"
"0","0","0","0.3","1302910","0","0","15","0","0","0","2","0.3","0","0","0","0","130291","0","300","0.05"
"0","0","0","0.4","1302911","0","0","15","0","0","0","301","0.3","0","0","0","0","130291","0","-1","0"
"0.75","0","0","0","1303010","0","0","0","0","0","0","2","0","0","0","0","4.75","130301","0","-1","0"
"0","0","0","0","1303110","0","0","12.5","0.1","0","0","2","0","0","0","0","3.2","130311","0","260","0"
"0","0","0","0","1303111","0","0","12.5","0","0","0","261","0","0","0","0","3.7","130311","0","-1","0"
"0","0","0","0.1","1303210","0","0","7.5","0","0","0","2","0","0","0","0","3","130321","0","-1","0"
"0","0","0","0.05","1303310","0","0","0","0.1","0","0","2","0.05","0","0","0","4.25","130331","0","260","0"
"0","0","0","0.05","1303311","0","0","0","0","0","0","261","0.05","0","0","0","4.75","130331","0","-1","0"
"70","0","0","0","1303320","0","0","0","0","0","0","1","0","0","0","0","700","130332","0","-1","0"
"0","0","0","0","1303410","0","0","0","0","0","0.6","2","0.15","0","0","0","3.2","130341","0","-1","0"
"0","0","0.9","0","1303610","0","0","0","0","0","0","2","0","0","0","0","0","130361","4.4","-1","0"
"1.2","0","0","0","1303710","0","0","0","0","0","0","2","0","0","0","0","3","130371","0","-1","0"
"1.2","0","0","0","1303810","0","0","0","0.15","0","0","2","0","0","0","0","3.75","130381","0","260","0"
"1.2","0","0","0","1303811","0","0","0","0","0","0","261","0","0","0","0","4.5","130381","0","-1","0"
"0","0","0","0.25","1304010","0","0","0","0","0","0","2","0.25","0","0","0","3","130401","0","-1","0"
"0","0","0","0.25","1304210","0","0","0","0","0","0.3","2","0.25","0","0","0","0","130421","2.2","-1","0"
"0.6","0","0","0","1304310","0","0","0","0","0","0","2","0","0","0","0","5","130431","0","-1","0"
"0","0","0","0","1304410","0","0","0","0","0","0","2","0.2","0.05","0","0","0","130441","4","-1","0"
"0","0","0","0.35","1304510","0","0","0","0","0","0.6","2","0.45","0","0","0","0","130451","0","-1","0"
"0.25","0","0","0","1304610","0","0","0","0","0","0","2","0.25","0","0","0","3.75","130461","0","-1","0"
"0","0","0","0.4","1304710","0","0","0","0","0","0","2","0.45","0","0","0","1","130471","0","-1","0"
"0","0","0","0.15","1304810","0","0","0","0","0","0","2","0.15","0","0","0","3.75","130481","0","-1","0"
"0","0","0","0.3","1304910","0","0","0","0","0","0.25","2","0","0","0","0","3.2","130491","0","-1","0"
"0","0","0","50","1304920","0","0","1250","0","0","0","1","50","0","0","0","0","130492","0","-1","0"
"0","0","0.4","0","1305010","0","0","0","0","0","0","2","0","0","0","0","0","130501","4.85","-1","0"
"0.25","0","0","0","1305110","0","0","5","0.1","0","0","2","0","0","0","0","4","130511","0","260","0"
"0.25","0","0","0","1305111","0","0","5","0","0","0","261","0","0","0","0","4.5","130511","0","-1","0"
"0","0","0","0.45","1305210","0","0","0","0","0","0","2","0.35","0","0","0","1.25","130521","0","-1","0"
"0.2","0","0","0.3","1305310","0","0","0","0","0","0","2","0.2","0","0","0","2.6","130531","0","-1","0"
"0.2","0","0","0.3","1305410","0","0","0","0","0","0","2","0.2","0","0","0","2.5","130541","0","-1","0"
"0","0","0","0.45","1305510","0","0","0","0","0","0","2","0.45","0","0","0","0.7","130551","0","-1","0"
"0","0","0","0.45","1305610","0","0","0","0","0","0","2","0.4","0","0","0","1","130561","0","-1","0"
"1.1","0","0","0","1305710","0","0","0","0.05","0","0","2","0","0","0","0","4.5","130571","0","260","0"
"1.1","0","0","0","1305711","0","0","0","0","0","0","261","0","0","0","0","4.75","130571","0","-1","0"
"0","0","0","0.5","1305810","0","0","0","0","0","0.25","2","0.45","0","0","0","0","130581","0","-1","0"
"0","0","0","50","1305820","0","0","1500","0","0","0","1","40","0","0","0","800","130582","0","-1","0"
"0","0","0","0.25","1305910","0","0","0","0","0","0.25","2","0.25","0","0","0","2.5","130591","0","-1","0"
"0","0","0","20","1305920","0","0","1000","2","0","0","1","20","0","0","0","0","130592","0","-1","0"
"0","0","0.5","0","1306010","0","0","0","0","0","0","2","0","0","0","0","0","130601","4.7","-1","0"
"0","0","0","20","1306020","0","0","1000","0","0","0","1","20","0","0","0","0","130602","400","-1","0"
"0.45","0","0","0","1306110","0","0","0","0.05","0","0","2","0","0","0","0","4.95","130611","0","260","0"
"0.45","0","0","0","1306111","0","0","0","0","0","0","261","0","0","0","0","5.2","130611","0","-1","0"
"0.8","0","0","0","1306310","0","0","0","0","0","0","2","0","0","0","0","4.75","130631","0","-1","0"
"1.25","0","0","0","1306410","0","0","0","0.05","0","0","2","0","0","0","0","4.3","130641","0","260","0"
"1.25","0","0","0","1306411","0","0","0","0","0","0","261","0","0","0","0","4.55","130641","0","-1","0"
"1.55","0","0","0","1306510","0","0","0","0","0","0","2","0","0","0","0","4.8","130651","0","-1","0"
"0","0","0","0","1306610","0","0","0","0.05","0","0","2","0","0","0","0","3.2","130661","0","260","0"
"0","0","0","0","1306611","0","0","0","0","0","0","261","0","0","0","0","3.45","130661","0","-1","0"
"2.5","0","0","0","1306810","0","0","0","0.15","0","0","2","0","0","0","0","3.5","130681","0","260","0"
"2.5","0","0","0","1306811","0","0","0","0","0","0","261","0","0","0","0","4.25","130681","0","-1","0"
"0","0","0.7","0","1307010","0","0","0","0.05","0","0","2","0","0","0","0","0","130701","4.55","260","0"
"0","0","0.7","0","1307011","0","0","0","0","0","0","261","0","0","0","0","0","130701","4.8","-1","0"
"0","0","0","0","1307110","0","0","0","0.1","0","0","2","0","0","0","0","5","130711","0","260","0"
"0","0","0","0","1307111","0","0","0","0","0","0","261","0","0","0","0","5.5","130711","0","-1","0"
"1.25","0","0","0","1307510","0","0","0","0","0","0","2","0","0","0","0.05","4","130751","0","260","0"
"1.25","0","0","0","1307511","0","0","0","0","0","0","261","0","0","0","0","4.4","130751","0","-1","0"
"0","0","0","0","1307520","0","0","0","0","0","0","1","0","0","0","0","1200","130752","0","-1","0"
"0","0","0","0.25","1307610","0","0","0","0","0","0.25","2","0.25","0","0","0","2.1","130761","0","-1","0"
"0","0","0","0.3","1307710","0","0","0","0","0","0","2","0.3","0","0","0","0","130771","2","-1","0"
"0","0","0","35","1307720","0","0","1000","0","0","0","1","45","0","0","0","0","130772","0","-1","0"
"0","0","0.75","0","1307810","0","0","0","0","0","0","2","0","0","0","0","0","130781","4.25","-1","0"
"1.5","0","0","0","1307910","0","0","0","0.05","0","0","2","0","0","0","0","4","130791","0","260","0"
"1.5","0","0","0","1307911","0","0","0","0","0","0","261","0","0","0","0","4.25","130791","0","-1","0"
"0","0","0","8","1307920","0","0","500","0","0","0","1","8","0","0","0","800","130792","0","-1","0"
"0","0","0","0","1308010","0","0","0","0.15","0","0","2","0","0","0","0","4.3","130801","0","260","0"
"0","0","0","0","1308011","0","0","0","0","0","0","261","0","0","0","0","5.05","130801","0","-1","0"
"0","0","0","18","1308020","0","0","800","0","0","0","1","18","0","0","0","550","130802","0","-1","0"
"1.75","0","0","0","1308110","0","0","0","0.05","0","0","2","0","0","0","0","3.75","130811","0","260","0"
"1.75","0","0","0","1308111","0","0","0","0","0","0","261","0","0","0","0","4","130811","0","-1","0"
"0","0","0","10","1308120","0","0","500","0","0","0","1","10","0","0","0","600","130812","0","-1","0"
"0.5","0","0","0.15","1308210","0","0","0","0","0","0","2","0.15","0","0","0","3.3","130821","0","-1","0"
"50","0","0","0","1308220","0","0","0","0","0","0","1","0","0","0","0","750","130822","0","-1","0"
"0","0","0","0","1308310","0","0","0","0","0","0","2","0.25","0.05","0","0.05","0","130831","3","260","0"
"0","0","0","0","1308311","0","0","0","0","0","0","261","0.25","0.05","0","0","0","130831","3.4","-1","0"
"0","0","0","15","1308320","0","0","1000","0","0","0","1","15","0","0","0","0","130832","500","-1","0"
"0","0","0","0.25","1308410","0","0","4","0","0","0","2","0.25","0","0","0","0","130841","2.3","-1","0"
"0","0","0","0","1308420","0","0","700","0","0","0","1","0","0","0","0","0","130842","700","-1","0"
"0","0","0","0.5","1308510","0","0","6.25","0","0","0","2","0.4","0","0","0","0","130851","0","-1","0"
"0","0","0","50","1308520","0","0","1500","0","0","0","1","50","0","0","0","0","130852","0","-1","0"
"0","0","0","0.15","1308610","0","0","2.5","0","0","0","2","0","0.05","0","0","4","130861","0","-1","0"
"125","0","0","0","1308620","0","0","1000","0","0","0","1","0","0","0","0","500","130862","0","-1","0"
"1","0","0","0","1308710","0","0","0","0","0","0","2","0","0","0","0.05","4.3","130871","0","260","0"
"1","0","0","0","1308711","0","0","0","0","0","0","261","0","0","0","0","4.7","130871","0","-1","0"
"0","0","0","0","1308810","0","1.5","0","0.05","0","0","2","0.25","0","0","0","0","130881","2.5","260","0"
"0","0","0","0","1308811","0","1.5","0","0","0","0","261","0.25","0","0","0","0","130881","2.75","-1","0"
"0","0","0","0.15","1308910","0","0","0","0","0","0","2","0.65","0","0","0","1.2","130891","0","-1","0"
"1.25","0","0","0","1309010","0","0","0","0.1","0","0","2","0","0","0","0","4","130901","0","260","0"
"1.25","0","0","0","1309011","0","0","0","0","0","0","261","0","0","0","0","4.5","130901","0","-1","0"
"0","0","0","0","1309020","0","0","2000","0","0","0","1","0","0","0","0","500","130902","0","-1","0"
"0","0","0","0","1309110","0","0","5","0","0","0.25","2","0","0","0","0","4","130911","0","-1","0"
"0","0","0","20","1309120","0","0","1000","2","0","0","1","20","0","0","0","0","130912","0","-1","0"
"0","0","0","0","1309210","0","0","0","0.1","0","0","2","0","0","0","0.05","0","130921","4.4","260","0"
"0","0","0","0","1309211","0","0","0","0","0","0","261","0","0","0","0","0","130921","5.3","-1","0"
"0","0","1.75","0","1309310","0","0","0","0","0","0","2","0","0","0","0","0","130931","3.5","-1","0"
"0","0","0","0","1309410","0","0","0","0.15","0","0","2","0","0","0","0","0","130941","4.6","260","0"
"0","0","0","0","1309411","0","0","0","0","0","0","261","0","0","0","0","0","130941","5.35","-1","0"
"0","0","0","0.35","1309510","0","0","0","0","0","0.25","2","0.6","0","0","0","0","130951","0","-1","0"
"0","0","0","40","1309520","0","0","1600","0","0","0","1","40","0","0","0","0","130952","0","-1","0"
"2","0","0","0","1309610","0","0","0","0","0","0","2","0","0","0","0","4.25","130961","0","-1","0"
"0","0","0","0","1309620","0","0","0","2","0","0","1","0","0","0","0","600","130962","0","-1","0"
"2","0","0","0","1309710","0","0","0","0","0","0.25","2","0","0","0","0","1.65","130971","0","-1","0"
"0","0","0","0.4","1309810","0","0","0","0.05","0","0","2","0.1","0","0","0","0","130981","2.6","260","0"
"0","0","0","0.4","1309811","0","0","0","0","0","0","261","0.1","0","0","0","0","130981","2.85","-1","0"
"0","0","0","0","1309910","0","0","0","0.05","0","0.3","2","0","0","0","0","0","130991","4.8","260","0"
"0","0","0","0","1309911","0","0","0","0","0","0.3","261","0","0","0","0","0","130991","5.05","-1","0"
"0","0","0","0","1310010","0","0","0","0","0","0","2","0","0","0","0.05","4.8","131001","0","260","0"
"0","0","0","0","1310011","0","0","0","0","0","0","261","0","0","0","0","5.2","131001","0","-1","0"
"0","0","0","0","1310020","0","0","0","0","0","0","1","0","0","0","0","1200","131002","0","-1","0"
"0","0","0","0.05","1310110","0","0","0","0","0","0.3","2","0.05","0","0","0","0","131011","4","-1","0"
"0","0","150","0","1310120","0","0","0","0","0","0","1","0","0","0","0","0","131012","350","-1","0"
"0","0","0","0","1310310","0","1.5","0","0","0","0","2","0","0","0","0","4","131031","0","-1","0"
"0","0","0","0","1310320","0","0","900","2","0","0","1","0","0","0","0","0","131032","0","-1","0"
"1","0","0","0","1310410","0","0","0","0.05","0","0","2","0","0","0","0","4.4","131041","0","260","0"
"1","0","0","0","1310411","0","0","0","0","0","0","261","0","0","0","0","4.65","131041","0","-1","0"
"0","0","0","30","1310420","0","0","500","0","0","0","1","30","0","0","0","500","131042","0","-1","0"
"1.4","0","0","0","1310510","0","0","0","0","0","0","2","0","0","0","0","4.5","131051","0","-1","0"
"0","0","0","30","1310520","0","0","0","0","0","0","1","10","0","0","0","900","131052","0","-1","0"
"0","0","0.9","0","1310610","0","0","0","0","0","0","2","0","0","0","0.05","0","131061","3.9","260","0"
"0","0","0.9","0","1310611","0","0","0","0","0","0","261","0","0","0","0","0","131061","4.3","-1","0"
"0","0","0","30","1310620","0","0","0","0","0","0","1","10","0","0","0","0","131062","900","-1","0"
"1.2","0","0","0","1310710","0","0","0","0","0","0","2","0","0","0","0","4.55","131071","0","-1","0"
"80","0","0","30","1310720","0","0","500","0","0","0","1","30","0","0","0","0","131072","0","-1","0"
"1.75","0","0","0","1310810","0","0","0","0.1","0","0","2","0","0","0","0","3.85","131081","0","260","0"
"1.75","0","0","0","1310811","0","0","0","0","0","0","261","0","0","0","0","4.35","131081","0","-1","0"
"2","0","0","0","1310910","0","0","0","0.05","0","0","2","0","0","0","0","3.95","131091","0","260","0"
"2","0","0","0","1310911","0","0","0","0","0","0","261","0","0","0","0","4.2","131091","0","-1","0"
"0","0","0","0","1311010","10","1.5","0","0","0","0","2","0","0","0","0.05","0","131101","2.8","260","0"
"0","0","0","0","1311011","10","1.5","0","0","0","0","261","0","0","0","0","0","131101","3.2","-1","0"
"0","0","0","0","1311110","0","0","0","0","0","0","2","0","0","0","0.05","0","131111","4.8","260","0"
"0","0","0","0","1311111","0","0","0","0","0","0","261","0","0","0","0","0","131111","5.2","-1","0"
"0","0","0","20","1311120","0","0","0","0","0","0","1","20","0","0","0","0","131112","500","-1","0"
"0","0","0","0.2","1311210","0","0","0","0","0","0","2","0","0","0","0","2.5","131121","0","300","0.05"
"0","0","0","0.3","1311211","0","0","0","0","0","0","301","0","0","0","0","2.5","131121","0","-1","0"
"0","0","0","30","1311220","0","0","1000","0","0","0","1","30","0","0","0","500","131122","0","-1","0"
"0","0","0","0","1311310","0","0","0","0.1","0","0","2","0.6","0","0","0","1.65","131131","0","260","0"
"0","0","0","0","1311311","0","0","0","0","0","0","261","0.6","0","0","0","2.15","131131","0","-1","0"
"100","0","0","0","1311320","0","0","0","0","0","0","1","0","0","0","0","500","131132","0","-1","0"
"0","0","0","0","1311410","0","1.5","0","0","0","0","2","0","0","0","0.05","0","131141","3.75","260","0"
"0","0","0","0","1311411","0","1.5","0","0","0","0","261","0","0","0","0","0","131141","4.15","-1","0"
"1","0","0","0","1311510","0","0","0","0","0","0","2","0","0","0","0.05","4.3","131151","0","260","0"
"1","0","0","0","1311511","0","0","0","0","0","0","261","0","0","0","0","4.7","131151","0","-1","0"
"0","0","0","0","1311520","0","0","0","2","0","0","1","0","0","0","0","1200","131152","0","-1","0"
"0","0","0","0.6","1311610","0","0","14.5","0","0","0.2","2","0","0","0","0","0","131161","0","-1","0"
"0","0","0","20","1311620","0","0","1000","0","0","0","1","20","0","0","0","0","131162","0","-1","0"
"0","0","0.4","0","1311710","0","0","5","0.1","0","0","2","0","0","0","0","0","131171","3.75","260","0"
"0","0","0.4","0","1311711","0","0","5","0","0","0","261","0","0","0","0","0","131171","4.25","-1","0"
"0","0","0","0","1311720","0","0","4000","0","0","0","1","0","0","0","0","0","131172","0","-1","0"
"0.75","0","0","0","1311810","0","0","10","0.05","0","0","2","0","0","0","0","3.5","131181","0","260","0"
"0.75","0","0","0","1311811","0","0","10","0","0","0","261","0","0","0","0","3.75","131181","0","-1","0"
"200","0","0","0","1311820","0","0","0","0","0","0","1","0","0","0","0","800","131182","0","-1","0"
"0","0","0","0.45","1311910","0","0","1.5","0.05","0","0","2","0.5","0","0","0","0","131191","0","260","0"
"0","0","0","0.45","1311911","0","0","3.6","0","0","0","261","0.5","0","0","0","0","131191","0","-1","0"
"0","0","0","60","1311920","0","0","3000","0","0","0","1","60","0","0","0","0","131192","0","-1","0"
"0","0","0.5","0","1312010","0","1.25","0","0","0","0","2","0","0","0","0","0","131201","3.7","-1","0"
"0","0","0","0","1312020","0","0","0","0","0","0","1","0","0","0","0","0","131202","1000","-1","0"
"0","0","0","0","1312110","0","0","0","0.15","0","0.5","2","0","0","0","0","0","131211","3.35","260","0"
"0","0","0","0","1312111","0","0","0","0","0","0.5","261","0","0","0","0","0","131211","4.1","-1","0"
"0","0","0","10","1312120","0","0","800","0","0","0","1","10","0","0","0","0","131212","700","-1","0"
"0","0","0","0.2","1312210","0","0","0","0","0","0","2","0.3","0","0","0","0","131221","2.6","-1","0"
"0","0","150","15","1312220","0","0","300","0","0","0","1","15","0","0","0","0","131222","0","-1","0"
"2","0","0","0","1312310","0","0","0","0","0","0","2","0","0","0","0","4.2","131231","0","-1","0"
"0","0","0","18","1312320","0","0","500","0","0","0","1","15","0","0","0","600","131232","0","-1","0"
"1.7","0","0","0","1312410","0","0","0","0.05","0","0","2","0","0","0","0","4.1","131241","0","260","0"
"1.7","0","0","0","1312411","0","0","0","0","0","0","261","0","0","0","0","4.35","131241","0","-1","0"
"50","0","0","0","1312420","0","0","0","0","0","0","1","0","0","0","0","825","131242","0","-1","0"
"0","0","0","0.4","1312510","0","0","11","0","0","0","2","0.4","0","0","0","0","131251","0","-1","0"
"150","0","0","0","1312520","0","0","0","0","0","0","1","0","0","0","0","750","131252","0","-1","0"
"0","0","0.8","0","1312610","0","0","0","0","0","0","2","0","0","0","0","0","131261","4.5","-1","0"
"0","0","100","0","1312620","0","0","0","0","0","0","1","0","0","0","0","0","131262","800","-1","0"
"1.25","0","0","0","1312710","0","0","0","0.1","0","0","2","0","0","0","0","3.9","131271","0","260","0"
"1.25","0","0","0","1312711","0","0","0","0","0","0","261","0","0","0","0","4.4","131271","0","-1","0"
"1.3","0","0","0","1312810","0","0","0","0","0","0","2","0","0","0","0","4.35","131281","0","-1","0"
"1.5","0","0","0","1312910","0","0","0","0.05","0","0","2","0","0","0","0","4","131291","0","260","0"
"1.5","0","0","0","1312911","0","0","0","0","0","0","261","0","0","0","0","4.25","131291","0","-1","0"
"0","0","0","0.5","1313010","0","0","10.5","0","0","0","2","0","0","0","0.05","0","131301","0","260","0.15"
"0","0","0","0.5","1313011","0","0","13.85","0","0","0","261","0","0","0","0","0","131301","0","300","0.15"
"0","0","0","0.7","1313012","0","0","13.85","0","0","0","301","0","0","0","0","0","131301","0","-1","0"
"0.65","0","0","0","1313110","0","0","0","0","0","0","2","0","0","0","0","4.7","131311","0","-1","0"
"0","0","0","30","1313120","0","0","1000","0","0","0","1","30","0","0","0","500","131312","0","-1","0"
"0","0","0.4","0","1313210","0","0","0","0.1","0","0","2","0","0","0","0","0","131321","4.1","260","0"
"0","0","0.4","0","1313211","0","0","0","0","0","0","261","0","0","0","0","0","131321","4.6","-1","0"
"0","0","0","0","1313310","0","0","0","0.1","0","0","2","0","0","0","0","0","131331","4.55","260","0"
"0","0","0","0","1313311","0","0","0","0","0","0","261","0","0","0","0","0","131331","5.05","-1","0"
"0","0","0","15","1313320","0","0","1000","0","0","0","1","15","0","0","0","0","131332","750","-1","0"
"0","0","0.65","0","1313410","0","0","0","0","0","0","2","0","0","0","0","0","131341","4.4","-1","0"
"0","0","0","0","1313420","0","0","0","0","0","0","1","0","0","0","0","0","131342","1200","-1","0"
"0","0","0","0","1313510","0","0","0","0.1","0","0","2","0.6","0","0","0","0","131351","1.5","260","0"
"0","0","0","0","1313511","0","0","0","0","0","0","261","0.6","0","0","0","0","131351","2","-1","0"
"0","0","0","0","1313610","0","0","5","0","0","0","2","0","0","0","0","4.45","131361","0","-1","0"
"50","0","0","60","1313620","0","0","0","0","0","0","1","60","0","0","0","475","131362","0","-1","0"
"0","0","0.65","0","1313710","0","0","0","0.1","0","0","2","0","0","0","0","0","131371","4","260","0"
"0","0","0.65","0","1313711","0","0","0","0","0","0","261","0","0","0","0","0","131371","4.5","-1","0"
"0","0","50","0","1313720","0","0","0","0","0","0","1","0","0","0","0","0","131372","1000","-1","0"
"0","0","0","0","1313810","0","0","15","0.05","0","0","2","0","0","0","0","0","131381","3.2","260","0"
"0","0","0","0","1313811","0","0","15","0","0","0","261","0","0","0","0","0","131381","3.45","-1","0"
"0","0","0","20","1313820","0","0","1000","0","0","0","1","20","0","0","0","0","131382","0","-1","0"
"0","0","0","0.45","1313910","0","0","3.75","0.05","0","0","2","0.45","0","0","0","0","131391","0","260","0"
"0","0","0","0.45","1313911","0","0","5.85","0","0","0","261","0.45","0","0","0","0","131391","0","-1","0"
"0","0","0","40","1313920","0","0","1600","0","0","0","1","40","0","0","0","0","131392","0","-1","0"
"0.6","0","0","0","1314010","0","0","0","0.05","0","0","2","0","0","0","0","4.75","131401","0","260","0"
"0.6","0","0","0","1314011","0","0","0","0","0","0","261","0","0","0","0","5","131401","0","-1","0"
