2c0532e3c11288c88e0ba6df929243ac744ef43882be8ad4b7208f82c6412640,af3337a4060a3e86c60e7ec85a2a185c44b9689a659a3f480fe3b1daa8495b07,8c1b24db8de1d3ef47f4d58262963f5d5d15272daae36b0e5fee940d1deb7699,e3988afbbb1e4e28fb7a7ddd5141cadab9de763de4b0f12ebd4678f16b42b676,3e0b57526089584c9d9c68269a42aed5ce23df290b7c9eede65744b90347af55,a35e12800da00651174dd24479dc66889bc0dbaccefd716afcfe315d2a6faa2f,b4d7b12ee2fd0270fc708764fca4aa2323e1d8afdd20c98cf0e1534410be6514,982f394303b4e66a0f6ade5a40fd56982a33ce48e8bcc65a7d5b643115bccc57,38212c08e62b6fb00a7d42c78dbe7b9eb0ca0f7a54959b13c6f547cc627a38dc,1bc8340e46acb1006902c975bb258b674d1a100370e6f556d91fc1615f8c772f,7f170e6124f0811f985db7ce32c42764c6f024e5872153795b3ef4582555e08d,0197bd7c6088b7ae518f119b48248fad4146db154af5efe4fb907110719e8e06
"3003","30031","無敵15秒","3","9006509","戰鬥開始15秒內，我方進入無敵狀態","3","43200","2320000000000","30031","1","0"
"3003","30032","降低魔法攻擊90秒","3","9006510","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","72000","1600000000000","30032","1","0"
"3004","30041","暈眩15秒","3","9006512","戰鬥開始15秒內，敵人陷入暈眩狀態","3","32400","3360000000000","30041","1","0"
"3004","30042","降低物理防禦90秒","3","9006513","戰鬥開始90秒內，使敵人的物理防禦力下降","3","43200","2400000000000","30042","1","0"
"3005","30051","提升魔法攻擊90秒","3","9006516","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","43200","10382000000000","30051","2","0"
"3006","30061","每秒TP提升90秒","3","9006519","戰鬥開始90秒內，每秒提升我方的TP","3","21600","7087500000000","30061","3","0"
"3006","30062","降低魔法防禦90秒","3","9006520","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","43200","4050000000000","30062","3","0"
"3007","30071","提升物理攻擊90秒","3","9006522","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","43200","8487500000000","30071","3","0"
"3007","30072","無敵15秒","3","9006523","戰鬥開始15秒內，我方進入無敵狀態","3","64800","2425000000000","30072","3","0"
"3001","300101","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3880000000000","300101","1","36000"
"3001","300102","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3720000000000","300102","1","36000"
"3001","300103","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3600000000000","300103","1","36000"
"3001","300104","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3480000000000","300104","1","36000"
"3001","300105","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3360000000000","300105","1","36000"
"3001","300106","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","3080000000000","300106","1","36000"
"3001","300107","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2960000000000","300107","1","36000"
"3001","300108","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","2840000000000","300108","1","36000"
"3001","300109","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","2680000000000","300109","1","36000"
"3001","300110","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","2560000000000","300110","1","36000"
"3001","300111","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","2400000000000","300111","1","36000"
"3001","300112","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2280000000000","300112","1","36000"
"3001","300113","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","2160000000000","300113","1","36000"
"3001","300114","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","1880000000000","300114","1","36000"
"3001","300115","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","1760000000000","300115","1","36000"
"3001","300116","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","1640000000000","300116","1","36000"
"3001","300117","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","1480000000000","300117","1","36000"
"3001","300118","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","1360000000000","300118","1","36000"
"3001","300119","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","1240000000000","300119","1","36000"
"3001","300120","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","1080000000000","300120","1","36000"
"3001","300121","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","960000000000","300121","1","36000"
"3001","300122","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","840000000000","300122","1","36000"
"3001","300123","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","720000000000","300123","1","36000"
"3001","300124","TP提升150","3","0","戰鬥開始時，我方的TP提升150","1","-1","560000000000","300124","1","36000"
"3001","300125","無敵15秒","3","0","戰鬥開始15秒內，我方進入無敵狀態","1","-1","440000000000","300125","1","36000"
"3001","300126","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","320000000000","300126","1","36000"
"3001","300127","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","160000000000","300127","1","36000"
"3001","300128","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","40000000000","300128","1","36000"
"3002","300201","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","4656000000000","300201","1","36000"
"3002","300202","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","4464000000000","300202","1","36000"
"3002","300203","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","4320000000000","300203","1","36000"
"3002","300204","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","4176000000000","300204","1","36000"
"3002","300205","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","4032000000000","300205","1","36000"
"3002","300206","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3840000000000","300206","1","36000"
"3002","300207","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3552000000000","300207","1","36000"
"3002","300208","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3408000000000","300208","1","36000"
"3002","300209","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3216000000000","300209","1","36000"
"3002","300210","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3072000000000","300210","1","36000"
"3002","300211","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","2880000000000","300211","1","36000"
"3002","300212","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2736000000000","300212","1","36000"
"3002","300213","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","2592000000000","300213","1","36000"
"3002","300214","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","2448000000000","300214","1","36000"
"3002","300215","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","2256000000000","300215","1","36000"
"3002","300216","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","1968000000000","300216","1","36000"
"3002","300217","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","1776000000000","300217","1","36000"
"3002","300218","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","1632000000000","300218","1","36000"
"3002","300219","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","1488000000000","300219","1","36000"
"3002","300220","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","1296000000000","300220","1","36000"
"3002","300221","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","1152000000000","300221","1","36000"
"3002","300222","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","1008000000000","300222","1","36000"
"3002","300223","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","864000000000","300223","1","36000"
"3002","300224","TP提升150","3","0","戰鬥開始時，我方的TP提升150","1","-1","672000000000","300224","1","36000"
"3002","300225","無敵15秒","3","0","戰鬥開始15秒內，我方進入無敵狀態","1","-1","528000000000","300225","1","36000"
"3002","300226","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","384000000000","300226","1","36000"
"3002","300227","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","192000000000","300227","1","36000"
"3002","300228","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","48000000000","300228","1","36000"
"3003","300301","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3880000000000","300301","1","36000"
"3003","300302","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3720000000000","300302","1","36000"
"3003","300303","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3480000000000","300303","1","36000"
"3003","300304","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3360000000000","300304","1","36000"
"3003","300305","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3200000000000","300305","1","36000"
"3003","300306","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3080000000000","300306","1","36000"
"3003","300307","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","2960000000000","300307","1","36000"
"3003","300308","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","2840000000000","300308","1","36000"
"3003","300309","每秒TP提升90秒","3","0","戰鬥開始90秒內，每秒提升我方的TP","1","-1","2680000000000","300309","1","36000"
"3003","300310","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","2560000000000","300310","1","36000"
"3003","300311","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","2400000000000","300311","1","36000"
"3003","300312","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","2160000000000","300312","1","36000"
"3003","300313","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","2040000000000","300313","1","36000"
"3003","300314","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","1880000000000","300314","1","36000"
"3003","300315","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","1760000000000","300315","1","36000"
"3003","300316","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","1640000000000","300316","1","36000"
"3003","300317","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","1480000000000","300317","1","36000"
"3003","300318","每秒TP提升90秒","3","0","戰鬥開始90秒內，每秒提升我方的TP","1","-1","1360000000000","300318","1","36000"
"3003","300319","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","1240000000000","300319","1","36000"
"3003","300320","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","1080000000000","300320","1","36000"
"3003","300321","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","960000000000","300321","1","36000"
"3003","300322","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","840000000000","300322","1","36000"
"3003","300323","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","720000000000","300323","1","36000"
"3003","300324","TP提升150","3","0","戰鬥開始時，我方的TP提升150","1","-1","560000000000","300324","1","36000"
"3003","300325","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","440000000000","300325","1","36000"
"3003","300326","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","320000000000","300326","1","36000"
"3003","300327","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","160000000000","300327","1","36000"
"3003","300328","每秒TP提升90秒","3","0","戰鬥開始90秒內，每秒提升我方的TP","1","-1","40000000000","300328","1","36000"
"3004","300401","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","4656000000000","300401","1","36000"
"3004","300402","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","4464000000000","300402","1","36000"
"3004","300403","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","4320000000000","300403","1","36000"
"3004","300404","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","4176000000000","300404","1","36000"
"3004","300405","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","4032000000000","300405","1","36000"
"3004","300406","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3696000000000","300406","1","36000"
"3004","300407","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3552000000000","300407","1","36000"
"3004","300408","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3408000000000","300408","1","36000"
"3004","300409","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3216000000000","300409","1","36000"
"3004","300410","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","3072000000000","300410","1","36000"
"3004","300411","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2880000000000","300411","1","36000"
"3004","300412","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","2736000000000","300412","1","36000"
"3004","300413","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","2592000000000","300413","1","36000"
"3004","300414","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2448000000000","300414","1","36000"
"3004","300415","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","2112000000000","300415","1","36000"
"3004","300416","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","1968000000000","300416","1","36000"
"3004","300417","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","1776000000000","300417","1","36000"
"3004","300418","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","1632000000000","300418","1","36000"
"3004","300419","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","1488000000000","300419","1","36000"
"3004","300420","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","1296000000000","300420","1","36000"
"3004","300421","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","1152000000000","300421","1","36000"
"3004","300422","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","1008000000000","300422","1","36000"
"3004","300423","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","864000000000","300423","1","36000"
"3004","300424","TP提升150","3","0","戰鬥開始時，我方的TP提升150","1","-1","672000000000","300424","1","36000"
"3004","300425","無敵15秒","3","0","戰鬥開始15秒內，我方進入無敵狀態","1","-1","528000000000","300425","1","36000"
"3004","300426","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","384000000000","300426","1","36000"
"3004","300427","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","192000000000","300427","1","36000"
"3004","300428","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","48000000000","300428","1","36000"
"3005","300501","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","17363000000000","300501","1","36000"
"3005","300502","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","16647000000000","300502","1","36000"
"3005","300503","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","16110000000000","300503","1","36000"
"3005","300504","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","15573000000000","300504","1","36000"
"3005","300505","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","15036000000000","300505","1","36000"
"3005","300506","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","14320000000000","300506","1","36000"
"3005","300507","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","13783000000000","300507","1","36000"
"3005","300508","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","13246000000000","300508","1","36000"
"3005","300509","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","12709000000000","300509","1","36000"
"3005","300510","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","11993000000000","300510","1","36000"
"3005","300511","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","11456000000000","300511","1","36000"
"3005","300512","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","10740000000000","300512","1","36000"
"3005","300513","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","10203000000000","300513","1","36000"
"3005","300514","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","9666000000000","300514","1","36000"
"3005","300515","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","9129000000000","300515","1","36000"
"3005","300516","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","8413000000000","300516","1","36000"
"3005","300517","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","7876000000000","300517","1","36000"
"3005","300518","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","7339000000000","300518","1","36000"
"3005","300519","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","6623000000000","300519","1","36000"
"3005","300520","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","6086000000000","300520","1","36000"
"3005","300521","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","5549000000000","300521","1","36000"
"3005","300522","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","4833000000000","300522","1","36000"
"3005","300523","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","4296000000000","300523","1","36000"
"3005","300524","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","3759000000000","300524","1","36000"
"3005","300525","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","3222000000000","300525","1","36000"
"3005","300526","TP提升150","3","0","戰鬥開始時，我方的TP提升150","1","-1","2506000000000","300526","1","36000"
"3005","300527","無敵15秒","3","0","戰鬥開始15秒內，我方進入無敵狀態","1","-1","1969000000000","300527","1","36000"
"3005","300528","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","1432000000000","300528","1","36000"
"3005","300529","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","716000000000","300529","1","36000"
"3005","300530","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","179000000000","300530","1","36000"
"3006","300601","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","7857000000000","300601","1","54000"
"3006","300602","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","7290000000000","300602","1","54000"
"3006","300603","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","6804000000000","300603","1","54000"
"3006","300604","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","6237000000000","300604","1","54000"
"3006","300605","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","5751000000000","300605","1","54000"
"3006","300606","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","5184000000000","300606","1","54000"
"3006","300607","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","4617000000000","300607","1","54000"
"3006","300608","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","4131000000000","300608","1","54000"
"3006","300609","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3564000000000","300609","1","54000"
"3006","300610","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","2997000000000","300610","1","54000"
"3006","300611","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","2511000000000","300611","1","54000"
"3006","300612","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","2187000000000","300612","1","54000"
"3006","300613","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","1701000000000","300613","1","54000"
"3006","300614","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","1134000000000","300614","1","54000"
"3006","300615","無敵15秒","3","0","戰鬥開始15秒內，我方進入無敵狀態","1","-1","891000000000","300615","1","54000"
"3006","300616","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","648000000000","300616","1","54000"
"3006","300617","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","324000000000","300617","1","54000"
"3006","300618","降低魔法防禦90秒","3","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","1","-1","81000000000","300618","1","54000"
"3007","300701","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","9409000000000","300701","1","54000"
"3007","300702","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","8730000000000","300702","1","54000"
"3007","300703","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","8148000000000","300703","1","54000"
"3007","300704","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","7469000000000","300704","1","54000"
"3007","300705","提升魔法攻擊90秒","3","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","1","-1","6887000000000","300705","1","54000"
"3007","300706","降低物理防禦90秒","3","0","戰鬥開始90秒內，使敵人的物理防禦力下降","1","-1","6208000000000","300706","1","54000"
"3007","300707","每秒TP提升90秒","3","0","戰鬥開始90秒內，每秒提升我方的TP","1","-1","5529000000000","300707","1","54000"
"3007","300708","每秒HP恢復90秒","3","0","戰鬥開始90秒內，每秒恢復我方的HP","1","-1","4947000000000","300708","1","54000"
"3007","300709","降低物理攻擊90秒","3","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","1","-1","4268000000000","300709","1","54000"
"3007","300710","降低魔法攻擊90秒","3","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1","-1","3589000000000","300710","1","54000"
"3007","300711","提升物理攻擊90秒","3","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","1","-1","3007000000000","300711","1","54000"
