05145c4535cfcdaf31d13cb393819b26e26b99490e6dc5697c42a3acdbf92bc9,fdc8f2373e6de0e55e809f87e19d00ae68a66fed8e32291394b94de8d9fdb190,234864a4f83eedd5bd60c03c0160d860483485935f9f87d087253afedb2af3f4,98e1cd20370d60683509f117205230a08c950570f644c5329fb6acee9d959a87,842e2cdc455e9caa5997da35aa8f8c86a4e10e3e6e82249dbde86c70c38fae5a,7155aaf6934a847ab84d7d5db0061b9c38fe5d6ee0c615b1b1fec88ec6a80f6b
"601","2","2","-862","2816","-862"
"611","2","2","-862","2816","-862"
"621","2","2","-862","2816","-862"
"631","2","2","-833","2816","-862"
"641","2","2","-804","2816","-833"
"651","2","2","-775","2816","-804"
"661","2","2","-746","2816","-775"
"671","2","2","-717","2816","-746"
"681","2","2","-688","2816","-717"
"691","2","2","-659","2816","-688"
"701","2","2","-630","2816","-659"
"711","2","2","-601","2816","-630"
"721","2","2","-572","2816","-601"
"731","2","2","-543","2816","-572"
"741","2","2","-514","2816","-543"
"751","2","2","-449","2816","-514"
"761","3","2","-1153","2816","-1226"
"771","3","2","-1115","2816","-1153"
"781","3","2","-1115","2816","-1115"
"791","3","2","-1077","2816","-1115"
"801","3","2","-1077","2816","-1077"
"811","3","2","-1039","2816","-1077"
"821","3","2","-1001","2816","-1039"
"831","3","2","-1001","2816","-1001"
"841","3","2","-963","2816","-1001"
"851","3","2","-963","2816","-963"
"861","3","2","-963","2816","-963"
"871","3","2","-925","2816","-963"
"881","3","2","-887","2816","-925"
"891","3","2","-887","2816","-887"
"901","3","2","-887","2816","-887"
"911","3","2","-849","2816","-887"
"921","3","2","-811","2816","-849"
"931","3","2","-773","2816","-811"
"941","3","2","-735","2816","-773"
"951","3","2","-697","2816","-735"
"961","3","2","-659","2816","-697"
"971","3","2","-621","2816","-659"
"981","3","2","-583","2816","-621"
"991","3","2","-583","2816","-583"
"1001","3","2","-583","2816","-583"
"1011","3","2","-583","2816","-583"
"1021","3","2","-545","2816","-583"
"1031","3","2","-507","2816","-545"
"1041","3","2","-507","2816","-507"
"1051","3","2","-507","2816","-507"
"1061","3","2","-434","2816","-507"
"1071","4","2","-1137","2816","-1220"
"1081","4","2","-1096","2816","-1137"
"1091","4","2","-1096","2816","-1096"
"1101","4","2","-1096","2816","-1096"
"1111","4","2","-1096","2816","-1096"
"1121","4","2","-1096","2816","-1096"
"1131","4","2","-1055","2816","-1096"
"1141","4","2","-1014","2816","-1055"
"1151","4","2","-1014","2816","-1014"
"1161","4","2","-1014","2816","-1014"
"1171","4","2","-1014","2816","-1014"
"1181","4","2","-973","2816","-1014"
"1191","4","2","-932","2816","-973"
"1201","4","2","-891","2816","-932"
"1211","4","2","-891","2816","-891"
"1221","4","2","-891","2816","-891"
"1231","4","2","-891","2816","-891"
"1241","4","2","-850","2816","-891"
"1251","4","2","-809","2816","-850"
"1261","4","2","-809","2816","-809"
"1271","4","2","-809","2816","-809"
"1281","4","2","-768","2816","-809"
"1291","4","2","-727","2816","-768"
"1301","4","2","-686","2816","-727"
"1311","4","2","-686","2816","-686"
"1321","4","2","-645","2816","-686"
"1331","4","2","-604","2816","-645"
"1341","4","2","-563","2816","-604"
"1351","4","2","-522","2816","-563"
"1361","4","2","-439","2816","-522"
"1371","5","2","-1166","2816","-1230"
"1381","5","2","-1129","2816","-1166"
"1391","5","2","-1129","2816","-1129"
"1401","5","2","-1129","2816","-1129"
"1411","5","2","-1129","2816","-1129"
"1421","5","2","-1092","2816","-1129"
"1431","5","2","-1092","2816","-1092"
"1441","5","2","-1055","2816","-1092"
"1451","5","2","-1018","2816","-1055"
"1461","5","2","-981","2816","-1018"
"1471","5","2","-981","2816","-981"
"1481","5","2","-944","2816","-981"
"1491","5","2","-907","2816","-944"
"1501","5","2","-870","2816","-907"
"1511","5","2","-833","2816","-870"
"1521","5","2","-796","2816","-833"
"1531","5","2","-759","2816","-796"
"1541","5","2","-722","2816","-759"
"1551","5","2","-722","2816","-722"
"1561","5","2","-722","2816","-722"
"1571","5","2","-685","2816","-722"
"1581","5","2","-648","2816","-685"
"1591","5","2","-611","2816","-648"
"1601","5","2","-574","2816","-611"
"1611","5","2","-574","2816","-574"
"1621","5","2","-537","2816","-574"
"1631","5","2","-500","2816","-537"
"1641","5","2","-500","2816","-500"
"1651","5","2","-500","2816","-500"
"1661","5","2","-500","2816","-500"
"1671","5","2","-436","2816","-500"
"1681","6","2","-1115","2816","-1230"
"1691","6","2","-1035","2816","-1115"
"1701","6","2","-955","2816","-1035"
"1711","6","2","-875","2816","-955"
"1721","6","2","-795","2816","-875"
"1731","6","2","-715","2816","-795"
"1741","6","2","-715","2816","-715"
"1751","6","2","-635","2816","-715"
"1761","6","2","-635","2816","-635"
"1771","6","2","-635","2816","-635"
"1781","6","2","-635","2816","-635"
"1782","6","2","-635","2816","-635"
"1791","6","2","-555","2816","-635"
"1801","6","2","-440","2816","-555"
"1811","7","2","-1225","2816","-1225"
"1821","7","2","-1135","2816","-1225"
"1831","7","2","-1080","2816","-1135"
"1841","7","2","-1025","2816","-1080"
"1851","7","2","-970","2816","-1025"
"1861","7","2","-915","2816","-970"
"1871","7","2","-860","2816","-915"
"1881","7","2","-860","2816","-860"
"1891","7","2","-805","2816","-860"
"1901","7","2","-750","2816","-805"
"1911","7","2","-695","2816","-750"
"1921","7","2","-695","2816","-695"
"1931","7","2","-640","2816","-695"
"1941","7","2","-640","2816","-640"
"1951","7","2","-585","2816","-640"
"1961","7","2","-530","2816","-585"
"1971","7","2","-440","2816","-530"
"1981","7","2","-440","2816","-440"
"1991","8","1","-1380","2816","-1480"
"2001","8","1","-1380","2816","-1380"
"2011","8","1","-1325","2816","-1380"
"2021","8","1","-1270","2816","-1325"
"2031","8","1","-1270","2816","-1270"
"2041","8","1","-1215","2816","-1270"
"2051","8","1","-1215","2816","-1215"
"2061","8","1","-1160","2816","-1215"
"2071","8","1","-1105","2816","-1160"
"2081","8","1","-1050","2816","-1105"
"2091","8","1","-995","2816","-1050"
"2101","8","1","-995","2816","-995"
"2111","8","1","-940","2816","-995"
"2121","8","1","-885","2816","-940"
"2131","8","1","-885","2816","-885"
"2141","8","1","-830","2816","-885"
"2151","8","1","-775","2816","-830"
"2161","8","1","-720","2816","-775"
"2171","8","1","-720","2816","-720"
"2181","8","1","-665","2816","-720"
"2191","8","1","-610","2816","-665"
"2201","8","1","-610","2816","-610"
"2211","8","1","-555","2816","-610"
"2221","8","1","-500","2816","-555"
"2231","8","1","-445","2816","-500"
"2241","8","1","-390","2816","-445"
"2251","8","1","-335","2816","-390"
"2261","8","1","-280","2816","-335"
"2271","8","1","-280","2816","-280"
"2281","8","1","-230","2816","-280"
"2291","9","2","-1192","2816","-1240"
"2301","9","2","-1148","2816","-1192"
"2311","9","2","-1105","2816","-1148"
"2321","9","2","-1105","2816","-1105"
"2331","9","2","-1062","2816","-1105"
"2341","9","2","-1019","2816","-1062"
"2351","9","2","-976","2816","-1019"
"2361","9","2","-976","2816","-976"
"2371","9","2","-976","2816","-976"
"2381","9","2","-976","2816","-976"
"2391","9","2","-934","2816","-976"
"2401","9","2","-892","2816","-934"
"2411","9","2","-892","2816","-892"
"2421","9","2","-892","2816","-892"
"2431","9","2","-850","2816","-892"
"2441","9","2","-808","2816","-850"
"2451","9","2","-766","2816","-808"
"2461","9","2","-766","2816","-766"
"2471","9","2","-766","2816","-766"
"2481","9","2","-766","2816","-766"
"2491","9","2","-766","2816","-766"
"2501","9","2","-724","2816","-766"
"2511","9","2","-682","2816","-724"
"2521","9","2","-682","2816","-682"
"2531","9","2","-682","2816","-682"
"2541","9","2","-640","2816","-682"
"2551","9","2","-598","2816","-640"
"2561","9","2","-556","2816","-598"
"2571","9","2","-514","2816","-556"
"2581","9","2","-472","2816","-514"
"2591","9","2","-430","2816","-472"
"2601","10","1","-1440","2816","-1440"
"2611","10","1","-1440","2816","-1440"
"2621","10","1","-1440","2816","-1440"
"2622","10","1","-1440","2816","-1440"
"2623","10","1","-1440","2816","-1440"
"2631","10","1","-1373","2816","-1440"
"2641","10","1","-1308","2816","-1373"
"2651","10","1","-1244","2816","-1308"
"2661","10","1","-1181","2816","-1244"
"2671","10","1","-1118","2816","-1181"
"2681","10","1","-1055","2816","-1118"
"2691","10","1","-992","2816","-1055"
"2701","10","1","-992","2816","-992"
"2711","10","1","-929","2816","-992"
"2721","10","1","-866","2816","-929"
"2731","10","1","-803","2816","-866"
"2741","10","1","-740","2816","-803"
"2751","10","1","-677","2816","-740"
"2761","10","1","-614","2816","-677"
"2771","10","1","-551","2816","-614"
"2781","10","1","-551","2816","-551"
"2791","10","1","-551","2816","-551"
"2801","10","1","-551","2816","-551"
"2811","10","1","-551","2816","-551"
"2821","10","1","-551","2816","-551"
"2831","10","1","-551","2816","-551"
"2841","10","1","-551","2816","-551"
"2851","10","1","-488","2816","-551"
"2861","10","1","-425","2816","-488"
"2871","10","1","-361","2816","-425"
"2881","10","1","-296","2816","-361"
"2891","10","1","-230","2816","-296"
"2901","11","2","-1240","2816","-1240"
"2911","11","2","-1203","2816","-1240"
"2921","11","2","-1168","2816","-1203"
"2931","11","2","-1133","2816","-1168"
"2941","11","2","-1098","2816","-1133"
"2951","11","2","-1063","2816","-1098"
"2961","11","2","-1028","2816","-1063"
"2971","11","2","-993","2816","-1028"
"2981","11","2","-958","2816","-993"
"2991","11","2","-923","2816","-958"
"3001","11","2","-888","2816","-923"
"3011","11","2","-888","2816","-888"
"3021","11","2","-853","2816","-888"
"3031","11","2","-853","2816","-853"
"3041","11","2","-818","2816","-853"
"3051","11","2","-783","2816","-818"
"3061","11","2","-748","2816","-783"
"3071","11","2","-713","2816","-748"
"3081","11","2","-678","2816","-713"
"3091","11","2","-643","2816","-678"
"3101","11","2","-608","2816","-643"
"3111","11","2","-608","2816","-608"
"3121","11","2","-573","2816","-608"
"3131","11","2","-573","2816","-573"
"3141","11","2","-573","2816","-573"
"3151","11","2","-573","2816","-573"
"3161","11","2","-538","2816","-573"
"3171","11","2","-538","2816","-538"
"3181","11","2","-503","2816","-538"
"3191","11","2","-468","2816","-503"
"3201","11","2","-430","2816","-468"
"3211","12","2","-1240","2816","-1240"
"3221","12","2","-1240","2816","-1240"
"3231","12","2","-1240","2816","-1240"
"3241","12","2","-1194","2816","-1240"
"3251","12","2","-1150","2816","-1194"
"3261","12","2","-1108","2816","-1150"
"3271","12","2","-1066","2816","-1108"
"3281","12","2","-1024","2816","-1066"
"3291","12","2","-982","2816","-1024"
"3301","12","2","-940","2816","-982"
"3311","12","2","-898","2816","-940"
"3321","12","2","-898","2816","-898"
"3331","12","2","-856","2816","-898"
"3341","12","2","-814","2816","-856"
"3351","12","2","-772","2816","-814"
"3361","12","2","-730","2816","-772"
"3371","12","2","-688","2816","-730"
"3381","12","2","-688","2816","-688"
"3391","12","2","-688","2816","-688"
"3401","12","2","-646","2816","-688"
"3411","12","2","-604","2816","-646"
"3421","12","2","-562","2816","-604"
"3431","12","2","-562","2816","-562"
"3441","12","2","-562","2816","-562"
"3451","12","2","-519","2816","-562"
"3461","12","2","-519","2816","-519"
"3471","12","2","-519","2816","-519"
"3481","12","2","-475","2816","-519"
"3491","12","2","-475","2816","-475"
"3501","12","2","-475","2816","-475"
"3511","12","2","-430","2816","-475"
"3521","13","2","-1190","2816","-1240"
"3531","13","2","-1190","2816","-1190"
"3541","13","2","-1190","2816","-1190"
"3551","13","2","-1190","2816","-1190"
"3561","13","2","-1190","2816","-1190"
"3571","13","2","-1190","2816","-1190"
"3581","13","2","-1190","2816","-1190"
"3591","13","2","-1141","2816","-1190"
"3601","13","2","-1094","2816","-1141"
"3611","13","2","-1047","2816","-1094"
"3621","13","2","-1000","2816","-1047"
"3631","13","2","-953","2816","-1000"
"3641","13","2","-906","2816","-953"
"3651","13","2","-859","2816","-906"
"3661","13","2","-812","2816","-859"
"3671","13","2","-765","2816","-812"
"3681","13","2","-718","2816","-765"
"3691","13","2","-718","2816","-718"
"3701","13","2","-718","2816","-718"
"3711","13","2","-671","2816","-718"
"3721","13","2","-624","2816","-671"
"3731","13","2","-577","2816","-624"
"3741","13","2","-577","2816","-577"
"3751","13","2","-577","2816","-577"
"3761","13","2","-529","2816","-577"
"3771","13","2","-480","2816","-529"
"3781","13","2","-430","2816","-480"
"3791","13","2","-430","2816","-430"
"3801","14","1","-1440","2816","-1440"
"3811","14","1","-1440","2816","-1440"
"3821","14","1","-1440","2816","-1440"
"3831","14","1","-1362","2816","-1440"
"3841","14","1","-1285","2816","-1362"
"3851","14","1","-1209","2816","-1285"
"3861","14","1","-1209","2816","-1209"
"3871","14","1","-1134","2816","-1209"
"3881","14","1","-1059","2816","-1134"
"3891","14","1","-1059","2816","-1059"
"3901","14","1","-984","2816","-1059"
"3911","14","1","-984","2816","-984"
"3921","14","1","-984","2816","-984"
"3931","14","1","-984","2816","-984"
"3941","14","1","-984","2816","-984"
"3951","14","1","-984","2816","-984"
"3961","14","1","-984","2816","-984"
"3971","14","1","-984","2816","-984"
"3981","14","1","-909","2816","-984"
"3991","14","1","-834","2816","-909"
"4001","14","1","-759","2816","-834"
"4011","14","1","-684","2816","-759"
"4021","14","1","-684","2816","-684"
"4031","14","1","-684","2816","-684"
"4041","14","1","-609","2816","-684"
"4051","14","1","-534","2816","-609"
"4061","14","1","-459","2816","-534"
"4071","14","1","-384","2816","-459"
"4081","14","1","-308","2816","-384"
"4091","14","1","-230","2816","-308"
"4092","1","1","-200","2816","-200"
