3fa69621f327c66a8b52caf665bbc60ac270efb3198c7d8ff1e2dfe6563f1f91,a2ee80a324c90cba5c3754f14447544256a2ef70f969ff2b13709aeb15a54ec5,7ae617f99f647b24f92b594a85e690015bead6c17d9450eb28004721ef41b0da,5c64b3dc415b927ca41c23c057a69805d6443e109dd1c396c6594006d8d9a45e,263d7715f83e1deb48baba233c7e62e87be5076c0e9c04946dfc2af81fdffdf7,55ecee53195ce25b0bf2d3ae7fa725c79cd42e923975f8ecde5483788a340977,a7b21b27fe56f6040ec4fe28a3737d121fba435c3196c9469d98b706644b26eb,9e4da6e0b0a800b923b239ad09bc4399e660b6d3d5297f99437fb2fb9d74262f,8258ae46d00a87076262ddac6a7c08c3bce64d60f4f5eaf302c0b1d14ed394c1,dd86fbf1e6e8ba7e14aa02dfff5cbb54be4b58c1f77bcff8ec2b3a87dbf3686c,e7d1bca39ca8f9fb6b5ea1b72be9d2b125d4da4302fb98b144dec6815b913182,97042e75eb67bf788d78b95958f0ba0cdfed60ae889683fa99a1cb93224016da,caaf804265409e236942622f7e4951a186cc4e2e5b6643d5eab430e073fa156e,5224665e8c76675e96a7f165e3a176a1d77ce5465581555f3c867e6855d0ccdf
"10043115","106","2","","110001","鈴奈（夏日）","0","2020/10/28 15:59:59","2020/10/19 16:00:00","5","7.892","-285","10043","52"
"10043116","206","2","","110101","伊緒（夏日）","0","2020/10/28 15:59:59","2020/10/19 16:00:00","3","7.635","-285","10043","52"
"10043117","306","1","","110201","美咲（夏日）","70","2020/10/28 15:59:59","2020/10/19 16:00:00","2","9.858","-285","10043","52"
"10044001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","2","3.414","-416.5","10044","53"
"10044002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","2","3.099","-416.5","10044","53"
"10044003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","2","2.801","-416.5","10044","54"
"10044004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","2","0","-416.5","10044","54"
"10044005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","1","0","-416.5","10044","57"
"10044006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","2","5.506","-363","10044","55"
"10044007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","1","1.216","-363","10044","55"
"10044008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","1","1.539","-363","10044","56"
"10044009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2020/11/20 15:59:59","2020/11/02 16:00:00","1","1.875","-363","10044","56"
"10044102","111","4","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","5","14.15","-285","10044","51"
"10044104","211","5","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","9.48","-285","10044","51"
"10044106","311","3","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","3","0","-285","10044","51"
"10044107","102","1","","105601","流夏","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","9.376","-285","10044","51"
"10044108","112","1","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","9.376","-285","10044","51"
"10044109","202","3","","101301","七七香","8","2020/11/20 15:59:59","2020/11/02 16:00:00","3","0","-285","10044","51"
"10044110","212","3","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","3","0","-285","10044","51"
"10044111","302","4","","100901","杏奈","8","2020/11/20 15:59:59","2020/11/02 16:00:00","1","8.18","-285","10044","51"
"10044112","312","4","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","1","8.18","-285","10044","51"
"10044113","103","4","","105601","流夏","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","51"
"10044114","113","4","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","51"
"10044115","203","4","","101301","七七香","8","2020/11/20 15:59:59","2020/11/02 16:00:00","5","10.33","-285","10044","51"
"10044116","213","4","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","5","10.33","-285","10044","51"
"10044117","303","4","","100901","杏奈","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","51"
"10044118","313","4","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","51"
"10044119","104","1","","105601","流夏","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","8.83","-285","10044","52"
"10044120","114","1","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","8.83","-285","10044","52"
"10044121","204","4","","101301","七七香","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","52"
"10044122","214","4","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","4","0","-285","10044","52"
"10044123","304","1","","100901","杏奈","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.73","-285","10044","52"
"10044124","314","1","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.73","-285","10044","52"
"10044125","105","1","","105601","流夏","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","9.68","-285","10044","52"
"10044126","115","1","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","9.68","-285","10044","52"
"10044127","205","1","","101301","七七香","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","6.15","-285","10044","52"
"10044128","215","1","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","6.15","-285","10044","52"
"10044129","305","1","","100901","杏奈","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","13.22","-285","10044","52"
"10044130","315","1","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","13.22","-285","10044","52"
"10044131","106","2","","105601","流夏","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","0","-285","10044","52"
"10044132","116","2","","113101","流夏（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","0","-285","10044","52"
"10044133","206","1","","101301","七七香","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.85","-285","10044","52"
"10044134","216","1","","113301","七七香（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.85","-285","10044","52"
"10044135","306","1","","100901","杏奈","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.92","-285","10044","52"
"10044136","316","1","","113201","杏奈（夏日）","8","2020/11/20 15:59:59","2020/11/02 16:00:00","2","4.92","-285","10044","52"
"10045001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","3.414","-416.5","10045","53"
"10045002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","3.099","-416.5","10045","53"
"10045003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","2.801","-416.5","10045","54"
"10045004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","0","-416.5","10045","54"
"10045005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","0","-416.5","10045","57"
"10045006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","5.506","-363","10045","55"
"10045007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","1.216","-363","10045","55"
"10045008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","1.539","-363","10045","56"
"10045009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","1.875","-363","10045","56"
"10045101","101","4","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","9.1","-285","10045","51"
"10045102","201","4","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","5.5","-285","10045","51"
"10045103","301","4","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","5","9.7","-285","10045","51"
"10045104","102","6","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","8.5","-285","10045","51"
"10045105","202","5","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","3","13.5","-285","10045","51"
"10045106","302","3","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","5","3.8","-285","10045","51"
"10045107","103","1","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","4.4","-285","10045","51"
"10045108","203","1","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","6.8","-285","10045","51"
"10045109","303","1","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","8.5","-285","10045","51"
"10045110","104","1","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","4.6","-285","10045","52"
"10045111","204","1","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","1","0","-285","10045","52"
"10045112","304","1","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","13.3","-285","10045","52"
"10045113","105","1","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","8.4","-285","10045","52"
"10045114","205","1","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","15.1","-285","10045","52"
"10045115","305","1","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","12.5","-285","10045","52"
"10045116","106","1","","110501","香織（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","6.5","-285","10045","52"
"10045117","206","1","","110401","真琴（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","2","13.8","-285","10045","52"
"10045118","306","1","","110601","真步（夏日）","0","2020/11/27 15:59:59","2020/11/17 12:00:00","5","13.3","-285","10045","52"
"10046001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","2","3.414","-416.5","10046","53"
"10046002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","2","3.099","-416.5","10046","53"
"10046003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","2","2.801","-416.5","10046","54"
"10046004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","2","0","-416.5","10046","54"
"10046005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","1","0","-416.5","10046","57"
"10046006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","2","5.506","-363","10046","55"
"10046007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","1","1.216","-363","10046","55"
"10046008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","1","1.539","-363","10046","56"
"10046009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2030/01/01 14:59:59","2020/07/31 12:00:00","1","1.875","-363","10046","56"
"10046101","101","2","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","5","6","-285","10046","51"
"10046102","111","2","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","5","6","-285","10046","51"
"10046103","201","1","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.15","-285","10046","51"
"10046104","211","1","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.15","-285","10046","51"
"10046105","102","4","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","6.3","-285","10046","51"
"10046106","112","4","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","6.3","-285","10046","51"
"10046107","202","2","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","7.43","-285","10046","51"
"10046108","212","2","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","7.43","-285","10046","51"
"10046109","103","5","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","10.4","-285","10046","51"
"10046110","113","5","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","10.4","-285","10046","51"
"10046111","203","1","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","5.71","-285","10046","51"
"10046112","213","1","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","5.71","-285","10046","51"
"10046113","104","1","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","8.71","-285","10046","52"
"10046114","114","1","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","8.71","-285","10046","52"
"10046115","204","1","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.2","-285","10046","52"
"10046116","214","1","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.2","-285","10046","52"
"10046117","105","1","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","7.5","-285","10046","52"
"10046118","115","1","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","1","7.5","-285","10046","52"
"10046119","205","5","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","13.55","-285","10046","52"
"10046120","215","5","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","13.55","-285","10046","52"
"10046121","106","1","","101501","美里","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","7.75","-285","10046","52"
"10046122","116","1","","113501","美里（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","7.75","-285","10046","52"
"10046123","206","1","","101201","初音","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.36","-285","10046","52"
"10046124","216","1","","113401","初音（夏日）","8","2030/01/01 14:59:59","2020/07/31 12:00:00","2","4.36","-285","10046","52"
"10047001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","3.414","-416.5","10047","53"
"10047002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","3.099","-416.5","10047","53"
"10047003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","2.801","-416.5","10047","54"
"10047004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","0","-416.5","10047","54"
"10047005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","0","-416.5","10047","57"
"10047006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","5.506","-363","10047","55"
"10047007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","1.216","-363","10047","55"
"10047008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","1.539","-363","10047","56"
"10047009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","1.875","-363","10047","56"
"10047101","101","1","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","4","9.228","-285","10047","51"
"10047102","201","1","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","10.38","-285","10047","51"
"10047103","301","2","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","10.151","-285","10047","51"
"10047104","401","1","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","7.071","-285","10047","51"
"10047105","102","2","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","0","-285","10047","51"
"10047106","202","1","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","3.264","-285","10047","51"
"10047107","302","2","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","0","-285","10047","51"
"10047108","402","3","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","8.081","-285","10047","51"
"10047109","103","1","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","0","-285","10047","51"
"10047110","203","3","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","1","2.853","-285","10047","51"
"10047111","303","1","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","3.148","-285","10047","51"
"10047112","403","1","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","5.867","-285","10047","51"
"10047113","104","4","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","4.129","-285","10047","52"
"10047114","204","1","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","10.583","-285","10047","52"
"10047115","304","4","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","3.971","-285","10047","52"
"10047116","404","2","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","10.532","-285","10047","52"
"10047117","105","2","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","7.248","-285","10047","52"
"10047118","205","4","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","6","6.184","-285","10047","52"
"10047119","305","2","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","0","-285","10047","52"
"10047120","405","1","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","10.021","-285","10047","52"
"10047121","106","2","","110701","碧","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","4.473","-285","10047","52"
"10047122","206","1","","110801","克蘿依","0","2020/12/27 15:59:59","2020/12/18 16:00:00","5","7.12","-285","10047","52"
"10047123","306","1","","110901","琪愛兒","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","6.568","-285","10047","52"
"10047124","406","3","","111001","優妮","0","2020/12/27 15:59:59","2020/12/18 16:00:00","2","6.825","-285","10047","52"
"10048001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","2","3.414","-416.5","10048","53"
"10048002","2","1","將任務完成，\n並獲得獎勵吧！","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","2","3.099","-416.5","10048","53"
"10048003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","2","2.801","-416.5","10048","54"
"10048004","4","2","能夠領取獎勵了！\n請檢查看看","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","2","0","-416.5","10048","54"
"10048005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","1","0","-416.5","10048","57"
"10048006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","2","5.506","-363","10048","55"
"10048007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","1","1.216","-363","10048","55"
"10048008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","1","1.539","-363","10048","56"
"10048009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","190801","花凜","0","2021/01/18 15:59:59","2020/12/28 16:00:00","1","1.875","-363","10048","56"
"10048101","101","5","","113801","依里（天使）","8","2021/01/18 15:59:59","2020/12/28 16:00:00","4","12.962","-285","10048","51"
"10048102","201","5","","100601","茜里","8","2021/01/18 15:59:59","2020/12/28 16:00:00","2","12.809","-285","10048","51"
"10048104","102","2","","113801","外表依里・聲音茜里","8","2021/01/18 15:59:59","2020/12/28 16:00:00","4","6.373","-285","10048","51"
"10048105","202","3","","113701","外表茜里・聲音依里","8","2021/01/18 15:59:59","2020/12/28 16:00:00","4","8.829","-285","10048","51"
