71e618b414380a20cf83b5aced276c37a9a023a0721b611ebd7b8e15bd56ff69,2f93bc5e3dc4c5fa198d5c05f87a8984a767399488ca869ea3c99cd9c5529827,1b6ed102baae31e14255c636493feb24fec8e1035445558c6a5fe5f7e0700f88,ab69261a5a939cc8d01949dde7e015dcef0371edaf48a0bd5f428746360b1412,1970cda6a1b3dd37add5dbfcaf3b93ad3b3be91ae6dbcdae0b15f84d67103f19,2b82ab017b34fdb0e64bccb23d7eb3a75f4fb8848e973a3a8f19fe6a686ded5a,ee47fa88154e173bd8f73baaf1dd9a8ebdfc67024d8b7a7b30587ae3e843d99d,a7f3979505d27e317346b750d99dfc4cfeaafb85551d34338e4cc44de7f1d473,1c69d267955132c2b0546941a334103d476367ce319279744977421434b343bc,3bc914a3df967f6d34c96773ce846d8cfc875ff10764d61f95456bfd207ffeea,87681f9785e13ad4a3b8d18c78e052116309923835348208a3197925316b919d,4733f82829ca1f7cdd08caa5ed98050886bdd2dfe30c63a82db3f371ef884b46
"220","1","0","0","450","1011612512","2","0","0","10116125","1.255","12"
"0","4","1.255","0","0","1011612513","0","1","0","10116125","0","13"
"0","1","0","0","430","1011612514","3","0","0","10116125","2.138","14"
"0","4","2.985","0","0","1011612515","0","1","0","10116125","0","15"
"430","1","0","0","430","1011612516","3","0","0","10116125","0.501","16"
"0","4","0.501","0","0","1011612517","0","1","0","10116125","0","17"
"0","1","0","0","0","1011612518","4","0","0","10116125","1.807","18"
"0","4","2.584","0","0","1011612519","0","1","0","10116125","0","19"
"0","1","0","0","72","1011612520","4","0","0","10116125","0.703","20"
"0","4","1.405","0","0","1011612521","0","1","0","10116125","0","21"
"72","1","0","0","175","1011612522","4","0","0","10116125","0.553","22"
"0","4","0.553","0","0","1011612523","0","1","0","10116125","0","23"
"175","1","0","0","175","1011612524","4","0","0","10116125","0.878","24"
"0","4","1.279","0","0","1011612525","0","1","0","10116125","0","25"
"175","1","0","0","450","1011612526","4","0","0","10116125","2.233","26"
"0","4","3.38","0","0","1011612527","0","1","0","10116125","0","27"
"0","2","0","vo_won","0","1011612528","0","0","vo_won_10116125_03","10116125","0","28"
"0","1","0","0","255","1011612529","5","0","0","10116125","2.307","29"
"0","4","2.859","0","0","1011612530","0","1","0","10116125","0","30"
"255","1","0","0","450","1011612531","5","0","0","10116125","1.405","31"
"0","4","1.832","0","0","1011612532","0","1","0","10116125","0","32"
"0","1","0","0","400","1011612533","6","0","0","10116125","3.426","33"
"0","4","3.912","0","0","1011612534","0","1","0","10116125","0","34"
"0","2","0","vo_won","0","1011612535","0","0","vo_won_10116125_04","10116125","0","35"
"0","1","0","0","305","1011612536","7","0","0","10116125","2.534","36"
"0","4","3.311","0","0","1011612537","0","1","0","10116125","0","37"
"305","1","0","0","450","1011612538","7","0","0","10116125","0.979","38"
"0","4","1.394","0","0","1011612539","0","1","0","10116125","0","39"
"0","1","0","0","450","1011612540","8","0","0","10116125","3.346","40"
"0","4","3.346","0","0","1011612541","0","1","0","10116125","0","41"
"0","1","0","0","0","1011612542","9","0","0","10116125","0.828","42"
"0","4","2.361","0","0","1011612543","0","1","0","10116125","0","43"
"0","2","0","vo_won","0","1011612544","0","0","vo_won_10116125_05","10116125","0","44"
"0","1","0","0","260","1011612545","9","0","0","10116125","3.221","45"
"0","4","3.999","0","0","1011612546","0","1","0","10116125","0","46"
"260","1","0","0","420","1011612547","9","0","0","10116125","0.727","47"
"0","4","1.405","0","0","1011612548","0","1","0","10116125","0","48"
"0","1","0","0","175","1011612549","10","0","0","10116125","2.085","49"
"0","4","3.523","0","0","1011612550","0","1","0","10116125","0","50"
"0","2","0","vo_won","0","1011612551","0","0","vo_won_10116125_06","10116125","0","51"
"0","1","0","0","72","1011612552","11","0","0","10116125","0.62","52"
"0","4","1.355","0","0","1011612553","0","1","0","10116125","0","53"
"72","1","0","0","440","1011612554","11","0","0","10116125","2.483","54"
"0","4","3.03","0","0","1011612555","0","1","0","10116125","0","55"
"0","1","0","0","220","1011612556","12","0","0","10116125","1.284","56"
"0","4","0.8","0","0","1011613501","0","1","0","10116135","0","1"
"0","2","0","vo_won","0","1011613502","0","0","vo_won_10116135_01","10116135","0","2"
"0","1","0","0","210","1011613503","1","0","0","10116135","2.046","3"
"0","4","2.601","0","0","1011613504","0","1","0","10116135","0","4"
"210","1","0","0","450","1011613505","1","0","0","10116135","1.646","5"
"0","4","2.101","0","0","1011613506","0","1","0","10116135","0","6"
"0","1","0","0","410","1011613507","2","0","0","10116135","2.992","7"
"0","4","4.249","0","0","1011613508","0","1","0","10116135","0","8"
"0","2","0","vo_won","0","1011613509","0","0","vo_won_10116135_02","10116135","0","9"
"0","1","0","0","210","1011613510","3","0","0","10116135","0.865","10"
"0","4","1.349","0","0","1011613511","0","1","0","10116135","0","11"
"210","1","0","0","450","1011613512","3","0","0","10116135","2.925","12"
"0","4","2.925","0","0","1011613513","0","1","0","10116135","0","13"
"0","1","0","0","0","1011613514","4","0","0","10116135","0.64","14"
"0","4","1.089","0","0","1011613515","0","1","0","10116135","0","15"
"0","1","0","0","210","1011613516","4","0","0","10116135","1.967","16"
"0","4","3.198","0","0","1011613517","0","1","0","10116135","0","17"
"0","2","0","vo_won","0","1011613518","0","0","vo_won_10116135_03","10116135","0","18"
"210","1","0","0","450","1011613519","4","0","0","10116135","1.26","19"
"0","4","1.26","0","0","1011613520","0","1","0","10116135","0","20"
"0","1","0","0","54","1011613521","5","0","0","10116135","1.394","21"
"0","4","2.162","0","0","1011613522","0","1","0","10116135","0","22"
"54","1","0","0","210","1011613523","5","0","0","10116135","2.355","23"
"0","4","2.355","0","0","1011613524","0","1","0","10116135","0","24"
"210","1","0","0","450","1011613525","5","0","0","10116135","1.323","25"
"0","4","2","0","0","1011613526","0","1","0","10116135","0","26"
"0","1","0","0","166","1011613527","6","0","0","10116135","1.323","27"
"0","4","2.01","0","0","1011613528","0","1","0","10116135","0","28"
"0","2","0","vo_won","0","1011613529","0","0","vo_won_10116135_04","10116135","0","29"
"166","1","0","0","450","1011613530","6","0","0","10116135","1.54","30"
"0","4","2.182","0","0","1011613531","0","1","0","10116135","0","31"
"0","1","0","0","188","1011613532","7","0","0","10116135","2.931","32"
"0","4","4.229","0","0","1011613533","0","1","0","10116135","0","33"
"0","2","0","vo_won","0","1011613534","0","0","vo_won_10116135_05","10116135","0","34"
"188","1","0","0","450","1011613535","7","0","0","10116135","0.876","35"
"0","4","1.994","0","0","1011613536","0","1","0","10116135","0","36"
"0","2","0","vo_won","0","1011613537","0","0","vo_won_10116135_06","10116135","0","37"
"0","1","0","0","450","1011613538","8","0","0","10116135","3.336","38"
"0","4","3.882","0","0","1011613539","0","1","0","10116135","0","39"
"0","1","0","0","450","1011613540","9","0","0","10116135","4.02399999999999","40"
"0","4","5.214","0","0","1011613541","0","1","0","10116135","0","41"
"0","2","0","vo_won","0","1011613542","0","0","vo_won_10116135_07","10116135","0","42"
"0","1","0","0","120","1011613543","10","0","0","10116135","0.536","43"
"0","4","0.952","0","0","1011613544","0","1","0","10116135","0","44"
"120","1","0","0","450","1011613545","10","0","0","10116135","1.989","45"
"0","4","3.059","0","0","1011613546","0","1","0","10116135","0","46"
"0","2","0","vo_won","0","1011613547","0","0","vo_won_10116135_08","10116135","0","47"
"0","1","0","0","187","1011613548","11","0","0","10116135","1.83600000000001","48"
"0","4","1.83600000000001","0","0","1011613549","0","1","0","10116135","0","49"
"187","1","0","0","450","1011613550","11","0","0","10116135","2.392","50"
"0","4","3.659","0","0","1011613551","0","1","0","10116135","0","51"
"0","2","0","vo_won","0","1011613552","0","0","vo_won_10116135_09","10116135","0","52"
"0","1","0","0","54","1011613553","12","0","0","10116135","0.558","53"
"0","4","0.558","0","0","1011613554","0","1","0","10116135","0","54"
"54","1","0","0","255","1011613555","12","0","0","10116135","2.208","55"
"0","4","3.355","0","0","1011613556","0","1","0","10116135","0","56"
"0","2","0","vo_won","0","1011613557","0","0","vo_won_10116135_10","10116135","0","57"
"255","1","0","0","450","1011613558","12","0","0","10116135","1.939","58"
"0","4","1.939","0","0","1011613559","0","1","0","10116135","0","59"
"0","1","0","0","207","1011613560","13","0","0","10116135","1.895","60"
"0","4","3.56","0","0","1011613561","0","1","0","10116135","0","61"
"0","2","0","vo_won","0","1011613562","0","0","vo_won_10116135_11","10116135","0","62"
"207","1","0","0","450","1011613563","13","0","0","10116135","1.826","63"
"0","4","2.452","0","0","1011613564","0","1","0","10116135","0","64"
"0","2","0","vo_won","0","1011613565","0","0","vo_won_10116135_12","10116135","0","65"
"0","1","0","0","140","1011613566","14","0","0","10116135","1.196","66"
"0","4","1.679","0","0","1011613567","0","1","0","10116135","0","67"
"140","1","0","0","450","1011613568","14","0","0","10116135","2.542","68"
"0","4","0.8","0","0","1011621501","0","1","0","10116215","0","1"
"0","1","0","0","50","1011621502","1","0","0","10116215","0.388","2"
"0","4","0.388","0","0","1011621503","0","1","0","10116215","0","3"
"0","2","0","vo_won","0","1011621504","0","0","vo_won_10116215_01","10116215","0","4"
"50","1","0","0","320","1011621505","1","0","0","10116215","2.36","5"
"0","4","3.141","0","0","1011621506","0","1","0","10116215","0","6"
"0","2","0","vo_won","0","1011621507","0","0","vo_won_10116215_02","10116215","0","7"
"0","1","0","0","318","1011621508","2","0","0","10116215","1.385","8"
"0","4","1.9","0","0","1011621509","0","1","0","10116215","0","9"
"318","1","0","0","450","1011621510","2","0","0","10116215","1.933","10"
"0","4","1.933","0","0","1011621511","0","1","0","10116215","0","11"
"0","1","0","0","184","1011621512","3","0","0","10116215","1.385","12"
"0","4","1.9","0","0","1011621513","0","1","0","10116215","0","13"
"0","2","0","vo_won","0","1011621514","0","0","vo_won_10116215_03","10116215","0","14"
"184","1","0","0","440","1011621515","3","0","0","10116215","2.347","15"
"0","4","2.347","0","0","1011621516","0","1","0","10116215","0","16"
"0","1","0","0","0","1011621517","4","0","0","10116215","1.01","17"
"0","4","1.545","0","0","1011621518","0","1","0","10116215","0","18"
"0","1","0","0","230","1011621519","4","0","0","10116215","1.84","19"
"0","4","2.212","0","0","1011621520","0","1","0","10116215","0","20"
"230","1","0","0","440","1011621521","4","0","0","10116215","2.516","21"
"0","4","2.516","0","0","1011621522","0","1","0","10116215","0","22"
"0","1","0","0","94","1011621523","5","0","0","10116215","0.416","23"
"0","4","1.53","0","0","1011621524","0","1","0","10116215","0","24"
"0","2","0","vo_won","0","1011621525","0","0","vo_won_10116215_04","10116215","0","25"
"94","1","0","0","316","1011621526","5","0","0","10116215","1.386","26"
"0","4","1.878","0","0","1011621527","0","1","0","10116215","0","27"
"316","1","0","0","440","1011621528","5","0","0","10116215","1.523","28"
"0","4","1.523","0","0","1011621529","0","1","0","10116215","0","29"
"0","1","0","0","265","1011621530","6","0","0","10116215","1.493","30"
"0","4","2.416","0","0","1011621531","0","1","0","10116215","0","31"
"0","2","0","vo_won","0","1011621532","0","0","vo_won_10116215_05","10116215","0","32"
"0","1","0","0","95","1011621533","7","0","0","10116215","0.341","33"
"0","4","0.921","0","0","1011621534","0","1","0","10116215","0","34"
"95","1","0","0","450","1011621535","7","0","0","10116215","3","35"
"0","4","3","0","0","1011621536","0","1","0","10116215","0","36"
"0","1","0","0","72","1011621537","8","0","0","10116215","0.701","37"
"0","4","1.45","0","0","1011621538","0","1","0","10116215","0","38"
"0","2","0","vo_won","0","1011621539","0","0","vo_won_10116215_06","10116215","0","39"
"72","1","0","0","135","1011621540","8","0","0","10116215","0.447","40"
"0","4","1.219","0","0","1011621541","0","1","0","10116215","0","41"
"135","1","0","0","450","1011621542","8","0","0","10116215","3","42"
"0","4","3","0","0","1011621543","0","1","0","10116215","0","43"
"0","1","0","0","71","1011621544","9","0","0","10116215","0.295","44"
"0","4","0.769","0","0","1011621545","0","1","0","10116215","0","45"
"71","1","0","0","430","1011621546","9","0","0","10116215","3.474","46"
"0","4","4.818","0","0","1011621547","0","1","0","10116215","0","47"
"0","2","0","vo_won","0","1011621548","0","0","vo_won_10116215_07","10116215","0","48"
"0","1","0","0","328","1011621549","10","0","0","10116215","2.628","49"
"0","4","3.159","0","0","1011621550","0","1","0","10116215","0","50"
"328","1","0","0","450","1011621551","10","0","0","10116215","1.2","51"
"0","4","1.2","0","0","1011621552","0","1","0","10116215","0","52"
"0","1","0","0","230","1011621553","11","0","0","10116215","1.254","53"
"0","4","2.382","0","0","1011621554","0","1","0","10116215","0","54"
"0","2","0","vo_won","0","1011621555","0","0","vo_won_10116215_08","10116215","0","55"
"0","1","0","0","270","1011621556","12","0","0","10116215","2.514","56"
"0","4","3.089","0","0","1011621557","0","1","0","10116215","0","57"
"270","1","0","0","450","1011621558","12","0","0","10116215","2","58"
"0","4","2","0","0","1011621559","0","1","0","10116215","0","59"
"0","1","0","0","113","1011621560","13","0","0","10116215","0.104","60"
"0","4","0.494","0","0","1011621561","0","1","0","10116215","0","61"
"0","2","0","vo_won","0","1011621562","0","0","vo_won_10116215_09","10116215","0","62"
"113","1","0","0","190","1011621563","13","0","0","10116215","0.799","63"
"0","4","0.8","0","0","1011622501","0","1","0","10116225","0","1"
"0","2","0","vo_won","0","1011622502","0","0","vo_won_10116225_01","10116225","0","2"
"0","1","0","0","430","1011622503","1","0","0","10116225","3.617","3"
"0","4","3.913","0","0","1011622504","0","1","0","10116225","0","4"
"0","1","0","0","250","1011622505","2","0","0","10116225","2.134","5"
"0","4","2.83","0","0","1011622506","0","1","0","10116225","0","6"
"250","1","0","0","450","1011622507","2","0","0","10116225","1.272","7"
"0","4","1.697","0","0","1011622508","0","1","0","10116225","0","8"
"0","1","0","0","450","1011622509","3","0","0","10116225","2.973","9"
"0","4","4.106","0","0","1011622510","0","1","0","10116225","0","10"
"0","2","0","vo_won","0","1011622511","0","0","vo_won_10116225_02","10116225","0","11"
"0","1","0","0","430","1011622512","4","0","0","10116225","3.799","12"
"0","4","4.289","0","0","1011622513","0","1","0","10116225","0","13"
"0","1","0","0","370","1011622514","5","0","0","10116225","3.027","14"
"0","4","3.596","0","0","1011622515","0","1","0","10116225","0","15"
"0","1","0","0","420","1011622516","6","0","0","10116225","2.979","16"
"0","4","3.713","0","0","1011622517","0","1","0","10116225","0","17"
"0","1","0","0","450","1011622518","7","0","0","10116225","3.625","18"
"0","4","4.113","0","0","1011622519","0","1","0","10116225","0","19"
"0","1","0","0","450","1011622520","8","0","0","10116225","4.389","20"
"0","4","5.693","0","0","1011622521","0","1","0","10116225","0","21"
"0","2","0","vo_won","0","1011622522","0","0","vo_won_10116225_03","10116225","0","22"
"0","1","0","0","450","1011622523","9","0","0","10116225","4.285","23"
"0","4","4.285","0","0","1011622524","0","1","0","10116225","0","24"
"0","1","0","0","230","1011622525","10","0","0","10116225","1.638","25"
"0","4","2.675","0","0","1011622526","0","1","0","10116225","0","26"
"0","2","0","vo_won","0","1011622527","0","0","vo_won_10116225_04","10116225","0","27"
"0","1","0","0","450","1011622528","11","0","0","10116225","2.181","28"
"0","4","2.757","0","0","1011622529","0","1","0","10116225","0","29"
"0","1","0","0","50","1011622530","12","0","0","10116225","0.688","30"
"0","4","1.004","0","0","1011622531","0","1","0","10116225","0","31"
"50","1","0","0","450","1011622532","12","0","0","10116225","4.031","32"
"0","4","4.031","0","0","1011622533","0","1","0","10116225","0","33"
"0","1","0","0","280","1011622534","13","0","0","10116225","1.989","34"
"0","4","2.935","0","0","1011622535","0","1","0","10116225","0","35"
"0","2","0","vo_won","0","1011622536","0","0","vo_won_10116225_05","10116225","0","36"
"0","1","0","0","187","1011622537","14","0","0","10116225","1.9","37"
"0","4","2.389","0","0","1011622538","0","1","0","10116225","0","38"
"187","1","0","0","430","1011622539","14","0","0","10116225","1.731","39"
"0","4","0.8","0","0","1011623501","0","1","0","10116235","0","1"
"0","2","0","vo_won","0","1011623502","0","0","vo_won_10116235_01","10116235","0","2"
"0","1","0","0","450","1011623503","1","0","0","10116235","3.959","3"
"0","4","4.004","0","0","1011623504","0","1","0","10116235","0","4"
"0","1","0","0","275","1011623505","2","0","0","10116235","3.661","5"
"0","4","4.388","0","0","1011623506","0","1","0","10116235","0","6"
"275","1","0","0","450","1011623507","2","0","0","10116235","2","7"
"0","4","2","0","0","1011623508","0","1","0","10116235","0","8"
"0","1","0","0","207","1011623509","3","0","0","10116235","2.078","9"
"0","4","2.692","0","0","1011623510","0","1","0","10116235","0","10"
"207","1","0","0","450","1011623511","3","0","0","10116235","1.878","11"
"0","4","1.878","0","0","1011623512","0","1","0","10116235","0","12"
"0","1","0","0","450","1011623513","4","0","0","10116235","1.877","13"
"0","4","1.877","0","0","1011623514","0","1","0","10116235","0","14"
"450","1","0","0","450","1011623515","4","0","0","10116235","0.508","15"
"0","4","1.54","0","0","1011623516","0","1","0","10116235","0","16"
"0","2","0","vo_won","0","1011623517","0","0","vo_won_10116235_02","10116235","0","17"
"0","1","0","0","450","1011623518","5","0","0","10116235","2.822","18"
"0","4","2.822","0","0","1011623519","0","1","0","10116235","0","19"
"0","1","0","0","249","1011623520","6","0","0","10116235","3.483","20"
"0","4","3.483","0","0","1011623521","0","1","0","10116235","0","21"
"249","1","0","0","249","1011623522","6","0","0","10116235","0.916","22"
"0","4","1.779","0","0","1011623523","0","1","0","10116235","0","23"
"249","1","0","0","450","1011623524","6","0","0","10116235","3.202","24"
"0","4","3.202","0","0","1011623525","0","1","0","10116235","0","25"
"0","1","0","0","450","1011623526","7","0","0","10116235","3.61","26"
"0","4","4.249","0","0","1011623527","0","1","0","10116235","0","27"
"0","1","0","0","450","1011623528","8","0","0","10116235","3.269","28"
"0","4","3.269","0","0","1011623529","0","1","0","10116235","0","29"
"450","1","0","0","450","1011623530","8","0","0","10116235","2.274","30"
"0","4","2.643","0","0","1011623531","0","1","0","10116235","0","31"
"0","2","0","vo_won","0","1011623532","0","0","vo_won_10116235_03","10116235","0","32"
"0","1","0","0","255","1011623533","9","0","0","10116235","3.522","33"
"0","4","4.483","0","0","1011623534","0","1","0","10116235","0","34"
"255","1","0","0","450","1011623535","9","0","0","10116235","1.346","35"
"0","4","1.414","0","0","1011623536","0","1","0","10116235","0","36"
"0","1","0","0","210","1011623537","10","0","0","10116235","1.345","37"
"0","4","1.414","0","0","1011623538","0","1","0","10116235","0","38"
"210","1","0","0","380","1011623539","10","0","0","10116235","1.702","39"
