2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"3600","1009","20001","100903"
"4700","1009","20003","100904"
"5700","1009","20003","100905"
"6150","1009","21003","100906"
"7150","1009","21008","100907"
"8700","1009","20003","100908"
"9750","1009","20003","100909"
"1000","1010","21016","101001"
"2000","1010","21004","101002"
"3000","1010","21016","101003"
"4000","1010","21001","101004"
"5500","1010","20001","101005"
"6000","1010","21003","101006"
"7500","1010","21012","101007"
"8300","1010","20009","101008"
"9500","1010","21012","101009"
"10300","1010","20009","101010"
"900","1011","21004","101101"
"1800","1011","21001","101102"
"2800","1011","21016","101103"
"4350","1011","21012","101104"
"5100","1011","20009","101105"
"6400","1011","21012","101106"
"6850","1011","21016","101107"
"8100","1011","20009","101108"
"9350","1011","20001","101109"
"9850","1011","21003","101110"
"800","1012","21016","101201"
"2400","1012","20001","101202"
"3200","1012","20009","101203"
"4300","1012","21012","101204"
"5150","1012","20009","101205"
"5850","1012","21004","101206"
"7300","1012","21012","101207"
"7850","1012","21016","101208"
"8900","1012","21001","101209"
"9800","1012","21003","101210"
"1000","1013","21003","101301"
"2000","1013","21003","101302"
"3000","1013","21003","101303"
"4300","1013","20009","101304"
"5300","1013","20009","101305"
"6300","1013","20009","101306"
"7000","1013","21015","101307"
"8000","1013","21017","101308"
"9000","1013","21015","101309"
"10000","1013","21017","101310"
"1100","1014","21003","101401"
"2400","1014","20009","101402"
"3200","1014","21015","101403"
"4150","1014","21003","101404"
"5200","1014","21017","101405"
"6200","1014","21017","101406"
"7400","1014","20009","101407"
"8450","1014","20009","101408"
"9150","1014","21015","101409"
"10150","1014","21003","101410"
"1500","1015","20009","101501"
"2200","1015","21017","101502"
"3150","1015","21003","101503"
"4200","1015","21015","101504"
"5100","1015","21003","101505"
"6450","1015","20009","101506"
"7150","1015","21015","101507"
"8200","1015","21017","101508"
"9200","1015","21003","101509"
"10400","1015","20009","101510"
"1500","1016","20001","101601"
"2500","1016","20001","101602"
"3500","1016","20001","101603"
"4500","1016","21012","101604"
"5150","1016","20015","101605"
"6500","1016","21012","101606"
"7000","1016","21003","101607"
"8000","1016","21004","101608"
"9000","1016","21003","101609"
"10000","1016","21002","101610"
"1350","1017","21012","101701"
"2350","1017","21012","101702"
"3350","1017","20001","101703"
"4400","1017","20001","101704"
"5300","1017","20001","101705"
"5850","1017","21003","101706"
"6900","1017","21004","101707"
"7950","1017","20015","101708"
"8900","1017","21002","101709"
"9850","1017","21003","101710"
"1400","1018","20001","101801"
"1900","1018","21003","101802"
"2800","1018","21004","101803"
"4300","1018","20001","101804"
"4900","1018","21003","101805"
"6400","1018","21012","101806"
"6800","1018","21002","101807"
"8000","1018","20015","101808"
"9300","1018","20001","101809"
"10300","1018","21012","101810"
"1000","1019","21010","101901"
"2000","1019","21002","101902"
"3000","1019","21010","101903"
"4000","1019","21004","101904"
"5000","1019","21015","101905"
"6000","1019","21017","101906"
"7000","1019","21008","101907"
"8000","1019","21007","101908"
"9000","1019","21014","101909"
"10000","1019","21015","101910"
"1200","1020","21010","102001"
"2150","1020","21007","102002"
"3100","1020","21002","102003"
"4200","1020","21017","102004"
"5100","1020","21010","102005"
"6150","1020","21004","102006"
"7100","1020","21008","102007"
"8100","1020","21015","102008"
"9100","1020","21015","102009"
"10150","1020","21014","102010"
"1150","1021","21004","102101"
"2100","1021","21017","102102"
"3200","1021","21008","102103"
"4150","1021","21010","102104"
"5200","1021","21010","102105"
"6200","1021","21014","102106"
"7200","1021","21015","102107"
"8150","1021","21015","102108"
"9150","1021","21007","102109"
"10200","1021","21002","102110"
"1000","1022","21015","102201"
"2500","1022","20001","102202"
"3550","1022","20003","102203"
"4000","1022","21004","102204"
"5500","1022","20001","102205"
"6500","1022","20001","102206"
"7000","1022","21006","102207"
"8550","1022","20003","102208"
"9550","1022","20003","102209"
"10000","1022","21014","102210"
"11000","1022","21007","102211"
"12000","1022","21004","102212"
"900","1023","21004","102301"
"1900","1023","21015","102302"
"2800","1023","21014","102303"
"3800","1023","21007","102304"
"4800","1023","21004","102305"
"6400","1023","20003","102306"
"7400","1023","20003","102307"
"8400","1023","20001","102308"
"8800","1023","21006","102309"
"10300","1023","20001","102310"
"11400","1023","20003","102311"
"12350","1023","20001","102312"
"1400","1024","20003","102401"
"2350","1024","20003","102402"
"2900","1024","21004","102403"
"4350","1024","20001","102404"
"5450","1024","20003","102405"
"5800","1024","21006","102406"
"7300","1024","20001","102407"
"7850","1024","21004","102408"
"8850","1024","21007","102409"
"9900","1024","21014","102410"
"11300","1024","20001","102411"
"11800","1024","21015","102412"
"1000","1025","21003","102501"
"2000","1025","21015","102502"
"3000","1025","21017","102503"
"4000","1025","21008","102504"
"5000","1025","21008","102505"
"6000","1025","21008","102506"
"7500","1025","21012","102507"
"8500","1025","21012","102508"
"9000","1025","21007","102509"
"10000","1025","21002","102510"
"11000","1025","21010","102511"
"12000","1025","21002","102512"
"1700","1026","21012","102601"
"2100","1026","21007","102602"
"3700","1026","21012","102603"
"4100","1026","21008","102604"
"5150","1026","21017","102605"
"6200","1026","21003","102606"
"7200","1026","21008","102607"
"8150","1026","21015","102608"
"9150","1026","21008","102609"
"10200","1026","21002","102610"
"11100","1026","21002","102611"
"12150","1026","21010","102612"
"1100","1027","21007","102701"
"2150","1027","21003","102702"
"3100","1027","21008","102703"
"4150","1027","21002","102704"
"5600","1027","21012","102705"
"6100","1027","21008","102706"
"7650","1027","21012","102707"
"8100","1027","21017","102708"
"9200","1027","21002","102709"
"10100","1027","21010","102710"
"11150","1027","21008","102711"
"12200","1027","21015","102712"
"1000","1028","21017","102801"
"2150","1028","20015","102802"
"3000","1028","21017","102803"
"4000","1028","21007","102804"
"5550","1028","20003","102805"
"6000","1028","21007","102806"
"7000","1028","21016","102807"
"8300","1028","20009","102808"
"9000","1028","21016","102809"
"10000","1028","21006","102810"
"11000","1028","21008","102811"
"12000","1028","21006","102812"
"1350","1029","20003","102901"
"2150","1029","20009","102902"
"2850","1029","21007","102903"
"3800","1029","21007","102904"
"4950","1029","20015","102905"
"5850","1029","21008","102906"
"6850","1029","21006","102907"
"7850","1029","21006","102908"
"8900","1029","21017","102909"
"9800","1029","21016","102910"
"10900","1029","21016","102911"
"11850","1029","21017","102912"
"850","1030","21008","103001"
"1900","1030","21017","103002"
"2800","1030","21016","103003"
"3850","1030","21007","103004"
"4900","1030","21006","103005"
"6450","1030","20003","103006"
"7100","1030","20009","103007"
"7800","1030","21006","103008"
"9000","1030","20015","103009"
"9900","1030","21016","103010"
"10800","1030","21017","103011"
"11800","1030","21007","103012"
"1400","2001","11012","200101"
"2300","2001","11012","200102"
"3175","2001","10004","200103"
"3600","2001","11010","200104"
"4500","2001","11019","200105"
"5900","2001","11012","200106"
"6300","2001","11002","200107"
"7200","2001","11006","200108"
"8100","2001","11007","200109"
"9500","2001","11012","200110"
"1500","2002","11012","200201"
"1950","2002","11010","200202"
"3325","2002","10004","200203"
"3750","2002","11006","200204"
"5200","2002","11012","200205"
"6050","2002","11012","200206"
"6400","2002","11002","200207"
"7850","2002","11012","200208"
"8300","2002","11019","200209"
"9150","2002","11007","200210"
"1600","2003","11012","200301"
"2400","2003","11012","200302"
"2900","2003","11002","200303"
"4200","2003","11012","200304"
"4650","2003","11007","200305"
"5975","2003","10004","200306"
"6450","2003","11010","200307"
"7300","2003","11006","200308"
"8250","2003","11019","200309"
"9700","2003","11012","200310"
"900","2004","11015","200401"
"1800","2004","11017","200402"
"2700","2004","11017","200403"
"3675","2004","10010","200404"
"4650","2004","10015","200405"
"5550","2004","10015","200406"
"6300","2004","11015","200407"
"7700","2004","11012","200408"
"8250","2004","10015","200409"
"9150","2004","10015","200410"
"750","2005","11015","200501"
"1650","2005","11017","200502"
"2500","2005","11015","200503"
"3525","2005","10010","200504"
"4500","2005","10015","200505"
"5700","2005","11012","200506"
"6350","2005","10015","200507"
"7150","2005","10015","200508"
"7900","2005","11017","200509"
"9000","2005","10015","200510"
"850","2006","10015","200601"
"1850","2006","10015","200602"
"2675","2006","10010","200603"
"3500","2006","11017","200604"
"4450","2006","10015","200605"
"5800","2006","11012","200606"
"6150","2006","11015","200607"
"7100","2006","11017","200608"
"8000","2006","11015","200609"
"8950","2006","10015","200610"
"725","2007","10005","200701"
"2300","2007","10001","200702"
"3200","2007","10001","200703"
"3800","2007","10002","200704"
"5050","2007","10003","200705"
"5875","2007","10004","200706"
"6300","2007","10006","200707"
"7750","2007","10003","200708"
"8100","2007","10006","200709"
"9550","2007","10003","200710"
"1600","2008","10003","200801"
"1900","2008","10006","200802"
"2625","2008","10005","200803"
"4300","2008","10003","200804"
"5200","2008","10003","200805"
"6025","2008","10004","200806"
"6500","2008","10006","200807"
"7550","2008","10002","200808"
"8750","2008","10001","200809"
"9600","2008","10001","200810"
"1575","2009","10004","200901"
"2500","2009","10003","200902"
"3050","2009","10002","200903"
"3800","2009","10006","200904"
"4600","2009","10006","200905"
"6050","2009","10003","200906"
"6950","2009","10003","200907"
"7900","2009","10001","200908"
"8700","2009","10001","200909"
"9025","2009","10005","200910"
"900","2010","11010","201001"
"1800","2010","11010","201002"
"2700","2010","11010","201003"
"3600","2010","11017","201004"
"4500","2010","11015","201005"
"5400","2010","11019","201006"
"6300","2010","11019","201007"
"7200","2010","11004","201008"
"8100","2010","11004","201009"
"9000","2010","11011","201010"
"750","2011","11010","201101"
"1600","2011","11017","201102"
"2600","2011","11010","201103"
"3450","2011","11019","201104"
"4300","2011","11004","201105"
"5300","2011","11015","201106"
"6200","2011","11004","201107"
"7050","2011","11010","201108"
"7950","2011","11019","201109"
"8800","2011","11011","201110"
"700","2012","11019","201201"
"1700","2012","11010","201202"
"2550","2012","11004","201203"
"3500","2012","11019","201204"
"4400","2012","11004","201205"
"5200","2012","11015","201206"
"6150","2012","11017","201207"
"7100","2012","11010","201208"
"8000","2012","11011","201209"
"8850","2012","11010","201210"
"900","2013","11019","201301"
"1800","2013","10013","201302"
"2700","2013","11019","201303"
"3600","2013","11007","201304"
"4500","2013","10013","201305"
"5400","2013","11007","201306"
"6300","2013","11015","201307"
"7200","2013","10013","201308"
"8100","2013","11017","201309"
"9000","2013","10013","201310"
"1100","2014","10013","201401"
"1900","2014","11007","201402"
"2800","2014","11015","201403"
"3700","2014","11017","201404"
"4700","2014","11007","201405"
"5600","2014","11019","201406"
"6400","2014","10013","201407"
"7300","2014","10013","201408"
"8200","2014","10013","201409"
"9200","2014","11019","201410"
"1000","2015","10013","201501"
"1950","2015","11019","201502"
"2900","2015","10013","201503"
"3750","2015","11007","201504"
"4650","2015","11019","201505"
"5500","2015","11017","201506"
"6450","2015","11015","201507"
"7350","2015","11007","201508"
"8250","2015","10013","201509"
"9100","2015","10013","201510"
"725","2016","10005","201601"
"1800","2016","10006","201602"
"2900","2016","10002","201603"
"3600","2016","10007","201604"
"4500","2016","10007","201605"
"5400","2016","10007","201606"
"6775","2016","10004","201607"
"7675","2016","10004","201608"
"8100","2016","11014","201609"
"9000","2016","11014","201610"
"800","2017","10007","201701"
"2175","2017","10004","201702"
"2550","2017","11014","201703"
"3700","2017","10002","201704"
"4400","2017","11014","201705"
"5300","2017","10007","201706"
"6025","2017","10005","201707"
"7050","2017","10007","201708"
"7900","2017","10006","201709"
"9375","2017","10004","201710"
"750","2018","10007","201801"
"1650","2018","10007","201802"
"3075","2018","10004","201803"
"3275","2018","10005","201804"
"4300","2018","10007","201805"
"5450","2018","10002","201806"
"6625","2018","10004","201807"
"7000","2018","10006","201808"
"8000","2018","11014","201809"
"8800","2018","11014","201810"
"900","2019","11003","201901"
"1800","2019","11017","201902"
"2700","2019","11003","201903"
"3600","2019","11015","201904"
"4500","2019","11011","201905"
"5400","2019","11015","201906"
"6300","2019","11003","201907"
"7200","2019","11003","201908"
"8100","2019","11019","201909"
"9000","2019","11019","201910"
"1050","2020","11003","202001"
"2000","2020","11015","202002"
"2850","2020","11011","202003"
"3800","2020","11015","202004"
"4700","2020","11019","202005"
"5500","2020","11003","202006"
"6500","2020","11003","202007"
"7350","2020","11019","202008"
"8250","2020","11017","202009"
"9200","2020","11003","202010"
"1000","2021","11003","202101"
"1950","2021","11019","202102"
"2900","2021","11011","202103"
"3750","2021","11019","202104"
"4600","2021","11015","202105"
"5550","2021","11003","202106"
"6450","2021","11003","202107"
"7400","2021","11017","202108"
"8300","2021","11003","202109"
"9150","2021","11015","202110"
"900","2022","11003","202201"
"1800","2022","11015","202202"
"2700","2022","11017","202203"
"3675","2022","10010","202204"
"4650","2022","10015","202205"
"5475","2022","10010","202206"
"6300","2022","11015","202207"
"7200","2022","11015","202208"
"8100","2022","11015","202209"
"9150","2022","10015","202210"
"9975","2022","10010","202211"
"10950","2022","10015","202212"
"825","2023","10010","202301"
"1800","2023","10015","202302"
"2550","2023","11015","202303"
"3450","2023","11015","202304"
"4450","2023","10015","202305"
"5250","2023","11003","202306"
"6275","2023","10010","202307"
"7000","2023","11017","202308"
"8075","2023","10010","202309"
"9050","2023","10015","202310"
"9700","2023","11015","202311"
"10650","2023","11015","202312"
"775","2024","10010","202401"
"1600","2024","11015","202402"
"2650","2024","10015","202403"
"3550","2024","10015","202404"
"4400","2024","11017","202405"
"5300","2024","11015","202406"
"6150","2024","11015","202407"
"7250","2024","10015","202408"
"7950","2024","11003","202409"
"8850","2024","11015","202410"
"9825","2024","10010","202411"
"10675","2024","10010","202412"
"900","2025","11001","202501"
"1800","2025","11010","202502"
"2700","2025","11010","202503"
"3600","2025","11019","202504"
"4500","2025","11007","202505"
"5400","2025","11019","202506"
"6300","2025","11001","202507"
"7200","2025","11010","202508"
"8100","2025","11004","202509"
"9000","2025","11006","202510"
"9900","2025","11016","202511"
"10800","2025","11017","202512"
"1100","2026","11019","202601"
"2000","2026","11007","202602"
"2850","2026","11019","202603"
"3750","2026","11004","202604"
"4650","2026","11006","202605"
"5600","2026","11010","202606"
"6400","2026","11001","202607"
"7400","2026","11010","202608"
"8200","2026","11010","202609"
"9100","2026","11016","202610"
"10100","2026","11017","202611"
"10900","2026","11001","202612"
"1000","2027","11010","202701"
"1950","2027","11010","202702"
"2900","2027","11016","202703"
"3700","2027","11001","202704"
"4700","2027","11017","202705"
"5550","2027","11001","202706"
"6500","2027","11004","202707"
"7300","2027","11010","202708"
"8300","2027","11006","202709"
"9200","2027","11007","202710"
"10050","2027","11019","202711"
"10950","2027","11019","202712"
"1450","2028","10003","202801"
"2350","2028","10003","202802"
"3200","2028","10001","202803"
"4100","2028","11012","202804"
"4500","2028","11019","202805"
"5400","2028","11004","202806"
"6800","2028","11012","202807"
"7700","2028","11012","202808"
"8600","2028","11012","202809"
"9000","2028","11011","202810"
"9900","2028","11007","202811"
"10800","2028","11019","202812"
"1300","2029","10003","202901"
"2150","2029","11012","202902"
"3100","2029","11012","202903"
"3500","2029","11007","202904"
"4900","2029","10003","202905"
"5250","2029","11004","202906"
"6150","2029","11019","202907"
"7000","2029","11011","202908"
"8400","2029","10001","202909"
"8800","2029","11019","202910"
"10200","2029","11012","202911"
"11150","2029","11012","202912"
"1250","2030","10003","203001"
"1700","2030","11019","203002"
"3000","2030","11012","203003"
"3950","2030","11012","203004"
"4300","2030","11019","203005"
"5800","2030","11012","203006"
"6700","2030","11012","203007"
"7050","2030","11007","203008"
"8500","2030","10001","203009"
"9400","2030","10003","203010"
"9750","2030","11011","203011"
"10600","2030","11004","203012"
"975","2031","10010","203101"
"1800","2031","11003","203102"
"2775","2031","10010","203103"
"3600","2031","11006","203104"
"4500","2031","11016","203105"
"5400","2031","11017","203106"
"6375","2031","10010","203107"
"7200","2031","11011","203108"
"8175","2031","10010","203109"
"9000","2031","11007","203110"
"9900","2031","11007","203111"
"10800","2031","11019","203112"
"1050","2032","11016","203201"
"2025","2032","10010","203202"
"2900","2032","11011","203203"
"3800","2032","11019","203204"
"4600","2032","11007","203205"
"5625","2032","10010","203206"
"6400","2032","11007","203207"
"7475","2032","10010","203208"
"8300","2032","11003","203209"
"9200","2032","11006","203210"
"10000","2032","11017","203211"
"10975","2032","10010","203212"
"1000","2033","11007","203301"
"2000","2033","11019","203302"
"2850","2033","11017","203303"
"3825","2033","10010","203304"
"4725","2033","10010","203305"
"5675","2033","10010","203306"
"6500","2033","11011","203307"
"7375","2033","10010","203308"
"8250","2033","11003","203309"
"9100","2033","11007","203310"
"10050","2033","11016","203311"
"10950","2033","11006","203312"
"900","2034","11007","203401"
"1800","2034","11019","203402"
"2700","2034","11019","203403"
"3600","2034","11017","203404"
"4500","2034","11017","203405"
"5400","2034","11011","203406"
"6300","2034","11002","203407"
"7200","2034","11001","203408"
"8100","2034","11002","203409"
"9000","2034","11010","203410"
"9900","2034","11003","203411"
"10800","2034","11010","203412"
"700","2035","11010","203501"
"1600","2035","11007","203502"
"2600","2035","11019","203503"
"3450","2035","11017","203504"
"4300","2035","11017","203505"
"5300","2035","11003","203506"
"6150","2035","11002","203507"
"7000","2035","11002","203508"
"7900","2035","11019","203509"
"8900","2035","11001","203510"
"9750","2035","11010","203511"
"10700","2035","11011","203512"
"800","2036","11010","203601"
"1700","2036","11019","203602"
"2500","2036","11007","203603"
"3500","2036","11002","203604"
"4400","2036","11002","203605"
"5200","2036","11017","203606"
"6200","2036","11001","203607"
"7050","2036","11017","203608"
"8000","2036","11019","203609"
"8850","2036","11003","203610"
"9800","2036","11010","203611"
"10600","2036","11011","203612"
"1400","2037","10001","203701"
"2300","2037","10001","203702"
"3200","2037","10001","203703"
"3600","2037","11007","203704"
"4700","2037","10002","203705"
"5400","2037","11004","203706"
"6375","2037","10010","203707"
"7200","2037","10007","203708"
"8400","2037","10009","203709"
"9475","2037","10004","203710"
"10450","2037","10003","203711"
"11350","2037","10003","203712"
"1125","2038","10010","203801"
"1900","2038","10007","203802"
"3300","2038","10001","203803"
"4300","2038","10003","203804"
"5200","2038","10003","203805"
"5700","2038","10002","203806"
"6900","2038","10001","203807"
"7775","2038","10004","203808"
"8700","2038","10001","203809"
"9150","2038","11004","203810"
"10350","2038","10009","203811"
"10950","2038","11007","203812"
"1100","2039","11004","203901"
"1950","2039","10007","203902"
"3150","2039","10009","203903"
"4350","2039","10003","203904"
"5100","2039","10001","203905"
"6100","2039","10001","203906"
"6575","2039","10010","203907"
"7900","2039","10003","203908"
"8750","2039","10001","203909"
"9300","2039","10002","203910"
"10575","2039","10004","203911"
"11000","2039","11007","203912"
"900","2040","11003","204001"
"1800","2040","11002","204002"
"3000","2040","10009","204003"
"3600","2040","11016","204004"
"4500","2040","11016","204005"
"5400","2040","10006","204006"
"6300","2040","10006","204007"
"7025","2040","10005","204008"
"8400","2040","10009","204009"
"9300","2040","10009","204010"
"10450","2040","10003","204011"
"11350","2040","10003","204012"
"11700","2040","11004","204013"
"750","2041","11002","204101"
"1950","2041","10009","204102"
"2550","2041","10006","204103"
"3400","2041","11016","204104"
"4600","2041","10009","204105"
"5200","2041","11004","204106"
"6100","2041","10006","204107"
"7350","2041","10009","204108"
"8550","2041","10003","204109"
"8800","2041","11016","204110"
"9525","2041","10005","204111"
"11150","2041","10003","204112"
"11600","2041","11003","204113"
"800","2042","11002","204201"
"1700","2042","11004","204202"
"2600","2042","10006","204203"
"3750","2042","10009","204204"
"4950","2042","10003","204205"
"5075","2042","10005","204206"
"6450","2042","10009","204207"
"7100","2042","11016","204208"
"7950","2042","11003","204209"
"9200","2042","10009","204210"
"9750","2042","10006","204211"
"11200","2042","10003","204212"
"11500","2042","11016","204213"
"900","2043","11007","204301"
"2350","2043","10003","204302"
"3200","2043","10001","204303"
"3600","2043","11016","204304"
"4800","2043","10009","204305"
"5400","2043","11016","204306"
"6300","2043","11003","204307"
"7275","2043","10010","204308"
"8100","2043","11015","204309"
"9200","2043","10002","204310"
"9725","2043","10005","204311"
"10800","2043","11006","204312"
"12175","2043","10004","204313"
"1050","2044","11016","204401"
"1725","2044","10005","204402"
"3325","2044","10004","204403"
"4100","2044","10009","204404"
"4600","2044","11015","204405"
"6050","2044","10001","204406"
"6450","2044","11003","204407"
"7300","2044","11006","204408"
"8400","2044","10002","204409"
"9150","2044","11016","204410"
"10650","2044","10003","204411"
"11075","2044","10010","204412"
"11850","2044","11007","204413"
"1000","2045","11016","204501"
"2500","2045","10003","204502"
"3375","2045","10004","204503"
"3700","2045","11015","204504"
"4475","2045","10005","204505"
"5500","2045","11016","204506"
"6500","2045","11003","204507"
"7550","2045","10002","204508"
"8250","2045","11006","204509"
"9275","2045","10010","204510"
"10300","2045","10009","204511"
"10900","2045","11007","204512"
"12300","2045","10001","204513"
"1050","2046","10015","204601"
"1950","2046","10015","204602"
"2700","2046","11004","204603"
"4100","2046","10001","204604"
"5050","2046","10003","204605"
"5400","2046","10006","204606"
"6775","2046","10004","204607"
"7700","2046","11012","204608"
"8575","2046","10004","204609"
"9500","2046","11012","204610"
"9900","2046","11011","204611"
"11300","2046","11012","204612"
"11900","2046","10002","204613"
"800","2047","11004","204701"
"2150","2047","11012","204702"
"3025","2047","10004","204703"
"3975","2047","10004","204704"
"4800","2047","10001","204705"
"5300","2047","10006","204706"
"6250","2047","10015","204707"
"7550","2047","11012","204708"
"8100","2047","10015","204709"
"8900","2047","11011","204710"
"10300","2047","10003","204711"
"10850","2047","10002","204712"
"12100","2047","11012","204713"
"900","2048","10015","204801"
"2100","2048","11012","204802"
"3050","2048","10003","204803"
"3400","2048","11004","204804"
"4900","2048","11012","204805"
"5725","2048","10004","204806"
"6350","2048","10015","204807"
"7100","2048","10006","204808"
"8100","2048","10002","204809"
"9300","2048","10001","204810"
"9800","2048","11011","204811"
"11075","2048","10004","204812"
"12050","2048","11012","204813"
"900","2049","11007","204901"
"1800","2049","11014","204902"
"2700","2049","11015","204903"
"3900","2049","10009","204904"
"4800","2049","10009","204905"
"5700","2049","10009","204906"
"6800","2049","10001","204907"
"7750","2049","10003","204908"
"8600","2049","10001","204909"
"9000","2049","11019","204910"
"9900","2049","11007","204911"
"10800","2049","11019","204912"
"11700","2049","11007","204913"
"1050","2050","11007","205001"
"2450","2050","10003","205002"
"3400","2050","10001","205003"
"4050","2050","10009","205004"
"4650","2050","11014","205005"
"5550","2050","11019","205006"
"6500","2050","11019","205007"
"7700","2050","10009","205008"
"8200","2050","11015","205009"
"9200","2050","11007","205010"
"10600","2050","10001","205011"
"11200","2050","10009","205012"
"11850","2050","11007","205013"
"1300","2051","10009","205101"
"1950","2051","11019","205102"
"2800","2051","11007","205103"
"3700","2051","11019","205104"
"5200","2051","10001","205105"
"6050","2051","10003","205106"
"6400","2051","11015","205107"
"7350","2051","11007","205108"
"8550","2051","10009","205109"
"9100","2051","11007","205110"
"10000","2051","11014","205111"
"11450","2051","10001","205112"
"12100","2051","10009","205113"
"1450","2052","10003","205201"
"2350","2052","10003","205202"
"3175","2052","10004","205203"
"4100","2052","11012","205204"
"5000","2052","10001","205205"
"5900","2052","11012","205206"
"6300","2052","10006","205207"
"7200","2052","10006","205208"
"8100","2052","10006","205209"
"9000","2052","11014","205210"
"10100","2052","10002","205211"
"10800","2052","11014","205212"
"11700","2052","10013","205213"
"1300","2053","10003","205301"
"1700","2053","11014","205302"
"2550","2053","10006","205303"
"3400","2053","10006","205304"
"4875","2053","10004","205305"
"5250","2053","11014","205306"
"6650","2053","11012","205307"
"7600","2053","11012","205308"
"7900","2053","10006","205309"
"9350","2053","10001","205310"
"9950","2053","10002","205311"
"11250","2053","10003","205312"
"11500","2053","10013","205313"
"1350","2054","10003","205401"
"2150","2054","11012","205402"
"2975","2054","10004","205403"
"3450","2054","10006","205404"
"4300","2054","11014","205405"
"5200","2054","10006","205406"
"6750","2054","10003","205407"
"7550","2054","11012","205408"
"7950","2054","10013","205409"
"8900","2054","10006","205410"
"10300","2054","10001","205411"
"10600","2054","11014","205412"
"11750","2054","10002","205413"
"1375","2055","10004","205501"
"2000","2055","10002","205502"
"3175","2055","10004","205503"
"3600","2055","10006","205504"
"4325","2055","10005","205505"
"5400","2055","10007","205506"
"6300","2055","11014","205507"
"7200","2055","11004","205508"
"8100","2055","11015","205509"
"9000","2055","11002","205510"
"9900","2055","11010","205511"
"10800","2055","11002","205512"
"11700","2055","11003","205513"
"1050","2056","11002","205601"
"2000","2056","10007","205602"
"2850","2056","11004","205603"
"3700","2056","10006","205604"
"4650","2056","11003","205605"
"5975","2056","10004","205606"
"6275","2056","10005","205607"
"7400","2056","11010","205608"
"8250","2056","11002","205609"
"9575","2056","10004","205610"
"10000","2056","11014","205611"
"11200","2056","10002","205612"
"11850","2056","11015","205613"
"1000","2057","11004","205701"
"2375","2057","10004","205702"
"2900","2057","11014","205703"
"3625","2057","10005","205704"
"4700","2057","11010","205705"
"6025","2057","10004","205706"
"6500","2057","11003","205707"
"7350","2057","11002","205708"
"8300","2057","11002","205709"
"9150","2057","11015","205710"
"10050","2057","10007","205711"
"11100","2057","10002","205712"
"11900","2057","10006","205713"
"900","2058","11003","205801"
"2100","2058","10009","205802"
"2700","2058","11003","205803"
"3600","2058","11007","205804"
"4500","2058","11011","205805"
"5400","2058","11007","205806"
"6300","2058","11017","205807"
"7200","2058","11015","205808"
