a4a08d6ba8874499c99946964b11a7a1dfbac769e36325442016908d683bc3d4,0ccef80dd38d9c9b70e1f12925259f93eec9bda35161223eff942766c5311a6f,485a3bb4799ce31dc4d2774fad20d8b0e5a8d344749f9c8a8c65dae65780acaf,1a1a076e65c262a234876e4d19c24be578e9d7368548db05032adfc45dc7fd09,62d81b9c6b579a8f3b05a7e35be9e9689bfa9b80bd7537bdd1ff397816b937fb,6e2da09074bcc25048a9e2b40aadc432fc13d009bff8cb2e471689380a6e051e,594168b35da698245136582522713828331aa1f901af14b75283be10767e180b,00849b9df2cd58d9a54773bdab7236b92f53a5c3dfcae429b1ae83cb04dd0a8a,0c1c0464d4dfe1ab2c722de2f4c85d1ce23724b19af20838cf77bf45c1d315c0,5d07111240dd6e3b362603b06e93d1ce0b05978814a29f38e5e7af484639a064,d5be661fd33badcbcb2e3737d13ff5aebd5c8e8e992784c9a897db43ab9d23fc
"1","3","1102010032","spit_out","0","","10201","0","idle_single","0","100"
"","93","1102010033","0","","","10201","","","","1.4"
"1","3","1102010034","joy_single","0","","10201","0.2","idle_single","0","100"
"","93","1102010035","0","","","10201","","","","0.1"
"","32","1102010036","1","","","10201","","","","3"
"","93","1102010037","0","","","10201","","","","0.5"
"","21","1102010038","vo_caravan_event_002_002","0","","10201","","0","","vo_caravan"
"","93","1102010039","0","","","10201","","","","1.3"
"","101","1102010040","0","","","10201","","","","1102010041"
"","35","1102010041","1","","","10201","","","","4"
"","32","1102010042","1","","","10201","","","","4"
"","32","1102010043","1","","","10201","","","","20"
"","32","1102010044","0","","","10201","","","","1"
"","93","1102010045","0","","","10201","","","","0.4"
"","92","1102010046","","","","10201","","","",""
"","35","1102010047","1","","","10201","","","","30"
"","32","1102010048","1","","","10201","","","","30"
"","93","1102010049","0","","","10201","","","","0.2"
"0","6","1102010050","1","1","","10201","0","1","0","1"
"0","6","1102010051","1","1","","10201","0","1","0","2"
"0","6","1102010052","1","1","","10201","0","1","0","100"
"","32","1102010053","0","","","10201","","","","0"
"","32","1102010054","0","","","10201","","","","2"
"","32","1102010055","0","","","10201","","","","3"
"","32","1102010056","0","","","10201","","","","4"
"","32","1102010057","0","","","10201","","","","10"
"","93","1102010058","0","","","10201","","","","0.3"
"-325","5","1102020001","1","50","empty","10202","0.9","-205","0","2"
"-325","5","1102020002","2","58","empty","10202","0.9","-205","0","102000"
"-263","5","1102020003","100","54","idle_single","10202","0.6","1500","0","100"
"1","31","1102020004","0","0","","10202","0","0","","102000"
"1","31","1102020005","1","1500","","10202","0","-263","","102001"
"1","31","1102020006","2","0","","10202","0","0","","102002"
"1","31","1102020007","3","-132","","10202","0","-136","","102003"
"1","31","1102020008","4","0","","10202","0","0","","102005"
"1","31","1102020009","10","0","","10202","0","0","","1"
"1","31","1102020010","20","0","","10202","0","0","","2"
"1","31","1102020011","30","0","","10202","0","0","","3"
"","91","1102020012","0","","","10202","","","","0"
"","32","1102020013","1","","","10202","","","","0"
"","32","1102020014","1","","","10202","","","","10"
"","23","1102020015","se_caravan_dice_get_intro","0","","10202","","","","se_caravan"
"","3","1102020016","getDice_idle","1","","10202","0","","","1"
"1","3","1102020017","run_getDice","0","","10202","0","eat_loop","0","100"
"","32","1102020018","1","","","10202","","","","1"
"11","2","1102020019","344","-263","","10202","","2","","100"
"11","33","1102020020","344","-263","","10202","","2","","1"
"","32","1102020021","1","","","10202","","","","2"
"","93","1102020022","0","","","10202","","","","1.7"
"","3","1102020023","getDice_curious","1","","10202","0.2","","0","1"
"","21","1102020024","vo_caravan_event_003_000","0","","10202","","0","","vo_caravan"
"","93","1102020025","0","","","10202","","","","1.5"
"","23","1102020026","se_caravan_dice_get_outro_2","0","","10202","","","","se_caravan"
"","21","1102020027","vo_caravan_event_003_001","0","","10202","","0","","vo_caravan"
"1","3","1102020028","spit_in","0","","10202","0.1","idle_single","0","100"
"","3","1102020029","getDice_2","0","","10202","0","","","2"
"","3","1102020030","getDice_panic_2","0","","10202","0.1","","","1"
"","93","1102020031","0","","","10202","","","","2.5"
"1","3","1102020032","joy_single","0","","10202","0.2","idle_single","0","100"
"","93","1102020033","0","","","10202","","","","0.5"
"","21","1102020034","vo_caravan_event_003_002","0","","10202","","0.1","","vo_caravan"
"","93","1102020035","0","","","10202","","","","0.1"
"","32","1102020036","1","","","10202","","","","3"
"","93","1102020037","0","","","10202","","","","1.6"
"","101","1102020038","0","","","10202","","","","1102020039"
"","35","1102020039","1","","","10202","","","","4"
"","32","1102020040","1","","","10202","","","","4"
"","32","1102020041","1","","","10202","","","","20"
"","32","1102020042","0","","","10202","","","","1"
"","93","1102020043","0","","","10202","","","","0.4"
"","92","1102020044","","","","10202","","","",""
"","35","1102020045","1","","","10202","","","","30"
"","32","1102020046","1","","","10202","","","","30"
"","93","1102020047","0","","","10202","","","","0.2"
"0","6","1102020048","1","1","","10202","0","1","0","1"
"0","6","1102020049","1","1","","10202","0","1","0","2"
"0","6","1102020050","1","1","","10202","0","1","0","100"
"","32","1102020051","0","","","10202","","","","0"
"","32","1102020052","0","","","10202","","","","2"
"","32","1102020053","0","","","10202","","","","3"
"","32","1102020054","0","","","10202","","","","4"
"","32","1102020055","0","","","10202","","","","10"
"","32","1102020056","0","","","10202","","","","20"
"","93","1102020057","0","","","10202","","","","0.3"
"0","5","1103010001","1","20","magicitem_1","10301","1","0","0","1"
"0","5","1103010002","2","19","magicitem_2","10301","1","0","0","2"
"0","5","1103010003","3","18","magicitem_3","10301","1","0","0","3"
"0","5","1103010004","4","21","magicitem_kyaru","10301","1","0","0","103000"
"1","31","1103010005","10","0","","10301","0","0","","103000"
"1","31","1103010006","11","0","","10301","0","0","","103001"
"1","31","1103010007","12","0","","10301","0","0","","103002"
"1","31","1103010008","13","0","","10301","0","0","","103003"
"1","31","1103010009","14","0","","10301","0","0","","103007"
"1","31","1103010010","19","0","","10301","0","0","","103011"
"1","31","1103010011","15","0","","10301","1","0","","1"
"1","31","1103010012","16","0","","10301","0","0","","2"
"1","31","1103010013","17","0","","10301","0","0","","3"
"1","31","1103010014","18","0","","10301","0","0","","4"
"1","35","1103010015","0","0","","10301","1","0","","18"
"","32","1103010016","1","","","10301","","","","18"
"","91","1103010017","0","","","10301","","","","0"
"","32","1103010018","1","","","10301","","","","10"
"","32","1103010019","1","","","10301","","","","11"
"","32","1103010020","1","","","10301","","","","12"
"","32","1103010021","1","","","10301","","","","13"
"","32","1103010022","1","","","10301","","","","19"
"","3","1103010023","magicitem_1","0","","10301","0","","","1"
"","3","1103010024","magicitem_2","0","","10301","0","","","2"
"","3","1103010025","magicitem_3","0","","10301","0","","","3"
"","3","1103010026","magicitem_kyaru","0","","10301","0","","","4"
"","21","1103010027","vo_caravan_event_004_000","0","","10301","","2.17","","vo_caravan"
"","21","1103010028","vo_caravan_event_004_001","1","","10301","","3.2","","vo_caravan"
"","21","1103010029","vo_caravan_event_004_002","2","","10301","","4.9","","vo_caravan"
"","93","1103010030","0","","","10301","","","","7"
"","32","1103010031","0","","","10301","","","","18"
"","93","1103010032","0","","","10301","","","","0.67"
"","101","1103010033","1","","","10301","","","","1103010034"
"","35","1103010034","1","","","10301","","","","14"
"","32","1103010035","1","","","10301","","","","14"
"","32","1103010036","1","","","10301","","","","16"
"","32","1103010037","0","","","10301","","","","19"
"","35","1103010038","1","","","10301","","","","18"
"","93","1103010039","0","","","10301","","","","0.4"
"","92","1103010040","","","","10301","","","",""
"","35","1103010041","1","","","10301","","","","17"
"","32","1103010042","1","","","10301","","","","17"
"","93","1103010043","0","","","10301","","","","0.2"
"0","6","1103010044","0","0","","10301","0.01","0","0","1"
"0","6","1103010045","0","0","","10301","0.01","0","0","2"
"0","6","1103010046","0","0","","10301","0.01","0","0","3"
"0","6","1103010047","0","0","","10301","0.01","0","0","4"
"","32","1103010048","0","","","10301","","","","10"
"","32","1103010049","0","","","10301","","","","11"
"","32","1103010050","0","","","10301","","","","12"
"","32","1103010051","0","","","10301","","","","13"
"","32","1103010052","0","","","10301","","","","14"
"","32","1103010053","0","","","10301","","","","15"
"","32","1103010054","0","","","10301","","","","16"
"","32","1103010055","0","","","10301","","","","18"
"","93","1103010056","0","","","10301","","","","0.3"
"0","5","1103020001","1","20","magicitem_1","10302","1","0","0","4"
"0","5","1103020002","2","19","magicitem_2","10302","1","0","0","3"
"0","5","1103020003","3","18","magicitem_3","10302","1","0","0","1"
"0","5","1103020004","4","21","magicitem_pekorine","10302","1","0","0","103000"
"1","31","1103020005","10","0","","10302","0","0","","103000"
"1","31","1103020006","11","0","","10302","0","0","","103001"
"1","31","1103020007","12","0","","10302","0","0","","103002"
"1","31","1103020008","13","-25","","10302","0","9","","103004"
"1","31","1103020009","14","0","","10302","0","0","","103008"
"1","31","1103020010","19","0","","10302","0","0","","103011"
"1","31","1103020011","15","0","","10302","1","0","","1"
"1","31","1103020012","16","0","","10302","0","0","","2"
"1","31","1103020013","17","0","","10302","0","0","","3"
"1","31","1103020014","18","0","","10302","0","0","","4"
"1","35","1103020015","0","0","","10302","1","0","","18"
"","32","1103020016","1","","","10302","","","","18"
"","91","1103020017","0","","","10302","","","","0"
"","32","1103020018","1","","","10302","","","","10"
"","32","1103020019","1","","","10302","","","","11"
"","32","1103020020","1","","","10302","","","","12"
"","32","1103020021","1","","","10302","","","","13"
"","32","1103020022","1","","","10302","","","","19"
"","3","1103020023","magicitem_1","0","","10302","0","","","1"
"","3","1103020024","magicitem_2","0","","10302","0","","","2"
"","3","1103020025","magicitem_3","0","","10302","0","","","3"
"","3","1103020026","magicitem_pekorine","0","","10302","0","","","4"
"","21","1103020027","vo_caravan_event_006_000","0","","10302","","2.17","","vo_caravan"
"","21","1103020028","vo_caravan_event_006_001","1","","10302","","3.2","","vo_caravan"
"","21","1103020029","vo_caravan_event_006_002","2","","10302","","4.9","","vo_caravan"
"","93","1103020030","0","","","10302","","","","7"
"","32","1103020031","0","","","10302","","","","18"
"","93","1103020032","0","","","10302","","","","0.67"
"","101","1103020033","1","","","10302","","","","1103020034"
"","35","1103020034","1","","","10302","","","","14"
"","32","1103020035","1","","","10302","","","","14"
"","32","1103020036","1","","","10302","","","","16"
"","32","1103020037","0","","","10302","","","","19"
"","35","1103020038","1","","","10302","","","","18"
"","93","1103020039","0","","","10302","","","","0.4"
"","92","1103020040","","","","10302","","","",""
"","35","1103020041","1","","","10302","","","","17"
"","32","1103020042","1","","","10302","","","","17"
"","93","1103020043","0","","","10302","","","","0.2"
"0","6","1103020044","0","0","","10302","0.01","0","0","1"
"0","6","1103020045","0","0","","10302","0.01","0","0","2"
"0","6","1103020046","0","0","","10302","0.01","0","0","3"
"0","6","1103020047","0","0","","10302","0.01","0","0","4"
"","32","1103020048","0","","","10302","","","","10"
"","32","1103020049","0","","","10302","","","","11"
"","32","1103020050","0","","","10302","","","","12"
"","32","1103020051","0","","","10302","","","","13"
"","32","1103020052","0","","","10302","","","","14"
"","32","1103020053","0","","","10302","","","","15"
"","32","1103020054","0","","","10302","","","","16"
"","32","1103020055","0","","","10302","","","","18"
"","93","1103020056","0","","","10302","","","","0.3"
"0","5","1103030001","1","20","magicitem_1","10303","1","0","0","3"
"0","5","1103030002","2","19","magicitem_2","10303","1","0","0","1"
"0","5","1103030003","3","18","magicitem_3","10303","1","0","0","2"
"0","5","1103030004","4","21","magicitem_kokkoro","10303","1","0","0","103000"
"1","31","1103030005","10","0","","10303","0","0","","103000"
"1","31","1103030006","11","0","","10303","0","0","","103001"
"1","31","1103030007","12","0","","10303","0","0","","103002"
"1","31","1103030008","13","8","","10303","0","-35","","103005"
"1","31","1103030009","14","0","","10303","0","0","","103009"
"1","31","1103030010","19","0","","10303","0","0","","103012"
"1","31","1103030011","15","0","","10303","1","0","","1"
"1","31","1103030012","16","0","","10303","0","0","","2"
"1","31","1103030013","17","0","","10303","0","0","","3"
"1","31","1103030014","18","0","","10303","0","0","","4"
"1","35","1103030015","0","0","","10303","1","0","","18"
"","32","1103030016","1","","","10303","","","","18"
"","91","1103030017","0","","","10303","","","","0"
"","32","1103030018","1","","","10303","","","","10"
"","32","1103030019","1","","","10303","","","","11"
"","32","1103030020","1","","","10303","","","","12"
"","32","1103030021","1","","","10303","","","","13"
"","32","1103030022","1","","","10303","","","","19"
"","3","1103030023","magicitem_1","0","","10303","0","","","1"
"","3","1103030024","magicitem_2","0","","10303","0","","","2"
"","3","1103030025","magicitem_3","0","","10303","0","","","3"
"","3","1103030026","magicitem_kokkoro","0","","10303","0","","","4"
"","21","1103030027","vo_caravan_event_005_000","0","","10303","","2.17","","vo_caravan"
"","21","1103030028","vo_caravan_event_005_001","1","","10303","","3.2","","vo_caravan"
"","21","1103030029","vo_caravan_event_005_002","2","","10303","","4.9","","vo_caravan"
"","93","1103030030","0","","","10303","","","","7"
"","32","1103030031","0","","","10303","","","","18"
"","93","1103030032","0","","","10303","","","","0.67"
"","101","1103030033","1","","","10303","","","","1103030034"
"","35","1103030034","1","","","10303","","","","14"
"","32","1103030035","1","","","10303","","","","14"
"","32","1103030036","1","","","10303","","","","16"
"","32","1103030037","0","","","10303","","","","19"
"","35","1103030038","1","","","10303","","","","18"
"","93","1103030039","0","","","10303","","","","0.4"
"","92","1103030040","","","","10303","","","",""
"","35","1103030041","1","","","10303","","","","17"
"","32","1103030042","1","","","10303","","","","17"
"","93","1103030043","0","","","10303","","","","0.2"
"0","6","1103030044","0","0","","10303","0.01","0","0","1"
"0","6","1103030045","0","0","","10303","0.01","0","0","2"
"0","6","1103030046","0","0","","10303","0.01","0","0","3"
"0","6","1103030047","0","0","","10303","0.01","0","0","4"
"","32","1103030048","0","","","10303","","","","10"
"","32","1103030049","0","","","10303","","","","11"
"","32","1103030050","0","","","10303","","","","12"
"","32","1103030051","0","","","10303","","","","13"
"","32","1103030052","0","","","10303","","","","14"
"","32","1103030053","0","","","10303","","","","15"
"","32","1103030054","0","","","10303","","","","16"
"","32","1103030055","0","","","10303","","","","18"
"","93","1103030056","0","","","10303","","","","0.3"
"0","5","1103040001","1","20","magicitem_1","10304","1","0","0","1"
"0","5","1103040002","2","19","magicitem_2","10304","1","0","0","2"
"0","5","1103040003","3","18","magicitem_3","10304","1","0","0","4"
"0","5","1103040004","4","21","magicitem_kyaru","10304","1","0","0","103000"
"1","31","1103040005","10","0","","10304","0","0","","103000"
"1","31","1103040006","11","0","","10304","0","0","","103001"
"1","31","1103040007","12","0","","10304","0","0","","103002"
"1","31","1103040008","13","0","","10304","0","0","","103006"
"1","31","1103040009","14","0","","10304","0","0","","103010"
"1","31","1103040010","19","0","","10304","0","0","","103011"
"1","31","1103040011","15","0","","10304","1","0","","1"
"1","31","1103040012","16","0","","10304","0","0","","2"
"1","31","1103040013","17","0","","10304","0","0","","3"
"1","31","1103040014","18","0","","10304","0","0","","4"
"1","35","1103040015","0","0","","10304","1","0","","18"
"","32","1103040016","1","","","10304","","","","18"
"","91","1103040017","0","","","10304","","","","0"
"","32","1103040018","1","","","10304","","","","10"
"","32","1103040019","1","","","10304","","","","11"
"","32","1103040020","1","","","10304","","","","12"
"","32","1103040021","1","","","10304","","","","13"
"","32","1103040022","1","","","10304","","","","19"
"","3","1103040023","magicitem_1","0","","10304","0","","","1"
"","3","1103040024","magicitem_2","0","","10304","0","","","2"
"","3","1103040025","magicitem_3","0","","10304","0","","","3"
"","3","1103040026","magicitem_kyaru2","0","","10304","0","","","4"
"","21","1103040027","vo_caravan_event_007_000","0","","10304","","2.17","","vo_caravan"
"","21","1103040028","vo_caravan_event_007_001","1","","10304","","3.2","","vo_caravan"
"","21","1103040029","vo_caravan_event_007_002","2","","10304","","4.9","","vo_caravan"
"","93","1103040030","0","","","10304","","","","7"
"","32","1103040031","0","","","10304","","","","18"
"","93","1103040032","0","","","10304","","","","0.67"
"","101","1103040033","1","","","10304","","","","1103040034"
"","35","1103040034","1","","","10304","","","","14"
"","32","1103040035","1","","","10304","","","","14"
"","32","1103040036","1","","","10304","","","","16"
"","32","1103040037","0","","","10304","","","","19"
"","35","1103040038","1","","","10304","","","","18"
"","93","1103040039","0","","","10304","","","","0.4"
"","92","1103040040","","","","10304","","","",""
"","35","1103040041","1","","","10304","","","","17"
"","32","1103040042","1","","","10304","","","","17"
"","93","1103040043","0","","","10304","","","","0.2"
"0","6","1103040044","0","0","","10304","0.01","0","0","1"
"0","6","1103040045","0","0","","10304","0.01","0","0","2"
"0","6","1103040046","0","0","","10304","0.01","0","0","3"
"0","6","1103040047","0","0","","10304","0.01","0","0","4"
"","32","1103040048","0","","","10304","","","","10"
"","32","1103040049","0","","","10304","","","","11"
"","32","1103040050","0","","","10304","","","","12"
"","32","1103040051","0","","","10304","","","","13"
"","32","1103040052","0","","","10304","","","","14"
"","32","1103040053","0","","","10304","","","","15"
"","32","1103040054","0","","","10304","","","","16"
"","32","1103040055","0","","","10304","","","","18"
"","93","1103040056","0","","","10304","","","","0.3"
"-270","5","1104010001","1","55","empty","10401","0.95","-250","0","3"
"-270","5","1104010002","2","57","empty","10401","0.95","-250","0","104000"
"-260","5","1104010003","3","50","empty","10401","0.95","150","0","5"
"-260","5","1104010004","4","52","empty","10401","0.95","150","0","5"
"1","31","1104010005","0","220","","10401","0","0","","104000"
"1","31","1104010006","1","0","","10401","0","0","","104001"
"1","31","1104010007","2","-225","","10401","0","-235","","104002"
"1","31","1104010008","3","0","","10401","0","0","","104003"
"1","31","1104010009","4","0","","10401","0","0","","104004"
"1","31","1104010010","6","400","","10401","0","0","","104006"
"1","31","1104010011","10","0","","10401","0","0","","1"
"1","31","1104010012","20","0","","10401","0","0","","2"
"1","31","1104010013","30","0","","10401","0","0","","3"
"1","31","1104010014","50","0","","10401","0","0","","5"
"","91","1104010015","0","","","10401","","","","0"
"","32","1104010016","1","","","10401","","","","50"
"","32","1104010017","1","","","10401","","","","0"
"","32","1104010018","1","","","10401","","","","10"
"","93","1104010019","0","","","10401","","","","0.5"
"","23","1104010020","se_caravan_event_kyaru_A","0","","10401","","","","se_caravan"
"","21","1104010021","vo_caravan_event_98011_000","0","","10401","","0.2","","vo_caravan"
"","32","1104010022","1","","","10401","","","","6"
"","3","1104010023","turnSkip_1_karin","0","","10401","0","","0","3"
"","3","1104010024","turnSkip_1_pen","0","","10401","0","","0","4"
"","3","1104010025","turnSkip_1","0","","10401","0","","0","1"
"","3","1104010026","turnSkip_1","0","","10401","0","","0","2"
"8","33","1104010027","0","0","","10401","","0.7","","0"
"8","2","1104010028","-250","-260","","10401","","0.7","","3"
"8","2","1104010029","-250","-260","","10401","","0.7","","4"
"8","33","1104010030","0","0","","10401","","0.7","","6"
"","93","1104010031","0","","","10401","","","","4.3"
"","23","1104010032","se_caravan_event_kyaru_1turn_B","0","","10401","","","","se_caravan"
"","21","1104010033","vo_caravan_event_98011_001","0","","10401","","0.533","","vo_caravan"
"","93","1104010034","0","","","10401","","","","0.833"
"","32","1104010035","1","","","10401","","","","3"
"","93","1104010036","0","","","10401","","","","0.3003"
"","32","1104010037","1","","","10401","","","","1"
"","93","1104010038","0","","","10401","","","","1.0337"
"","21","1104010039","vo_caravan_event_98011_002","0","","10401","","","","vo_caravan"
"","32","1104010040","1","","","10401","","","","2"
"","93","1104010041","0","","","10401","","","","0.833"
"","101","1104010042","0","","","10401","","","","1104010043"
"","35","1104010043","1","","","10401","","","","4"
"","32","1104010044","1","","","10401","","","","4"
"","32","1104010045","1","","","10401","","","","20"
"","93","1104010046","0","","","10401","","","","0.4"
"","92","1104010047","","","","10401","","","",""
"","35","1104010048","1","","","10401","","","","30"
"","32","1104010049","1","","","10401","","","","30"
"","93","1104010050","0","","","10401","","","","0.2"
"0","6","1104010051","1","1","","10401","0","1","0","1"
"0","6","1104010052","1","1","","10401","0","1","0","2"
"0","6","1104010053","1","1","","10401","0","1","0","3"
"0","6","1104010054","1","1","","10401","0","1","0","4"
"","32","1104010055","0","","","10401","","","","0"
"","32","1104010056","0","","","10401","","","","1"
"","32","1104010057","0","","","10401","","","","2"
"","32","1104010058","0","","","10401","","","","3"
"","32","1104010059","0","","","10401","","","","4"
"","32","1104010060","0","","","10401","","","","6"
"","32","1104010061","0","","","10401","","","","10"
"","32","1104010062","0","","","10401","","","","20"
"","32","1104010063","0","","","10401","","","","50"
"","93","1104010064","0","","","10401","","","","0.3"
"-270","5","1104020001","1","55","empty","10402","0.95","-250","0","3"
"-270","5","1104020002","2","57","empty","10402","0.95","-250","0","104000"
"-260","5","1104020003","3","50","empty","10402","0.95","100","0","5"
"-260","5","1104020004","4","52","empty","10402","0.95","100","0","5"
"1","31","1104020005","0","220","","10402","0","0","","104000"
"1","31","1104020006","1","0","","10402","0","0","","104001"
"1","31","1104020007","2","-205","","10402","0","-245","","104002"
"1","31","1104020008","3","0","","10402","0","0","","104003"
"1","31","1104020009","5","0","","10402","0","0","","104005"
"1","31","1104020010","6","265","","10402","0","0","","104006"
"1","31","1104020011","10","0","","10402","0","0","","1"
"1","31","1104020012","20","0","","10402","0","0","","2"
"1","31","1104020013","30","0","","10402","0","0","","3"
"1","31","1104020014","50","0","","10402","0","0","","5"
"","91","1104020015","0","","","10402","","","","0"
"","32","1104020016","1","","","10402","","","","50"
"","32","1104020017","1","","","10402","","","","0"
"","32","1104020018","1","","","10402","","","","10"
"","93","1104020019","0","","","10402","","","","0.5"
"","23","1104020020","se_caravan_event_kyaru_A","0","","10402","","","","se_caravan"
"","21","1104020021","vo_caravan_event_98012_000","0","","10402","","0.2","","vo_caravan"
"","32","1104020022","1","","","10402","","","","6"
"","3","1104020023","turnSkip_2_karin","0","","10402","0","","0","3"
"","3","1104020024","turnSkip_2_pen","0","","10402","0","","0","4"
"","3","1104020025","turnSkip_2","0","","10402","0","","0","1"
"","3","1104020026","turnSkip_2","0","","10402","0","","0","2"
"8","33","1104020027","0","0","","10402","","0.7","","0"
"8","2","1104020028","-250","-260","","10402","","0.7","","3"
"8","2","1104020029","-250","-260","","10402","","0.7","","4"
"8","33","1104020030","0","0","","10402","","0.7","","6"
"","93","1104020031","0","","","10402","","","","4.3"
"","23","1104020032","se_caravan_event_kyaru_2turn_B","0","","10402","","","","se_caravan"
"","21","1104020033","vo_caravan_event_98012_001","0","","10402","","0.63","","vo_caravan"
"","21","1104020034","vo_caravan_event_98012_002","0","","10402","","2.2","","vo_caravan"
"","93","1104020035","0","","","10402","","","","2.5"
"","32","1104020036","1","","","10402","","","","3"
"","93","1104020037","0","","","10402","","","","0.3"
"","32","1104020038","1","","","10402","","","","1"
"","93","1104020039","0","","","10402","","","","1.067"
"","21","1104020040","vo_caravan_event_98012_003","0","","10402","","","","vo_caravan"
"","32","1104020041","1","","","10402","","","","2"
"","93","1104020042","0","","","10402","","","","0.933"
"","101","1104020043","0","","","10402","","","","1104020044"
"","35","1104020044","1","","","10402","","","","5"
"","32","1104020045","1","","","10402","","","","5"
"","32","1104020046","1","","","10402","","","","20"
"","93","1104020047","0","","","10402","","","","0.4"
"","92","1104020048","","","","10402","","","",""
"","35","1104020049","1","","","10402","","","","30"
