6dc045e97b55c132bcf484daf9ac4a117d8b7ace4fc64f597d641563baad5964,128942ea41d3d31474650713e73a8257cb3d3dfc87c9d77eaf3384f0a0f70fd0,75f9ee93e666f8e6e069388a75613515732052832153ebe972e93d500ca79428,a7468f5a2e62ffa360d46473c325cc0cf21667daed0b946c029283aa1998d678,4589d4e5a7a05e5575b6b4fc5a12517f2252769ae1ed2abb97e325d06c263634,b5ec5266d7ffc632f0b5586457f9edb65ebed66f3799afde54cb09e716516f26,95838124c06d6546ac563e4b3ee615cccf2d948250ac658ba7d758ba3759b09f,1712a4b7713742ddae5207f91817b9531ae702da3d36e47268bdd8032b64c20c,36263c069b8e7065b966599c4058fc7531b037daac55c20e208e5f65a5713d27,8d5c6998cc71bbabda15a0fd6135b9d27682929fe830f6c5c81966d24adb0bec,1519d490836017719c9bca4c3b4d835379e273213c4f5aebd6c6f01abdb5f92e,00dae87b36c1fa8a1a51046205041def0f07fbfc02abd4bc1373f98bbd360c13,1dba9b81041eb1761e846760270ec81dd325e4ee5b83eb9a76213189967395b2,627e789a6481c4de23ccc0d9a44e6422304b03e490d933f71c820842a0ba1684,0f7ba0e0e07635e6145ece141211b6cc14c86685ec60030dfa11686e82620b05,b4c789735c2c4b9c2be8d448f94c5bdc3de0a07a97e9c5d7fe5a1279023c929d,7a211ce00bd9a237b05edefd072a8fa5259fad7edecb3e211c321b18fae7ce81,3d2579c85b6a555983dec2e32bffe093534ea576b4785a3d603c3a03f028ec4a,dccfefc09ea88790deef2cecfedcd836127ca1b3bdec44ca6b5038636e16976c,9420b66ab24a8d5da2a94c6a2cea76495d2cf7f58538869401bf31150d6a442f,549dd35392781f1915ace1771efdd47b8ff759ef934ec4ae0d3c1c18dbba32e9,13997ce37e4c35ffb86d064cd3797f8f79262f9ffff8d44dc22e41d448a17343,431b04a272fa73ac02b3c3d54e3fafa0dc10c97fb273bb793df79e2ae5f4f5ca,005ddc855b29566dcb96a6ccd96cceafaab3114eec27a8d3d9acc8edb04346fd,0a540a71dacfb8dd46d5b5419580eba3101e99cce01e54d7ccf26ce89258c611,d116c75877fbbd23e657c15da9b55ac3fba3fac25b5495609e3cb12bfcfd0dbe,5249bfe2a7f35a137254f14c86cb8604b0ce5af5c120ac428f94d521350503e2,49fd0ecd0e71b9f09bcb8fca5533ea51aac155f691bfa065f9b16aadaeca1686,2c7f6faf9b8e13f9e9c07b2422c19b4c274995adddc3ce493c8ff8f9c1b99ee5,3ef9996bfb8a2cf942ce70642810dd412f0d3cddf981996f4da8e92765fde19c,cf5ad5349ac57b4e1c7f123df0f13e55af35418da3cd02d6efceee27f459a174,8d808385724395a0efcb7bde78c9a787a17cfa50ba07c875539a38f4bad9ef29,6a4d7b4f38dd91c7a21f07403a5479aaf8dddade060d2964a31d2e4d69e44898,c3a354161dadac3def477bf1643a4346ee9b76e67e96e7b8c87db1a3cb367887,eb201d50c0821ecba8d9f6f7fc88223a6caf7c8f26ace49a38e443867761ea70,eb44fad8e38572a2fe7c26e87464d413ded23447c4e38678314a78395d24c93e,c9d48a6f68ce249e82c47ceafffe7c0f1fe012fdb179c1fcf55b961e8a97f203,268fc797cb90bba4522ff3cf023daeb5a84e13600adf5cd98bed4dc634aaefdb,34daa67c3abeb7e76a6e849d28d9700450d32527cc91aab9ca9e63c1f05983f0,9ea3903ff0ada62643d04ee3c78d171d406d31a3c89003670772a5f4bd09e137,f7953d4fb699613b3466ad7f9320a784a63d04ca0505926f954a0803de44d536,d0d55ea05a327877ae58fafd3893600d97f8095a1a67abecdbd19b337ae253e0,cf7d178189b853d14fd796905e869df10b203cf26207904cc14ada1e75d56ee8,ff664c1cb9d91b5ad8c587d47d3351e642a738e6a3e1903cbe351048cf4eb167
"11","11","0","0","8","10","11","4614","11","11","0","0","0","11","11","10","0","11","202800","0","30","1","11","0","0","11","1","11","310","流浪之鴉","9","200000006","11","600280011","0","0","11","0","1","11","11","0","11","11"
"19","19","0","0","12","10","19","5818","19","19","0","0","0","19","19","10","0","19","202800","0","30","1","19","0","0","19","1","19","486","流浪之鴉","15","200000006","19","600280019","0","0","19","0","1","19","19","0","19","19"
"22","22","0","0","14","10","22","6270","22","22","0","0","0","22","22","10","0","22","202800","0","30","1","22","0","0","22","1","22","552","流浪之鴉","19","200000006","22","600280022","0","0","22","0","1","22","22","0","22","22"
"3","3","0","0","5","10","3","615","3","3","0","0","0","3","3","10","0","3","202901","0","30","1","3","0","0","3","1","3","37","岩石蜥蜴","8","200000003","3","600290103","0","0","3","0","1","3","3","0","3","3"
"14","14","0","0","12","10","14","1276","14","14","0","0","0","14","14","10","0","14","202901","0","30","1","14","0","0","14","1","14","222","岩石蜥蜴","18","200000003","14","600290114","0","0","14","0","1","14","14","0","14","14"
"20","20","0","0","13","10","20","2932","20","20","0","0","0","20","20","10","0","20","202901","0","30","1","20","0","0","20","1","20","366","岩石蜥蜴","21","200000003","20","600290120","0","0","20","0","1","20","20","0","20","20"
"10","10","0","0","11","10","10","1294","10","10","0","0","0","10","10","10","0","10","202902","0","30","1","10","0","0","10","1","10","174","翠綠蜥蜴","12","200000001","10","600290210","0","0","10","0","1","10","10","0","10","10"
"17","17","0","0","16","10","17","2625","17","17","0","0","0","17","17","10","0","17","202902","0","30","1","17","0","0","17","1","17","296","翠綠蜥蜴","16","200000001","17","600290217","0","0","17","0","1","17","17","0","17","17"
"3","3","0","0","4","10","3","372","3","3","0","0","0","3","3","10","0","3","203000","0","30","1","3","0","45","3","1","3","0","軟泥怪","6","200000001","3","600300003","0","0","3","0","1","3","3","0","3","3"
"10","10","0","0","11","10","10","626","10","10","0","0","0","10","10","10","0","10","203000","0","30","1","10","0","209","10","1","10","0","軟泥怪","14","200000001","10","600300010","0","0","10","0","1","10","10","0","10","10"
"14","14","0","0","13","10","14","904","14","14","0","0","0","14","14","10","0","14","203000","0","30","1","14","0","240","14","1","14","0","軟泥怪","16","200000001","14","600300014","0","0","14","0","1","14","14","0","14","14"
"17","17","0","0","15","10","17","1348","17","17","0","0","0","17","17","10","0","17","203000","0","30","1","17","0","304","17","1","17","0","軟泥怪","16","200000001","17","600300017","0","0","17","0","1","17","17","0","17","17"
"1","1","0","0","2","10","1","383","1","1","0","0","0","1","1","10","0","1","203001","0","30","1","1","0","16","1","1","1","0","閃焰軟泥怪","4","200000001","1","600300101","0","0","1","0","1","1","1","0","1","1"
"13","13","0","0","11","10","13","1314","13","13","0","0","0","13","13","10","0","13","203001","0","30","1","13","0","141","13","1","13","0","閃焰軟泥怪","20","200000005","13","600300113","0","0","13","0","1","13","13","0","13","13"
"20","20","0","0","15","10","20","2952","20","20","0","0","0","20","20","10","0","20","203001","0","30","1","20","0","215","20","1","20","0","閃焰軟泥怪","22","200000005","20","600300120","0","0","20","0","1","20","20","0","20","20"
"10","10","0","0","11","10","10","1128","10","10","0","0","0","10","10","10","0","10","203200","0","30","1","10","0","148","10","1","10","0","搗蛋惡魔","8","200000001","10","600320010","0","0","10","0","1","10","10","0","10","10"
"17","17","0","0","18","10","17","1938","17","17","0","0","0","17","17","10","0","17","203200","0","30","1","17","0","268","17","1","17","0","搗蛋惡魔","13","200000001","17","600320017","0","0","17","0","1","17","17","0","17","17"
"2","2","0","0","28","10","2","414","2","2","0","0","0","2","2","10","0","2","203300","0","30","1","2","0","0","2","1","2","17","哥布林護衛","150","200000001","2","600330002","0","0","2","0","1","2","2","0","2","2"
"8","8","0","0","8","10","8","934","8","8","0","0","0","8","8","10","0","8","203300","0","30","1","8","0","0","8","1","8","136","哥布林護衛","221","200000001","8","600330008","0","0","8","0","1","8","8","0","8","8"
"14","14","0","0","14","10","14","1341","14","14","0","0","0","14","14","10","0","14","203300","0","30","1","14","0","0","14","1","14","240","哥布林護衛","300","200000001","14","600330014","0","0","14","0","1","14","14","0","14","14"
"15","15","0","0","14","10","15","1539","15","15","0","0","0","15","15","10","0","15","203300","0","30","1","15","0","0","15","1","15","249","哥布林護衛","300","200000001","15","600330015","0","0","15","0","1","15","15","0","15","15"
"3","3","0","0","10","10","3","844","3","3","0","0","0","3","3","10","0","3","203400","0","30","1","3","0","126","3","1","3","0","鬼燈螢","8","200000001","3","600340003","0","0","3","0","1","3","3","0","3","3"
"10","10","0","0","13","10","10","863","10","10","0","0","0","10","10","10","0","10","203400","0","30","1","10","0","151","10","1","10","0","鬼燈螢","10","200000001","10","600340010","0","0","10","0","1","10","10","0","10","10"
"14","14","0","0","14","10","14","874","14","14","0","0","0","14","14","10","0","14","203400","0","30","1","14","0","165","14","1","14","0","鬼燈螢","12","200000001","14","600340014","0","0","14","0","1","14","14","0","14","14"
"17","17","0","0","15","10","17","1522","17","17","0","0","0","17","17","10","0","17","203400","0","30","1","17","0","220","17","1","17","0","鬼燈螢","13","200000001","17","600340017","0","0","17","0","1","17","17","0","17","17"
"4","4","0","0","4","10","4","633","4","4","0","0","0","4","4","10","0","4","203700","0","30","1","4","0","0","4","1","4","52","堅果射手","5","200000006","4","600370004","0","0","4","0","1","4","4","0","4","4"
"16","16","0","0","10","10","16","2185","16","16","0","0","0","16","16","10","0","16","203700","0","30","1","16","0","0","16","1","16","272","堅果射手","13","200000006","16","600370016","0","0","16","0","1","16","16","0","16","16"
"1","1","0","0","2","10","1","370","1","1","0","0","0","1","1","10","0","1","203800","0","30","1","1","0","0","1","1","1","36","獸人","5","200000001","1","600380001","0","0","1","0","1","1","1","0","1","1"
"9","9","0","0","8","10","9","1306","9","9","0","0","0","9","9","10","0","9","203800","0","30","1","9","0","0","9","1","9","195","獸人","14","200000001","9","600380009","0","0","9","0","1","9","9","0","9","9"
"12","12","0","0","9","10","12","1416","12","12","0","0","0","12","12","10","0","12","203800","0","30","1","12","0","0","12","1","12","234","獸人","15","200000001","12","600380012","0","0","12","0","1","12","12","0","12","12"
"16","16","0","0","12","10","16","2463","16","16","0","0","0","16","16","10","0","16","203800","0","30","1","16","0","0","16","1","16","331","獸人","18","200000001","16","600380016","0","0","16","0","1","16","16","0","16","16"
