5c9f5a9afbfc5c281bd443ec24921c19a0cfa33fd09a253f5645ff1cfe16eb9f,c2c340a8b9c2a59305eb8160d4368919256f674310d65430974d7d7737f41d5e,236dcd63c0c8e12504df44ac376ea5cd0d02b0a591676ee535aa0c70b1450744,47a26fc318557f31549972e26123f89d5cc29921fa5e4129b4065eeb56bd503b,a53306212cb7a175a2eb2131232bd4d0140a5d802559c487ca2aa3905536a15e,26cbfcaaaeba891829af3b4d9fb5fdcc023bd3b0358498d60e7e1b2e627d3ba9,8f5c62470017b08f1a2253bfbf7aa8e2ee956a716c885c9420b2e52fb3f6c0c5,e0c6671f765325036bf3bdb744b7e78ed85ec00181d14dfd7c6080e01bedac0c,b5853f0ebc69fe83402975c9d2ebf8144c27327fea524d7dde4ecc619f02eaf8,6705b850ea799a2cf1192a25abd673da886091cc09df88c04e2e27636f78f037,61da5ab63fb41b6fdfae79aab606d1952323f3d6dc8d57952b881f471fe8dff8
"612003","","","","200","2","-340","104411","612","","0"
"612004","","","","200","2","-340","111","612","","0"
"612005","","","","0","32","","1","612","",""
"612006","","","","1","32","","2","612","",""
"612007","","","","0","32","","11","612","",""
"612008","","","","vo_wac_220220_000","21","0","vo_wac_220220","612","","0"
"612009","0","0.5","1","將妾身的威嚴淋漓盡致地\n畫在蘭德索爾……\n這不是別有一番雅興嗎！","11","10","104411","612","0","1"
"612010","","","","","91","","0","612","",""
"612011","","","","vo_wac_220220_001","21","0","vo_wac_220220","612","","0"
"612012","0","0.5","1","嗯，話又說回來，真不愧是妾身。\n這美妙的筆觸無人能及。如此一來，\n征服世界的那天也不遠了！\n哼……哼哈哈哈哈，哈～哈哈哈！","11","10","104411","612","0","1"
"612013","","","","","91","","0","612","",""
"612014","","","","0","22","","0","612","",""
"613001","","","","wac_idle_doya","3","1","104411","613","0.2",""
"613002","","","","wac_no_items","3","1","111","613","0.2",""
"613003","","","","200","2","-340","104411","613","","0"
"613004","","","","200","2","-340","111","613","","0"
"613005","","","","0","32","","1","613","",""
"613006","","","","1","32","","2","613","",""
"613007","","","","0","32","","11","613","",""
"613008","","","","","91","","0","613","",""
"711001","0","wac_default_bot_01","-325","102211","1","202","1","711","2","-108"
"711002","0","wac_default_02","-325","111","5","201","1","711","2","-108"
"711003","","","1","3","31","0","3","711","1","0"
"711004","","","1","2","31","0","2","711","0","0"
"711005","","","1","13","31","0","13","711","0","0"
"711006","","","","wac_paint_bot_01","3","0","102211","711","0.2",""
"711007","","","","wac_paint_02","3","0","111","711","0.2",""
"711008","","wac_default_11","","1","32","","13","711","",""
"711009","","","0","se_10035700_brush","23","0","se_10035700","711","0.2",""
"711010","","","","","131","","1","711","",""
"712001","","","1","wac_talk_sad_in","3","0","102211","712","0.2","wac_talk_sad_loop"
"712002","","","","wac_no_items","3","1","111","712","0.2",""
"712003","","","","200","2","-340","102211","712","","0"
"712004","","","","200","2","-340","111","712","","0"
"712005","","","","0","32","","3","712","",""
"712006","","","","1","32","","2","712","",""
"712007","","","","0","32","","13","712","",""
"712008","","","","vo_wac_220221_000","21","0","vo_wac_220221","712","","0"
"712009","0","0.5","1","這、這種感覺可以嗎……？\n居然突然要人畫圖，\n還真是強人所難。","11","10","102211","712","0","1"
"712010","","","","","91","","0","712","",""
"712011","","","","vo_wac_220221_001","21","0","vo_wac_220221","712","","0"
"712012","0","0.5","1","雖然手因為緊張而抖了起來……\n連我都覺得畫得很不錯。\n不知道茜里畫了什麼樣的圖？\n就去看看吧。","11","10","102211","712","0","1"
"712013","","","","","91","","0","712","",""
"712014","","","","0","22","","0","712","",""
"713001","","","","wac_idle_sad","3","1","102211","713","0.2",""
"713002","","","","wac_no_items","3","1","111","713","0.2",""
"713003","","","","200","2","-340","102211","713","","0"
"713004","","","","200","2","-340","111","713","","0"
"713005","","","","0","32","","3","713","",""
"713006","","","","1","32","","2","713","",""
"713007","","","","0","32","","13","713","",""
"713008","","","","","91","","0","713","",""
"811001","0","wac_default_bot_11","-325","100611","1","202","1","811","2","-108"
"811002","0","wac_default_12","-325","111","5","201","1","811","2","-108"
"811003","","","1","3","31","0","3","811","1","0"
"811004","","","1","2","31","0","2","811","0","0"
"811005","","","1","13","31","0","13","811","0","0"
"811006","","","","wac_paint_bot_11","3","0","100611","811","0.2",""
"811007","","","","wac_paint_12","3","0","111","811","0.2",""
"811008","","","","0","93","","0.3","811","",""
"811009","","wac_default_11","","1","32","","13","811","",""
"811010","","","0","se_10035700_roller","23","0","se_10035700","811","0.2",""
"811011","","","","","131","","1","811","",""
"812001","","","1","wac_talk_smile_in","3","0","100611","812","0.2","wac_talk_smile_loop"
"812002","","","","wac_no_items","3","1","111","812","0.2",""
"812003","","","","200","2","-340","100611","812","","0"
"812004","","","","200","2","-340","111","812","","0"
"812005","","","","0","32","","3","812","",""
"812006","","","","1","32","","2","812","",""
"812007","","","","0","32","","13","812","",""
"812008","","","","vo_wac_220222_000","21","0","vo_wac_220222","812","","0"
"812009","0","0.5","1","嘻嘻♪\n茜里畫好了～♪\n好可愛喔～♪","11","10","100611","812","0","1"
"812010","","","","","91","","0","812","",""
"812011","","","","vo_wac_220222_001","21","0","vo_wac_220222","812","","0"
"812012","0","0.5","1","不過，是不是讓畫面\n灑滿更多愛心比較好？\n或是去姊姊那裡補畫──\n啊！姊姊♪","11","10","100611","812","0","1"
"812013","","","","","91","","0","812","",""
"812014","","","","0","22","","0","812","",""
"813001","","","","wac_idle_smile","3","1","100611","813","0.2",""
"813002","","","","wac_no_items","3","1","111","813","0.2",""
"813003","","","","200","2","-340","100611","813","","0"
"813004","","","","200","2","-340","111","813","","0"
"813005","","","","0","32","","3","813","",""
"813006","","","","1","32","","2","813","",""
"813007","","","","0","32","","13","813","",""
"813008","","","","","91","","0","813","",""
"911001","0","wac_default_01","-212.75","103111","1","202","1","911","2","-108"
"911002","0","wac_default_03","-212.75","111","5","201","1","911","2","-108"
"911003","","","1","1","31","0","1","911","1","0"
"911004","","","1","2","31","0","2","911","0","0"
"911005","","","1","11","31","0","11","911","0","0"
"911006","","","","wac_paint_01","3","0","103111","911","0.2",""
"911007","","","","wac_paint_03","3","0","111","911","0.2",""
"911008","","wac_default_11","","1","32","","11","911","",""
"911009","","","0","se_10035700_brush","23","0","se_10035700","911","0.2",""
"911010","","","","","131","","1","911","",""
"912001","","","1","wac_talk_wish_in","3","0","103111","912","0.2","wac_talk_wish_loop"
"912002","","","","wac_no_items","3","1","111","912","0.2",""
"912003","","","","200","2","-340","103111","912","","0"
"912004","","","","200","2","-340","111","912","","0"
"912005","","","","0","32","","1","912","",""
"912006","","","","1","32","","2","912","",""
"912007","","","","0","32","","11","912","",""
"912008","","","","vo_wac_220223_000","21","0","vo_wac_220223","912","","0"
"912009","0","0.5","1","在蘭德索爾的牆壁上畫畫……\n我原本很擔心自己能不能\n做到這件事，但進行得很順利，\n我放心了。","11","10","103111","912","0","1"
"912010","","","","","91","","0","912","",""
"912011","","","","vo_wac_220223_001","21","0","vo_wac_220223","912","","0"
"912012","0","0.5","1","雖然一想到別人會看到這個，\n就覺得有點不好意思……\n但如果能讓大家感到開心，\n我會很高興的。","11","10","103111","912","0","1"
"912013","","","","","91","","0","912","",""
"912014","","","","0","22","","0","912","",""
"913001","","","","wac_idle_wish","3","1","103111","913","0.2",""
"913002","","","","wac_no_items","3","1","111","913","0.2",""
"913003","","","","200","2","-340","103111","913","","0"
"913004","","","","200","2","-340","111","913","","0"
"913005","","","","0","32","","1","913","",""
"913006","","","","1","32","","2","913","",""
"913007","","","","0","32","","11","913","",""
"913008","","","","","91","","0","913","",""
"1011001","0","wac_default_01","-212.75","100711","1","202","1","1011","2","-108"
"1011002","0","wac_default_01","-212.75","111","5","201","1","1011","2","-108"
"1011003","","","1","1","31","0","1","1011","1","0"
"1011004","","","1","2","31","0","2","1011","0","0"
"1011005","","","1","11","31","0","11","1011","0","0"
"1011006","","","","wac_paint_01","3","0","100711","1011","0.2",""
"1011007","","","","wac_paint_01","3","0","111","1011","0.2",""
"1011008","","wac_default_11","","1","32","","11","1011","",""
"1011009","","","0","se_10035700_brush","23","0","se_10035700","1011","0.2",""
"1011010","","","","","131","","1","1011","",""
"1012001","","","1","wac_talk_smile_in","3","0","100711","1012","0.2","wac_talk_smile_loop"
"1012002","","","","wac_no_items","3","1","111","1012","0.2",""
"1012003","","","","200","2","-340","100711","1012","","0"
"1012004","","","","200","2","-340","111","1012","","0"
"1012005","","","","0","32","","1","1012","",""
"1012006","","","","1","32","","2","1012","",""
"1012007","","","","0","32","","11","1012","",""
"1012008","","","","vo_wac_220224_000","21","0","vo_wac_220224","1012","","0"
"1012009","0","0.5","1","是布丁來的，這裡也是布丁來的，\n這邊那邊也都是布丁來的。\n沒有啦，騙你的喲。\n人家有照著學到的好好畫喲。","11","10","100711","1012","0","1"
"1012010","","","","","91","","0","1012","",""
