6ed6f2384f46442af2ab10f68e495d813d47054a13072b932401f89cdb465050,31bff26de7da455562372c9b94d263236279d1e83de761f3cc20bb2a3955a621,1ae2c1dcdc8e99117f8f30b787d53a574013900366d61cf2dbda8ebe1358a12e,6fa23a80b7916a947db9cdfe0eb284b25feda082bffbcbd8444e63ff181d0a7e,9728cf7fa64aa3590ac58277700a4e38bf4be347852a0cc2917c6f4342e273f3
"41","boss_physics_cut","74001405","戰鬥開始時，Boss怪物的物理傷害為減少100%的狀態。","Boss物理傷害降低"
"42","add_shadow","74001405","追加空花（大江戶）與似似花的闇影。","追加2隻闇影"
"43","boss_atk_up","74001502","戰鬥開始後一定時間，Boss怪物的物理攻擊力中幅度提升。","開始時提升攻擊力"
"44","limit_chara_num","74001503","可以編組的角色變成4個。","編組角色人數限制"
"45","boss_atk_up","74001503","戰鬥開始後一定時間，Boss怪物的物理攻擊力中幅度提升。","開始時提升攻擊力"
"46","limit_chara_num","74001504","可以編組的角色變成4個。","編組角色人數限制"
"47","boss_ub_enhance","74001504","Boss怪物的必殺技會受到強化。","Boss UB強化"
"48","boss_atk_up","74001504","戰鬥開始後一定時間，Boss怪物的物理攻擊力中幅度提升。","開始時提升攻擊力"
"49","limit_chara_num","74001505","可以編組的角色變成4個。","編組角色人數限制"
"50","max_hp_down","74001505","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"51","boss_ub_enhance","74001505","Boss怪物的必殺技會受到強化。","Boss UB強化"
"52","boss_atk_up","74001505","戰鬥開始後一定時間，Boss怪物的物理攻擊力中幅度提升。","開始時提升攻擊力"
"53","add_shadow","74002102","追加花凜的闇影。","追加1隻闇影"
"54","star6_shadow","74002103","對宮子、優花梨、步未的闇影追加專用裝備。","強化闇影"
"55","add_shadow","74002103","追加花凜的闇影。","追加1隻闇影"
"56","star6_shadow","74002104","宮子、優花梨、步未的闇影變成★6。","強化闇影"
"57","add_shadow","74002104","追加花凜的闇影。","追加1隻闇影"
"58","boss_atk_up","74002105","所有闇影的物理攻擊力大幅度提升。","提升闇影物理攻擊力"
"59","star6_shadow","74002105","宮子、優花梨、步未的闇影變成★6。","強化闇影"
"60","add_shadow","74002105","追加花凜的闇影。","追加1隻闇影"
"61","add_shadow","74002202","追加嘉夜（解放者）的闇影。","追加1隻闇影"
"62","star6_shadow","74002203","對紡希（萬聖節）、真陽（聖誕節）、深月、霞（魔法少女）的闇影追加專用裝備。","強化闇影"
"63","add_shadow","74002203","追加嘉夜（解放者）的闇影。","追加1隻闇影"
"64","star6_shadow","74002204","深月的闇影變成★6。對紡希（萬聖節）、真陽（聖誕節）、霞（魔法少女）的闇影追加專用裝備。","強化闇影"
"65","add_shadow","74002204","追加嘉夜（解放者）的闇影。","追加1隻闇影"
"66","boss_magic_def_up","74002205","所有闇影的魔法防禦力大幅度提升。","提升闇影魔法防禦力"
"67","star6_shadow","74002205","對紡希（萬聖節）、真陽（聖誕節）、霞（魔法少女）的闇影追加專用裝備，且深月的闇影變成★6。","強化闇影"
"68","add_shadow","74002205","追加嘉夜（解放者）的闇影。","追加1隻闇影"
"69","add_shadow","74002302","追加望的闇影。","追加1隻闇影"
"70","add_shadow","74002303","追加望與凱留（公主）的闇影。","追加2隻闇影"
"71","limit_chara_num","74002304","可以編組的角色變成4個。","編組角色人數限制"
"72","star6_shadow","74002304","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。","強化闇影"
"73","add_shadow","74002304","追加望與凱留（公主）的闇影。","追加2隻闇影"
"74","limit_chara_num","74002305","可以編組的角色變成4個。","編組角色人數限制"
"75","boss_def_up","74002305","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。","開始時提升物理防禦力"
"76","boss_magic_def_up","74002305","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。","開始時提升魔法防禦力"
"77","star6_shadow","74002305","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。","強化闇影"
"78","add_shadow","74002305","追加望與凱留（公主）的闇影。","追加2隻闇影"
"79","add_shadow","74002402","追加綾音的闇影。","追加1隻闇影"
"80","add_shadow","74002403","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影"
"81","limit_chara_num","74002404","可以編組的角色變成4個。","編組角色人數限制"
"82","star6_shadow","74002404","綾音與貪吃佩可（夏日）的闇影變成★6。","強化闇影"
"83","add_shadow","74002404","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影"
"84","limit_chara_num","74002405","可以編組的角色變成4個。","編組角色人數限制"
"85","boss_def_up","74002405","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。","開始時提升物理防禦力"
"86","boss_magic_def_up","74002405","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。","開始時提升魔法防禦力"
"87","star6_shadow","74002405","綾音與貪吃佩可（夏日）的闇影變成★6。","強化闇影"
"88","add_shadow","74002405","追加綾音與貪吃佩可（夏日）的闇影。","追加2隻闇影"
"89","limit_time","74002502","戰鬥時間變成70秒。","戰鬥時間限制"
"90","limit_time","74002503","戰鬥時間變成60秒。","戰鬥時間限制"
"91","limit_time","74002504","戰鬥時間變成60秒。","戰鬥時間限制"
"92","boss_ub_enhance","74002504","Boss怪物的必殺技會受到強化。","Boss UB強化"
"93","limit_time","74002505","戰鬥時間變成45秒。","戰鬥時間限制"
"94","boss_ub_enhance","74002505","Boss怪物的必殺技會受到強化。","Boss UB強化"
"95","star6_shadow","74003102","對霞、初音、優衣（公主）的闇影追加專用裝備。","強化闇影"
"96","add_shadow","74003103","追加雪的闇影。","追加1隻闇影"
"97","star6_shadow","74003103","初音、雪的闇影變成★6。","強化闇影"
"98","limit_chara_num","74003104","可以編組的角色變成4個。","編組角色人數限制"
"99","limit_chara_num","74003105","可以編組的角色變成4個。","編組角色人數限制"
"100","max_hp_up","74003105","所有闇影的最大HP大幅度提升。","闇影提升最大HP"
"101","add_shadow","74003202","追加詛咒‧遠古遺物。","追加1隻怪物"
"102","star6_shadow","74003203","碧的闇影變成★6。","強化闇影"
"103","boss_magic_cut","74003204","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少50%的狀態。","開始時魔法傷害降低"
"104","boss_ub_enhance","74003204","強化詛咒‧遠古遺物的技能。","強化怪物"
"105","boss_magic_cut","74003205","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少75%的狀態。","開始時魔法傷害降低"
"106","limit_chara_num","74003205","可以編組的角色變成4個。","編組角色人數限制"
"107","add_shadow","74003302","追加治癒‧遠古遺物。","追加1隻怪物"
"108","star6_shadow","74003303","對凱留（新年）的闇影追加專用裝備。","強化闇影"
"109","boss_physics_cut","74003304","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少50%的狀態。","開始時物理傷害降低"
"110","boss_ub_enhance","74003304","強化治癒‧遠古遺物的技能。","強化怪物"
"111","boss_physics_cut","74003305","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少75%的狀態。","開始時物理傷害降低"
"112","limit_chara_num","74003305","可以編組的角色變成4個。","編組角色人數限制"
"113","boss_def_lower_limit","74003402","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"114","boss_magic_def_lower_limit","74003402","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"115","limit_time","74003403","戰鬥時間變成70秒。","戰鬥時間限制"
"116","boss_def_lower_limit","74003403","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"117","boss_magic_def_lower_limit","74003403","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"118","limit_time","74003404","戰鬥時間變成70秒。","戰鬥時間限制"
"119","boss_ub_enhance","74003404","Boss怪物的必殺技會受到強化。","Boss UB強化"
"120","boss_tp_down_cut","74003404","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。","減少降低Boss TP"
"121","boss_def_lower_limit","74003404","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"122","boss_magic_def_lower_limit","74003404","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"123","limit_time","74003405","戰鬥時間變成50秒。","戰鬥時間限制"
"124","boss_ub_enhance","74003405","Boss怪物的必殺技會受到強化。","Boss UB強化"
"125","boss_tp_down_cut","74003405","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。","減少降低Boss TP"
"126","boss_def_lower_limit","74003405","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"127","boss_magic_def_lower_limit","74003405","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"128","boss_def_lower_limit","74003502","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"129","boss_magic_def_lower_limit","74003502","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"130","boss_def_lower_limit","74003503","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"131","boss_magic_def_lower_limit","74003503","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"132","add_shadow","74003504","追加露娜聚光燈。","追加1隻怪物"
"133","boss_def_lower_limit","74003504","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"134","boss_magic_def_lower_limit","74003504","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"135","add_shadow","74003505","追加霸瞳皇帝的闇影。","追加1隻闇影"
"136","boss_def_lower_limit","74003505","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升Boss物理防禦力（不可降低）"
"137","boss_magic_def_lower_limit","74003505","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升Boss魔法防禦力（不可降低）"
"138","star6_shadow","74004102","對祈梨、咲戀、依里、優妮的闇影追加專用裝備。","強化闇影"
"139","add_shadow","74004103","追加咲戀（夏日）的闇影。","追加1隻闇影"
"140","star6_shadow","74004103","咲戀、依里的闇影變成★6。","強化闇影"
"141","limit_chara_num","74004104","可以編組的角色變成4個。","編組角色人數限制"
"142","limit_chara_num","74004105","可以編組的角色變成4個。","編組角色人數限制"
"143","max_hp_up","74004105","所有闇影的最大HP大幅度提升。","闇影提升最大HP"
"144","add_shadow","74004202","追加守護‧遠古遺物。","追加1隻怪物"
"145","star6_shadow","74004203","對似似花（新年）的闇影追加專用裝備。","強化闇影"
"146","boss_ub_enhance","74004204","強化守護‧遠古遺物的技能。","強化怪物"
"147","hp_recover","74004204","戰鬥開始時，守護‧遠古遺物將特大幅度恢復我方全體的HP。","開始時恢復HP"
"148","hp_recover","74004205","戰鬥開始時，守護‧遠古遺物將特大幅度恢復我方全體的HP。","開始時恢復HP"
"149","energy_recover","74004205","戰鬥開始時，守護‧遠古遺物將賦予我方全體持續恢復TP的狀態。","開始時賦予持續恢復TP"
"150","add_shadow","74004302","追加戰鬥‧遠古遺物。","追加1隻怪物"
"151","star6_shadow","74004303","莉瑪的闇影變成★6。","強化闇影"
"152","boss_ub_enhance","74004304","強化戰鬥‧遠古遺物的技能。","強化怪物"
"153","boss_haste","74004305","戰鬥開始時，戰鬥‧遠古遺物將展開特大幅度提升我方全體行動速度的領域。","開始時展開提升行動速度領域"
"154","max_hp_down","74004402","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"155","limit_time","74004403","戰鬥時間變成75秒。","戰鬥時間限制"
"156","max_hp_down","74004403","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"157","limit_time","74004404","戰鬥時間變成75秒。","戰鬥時間限制"
"158","limit_chara_num","74004404","可以編組的角色變成4個。","編組角色人數限制"
"159","max_hp_down","74004404","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"160","limit_time","74004405","戰鬥時間變成60秒。","戰鬥時間限制"
"161","limit_chara_num","74004405","可以編組的角色變成4個。","編組角色人數限制"
"162","max_hp_down","74004405","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"163","max_hp_down","74004502","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"164","boss_ub_enhance","74004503","Boss怪物的必殺技與技能會受到強化。","BossUB、技能強化"
"165","boss_tp_down_cut","74004503","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP"
"166","max_hp_down","74004503","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"167","add_shadow","74004504","追加露娜聚光燈。","追加1隻怪物"
"168","boss_tp_down_cut","74004504","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP"
"169","max_hp_down","74004504","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"170","add_shadow","74004505","追加綾音的闇影。","追加1隻闇影"
"171","boss_tp_down_cut","74004505","戰鬥開始時，Boss怪物的TP下降為減少50%的狀態。","減少降低Boss TP"
"172","max_hp_down","74004505","隊伍角色的最大HP降低20%。","降低角色的最大HP"
"173","star6_shadow","74005102","對莉瑪、嘉夜、祈梨、咲戀（夏日）的闇影追加專用裝備。","強化闇影"
"174","star6_shadow","74005103","莉瑪、嘉夜、祈梨的闇影變成★6。","強化闇影"
"175","boss_physics_cut","74005103","戰鬥開始時，所有怪物的物理傷害為減少50％的狀態。","物理傷害降低"
"176","limit_chara_num","74005104","可以編組的角色變成4個。","編組角色人數限制"
"177","boss_physics_cut","74005104","戰鬥開始時，所有怪物的物理傷害為減少50％的狀態。","物理傷害降低"
"178","limit_chara_num","74005105","可以編組的角色變成4個。","編組角色人數限制"
"179","boss_physics_cut","74005105","戰鬥開始時，所有怪物的物理傷害為減少100％的狀態。","物理傷害降低"
"180","star6_shadow","74005202","對宮子、怜（新年）、優花梨、初音、美咲（萬聖節）的闇影追加專用裝備。","強化闇影"
"181","star6_shadow","74005203","宮子、怜（新年）、優花梨、初音的闇影變成★6。","強化闇影"
"182","boss_magic_cut","74005203","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。","魔法傷害降低"
"183","limit_chara_num","74005204","可以編組的角色變成4個。","編組角色人數限制"
"184","boss_magic_cut","74005204","戰鬥開始時，所有怪物的魔法傷害為減少50％的狀態。","魔法傷害降低"
"185","limit_chara_num","74005205","可以編組的角色變成4個。","編組角色人數限制"
"186","boss_magic_cut","74005205","戰鬥開始時，所有怪物的魔法傷害為減少100％的狀態。","魔法傷害降低"
"187","18","74005301","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"188","17","74005301","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"189","boss_def_lower_limit","74005301","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"190","boss_magic_def_lower_limit","74005301","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"191","9","74005301","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"192","add_shadow","74005302","追加軟泥怪、雷雲長老。","追加怪物"
"193","18","74005302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"194","17","74005302","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"195","boss_def_lower_limit","74005302","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"196","boss_magic_def_lower_limit","74005302","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"197","9","74005302","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"198","add_shadow","74005303","追加優花梨、帆稀（新年）。","追加怪物"
"199","18","74005303","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"200","17","74005303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"201","boss_def_lower_limit","74005303","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"202","boss_magic_def_lower_limit","74005303","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"203","9","74005303","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"204","add_shadow","74005304","追加露娜聚光燈。","追加怪物"
"205","18","74005304","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"206","17","74005304","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"207","boss_def_lower_limit","74005304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"208","boss_magic_def_lower_limit","74005304","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"209","9","74005304","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"210","limit_time","74005305","戰鬥時間變成60秒。","戰鬥時間限制"
"211","18","74005305","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"212","17","74005305","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"213","boss_def_lower_limit","74005305","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"214","boss_magic_def_lower_limit","74005305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"215","9","74005305","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"216","18","74005401","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"217","17","74005401","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"218","boss_def_lower_limit","74005401","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"219","boss_magic_def_lower_limit","74005401","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"220","9","74005401","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"221","add_shadow","74005402","追加岩龜暴君、鬼燈螢。","追加怪物"
"222","18","74005402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"223","17","74005402","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"224","boss_def_lower_limit","74005402","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"225","boss_magic_def_lower_limit","74005402","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"226","9","74005402","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"227","add_shadow","74005403","追加靜流（黑暗）、可可蘿（夏日）。","追加怪物"
"228","18","74005403","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"229","17","74005403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"230","boss_def_lower_limit","74005403","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"231","boss_magic_def_lower_limit","74005403","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"232","9","74005403","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"233","add_shadow","74005404","追加露娜聚光燈。","追加怪物"
"234","18","74005404","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"235","17","74005404","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"236","boss_def_lower_limit","74005404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"237","boss_magic_def_lower_limit","74005404","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"238","9","74005404","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"239","limit_time","74005405","戰鬥時間變成60秒。","戰鬥時間限制"
"240","18","74005405","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"241","17","74005405","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"242","boss_def_lower_limit","74005405","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"243","boss_magic_def_lower_limit","74005405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"244","9","74005405","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"245","18","74005501","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"246","17","74005501","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
"247","boss_def_lower_limit","74005501","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）"
"248","boss_magic_def_lower_limit","74005501","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）"
"249","9","74005501","戰鬥開始時，特大幅度降低全體角色的HP吸收。","降低HP吸收"
"250","boss_tp_down_cut","74005501","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少降低TP"
"251","add_shadow","74005502","追加魔像、烏帕魯帕。","追加怪物"
"252","18","74005502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","傷害值衰減"
"253","17","74005502","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升的上限"
