9a3c36195902d5def95e9a7fb6553d1755aa10c702051d8fba3ef45473daf88b,49342a31f426027ee8e6a8d0f73024ca85cf1a3eb9eff1496ebf8ec0393b9d44,bdb55769b6a5e8913104195669ce2012ad7d0d87abf713c77a0eed70d4866cf3,7d913f1870dceccd1e109ba6fa347e093d6b25c3cc5cd63b3eac2bdd386211cb,be399a7d792d4c6cb78cae6c1b0e89a0f829d298399e256e53797d28e93530cb,590f5e42f1bd4f87ad4294a023aebe618deffd47e29c9a22e0ee4934256e1632,24dbbd37d6bf8f9dbc5ec23f79be1a1d316ff5808bb4ee4de989cfa72a18bbf3,2266ef61e3002ad728ad3304ae2a324a7b39134da35bd15df3e0d604be162e77,6dc6d75168237ad8e1d3fb2860adba4d222dd283a52bced84e4d1c5933b18a01,01fe468c1318e1fae6f7dfb2c1da651b86b8345e344efb3ba39716075f714051,26a5c27e899ef642fd0a48bd671b1418cba5f91ac5539102b6f1896e56e62501
"1","","0.1","1029","","top_luis_experiment_failer_mix","1","3","0","",""
"1","","","1030","","0","2.7","93","","",""
"1","","","1031","","1","13","32","","",""
"1","","0.1","1032","","top_luis_experiment_failer_burst","1","3","0","",""
"1","","","1033","","0","2.7","93","","",""
"1","","0.1","1034","","top_luis_experiment_failer_out","1","3","0","",""
"1","","","1035","","0","1.1","93","","",""
"1","1","0.2","1036","","top_luis_sit_out","1","3","0","0","idle_normal"
"1","0","","1037","","-100","1","2","-130","","0.3"
"1","","","1038","","0","1","93","","",""
"1","","0.2","1039","","walk_normal","1","3","0","",""
"1","0","","1040","","-216","1","2","-103","","1"
"1","","","1041","","0","1","93","","",""
"1","","0.1","1042","","idle_normal","1","3","0","",""
"1","","","1043","","0","0.8","93","","",""
"1","","","1044","","0","13","32","","",""
"1","1","0.2","1045","","top_luis_arm_crossed_in","1","3","0","0","top_luis_arm_crossed_idle"
"1","","","1046","","0","4","93","","",""
"1","1","0.2","1047","","top_luis_approach_in","1","3","0","0","top_luis_approach_idle"
"1","","","1048","","0","3.5","93","","",""
"1","","0.2","1049","","top_luis_thinking","1","3","1","",""
"1","","","1050","","0","3.5","93","","",""
"1","","0.2","1051","","top_luis_walk_think","1","3","1","",""
"1","0","","1052","","-495","1","2","-103","","2"
"1","","","1053","","0","2","93","","",""
"1","","","1054","","0","1","4","","",""
"1","0","","1055","","-216","1","2","-103","","2"
"1","","","1056","","0","2","93","","",""
"1","","0","1057","","top_luis_notice","1","3","1","",""
"1","","","1058","","0","1","93","","",""
"1","","0.2","1059","","top_luis_walk_jog","1","3","1","",""
"1","0","","1060","","-100","1","2","-130","","0.5"
"1","","","1061","","0","0.5","93","","",""
"1","","","1062","","1","1","4","","",""
"1","1","0.2","1063","","top_luis_sit_in","1","3","0","0","top_luis_sit_idle"
"1","","","1064","","0","0.1","93","","",""
"1","0","","1065","","-57","1","2","-140","","0.4"
"1","","","1066","","0","1","93","","",""
"1","","0.2","1067","","top_luis_experiment_success_in","1","3","0","",""
"1","","","1068","","0","2.3","93","","",""
"1","","0.1","1069","","top_luis_experiment_success_mix","1","3","0","",""
"1","","","1070","","0","2.7","93","","",""
"1","","","1071","","1","14","32","","",""
"1","","0.1","1072","","top_luis_experiment_success_burst","1","3","0","",""
"1","","","1073","","0","2.7","93","","",""
"1","","0.1","1074","","top_luis_experiment_success_out","1","3","0","",""
"1","","","1075","","0","1.1","93","","",""
"1","1","0.2","1076","","top_luis_sit_out","1","3","0","0","idle_normal"
"1","0","","1077","","-100","1","2","-130","","0.3"
"1","","","1078","","0","1","93","","",""
"1","","0.2","1079","","walk_normal","1","3","0","",""
"1","0","","1080","","-216","1","2","-103","","1"
"1","","","1081","","0","1","93","","",""
"1","","0.1","1082","","idle_normal","1","3","0","",""
"1","","","1083","","0","0.8","93","","",""
"1","","","1084","","0","14","32","","",""
"1","","","1085","","","1005","101","0","","0"
"2","-130","1.43","2001","top_iroha_read","2","2","5","100","1","400"
"2","130","1.4","2002","butterfly","11","11","5","101","1","980"
"2","1","0","2003","","11","11","31","400","","-130"
"2","","","2004","","0","0","91","","",""
"2","","0.2","2005","","top_iroha_read","2","3","1","",""
"2","","","2006","","0","9","93","","",""
"2","","","2007","","1","11","4","","",""
"2","0","","2008","","-980","11","2","130","","7"
"2","","","2009","","0","2.5","93","","",""
"2","","0.2","2010","","top_iroha_read_notice","2","3","0","",""
"2","","","2011","","0","0.6","93","","",""
"2","1","0","2012","","top_iroha_notice_to_run","2","3","0","0","top_iroha_run"
"2","","","2013","","0","0.4","93","","",""
"2","","","2014","","1","11","32","","",""
"2","","","2015","","smokeR","11","37","","",""
"2","0","","2016","","-980","11","33","-130","","4.2"
"2","0","","2017","","-980","2","2","-130","","4.2"
"2","","","2018","","0","4.2","93","","",""
"2","","","2019","","0","11","32","","",""
"2","","","2020","","0","1","93","","",""
"2","","","2021","","0","11","4","","",""
"2","0","","2022","","980","11","2","130","","7"
"2","","","2023","","0","1.5","93","","",""
"2","","","2024","","1","11","32","","",""
"2","","","2025","","smokeL","11","37","","",""
"2","0","","2026","","980","11","33","-130","","5.964"
"2","","0","2027","","top_iroha_run_joy","2","3","1","",""
"2","","","2028","","0","2","4","","",""
"2","0","","2029","","980","2","2","-130","","5.964"
"2","","","2030","","0","5.964","93","","",""
"2","","","2031","","0","11","32","","",""
"2","","","2032","","0","2","93","","",""
"2","","0","2033","","top_iroha_walk","2","3","1","",""
"2","","","2034","","1","2","4","","",""
"2","0","","2035","","400","2","2","-130","","3"
"2","0","","2036","","400","11","33","-130","","3"
"2","","","2037","","0","3","93","","",""
"2","1","0.2","2038","","top_iroha_walk_out","2","3","0","0","idle_normal"
"2","","","2039","","0","0.4","93","","",""
"2","","0.2","2040","","top_iroha_sit_in","2","3","0","0.2",""
"2","","","2041","","0","4","93","","",""
"2","","","2042","","","2005","101","","",""
"3","-130","1.38","3001","top_sono_readPaper","3","3","5","100","1","350"
"3","1","1","3002","","10","10","31","475","","-18"
"3","","","3003","","0","0","91","","",""
"3","","0.2","3004","","top_sono_readPaper","3","3","1","",""
"3","","","3005","","0","13.6","93","","",""
"3","1","0.2","3006","","top_sono_sit_out","3","3","0","0","top_sono_stretch"
"3","","","3007","","0","3.5","93","","",""
"3","","0.2","3008","","top_sono_drink","3","3","1","",""
"3","","","3009","","","10.5","93","","",""
"3","","0.2","3010","","top_sono_sit_in","3","3","0","",""
"3","","","3011","","0","2.6","93","","",""
"3","","","3012","","","3004","101","","",""
"4","-130","1.43","4001","top_iroha_read","2","2","5","101","1","400"
"4","-103","1.4","4002","top_luis_thinking","1","1","5","100","1","-216"
"4","130","1.4","4003","butterfly","11","11","5","102","1","980"
"4","1","0","4004","","11","11","31","400","","-130"
"4","","","4005","","0","0","91","","",""
"4","","0.2","4006","","top_luis_thinking","1","3","1","",""
"4","","0.2","4007","","top_iroha_read","2","3","1","",""
"4","","","4008","","0","9","93","","",""
"4","","","4009","","1","11","4","","",""
"4","0","","4010","","-980","11","2","130","","7"
"4","","","4011","","0","2.5","93","","",""
"4","","0.2","4012","","top_iroha_read_notice","2","3","0","",""
"4","","","4013","","0","0.6","93","","",""
"4","1","0","4014","","top_iroha_notice_to_run","2","3","0","0","top_iroha_run"
"4","","","4015","","0","0.4","93","","",""
"4","","","4016","","1","11","32","","",""
"4","","","4017","","smokeR","11","37","","",""
"4","0","","4018","","-980","11","33","-130","","4.2"
"4","0","","4019","","-980","2","2","-130","","4.2"
"4","","","4020","","0","1.9","93","","",""
"4","1","0.2","4021","","top_luis_surprise_in","1","3","0","0","top_luis_surprise_idle"
"4","","","4022","","0","2.3","93","","",""
"4","","","4023","","0","11","32","","",""
"4","","","4024","","0","1","93","","",""
"4","","","4025","","0","11","4","","",""
"4","0","","4026","","980","11","2","130","","7"
"4","","","4027","","0","1.5","93","","",""
"4","","","4028","","1","11","32","","",""
"4","","","4029","","smokeL","11","37","","",""
"4","0","","4030","","980","11","33","-130","","5.964"
"4","","0","4031","","top_iroha_run_joy","2","3","1","",""
"4","","","4032","","0","2","4","","",""
"4","0","","4033","","980","2","2","-130","","5.964"
"4","","","4034","","0","2.2","93","","",""
"4","","0","4035","","top_luis_surprise_look","1","3","1","",""
"4","","","4036","","0","3.764","93","","",""
"4","","0.2","4037","","top_luis_thinking","1","3","1","",""
"4","","","4038","","0","11","32","","",""
"4","","","4039","","0","2","93","","",""
"4","","0","4040","","top_iroha_walk","2","3","1","",""
"4","","","4041","","1","2","4","","",""
"4","0","","4042","","400","2","2","-130","","3"
"4","0","","4043","","400","11","33","-130","","3"
"4","","","4044","","0","3","93","","",""
"4","1","0.2","4045","","top_iroha_walk_out","2","3","0","0","idle_normal"
"4","","","4046","","0","0.4","93","","",""
"4","","0.2","4047","","top_iroha_sit_in","2","3","0","0.2",""
"4","","","4048","","0","4","93","","",""
"4","","","4049","","","4007","101","","",""
"5","-130","1.4","5001","top_sono_readPaper","3","3","5","100","1","350"
"5","-130","1.4","5002","top_iroha_read_loop","2","2","5","110","1","452"
"5","","","5003","","0","0","91","","",""
"5","","0.2","5004","","top_iroha_read_loop","2","3","1","",""
"5","","0.2","5005","","top_sono_readPaper","3","3","1","",""
"5","","","5006","","0","13.6","93","","",""
"5","1","0.2","5007","","top_sono_sit_out","3","3","0","0","top_sono_stretch"
"5","0","","5008","","287","3","2","-130","","0.3"
"5","","","5009","","0","3.5","93","","",""
"5","","0.2","5010","","top_sono_drink","3","3","1","",""
"5","","","5011","","0","2.6","93","","",""
"5","","0.4","5012","","top_iroha_read_look","2","3","0","",""
"5","","","5013","","0","7.9","93","","",""
"5","","0.2","5014","","top_sono_sit_in","3","3","0","",""
"5","","","5015","","0","0.1","93","","",""
"5","","0.2","5016","","top_iroha_read_loop","2","3","1","",""
"5","0","","5017","","350","3","2","-130","","0.3"
"5","","","5018","","0","2.5","93","","",""
"5","","","5019","","","5005","101","","",""
"6","-103","1.4","6001","idle_normal","1","1","5","100","1","-216"
"6","-130","1.38","6002","top_sono_readPaper_loop","3","3","5","101","1","350"
"6","1","1","6003","","10","10","31","475","","-18"
"6","1","0","6004","","13","13","31","56","","-140"
"6","1","0","6005","","14","14","31","56","","-140"
"6","","","6006","","0","0","91","","",""
"6","","0.2","6007","","top_sono_readPaper_loop","3","3","1","",""
"6","1","0.2","6008","","top_luis_arm_crossed_in","1","3","0","0","top_luis_arm_crossed_idle"
"6","","","6009","","0","4","93","","",""
"6","1","0.2","6010","","top_luis_approach_in","1","3","0","0","top_luis_approach_idle"
"6","","","6011","","0","3.5","93","","",""
"6","","0.2","6012","","top_luis_thinking","1","3","1","",""
"6","","","6013","","0","3.5","93","","",""
"6","","0.2","6014","","top_luis_walk_think","1","3","1","",""
"6","0","","6015","","-495","1","2","-103","","2"
"6","","","6016","","0","2","93","","",""
"6","","","6017","","0","1","4","","",""
"6","0","","6018","","-216","1","2","-103","","2"
"6","","","6019","","0","2","93","","",""
"6","","0","6020","","top_luis_notice","1","3","1","",""
"6","","","6021","","0","1","93","","",""
"6","","0.2","6022","","top_luis_walk_jog","1","3","1","",""
"6","0","","6023","","-100","1","2","-130","","0.5"
"6","","","6024","","0","0.5","93","","",""
"6","","","6025","","1","1","4","","",""
"6","1","0.2","6026","","top_luis_sit_in","1","3","0","0","top_luis_sit_idle"
"6","","","6027","","0","0.1","93","","",""
"6","0","","6028","","-57","1","2","-140","","0.4"
"6","","","6029","","0","0.4","93","","",""
"6","0","","6030","","-16","1","2","-140","","0"
"6","","","6031","","0","1","4","","",""
"6","","","6032","","0","0.6","93","","",""
"6","","0.2","6033","","top_luis_experiment_failer_in","1","3","0","",""
"6","","","6034","","0","2.3","93","","",""
"6","","0.1","6035","","top_luis_experiment_failer_mix","1","3","0","",""
"6","","","6036","","0","2.7","93","","",""
"6","1","0.2","6037","","top_sono_notice_in_surprise","3","3","0","0","top_sono_notice_loop_surprise"
"6","","","6038","","1","13","32","","",""
"6","","0.1","6039","","top_luis_experiment_failer_burst","1","3","0","",""
"6","","","6040","","0","2.7","93","","",""
"6","","0.2","6041","","top_sono_readPaper_loop","3","3","1","",""
"6","","0.1","6042","","top_luis_experiment_failer_out","1","3","0","",""
"6","","","6043","","0","1.1","93","","",""
"6","1","0.2","6044","","top_luis_sit_out","1","3","0","0","idle_normal"
"6","","","6045","","1","1","4","","",""
"6","0","","6046","","-57","1","2","-140","","0"
"6","0","","6047","","-100","1","2","-130","","0.3"
"6","","","6048","","0","1","93","","",""
"6","","0.2","6049","","walk_normal","1","3","0","",""
"6","0","","6050","","-216","1","2","-103","","1"
"6","","","6051","","0","1","93","","",""
"6","","0.1","6052","","idle_normal","1","3","0","",""
"6","","","6053","","0","0.8","93","","",""
"6","","","6054","","0","13","32","","",""
"6","1","0.2","6055","","top_luis_arm_crossed_in","1","3","0","0","top_luis_arm_crossed_idle"
"6","","","6056","","0","4","93","","",""
"6","1","0.2","6057","","top_luis_approach_in","1","3","0","0","top_luis_approach_idle"
"6","","","6058","","0","3.5","93","","",""
"6","","0.2","6059","","top_luis_thinking","1","3","1","",""
"6","","","6060","","0","3.5","93","","",""
"6","","0.2","6061","","top_luis_walk_think","1","3","1","",""
"6","0","","6062","","-495","1","2","-103","","2"
"6","","","6063","","0","2","93","","",""
"6","","","6064","","0","1","4","","",""
"6","0","","6065","","-216","1","2","-103","","2"
"6","","","6066","","0","2","93","","",""
"6","","0","6067","","top_luis_notice","1","3","1","",""
"6","","","6068","","0","1","93","","",""
"6","","0.2","6069","","top_luis_walk_jog","1","3","1","",""
"6","0","","6070","","-100","1","2","-130","","0.5"
"6","","","6071","","0","0.5","93","","",""
"6","","","6072","","1","1","4","","",""
"6","1","0.2","6073","","top_luis_sit_in","1","3","0","0","top_luis_sit_idle"
"6","","","6074","","0","0.1","93","","",""
"6","0","","6075","","-57","1","2","-140","","0.4"
"6","","","6076","","0","0.4","93","","",""
"6","0","","6077","","-16","1","2","-140","","0"
"6","","","6078","","0","1","4","","",""
"6","","","6079","","0","0.6","93","","",""
"6","","0.2","6080","","top_luis_experiment_success_in","1","3","0","",""
"6","","","6081","","0","2.3","93","","",""
"6","","0.1","6082","","top_luis_experiment_success_mix","1","3","0","",""
"6","","","6083","","0","2.7","93","","",""
"6","1","0.2","6084","","top_sono_notice_in_dere","3","3","0","0","top_sono_notice_loop_dere"
"6","","","6085","","1","14","32","","",""
"6","","0.1","6086","","top_luis_experiment_success_burst","1","3","0","",""
"6","","","6087","","0","2.7","93","","",""
"6","","0.2","6088","","top_sono_readPaper_loop","3","3","1","",""
"6","","0.1","6089","","top_luis_experiment_success_out","1","3","0","",""
"6","","","6090","","0","1.1","93","","",""
"6","1","0.2","6091","","top_luis_sit_out","1","3","0","0","idle_normal"
"6","","","6092","","1","1","4","","",""
"6","0","","6093","","-57","1","2","-140","","0"
"6","0","","6094","","-100","1","2","-130","","0.3"
"6","","","6095","","0","1","93","","",""
"6","","0.2","6096","","walk_normal","1","3","0","",""
"6","0","","6097","","-216","1","2","-103","","1"
"6","","","6098","","0","1","93","","",""
"6","","0.1","6099","","idle_normal","1","3","0","",""
"6","","","6100","","0","0.8","93","","",""
"6","","","6101","","0","14","32","","",""
"6","","","6102","","","6008","101","0","","0"
"7","-103","1.4","7001","idle_normal","1","1","5","100","1","-216"
"7","-130","1.43","7002","top_iroha_read_loop","2","2","5","110","1","452"
"7","-130","1.38","7003","top_sono_readPaper_loop","3","3","5","101","1","350"
"7","130","1.4","7004","butterfly","11","11","5","111","1","980"
"7","1","0","7005","","11","11","31","452","","-130"
"7","1","0","7006","","14","14","31","56","","-140"
"7","","","7007","","0","0","91","","",""
"7","","0.2","7008","","top_iroha_read_loop","2","3","1","",""
"7","","0.2","7009","","top_sono_readPaper_loop","3","3","1","",""
"7","1","0.2","7010","","top_luis_arm_crossed_in","1","3","0","0","top_luis_arm_crossed_idle"
"7","","","7011","","0","4","93","","",""
"7","1","0.2","7012","","top_luis_approach_in","1","3","0","0","top_luis_approach_idle"
"7","","","7013","","0","3.5","93","","",""
"7","","0.2","7014","","top_luis_thinking","1","3","1","",""
"7","","","7015","","0","3.5","93","","",""
"7","","0.2","7016","","top_luis_walk_think","1","3","1","",""
"7","0","","7017","","-495","1","2","-103","","2"
"7","","","7018","","0","2","93","","",""
"7","","","7019","","0","1","4","","",""
"7","0","","7020","","-216","1","2","-103","","2"
"7","","","7021","","0","2","93","","",""
"7","","0","7022","","top_luis_notice","1","3","1","",""
"7","","","7023","","0","1","93","","",""
"7","","0.2","7024","","top_luis_walk_jog","1","3","1","",""
"7","0","","7025","","-100","1","2","-130","","0.5"
"7","","","7026","","0","0.5","93","","",""
"7","","","7027","","1","1","4","","",""
"7","1","0.2","7028","","top_luis_sit_in","1","3","0","0","top_luis_sit_idle"
"7","","","7029","","0","0.1","93","","",""
"7","0","","7030","","-57","1","2","-140","","0.4"
"7","","","7031","","0","0.4","93","","",""
"7","0","","7032","","-16","1","2","-140","","0"
"7","","","7033","","0","1","4","","",""
"7","","","7034","","0","0.6","93","","",""
"7","","0.2","7035","","top_luis_experiment_success_in","1","3","0","",""
"7","","","7036","","0","2.3","93","","",""
"7","","0.1","7037","","top_luis_experiment_success_mix","1","3","0","",""
"7","","","7038","","0","2.7","93","","",""
"7","1","0.2","7039","","top_sono_notice_in_dere","3","3","0","0","top_sono_notice_loop_dere"
"7","","0.2","7040","","top_iroha_read_look_light","2","3","1","",""
"7","","","7041","","1","14","32","","",""
"7","","0.1","7042","","top_luis_experiment_success_burst","1","3","0","",""
"7","","","7043","","0","2.7","93","","",""
"7","","0.2","7044","","top_sono_readPaper_loop","3","3","1","",""
"7","","0.2","7045","","top_iroha_read","2","3","1","",""
"7","","0.1","7046","","top_luis_experiment_success_out","1","3","0","",""
"7","","","7047","","0","1.1","93","","",""
"7","1","0.2","7048","","top_luis_sit_out","1","3","0","0","idle_normal"
"7","","","7049","","1","1","4","","",""
"7","0","","7050","","-57","1","2","-140","","0"
"7","0","","7051","","-100","1","2","-130","","0.3"
"7","","","7052","","0","1","93","","",""
"7","","0.2","7053","","walk_normal","1","3","0","",""
"7","0","","7054","","-216","1","2","-103","","1"
"7","","","7055","","0","1","93","","",""
"7","","0.1","7056","","idle_normal","1","3","0","",""
"7","","","7057","","0","0.8","93","","",""
"7","","","7058","","0","14","32","","",""
"7","","0.2","7059","","top_luis_thinking","1","3","1","",""
"7","","","7060","","0","5.1","93","","",""
"7","","","7061","","1","11","4","","",""
"7","0","","7062","","-980","11","2","130","","7"
"7","","","7063","","0","2.5","93","","",""
"7","","0.2","7064","","top_iroha_read_notice","2","3","0","",""
"7","","","7065","","0","0.6","93","","",""
"7","1","0","7066","","top_iroha_notice_to_run","2","3","0","0","top_iroha_run"
"7","","","7067","","0","0.4","93","","",""
"7","","","7068","","1","11","32","","",""
"7","","","7069","","smokeR","11","37","","",""
"7","0","","7070","","-980","11","33","-130","","4.2"
"7","0","","7071","","-980","2","2","-130","","4.2"
"7","","","7072","","0","0.2","93","","",""
"7","1","0.2","7073","","top_sono_notice_in_surprise","3","3","0","0","top_sono_notice_loop_surprise"
"7","","","7074","","0","1.7","93","","",""
"7","1","0.2","7075","","top_luis_surprise_in","1","3","0","0","top_luis_surprise_idle"
"7","","","7076","","0","2.5","93","","",""
"7","","","7077","","0","11","32","","",""
"7","","","7078","","0","1","93","","",""
"7","","","7079","","0","11","4","","",""
"7","0","","7080","","980","11","2","130","","7"
"7","","","7081","","0","1.5","93","","",""
"7","","","7082","","1","11","32","","",""
"7","","","7083","","smokeL","11","37","","",""
"7","0","","7084","","980","11","33","-130","","5.964"
"7","","0","7085","","top_iroha_run_joy","2","3","1","",""
"7","","","7086","","0","2","4","","",""
"7","0","","7087","","980","2","2","-130","","5.964"
"7","","","7088","","0","2.2","93","","",""
"7","","0","7089","","top_luis_surprise_look","1","3","1","",""
"7","","","7090","","0","1.8","93","","",""
"7","","0","7091","","top_sono_notice_loop_look","3","3","1","",""
"7","","","7092","","0","1.964","93","","",""
"7","","","7093","","0","11","32","","",""
"7","","","7094","","0","0.5","93","","",""
"7","","0.2","7095","","top_luis_thinking","1","3","1","",""
"7","","","7096","","0","1.5","93","","",""
"7","","0","7097","","top_iroha_walk","2","3","1","",""
"7","","","7098","","1","2","4","","",""
"7","0","","7099","","1032","2","2","-130","","0"
"7","0","","7100","","1032","11","33","-130","","0"
"7","0","","7101","","452","2","2","-130","","3"
"7","0","","7102","","452","11","33","-130","","3"
"7","","","7103","","0","3","93","","",""
"7","1","0.2","7104","","top_iroha_walk_out","2","3","0","0","idle_normal"
"7","","","7105","","0","0.4","93","","",""
"7","1","0.2","7106","","top_iroha_sit_in","2","3","0","0.2","top_iroha_read_loop"
"7","","0.2","7107","","top_sono_readPaper","3","3","1","",""
"7","","","7108","","0","4","93","","",""
"7","","","7109","","0","9.6","93","","",""
"7","1","0.2","7110","","top_sono_sit_out","3","3","0","0","top_sono_stretch"
"7","0","","7111","","287","3","2","-130","","0.3"
"7","","","7112","","0","3.5","93","","",""
"7","","0.2","7113","","top_sono_drink","3","3","1","",""
"7","","","7114","","0","2.6","93","","",""
"7","","0.4","7115","","top_iroha_read_look","2","3","0","",""
"7","","","7116","","0","3.5","93","","",""
"7","","0.2","7117","","top_luis_thinking_look","1","3","1","",""
"7","","","7118","","0","2.9","93","","",""
"7","","0.2","7119","","top_luis_thinking","1","3","1","",""
"7","","","7120","","0","1.5","93","","",""
"7","","0.2","7121","","top_sono_sit_in","3","3","0","",""
"7","","","7122","","0","0.1","93","","",""
"7","","0.2","7123","","top_iroha_read_loop","2","3","1","",""
"7","0","","7124","","350","3","2","-130","","0.3"
"7","","","7125","","0","2.5","93","","",""
"7","","0.2","7126","","top_sono_readPaper_loop","3","3","1","",""
"7","","","7127","","0","1","93","","",""
"7","","","7128","","","7012","101","","",""
"8","-140","1.4","8001","fantasize_all","1","1","5","101","0","-16"
"8","-130","1.38","8002","empty","3","3","5","100","1","980"
"8","-140","1","8003","fantasize_all","15","15","5","102","0","-16"
"8","1","0","8004","","11","11","31","27","","-140"
"8","1","0","8005","","15","15","31","0","","0"
"8","","","8006","","0","0","91","","",""
"8","1","0.2","8007","","fantasize_all","1","3","0","0","fantasize_3"
"8","1","0.2","8008","","fantasize_all","15","3","0","0","fantasize_3"
"8","","","8009","","0","2","93","","",""
"8","","","8010","","se_alces_fantasy1","se_alces","23","0","",""
"8","","","8011","","0","10","93","","",""
"8","","0.2","8012","","walk","3","3","1","",""
"8","0","","8013","","350","3","2","-130","","3"
"8","","","8014","","0","3","93","","",""
"8","","0.2","8015","","sono_notice_in_anger2","3","3","0","",""
"8","","","8016","","0","1.5","93","","",""
"8","1","0.2","8017","","kohon","3","3","0","0","idle_normal"
"8","","","8018","","0","0.6","93","","",""
"8","","","8019","","se_alces_fantasy2","se_alces","23","0","",""
"8","","0","8020","","fantasize_out","15","3","0","",""
"8","","","8021","","1","15","32","","",""
"8","","0.2","8022","","fantasize_3_surprise","1","3","0","",""
"8","","","8023","","0","1.5","93","","",""
"8","","0.2","8024","","fantasize_sit_out","1","3","0","",""
"8","0","","8025","","27","1","2","-140","","0.3"
"8","","","8026","","0","0.8","93","","",""
"8","1","0.2","8027","","fantasize_armcrossed_in","1","3","0","0","fantasize_armcrossed_idle"
"8","","","8028","","0","0.5","93","","",""
"8","","0.2","8029","","idle_surprise","3","3","1","",""
"8","","","8030","","0","1.5","93","","",""
"8","","","8031","","se_alces_run","se_alces","23","0","",""
"8","","0","8032","","fantasize_run","1","3","1","",""
"8","0","","8033","","1080","1","2","-140","","1.5"
"8","","","8034","","1","11","32","","",""
"8","0","","8035","","1080","11","33","-140","","1.5"
"8","","","8036","","0","0.5","93","","",""
"8","1","0.2","8037","","lookback_in","3","3","0","0","lookback_idle"
"8","","","8038","","0","1.8","93","","",""
"8","","","8039","","se_alces_sweat","se_alces","23","0","",""
"9","-140","1.4","9001","walk_jog_Ex3_shy","1","1","5","101","1","560"
"9","-114","1.4","9002","empty","2","1","5","100","1","147"
"9","1","0","9003","","16","16","31","147","","-114"
"9","1","0","9004","","17","17","31","147","","-114"
"9","","","9005","","0","0","91","","",""
"9","","0.2","9006","","walk_jog_Ex3_shy","1","3","1","",""
"9","0","","9007","","270","1","2","-140","","1.2"
"9","","","9008","","0","1.2","93","","",""
"9","","0.2","9009","","idle_normal_Ex0003_shy","1","3","1","",""
"9","","","9010","","0","0.3","93","","",""
"9","","0.2","9011","","lookAround","1","3","0","",""
"9","","","9012","","0","2.7","93","","",""
"9","","0.2","9013","","walk_jog_anger_shy","1","3","1","",""
"9","0","","9014","","147","1","2","-114","","0.7"
"9","","","9015","","0","0.7","93","","",""
"9","1","0","9016","","crouch_search_read_F","1","3","0","0","crouch_search_read_idle"
"9","","0","9017","","crouch_search_read_B","2","3","0","",""
"9","","","9018","","0","0.9","93","","",""
"9","","","9019","","se_alces_book_take","se_alces","23","0","",""
"9","","","9020","","0","5.2","93","","",""
"9","","","9021","","se_alces_book_open","se_alces","23","0","",""
"9","","","9022","","0","0.5","93","","",""
"9","","","9023","","se_alces_steam","se_alces","23","0","",""
"9","","","9024","","1","17","32","","",""
"9","","","9025","","0","6.2","93","","",""
"9","","","9026","","1","16","32","","",""
"10","-130","1.4","10001","iroha_sleep","2","2","5","100","0","400"
"10","-130","1.4","10002","iroha_sleep","12","12","5","101","0","400"
