4a0d21b5c5e64a60f3cd5e6fed66a9b376592e18171e22c8213fe1dc51b77983,fc93f6f95aecba8c6523a85006d3721180afd4f7a7aae9c3b260456294d7590c,91281bb3ec3d53b34ae6fcb395c3c83db38cb9ec0d8eb69a1a8d83a90a826f6a,232b3d3eb42f5025635b4920163a725904bb509e0c854db07f8d4f4ddcef1701,2a9d0b1738acb51547913810ef9bb051752081b44021f09a3b4d6089726f1395,2c2b5faef5a60abf00ececb944c13fbfa937e6cf0049c23dbfd746f1d16ad303,42c7a4718a06dc23bc0fa440ea88d60ded0af8d12ce7ede145e6d63ce4221c71,3b35a4172487c17fa6d76195de092947f754d56df9f1c552de67d73a21befb44,8e424639a04c6632306b5aebf314820f63d3ddd156ba8de347bafb6c2308e4e1,6060e92dbe1edeb50b6064b82c99957c46637c777f890a511e0d64b2681f2586,1567b9f3c93b82d784f8dd782003ae5e714925d897aff0c094e0fb86b8b11b9f,9b04162cfb45133c47ac4bc91bc5d8e517f6cfca54449e677e20758397b754c3,e5c70fcb1e1743f04bb87a96c3febbf047dc2da87c5c0d5465f4d92b42f87f4c,1cc27bf3d16fc23d726c1b127b80ec7861b7ad0fa529dbd331c6bb64089a206f,173d63c5f810460278971c59b662fb065b8cfb8ac5122e10e36ab308a9a70d5e
"1","但是\n目前還缺少了點東西…","1","0","野戶 真陽","1","0","2","沒錯，\n那就是會吐槽我的對象…！","1.5","0","1033","我的目標\n是成為有名的搞笑藝人！","0","0"
"1","因為有一點緊張…","1","0","綾瀬 優花梨","1","0","2","所以，\n先來去喝一杯了…！","1.4","0","1034","那個…我是…綾瀬優花…\n那個…不好意思！","0","0"
"1","因為不可以跟陌生人說話","1","0","冰川 鏡華","1","0","2","所以沒有辦法…\n在跟你說話了！","1.5","0","1036","我…冰川 鏡華。","0","0"
"1","……啊，鬧鐘響了。","1","0","柏崎 栞","1","0","2","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1.4","0","1038","我是柏崎…栞。","0","0"
"1","我，從來都沒有交過朋友……","1","0","雙葉 碧","1","0","2","只有花朵，\n是我唯一的說話對象。","1.4","0","1040","我、我是雙葉碧。","0","0"
"1","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","1","0","三角 千歌","1","0","2","我衷心這麼期望著。","1.4","0","1042","我是三角千歌。","0","0"
"1","什麼？\n你是那傢伙的同伴嗎？","1","0","安藝 真琴","1","0","2","抱、抱歉，剛才懷疑了你…","1.4","0","1043","我是安藝真琴。","0","0"
"1","所有具有生命的東西啊！","1","0","伊莉亞‧奧恩斯坦","1","0","2","居服在妾身偉大的力量之下吧\n哈哈哈！","1.4","0","1044","我就是夜晚的統治者！","0","0"
"1","呵呵呵呵呵……啊！","1","0","遠見 空花","1","0","2","找、找空花有什麼事情嗎!?","1.4","0","1045","然後騎士就對妖精粗魯的……","0","0"
"1","可以自由自在的睡覺玩樂♪\n吃飯打架…","1","0","宮坂 珠希","1","0","2","嗯～…\n貓咪真的是太棒了～♪","1.4","0","1046","我是宮坂珠希喵♪\n當貓很好呦喵？","0","0"
"1","那麼趕快來去冒…","1","0","大神 美冬","1","0","2","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1.4","0","1048","我是大神美冬！","0","0"
"1","無論是冒險、戰鬥、\n打掃還是洗衣服","1","0","星野 靜流","1","0","2","全～部的事情，\n都繳給姐姐吧！","1.4","0","1049","我是星野靜流！","0","0"
"1","正如你所見的，\n是個性感的美少女","1","0","玉泉 美咲","1","0","2","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1.5","0","1050","我是玉泉美咲。","0","0"
"1","？？？？","1","0","莉瑪","1","0","2","？？？？","1.4","0","1052","？？？","0","0"
"1","居然想利用零食\n這點東西來收買我……","1","0","莫妮卡‧拜斯溫特","1","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","0","1053","我是莫妮卡‧拜斯溫特。","0","0"
"1","居然想利用零食\n這點東西來收買我……","1","0","貪吃佩可","1","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","0","1058","我是莫妮卡‧拜斯溫特。","0","0"
"1","居然想利用零食\n這點東西來收買我……","1","0","可可蘿","1","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","0","1059","我是莫妮卡‧拜斯溫特。","0","0"
"1","居然想利用零食\n這點東西來收買我……","1","0","凱留","1","0","2","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","0","1060","我是莫妮卡‧拜斯溫特。","0","0"
