c518d63fc74ae42f2fe2092800a36a4b49d03ae6e4b2b81fa0208e3e9c119b26,5b3211fabb0a6dfd4a812277f3abe79d7472aa95bdffe92fc30ca432c277f470,609b5eb5c1f90f91a9060119dcabd0f6470d3cbae51ec2ddbd85bf6282d92c53,32d9bf24e2e89a6466d926afd04750027754a63d75241b117bc0578fbfe5235e,ef430d737b187193223447c8a64901ba8e7480f3198d22519b14a3553f69401b,c9db0d2330fc892cfa5fb3d93f90b3957b80edc568e9168deae91294811075af
"106601","1013406","2024/05/01 16:00:00","3001","21","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"106601","1013406","2024/05/01 16:00:00","3012","22","バトル開始後90秒間物理/魔法バリア\n展開"
"101401","1013406","2024/05/01 16:00:00","3003","23","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"101401","1013406","2024/05/01 16:00:00","3010","24","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"101201","1013406","2024/05/01 16:00:00","3003","25","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"101201","1013406","2024/05/01 16:00:00","3010","26","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"116501","1013406","2024/05/01 16:00:00","3001","27","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"116501","1013406","2024/05/01 16:00:00","3012","28","バトル開始後90秒間物理/魔法バリア\n展開"
"121601","1013406","2024/05/01 16:00:00","3001","29","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"121601","1013406","2024/05/01 16:00:00","3012","30","バトル開始後90秒間物理/魔法バリア\n展開"
"128301","1013406","2024/05/01 16:00:00","3001","31","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"128301","1013406","2024/05/01 16:00:00","3012","32","バトル開始後90秒間物理/魔法バリア\n展開"
"112201","1013406","2024/05/01 16:00:00","3003","33","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"112201","1013406","2024/05/01 16:00:00","3010","34","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"115701","1013406","2024/05/01 16:00:00","3003","35","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"115701","1013406","2024/05/01 16:00:00","3010","36","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"113401","1013406","2024/05/01 16:00:00","3003","37","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"113401","1013406","2024/05/01 16:00:00","3010","38","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"128401","1013406","2024/05/05 16:00:00","3003","39","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"128401","1013406","2024/05/05 16:00:00","3010","40","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"180701","1013406","2024/05/01 16:00:00","3001","41","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"180701","1013406","2024/05/01 16:00:00","3010","42","戰鬥開始90秒內，大幅度提升TP上升。"
"100101","1013606","2024/06/01 16:00:00","3001","43","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"100101","1013606","2024/06/01 16:00:00","3010","44","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"100101","1013606","2024/06/01 16:00:00","3013","45","攻擊力吸收無效"
"100201","1013606","2024/06/01 16:00:00","3003","46","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"100201","1013606","2024/06/01 16:00:00","3004","47","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"100201","1013606","2024/06/01 16:00:00","3010","48","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"100201","1013606","2024/06/01 16:00:00","3013","49","攻擊力吸收無效"
"100301","1013606","2024/06/01 16:00:00","3001","50","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"100301","1013606","2024/06/01 16:00:00","3004","51","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"100301","1013606","2024/06/01 16:00:00","3013","52","攻擊力吸收無效"
"108701","1013606","2024/06/01 16:00:00","3001","53","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"108701","1013606","2024/06/01 16:00:00","3010","54","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"108701","1013606","2024/06/01 16:00:00","3013","55","攻擊力吸收無效"
"180101","1013606","2024/06/01 16:00:00","3001","56","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"180101","1013606","2024/06/01 16:00:00","3010","57","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"122401","1013606","2024/06/01 16:00:00","3001","58","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122401","1013606","2024/06/01 16:00:00","3010","59","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"128701","1013606","2024/06/17 16:00:00","3001","60","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"128701","1013606","2024/06/17 16:00:00","3010","61","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"108801","1013606","2024/06/01 16:00:00","3003","62","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"108801","1013606","2024/06/01 16:00:00","3004","63","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"108801","1013606","2024/06/01 16:00:00","3010","64","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"108801","1013606","2024/06/01 16:00:00","3013","65","攻擊力吸收無效"
"115601","1013606","2024/06/01 16:00:00","3004","66","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"115601","1013606","2024/06/01 16:00:00","3010","67","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"180201","1013606","2024/06/01 16:00:00","3004","68","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"180201","1013606","2024/06/01 16:00:00","3010","69","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"122601","1013606","2024/06/01 16:00:00","3004","70","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"122601","1013606","2024/06/01 16:00:00","3010","71","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"128901","1013606","2024/06/01 16:00:00","3004","72","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"128901","1013606","2024/06/01 16:00:00","3010","73","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"108901","1013606","2024/06/01 16:00:00","3001","74","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"108901","1013606","2024/06/01 16:00:00","3002","75","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"108901","1013606","2024/06/01 16:00:00","3013","76","攻擊力吸收無效"
"114001","1013606","2024/06/01 16:00:00","3001","77","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"114001","1013606","2024/06/01 16:00:00","3004","78","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"180301","1013606","2024/06/01 16:00:00","3001","79","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"180301","1013606","2024/06/01 16:00:00","3004","80","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"122501","1013606","2024/06/01 16:00:00","3001","81","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122501","1013606","2024/06/01 16:00:00","3004","82","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"128801","1013606","2024/06/01 16:00:00","3001","83","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"128801","1013606","2024/06/01 16:00:00","3004","84","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"100101","1013706","2024/06/08 16:00:00","3001","85","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"100101","1013706","2024/06/08 16:00:00","3002","86","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"100201","1013706","2024/06/08 16:00:00","3003","87","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"100201","1013706","2024/06/08 16:00:00","3002","88","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"100301","1013706","2024/06/08 16:00:00","3001","89","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"100301","1013706","2024/06/08 16:00:00","3002","90","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"108701","1013706","2024/06/08 16:00:00","3001","91","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"108701","1013706","2024/06/08 16:00:00","3002","92","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"180101","1013706","2024/06/08 16:00:00","3001","93","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"180101","1013706","2024/06/08 16:00:00","3002","94","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"122401","1013706","2024/06/08 16:00:00","3001","95","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122401","1013706","2024/06/08 16:00:00","3002","96","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"128701","1013706","2024/06/17 16:00:00","3001","97","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"128701","1013706","2024/06/17 16:00:00","3002","98","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"108801","1013706","2024/06/08 16:00:00","3003","99","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"108801","1013706","2024/06/08 16:00:00","3002","100","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"115601","1013706","2024/06/08 16:00:00","3003","101","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"115601","1013706","2024/06/08 16:00:00","3002","102","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"180201","1013706","2024/06/08 16:00:00","3003","103","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"180201","1013706","2024/06/08 16:00:00","3002","104","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"122601","1013706","2024/06/08 16:00:00","3003","105","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"122601","1013706","2024/06/08 16:00:00","3002","106","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"128901","1013706","2024/06/08 16:00:00","3003","107","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"128901","1013706","2024/06/08 16:00:00","3002","108","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"108901","1013706","2024/06/08 16:00:00","3001","109","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"108901","1013706","2024/06/08 16:00:00","3002","110","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"114001","1013706","2024/06/08 16:00:00","3001","111","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"114001","1013706","2024/06/08 16:00:00","3002","112","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"180301","1013706","2024/06/08 16:00:00","3001","113","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"180301","1013706","2024/06/08 16:00:00","3002","114","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"122501","1013706","2024/06/08 16:00:00","3001","115","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"122501","1013706","2024/06/08 16:00:00","3002","116","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"128801","1013706","2024/06/08 16:00:00","3001","117","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"128801","1013706","2024/06/08 16:00:00","3002","118","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"110801","1014006","2024/07/01 16:00:00","3001","10140001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"110801","1014006","2024/07/01 16:00:00","3002","10140002","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"110801","1014006","2024/07/01 16:00:00","3005","10140003","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"110801","1014006","2024/07/01 16:00:00","3010","10140004","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"110901","1014006","2024/07/01 16:00:00","3001","10140005","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"110901","1014006","2024/07/01 16:00:00","3010","10140006","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予77【切嚕】"
"111001","1014006","2024/07/01 16:00:00","3002","10140007","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"111001","1014006","2024/07/01 16:00:00","3005","10140008","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"111001","1014006","2024/07/01 16:00:00","3010","10140009","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"116201","1014006","2024/07/01 16:00:00","3001","10140010","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"116201","1014006","2024/07/01 16:00:00","3002","10140011","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"116201","1014006","2024/07/01 16:00:00","3005","10140012","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"116201","1014006","2024/07/01 16:00:00","3010","10140013","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"116301","1014006","2024/07/01 16:00:00","3001","10140014","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"116301","1014006","2024/07/01 16:00:00","3010","10140015","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予40【切嚕】"
"116401","1014006","2024/07/01 16:00:00","3002","10140016","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"116401","1014006","2024/07/01 16:00:00","3005","10140017","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"116401","1014006","2024/07/01 16:00:00","3010","10140018","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"129301","1014006","2024/07/04 16:00:00","3002","10140019","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"129301","1014006","2024/07/04 16:00:00","3005","10140020","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"129301","1014006","2024/07/04 16:00:00","3010","10140021","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"102701","1014206","2024/08/01 16:00:00","3001","10142001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"102701","1014206","2024/08/01 16:00:00","3002","10142002","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"102701","1014206","2024/08/01 16:00:00","3010","10142003","戰鬥開始90秒內，大幅度提升TP上升。"
"104301","1014206","2024/08/01 16:00:00","3001","10142004","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"104301","1014206","2024/08/01 16:00:00","3002","10142005","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"104301","1014206","2024/08/01 16:00:00","3013","10142006","賦予【狼牙的咆哮】"
"109001","1014206","2024/08/01 16:00:00","3001","10142007","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"109001","1014206","2024/08/01 16:00:00","3002","10142008","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"109001","1014206","2024/08/01 16:00:00","3006","10142009","戰鬥開始90秒內，極大幅度提升物理\n暴擊時的傷害"
"117001","1014206","2024/08/01 16:00:00","3001","10142010","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"117001","1014206","2024/08/01 16:00:00","3002","10142011","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"110401","1014206","2024/08/01 16:00:00","3001","10142012","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"110401","1014206","2024/08/01 16:00:00","3002","10142013","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"115901","1014206","2024/08/01 16:00:00","3001","10142014","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"115901","1014206","2024/08/01 16:00:00","3002","10142015","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"129801","1014206","2024/08/01 16:00:00","3001","10142016","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"129801","1014206","2024/08/01 16:00:00","3002","10142017","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"103601","1014406","2024/09/01 16:00:00","3003","10144001","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"103601","1014406","2024/09/01 16:00:00","3004","10144002","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"103601","1014406","2024/09/01 16:00:00","3010","10144003","戰鬥開始90秒內，大幅度提升TP上升。"
"102501","1014406","2024/09/01 16:00:00","3003","10144004","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"102501","1014406","2024/09/01 16:00:00","3004","10144005","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"102501","1014406","2024/09/01 16:00:00","3014","10144006","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"111101","1014406","2024/09/01 16:00:00","3003","10144007","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"111101","1014406","2024/09/01 16:00:00","3004","10144008","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"111101","1014406","2024/09/01 16:00:00","3010","10144009","戰鬥開始90秒內，大幅度提升TP上升。"
"122701","1014406","2024/09/01 16:00:00","3003","10144010","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"122701","1014406","2024/09/01 16:00:00","3004","10144011","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"122701","1014406","2024/09/01 16:00:00","3010","10144012","戰鬥開始90秒內，大幅度提升TP上升。"
"130701","1014406","2024/09/04 16:00:00","3003","10144013","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"130701","1014406","2024/09/04 16:00:00","3004","10144014","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"130701","1014406","2024/09/04 16:00:00","3010","10144015","戰鬥開始90秒內，大幅度提升TP上升。"
"180801","1014406","2024/09/01 16:00:00","3001","10144016","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"180801","1014406","2024/09/01 16:00:00","3002","10144017","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"107701","1014406","2024/09/01 16:00:00","3003","10144018","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"107701","1014406","2024/09/01 16:00:00","3004","10144019","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"107701","1014406","2024/09/01 16:00:00","3014","10144020","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"112101","1014406","2024/09/01 16:00:00","3003","10144021","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"112101","1014406","2024/09/01 16:00:00","3004","10144022","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"112101","1014406","2024/09/01 16:00:00","3014","10144023","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"101001","1014606","2024/10/01 16:00:00","3003","10146001","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"101001","1014606","2024/10/01 16:00:00","3002","10146002","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"101001","1014606","2024/10/01 16:00:00","3013","10146003","Boss的中毒無效"
"110601","1014606","2024/10/01 16:00:00","3003","10146004","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"110601","1014606","2024/10/01 16:00:00","3002","10146005","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"110601","1014606","2024/10/01 16:00:00","3010","10146006","戰鬥開始90秒內，特大幅度提升TP上升。"
"110601","1014606","2024/10/01 16:00:00","3013","10146007","Boss的中毒無效"
"116001","1014606","2024/10/01 16:00:00","3002","10146008","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"116001","1014606","2024/10/01 16:00:00","3013","10146009","Boss的中毒無效"
"123101","1014606","2024/10/01 16:00:00","3003","10146010","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"123101","1014606","2024/10/01 16:00:00","3002","10146011","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"123101","1014606","2024/10/01 16:00:00","3010","10146012","戰鬥開始90秒內，特大幅度提升TP上升。"
"131001","1014606","2024/10/01 16:00:00","3003","10146013","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"131001","1014606","2024/10/01 16:00:00","3002","10146014","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"131001","1014606","2024/10/01 16:00:00","3010","10146015","戰鬥開始90秒內，特大幅度提升TP上升。"
"131001","1014606","2024/10/01 16:00:00","3013","10146016","Boss的中毒無效"
"102301","1014606","2024/10/01 16:00:00","3001","10146017","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"102301","1014606","2024/10/01 16:00:00","3002","10146018","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"106601","1014606","2024/10/01 16:00:00","3001","10146019","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"106601","1014606","2024/10/01 16:00:00","3002","10146020","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"102101","1014606","2024/10/01 16:00:00","3001","10146021","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"102101","1014606","2024/10/01 16:00:00","3002","10146022","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"126401","1014606","2024/10/01 16:00:00","3001","10146023","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"126401","1014606","2024/10/01 16:00:00","3002","10146024","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"126101","1014606","2024/10/01 16:00:00","3003","10146025","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"126101","1014606","2024/10/01 16:00:00","3002","10146026","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"123301","1014806","2024/11/01 16:00:00","3001","10148001","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"123301","1014806","2024/11/01 16:00:00","3002","10148002","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"123301","1014806","2024/11/01 16:00:00","3014","10148003","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"123301","1014806","2024/11/01 16:00:00","3013","10148004","Boss的領域效果無效"
"118201","1014806","2024/11/01 16:00:00","3003","10148005","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"118201","1014806","2024/11/01 16:00:00","3002","10148006","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"118101","1014806","2024/11/01 16:00:00","3003","10148007","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"118101","1014806","2024/11/01 16:00:00","3002","10148008","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"118101","1014806","2024/11/01 16:00:00","3013","10148009","Boss的領域效果無效"
"125801","1014806","2024/11/01 16:00:00","3001","10148010","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"125801","1014806","2024/11/01 16:00:00","3002","10148011","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"125801","1014806","2024/11/01 16:00:00","3013","10148012","Boss的領域效果無效"
"131101","1014806","2024/11/01 16:00:00","3001","10148013","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"131101","1014806","2024/11/01 16:00:00","3002","10148014","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"131101","1014806","2024/11/01 16:00:00","3014","10148015","戰鬥開始90秒內，賦予持續恢復TP\n的狀態"
"131101","1014806","2024/11/01 16:00:00","3013","10148016","Boss的領域效果無效"
"131201","1014806","2024/11/04 16:00:00","3003","10148017","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"131201","1014806","2024/11/04 16:00:00","3002","10148018","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"126901","1014806","2024/11/01 16:00:00","3003","10148019","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"126901","1014806","2024/11/01 16:00:00","3002","10148020","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"123001","1015006","2024/12/01 16:00:00","3002","10150001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"123001","1015006","2024/12/01 16:00:00","3010","10150002","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"123001","1015006","2024/12/01 16:00:00","3013","10150003","Boss的環境效果無效"
"106701","1015006","2024/12/01 16:00:00","3003","10150004","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"106701","1015006","2024/12/01 16:00:00","3002","10150005","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"106701","1015006","2024/12/01 16:00:00","3010","10150006","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"106701","1015006","2024/12/01 16:00:00","3013","10150007","Boss的環境效果無效"
"131701","1015006","2024/12/01 16:00:00","3003","10150008","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"131701","1015006","2024/12/01 16:00:00","3002","10150009","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"131701","1015006","2024/12/01 16:00:00","3010","10150010","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"131701","1015006","2024/12/01 16:00:00","3013","10150011","Boss的環境效果無效"
"127001","1015006","2024/12/01 16:00:00","3001","10150012","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"127001","1015006","2024/12/01 16:00:00","3013","10150013","Boss的環境效果無效"
"113601","1015006","2024/12/01 16:00:00","3001","10150014","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
