e5fab68258878820593087b5c513aae6889814e750d97d17c2d3b9ce665e7e9a,b1c47c26b780bd01819306c3343fc0e87d71200355cf9014caaaade8fd5dbd39,90d9f84dbfbeda046c428319fe3442a03b13c5feab29b4836889bdb1280bd7ff,0f82f7758d07af8f185244d3509a3b2798579b4fb5ea8db4d6be83429f0adf10,ca9208bf2a6259a6228df4fed2c8f0cf042c3b69f8baeeddc1e45be734ea8e4b,125121bcbf516b1d5f15ffe40b708bd2baf5eb70bdbb49a1956c13c9cba2aa94,d9c2791b9dab3ab21614673230e8d2f5b6a0278276bdf8f1819e1f14f20057f5,d0305b71ab290185e06cfd000731eb9e58c71d09e04b64101c2860f83fecd8bc,78c7bf73fe0e2ad8d7c343cf2e5a19005bf06df22b03be03063772d47f249ff4,91d7831d8f59455a632b00a574ef54d954ee8e049925783b8fefac562d8a5943,823999135f6f16aa63d5e6c92d05de8d630682110cd6b5e60fbe7afab89eaea0,0c365f936b71e11aa55b87a2875b6ef78c2d9ac518ddafc6142c770f89c3d983,a95945218456438e84fc8bf546f7169c8a931fac9a03da83a97eef868cdb577a,4db8df36c805179cb8798088d601f6e70f1bac2e8e03b2935ac59abf96908643,fec265bf65f4e41990cb3224bcd5dc0a466443e5730f3351c43875bacfb5bc12,6c571a85f1b59970aeaf2393ef99f9d64529329553ecc1480cc6a9a5f2de65b0,4274a908edda8f44a55a24bf5c782ec97d177dd07ed0101b85499fdf552636d2,49081523b231a74bd0ebf4d39cf43a2375962573ca746e8e373e546b62c10477,8c71cd4d36fa211b6c6efaf5568855bde379c118d317ad94c7d91243700cb0ab,68c7e8f25bb210855297c4c0bf14f0991301d2842f42681c7055e0ec434ab59f,f6c00046acd8d6c082d0072561d3f95f07c39335da64abbf9d14576a8e5c1442,813235bc7b4008dbe88fb12405e998d2f2d81f1740017a03509b31b2c8f642ff,58950e6d4d9fd3dea86aa2c89e6f022e837ee6dc05f9a7867f092139d50f5409,9400c68846169e26ff7b6ed749562c289d55de584d81ab5808a177508bf43c7c,4aa9eb97b10357ba8357355b6059d138ffa59e7a8eb99173a1b0b00842bd674a,1482964f9aebf4e2216e6d2b09364a31a9a3601115d83127ec4a1106dc07ca8a,164505d93ab684cbd1ce3c85f163785927d2e1621c02d0ecc7a260215899f6bc,82d36aace32cbe7aeaf3cd2dd5c93d6449049d3b6b3952539c9151dd34a8780e,97d420ae5808682e980e399586261cdb169b52059f55166a6b687cb2ab68f940,08b0a8003ff2549a0dfaaa69f9249a55e63952be5f5a6536f1da104d86c72ccd,bd6752a33b9d808577d17bdd008c1d006256a802951aad0a6a24d36eaad2fa04,c15496de9d3438bb257bcb368f62fc2e68c43b808edd17f90301f48a16197a44,4ac52106264bf390be8a7f01681b4b032c65c189ded40c926781607343926f77,04482d2d02cb0bc00a45263fb0faa72be43080c4039698a44cff2164a9875be8,ac4a9f6d31d97350cb076eaa8f5fb7640e015c1dc45a2a2dcd7b1518209946f6,433f878a88ca3ece36d0fc468e093ff44292e91ce83a6b2f4f8a65404d38b5f6,6b9676b419b5303835281cb3bb4564fcc43471f3efc35adfec74093ac7130166,cf9f81d46f86b9c79f94426da649ef3934ad974d23d4d9f73bc92f3da07a2e10,8c67177cd62764d2d853a40c36740b385f5278e396b36cb6547b8610684141c2,285d96a807a15057bd958811e35757a86d90615977b7f75854aab9c6d71f218e,ab59beffd9355861ce2baa153182ddefb95e0716d7c016f66cb1ce54b24458a3,fe28801b9e504bd498c61ef026be087f2271aced52407fb70d62f22762f9edeb,201a72fe74932fcb066fc7c9f8a8bb77027eb7fde80f040c76abd2d891afa416,2abc6e620674cf10cd86bfcb6c575b6fa8257f46823ab56d68b08e122196feae,0a640af1150ddfaa0667362de395ab6ff469325841eaa7aa90e6a7d54437ff0f,12ba17e287f00b3e8655ebe7f8984036760b7faa2a05eb9a182acde817d14acb,6cebf289f13500a2a41ff687db33b223f2b00f0168539176de570bda89a54f7a,1f450b739234a6f04879736fba1bb4ff0bc27ec5f1cec25d30fef14635baca4e,c685f456dc9b88d68630f7b778bd385d48a968d9a715711522aa8e27a31ad133,9ff002622ceae9478b47ee50ed0c78578fd88736bcb5f213f1c3e0829691f505,999d80db16e1e834f17a4aee0158b1243c60c2e5c4b00ba3c8ff8d8fcb24e750,8c52a008b6df19e206e51244f78a0b437bcde4ea3e7892c3a017b6286d8c29d5,4406790b925387f81cc40b0709c8ba8f69dd8ecc6f8ef7eb653aa3e69e858f15
"帕拉斯高原 2-2","100032","8","bgm_M06","101251","0","0","8","0","0","2015/12/17 15:00:00","0","0","0","0","0","101020202","101020206","90","100010","101371","2030/12/31 14:59:59","11002","0","0","bgm_M06","100031","0","0","102251","100032","8","0","101020205","bgm_M06","211001000","bgm_M06","-200","130","110020021","0","0","-300","110020022","bgm_M06","11002002","110020023","110020021","0","0","bgm_M06","100033","0"
"帕拉斯高原 2-3","100035","8","bgm_M06","101401","0","0","8","0","0","2015/12/17 15:00:00","0","101020303","0","0","0","101020305","101020304","90","100010","101551","2030/12/31 14:59:59","11002","0","0","bgm_M06","100034","0","0","102162","100035","8","0","101020304","bgm_M06","211001000","bgm_M06","-160","130","110020031","0","0","-130","110020032","bgm_M06","11002003","110020033","110020031","0","0","bgm_M06","100036","0"
"帕拉斯高原 2-4","100092","8","bgm_M06","101521","0","0","8","0","0","2015/12/17 15:00:00","0","0","0","0","0","101020404","101020405","90","100030","101581","2030/12/31 14:59:59","11002","0","0","bgm_M06","100091","0","0","102221","100092","8","0","101020404","bgm_M06","211001000","bgm_M06","-10","130","110020041","0","0","-200","110020042","bgm_M06","11002004","110020043","110020041","0","0","bgm_M06","100093","0"
"帕拉斯高原 2-5","100092","8","bgm_M06","101281","0","0","8","0","0","2015/12/17 15:00:00","0","0","0","0","0","101020506","101020501","90","100030","101611","2030/12/31 14:59:59","11002","0","0","bgm_M06","100091","0","0","102191","100092","8","0","101020502","bgm_M06","211001000","bgm_M06","75","130","110020051","0","0","-325","110020052","bgm_M06","11002005","110020053","110020051","0","0","bgm_M06","100093","0"
"帕拉斯高原 2-6","100092","8","bgm_M06","101251","0","0","8","0","0","2015/12/17 15:00:00","0","101020606","0","0","0","101020603","101020604","90","100030","101581","2030/12/31 14:59:59","11002","0","0","bgm_M06","100091","0","0","102071","100092","8","0","101020604","bgm_M06","211001000","bgm_M06","130","130","110020061","0","0","-170","110020062","bgm_M06","11002006","110020063","110020061","0","0","bgm_M06","100093","0"
"帕拉斯高原 2-7","100092","8","bgm_M06","101071","0","0","8","0","0","2015/12/17 15:00:00","0","0","0","0","0","101020705","101020706","90","100030","101431","2030/12/31 14:59:59","11002","0","0","bgm_M06","100091","0","0","122311","100092","8","0","101020704","bgm_M06","211001000","bgm_M06","40","130","110020071","0","0","-35","110020072","bgm_M06","11002007","110020073","110020071","0","0","bgm_M06","100093","0"
"帕拉斯高原 2-8","100037","8","bgm_M06","101131","0","0","8","25011","0","2015/12/17 15:00:00","0","101020807","0","0","0","101020805","101020807","90","100050","101611","2030/12/31 14:59:59","11002","0","0","bgm_M06","100036","0","0","102281","100037","8","0","101020806","bgm_M06","211001000","bgm_M06","-75","130","110020081","0","0","30","110020082","bgm_M06","11002008","110020083","110020081","0","0","bgm_M06","100038","0"
"帕拉斯高原 2-9","100102","8","bgm_M06","122371","0","0","8","25012","0","2015/12/17 15:00:00","0","101020905","0","0","0","101020901","101020904","90","100030","102611","2030/12/31 14:59:59","11002","-70","0","bgm_M06","100101","0","0","122431","100102","8","0","101020902","bgm_M06","211001000","bgm_M06","-150","130","110020091","0","0","160","110020092","bgm_M06","11002009","110020093","110020091","0","0","bgm_M06","100103","0"
"帕拉斯高原 2-10","100042","8","bgm_M06","102581","0","0","8","25013","0","2015/12/17 15:00:00","0","101021005","0","0","0","101021007","101021002","90","100040","102011","2030/12/31 14:59:59","11002","0","0","bgm_M06","100041","0","0","122341","100042","8","0","101021003","bgm_M06","211001000","bgm_M06","-125","130","110020101","0","0","320","110020102","bgm_M06","11002010","110020103","110020101","0","0","bgm_M06","100043","0"
"帕拉斯高原 2-11","100042","8","bgm_M06","102551","0","0","8","25014","0","2015/12/17 15:00:00","0","101021104","0","0","0","101021101","101021103","90","100040","102461","2030/12/31 14:59:59","11002","0","0","bgm_M06","100041","0","0","122493","100042","8","0","101021102","bgm_M06","211001000","bgm_M06","-105","130","110020111","0","0","485","110020112","bgm_M06","11002011","110020113","110020111","0","0","bgm_M06","100043","0"
"帕拉斯高原 2-12","100372","8","bgm_M17_02","102612","0","9002126","8","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101021206","0","90","100030","102221","2030/12/31 14:59:59","11002","0","9002125","bgm_M63","100371","0","0","122491","100372","8","0","0","bgm_M17_02","211001000","bgm_M17","40","130","110020121","0","0","450","110020122","bgm_M63","11002012","110020123","110020121","0","0","bgm_M17","100373","0"
"赫柏丘陵 3-1","100152","8","bgm_M06","102551","0","0","8","0","0","2015/12/17 15:00:00","0","101030105","0","0","0","101030102","101030103","90","100120","102071","2030/12/31 14:59:59","11003","70","0","bgm_M06","100151","0","0","122493","100152","8","0","101030104","bgm_M06","211001000","bgm_M06","100","140","110030011","0","0","-455","110030012","bgm_M06","11003001","110030013","110030011","0","0","bgm_M06","100153","0"
"赫柏丘陵 3-2","100062","8","bgm_M06","102612","0","0","8","0","0","2015/12/17 15:00:00","0","101030204","0","0","0","101030201","101030205","90","100010","102251","2030/12/31 14:59:59","11003","0","0","bgm_M06","100061","0","0","122491","100062","8","0","101030203","bgm_M06","211001000","bgm_M06","-65","140","110030021","0","0","-380","110030022","bgm_M06","11003002","110030023","110030021","0","0","bgm_M06","100063","0"
"赫柏丘陵 3-3","100065","8","bgm_M06","102252","0","0","8","0","0","2015/12/17 15:00:00","0","101030305","0","0","0","101030306","101030308","90","100010","102011","2030/12/31 14:59:59","11003","0","0","bgm_M06","100064","0","0","102163","100065","8","0","101030307","bgm_M06","211001000","bgm_M06","40","140","110030031","0","0","-255","110030032","bgm_M06","11003003","110030033","110030031","0","0","bgm_M06","100066","0"
"赫柏丘陵 3-4","100112","8","bgm_M06","102192","0","0","8","0","0","2015/12/17 15:00:00","0","101030405","0","0","0","101030402","101030401","90","100050","102191","2030/12/31 14:59:59","11003","0","0","bgm_M06","100111","0","0","102222","100112","8","0","101030404","bgm_M06","211001000","bgm_M06","38","140","110030041","0","0","-90","110030042","bgm_M06","11003004","110030043","110030041","0","0","bgm_M06","100113","0"
"赫柏丘陵 3-5","100112","8","bgm_M06","102131","0","0","8","0","0","2015/12/17 15:00:00","0","101030507","0","0","0","101030508","101030502","90","100050","102221","2030/12/31 14:59:59","11003","0","0","bgm_M06","100111","0","0","102013","100112","8","0","101030501","bgm_M06","211001000","bgm_M06","-105","140","110030051","0","0","-130","110030052","bgm_M06","11003005","110030053","110030051","0","0","bgm_M06","100113","0"
"赫柏丘陵 3-6","100242","8","bgm_M06","102101","0","0","8","0","0","2015/12/17 15:00:00","0","101030606","0","0","0","101030605","101030601","90","100020","122311","2030/12/31 14:59:59","11003","0","0","bgm_M06","100241","0","0","102014","100242","8","0","101030601","bgm_M06","211001000","bgm_M06","-205","140","110030061","0","0","15","110030062","bgm_M06","11003006","110030063","110030061","0","0","bgm_M06","100243","0"
"赫柏丘陵 3-7","100242","8","bgm_M06","122282","0","0","8","0","0","2015/12/17 15:00:00","0","101030705","0","0","0","101030701","101030706","90","100020","102162","2030/12/31 14:59:59","11003","0","0","bgm_M06","100241","0","0","102041","100242","8","0","101030706","bgm_M06","211001000","bgm_M06","-40","140","110030071","0","0","75","110030072","bgm_M06","11003007","110030073","110030071","0","0","bgm_M06","100243","0"
"赫柏丘陵 3-8","100035","8","bgm_M06","122342","0","0","8","25011","0","2015/12/17 15:00:00","0","101030810","0","0","0","101030807","101030809","90","100050","122341","2030/12/31 14:59:59","11003","0","0","bgm_M06","100034","0","0","122312","100035","8","0","101030808","bgm_M06","211001000","bgm_M06","90","140","110030081","0","0","185","110030082","bgm_M06","11003008","110030083","110030081","0","0","bgm_M06","100036","0"
"赫柏丘陵 3-9","100038","8","bgm_M06","122401","0","0","8","25012","0","2015/12/17 15:00:00","0","0","0","0","0","101030905","101030906","90","100050","122371","2030/12/31 14:59:59","11003","0","0","bgm_M06","100037","0","0","122372","100038","8","0","101030906","bgm_M06","211001000","bgm_M06","15","140","110030091","0","0","340","110030092","bgm_M06","11003009","110030093","110030091","0","0","bgm_M06","100039","0"
"赫柏丘陵 3-10","100022","8","bgm_M06","122521","0","0","8","25013","0","2015/12/17 15:00:00","0","101031005","0","0","0","101031007","101031006","90","100020","102281","2030/12/31 14:59:59","11003","0","0","bgm_M06","100021","101031002","0","122432","100022","8","0","101031004","bgm_M06","211001000","bgm_M06","-120","140","110030101","0","0","260","110030102","bgm_M06","11003010","110030103","110030101","0","0","bgm_M06","100023","0"
"赫柏丘陵 3-11","100392","8","bgm_M06","102582","0","0","8","25014","0","2015/12/17 15:00:00","0","101031108","0","0","0","101031106","101031101","90","100080","122431","2030/12/31 14:59:59","11003","0","0","bgm_M06","100391","101031104","0","102552","100392","8","0","101031107","bgm_M06","211001000","bgm_M06","-110","140","110030111","0","0","460","110030112","bgm_M06","11003011","110030113","110030111","0","0","bgm_M06","100393","0"
"赫柏丘陵 3-12","100392","8","bgm_M17_02","122613","0","9003126","8","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101031206","0","90","100080","102581","2030/12/31 14:59:59","11003","0","9003125","bgm_M63","100391","0","0","122614","100392","8","0","0","bgm_M17_02","211001000","bgm_M17","60","140","110030121","0","0","495","110030122","bgm_M63","11003012","110030123","110030121","0","0","bgm_M17","100393","0"
"維斯塔溪谷 4-1","100582","9","bgm_M06","102252","0","0","9","0","0","2015/12/17 15:00:00","0","0","0","0","0","101040106","101040104","90","100100","102131","2030/12/31 14:59:59","11004","0","0","bgm_M06","100581","0","0","102101","100582","9","0","101040106","bgm_M06","211001000","bgm_M06","25","150","110040011","0","0","-660","110040012","bgm_M06","11004001","110040013","110040011","0","0","bgm_M06","100583","0"
"維斯塔溪谷 4-2","100582","9","bgm_M06","102192","0","0","9","0","0","2015/12/17 15:00:00","0","101040204","0","0","0","101040201","101040205","90","100100","102222","2030/12/31 14:59:59","11004","0","0","bgm_M06","100581","0","0","102014","100582","9","0","101040206","bgm_M06","211001000","bgm_M06","-70","150","110040021","0","0","-540","110040022","bgm_M06","11004002","110040023","110040021","0","0","bgm_M06","100583","0"
"維斯塔溪谷 4-3","100582","9","bgm_M06","102013","0","0","9","0","0","2015/12/17 15:00:00","0","101040304","0","0","0","101040305","101040306","90","100100","102041","2030/12/31 14:59:59","11004","0","0","bgm_M06","100581","0","0","113071","100582","9","0","101040306","bgm_M06","211001000","bgm_M06","-10","150","110040031","0","0","-395","110040032","bgm_M06","11004003","110040033","110040031","0","0","bgm_M06","100583","0"
"維斯塔溪谷 4-4","100582","9","bgm_M06","102163","0","0","9","0","0","2015/12/17 15:00:00","0","101040405","0","0","0","101040407","101040406","90","100100","122282","2030/12/31 14:59:59","11004","0","0","bgm_M06","100581","0","0","113011","100582","9","0","101040402","bgm_M06","211001000","bgm_M06","30","150","110040041","0","0","-240","110040042","bgm_M06","11004004","110040043","110040041","0","0","bgm_M06","100583","0"
"維斯塔溪谷 4-5","100202","9","bgm_M06","123251","0","0","9","0","0","2015/12/17 15:00:00","0","101040502","0","0","0","101040505","101040503","90","100110","122521","2030/12/31 14:59:59","11004","0","0","bgm_M06","100201","101040507","0","123161","100202","9","0","101040503","bgm_M06","211001000","bgm_M06","-145","150","110040051","0","0","-245","110040052","bgm_M06","11004005","110040053","110040051","0","0","bgm_M06","100203","0"
"維斯塔溪谷 4-6","100202","9","bgm_M06","113191","0","0","9","0","0","2015/12/17 15:00:00","0","101040607","0","0","0","101040603","101040607","90","100110","122342","2030/12/31 14:59:59","11004","0","0","bgm_M06","100201","0","0","113221","100202","9","0","101040603","bgm_M06","211001000","bgm_M06","-115","150","110040061","0","0","-75","110040062","bgm_M06","11004006","110040063","110040061","0","0","bgm_M06","100203","0"
"維斯塔溪谷 4-7","100102","9","bgm_M06","102552","0","0","9","0","0","2015/12/17 15:00:00","0","101040705","0","0","0","101040707","101040706","90","100070","122312","2030/12/31 14:59:59","11004","-70","0","bgm_M06","100101","0","0","123281","100102","9","0","101040701","bgm_M06","211001000","bgm_M06","40","150","110040071","0","0","-40","110040072","bgm_M06","11004007","110040073","110040071","0","0","bgm_M06","100103","0"
"維斯塔溪谷 4-8","100102","9","bgm_M06","102582","0","0","9","0","0","2015/12/17 15:00:00","0","101040808","0","0","0","101040805","101040807","90","100070","122372","2030/12/31 14:59:59","11004","-70","0","bgm_M06","100101","0","0","123311","100102","9","0","101040806","bgm_M06","211001000","bgm_M06","-20","150","110040081","0","0","115","110040082","bgm_M06","11004008","110040083","110040081","0","0","bgm_M06","100103","0"
"維斯塔溪谷 4-9","100582","9","bgm_M06","122614","0","0","9","25011","0","2015/12/17 15:00:00","0","101040905","0","0","0","101040907","101040901","90","100100","122401","2030/12/31 14:59:59","11004","0","0","bgm_M06","100581","0","0","123341","100582","9","0","101040906","bgm_M06","211001000","bgm_M06","40","150","110040091","0","0","275","110040092","bgm_M06","11004009","110040093","110040091","0","0","bgm_M06","100583","0"
"維斯塔溪谷 4-10","100075","9","bgm_M06","113521","0","0","9","25012","0","2015/12/17 15:00:00","0","101041004","0","0","0","101041005","101041002","90","100010","122432","2030/12/31 14:59:59","11004","0","0","bgm_M06","100074","0","0","113431","100075","9","0","101041005","bgm_M06","211001000","bgm_M06","20","150","110040101","0","0","440","110040102","bgm_M06","11004010","110040103","110040101","0","0","bgm_M06","100076","0"
"維斯塔溪谷 4-11","100078","9","bgm_M06","113581","0","0","9","25013","0","2015/12/17 15:00:00","0","101041105","0","0","0","101041106","101041102","90","100010","122613","2030/12/31 14:59:59","11004","0","0","bgm_M06","100077","0","0","113551","100078","9","0","101041102","bgm_M06","211001000","bgm_M06","55","150","110040111","0","0","615","110040112","bgm_M06","11004011","110040113","110040111","0","0","bgm_M06","100079","0"
"維斯塔溪谷 4-12","100202","9","bgm_M06","123612","0","0","9","25014","0","2015/12/17 15:00:00","0","101041201","0","0","0","101041205","101041204","90","100110","113011","2030/12/31 14:59:59","11004","0","0","bgm_M06","100201","101041201","0","113611","100202","9","0","101041203","bgm_M06","211001000","bgm_M06","-95","150","110040121","0","0","690","110040122","bgm_M06","11004012","110040123","110040121","0","0","bgm_M06","100203","0"
"維斯塔溪谷 4-13","100462","9","bgm_M17_02","113252","0","9004136","9","25015","0","2015/12/17 15:00:00","0","0","0","0","0","101041306","0","90","100110","113221","2030/12/31 14:59:59","11004","0","9004135","bgm_M63","100461","0","0","123192","100462","9","0","0","bgm_M17_02","211001000","bgm_M17","-125","150","110040131","0","0","520","110040132","bgm_M63","11004013","110040133","110040131","0","0","bgm_M17","100463","0"
