a46b4a08b0f2b5aceecf64e5a9215a65fa0df268f1d09e842728b94f78c3fe90,00e1a36fc8dc5cfeba259f50d7a383a0d6fc8f3d6932b1046909fe53e8d6f33d,934ff4110bd0df472a9634e399eaab6cacd0fb0995e4e2779259097cb19a1b34,e61a9667d84a42c79f9c2c75c3a624795675499c56f7733dbce0e959e15e2008,195177324f50dc8852b90e194356bb21d5963529e854c11a820a4b4b10e3e34c,96badbc0f7bd7c57f171b796586e428ab319700a117167e7f8bfe2ba5250658f,b38a34c1f8dad75b0c66ab3880916869b5c5e7df420e2c7fa3e40a0f0d44824c,e6b3881b7d9120ac57b48fe5a01aca330640281228b9f2b34eb40eb9bd927c89,abcf6afb562d4bc190c003dc4fdaab097015b2c474010cc15b0775364c60f00a,7ecc50c71940c6ebbafed6f2ca1109c73241c8cc8d63fa45fb6e7da9b5a89fae,fbc7b9415b029fa39f13084d8f1e770e1c6a7a2bd0ba179b1d1dbc2b87f3161a,b92f374ab20e99d5739227990bfa0b274a81bcdf3dae05854326762489d84619,fa5ddec6161aa82eb905a815defd5a6d9e88a0ad4caa99c040fbdbcb8ce441a0,c92c332ecd09ce3ab36d4d5cccb7ee23b68377233e7d3ecb59e32b575d6043f8,1b6f2d63cf34f340b9f8690b407753b7fd243655bb91c551f707d4c0ac359444,d252b8dfb62be2d76810eedf1180cce97d7d9c8f10258c9331df04f59eb71435,eeb17fc10f1384e3ab25d6b0869c92642e2bef3b1a90aa36584206f9e634505d,2f9d47c3bc72ab4a47a6baa4ad3d65ad66a43e8e51d84d27c31dd6baff990a76,2c32965b3dbe819c3ce080cc62aefbfa5161ffe8e9bd4e61a48041b4e4cec441,1bac725dff116b01214ec51f07feee7ff77fe3304f741365b65ff131104655e8,989ac9c704b030fea0a9ed7256dd8f8209a8ee7e1bf50eeeaf1e4b593197c891,2905dba9c8114ef758941cb74b8d969de8e561c9c706d1fa5ddd541ca8a5de1f,d5dcede0f3b480838f31b31d8bf34fc00e63fe093a26cf2acce480b0342dbe7b,18eb6feec00b228cb8aa0e38561eaa096786a04168de88e4d802012f36bfad3b,3522520060639509f5286fda710585412f79b4a7f3ef30c994a04d67949fa972,97d8d22219db0ecc44e510e04e76bd3885a98af6c36994930e695e5bf669c508,6a3f7ce3ca75a959970afa49ced9f986d06b950f14a5b36cf94fb796acba0e46,6e8da6454d5ff2439fef1f97394ed3e10873c7f017266c6589a7f6e35879336c,e4fd2215bfc3d9af2cc1749d2f3d27edbcada0e320b6040d16005b9fc6de7879,73b452b31c7b4ea4af1dce4f8100f4685b3e223d28368b02d24d6bb78160aebc,8b1355c815d745b9031d7c41a4d8a717ad53336ae79c7ad6e0cac915f2ff5f00,49b9d0763870bef838dab31041e1419e4ae890b42a5e2e8c52334a8fd45f3db6,4a439bcafa668d8c2e1ad3c6388bbc2d6d5ae4c2b275a2d0299d428bc39b65ea,f6c9f61b4be213c28e4d87fd73d1ee42ea2088d8a5f35ccdf0ec411f327729af,092fb2eecb41edfa9db2335a1781299024db3d90d550fa6820dd26c0cdd825bc,f8a4048561af44bd3567ef6378a71080698b13819f0cc3eb799260e15a18771e,9c2972a55f5e30d55f13f08a19691a76abd91c9aab8ca67f3de397686af16eb7,935373651a14d637a4d6e24e9981cc137d695be75d47009e5f37cbaea3fbb64f,f20338bc03a7d5c570c58b70616d24c4267473a39761814988c18b34a77f77dc,33ee519c49979dca7c0e6d0d6e2de6d5b6b802a03311cfa4a6171dbe9468dc71,e6fd139d6fe2b8875d2d5e3c541b7504f01ce812e0eb08872a53b73f14638824,0ee1671c97d469314b0d0412e0502edd26003b575dea3ee5a7fa668b9c749019,6b66a49fb36d63d671585b46ecf2ba742e958614a1f64ec7580cc4cc769f5039,ad4f381048857d970b2d553491555cf97e0a1314597418a91da81d3c52935ef2
"1","0","1","1","17","10090103","0","1004105","1009","1.3","401040551","0","10090104","1","0","1","1.3","0.03","0","1","10090102","10090101","710091","401040531","401040511","0","0","1004101","100000","0","0","401040521","1","1","10090105","1004102","401040541","1004103","1.5","0","0","0","1004104","0"
"1","0","1","5","18","10090103","0","1004110","1009","1.8","401040601","0","10090104","2","0","1.4","1.8","0.06","0","2","10090102","10090101","710091","401040581","401040561","0","0","1004106","100000","0","0","401040571","1","1.4","10090105","1004107","401040591","1004108","2","0","0","0","1004109","0"
"1","0","1","-1","19","10090103","0","1004105","1009","2.5","401040651","0","10090104","6","0","2","2.5","0.06","0","2","10090102","10090101","710091","401040631","401040611","0","0","1004101","100000","0","0","401040621","1","2","10090105","1004102","401040641","1004103","3","0","0","0","1004104","0"
"1","0","1","3","20","10100103","0","1004110","1010","1.3","401011005","0","10100104","1","0","1","1.3","0.03","0","1","10100102","10100101","710101","401011003","401011001","0","0","1004106","100000","0","0","401011002","1","1","10100105","1004107","401011004","1004108","1.5","0","0","0","1004109","0"
"1","0","1","10","21","10100103","0","1004105","1010","1.8","401021005","0","10100104","4","0","1.4","1.8","0.06","0","2","10100102","10100101","710101","401021003","401021001","0","0","1004101","100000","0","0","401021002","1","1.4","10100105","1004102","401021004","1004103","2","0","0","0","1004104","0"
"1","0","1","-1","22","10100103","0","1004110","1010","2.5","401031005","0","10100104","11","0","2","2.5","0.06","0","2","10100102","10100101","710101","401031003","401031001","0","0","1004106","100000","0","0","401031002","1","2","10100105","1004107","401031004","1004108","3","0","0","0","1004109","0"
"1","0","1","1","23","10110103","0","1004105","1011","1.3","401040701","0","10110104","1","0","1","1.3","0.03","0","1","10110102","10110101","710111","401040681","401040661","0","0","1004101","100000","0","0","401040671","2","1","10110105","1004102","401040691","1004103","1.5","0","0","0","1004104","0"
"1","0","1","3","24","10110103","0","1004110","1011","1.3","401040701","0","10110104","2","0","1","1.3","0.03","0","1","10110102","10110101","710111","401040681","401040661","0","0","1004106","100000","0","0","401040671","2","1","10110105","1004107","401040691","1004108","1.5","0","0","0","1004109","0"
"1","0","2","10","25","10110103","0","1004105","1011","1.8","401040751","0","10110104","4","0","1.4","1.8","0.06","0","2","10110102","10110101","710111","401040731","401040711","0","0","1004101","100000","0","0","401040721","5","1.4","10110105","1004102","401040741","1004103","2","0","0","0","1004104","0"
"1","0","3","-1","26","10110103","0","1004110","1011","2.5","401040801","0","10110104","11","0","2","2.5","0.06","0","2","10110102","10110101","710111","401040781","401040761","0","0","1004106","100000","0","0","401040771","12","2","10110105","1004107","401040791","1004108","3","0","0","0","1004109","0"
"1","0","1","1","27","10120103","0","1004105","1012","1.3","401040851","0","10120104","1","0","1","1.3","0.03","0","1","10120102","10120101","710121","401040831","401040811","0","0","1004101","100000","0","0","401040821","2","1","10120105","1004102","401040841","1004103","1.5","0","0","0","1004104","0"
"1","0","1","3","28","10120103","0","1004110","1012","1.3","401040851","0","10120104","2","0","1","1.3","0.03","0","1","10120102","10120101","710121","401040831","401040811","0","0","1004106","100000","0","0","401040821","2","1","10120105","1004107","401040841","1004108","1.5","0","0","0","1004109","0"
"1","0","2","10","29","10120103","0","1004105","1012","1.8","401040901","0","10120104","4","0","1.4","1.8","0.06","0","2","10120102","10120101","710121","401040881","401040861","0","0","1004101","100000","0","0","401040871","5","1.4","10120105","1004102","401040891","1004103","2","0","0","0","1004104","0"
"1","0","3","-1","30","10120103","0","1004110","1012","2.5","401040951","0","10120104","11","0","2","2.5","0.06","0","2","10120102","10120101","710121","401040931","401040911","0","0","1004106","100000","0","0","401040921","12","2","10120105","1004107","401040941","1004108","3","0","0","0","1004109","0"
"1","0","1","1","31","10130103","0","1004105","1013","1.3","401041001","0","10130104","1","0","1","1.3","0.03","0","1","10130102","10130101","710011","401040981","401040961","0","0","1004101","100000","0","0","401040971","2","1","10130105","1004102","401040991","1004103","1.5","0","0","0","1004104","0"
"1","0","1","3","32","10130103","0","1004110","1013","1.3","401041001","0","10130104","2","0","1","1.3","0.03","0","1","10130102","10130101","710011","401040981","401040961","0","0","1004106","100000","0","0","401040971","2","1","10130105","1004107","401040991","1004108","1.5","0","0","0","1004109","0"
"1","0","2","10","33","10130103","0","1004105","1013","1.8","401041051","0","10130104","4","0","1.4","1.8","0.06","0","2","10130102","10130101","710011","401041031","401041011","0","0","1004101","100000","0","0","401041021","5","1.4","10130105","1004102","401041041","1004103","2","0","0","0","1004104","0"
"1","0","3","-1","34","10130103","0","1004110","1013","2.5","401041101","0","10130104","11","0","2","2.5","0.06","0","2","10130102","10130101","710011","401041081","401041061","0","0","1004106","100000","0","0","401041071","12","2","10130105","1004107","401041091","1004108","3","0","0","0","1004109","0"
"1","0","1","1","35","10140103","0","1004105","1014","1.3","401041101","0","10140104","1","0","1","1.3","0.03","0","1","10140102","10140101","710021","401041081","401041061","0","0","1004101","100000","0","0","401041071","2","1","10140105","1004102","401041091","1004103","1.5","0","0","0","1004104","0"
"1","0","1","3","36","10140103","0","1004110","1014","1.3","401041151","0","10140104","2","0","1","1.3","0.03","0","1","10140102","10140101","710021","401041131","401041111","0","0","1004106","100000","0","0","401041121","2","1","10140105","1004107","401041141","1004108","1.5","0","0","0","1004109","0"
"1","0","2","10","37","10140103","0","1004105","1014","1.8","401041201","0","10140104","4","0","1.4","1.8","0.06","0","2","10140102","10140101","710021","401041181","401041161","0","0","1004101","100000","0","0","401041171","5","1.4","10140105","1004102","401041191","1004103","2","0","0","0","1004104","0"
"1","0","3","-1","38","10140103","0","1004110","1014","2.5","401041251","0","10140104","11","0","2","2.5","0.06","0","2","10140102","10140101","710021","401041231","401041211","0","0","1004106","100000","0","0","401041221","12","2","10140105","1004107","401041241","1004108","3","0","0","0","1004109","0"
"1","0","1","1","39","10150103","0","1004105","1015","1.3","401041301","0","10150104","1","0","1","1.3","0.03","0","1","10150102","10150101","710031","401041281","401041261","0","0","1004101","100000","0","0","401041271","2","1","10150105","1004102","401041291","1004103","1.5","0","0","0","1004104","0"
"1","0","1","3","40","10150103","0","1004110","1015","1.3","401041301","0","10150104","2","0","1","1.3","0.03","0","1","10150102","10150101","710031","401041281","401041261","0","0","1004106","100000","0","0","401041271","2","1","10150105","1004107","401041291","1004108","1.5","0","0","0","1004109","0"
"1","0","2","10","41","10150103","0","1004105","1015","1.8","401041351","0","10150104","4","0","1.4","1.8","0.06","0","2","10150102","10150101","710031","401041331","401041311","0","0","1004101","100000","0","0","401041321","5","1.4","10150105","1004102","401041341","1004103","2","0","0","0","1004104","0"
"1","0","3","-1","42","10150103","0","1004110","1015","2.5","401041401","0","10150104","11","0","2","2.5","0.06","0","2","10150102","10150101","710031","401041381","401041361","0","0","1004106","100000","0","0","401041371","12","2","10150105","1004107","401041391","1004108","3","0","0","0","1004109","0"
"1","0","1","1","43","10160103","0","1004105","1016","1.3","401041601","0","10160104","1","0","1","1.3","0.03","0","1","10160102","10160101","710041","401041581","401041561","0","0","1004101","100000","0","0","401041571","2","1","10160105","1004102","401041591","1004103","1.5","0","0","0","1004104","0"
"1","0","2","3","44","10160103","0","1004110","1016","1.8","401041601","0","10160104","2","0","1.4","1.8","0.06","0","2","10160102","10160101","710041","401041581","401041561","0","0","1004106","100000","0","0","401041571","3","1.4","10160105","1004107","401041591","1004108","2","0","0","0","1004109","0"
"1","0","3","4","45","10160103","0","1004115","1016","1.8","401041651","0","10160104","4","0","1.4","1.8","0.06","0","2","10160102","10160101","710041","401041631","401041611","0","0","1004111","100000","0","0","401041621","5","1.4","10160105","1004112","401041641","1004113","2","0","0","0","1004114","0"
"1","0","3","-1","46","10160103","0","1004116","1016","2.5","401041701","0","10160104","5","0","2","2.5","0.06","0","2","10160102","10160101","710041","401041681","401041661","0","0","1004116","100000","0","0","401041671","5","2","10160105","1004116","401041691","1004116","3","0","0","0","1004116","0"
"1","0","1","1","47","10170103","0","1004105","1017","1.3","401041751","0","10170104","1","0","1","1.3","0.03","0","1","10170102","10170101","710051","401041731","401041711","0","0","1004101","100000","0","0","401041721","2","1","10170105","1004102","401041741","1004103","1.5","0","0","0","1004104","0"
"1","0","2","3","48","10170103","0","1004110","1017","1.3","401041751","0","10170104","2","0","1","1.3","0.03","0","1","10170102","10170101","710051","401041731","401041711","0","0","1004106","100000","0","0","401041721","3","1","10170105","1004107","401041741","1004108","1.5","0","0","0","1004109","0"
"1","0","3","10","49","10170103","0","1004110","1017","1.8","401041801","0","10170104","4","0","1.4","1.8","0.06","0","2","10170102","10170101","710051","401041781","401041761","0","0","1004106","100000","0","0","401041771","6","1.4","10170105","1004107","401041791","1004108","2","0","0","0","1004109","0"
"1","0","4","-1","50","10170103","0","1004110","1017","2.5","401041851","0","10170104","11","0","2","2.5","0.06","0","2","10170102","10170101","710051","401041831","401041811","0","0","1004106","100000","0","0","401041821","9","2","10170105","1004107","401041841","1004108","3","0","0","0","1004109","0"
"1","0","1","1","51","10180103","0","1004105","1018","1.3","401041901","0","10180104","1","0","1","1.3","0.03","0","1","10180102","10180101","710061","401041881","401041861","0","0","1004101","100000","0","0","401041871","2","1","10180105","1004102","401041891","1004103","1.5","0","0","0","1004104","0"
"1","0","2","3","52","10180103","0","1004110","1018","1.3","401041901","0","10180104","2","0","1","1.3","0.03","0","1","10180102","10180101","710061","401041881","401041861","0","0","1004106","100000","0","0","401041871","3","1","10180105","1004107","401041891","1004108","1.5","0","0","0","1004109","0"
"1","0","3","10","53","10180103","0","1004110","1018","1.8","401041951","0","10180104","4","0","1.4","1.8","0.06","0","2","10180102","10180101","710061","401041931","401041911","0","0","1004106","100000","0","0","401041921","6","1.4","10180105","1004107","401041941","1004108","2","0","0","0","1004109","0"
"1","0","4","-1","54","10180103","0","1004110","1018","2.5","401042001","0","10180104","11","0","2","2.5","0.06","0","2","10180102","10180101","710061","401041981","401041961","0","0","1004106","100000","0","0","401041971","9","2","10180105","1004107","401041991","1004108","3","0","0","0","1004109","0"
"1","0","1","1","55","10190103","0","1004105","1019","1.3","401042351","0","10190104","1","0","1","1.3","0.03","0","1","10190102","10190101","710071","401042331","401042311","0","0","1004101","1000000","0","0","401042321","2","1","10190105","1004102","401042341","1004103","1.5","0","0","0","1004104","0"
"1","0","2","3","57","10190103","0","1004110","1019","1.8","401042401","0","10190104","2","0","1.4","1.8","0.06","0","2","10190102","10190101","710071","401042381","401042361","0","0","1004106","1000000","0","0","401042371","3","1.4","10190105","1004107","401042391","1004108","2","0","0","0","1004109","0"
"1","0","3","4","58","10190103","0","1004115","1019","1.8","401042451","0","10190104","4","0","1.4","1.8","0.06","0","2","10190102","10190101","710071","401042431","401042411","0","0","1004111","1000000","0","0","401042421","5","1.4","10190105","1004112","401042441","1004113","2","0","0","0","1004114","0"
"1","0","3","-1","59","10190103","0","1004116","1019","2.5","401042451","0","10190104","5","0","2","2.5","0.06","0","2","10190102","10190101","710071","401042431","401042411","0","0","1004116","1000000","0","0","401042421","5","2","10190105","1004116","401042441","1004116","3","0","0","0","1004116","0"
"1","0","1","1","60","10200103","0","1005105","1020","1.3","401042651","0","10200104","1","0","1","1.3","0.03","0","1","10200102","10200101","710081","401042631","401042611","0","0","1005101","1000000","0","0","401042621","2","1","10200105","1005102","401042641","1005103","1.5","0","0","0","1005104","0"
"1","0","2","3","61","10200103","0","1005110","1020","1.8","401042701","0","10200104","2","0","1.4","1.8","0.06","0","2","10200102","10200101","710081","401042681","401042661","0","0","1005106","1000000","0","0","401042671","3","1.4","10200105","1005107","401042691","1005108","2","0","0","0","1005109","0"
"1","0","3","4","62","10200103","0","1005115","1020","1.8","401042751","0","10200104","4","0","1.4","1.8","0.06","0","2","10200102","10200101","710081","401042731","401042711","0","0","1005111","1000000","0","0","401042721","5","1.4","10200105","1005112","401042741","1005113","2","0","0","0","1005114","0"
"1","0","3","-1","63","10200103","0","1005116","1020","2.5","401042751","0","10200104","5","0","2","2.5","0.06","0","2","10200102","10200101","710081","401042731","401042711","0","0","1005116","1000000","0","0","401042721","5","2","10200105","1005116","401042741","1005116","3","0","0","0","1005116","0"
"1","0","1","1","64","10210103","0","1006105","1021","1.3","401042951","0","10210104","1","0","1","1.3","0.03","0","1","10210102","10210101","710091","401042931","401042911","0","0","1006101","1000000","0","0","401042921","2","1","10210105","1006102","401042941","1006103","1.5","0","0","0","1006104","0"
"1","0","2","3","65","10210103","0","1006110","1021","1.8","401043001","0","10210104","2","0","1.4","1.8","0.06","0","2","10210102","10210101","710091","401042981","401042961","0","0","1006106","1000000","0","0","401042971","3","1.4","10210105","1006107","401042991","1006108","2","0","0","0","1006109","0"
"1","0","3","4","66","10210103","0","1006115","1021","1.8","401043051","0","10210104","4","0","1.4","1.8","0.06","0","2","10210102","10210101","710091","401043031","401043011","0","0","1006111","1000000","0","0","401043021","5","1.4","10210105","1006112","401043041","1006113","2","0","0","0","1006114","0"
"1","0","3","-1","67","10210103","0","1006116","1021","2.5","401043051","0","10210104","5","0","2","2.5","0.06","0","2","10210102","10210101","710091","401043031","401043011","0","0","1006116","1000000","0","0","401043021","5","2","10210105","1006116","401043041","1006116","3","0","0","0","1006116","0"
"1","0","1","1","68","10220103","0","1007105","1022","1.4","401043301","0","10220104","1","0","1.2","1.3","0.03","0","1","10220102","10220101","710101","401043281","401043261","0","0","1007101","1000000","0","0","401043271","2","1.2","10220105","1007102","401043291","1007103","1.5","0","0","0","1007104","0"
"1","0","2","3","69","10220103","0","1007110","1022","1.9","401043351","0","10220104","2","0","1.6","1.8","0.06","0","2","10220102","10220101","710101","401043331","401043311","0","0","1007106","1000000","0","0","401043321","3","1.6","10220105","1007107","401043341","1007108","2","0","0","0","1007109","0"
"1","0","3","4","70","10220103","0","1007115","1022","2.4","401043401","0","10220104","4","0","2","2.4","0.06","0","2","10220102","10220101","710101","401043381","401043361","0","0","1007111","1000000","0","0","401043371","5","2","10220105","1007112","401043391","1007113","2.6","0","0","0","1007114","0"
"1","0","3","-1","71","10220103","0","1007116","1022","2.4","401043401","0","10220104","5","0","2","2.4","0.06","0","2","10220102","10220101","710101","401043381","401043361","0","0","1007116","1000000","0","0","401043371","5","2","10220105","1007116","401043391","1007116","2.6","0","0","0","1007116","0"
"1","0","1","1","72","10230103","0","1008105","1023","1.4","401043651","0","10230104","1","0","1.2","1.3","0.03","0","1","10230102","10230101","710111","401043631","401043611","0","0","1008101","1000000","0","0","401043621","2","1.2","10230105","1008102","401043641","1008103","1.5","0","0","0","1008104","0"
"1","0","2","3","73","10230103","0","1008110","1023","1.9","401043701","0","10230104","2","0","1.6","1.8","0.06","0","2","10230102","10230101","710111","401043681","401043661","0","0","1008106","1000000","0","0","401043671","3","1.6","10230105","1008107","401043691","1008108","2","0","0","0","1008109","0"
"1","0","3","4","74","10230103","0","1008115","1023","2.4","401043751","0","10230104","4","0","2","2.4","0.06","0","2","10230102","10230101","710111","401043731","401043711","0","0","1008111","1000000","0","0","401043721","5","2","10230105","1008112","401043741","1008113","2.6","0","0","0","1008114","0"
"1","0","3","-1","75","10230103","0","1008116","1023","2.4","401043751","0","10230104","5","0","2","2.4","0.06","0","2","10230102","10230101","710111","401043731","401043711","0","0","1008116","1000000","0","0","401043721","5","2","10230105","1008116","401043741","1008116","2.6","0","0","0","1008116","0"
"1","0","1","1","76","10240103","0","1009105","1024","1.4","401044001","0","10240104","1","0","1.2","1.3","0.03","0","1","10240102","10240101","710121","401043981","401043961","0","0","1009101","1000000","0","0","401043971","1","1.2","10240105","1009102","401043991","1009103","1.5","0","0","0","1009104","0"
"1","0","2","3","77","10240103","0","1009110","1024","1.4","401044051","0","10240104","2","0","1.2","1.3","0.06","0","2","10240102","10240101","710121","401044031","401044011","0","0","1009106","1000000","0","0","401044021","2","1.2","10240105","1009107","401044041","1009108","1.5","0","0","0","1009109","0"
