c4e703a2149c15a2b9c39368c79255d0d6fd800633c62de95011401c420b5f98,e258e7c437604a286176964679f4eda3b373b1cd1f15fbeaf4f7c1dc4c422816,7b6691ce1d3655969d3b5254533b43ae8c2c7e6959cd9f709c4e3a51940ed151,1df26c44fecb596cfba4dcaa7d4feb259b0eb0fe1113dd560cf03c54cccac756,94a170e78dfcf41f2805f85f8c6f59371d49ecf0a0cfd1b493a92a2fa3815a3a,8740d864cd65419008fd4917f3ed7e194848786ec34dbea5a60b1dc0e21879f7,ea0056defb1e108450f505c947616a30589a016f0bf1a5a0a855a10b67ff4750,33ec6089d546538cddaf6b03d403fc64846589006c921c4cd6b09cf102427ca7,bd0abcd070cb91d241827b198e38972c7ceedb9ea599ce765e0d101d41df7758,43efa983a194b493de3c922c60ba61d79479f2340ca3a7123e2d98c9e6b3ac9d,231d7d28126bc7947c723ca33cb645fe24073c5f6111df4c20aa9b8201dd0664,809adb5af2721a7802ca6a175635a925d84ceba75fc44d1b174af4b680d4c0f8,9cef0ccb3e8a8587512152a4516a960b9208853cc50ea26696cec9685b48beb8,7026573fec1900f9c67427cda6b18badc7ca26a7f9906943632a4cf3b6d09fd0,69bac58802444b4ca8317eb42b7c35224fda7b4edd4ee52b59d32b99aa113f27,ea3dcc526241954a3e3191cd4f4194f236667b5b7b5f979fe8577065cbfb1d51,2feb4d234dbad5755789cbab3810b11eee6e42706638fabdaf797cc4a88214b4,3cb452088b545286e5579ece4462ccb6f91f2e4586907a3d72af6eb640abc369,5e2783d6d009f843ba931d158afb2fc17cf594808da9f1c8b02ef5bb671d690e
"4270","0","37","147","20","100101","0","255","0","9","2045","8017","1065","0","20","20","62","203","15"
"4580","0","37","157","20","100101","0","255","0","9","2045","8971","1160","0","20","21","62","232","15"
"4790","0","37","176","20","100101","0","255","0","9","2045","10078","1262","0","20","22","62","259","15"
"4880","0","37","199","20","100101","0","255","0","9","2045","11352","1343","0","20","23","62","287","15"
"4970","0","37","221","20","100101","0","255","0","9","2045","12783","1416","0","20","24","62","308","15"
"5230","0","37","247","20","100101","0","255","0","9","2045","14334","1471","0","20","25","62","331","15"
"6835","0","37","280","20","100101","0","255","0","9","2045","15835","1495","0","20","26","62","359","15"
"8440","0","37","313","20","100101","0","255","0","9","2045","17449","1513","0","20","27","62","387","15"
"9225","0","37","326","20","100101","0","255","0","9","2045","19454","1538","0","20","28","62","400","15"
"10010","0","37","341","20","100101","0","255","0","9","2045","21599","1571","0","20","29","62","415","15"
"10270","0","37","366","20","100101","0","255","0","9","2045","23844","1614","0","20","30","62","440","15"
"10795","0","37","376","20","100101","0","255","0","9","2045","26318","1657","0","20","31","62","450","15"
"11845","0","37","376","20","100101","0","255","0","9","2045","28948","1690","0","20","32","62","450","15"
"12370","0","37","387","20","100101","0","255","0","9","2045","31669","1729","0","20","33","62","461","15"
"12370","0","37","409","20","100101","0","255","0","9","2045","34498","1775","0","20","34","62","483","15"
"55","0","0","2","0","100201","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","8","0","100201","0","0","0","0","125","0","0","81","0","3","0","1","0"
"325","0","0","17","0","100201","0","5","0","0","175","0","0","172","10","4","0","4","0"
"505","0","0","33","0","100201","0","15","0","0","175","0","0","349","10","5","0","4","0"
"1035","0","0","52","0","100201","0","15","0","0","175","0","0","522","25","6","0","12","0"
"1395","0","0","66","0","100201","0","85","0","0","175","0","0","790","30","7","0","14","0"
"1675","0","4","88","0","100201","0","85","0","0","175","0","0","1089","75","8","0","19","0"
"2130","0","9","109","0","100201","6","100","0","0","175","0","0","1389","110","9","0","25","5"
"2490","0","14","126","0","100201","30","135","0","0","395","0","0","1758","115","10","0","28","10"
"2910","0","14","145","0","100201","53","151","0","0","735","0","0","2159","129","11","0","35","10"
"3430","0","17","171","0","100201","63","177","0","0","955","0","0","2471","138","12","0","56","12"
"3810","0","20","209","0","100201","63","199","0","0","1175","0","0","2705","140","13","0","94","14"
"3990","0","20","251","0","100201","71","199","0","0","1295","0","0","2982","146","14","0","133","16"
"4130","0","20","293","0","100201","81","199","0","0","1395","0","0","3310","151","15","0","168","18"
"4330","0","20","336","0","100201","81","199","0","0","1495","0","0","3658","157","16","0","208","18"
"4510","0","20","384","3","100201","81","214","0","0","1495","0","0","4008","158","17","0","250","18"
"4915","0","20","441","6","100201","81","229","0","0","1495","0","0","4353","158","18","0","295","18"
"5560","0","20","506","6","100201","81","229","0","0","1590","0","0","4719","158","19","0","349","18"
"6145","0","20","568","6","100201","93","229","0","0","1685","0","0","5176","158","20","0","406","18"
"6765","0","20","646","6","100201","93","229","0","0","1685","0","0","5618","158","21","0","472","18"
"8080","0","20","725","6","100201","93","229","0","0","1685","0","0","6142","158","22","0","541","18"
"9855","0","20","810","6","100201","93","229","0","0","1685","0","0","6707","158","23","0","619","18"
"11380","0","20","901","6","100201","93","229","0","0","1685","0","0","7347","158","24","0","704","18"
"12675","0","20","987","6","100201","103","229","0","0","1685","0","0","8212","158","25","0","784","18"
"13965","0","20","1062","6","100201","118","229","0","0","1685","0","0","9328","158","26","0","853","18"
"15535","0","20","1132","6","100201","128","229","0","0","1685","0","0","10563","158","27","0","920","18"
"17300","0","20","1203","6","100201","138","229","0","0","1685","0","0","11885","158","28","0","990","18"
"19295","0","20","1279","6","100201","148","229","0","0","1685","0","0","13290","158","29","0","1066","18"
"21525","0","20","1360","6","100201","158","229","0","0","1685","0","0","14765","158","30","0","1147","18"
"23915","0","20","1443","6","100201","168","229","0","0","1685","0","0","16312","158","31","0","1230","18"
"26460","0","20","1528","6","100201","178","229","0","0","1685","0","0","17930","158","32","0","1315","18"
"29250","0","20","1615","6","100201","188","229","0","0","1685","0","0","19645","158","33","0","1402","18"
"32450","0","20","1704","6","100201","198","229","0","0","1685","0","0","21457","158","34","0","1491","18"
"95","0","0","0","0","100301","0","0","0","0","75","22","0","0","0","2","0","2","0"
"310","0","0","2","0","100301","0","0","0","0","125","71","0","0","0","3","0","6","0"
"685","0","0","4","0","100301","0","10","0","0","155","176","0","0","0","4","0","11","0"
"1435","0","0","11","0","100301","0","20","0","0","155","289","0","0","5","5","0","20","0"
"2300","0","0","13","0","100301","0","35","0","0","245","499","0","0","5","6","0","31","0"
"3270","0","0","15","0","100301","0","35","0","0","715","746","0","0","5","7","0","43","0"
"4025","0","0","23","0","100301","0","50","0","3","715","1040","0","0","5","8","0","57","0"
"4630","0","9","31","0","100301","0","65","0","7","1115","1353","20","0","5","9","0","71","0"
"4990","0","18","40","5","100301","0","65","0","12","1115","1729","50","0","30","10","0","80","0"
"5410","0","18","49","7","100301","0","65","0","17","1115","2147","88","0","40","11","13","88","0"
"6180","0","21","56","7","100301","0","65","0","17","1115","2581","130","0","40","12","29","98","0"
"6670","0","24","66","7","100301","0","98","0","17","1115","3026","163","0","40","13","42","112","0"
"7050","0","24","76","7","100301","0","131","0","17","1115","3571","214","0","40","14","42","123","0"
"7420","0","24","91","7","100301","0","131","0","17","1115","4098","280","0","40","15","42","142","0"
"7560","0","24","99","7","100301","0","143","0","17","1115","4716","370","0","40","16","45","156","0"
"7750","0","24","105","7","100301","0","143","0","17","1115","5390","467","0","40","17","48","170","0"
"8015","0","24","114","7","100301","0","143","0","17","1115","6136","591","0","40","18","48","179","0"
"8340","0","24","126","7","100301","0","143","0","17","1115","6947","730","0","40","19","48","191","0"
"8665","0","24","138","7","100301","0","143","0","17","1115","7816","849","0","40","20","48","213","0"
"8950","0","24","149","7","100301","0","143","0","17","1115","8795","980","0","40","21","48","233","0"
"9165","0","24","162","7","100301","0","143","0","17","1115","9978","1098","0","40","22","48","249","0"
"9510","0","24","181","7","100301","0","143","0","17","1115","11268","1169","0","40","23","48","273","0"
"10190","0","24","203","7","100301","0","143","0","17","1115","12629","1230","0","40","24","48","296","0"
"10710","0","24","222","7","100301","0","143","0","17","1115","14227","1293","0","40","25","48","310","0"
"11535","0","24","231","7","100301","0","143","0","17","1115","16038","1332","0","40","26","48","316","0"
"12780","0","24","238","7","100301","0","143","0","17","1115","17934","1356","0","40","27","48","321","0"
"14025","0","24","245","7","100301","0","143","0","17","1115","19958","1380","0","40","28","48","326","0"
"15210","0","24","260","7","100301","0","143","0","17","1115","22063","1405","0","40","29","48","341","0"
"16130","0","24","290","7","100301","0","143","0","17","1115","24192","1431","0","40","30","48","371","0"
"17315","0","24","305","7","100301","0","143","0","17","1115","26550","1457","0","40","31","48","386","0"
"18865","0","24","305","7","100301","0","143","0","17","1115","29128","1483","0","40","32","48","386","0"
"20515","0","24","305","7","100301","0","143","0","17","1115","31789","1508","0","40","33","48","386","0"
"22000","0","24","320","7","100301","0","143","0","17","1115","34482","1532","0","40","34","48","401","0"
"65","0","0","0","1","100401","0","10","0","0","100","10","0","0","0","2","0","2","0"
"185","0","0","0","2","100401","0","25","0","0","200","58","0","0","0","3","0","5","0"
"475","0","0","4","4","100401","0","50","0","0","360","135","0","0","0","4","0","10","0"
"985","0","0","10","7","100401","0","80","0","0","520","243","0","0","0","5","0","17","0"
"1515","0","0","14","11","100401","0","95","0","3","820","429","0","0","0","6","0","25","0"
"1835","0","0","20","15","100401","0","120","0","6","1425","674","0","0","0","7","0","34","0"
"2735","0","9","32","15","100401","0","145","0","6","1985","912","10","0","0","8","0","48","0"
"3480","0","23","48","22","100401","0","145","0","6","1985","1157","30","10","0","9","0","67","5"
"4330","0","28","68","27","100401","0","145","0","6","1985","1392","60","20","15","10","0","87","10"
"5030","0","28","88","32","100401","0","145","0","6","1985","1695","86","20","35","11","3","105","10"
"5430","0","28","106","39","100401","0","145","0","6","2085","2037","108","20","55","12","6","126","10"
"5630","0","28","125","41","100401","0","170","0","6","2285","2425","151","20","55","13","6","155","10"
"5830","0","28","144","41","100401","0","170","0","6","2285","2845","215","20","57","14","6","189","10"
"5830","0","28","167","43","100401","0","170","0","6","2285","3314","289","20","57","15","9","212","12"
"5830","0","28","190","45","100401","0","170","0","6","2385","3815","378","20","57","16","17","232","12"
"5930","0","28","209","45","100401","0","170","0","6","2535","4337","465","20","57","17","22","263","12"
"5990","0","28","237","50","100401","0","170","0","6","2685","4884","573","20","57","18","22","291","12"
"6085","0","28","266","52","100401","0","170","0","6","2685","5553","655","20","57","19","22","323","12"
"6185","0","28","293","52","100401","0","170","0","6","2780","6292","696","20","57","20","22","368","12"
"6430","0","28","333","52","100401","0","170","0","6","2780","7020","740","20","57","21","22","419","12"
"6660","0","28","383","52","100401","0","170","0","6","2780","7888","788","20","57","22","22","468","12"
"7065","0","28","428","52","100401","0","170","0","6","2780","8928","817","20","57","23","22","519","12"
"7385","0","28","474","52","100401","0","170","0","6","2780","10110","835","20","57","24","22","566","12"
"7705","0","28","523","52","100401","0","170","0","6","2780","11440","867","20","57","25","22","611","12"
"8000","0","28","576","52","100401","0","170","0","6","2780","12898","902","20","57","26","22","656","12"
"8455","0","28","624","52","100401","0","170","0","6","2780","14495","929","20","57","27","22","697","12"
"9000","0","28","669","52","100401","0","170","0","6","2780","16211","963","20","57","28","22","740","12"
"10655","0","28","751","52","100401","0","170","0","6","2780","17592","986","20","57","29","22","822","12"
"12805","0","28","842","52","100401","0","170","0","6","2780","18978","1000","20","57","30","22","913","12"
"15175","0","28","925","52","100401","0","170","0","6","2780","20529","1014","20","57","31","22","996","12"
"17965","0","28","995","52","100401","0","170","0","6","2780","22273","1027","20","57","32","22","1066","12"
"21205","0","28","1061","52","100401","0","170","0","6","2780","24101","1039","20","57","33","22","1132","12"
"24690","0","28","1143","52","100401","0","170","0","6","2780","25905","1051","20","57","34","22","1214","12"
"80","0","0","0","0","100501","0","0","0","0","125","12","0","0","0","2","0","4","0"
"350","0","0","0","1","100501","0","0","0","0","225","49","0","0","0","3","0","8","0"
"880","0","0","3","1","100501","0","15","0","0","275","110","0","0","0","4","0","17","0"
"1660","0","0","11","7","100501","0","15","0","0","275","173","0","0","0","5","0","28","0"
"2925","0","0","19","7","100501","0","15","0","3","275","265","0","0","0","6","0","48","0"
"3595","0","0","29","7","100501","0","40","0","6","275","476","0","0","0","7","0","66","0"
"4800","0","0","49","7","100501","0","40","0","10","575","615","0","0","0","8","0","87","0"
"5635","0","5","72","12","100501","0","40","0","14","1025","788","0","10","15","9","0","104","0"
"6415","0","10","94","12","100501","0","65","0","17","1325","1027","0","20","15","10","5","125","0"
"7295","0","10","112","12","100501","0","65","0","20","1625","1305","30","20","25","11","10","148","0"
"8135","0","12","136","12","100501","0","65","0","20","1875","1564","80","20","35","12","10","178","0"
"8655","0","17","160","12","100501","0","65","0","20","2095","1861","126","20","37","13","10","214","0"
"9045","0","17","189","12","100501","0","71","0","20","2215","2191","162","20","39","14","10","249","2"
"9235","0","17","219","14","100501","0","77","0","20","2315","2575","202","20","39","15","10","280","4"
"9365","0","17","260","14","100501","0","89","0","20","2415","2930","236","20","39","16","10","319","4"
"9655","0","17","312","17","100501","0","89","0","20","2415","3244","280","20","39","17","14","357","4"
"9935","0","17","371","20","100501","0","89","0","20","2415","3595","352","20","39","18","18","394","4"
"10305","0","17","428","20","100501","0","89","0","20","2510","4029","409","20","39","19","18","443","4"
"10590","0","17","489","25","100501","0","89","0","20","2605","4501","436","20","39","20","18","498","4"
"10800","0","17","559","30","100501","0","89","0","20","2605","5022","488","20","39","21","18","554","4"
"11290","0","17","622","30","100501","0","89","0","20","2605","5725","587","20","39","22","18","612","4"
"11605","0","17","685","30","100501","0","89","0","20","2605","6562","681","20","39","23","18","681","4"
"11925","0","17","756","30","100501","0","89","0","20","2605","7465","746","20","39","24","18","754","4"
"12540","0","17","831","30","100501","0","89","0","20","2605","8484","813","20","39","25","18","825","4"
"13290","0","17","910","30","100501","0","89","0","20","2605","9621","864","20","39","26","18","896","4"
"14290","0","17","985","30","100501","0","89","0","20","2605","10886","892","20","39","27","18","964","4"
"17330","0","17","1064","30","100501","0","89","0","20","2605","11991","911","20","39","28","18","1041","4"
"22690","0","17","1153","30","100501","0","89","0","20","2605","12893","921","20","39","29","18","1130","4"
"28565","0","17","1247","30","100501","0","89","0","20","2605","13832","931","20","39","30","18","1224","4"
"34730","0","17","1345","30","100501","0","89","0","20","2605","14808","941","20","39","31","18","1322","4"
"41265","0","17","1446","30","100501","0","89","0","20","2605","15821","951","20","39","32","18","1423","4"
"48415","0","17","1549","30","100501","0","89","0","20","2605","16891","961","20","39","33","18","1526","4"
"56345","0","17","1654","30","100501","0","89","0","20","2605","18018","971","20","39","34","18","1631","4"
"55","0","0","2","0","100601","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","7","0","100601","0","0","0","0","150","0","0","78","0","3","0","2","0"
"325","0","0","16","0","100601","0","5","0","0","200","0","0","169","10","4","0","5","0"
"625","0","0","32","0","100601","0","15","0","0","200","0","0","322","10","5","0","7","0"
"1155","0","0","51","0","100601","0","15","0","0","200","0","0","495","25","6","0","15","0"
"1515","0","0","69","0","100601","0","50","0","0","200","26","0","724","30","7","0","22","0"
"2115","0","4","93","0","100601","0","85","0","0","200","26","0","960","60","8","0","29","0"
"2650","0","9","120","0","100601","0","85","0","0","200","26","0","1224","95","9","0","40","5"
"3240","0","14","143","0","100601","13","85","0","0","420","26","0","1549","105","10","0","50","10"
"3840","0","14","167","0","100601","28","101","0","0","640","26","0","1880","119","11","0","66","10"
"4200","0","17","192","0","100601","43","111","0","0","760","26","0","2215","135","12","0","79","17"
"4640","0","17","217","0","100601","69","121","0","0","980","26","0","2582","135","13","0","102","19"
"4760","0","17","250","0","100601","93","133","0","0","1220","26","0","2954","137","14","0","130","19"
"4990","0","17","282","0","100601","109","133","0","0","1220","26","0","3356","146","15","0","157","21"
"5140","0","17","316","0","100601","129","133","0","0","1320","26","0","3805","152","16","0","183","21"
"5260","0","17","353","0","100601","144","158","0","0","1320","26","0","4258","153","17","0","216","21"
"5665","0","17","397","3","100601","169","173","0","0","1320","26","0","4708","153","18","0","248","21"
"6310","0","17","447","3","100601","193","173","0","0","1320","26","0","5206","153","19","0","287","21"
"6860","0","17","493","3","100601","240","173","0","0","1415","26","0","5797","153","20","0","327","21"
"7370","0","17","543","3","100601","288","173","0","0","1515","26","0","6452","153","21","0","370","21"
"8370","0","17","603","3","100601","318","173","0","0","1515","26","0","7171","153","22","0","420","21"
"10145","0","17","672","3","100601","318","173","0","0","1515","26","0","7937","153","23","0","474","21"
"11670","0","17","738","3","100601","333","173","0","0","1515","26","0","8818","153","24","0","533","21"
"12670","0","17","798","3","100601","355","173","0","0","1515","26","0","9964","153","25","0","587","21"
"13505","0","17","847","3","100601","377","173","0","0","1515","26","0","11385","153","26","0","630","21"
"14530","0","17","890","3","100601","394","173","0","0","1515","26","0","12944","153","27","0","670","21"
"15675","0","17","933","3","100601","411","173","0","0","1515","26","0","14609","153","28","0","712","21"
"16895","0","17","979","3","100601","429","173","0","0","1515","26","0","16394","153","29","0","758","21"
"18270","0","17","1029","3","100601","447","173","0","0","1515","26","0","18267","153","30","0","808","21"
"19725","0","17","1080","3","100601","465","173","0","0","1515","26","0","20231","153","31","0","859","21"
"21260","0","17","1132","3","100601","483","173","0","0","1515","26","0","22285","153","32","0","911","21"
"22870","0","17","1186","3","100601","500","173","0","0","1515","26","0","24455","153","33","0","965","21"
"24650","0","17","1241","3","100601","517","173","0","0","1515","26","0","26760","153","34","0","1020","21"
"80","0","0","0","2","100701","0","0","0","0","100","6","0","0","0","2","0","3","0"
"200","0","0","0","3","100701","0","0","0","0","200","46","0","0","0","3","0","10","0"
"550","0","0","5","7","100701","0","0","0","0","360","94","0","0","0","4","0","20","0"
"1060","0","0","11","10","100701","0","0","0","0","520","190","0","0","0","5","0","35","0"
"1740","0","0","19","14","100701","0","0","0","0","890","323","0","0","0","6","0","53","0"
"2330","0","0","34","18","100701","0","0","0","0","1260","480","0","0","0","7","0","76","0"
"3510","0","0","50","28","100701","0","0","0","0","1585","593","0","0","0","8","0","97","0"
"4255","0","5","70","35","100701","0","0","0","0","1585","790","5","10","0","9","0","124","0"
"5065","0","13","90","36","100701","0","0","0","0","1585","1035","20","20","0","10","0","152","0"
"5765","0","16","110","41","100701","0","0","0","0","1585","1296","40","20","20","11","0","177","0"
"6265","0","16","132","48","100701","0","0","0","0","1685","1558","50","20","40","12","10","205","0"
"6785","0","16","165","52","100701","0","0","0","0","1785","1786","50","20","42","13","20","245","0"
"7005","0","16","204","54","100701","0","0","0","2","1785","2066","60","20","44","14","20","285","2"
"7005","0","16","239","56","100701","0","0","0","4","1885","2455","70","20","44","15","20","317","4"
"7205","0","16","269","56","100701","0","0","0","4","1985","2857","82","20","44","16","25","357","4"
"7715","0","16","296","59","100701","0","0","0","4","2135","3253","82","20","44","17","30","401","4"
"8025","0","16","334","64","100701","0","0","0","4","2285","3721","94","20","44","18","30","439","4"
"8025","0","16","375","66","100701","0","0","0","4","2380","4301","116","20","44","19","30","484","4"
"8060","0","16","419","66","100701","0","0","0","4","2475","4938","136","20","44","20","30","536","4"
"8205","0","16","486","71","100701","0","0","0","4","2475","5511","148","20","44","21","30","590","4"
"8695","0","16","552","71","100701","0","0","0","4","2475","6189","188","20","44","22","30","656","4"
"9010","0","16","622","71","100701","0","0","0","4","2475","6953","188","20","44","23","30","742","4"
"9330","0","16","697","71","100701","0","0","0","4","2475","7793","188","20","44","24","30","830","4"
"9945","0","16","772","71","100701","0","0","0","4","2475","8782","205","20","44","25","30","912","4"
"10695","0","16","851","71","100701","0","0","0","4","2475","9897","231","20","44","26","30","990","4"
"11695","0","16","926","71","100701","0","0","0","4","2475","11147","249","20","44","27","30","1062","4"
"14735","0","16","1007","71","100701","0","0","0","4","2475","12226","258","20","44","28","30","1143","4"
"18005","0","16","1094","71","100701","0","0","0","4","2475","13384","267","20","44","29","30","1230","4"
"21790","0","16","1186","71","100701","0","0","0","4","2475","14579","276","20","44","30","30","1322","4"
"27955","0","16","1288","71","100701","0","0","0","4","2475","15520","276","20","44","31","30","1424","4"
"34490","0","16","1393","71","100701","0","0","0","4","2475","16499","276","20","44","32","30","1529","4"
"41640","0","16","1500","71","100701","0","0","0","4","2475","17534","276","20","44","33","30","1636","4"
"49570","0","16","1609","71","100701","0","0","0","4","2475","18625","276","20","44","34","30","1745","4"
"55","0","0","2","0","100801","0","0","0","0","75","0","0","23","0","2","0","1","0"
"150","0","0","7","0","100801","0","0","0","0","150","0","0","78","0","3","0","2","0"
"325","0","0","16","0","100801","0","5","0","0","200","0","0","169","10","4","0","5","0"
"625","0","0","32","0","100801","0","15","0","0","200","0","0","322","10","5","0","7","0"
"1155","0","0","51","0","100801","0","15","0","0","200","0","0","495","25","6","0","15","0"
"1515","0","0","69","0","100801","0","50","0","0","200","26","0","724","30","7","0","22","0"
"1680","0","4","91","0","100801","0","50","0","0","200","52","0","1003","75","8","0","29","0"
"2215","0","9","118","0","100801","0","50","0","0","200","52","0","1267","110","9","0","40","5"
"2755","0","14","140","0","100801","16","85","0","0","300","52","0","1566","115","10","0","52","10"
"3175","0","14","166","0","100801","34","101","0","0","840","52","0","1937","129","11","0","57","10"
"3335","0","17","185","0","100801","59","127","0","0","960","52","0","2352","135","12","0","64","17"
"3575","0","17","204","0","100801","93","137","0","0","1080","52","0","2797","135","13","0","77","22"
"3775","0","17","229","0","100801","127","149","0","0","1320","52","0","3253","135","14","0","93","22"
"4005","0","17","251","0","100801","157","149","0","0","1440","52","0","3747","144","15","0","110","22"
"4185","0","17","273","0","100801","193","149","0","0","1440","52","0","4294","150","16","0","126","22"
"4255","0","17","301","0","100801","228","174","0","0","1440","52","0","4848","151","17","0","145","22"
"4600","0","17","334","0","100801","268","199","0","0","1440","52","0","5401","151","18","0","168","22"
"5245","0","17","371","0","100801","317","199","0","0","1440","52","0","6004","151","19","0","194","22"
"5795","0","17","402","0","100801","388","199","0","0","1440","52","0","6727","151","20","0","219","22"
"6270","0","17","447","0","100801","459","199","0","0","1540","52","0","7443","151","21","0","251","22"
"7160","0","17","490","0","100801","525","199","0","0","1640","52","0","8302","151","22","0","284","22"
"8620","0","17","540","0","100801","555","199","0","0","1640","52","0","9263","151","23","0","319","22"
"10145","0","17","590","0","100801","570","199","0","0","1640","52","0","10345","151","24","0","354","22"
"11145","0","17","625","0","100801","607","199","0","0","1640","52","0","11732","151","25","0","382","22"
"11685","0","17","648","0","100801","641","199","0","0","1640","52","0","13434","151","26","0","399","22"
"12255","0","17","665","0","100801","665","199","0","0","1640","52","0","15298","151","27","0","413","22"
"12855","0","17","681","0","100801","689","199","0","0","1640","52","0","17287","151","28","0","428","22"
"13455","0","17","699","0","100801","714","199","0","0","1640","52","0","19415","151","29","0","446","22"
"14055","0","17","719","0","100801","740","199","0","0","1640","52","0","21668","151","30","0","466","22"
"14655","0","17","739","0","100801","766","199","0","0","1640","52","0","24030","151","31","0","486","22"
"15255","0","17","759","0","100801","792","199","0","0","1640","52","0","26501","151","32","0","506","22"
"15855","0","17","780","0","100801","817","199","0","0","1640","52","0","29107","151","33","0","527","22"
"16455","0","17","802","0","100801","841","199","0","0","1640","52","0","31867","151","34","0","549","22"
"55","0","0","3","0","100901","0","0","0","0","50","0","0","26","0","2","0","0","0"
"150","0","0","7","0","100901","0","0","0","0","100","0","0","94","0","3","0","0","0"
"270","0","0","14","0","100901","0","0","0","0","100","0","0","214","10","4","0","2","0"
"360","0","0","27","0","100901","0","25","0","0","100","0","0","405","10","5","0","2","0"
"710","0","0","40","0","100901","0","75","0","0","100","0","0","634","10","6","0","4","0"
"1305","0","0","54","0","100901","0","110","0","0","100","0","0","894","15","7","0","8","0"
"1470","0","4","64","0","100901","0","145","0","1","100","0","0","1255","45","8","0","10","0"
"1880","0","9","73","0","100901","16","180","0","2","100","0","0","1633","45","9","0","15","0"
"2230","0","14","91","0","100901","34","180","0","4","520","0","0","2032","45","10","0","21","0"
"2570","0","14","101","0","100901","71","196","0","5","620","0","0","2474","45","11","0","30","5"
"2670","0","14","106","0","100901","124","232","0","6","720","0","0","2998","45","12","0","33","11"
"2810","0","16","113","0","100901","186","252","0","6","720","0","0","3531","45","13","0","38","17"
"2950","0","18","120","0","100901","262","282","0","6","840","0","0","4111","45","14","0","42","17"
"2980","0","22","129","0","100901","332","292","0","6","960","0","0","4716","45","15","0","50","17"
"3010","0","22","137","0","100901","407","322","0","6","960","0","0","5389","45","16","0","55","17"
"3010","0","22","146","0","100901","479","352","0","6","960","0","0","6117","45","17","0","59","17"
"3010","0","22","155","0","100901","568","382","0","6","960","0","0","6901","45","18","0","65","17"
"3010","0","22","162","0","100901","701","382","0","6","960","0","0","7789","45","19","0","70","17"
"3010","0","22","176","0","100901","858","382","0","6","960","0","0","8710","45","20","0","80","17"
