c12adba6002bc093b22b19fd5e0e1a88b73a44052cf562bcd019f93d9f183c46,8627b74c98762f3a07b27f0cad1885eea0f64b357673db555f10d0d290a83ecc,5c2f7fafa21741b5f752c9f9d7bb049cd93434e4f3e43e1483d7e92feddaa9bb,908b1de0577e0a40304c4b4b62c010f11c1890d38682f39eaa3b3c8f508efa19,8aa599124deada391505016ee15b5fdec0f22a785c4c96f7d688af3dc5c78b7e,3bd96e4b9ef431c8aa3e02ee92dcdc5f82e42c0f9fcf90fe6ede6e7c3a62a24b,59507b0fd48f133186cc2bc70f6680b69da6af54e20e7c98facc76b6da7c8024,a90a3d15340feb57b696d93f62cdc6dd22e8acb2b9a94b3054c5df8692d497ac
"5096000","0","","5096","bgm_M601","1","1","1009601"
"5098000","0","","5098","bgm_M608","1","1","1009801"
"5100000","0","","5100","bgm_M618","1","1","1010001"
"5102000","0","","5102","bgm_M623","1","1","1010201"
"5104000","0","","5104","bgm_M630","1","1","1010401"
"5106000","0","","5106","bgm_M638","1","1","1010601"
"5108000","0","","5108","bgm_M647","1","1","1010801"
"5110000","0","","5110","bgm_M659","1","1","1011001"
"5114000","0","","5114","bgm_M668","1","1","1011401"
"5116000","0","","5116","bgm_MC017","1","1","1011601"
"5118000","0","","5118","bgm_MC026","1","1","1011801"
"5120000","0","","5120","bgm_MC036","1","1","1012001"
"5122000","0","","5122","bgm_MC046","1","1","1012201"
"5124000","0","","5124","bgm_MC056","1","1","1012401"
"5126000","0","","5126","bgm_MC063","1","1","1012601"
"5128000","0","","5128","bgm_MC075","1","1","1012801"
"5130000","0","","5130","bgm_MC082","1","1","1013001"
"5132000","0","","5132","bgm_MC091","1","1","1013201"
"5134000","0","","5134","bgm_MC099","1","1","1013401"
"5136000","0","","5136","bgm_MC110","1","1","1013601"
"5140000","0","","5140","bgm_MC124","1","1","1014001"
"5142000","0","","5142","bgm_MC136","1","1","1014201"
"5144000","0","","5144","bgm_MC143","1","1","1014401"
"5146000","0","","5146","bgm_MC147","1","1","1014601"
"5148000","0","","5148","bgm_MC156","1","1","1014801"
"5150000","0","","5150","bgm_MC162","1","1","1015001"
"5152000","0","","5152","bgm_MC172_TitleCall","1","1","1015201"
"5154000","0","","5154","bgm_MC186","1","1","1015401"
"5156000","0","","5156","bgm_MC194","1","1","1015601"
"5158000","0","","5158","bgm_MC213","1","1","1015801"
"5160000","0","","5160","bgm_MC215B","1","1","1016001"
"1801003","1","","1801","","1","1","180100301"
"1802003","1","","1802","","1","1","180200301"
"1803003","1","","1803","","1","1","180300301"
"1804003","1","","1804","","1","1","180400301"
"1805003","0","","1805","","1","1","180500301"
"1806003","1","","1806","","1","1","180600301"
"1812003","1","","1812","","1","1","181200301"
"2000001","0","amb_adv_mystery_01","2000","","1","0","200000101"
"2000001","0","","2000","bgm_M38","1","0","200000102"
"2000001","0","","2000","bgm_M38","1","0","200000103"
"2000002","1","","2000","","1","1","200000201"
"2000002","1","","2000","","1","1","200000280"
"2001001","1","","2001","bgm_M12_emt01_001","1","1","200100101"
"2001002","1","","2001","","1","1","200100201"
"2001003","1","","2001","bgm_M13","1","1","200100301"
"2001004","1","","2001","bgm_M43","1","1","200100401"
"2001005","1","","2001","","1","1","200100501"
"2001005","1","","2001","","1","1","200100580"
"2001005","0","","2001","","1","1","200100581"
"2002001","1","amb_adv_room_noise_01","2002","","1","1","200200101"
"2002002","1","","2002","bgm_M23_emt02_002","1","1","200200201"
"2002003","1","amb_adv_wind_01","2002","bgm_M23_emt02_003","1","1","200200301"
"2002004","1","","2002","bgm_M22_emt02_004","1","1","200200401"
"2002005","1","","2002","bgm_M23_emt02_005","1","1","200200501"
"2002005","1","","2002","","1","1","200200580"
"2002005","0","","2002","","1","1","200200581"
"2003001","1","","2003","bgm_M35_emt03_001","1","1","200300101"
"2003002","1","amb_adv_room_noise_night_01","2003","bgm_M19","1","1","200300201"
"2003004","1","","2003","","1","1","200300401"
"2003005","1","amb_adv_outdoors_night_02","2003","","1","1","200300501"
"2003005","1","","2003","","1","1","200300580"
"2003005","0","","2003","","1","1","200300581"
"2004002","1","","2004","bgm_M17_emt04_002","1","1","200400201"
"2004003","1","amb_adv_outdoors_day_01","2004","bgm_M17_emt04_003","1","1","200400301"
"2004004","1","","2004","bgm_M63_emt04_004","1","1","200400401"
"2004005","1","","2004","bgm_M24_emt04_005","1","1","200400501"
"2004005","1","","2004","","1","1","200400580"
"2004005","0","","2004","","1","1","200400581"
"2005003","1","amb_adv_prison_01","2005","bgm_M50","1","1","200500301"
"2005004","1","amb_adv_between_the_kings_01","2005","bgm_M49_emt05_004","1","1","200500401"
"2005005","1","","2005","","1","1","200500501"
"2005006","1","amb_adv_wind_04","2005","bgm_M34_emt05_006","1","1","200500601"
"2005006","1","amb_adv_wind_04","2005","bgm_M49_emt05_006","1","1","200500602"
"2005006","1","","2005","","1","1","200500603"
"2005006","1","","2005","","1","1","200500680"
"2005006","0","","2005","","1","1","200500681"
"2006002","1","","2006","bgm_M105_emt06_002","1","1","200600201"
"2006002","1","amb_adv_room_noise_night_01","2006","","1","1","200600202"
"2006006","1","amb_adv_outdoors_day_01","2006","bgm_M55_emt06_006","1","1","200600601"
"2006013","1","amb_adv_prison_01","2006","bgm_M24_emt06_013","1","1","200601301"
"2006013","1","","2006","","1","1","200601380"
"2006013","0","","2006","","1","1","200601381"
"2007001","1","amb_adv_forest_01","2007","bgm_M34_emt07_001","1","1","200700101"
"2007004","1","amb_adv_town_day_01","2007","bgm_M34_emt07_004","1","1","200700401"
"2007010","1","","2007","","1","1","200701001"
"2007010","1","","2007","bgm_M93_emt07_010","1","1","200701002"
"2007011","1","","2007","bgm_M57_emt07_011","1","1","200701101"
"2007012","1","","2007","","1","1","200701201"
"2007013","1","","2007","","1","1","200701380"
"2007013","0","","2007","","1","1","200701381"
"2008001","1","","2008","bgm_M05_emt08_001","1","1","200800101"
"2008006","1","amb_adv_room_noise_01","2008","bgm_M15_emt08_006","1","1","200800601"
"2008007","1","","2008","","1","1","200800701"
"2008012","1","","2008","","1","1","200801201"
"2008015","1","","2008","","1","1","200801502"
"2008015","1","","2008","","1","1","200801580"
"2008015","0","","2008","","1","1","200801581"
"2009002","1","","2009","","1","1","200900201"
"2009005","1","","2009","bgm_M177_emt09_005","1","1","200900501"
"2009009","1","","2009","","1","1","200900901"
"2009011","1","","2009","bgm_M60_emt09_011","1","1","200901101"
"2009013","1","","2009","","1","1","200901380"
"2009013","0","","2009","","1","1","200901381"
"2009099","1","","2009","bgm_M188_emt10_00","1","1","200909901"
"2010001","1","","2010","bgm_M201_emt10_001","1","1","201000101"
"2010004","1","","2010","bgm_M204_emt10_004","1","1","201000401"
"2010006","1","","2010","","1","1","201000601"
"2010008","1","","2010","","1","1","201000801"
"2010008","1","","2010","","1","1","201000880"
"2010008","0","","2010","","1","1","201000881"
"2011001","1","","2011","bgm_M211_emt11_001","1","1","201100101"
"2011003","1","","2011","bgm_M234_emt11_003","1","1","201100301"
"2011007","1","","2011","bgm_M95_emt11_007","1","1","201100701"
"2011008","1","","2011","","1","1","201100801"
"2011008","1","","2011","","1","1","201100880"
"2011008","0","","2011","","1","1","201100881"
"2012003","1","","2012","bgm_M131_emt12_003","1","1","201200301"
"2012007","1","","2012","bgm_M109_emt12_007","1","1","201200701"
"2012010","1","","2012","bgm_M241_emt12_010","1","1","201201001"
"2012015","0","","2012","bgm_M242_emt12_015","1","1","201201501"
"2012015","1","","2012","","1","1","201201580"
"2012015","0","","2012","","1","1","201201581"
"2013004","1","","2013","bgm_M177_emt13_004","1","1","201300401"
"2013010","1","","2013","bgm_M209_NoChorus_emt13_010","1","1","201301001"
"2013015","1","","2013","bgm_M55_emt13_015","1","1","201301501"
"2013016","1","","2013","","1","1","201301680"
"2013016","0","","2013","","1","1","201301681"
"2014001","1","","2014","","1","1","201400101"
"2014004","1","","2014","","1","1","201400401"
"2014008","1","","2014","bgm_M231_emt14_008","1","1","201400801"
"2014009","1","","2014","","1","1","201400901"
"2014009","1","","2014","","1","1","201400980"
"2014009","0","","2014","","1","1","201400981"
"2015003","1","","2015","","1","1","201500301"
"2015005","1","","2015","bgm_M307_emt015_005","1","1","201500501"
"2015005","1","","2015","","1","1","201500502"
"2015006","1","","2015","bgm_M300_emt015_006","1","1","201500601"
"2015009","1","","2015","","1","1","201500980"
"2015009","0","","2015","","1","1","201500981"
"2101001","1","","2101","","1","1","210100101"
"2101001","1","","2101","","0.6","1","210100102"
"2101003","0","","2101","","1","1","210100301"
"2101013","1","","2101","","1","1","210101301"
"2101014","1","","2101","","1","1","210101401"
"2101014","1","","2101","","0.6","1","210101480"
"2101014","0","","2101","","1","1","210101481"
"2102001","1","","2102","bgm_M12_pt02_emt02_001","1","1","210200101"
"2102005","1","","2102","","1","1","210200501"
"2102010","1","","2102","","1","1","210201001"
"2102011","1","","2102","","1","1","210201101"
"2102011","1","","2102","","0.3","1","210201180"
"2102011","0","","2102","","1","1","210201181"
"2103001","1","","2103","","1","1","210300101"
"2103012","1","","2103","","1","1","210301201"
"2103013","1","","2103","","1","1","210301301"
"2103015","1","","2103","bgm_M409_pt02_emt03_015","1","1","210301501"
"2103017","1","","2103","","1","1","210301701"
"2103018","1","","2103","","0.3","1","210301880"
"2103018","0","","2103","","1","1","210301881"
"2104002","1","","2104","bgm_M321_pt02_emt04_002","1","1","210400201"
"2104004","1","","2104","","1","1","210400401"
"2104008","1","","2104","","1","1","210400801"
"2104010","1","","2104","","0.3","1","210401080"
"2104010","0","","2104","","1","1","210401081"
"2104098","1","","2104","bgm_M109_pt02_emt04_011","1","1","210409801"
"2105001","1","","2105","","1","1","210500101"
"2105002","1","","2105","","1","1","210500201"
"2105004","1","","2105","bgm_M431_pt02_emt05_004","1","1","210500401"
"2105008","1","","2105","","1","1","210500801"
"2105009","1","","2105","","1","1","210500901"
"2105010","1","","2105","","1","1","210501001"
"2105010","1","","2105","","0.3","1","210501080"
"2105010","0","","2105","","1","1","210501081"
"2106001","1","","2106","bgm_M321_pt02_emt06_001","1","1","210600101"
"2106004","1","","2106","","1","1","210600401"
"2106006","1","","2106","","1","1","210600601"
"2106008","1","","2106","","1","1","210600801"
"2106010","1","","2106","","0.3","1","210601080"
"2106010","0","","2106","","1","1","210601081"
"2107001","1","","2107","bgm_M23_pt02_emt07_001","1","1","210700101"
"2107005","1","","2107","","1","1","210700501"
"2107009","1","","2107","","1","1","210700901"
"2107010","1","","2107","","0.3","1","210701080"
"2107010","0","","2107","","1","1","210701081"
"2107099","1","","2107","","1","1","210709901"
"2107099","1","","2107","bgm_M473_pt02_emt07_011","1","1","210709902"
"2108004","1","","2108","","1","1","210800401"
"2108005","1","","2108","bgm_M482_pt02_emt08_005","1","1","210800501"
"2108007","1","","2108","","1","1","210800701"
"2108009","1","","2108","","1","1","210800901"
"2108010","1","","2108","","0.3","1","210801080"
"2108010","0","","2108","","1","1","210801081"
"2109002","1","","2109","","1","1","210900201"
"2109004","1","","2109","","1","1","210900401"
"2109007","1","","2109","","1","1","210900701"
"2109008","1","","2109","bgm_M94_pt02_emt09_007","1","1","210900801"
"2109008","1","","2109","","1","1","210900802"
"2109009","1","","2109","","1","1","210900901"
"2109012","1","","2109","bgm_M514_pt02_emt08_011","1","1","210901201"
"2109012","1","","2109","","1","1","210901202"
"2109012","1","","2109","","0.3","1","210901280"
"2109012","0","","2109","","1","1","210901281"
"2110001","1","","2110","bgm_M106_pt02_emt10_001","1","1","211000101"
"2110005","1","","2110","","1","1","211000501"
"2110010","1","","2110","","1","1","211001001"
"2110010","1","","2110","","1","1","211001002"
"2110010","1","","2110","","0.3","1","211001080"
"2110010","0","","2110","","1","1","211001081"
"2111001","1","","2111","","1","1","211100101"
"2111001","1","","2111","","1","1","211100102"
"2111003","1","","2111","","1","1","211100301"
"2111007","1","","2111","","1","1","211100701"
"2111009","1","","2111","","1","1","211100901"
"2111010","1","","2111","","0.3","1","211101080"
"2111010","0","","2111","","1","1","211101081"
"2112001","1","","2112","","1","1","211200101"
"2112005","1","","2112","","1","1","211200501"
"2112007","1","","2112","","1","1","211200701"
"2112008","1","","2112","","1","1","211200801"
"2112010","1","","2112","","0.3","1","211201080"
"2112010","0","","2112","","1","1","211201081"
"2113002","1","","2113","","1","1","211300201"
"2113003","1","","2113","","1","1","211300301"
"2113007","1","","2113","","1","1","211300701"
"2113008","1","","2113","","1","1","211300801"
"2113010","1","","2113","","0.3","1","211301080"
"2113010","0","","2113","","1","1","211301081"
"2114005","1","","2114","","1","1","211400501"
"2114005","1","","2114","","1","1","211400502"
"2114006","1","","2114","","1","1","211400601"
"2114010","1","","2114","","0.3","1","211401080"
"2114010","0","","2114","","1","1","211401081"
"2114099","1","","2114","","1","1","211409901"
"2114099","0","","2114","","1","1","211409981"
"2115002","1","","2115","bgm_M626_emt2115_002","1","1","211500201"
"2115005","1","","2115","","1","1","211500501"
"2115008","1","","2115","","1","1","211500801"
"2115010","1","","2115","","1","1","211501001"
"2115010","1","","2115","","0.3","1","211501080"
"2115010","0","","2115","","1","1","211501081"
"2116002","1","","2116","","1","1","211600201"
"2116004","1","","2116","","1","1","211600401"
"2116005","1","","2116","","1","1","211600501"
"2116007","1","","2116","","1","1","211600701"
"2116008","1","","2116","","1","1","211600801"
"2116008","1","","2116","","1","1","211600802"
"2116009","1","","2116","","1","1","211600901"
"2116011","1","","2116","","1","1","211601101"
"2116011","1","","2116","","1","1","211601180"
"2116099","0","","2116","","1","1","211609981"
"2201004","1","","2201","","1","1","220100401"
"2201005","1","","2201","","1","1","220100502"
"2201005","1","","2201","","1","1","220100503"
"2201005","1","","2201","","1","1","220100504"
"2201006","1","","2201","","1","1","220100601"
"2201007","1","","2201","","1","1","220100701"
"2201008","1","","2201","","0.3","1","220100880"
"2201008","0","","2201","","1","1","220100881"
"2202001","1","","2202","bgm_MC032_emt0302_001","1","1","220200101"
"2202002","1","","2202","bgm_MC033_emt0302_002","1","1","220200201"
"2202004","1","","2202","","1","1","220200401"
"2202006","1","","2202","","1","1","220200601"
"2202006","1","","2202","","0.3","1","220200680"
"2202006","0","","2202","","1","1","220200681"
"2203001","1","","2203","","1","1","220300101"
"2203002","1","","2203","bgm_MC050_emt2203_002","1","1","220300201"
"2203003","1","","2203","","1","1","220300301"
"2203005","1","","2203","","1","1","220300501"
"2203006","1","","2203","","1","1","220300601"
"2203006","1","","2203","bgm_MC059_emt2203_006","1","1","220300602"
"2203006","1","","2203","","0.3","1","220300680"
"2203006","0","","2203","","1","1","220300681"
"2204001","1","","2204","","1","1","220400101"
"2204002","1","","2204","bgm_MC069B_emt2204_002","1","1","220400201"
"2204004","1","","2204","","1","1","220400401"
"2204006","1","","2204","","1","1","220400601"
"2204006","1","","2204","","0.3","1","220400680"
"2204099","0","","2204","","1","1","220409981"
"2205001","1","","2205","","1","1","220500101"
"2205001","1","","2205","","1","1","220500102"
"2205001","1","","2205","","1","1","220500103"
"2205002","1","","2205","","1","1","220500201"
"2205005","1","","2205","","1","1","220500501"
"2205006","1","","2205","","1","1","220500601"
"2205006","1","","2205","","1","1","220500602"
"2205006","1","","2205","","1","1","220500680"
"2205006","0","","2205","","1","1","220500681"
"2206001","1","","2206","","1","1","220600101"
"2206003","1","","2206","","1","1","220600301"
"2206004","1","","2206","","1","1","220600401"
"2206005","1","","2206","","1","1","220600501"
"2206005","1","","2206","","1","1","220600502"
"2206006","1","","2206","","1","1","220600680"
"2206006","0","","2206","","1","1","220600681"
"2207001","1","","2207","","1","1","220700101"
"2207003","1","","2207","","1","1","220700301"
"2207004","1","","2207","bgm_MC088B_emt2207_004","1","1","220700401"
"2207004","1","","2207","","1","1","220700402"
"2207005","1","","2207","bgm_M385_emt2207_005","1","1","220700501"
"2207006","1","","2207","","1","1","220700601"
"2207006","1","","2207","","1","1","220700680"
"2207006","0","","2207","","1","1","220700681"
"2208001","1","","2208","","1","1","220800101"
"2208001","1","","2208","","1","1","220800102"
"2208003","1","","2208","","1","1","220800301"
"2208004","1","","2208","","1","1","220800401"
"2208004","1","","2208","","1","1","220800402"
"2208006","1","","2208","bgm_MC176A_emt2208_006","1","1","220800601"
"2208006","1","","2208","","1","1","220800680"
"2208006","0","","2208","","1","1","220800681"
"2209002","1","","2209","","1","1","220900201"
"2209003","1","","2209","bgm_MC177_emt2209_003","1","1","220900301"
"2209007","1","","2209","bgm_MC181B_emt220902_008","1","1","220900601"
"2209007","1","","2209","bgm_AN02_emt220902_009","1","1","220900602"
"2209007","1","","2209","bgm_MC200_emt2209_007","1","1","220900701"
"2209007","1","","2209","","1","1","220900702"
"2209009","1","","2209","","1","1","220900901"
"2209009","1","","2209","","1","1","220900980"
"2209099","0","","2209","","1","1","220909981"
"2210001","1","","2210","","1","1","221000101"
"2210002","1","","2210","","1","1","221000201"
"2210005","1","","2210","","1","1","221000501"
"2210006","1","","2210","bgm_MC204B_emt2210_006","1","1","221000601"
"2210006","1","","2210","","1","1","221000680"
"2210006","0","","2210","","1","1","221000681"
"2211001","1","","2211","","1","1","221100101"
"2211001","1","","2211","","1","1","221100102"
"2211003","1","","2211","","1","1","221100301"
"2211005","1","","2211","","1","1","221100501"
"2211006","1","","2211","","1","1","221100601"
"2211006","1","","2211","","1","1","221100680"
"2211006","0","","2211","","1","1","221109981"
"3010003","1","","3010","","1","1","301000301"
"5001007","1","","5001","","1","1","500100701"
"5002007","1","","5002","","1","1","500200701"
"5003007","1","","5003","","1","1","500300701"
"5004006","1","","5004","","1","1","500400601"
"5004007","1","","5004","","1","1","500400701"
"5005003","1","","5005","","1","1","500500301"
"5005007","1","","5005","","1","1","500500701"
"5006006","1","","5006","","1","1","500600601"
"5006007","0","","5006","","1","1","500600701"
"5007006","0","","5007","","1","1","500700601"
"5007007","1","","5007","","1","1","500700701"
"5008006","1","","5008","","1","1","500800601"
"5008007","1","","5008","","1","1","500800701"
"5009006","1","","5009","","1","1","500900601"
"5009007","1","","5009","","1","1","500900701"
"5010006","1","","5010","","1","1","501000601"
"5010007","1","","5010","","1","1","501000702"
"5010501","0","","5010","","1","1","501050101"
"5011006","1","","5011","bgm_M192_emt5011_005","1","1","501100601"
"5011007","1","","5011","","1","1","501100701"
"5012006","1","","5012","bgm_M209_emt5012_006","1","1","501200601"
"5012007","1","","5012","","1","1","501200701"
"5013006","1","","5013","bgm_M218_emt5013_006","1","1","501300601"
"5013007","1","","5013","","1","1","501300701"
"5015006","1","","5015","","1","1","501500601"
"5015007","1","","5015","","1","1","501500701"
"5017006","1","","5017","","1","1","501700601"
"5017007","0","","5017","","1","1","501700701"
"5019006","1","","5019","","1","1","501900601"
"5019007","1","","5019","","1","1","501900701"
"5021006","1","","5021","","1","1","502100601"
"5021007","1","","5021","","1","1","502100701"
"5023006","1","","5023","bgm_M256_emt5023_006","1","1","502300601"
"5023007","1","","5023","","1","1","502300701"
"5025006","1","","5025","","1","1","502500601"
"5025007","0","","5025","","1","1","502500701"
"5025008","1","","5025","","1","1","502500801"
"5027006","1","","5027","","1","1","502700601"
"5027007","1","","5027","","1","1","502700701"
"5029006","1","","5029","","1","1","502900601"
"5029007","1","","5029","","1","1","502900701"
"5031000","1","","5031","bgm_M185_emt5031_000","1","1","503100001"
"5031006","1","","5031","","1","1","503100601"
"5031007","1","","5031","","1","1","503100701"
"5031501","0","","5031","","1","1","503150101"
"5033000","1","","5033","","1","1","503300001"
"5033006","1","","5033","","1","1","503300601"
"5033007","0","","5033","","1","1","503300701"
"5033008","1","","5033","","1","1","503300801"
"5035000","1","","5035","","1","1","503500001"
"5036004","1","","5036","","1","1","503600401"
"5036005","0","","5036","","1","1","503600501"
"5036501","0","","5036","","1","1","503650101"
"5036502","0","","5036","","1","1","503650201"
"5036503","0","","5036","","1","1","503650301"
"5036504","0","","5036","","1","1","503650401"
"5038001","1","","5038","bgm_M122_emt5038_001","1","1","503800101"
"5038005","1","","5038","bgm_M346_emt5038_005","1","1","503800501"
"5038007","1","","5038","","1","1","503800701"
"5040000","1","","5040","","1","1","504000001"
"5040006","1","","5040","","1","1","504000601"
"5040007","1","","5040","","1","1","504000701"
"5042001","1","","5042","","1","1","504200101"
"5042006","1","","5042","","1","1","504200601"
"5042007","1","","5042","","1","1","504200701"
"5044001","1","","5044","bgm_M113_emt5044_001","1","1","504400101"
"5044006","1","","5044","bgm_M384_emt5044_006","1","1","504400601"
"5044007","1","","5044","","1","1","504400701"
"5046001","1","","5046","bgm_M394_emt5046_001","1","1","504600101"
"5046006","1","","5046","bgm_M397_emt5046_006","1","1","504600601"
"5046007","1","","5046","","1","1","504600701"
"5048003","1","","5048","","1","1","504800301"
"5048006","1","","5048","","1","1","504800601"
"5048007","1","","5048","","1","1","504800701"
"5050001","0","","5050","","1","1","505000101"
"5050006","0","","5050","","1","1","505000601"
"5050007","0","","5050","","1","1","505000701"
"5050008","1","","5050","","1","1","505000801"
"5052000","1","","5052","","1","1","505200001"
"5052006","1","","5052","","1","1","505200601"
"5052007","0","","5052","","1","1","505200701"
"5052008","1","","5052","","1","1","505200801"
"5054000","1","","5054","bgm_M282_emt5054_000","1","1","505400001"
"5054007","0","","5054","","1","1","505400701"
"5054008","1","","5054","","1","1","505400801"
"5054008","1","","5054","","1","1","505400802"
"5056000","1","","5056","","1","1","505600001"
"5056006","1","","5056","bgm_M438_emt5056_006","1","1","505600601"
"5056007","1","","5056","","1","1","505600701"
"5056501","0","","5056","","1","1","505650101"
"5058003","1","","5058","","1","1","505800301"
"5059006","1","","5059","","1","1","505900601"
"5059006","1","","5059","","1","1","505900603"
"5059006","1","","5059","","1","1","505900604"
"5059007","1","","5059","","1","1","505900701"
"5059007","1","","5059","","1","1","505900702"
"5061001","1","","5061","bgm_M452_emt5061_001","1","1","506100101"
"5061006","1","","5061","","1","1","506100601"
"5061007","1","","5061","","1","1","506100701"
"5064001","1","","5064","bgm_M459_emt5064_001","1","1","506400101"
"5064006","1","","5064","","1","1","506400601"
"5064007","1","","5064","","1","1","506400701"
"5066000","1","","5066","","1","1","506600001"
"5066006","1","","5066","","1","1","506600601"
"5066007","1","","5066","","1","1","506600701"
"5068001","1","","5068","","1","1","506800101"
"5068006","1","","5068","bgm_M480_emt5068_006","1","1","506800601"
"5068007","1","","5068","","1","1","506800701"
"5070001","1","","5070","","1","1","507000101"
"5070005","1","","5070","bgm_M488_emt5070_005","1","1","507000501"
"5070007","1","","5070","","1","1","507000701"
"5072000","1","","5072","","1","1","507200001"
"5072006","1","","5072","","1","1","507200601"
"5072006","1","","5072","","1","1","507200602"
"5074003","1","","5074","bgm_M512_emt5074_003","1","1","507400301"
"5074006","1","","5074","","1","1","507400601"
"5074007","1","","5074","","1","1","507400701"
"5076002","1","","5076","bgm_M192_emt5076_002","1","1","507600201"
"5076006","1","","5076","","1","1","507600601"
"5076007","0","","5076","","1","1","507600701"
"5076008","1","","5076","","1","1","507600801"
"5078004","1","","5078","","1","1","507800401"
"5078006","1","","5078","","1","1","507800601"
"5078007","0","","5078","","1","1","507800701"
"5078008","1","","5078","","1","1","507800801"
"5080002","1","","5080","bgm_M173_emt5080_002","1","1","508000201"
"5080006","1","","5080","","1","1","508000601"
"5080007","1","","5080","","1","1","508000701"
"5082000","1","","5082","","1","1","508200001"
"5082006","1","","5082","","1","1","508200601"
"5082007","1","","5082","","1","1","508200701"
"5082501","0","","5082","","1","1","508250101"
"5084000","1","","5084","","1","1","508400001"
"5085005","1","","5085","","1","1","508500501"
"5085006","1","","5085","bgm_M557_emt5085_010","1","1","508500601"
"5085006","1","","5085","","1","1","508500602"
"5088003","1","","5088","","1","1","508800301"
"5088006","1","","5088","","1","1","508800601"
"5088007","1","","5088","","1","1","508800701"
"5090002","1","","5090","","1","1","509000201"
"5090006","1","","5090","","1","1","509000601"
"5090007","1","","5090","","1","1","509000701"
"5092001","1","","5092","","1","1","509200101"
"5092006","1","","5092","","1","1","509200601"
"5092007","1","","5092","","1","1","509200701"
"5094005","1","","5094","","1","1","509400501"
"5094007","1","","5094","","1","1","509400701"
"5094007","1","","5094","","1","1","509400702"
"5096002","1","","5096","","1","1","509600201"
"5096007","1","","5096","","1","1","509600701"
"5096007","1","","5096","","1","1","509600702"
"5098000","1","","5098","","1","1","509800001"
"5098006","1","","5098","","1","1","509800601"
"5098007","1","","5098","","1","1","509800701"
