4bc708afb4c9aef22beb795ea0f354a69f2e272cbb2c3aa8e2b1ac9d2e4bb64a,59ca8074674259fcfa4139fb0899ccb079b0ec7cf674816871bb72bd5a94f350,5290ce96e25b2bf7fe628feff69f8cdff12b3215794ab8168f5264c8b8d2b28b,9630711475688ab75c8a6b48b40be7c1d27574d6a093e655cb57aa2dba71c565,ba37dcf4b60e0b237d71ad59728b2f2d2bc17691780a2d2bffca60f4f15c0cab,83526303baf6e839ecfd156b330e42c599693bfd60d60cb6a246488eb72668e9,748a3c07946ed3456305e6831567c78350fc55b545d65e1bcbea34bcda1f81d4,208dc1f76dd7ba0cb647e201576c96f93345c2778e6529b476fed747c1e5cf80,1791e97cb862e96a701fe2f95559b2f486165c8eba8052d7cb4823b9cc491f2c,de830c89d7a7a5b22ce48bf34fc5ebbec8f7480cb68e300bd9b183a63828228d,8de9f135e6fa3e3db5ad6181d92debcb86510d1bb2573221617dab62c6c7bcfa,134de67f7f2e80ee42624850225d8b00e31f5846bca3130499a7dcf9392474ab
"1","1","0","0","5","0","151","10140176","10140","踢水","122511","0"
"2","1","0","0","10","0","151","10140177","10140","踢水","122611","0"
"1","1","0","0","10","0","151","10140179","10140","踢水","122811","0"
"1","1","0","0","10","0","151","10140180","10140","踢水","122911","0"
"1","1","0","0","5","0","151","10140182","10140","踢水","126711","0"
"2","1","0","0","10","0","151","10140183","10140","踢水","126811","0"
"1","1","0","0","5","0","151","10140185","10140","踢水","127011","0"
"2","1","0","0","10","0","151","10140188","10140","踢水","129411","0"
"2","1","0","0","10","0","151","10140189","10140","踢水","129511","0"
"2","1","0","0","10","0","201","10140201","10140","蛙泳","107511","0"
"2","1","0","0","10","0","201","10140202","10140","蛙泳","107611","0"
"1","1","0","0","10","0","201","10140203","10140","蛙泳","107711","0"
"2","1","0","0","20","0","201","10140206","10140","蛙泳","108011","0"
"2","1","0","0","10","0","201","10140207","10140","蛙泳","110011","0"
"1","1","0","0","3","0","201","10140209","10140","蛙泳","110311","0"
"2","1","0","0","10","0","201","10140210","10140","蛙泳","110411","0"
"2","1","0","0","10","0","201","10140211","10140","蛙泳","110511","0"
"1","1","0","0","5","0","201","10140213","10140","蛙泳","113111","0"
"1","1","0","0","5","0","201","10140214","10140","蛙泳","113211","0"
"2","1","0","0","10","0","201","10140216","10140","蛙泳","113411","0"
"2","1","0","0","10","0","201","10140217","10140","蛙泳","113511","0"
"2","1","0","0","10","0","201","10140218","10140","蛙泳","113611","0"
"1","1","0","0","5","0","201","10140219","10140","蛙泳","115711","0"
"2","1","0","0","10","0","201","10140220","10140","蛙泳","117011","0"
"2","1","0","0","10","0","201","10140221","10140","蛙泳","117111","0"
"2","1","0","0","10","0","201","10140222","10140","蛙泳","117211","0"
"2","1","0","0","10","0","201","10140223","10140","蛙泳","117311","0"
"2","1","0","0","10","0","201","10140224","10140","蛙泳","117411","0"
"2","1","0","0","10","0","201","10140225","10140","蛙泳","122411","0"
"1","1","0","0","5","0","201","10140226","10140","蛙泳","122511","0"
"2","1","0","0","10","0","201","10140227","10140","蛙泳","122611","0"
"1","1","0","0","5","0","201","10140232","10140","蛙泳","126711","0"
"2","1","0","0","10","0","201","10140233","10140","蛙泳","126811","0"
"1","1","0","0","5","0","201","10140235","10140","蛙泳","127011","0"
"2","1","0","0","10","0","201","10140238","10140","蛙泳","129411","0"
"2","1","0","0","10","0","201","10140239","10140","蛙泳","129511","0"
"2","1","0","0","10","0","251","10140251","10140","潛水","107511","0"
"2","1","0","0","10","0","251","10140252","10140","潛水","107611","0"
"2","1","0","0","20","0","251","10140256","10140","潛水","108011","0"
"2","1","0","0","10","0","251","10140257","10140","潛水","110011","0"
"1","1","0","0","3","0","251","10140259","10140","潛水","110311","0"
"2","1","0","0","10","0","251","10140260","10140","潛水","110411","0"
"2","1","0","0","10","0","251","10140261","10140","潛水","110511","0"
"1","1","0","0","5","0","251","10140263","10140","潛水","113111","0"
"1","1","0","0","5","0","251","10140264","10140","潛水","113211","0"
"2","1","0","0","10","0","251","10140266","10140","潛水","113411","0"
"2","1","0","0","10","0","251","10140268","10140","潛水","113611","0"
"1","1","0","0","5","0","251","10140269","10140","潛水","115711","0"
"2","1","0","0","10","0","251","10140270","10140","潛水","117011","0"
"2","1","0","0","10","0","251","10140272","10140","潛水","117211","0"
"2","1","0","0","10","0","251","10140273","10140","潛水","117311","0"
"2","1","0","0","10","0","251","10140274","10140","潛水","117411","0"
"2","1","0","0","10","0","251","10140275","10140","潛水","122411","0"
"1","1","0","0","5","0","251","10140276","10140","潛水","122511","0"
"2","1","0","0","10","0","251","10140277","10140","潛水","122611","0"
"1","1","0","0","5","0","251","10140282","10140","潛水","126711","0"
"1","1","0","0","5","0","251","10140285","10140","潛水","127011","0"
"2","1","0","0","10","0","303","10140301","10140","游泳圈+踢水（黃）","107511","0"
"2","1","0","0","15","0","302","10140302","10140","游泳圈+踢水（藍）","107611","0"
"2","1","0","0","20","0","302","10140306","10140","游泳圈+踢水（藍）","108011","0"
"2","1","0","0","10","0","301","10140307","10140","游泳圈+踢水（粉）","110011","0"
"1","1","0","0","3","0","303","10140309","10140","游泳圈+踢水（黃）","110311","0"
"2","1","0","0","10","0","302","10140310","10140","游泳圈+踢水（藍）","110411","0"
"2","1","0","0","10","0","302","10140311","10140","游泳圈+踢水（藍）","110511","0"
"1","1","0","0","5","0","302","10140313","10140","游泳圈+踢水（藍）","113111","0"
"1","1","0","0","5","0","302","10140314","10140","游泳圈+踢水（藍）","113211","0"
"1","1","0","0","5","0","302","10140315","10140","游泳圈+踢水（藍）","113311","0"
"2","1","0","0","10","0","302","10140316","10140","游泳圈+踢水（藍）","113411","0"
"2","1","0","0","10","0","302","10140317","10140","游泳圈+踢水（藍）","113511","0"
"2","1","0","0","10","0","302","10140318","10140","游泳圈+踢水（藍）","113611","0"
"1","1","0","0","5","0","302","10140319","10140","游泳圈+踢水（藍）","115711","0"
"2","1","0","0","10","0","301","10140320","10140","游泳圈+踢水（粉）","117011","0"
"2","1","0","0","10","0","302","10140321","10140","游泳圈+踢水（藍）","117111","0"
"2","1","0","0","10","0","303","10140322","10140","游泳圈+踢水（黃）","117211","0"
"2","1","0","0","10","0","302","10140323","10140","游泳圈+踢水（藍）","117311","0"
"2","1","0","0","10","0","301","10140324","10140","游泳圈+踢水（粉）","117411","0"
"2","1","0","0","10","0","303","10140325","10140","游泳圈+踢水（黃）","122411","0"
"1","1","0","0","5","0","302","10140326","10140","游泳圈+踢水（藍）","122511","0"
"2","1","0","0","10","0","301","10140327","10140","游泳圈+踢水（粉）","122611","0"
"1","1","0","0","10","0","302","10140328","10140","游泳圈+踢水（藍）","122711","0"
"1","1","0","0","10","0","303","10140329","10140","游泳圈+踢水（黃）","122811","0"
"1","1","0","0","10","0","301","10140330","10140","游泳圈+踢水（粉）","122911","0"
"1","1","0","0","5","0","301","10140332","10140","游泳圈+踢水（粉）","126711","0"
"2","1","0","0","10","0","303","10140333","10140","游泳圈+踢水（黃）","126811","0"
"1","1","0","0","5","0","301","10140335","10140","游泳圈+踢水（粉）","127011","0"
"2","1","0","0","10","0","303","10140338","10140","游泳圈+踢水（黃）","129411","0"
"2","1","0","0","10","0","301","10140339","10140","游泳圈+踢水（粉）","129511","0"
"2","1","0","0","10","0","351","10140351","10140","浮板+踢水（粉）","107511","0"
"2","1","0","0","15","0","352","10140352","10140","浮板+踢水（藍）","107611","0"
"2","1","0","0","20","0","352","10140356","10140","浮板+踢水（藍）","108011","0"
"2","1","0","0","10","0","351","10140357","10140","浮板+踢水（粉）","110011","0"
"1","1","0","0","3","0","352","10140359","10140","浮板+踢水（藍）","110311","0"
"2","1","0","0","10","0","352","10140360","10140","浮板+踢水（藍）","110411","0"
"2","1","0","0","10","0","352","10140361","10140","浮板+踢水（藍）","110511","0"
"1","1","0","0","5","0","352","10140363","10140","浮板+踢水（藍）","113111","0"
"1","1","0","0","5","0","352","10140364","10140","浮板+踢水（藍）","113211","0"
"1","1","0","0","5","0","352","10140365","10140","浮板+踢水（藍）","113311","0"
"2","1","0","0","10","0","352","10140366","10140","浮板+踢水（藍）","113411","0"
"2","1","0","0","10","0","352","10140367","10140","浮板+踢水（藍）","113511","0"
"2","1","0","0","10","0","352","10140368","10140","浮板+踢水（藍）","113611","0"
"1","1","0","0","5","0","352","10140369","10140","浮板+踢水（藍）","115711","0"
"2","1","0","0","10","0","351","10140370","10140","浮板+踢水（粉）","117011","0"
"2","1","0","0","10","0","352","10140371","10140","浮板+踢水（藍）","117111","0"
"2","1","0","0","10","0","352","10140372","10140","浮板+踢水（藍）","117211","0"
"2","1","0","0","10","0","352","10140373","10140","浮板+踢水（藍）","117311","0"
"2","1","0","0","10","0","351","10140374","10140","浮板+踢水（粉）","117411","0"
"2","1","0","0","10","0","351","10140375","10140","浮板+踢水（粉）","122411","0"
"1","1","0","0","5","0","352","10140376","10140","浮板+踢水（藍）","122511","0"
"2","1","0","0","10","0","351","10140377","10140","浮板+踢水（粉）","122611","0"
"1","1","0","0","10","0","352","10140378","10140","浮板+踢水（藍）","122711","0"
"1","1","0","0","10","0","351","10140379","10140","浮板+踢水（粉）","122811","0"
"1","1","0","0","10","0","351","10140380","10140","浮板+踢水（粉）","122911","0"
"1","1","0","0","5","0","351","10140382","10140","浮板+踢水（粉）","126711","0"
"2","1","0","0","10","0","352","10140383","10140","浮板+踢水（藍）","126811","0"
"1","1","0","0","5","0","351","10140385","10140","浮板+踢水（粉）","127011","0"
"2","1","0","0","10","0","352","10140388","10140","浮板+踢水（藍）","129411","0"
"2","1","0","0","10","0","351","10140389","10140","浮板+踢水（粉）","129511","0"
"2","1","0","0","10","0","401","10140401","10140","漂浮（普通）","107511","0"
"2","1","0","0","15","0","402","10140402","10140","漂浮（小孩）","107611","0"
"1","1","0","0","10","0","401","10140403","10140","漂浮（普通）","107711","0"
"2","1","0","0","20","0","401","10140406","10140","漂浮（普通）","108011","0"
"2","1","0","0","10","0","401","10140407","10140","漂浮（普通）","110011","0"
"1","1","0","0","10","0","401","10140408","10140","漂浮（普通）","110111","0"
"1","1","0","0","3","0","401","10140409","10140","漂浮（普通）","110311","0"
"2","1","0","0","10","0","401","10140410","10140","漂浮（普通）","110411","0"
"2","1","0","0","10","0","401","10140411","10140","漂浮（普通）","110511","0"
"2","1","0","0","50","0","401","10140412","10140","漂浮（普通）","110611","0"
"1","1","0","0","5","0","401","10140413","10140","漂浮（普通）","113111","0"
"1","1","0","0","5","0","401","10140414","10140","漂浮（普通）","113211","0"
"1","1","0","0","5","0","401","10140415","10140","漂浮（普通）","113311","0"
"2","1","0","0","10","0","401","10140416","10140","漂浮（普通）","113411","0"
"2","1","0","0","10","0","401","10140417","10140","漂浮（普通）","113511","0"
"2","1","0","0","10","0","401","10140418","10140","漂浮（普通）","113611","0"
"1","1","0","0","5","0","401","10140419","10140","漂浮（普通）","115711","0"
"2","1","0","0","10","0","401","10140420","10140","漂浮（普通）","117011","0"
"2","1","0","0","10","0","401","10140421","10140","漂浮（普通）","117111","0"
"2","1","0","0","10","0","401","10140422","10140","漂浮（普通）","117211","0"
"2","1","0","0","10","0","401","10140423","10140","漂浮（普通）","117311","0"
"2","1","0","0","10","0","401","10140424","10140","漂浮（普通）","117411","0"
"2","1","0","0","10","0","401","10140425","10140","漂浮（普通）","122411","0"
"1","1","0","0","5","0","401","10140426","10140","漂浮（普通）","122511","0"
"2","1","0","0","10","0","401","10140427","10140","漂浮（普通）","122611","0"
"1","1","0","0","10","0","402","10140428","10140","漂浮（小孩）","122711","0"
"1","1","0","0","10","0","402","10140429","10140","漂浮（小孩）","122811","0"
"1","1","0","0","10","0","402","10140430","10140","漂浮（小孩）","122911","0"
"2","1","0","0","10","0","401","10140431","10140","漂浮（普通）","126611","0"
"1","1","0","0","5","0","401","10140432","10140","漂浮（普通）","126711","0"
"2","1","0","0","10","0","401","10140433","10140","漂浮（普通）","126811","0"
"2","1","0","0","30","0","401","10140434","10140","漂浮（普通）","126911","0"
"1","1","0","0","5","0","401","10140435","10140","漂浮（普通）","127011","0"
"2","1","0","0","10","0","401","10140436","10140","漂浮（普通）","127111","0"
"2","1","0","0","30","0","402","10140437","10140","漂浮（小孩）","129311","0"
"2","1","0","0","10","0","401","10140438","10140","漂浮（普通）","129411","0"
"2","1","0","0","10","0","401","10140439","10140","漂浮（普通）","129511","0"
"2","1","0","0","10","0","451","10140451","10140","捷泳","107511","0"
"2","1","0","0","20","0","451","10140456","10140","捷泳","108011","0"
"2","1","0","0","10","0","451","10140457","10140","捷泳","110011","0"
"1","1","0","0","3","0","451","10140459","10140","捷泳","110311","0"
"2","1","0","0","10","0","451","10140460","10140","捷泳","110411","0"
"2","1","0","0","10","0","451","10140461","10140","捷泳","110511","0"
"1","1","0","0","5","0","451","10140463","10140","捷泳","113111","0"
"1","1","0","0","5","0","451","10140464","10140","捷泳","113211","0"
"2","1","0","0","10","0","451","10140466","10140","捷泳","113411","0"
"2","1","0","0","10","0","451","10140467","10140","捷泳","113511","0"
"1","1","0","0","5","0","451","10140469","10140","捷泳","115711","0"
"2","1","0","0","10","0","451","10140470","10140","捷泳","117011","0"
"2","1","0","0","10","0","451","10140471","10140","捷泳","117111","0"
"2","1","0","0","10","0","451","10140472","10140","捷泳","117211","0"
"2","1","0","0","10","0","451","10140473","10140","捷泳","117311","0"
"2","1","0","0","10","0","451","10140474","10140","捷泳","117411","0"
"2","1","0","0","10","0","451","10140475","10140","捷泳","122411","0"
"1","1","0","0","5","0","451","10140476","10140","捷泳","122511","0"
"2","1","0","0","10","0","451","10140477","10140","捷泳","122611","0"
"1","1","0","0","5","0","451","10140482","10140","捷泳","126711","0"
"2","1","0","0","10","0","451","10140483","10140","捷泳","126811","0"
"1","1","0","0","5","0","451","10140485","10140","捷泳","127011","0"
"2","1","0","0","10","0","451","10140488","10140","捷泳","129411","0"
"2","1","0","0","10","0","501","10140501","10140","衝浪","107511","0"
"2","1","0","0","20","0","501","10140505","10140","衝浪","107911","0"
"2","1","0","0","20","0","501","10140506","10140","衝浪","108011","0"
"2","1","0","0","10","0","501","10140507","10140","衝浪","110011","0"
"1","1","0","0","3","0","501","10140509","10140","衝浪","110311","0"
"2","1","0","0","10","0","501","10140510","10140","衝浪","110411","0"
"2","1","0","0","10","0","501","10140511","10140","衝浪","110511","0"
"1","1","0","0","5","0","501","10140513","10140","衝浪","113111","0"
"1","1","0","0","5","0","501","10140514","10140","衝浪","113211","0"
"1","1","0","0","5","0","501","10140515","10140","衝浪","113311","0"
"2","1","0","0","10","0","501","10140516","10140","衝浪","113411","0"
"1","1","0","0","5","0","501","10140519","10140","衝浪","115711","0"
"2","1","0","0","10","0","501","10140521","10140","衝浪","117111","0"
"2","1","0","0","10","0","501","10140522","10140","衝浪","117211","0"
"2","1","0","0","10","0","501","10140524","10140","衝浪","117411","0"
"2","1","0","0","10","0","501","10140525","10140","衝浪","122411","0"
"1","1","0","0","5","0","501","10140526","10140","衝浪","122511","0"
"1","1","0","0","10","0","501","10140529","10140","衝浪","122811","0"
"1","1","0","0","5","0","501","10140532","10140","衝浪","126711","0"
"2","1","0","0","10","0","501","10140533","10140","衝浪","126811","0"
"1","1","0","0","5","0","501","10140535","10140","衝浪","127011","0"
"2","1","0","0","10","0","501","10140538","10140","衝浪","129411","0"
"2","1","0","0","10","0","501","10140539","10140","衝浪","129511","0"
"2","1","107611","0","10","107811","851","10140851","10140","貪吃佩可 / 可可蘿 / 凱留","107511","0"
"2","1","122611","0","10","122511","852","10140852","10140","日和 / 優衣 / 怜","122411","0"
"2","1","117411","0","10","117311","853","10140853","10140","千歌 / 望 / 紡希","117211","0"
"1","1","122711","0","10","122811","854","10140854","10140","禊 / 美美 / 鏡華","122911","0"
"1","1","0","0","20","113511","855","10140855","10140","初音 / 美里","113411","0"
"1","1","0","0","20","107711","856","10140856","10140","咲戀 / 鈴莓","110311","0"
"2","1","110611","110511","10","115711","857","10140857","10140","真琴 / 霞 / 真步 / 香織","110411","0"
"2","1","126711","108011","10","107911","858","10140858","10140","美冬 / 秋乃 / 珠希 / 優花梨","126811","0"
"1","1","113311","113111","10","113211","859","10140859","10140","惠理子 / 杏奈 / 七七香 / 流夏","117011","0"
"1","1","0","0","20","110011","860","10140860","10140","伊緒 / 鈴奈","110111","0"
"2","1","129511","0","10","129411","861","10140861","10140","琪愛兒 / 優妮 / 克蘿依","129311","0"
"1","1","126811","0","20","126711","862","10140862","10140","似似花 / 秋乃 / 優花梨","126611","0"
"2","1","126911","0","20","127011","863","10140863","10140","忍 / 空花 / 蘭法","127111","0"
"2","1","0","0","20","110011","864","10140864","10140","凱留 / 鈴奈","107811","0"
"1","1","0","0","20","113111","865","10140865","10140","咲戀 / 流夏","110311","0"
"1","1","0","0","20","115711","866","10140866","10140","初音 / 霞","113411","0"
"2","1","0","0","20","127111","867","10140867","10140","杏奈 / 忍","113211","0"
"2","1","0","0","20","117111","868","10140868","10140","惠理子 / 靜流","117011","0"
"2","1","0","0","20","110511","869","10140869","10140","鈴奈 / 香織","110011","0"
"2","1","117111","0","20","127011","870","10140870","10140","伊緒 / 空花 / 靜流","110111","0"
"2","1","0","0","20","117411","871","10140871","10140","怜 / 紡希","122511","0"
"1","1","0","0","20","126711","872","10140872","10140","咲戀 / 秋乃","110311","0"
"2","1","0","0","20","115711","873","10140873","10140","真琴 / 霞","110411","0"
"2","1","0","0","20","110411","874","10140874","10140","優衣 / 真琴","122611","0"
"2","1","0","0","20","108011","875","10140875","10140","克蘿依 / 美冬","129411","0"
"2","1","0","0","20","117111","876","10140876","10140","優妮 / 靜流","129311","0"
"2","1","117411","117311","20","117211","877","10140877","10140","琪愛兒 / 望 / 紡希 / 千歌","129511","0"
"2","1","0","0","20","110611","878","10140878","10140","琪愛兒 / 真步","129511","0"
"2","1","0","0","20","122611","879","10140879","10140","可可蘿 / 優衣","107611","0"
"2","1","0","0","20","110311","880","10140880","10140","優妮 / 咲戀","129311","0"
"2","1","0","0","20","113511","881","10140881","10140","優妮 / 美里","129311","0"
"2","1","0","0","20","108011","882","10140882","10140","珠希 / 美冬","107911","0"
"2","1","115711","122411","20","110511","883","10140883","10140","真琴 / 香織 / 霞 / 日和","110411","0"
"2","1","0","0","20","107511","884","10140884","10140","似似花 / 貪吃佩可","126611","0"
"2","1","0","0","20","107611","885","10140885","10140","鈴莓 / 可可蘿","107711","0"
"1","1","0","0","20","122511","886","10140886","10140","流夏 / 怜","113111","0"
"1","1","0","0","20","122711","887","10140887","10140","鈴莓 / 鏡華","107711","0"
"1","1","0","0","10","0","889","10140889","10140","泳池邊奔跑的禊","122811","0"
"2","1","0","0","10","0","890","10140890","10140","泳池邊奔跑的珠希","107911","0"
"2","1","0","0","10","0","891","10140891","10140","踢水逆向的日和","122411","0"
"2","1","0","0","10","0","892","10140892","10140","小船上害怕的珠希","107911","0"
"2","1","0","0","10","0","893","10140893","10140","小船上害怕的凱留","107811","0"
"1","1","0","0","5","0","894","10140894","10140","和水母一起漂流的空花","127011","0"
"2","1","0","0","10","0","895","10140895","10140","用游泳圈漂流的凱留","107811","0"
"2","1","0","0","10","0","896","10140896","10140","用游泳圈漂流的似似花","126611","0"
"1","2","0","0","10","0","901","10140901","10140","喝麥酒也不要喝得爛醉","126811","1"
"2","2","0","0","10","0","902","10140902","10140","漂流的大妃","126611","1"
"2","2","0","0","10","113311","903","10140903","10140","當她換穿上傳說","113211","1"
"1","2","122711","129311","10","122811","904","10140904","10140","同世代很棒吧？","122911","1"
"1","2","107611","0","30","117011","905","10140905","10140","漂流的氣場","117111","1"
"1","2","0","0","30","117311","906","10140906","10140","泳池內的音樂會","126911","1"
"2","2","113111","0","10","427111","907","10140907","10140","色慾薰心","127111","1"
"1","2","0","0","10","107811","908","10140908","10140","漂浮的怪奇怪靈","126911","1"
"1","2","113411","0","30","113511","909","10140909","10140","她的著裝守則","113611","1"
"1","2","110411","0","10","110511","910","10140910","10140","經商精神化為泡影","107911","1"
"1","2","122711","129311","10","122811","911","10140911","10140","開心的小小甜心一家","122911","1"
"1","2","122711","0","10","126911","912","10140912","10140","您看出來了嗎","127111","1"
"2","2","0","0","5","0","913","10140913","10140","被虐狂水漂","127011","1"
"1","2","110411","0","20","110511","914","10140914","10140","出發！度假村遊船","110611","1"
"2","2","0","0","10","110311","915","10140915","10140","泳池邊的女僕","107711","1"
"2","2","117411","117011","5","113311","916","10140916","10140","喜歡釣魚的天性","113111","1"
"2","2","0","0","5","110311","917","10140917","10140","秋乃之輪迴","126711","1"
"2","2","0","0","20","113511","918","10140918","10140","老師也是努力的孩子！","110111","1"
"1","2","117411","0","30","110011","919","10140919","10140","閃亮亮☆網紅","117211","1"
"2","2","0","0","2","0","920","10140920","10140","名偵探霞的墨丘利度假村事件簿①","115711","1"
"2","2","0","0","2","0","921","10140921","10140","名偵探霞的墨丘利度假村事件簿②","115711","1"
"2","2","0","0","2","0","922","10140922","10140","名偵探霞的墨丘利度假村事件簿③","115711","1"
"2","2","0","0","2","0","923","10140923","10140","名偵探霞的墨丘利度假村事件簿④","115711","1"
"1","2","107611","0","30","107811","941","10140941","10140","享受度假村！美食殿堂♪","107511","2"
"2","2","0","0","10","127111","942","10140942","10140","那之後的冒險故事","113211","2"
"2","2","0","0","10","122511","943","10140943","10140","了解魚心即為釣心？","117411","2"
"1","2","108011","0","10","126811","944","10140944","10140","STOP！無照營業","107911","2"
"1","2","117011","0","30","110411","945","10140945","10140","請小心戀愛話題？","122611","2"
"1","2","107911","0","30","107811","946","10140946","10140","十貓十色","122411","2"
"1","2","129311","0","30","129411","947","10140947","10140","從微亮的水底處","129511","2"
"2","1","0","0","5","0","951","10140951","10140","擲岩猴玩具","0","0"
"1","1","0","0","5","0","952","10140952","10140","雷雲長老玩具","0","0"
"2","1","0","0","5","0","953","10140953","10140","可可拉玩具","0","0"
"1","1","0","0","5","0","954","10140954","10140","魔像玩具","0","0"
"2","1","0","0","5","0","955","10140955","10140","席茲玩具","0","0"
"1","1","0","0","5","0","956","10140956","10140","沉睡之梟玩具","0","0"
"2","1","0","0","5","0","957","10140957","10140","軟泥怪玩具","0","0"
"1","1","0","0","5","0","958","10140958","10140","喵特玩具","0","0"
"2","1","0","0","5","0","959","10140959","10140","氣球鳥玩具","0","0"
"1","1","0","0","5","0","960","10140960","10140","小小格里芬玩具","0","0"
"2","1","0","0","5","0","961","10140961","10140","紅蕈菇玩具","0","0"
"1","1","0","0","5","0","962","10140962","10140","摩拉玩具","0","0"
