2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","","21","","0","1007401","0","vo_mhp_4004","vo_mhp_1007401","1007401040",""
"1.5","0","11","0","1","1007401","3","是啊，那時候雖然很辛苦，\n卻過得很開心呢，\n真想再去泡溫泉──\n溫、泉……啊，啊……","100211","1007401041","0"
"","","93","","","1007401","","1","14","1007401042",""
"","","3","0.2","","1007401","1","mhp_yui_hot","100211","1007401043",""
"","","3","0.2","","1007401","1","mhp_yui_hot","31","1007401044",""
"","","32","","","1007401","","1","123","1007401045",""
"","","23","","","1007401","","se_10031400_love","se_10031400","1007401046",""
"","","91","","","1007401","","","1007401041","1007401047",""
"","","93","","","1007401","","0","3","1007401048",""
"","","3","0.2","","1007401","1","mhp_sit_talk_worry","117531","1007401049",""
"","","21","","0","1007401","0","vo_mhp_4005","vo_mhp_1007401","1007401050",""
"0.5","0","11","0","1","1007401","6","怎麼了？妳的臉很紅喔？","117531","1007401051","0"
"","","91","","","1007401","","","0","1007401052",""
"","","32","","","1007401","","0","123","1007401053",""
"","","3","0.2","","1007401","1","mhp_sit_idle","117531","1007401054",""
"","","3","0.2","","1007401","1","mhp_yui_sit_talk_worry","100211","1007401055",""
"","","3","0.2","","1007401","1","NoItem","31","1007401056",""
"","","21","","0","1007401","0","vo_mhp_4006","vo_mhp_1007401","1007401057",""
"0.5","0","11","0","1","1007401","3","關、關於這個，\n我最近經常臉頰突然發燙……\n這是什麼疾病嗎？","100211","1007401058","0"
"","","91","","","1007401","","","0","1007401059",""
"","0","3","0.2","","1007401","1","mhp_yui_sit_idle_sad","100211","1007401060",""
"","0","3","0.2","","1007401","1","mhp_sit_talk_thinking","117531","1007401061",""
"","","21","","0","1007401","0","vo_mhp_4007","vo_mhp_1007401","1007401062",""
"0.5","0","11","0","1","1007401","4","我沒有辦法馬上斷定，\n但那說不定是很嚴重的疾病，\n而且還是不治之症呢。","117531","1007401063","0"
"","","91","","","1007401","","","0","1007401064",""
"","","3","0.2","","1007401","1","mhp_sit_idle_thinking","117531","1007401065",""
"","","3","0.2","","1007401","1","mhp_yui_sit_talk_sad","100211","1007401066",""
"","","21","","0","1007401","0","vo_mhp_4008","vo_mhp_1007401","1007401067",""
"0.5","0","11","0","1","1007401","8","怎麼會……","100211","1007401068","0"
"","","91","","","1007401","","","0","1007401069",""
"","","3","0.2","","1007401","1","mhp_yui_sit_idle_sad","100211","1007401070",""
"","","3","0.2","","1007401","1","mhp_sit_talk_normal","117531","1007401071",""
"","","21","","0","1007401","0","vo_mhp_4009","vo_mhp_1007401","1007401072",""
"0.5","0","11","0","1","1007401","4","一般來說是不會危及性命，\n但要是拖得太久，可就麻煩了，\n所以今天就先──","117531","1007401073","0"
"","","91","","","1007401","","","0","1007401074",""
"","","22","","","1007401","","0","0","1007401075",""
"","","103","","","1007401","0","1007401079","拿條冷毛巾敷在額頭上。","1007401076",""
"","","103","","","1007401","0","1007401125","放空腦袋好好休息。","1007401077",""
"","","103","","","1007401","0","1007401142","我開個特製的中藥給妳。","1007401078",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_sit_out","117531","1007401079","0"
"","","93","","","1007401","","0","0.6","1007401080",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_sit_out","100211","1007401081","0"
"","","93","","","1007401","","0","0.2","1007401082",""
"","0","3","0.2","","1007401","1","mhp_walk","100211","1007401083",""
"","0","2","","1.5","1007401","-220","35","100211","1007401084",""
"","0","2","","1.5","1007401","-220","35","31","1007401085",""
"","0","2","","1.5","1007401","-220","35","11","1007401086",""
"","0","2","","1.5","1007401","-220","35","12","1007401087",""
"","","93","","","1007401","","0","0.3","1007401088",""
"","1","3","0.2","mhp_handover_loop","1007401","0","mhp_handover_in","117531","1007401089","0"
"","1","6","0","1","1007401","1","1","21","1007401090","0"
"","1","6","0","1","1007401","1","1","22","1007401091","0"
"","1","3","0.2","mhp_handover_loop","1007401","0","mhp_handover_in","21","1007401092","0"
"","1","3","0.2","mhp_item_EX0015_handover_loop","1007401","0","mhp_item_EX0015_handover_in","22","1007401093","0"
"","","93","","","1007401","","0","1.2","1007401094",""
"","1","3","0.2","mhp_handover_receive_loop","1007401","0","mhp_handover_receive_in","100211","1007401095","0"
"","1","6","0","1","1007401","1","1","11","1007401096","0"
"","1","6","0","1","1007401","1","1","12","1007401097","0"
"","1","3","0.2","mhp_receive_yui_loop","1007401","0","mhp_receive_yui_in","11","1007401098","0"
"","1","3","0.2","mhp_item_EX0015_receive_loop","1007401","0","mhp_item_EX0015_receive_in","12","1007401099","0"
"","","93","","","1007401","","0","0.6","1007401100",""
"","1","6","0.4","1","1007401","1","1","22","1007401101","0"
"","","93","","","1007401","","0","0.4","1007401102",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_handover_out","117531","1007401103","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_handover_out","21","1007401104","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_item_EX0015_handover_out","22","1007401105","0"
"","","93","","","1007401","","0","0.4","1007401106",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_handover_receive_out","100211","1007401107","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_receive_yui_out","11","1007401108","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_item_EX0015_receive_out","12","1007401109","0"
"","","93","","","1007401","","0","2","1007401110",""
"","","3","0.2","","1007401","1","mhp_talk_worry","100211","1007401111",""
"","","21","","0","1007401","0","vo_mhp_4010","vo_mhp_1007401","1007401112",""
"0.5","0","11","0","1","1007401","6","這、這樣就能治好了嗎？","100211","1007401113","0"
"","","91","","","1007401","","","0","1007401114",""
"","","3","0.2","","1007401","1","mhp_idle_worry","100211","1007401115",""
"","","3","0.2","","1007401","1","mhp_talk_normal","117531","1007401116",""
"","","21","","0","1007401","0","vo_mhp_4011","vo_mhp_1007401","1007401117",""
"0.5","0","11","0","1","1007401","5","不，這單純是症狀治療喔。\n但現在這樣就夠了，\n如果有什麼問題，妳就再來吧。","117531","1007401118","0"
"","","91","","","1007401","","","0","1007401119",""
"","","22","","","1007401","","0","0","1007401120",""
"","1","3","0.2","mhp_sit_idle","1007401","0","mhp_sit_in","117531","1007401121","0.2"
"","","3","0.2","","1007401","0","mhp_yui_pekori","100211","1007401122",""
"","","91","","","1007401","","","0","1007401123",""
"","","101","","","1007401","","","1007401186","1007401124",""
"","","3","0.2","","1007401","1","mhp_sit_idle","117531","1007401125",""
"","","3","0.2","","1007401","1","mhp_sit_talk_worry","100211","1007401126",""
"","","21","","0","1007401","0","vo_mhp_4012","vo_mhp_1007401","1007401127",""
"0.5","0","11","0","1","1007401","11","那個，不需要吃藥之類的嗎……","100211","1007401128","0"
"","","91","","","1007401","","","0","1007401129",""
"","","3","0.2","","1007401","1","mhp_sit_idle_sad","100211","1007401130",""
"","","3","0.2","","1007401","1","mhp_sit_talk_thinking","117531","1007401131",""
"","","21","","0","1007401","0","vo_mhp_4013","vo_mhp_1007401","1007401132",""
"0.5","0","11","0","1","1007401","5","不需要喔。想太多對身體不好，\n所以在生活中保持平靜的心靈，\n就是最好的方法。","117531","1007401133","0"
"","","91","","","1007401","","","0","1007401134",""
"","","22","","","1007401","","0","0","1007401135",""
"","","3","0.2","","1007401","1","mhp_sit_idle","117531","1007401136",""
"","","3","0.2","","1007401","0","mhp_yui_sit_pekori","100211","1007401137",""
"","","91","","","1007401","","","0","1007401138",""
"","","3","0.2","","1007401","0","mhp_sit_out","100211","1007401139",""
"","","91","","","1007401","","","0","1007401140",""
"","","101","","","1007401","","","1007401186","1007401141",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_sit_out","117531","1007401142","0"
"","","93","","","1007401","","0","0.6","1007401143",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_sit_out","100211","1007401144","0"
"","","93","","","1007401","","0","0.2","1007401145",""
"","0","3","0.2","","1007401","1","mhp_walk","100211","1007401146",""
"","0","2","","1.5","1007401","-220","35","100211","1007401147",""
"","0","2","","1.5","1007401","-220","35","31","1007401148",""
"","0","2","","1.5","1007401","-220","35","11","1007401149",""
"","0","2","","1.5","1007401","-220","35","12","1007401150",""
"","","93","","","1007401","","0","0.3","1007401151",""
"","1","3","0.2","mhp_handover_loop","1007401","0","mhp_handover_in","117531","1007401152","0"
"","1","6","0","1","1007401","1","1","21","1007401153","0"
"","1","6","0","1","1007401","1","1","22","1007401154","0"
"","1","3","0.2","mhp_handover_loop","1007401","0","mhp_handover_in","21","1007401155","0"
"","1","3","0.2","mhp_item_EX0007_handover_loop","1007401","0","mhp_item_EX0007_handover_in","22","1007401156","0"
"","","93","","","1007401","","0","1.2","1007401157",""
"","1","3","0.2","mhp_handover_receive_loop","1007401","0","mhp_handover_receive_in","100211","1007401158","0"
"","1","6","0","1","1007401","1","1","11","1007401159","0"
"","1","6","0","1","1007401","1","1","12","1007401160","0"
"","1","3","0.2","mhp_receive_yui_loop","1007401","0","mhp_receive_yui_in","11","1007401161","0"
"","1","3","0.2","mhp_item_EX0007_receive_loop","1007401","0","mhp_item_EX0007_receive_in","12","1007401162","0"
"","","93","","","1007401","","0","0.6","1007401163",""
"","1","6","0.4","1","1007401","1","1","22","1007401164","0"
"","","93","","","1007401","","0","0.4","1007401165",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_handover_out","117531","1007401166","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_handover_out","21","1007401167","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_item_EX0007_handover_out","22","1007401168","0"
"","","93","","","1007401","","0","0.4","1007401169",""
"","1","3","0.2","mhp_idle_normal","1007401","0","mhp_handover_receive_out","100211","1007401170","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_receive_yui_out","11","1007401171","0"
"","1","3","0.2","NoItem_idle","1007401","0","mhp_item_EX0007_receive_out","12","1007401172","0"
"","","93","","","1007401","","0","2","1007401173",""
"","","3","0.2","","1007401","1","mhp_talk_wish","100211","1007401174",""
"","","21","","0","1007401","0","vo_mhp_4014","vo_mhp_1007401","1007401175",""
"0.5","0","11","0","1","1007401","4","中藥……總覺得好像會很有效……\n謝謝妳，深月小姐。","100211","1007401176","0"
"","","91","","","1007401","","","0","1007401177",""
"","","3","0.2","","1007401","1","mhp_idle_wish","100211","1007401178",""
"","","3","0.2","","1007401","1","mhp_talk_thinking","117531","1007401179",""
"","","21","","0","1007401","0","vo_mhp_4015","vo_mhp_1007401","1007401180",""
"0.5","0","11","0","1","1007401","6","（但因為那是滋補身體的中藥，\n所以完全無關就是了。）","117531","1007401181","0"
"","","91","","","1007401","","","0","1007401182",""
"","","22","","","1007401","","0","0","1007401183",""
"","1","3","0.2","mhp_sit_idle","1007401","0","mhp_sit_in","117531","1007401184","0.2"
"","","3","0.2","","1007401","0","mhp_yui_pekori","100211","1007401185",""
"","","91","","","1007401","","","0","1007401186",""
"","","3","0.2","","1007401","1","mhp_walk","100211","1007401187",""
"","","4","","","1007401","","1","100211","1007401188",""
"","0","2","","5","1007401","-220","-1000","100211","1007401189",""
"","","93","","","1007401","","0","4","1007401190",""
"","","3","0.2","","1007401","1","mhp_sit_talk_worry","117631","1007401191",""
"","","21","","0","1007401","0","vo_mhp_4016","vo_mhp_1007401","1007401192",""
"0.5","0","11","0","1","1007401","4","醫生，那個人真的有生病嗎？","117631","1007401193","0"
"","","91","","","1007401","","","0","1007401194",""
"","","3","0.2","","1007401","1","mhp_sit_idle","117631","1007401195",""
"","","3","0.2","","1007401","1","mhp_sit_talk_thinking","117531","1007401196",""
"","","21","","0","1007401","0","vo_mhp_4017","vo_mhp_1007401","1007401197",""
"0.5","0","11","","1","1007401","3","是啊，而且病得很重喔。\n得好好為她看病才行呢。\n呵呵，年輕真好呢。","117531","1007401198","0"
"","","91","","","1007401","","","0","1007401199",""
"","","22","","","1007401","","0.5","0","1007401200",""
"","","91","","","1007401","","","0","1007401201",""
"mhp_idle_normal","-240","1","1.7","-1000","1007402","100","100211","1","1007402001","0"
"mhp_sit_idle","-220","1","1.7","185","1007402","100","117531","1","1007402002","1"
"mhp_sit_idle","-200","1","1.7","365","1007402","100","117631","1","1007402003","1"
"","0.85","31","1","-154","1007402","-240","1","1","1007402004",""
"NoItem","-220","5","1.7","-200","1007402","110","11","1","1007402005","0"
"NoItem","-220","5","1.7","-200","1007402","105","12","1","1007402006","0"
"NoItem","-220","5","1.7","185","1007402","110","21","1","1007402007","1"
"NoItem","-220","5","1.7","185","1007402","105","22","1","1007402008","1"
"","0","6","0","1","1007402","1","1","11","1007402009","0"
"","0","6","0","1","1007402","1","1","12","1007402010","0"
"","0","6","0","1","1007402","1","1","21","1007402011","0"
"","0","6","0","1","1007402","1","1","22","1007402012","0"
"NoItem","-220","5","1.7","-1000","1007402","110","31","1","1007402013","0"
"","","91","","","1007402","","","0","1007402014",""
"","","3","0.2","","1007402","1","mhp_sit_talk_normal","117531","1007402015",""
"","","21","","0","1007402","0","vo_mhp_4101","vo_mhp_1007402","1007402016",""
"0.5","0","11","0","0","1007402","5","優衣，請進～","117531","1007402017","0"
"","","91","","","1007402","","","0","1007402018",""
"","","3","0.2","","1007402","1","mhp_sit_idle","117531","1007402019",""
"","","3","0.2","","1007402","1","mhp_yui_walk_sad2","100211","1007402020",""
"","0","2","","4","1007402","-220","-200","100211","1007402021",""
"","","91","","","1007402","","","0","1007402022",""
"","1","3","0.2","mhp_yui_sit_idle_sad","1007402","0","mhp_yui_sit_in_sad","100211","1007402023","0.2"
"","","93","","","1007402","","0","1","1007402024",""
"","","3","0.2","","1007402","1","mhp_sit_talk_normal","117531","1007402025",""
"","","21","","0","1007402","0","vo_mhp_4102","vo_mhp_1007402","1007402026",""
"0.5","0","11","0","1","1007402","5","謝謝妳過來。\n妳今天是要問胸口不舒服的問題嗎？","117531","1007402027","0"
"","","91","","","1007402","","","0","1007402028",""
"","","3","0.2","","1007402","1","mhp_sit_idle","117531","1007402029",""
"","","3","0.2","","1007402","1","mhp_yui_sit_talk_surprise","100211","1007402030",""
"","","21","","0","1007402","0","vo_mhp_4103","vo_mhp_1007402","1007402031",""
"0.5","0","11","0","1","1007402","5","我、我什麼都還沒說耶！？\n真不愧是深月小姐……","100211","1007402032","0"
"","","91","","","1007402","","","0","1007402033",""
"","","3","0.2","","1007402","1","mhp_yui_sit_talk_sad","100211","1007402034",""
"","","21","","0","1007402","0","vo_mhp_4104","vo_mhp_1007402","1007402035",""
"0.5","0","11","0","1","1007402","3","是的，我的胸口難過得受不了……\n這、這果然是重病嗎？","100211","1007402036","0"
"","","91","","","1007402","","","0","1007402037",""
"","","3","0.2","","1007402","1","mhp_yui_sit_idle_sad","100211","1007402038",""
"","","3","0.2","","1007402","1","mhp_sit_talk_sad2","117531","1007402039",""
"","","21","","0","1007402","0","vo_mhp_4105","vo_mhp_1007402","1007402040",""
"0.5","0","11","0","1","1007402","4","我之前也說過了，\n這不會直接危及性命，\n但有時可能會痛苦到比死還要難受呢。","117531","1007402041","0"
"","","91","","","1007402","","","0","1007402042",""
"","","3","0.2","","1007402","1","mhp_sit_idle","117531","1007402043",""
"","","3","0.2","","1007402","1","mhp_yui_sit_talk_wish","100211","1007402044",""
"","","21","","0","1007402","0","vo_mhp_4106","vo_mhp_1007402","1007402045",""
"0.5","0","11","0","1","1007402","5","怎麼會……\n我、我該怎麼辦……","100211","1007402046","0"
"","","91","","","1007402","","","0","1007402047",""
"","","3","0.2","","1007402","1","mhp_yui_sit_idle_sad","100211","1007402048",""
"","","3","0.2","","1007402","1","mhp_sit_talk_wish","117531","1007402049",""
"","","21","","0","1007402","0","vo_mhp_4107","vo_mhp_1007402","1007402050",""
"0.5","0","11","0","1","1007402","6","沒事的，醫生就是為此存在的啊。\n好了，胸口不舒服就要──","117531","1007402051","0"
"","","91","","","1007402","","","0","1007402052",""
"","","22","","","1007402","","0","0","1007402053",""
"","","103","","","1007402","0","1007402057","我開心悸的藥給妳吧。","1007402054",""
"","","103","","","1007402","0","1007402102","這是大江戶特產的甜點。","1007402055",""
"","","103","","","1007402","0","1007402147","去數羊吧。","1007402056",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_sit_out","117531","1007402057","0"
"","","93","","","1007402","","0","0.6","1007402058",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_sit_out","100211","1007402059","0"
"","","93","","","1007402","","0","0.2","1007402060",""
"","0","3","0.2","","1007402","1","mhp_walk","100211","1007402061",""
"","0","2","","1.5","1007402","-220","35","100211","1007402062",""
"","0","2","","1.5","1007402","-220","35","31","1007402063",""
"","0","2","","1.5","1007402","-220","35","11","1007402064",""
"","0","2","","1.5","1007402","-220","35","12","1007402065",""
"","","93","","","1007402","","0","0.3","1007402066",""
"","1","3","0.2","mhp_handover_loop","1007402","0","mhp_handover_in","117531","1007402067","0"
"","1","6","0","1","1007402","1","1","21","1007402068","0"
"","1","6","0","1","1007402","1","1","22","1007402069","0"
"","1","3","0.2","mhp_handover_loop","1007402","0","mhp_handover_in","21","1007402070","0"
"","1","3","0.2","mhp_item_EX0009_handover_loop","1007402","0","mhp_item_EX0009_handover_in","22","1007402071","0"
"","","93","","","1007402","","0","1.2","1007402072",""
"","1","3","0.2","mhp_handover_receive_loop","1007402","0","mhp_handover_receive_in","100211","1007402073","0"
"","1","6","0","1","1007402","1","1","11","1007402074","0"
"","1","6","0","1","1007402","1","1","12","1007402075","0"
"","1","3","0.2","mhp_receive_yui_loop","1007402","0","mhp_receive_yui_in","11","1007402076","0"
"","1","3","0.2","mhp_item_EX0009_receive_loop","1007402","0","mhp_item_EX0009_receive_in","12","1007402077","0"
"","","93","","","1007402","","0","0.6","1007402078",""
"","1","6","0.4","1","1007402","1","1","22","1007402079","0"
"","","93","","","1007402","","0","0.4","1007402080",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_handover_out","117531","1007402081","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_handover_out","21","1007402082","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_item_EX0009_handover_out","22","1007402083","0"
"","","93","","","1007402","","0","0.4","1007402084",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_handover_receive_out","100211","1007402085","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_receive_yui_out","11","1007402086","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_item_EX0009_receive_out","12","1007402087","0"
"","","93","","","1007402","","0","2","1007402088",""
"","","3","0.2","","1007402","1","mhp_talk_sad","100211","1007402089",""
"","","21","","0","1007402","0","vo_mhp_4108","vo_mhp_1007402","1007402090",""
"0.5","0","11","0","1","1007402","5","領到藥後，我總覺得放心多了，\n希望這樣就能治好……","100211","1007402091","0"
"","","91","","","1007402","","","0","1007402092",""
"","","3","0.2","","1007402","1","mhp_idle_sad","100211","1007402093",""
"","","3","0.2","","1007402","1","mhp_idle_thinking","117531","1007402094",""
"","","21","","0","1007402","0","vo_mhp_4109","vo_mhp_1007402","1007402095",""
"0.5","0","11","0","1","1007402","6","（但那其實只是彈珠汽水糖就是了。\n如果不是真的生病，這麼做是最好的。）","117531","1007402096","0"
"","","91","","","1007402","","","0","1007402097",""
"","","22","","","1007402","","0","0","1007402098",""
"","1","3","0.2","mhp_sit_idle","1007402","0","mhp_sit_in","117531","1007402099","0.2"
"","","93","","","1007402","","0","1","1007402100",""
"","","101","","","1007402","","","1007402160","1007402101",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_sit_out","117531","1007402102","0"
"","","93","","","1007402","","0","0.6","1007402103",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_sit_out","100211","1007402104","0"
"","","93","","","1007402","","0","0.2","1007402105",""
"","0","3","0.2","","1007402","1","mhp_walk","100211","1007402106",""
"","0","2","","1.5","1007402","-220","35","100211","1007402107",""
"","0","2","","1.5","1007402","-220","35","31","1007402108",""
"","0","2","","1.5","1007402","-220","35","11","1007402109",""
"","0","2","","1.5","1007402","-220","35","12","1007402110",""
"","","93","","","1007402","","0","0.3","1007402111",""
"","1","3","0.2","mhp_handover_loop","1007402","0","mhp_handover_in","117531","1007402112","0"
"","1","6","0","1","1007402","1","1","21","1007402113","0"
"","1","6","0","1","1007402","1","1","22","1007402114","0"
"","1","3","0.2","mhp_handover_loop","1007402","0","mhp_handover_in","21","1007402115","0"
"","1","3","0.2","mhp_item_EX0010_handover_loop","1007402","0","mhp_item_EX0010_handover_in","22","1007402116","0"
"","","93","","","1007402","","0","1.2","1007402117",""
"","1","3","0.2","mhp_handover_receive_loop","1007402","0","mhp_handover_receive_in","100211","1007402118","0"
"","1","6","0","1","1007402","1","1","11","1007402119","0"
"","1","6","0","1","1007402","1","1","12","1007402120","0"
"","1","3","0.2","mhp_receive_yui_loop","1007402","0","mhp_receive_yui_in","11","1007402121","0"
"","1","3","0.2","mhp_item_EX0010_receive_loop","1007402","0","mhp_item_EX0010_receive_in","12","1007402122","0"
"","","93","","","1007402","","0","0.6","1007402123",""
"","1","6","0.4","1","1007402","1","1","22","1007402124","0"
"","","93","","","1007402","","0","0.4","1007402125",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_handover_out","117531","1007402126","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_handover_out","21","1007402127","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_item_EX0010_handover_out","22","1007402128","0"
"","","93","","","1007402","","0","0.4","1007402129",""
"","1","3","0.2","mhp_idle_normal","1007402","0","mhp_handover_receive_out","100211","1007402130","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_receive_yui_out","11","1007402131","0"
"","1","3","0.2","NoItem_idle","1007402","0","mhp_item_EX0010_receive_out","12","1007402132","0"
"","","93","","","1007402","","0","2","1007402133",""
