c827574a8062d3fdbb92ef60feaa7700c205ce4bbf965d5e07e4da6fe514ea15,6bf8bd25f3b75e90e6b9cf4a78fe40be961592661038b5a3e11fd566bfa017b4,db1d295439194e4248cf79c8e1db8dfdd9c3c23a540e9cf414a7a1f985932f50,39e9586b411c233860b65c8f40db3f649801b1edd24212ad4279af08c0a12ba2,d09de0c35ef676e6cd40e1e9f1c8dd2fc86feef0bfee294e6c8dabadcf67a8c5,0df8188844c32b2872c1aacd35aa752e8cb86a0c44fe44bc77f97042896d2d36,9853a3411d37700e28c3c13484941e675d1741f492015fdad9dbd322cfa755b8,a7e4ace48e963281c134e0312a693c0a485bf6177646f7020421b46be0944fbd,2f99c4d0e217e4186585ebf46eb0389532957d53671528a97f2f01d62d000950,80076b3dd60da652621753dc8e243987cc3a0fb60a7ffcba4ef39fd2e5063257,7e7b01f48758c0be15e2d5541d4a568150d1d910e29774bb64d3b99d517a8a2d,6c934b48787e79748f4187074ac0bf3fc0fc78f66096314fbd53035cdc030799
"0","3.198","0","4","1011613517","0","10116135","17","0","0","0","1"
"0","0","0","2","1011613518","vo_won_10116135_03","10116135","18","0","vo_won","0","0"
"210","0","1.26","1","1011613519","0","10116135","19","4","0","450","0"
"0","1.26","0","4","1011613520","0","10116135","20","0","0","0","1"
"0","0","1.394","1","1011613521","0","10116135","21","5","0","54","0"
"0","2.162","0","4","1011613522","0","10116135","22","0","0","0","1"
"54","0","2.355","1","1011613523","0","10116135","23","5","0","210","0"
"0","2.355","0","4","1011613524","0","10116135","24","0","0","0","1"
"210","0","1.323","1","1011613525","0","10116135","25","5","0","450","0"
"0","2","0","4","1011613526","0","10116135","26","0","0","0","1"
"0","0","1.323","1","1011613527","0","10116135","27","6","0","166","0"
"0","2.01","0","4","1011613528","0","10116135","28","0","0","0","1"
"0","0","0","2","1011613529","vo_won_10116135_04","10116135","29","0","vo_won","0","0"
"166","0","1.54","1","1011613530","0","10116135","30","6","0","450","0"
"0","2.182","0","4","1011613531","0","10116135","31","0","0","0","1"
"0","0","2.931","1","1011613532","0","10116135","32","7","0","188","0"
"0","4.229","0","4","1011613533","0","10116135","33","0","0","0","1"
"0","0","0","2","1011613534","vo_won_10116135_05","10116135","34","0","vo_won","0","0"
"188","0","0.876","1","1011613535","0","10116135","35","7","0","450","0"
"0","1.994","0","4","1011613536","0","10116135","36","0","0","0","1"
"0","0","0","2","1011613537","vo_won_10116135_06","10116135","37","0","vo_won","0","0"
"0","0","3.336","1","1011613538","0","10116135","38","8","0","450","0"
"0","3.882","0","4","1011613539","0","10116135","39","0","0","0","1"
"0","0","4.02399999999999","1","1011613540","0","10116135","40","9","0","450","0"
"0","5.214","0","4","1011613541","0","10116135","41","0","0","0","1"
"0","0","0","2","1011613542","vo_won_10116135_07","10116135","42","0","vo_won","0","0"
"0","0","0.536","1","1011613543","0","10116135","43","10","0","120","0"
"0","0.952","0","4","1011613544","0","10116135","44","0","0","0","1"
"120","0","1.989","1","1011613545","0","10116135","45","10","0","450","0"
"0","3.059","0","4","1011613546","0","10116135","46","0","0","0","1"
"0","0","0","2","1011613547","vo_won_10116135_08","10116135","47","0","vo_won","0","0"
"0","0","1.83600000000001","1","1011613548","0","10116135","48","11","0","187","0"
"0","1.83600000000001","0","4","1011613549","0","10116135","49","0","0","0","1"
"187","0","2.392","1","1011613550","0","10116135","50","11","0","450","0"
"0","3.659","0","4","1011613551","0","10116135","51","0","0","0","1"
"0","0","0","2","1011613552","vo_won_10116135_09","10116135","52","0","vo_won","0","0"
"0","0","0.558","1","1011613553","0","10116135","53","12","0","54","0"
"0","0.558","0","4","1011613554","0","10116135","54","0","0","0","1"
"54","0","2.208","1","1011613555","0","10116135","55","12","0","255","0"
"0","3.355","0","4","1011613556","0","10116135","56","0","0","0","1"
"0","0","0","2","1011613557","vo_won_10116135_10","10116135","57","0","vo_won","0","0"
"255","0","1.939","1","1011613558","0","10116135","58","12","0","450","0"
"0","1.939","0","4","1011613559","0","10116135","59","0","0","0","1"
"0","0","1.895","1","1011613560","0","10116135","60","13","0","207","0"
"0","3.56","0","4","1011613561","0","10116135","61","0","0","0","1"
"0","0","0","2","1011613562","vo_won_10116135_11","10116135","62","0","vo_won","0","0"
"207","0","1.826","1","1011613563","0","10116135","63","13","0","450","0"
"0","2.452","0","4","1011613564","0","10116135","64","0","0","0","1"
"0","0","0","2","1011613565","vo_won_10116135_12","10116135","65","0","vo_won","0","0"
"0","0","1.196","1","1011613566","0","10116135","66","14","0","140","0"
"0","1.679","0","4","1011613567","0","10116135","67","0","0","0","1"
"140","0","2.542","1","1011613568","0","10116135","68","14","0","450","0"
"0","0.8","0","4","1011621501","0","10116215","1","0","0","0","1"
"0","0","0.388","1","1011621502","0","10116215","2","1","0","50","0"
"0","0.388","0","4","1011621503","0","10116215","3","0","0","0","1"
"0","0","0","2","1011621504","vo_won_10116215_01","10116215","4","0","vo_won","0","0"
"50","0","2.36","1","1011621505","0","10116215","5","1","0","320","0"
"0","3.141","0","4","1011621506","0","10116215","6","0","0","0","1"
"0","0","0","2","1011621507","vo_won_10116215_02","10116215","7","0","vo_won","0","0"
"0","0","1.385","1","1011621508","0","10116215","8","2","0","318","0"
"0","1.9","0","4","1011621509","0","10116215","9","0","0","0","1"
"318","0","1.933","1","1011621510","0","10116215","10","2","0","450","0"
"0","1.933","0","4","1011621511","0","10116215","11","0","0","0","1"
"0","0","1.385","1","1011621512","0","10116215","12","3","0","184","0"
"0","1.9","0","4","1011621513","0","10116215","13","0","0","0","1"
"0","0","0","2","1011621514","vo_won_10116215_03","10116215","14","0","vo_won","0","0"
"184","0","2.347","1","1011621515","0","10116215","15","3","0","440","0"
"0","2.347","0","4","1011621516","0","10116215","16","0","0","0","1"
"0","0","1.01","1","1011621517","0","10116215","17","4","0","0","0"
"0","1.545","0","4","1011621518","0","10116215","18","0","0","0","1"
"0","0","1.84","1","1011621519","0","10116215","19","4","0","230","0"
"0","2.212","0","4","1011621520","0","10116215","20","0","0","0","1"
"230","0","2.516","1","1011621521","0","10116215","21","4","0","440","0"
"0","2.516","0","4","1011621522","0","10116215","22","0","0","0","1"
"0","0","0.416","1","1011621523","0","10116215","23","5","0","94","0"
"0","1.53","0","4","1011621524","0","10116215","24","0","0","0","1"
"0","0","0","2","1011621525","vo_won_10116215_04","10116215","25","0","vo_won","0","0"
"94","0","1.386","1","1011621526","0","10116215","26","5","0","316","0"
"0","1.878","0","4","1011621527","0","10116215","27","0","0","0","1"
"316","0","1.523","1","1011621528","0","10116215","28","5","0","440","0"
"0","1.523","0","4","1011621529","0","10116215","29","0","0","0","1"
"0","0","1.493","1","1011621530","0","10116215","30","6","0","265","0"
"0","2.416","0","4","1011621531","0","10116215","31","0","0","0","1"
"0","0","0","2","1011621532","vo_won_10116215_05","10116215","32","0","vo_won","0","0"
"0","0","0.341","1","1011621533","0","10116215","33","7","0","95","0"
"0","0.921","0","4","1011621534","0","10116215","34","0","0","0","1"
"95","0","3","1","1011621535","0","10116215","35","7","0","450","0"
"0","3","0","4","1011621536","0","10116215","36","0","0","0","1"
"0","0","0.701","1","1011621537","0","10116215","37","8","0","72","0"
"0","1.45","0","4","1011621538","0","10116215","38","0","0","0","1"
"0","0","0","2","1011621539","vo_won_10116215_06","10116215","39","0","vo_won","0","0"
"72","0","0.447","1","1011621540","0","10116215","40","8","0","135","0"
"0","1.219","0","4","1011621541","0","10116215","41","0","0","0","1"
"135","0","3","1","1011621542","0","10116215","42","8","0","450","0"
"0","3","0","4","1011621543","0","10116215","43","0","0","0","1"
"0","0","0.295","1","1011621544","0","10116215","44","9","0","71","0"
"0","0.769","0","4","1011621545","0","10116215","45","0","0","0","1"
"71","0","3.474","1","1011621546","0","10116215","46","9","0","430","0"
"0","4.818","0","4","1011621547","0","10116215","47","0","0","0","1"
"0","0","0","2","1011621548","vo_won_10116215_07","10116215","48","0","vo_won","0","0"
"0","0","2.628","1","1011621549","0","10116215","49","10","0","328","0"
"0","3.159","0","4","1011621550","0","10116215","50","0","0","0","1"
"328","0","1.2","1","1011621551","0","10116215","51","10","0","450","0"
"0","1.2","0","4","1011621552","0","10116215","52","0","0","0","1"
"0","0","1.254","1","1011621553","0","10116215","53","11","0","230","0"
"0","2.382","0","4","1011621554","0","10116215","54","0","0","0","1"
"0","0","0","2","1011621555","vo_won_10116215_08","10116215","55","0","vo_won","0","0"
"0","0","2.514","1","1011621556","0","10116215","56","12","0","270","0"
"0","3.089","0","4","1011621557","0","10116215","57","0","0","0","1"
"270","0","2","1","1011621558","0","10116215","58","12","0","450","0"
"0","2","0","4","1011621559","0","10116215","59","0","0","0","1"
"0","0","0.104","1","1011621560","0","10116215","60","13","0","113","0"
"0","0.494","0","4","1011621561","0","10116215","61","0","0","0","1"
"0","0","0","2","1011621562","vo_won_10116215_09","10116215","62","0","vo_won","0","0"
"113","0","0.799","1","1011621563","0","10116215","63","13","0","190","0"
"0","0.8","0","4","1011622501","0","10116225","1","0","0","0","1"
"0","0","0","2","1011622502","vo_won_10116225_01","10116225","2","0","vo_won","0","0"
"0","0","3.617","1","1011622503","0","10116225","3","1","0","430","0"
"0","3.913","0","4","1011622504","0","10116225","4","0","0","0","1"
"0","0","2.134","1","1011622505","0","10116225","5","2","0","250","0"
"0","2.83","0","4","1011622506","0","10116225","6","0","0","0","1"
"250","0","1.272","1","1011622507","0","10116225","7","2","0","450","0"
"0","1.697","0","4","1011622508","0","10116225","8","0","0","0","1"
"0","0","2.973","1","1011622509","0","10116225","9","3","0","450","0"
"0","4.106","0","4","1011622510","0","10116225","10","0","0","0","1"
"0","0","0","2","1011622511","vo_won_10116225_02","10116225","11","0","vo_won","0","0"
"0","0","3.799","1","1011622512","0","10116225","12","4","0","430","0"
"0","4.289","0","4","1011622513","0","10116225","13","0","0","0","1"
"0","0","3.027","1","1011622514","0","10116225","14","5","0","370","0"
"0","3.596","0","4","1011622515","0","10116225","15","0","0","0","1"
"0","0","2.979","1","1011622516","0","10116225","16","6","0","420","0"
"0","3.713","0","4","1011622517","0","10116225","17","0","0","0","1"
"0","0","3.625","1","1011622518","0","10116225","18","7","0","450","0"
"0","4.113","0","4","1011622519","0","10116225","19","0","0","0","1"
"0","0","4.389","1","1011622520","0","10116225","20","8","0","450","0"
"0","5.693","0","4","1011622521","0","10116225","21","0","0","0","1"
"0","0","0","2","1011622522","vo_won_10116225_03","10116225","22","0","vo_won","0","0"
"0","0","4.285","1","1011622523","0","10116225","23","9","0","450","0"
"0","4.285","0","4","1011622524","0","10116225","24","0","0","0","1"
"0","0","1.638","1","1011622525","0","10116225","25","10","0","230","0"
"0","2.675","0","4","1011622526","0","10116225","26","0","0","0","1"
"0","0","0","2","1011622527","vo_won_10116225_04","10116225","27","0","vo_won","0","0"
"0","0","2.181","1","1011622528","0","10116225","28","11","0","450","0"
"0","2.757","0","4","1011622529","0","10116225","29","0","0","0","1"
"0","0","0.688","1","1011622530","0","10116225","30","12","0","50","0"
"0","1.004","0","4","1011622531","0","10116225","31","0","0","0","1"
"50","0","4.031","1","1011622532","0","10116225","32","12","0","450","0"
"0","4.031","0","4","1011622533","0","10116225","33","0","0","0","1"
"0","0","1.989","1","1011622534","0","10116225","34","13","0","280","0"
"0","2.935","0","4","1011622535","0","10116225","35","0","0","0","1"
"0","0","0","2","1011622536","vo_won_10116225_05","10116225","36","0","vo_won","0","0"
"0","0","1.9","1","1011622537","0","10116225","37","14","0","187","0"
"0","2.389","0","4","1011622538","0","10116225","38","0","0","0","1"
"187","0","1.731","1","1011622539","0","10116225","39","14","0","430","0"
"0","0.8","0","4","1011623501","0","10116235","1","0","0","0","1"
"0","0","0","2","1011623502","vo_won_10116235_01","10116235","2","0","vo_won","0","0"
"0","0","3.959","1","1011623503","0","10116235","3","1","0","450","0"
"0","4.004","0","4","1011623504","0","10116235","4","0","0","0","1"
"0","0","3.661","1","1011623505","0","10116235","5","2","0","275","0"
"0","4.388","0","4","1011623506","0","10116235","6","0","0","0","1"
"275","0","2","1","1011623507","0","10116235","7","2","0","450","0"
"0","2","0","4","1011623508","0","10116235","8","0","0","0","1"
"0","0","2.078","1","1011623509","0","10116235","9","3","0","207","0"
"0","2.692","0","4","1011623510","0","10116235","10","0","0","0","1"
"207","0","1.878","1","1011623511","0","10116235","11","3","0","450","0"
"0","1.878","0","4","1011623512","0","10116235","12","0","0","0","1"
"0","0","1.877","1","1011623513","0","10116235","13","4","0","450","0"
"0","1.877","0","4","1011623514","0","10116235","14","0","0","0","1"
"450","0","0.508","1","1011623515","0","10116235","15","4","0","450","0"
"0","1.54","0","4","1011623516","0","10116235","16","0","0","0","1"
"0","0","0","2","1011623517","vo_won_10116235_02","10116235","17","0","vo_won","0","0"
"0","0","2.822","1","1011623518","0","10116235","18","5","0","450","0"
"0","2.822","0","4","1011623519","0","10116235","19","0","0","0","1"
"0","0","3.483","1","1011623520","0","10116235","20","6","0","249","0"
"0","3.483","0","4","1011623521","0","10116235","21","0","0","0","1"
"249","0","0.916","1","1011623522","0","10116235","22","6","0","249","0"
"0","1.779","0","4","1011623523","0","10116235","23","0","0","0","1"
"249","0","3.202","1","1011623524","0","10116235","24","6","0","450","0"
"0","3.202","0","4","1011623525","0","10116235","25","0","0","0","1"
"0","0","3.61","1","1011623526","0","10116235","26","7","0","450","0"
"0","4.249","0","4","1011623527","0","10116235","27","0","0","0","1"
"0","0","3.269","1","1011623528","0","10116235","28","8","0","450","0"
"0","3.269","0","4","1011623529","0","10116235","29","0","0","0","1"
"450","0","2.274","1","1011623530","0","10116235","30","8","0","450","0"
"0","2.643","0","4","1011623531","0","10116235","31","0","0","0","1"
"0","0","0","2","1011623532","vo_won_10116235_03","10116235","32","0","vo_won","0","0"
"0","0","3.522","1","1011623533","0","10116235","33","9","0","255","0"
"0","4.483","0","4","1011623534","0","10116235","34","0","0","0","1"
"255","0","1.346","1","1011623535","0","10116235","35","9","0","450","0"
"0","1.414","0","4","1011623536","0","10116235","36","0","0","0","1"
"0","0","1.345","1","1011623537","0","10116235","37","10","0","210","0"
"0","1.414","0","4","1011623538","0","10116235","38","0","0","0","1"
"210","0","1.702","1","1011623539","0","10116235","39","10","0","380","0"
