008eef3edd02461cd6f14faa60169bab716d0be6672e5d171abbe40559c21278,57eef3760b581263c111de627f382b44f91ac0abcf4b7b5d9e32449db379fee1,9dde1bf3d9672aa0fa44d68138d03114b9c5c485debaacd13551c2efc394cd04,fb5268e5fe01653615391f05c7bf422a8fd1a71269fe64b6dae4ba4e4ae3bd3f,cd8567424fa2c463f96dfacf1db180c83720649c6780383d43929741670d02db,b8d8040519a01a17c1ebacdc90b56d20b83b2acfff23f7b263542f809799629e
"4","10011004","1","60000101","2","114072"
"4","10011004","1","60000102","2","114102"
"4","10011004","1","60000103","2","114132"
"4","10011004","1","60000104","2","114162"
"4","10011004","1","60000105","2","114191"
"4","10011004","1","60000106","2","114221"
"4","10011004","1","60000107","2","114222"
"4","10011004","1","60000108","2","114252"
"4","10011004","1","60000109","3","114281"
"4","10011004","1","60000110","3","114282"
"4","10011004","1","60000111","3","114312"
"4","10011004","1","60000112","3","114341"
"4","10011004","1","60000113","3","114371"
"4","10011004","1","60000114","3","114372"
"4","10011004","1","60000115","3","114432"
"4","10011004","1","60000116","3","114461"
"4","10011004","1","60000117","3","114522"
"4","10011004","1","60000118","3","114551"
"4","10011004","1","60000119","3","114581"
"4","10011004","1","60000120","2","114611"
"4","10011004","1","60000121","2","124042"
"4","10011004","1","60000122","2","124071"
"4","10011004","1","60000123","2","124101"
"4","10011004","1","60000124","2","124131"
"4","10011004","1","60000125","2","124161"
"4","10011004","1","60000126","2","124192"
"4","10011004","1","60000127","2","124251"
"4","10011004","1","60000128","3","124311"
"4","10011004","1","60000129","3","124342"
"4","10011004","1","60000130","3","124401"
"4","10011004","1","60000131","3","124431"
"4","10011004","1","60000132","3","124491"
"4","10011004","1","60000133","3","124521"
"2","10012098","1","60000134","100","31012"
"2","10012099","1","60000135","100","31038"
"2","62001045","1","62001045","100","60001"
"2","62001046","3","62001046","100","60002"
