6cce163dc54ff5cac43863e01b3aa8567d75449ab1590975ade31537eefeb75d,6e09355e4ce259dfa6104399a2b592e3fc0f35c4988e6b678e30f50a5573cd14,4e1ff26946347ffe8eaa67e4a85057882bff2f8349145b55fc1db7da0b69d0fa,1ff5a83e6e011e18af5f56d5b5f3a875050f360b3201a6690044001c5c7ab315,3d7beac330a05433cf8b7fcea0f55262c845c13d952028dab5fa50355f70639f,18f420582384d22531a03b6ee525571c384093b082d00a07e1486b2526c476f9,8b3f53772c19a9938c3c6719fc51dfb3e1b43fc54e6a9f171e3cc59ebe9d35a7,be79e65f593feabc23b596f4edd859966d85145af34ab42c6e28b8a72d3fc4f4,f36075f3957fe8df9516ccdec2ea83240aab9f12fe21cc0be32684cb7ed4424b,17629ed91650885ec43c6bed5b46ef453e6689b9379aa753ace8fc1bdf5ea562,da50d0318526e3db82ea245e49230c7f94a55e41ec293a00a8110f6c3048576e,581822c2d1c40ea6d02f48ec1407bd3b939f73bd54b796d8259d30f6b77c2465,ad6b57ae636574dabf8ae4180990950b82db7279508139ffb0e5b373af341720,ec05c7e268c89e2052b831683fcc690707c34cec43bb88a27c4f7c52813c9c78,be7860606cf0e62ac58c212a631ad7201e8c4e322055390e47068ff688eedb60
"16","0","0","0","610137007","0","610137504","1","0","102401007","0","0","0","61013601","0"
"16","0","0","0","610137008","0","610137504","1","0","102401008","0","0","0","61013601","0"
"16","0","0","0","610137009","0","610137504","1","0","102401009","0","0","0","61013601","0"
"16","0","0","0","610140007","0","610140504","1","0","102402001","0","0","0","61014001","0"
"16","0","0","0","610140008","0","610140504","1","0","102402002","0","0","0","61014001","0"
"16","0","0","0","610140009","0","610140504","1","0","102402003","0","0","0","61014001","0"
"16","0","0","0","610142004","0","610142404","1","0","102403001","0","0","0","61014201","0"
"16","0","0","0","610142005","0","610142405","1","0","102403002","0","0","0","61014201","0"
"16","0","0","0","610142006","0","610142406","1","0","102403003","0","0","0","61014201","0"
"16","0","0","0","610142007","0","610142504","1","0","102403004","0","0","0","61014201","0"
"16","0","0","0","610142008","0","610142505","1","0","102403005","0","0","0","61014201","0"
"16","0","0","0","610142009","0","610142506","1","0","102403006","0","0","0","61014201","0"
"16","0","0","0","610144004","0","610144404","1","0","102404001","0","0","0","61014401","0"
"16","0","0","0","610144005","0","610144405","1","0","102404002","0","0","0","61014401","0"
"16","0","0","0","610144006","0","610144406","1","0","102404003","0","0","0","61014401","0"
"16","0","0","0","610144007","0","610144504","1","0","102404004","0","0","0","61014401","0"
"16","0","0","0","610144008","0","610144505","1","0","102404005","0","0","0","61014401","0"
"16","0","0","0","610144009","0","610144506","1","0","102404006","0","0","0","61014401","0"
"16","0","0","0","610146004","0","610146404","1","0","102405001","0","0","0","61014601","0"
"16","0","0","0","610146005","0","610146405","1","0","102405002","0","0","0","61014601","0"
"16","0","0","0","610146006","0","610146406","1","0","102405003","0","0","0","61014601","0"
"16","0","0","0","610146007","0","610146504","1","0","102405004","0","0","0","61014601","0"
"16","0","0","0","610146008","0","610146505","1","0","102405005","0","0","0","61014601","0"
"16","0","0","0","610146009","0","610146506","1","0","102405006","0","0","0","61014601","0"
"16","0","0","0","610148004","0","610148404","1","0","102406001","0","0","0","61014801","0"
"16","0","0","0","610148005","0","610148405","1","0","102406002","0","0","0","61014801","0"
"16","0","0","0","610148006","0","610148406","1","0","102406003","0","0","0","61014801","0"
"16","0","0","0","610148007","0","610148504","1","0","102406004","0","0","0","61014801","0"
"16","0","0","0","610148008","0","610148505","1","0","102406005","0","0","0","61014801","0"
"16","0","0","0","610148009","0","610148506","1","0","102406006","0","0","0","61014801","0"
"16","0","0","0","610150004","0","610150404","4","0","102407001","0","0","0","61015001","0"
"16","0","0","0","610150005","0","610150405","4","0","102407002","0","0","0","61015001","0"
"16","0","0","0","610150006","0","610150406","4","0","102407003","0","0","0","61015001","0"
"16","0","0","0","610150007","0","610150504","4","0","102407004","0","0","0","61015001","0"
"16","0","0","0","610150008","0","610150505","4","0","102407005","0","0","0","61015001","0"
"16","0","0","0","610150009","0","610150506","4","0","102407006","0","0","0","61015001","0"
"16","0","0","0","610152004","0","610152404","4","0","102408001","0","0","0","61015201","0"
"16","0","0","0","610152005","0","610152405","4","0","102408002","0","0","0","61015201","0"
"16","0","0","0","610152006","0","610152406","4","0","102408003","0","0","0","61015201","0"
"16","0","0","0","610152007","0","610152504","4","0","102408004","0","0","0","61015201","0"
"16","0","0","0","610152008","0","610152505","4","0","102408005","0","0","0","61015201","0"
"16","0","0","0","610152009","0","610152506","4","0","102408006","0","0","0","61015201","0"
"16","0","0","0","610154004","0","610154404","4","0","102409001","0","0","0","61015401","0"
"16","0","0","0","610154005","0","610154405","4","0","102409002","0","0","0","61015401","0"
"16","0","0","0","610154006","0","610154406","4","0","102409003","0","0","0","61015401","0"
"16","0","0","0","610154007","0","610154504","4","0","102409004","0","0","0","61015401","0"
"16","0","0","0","610154008","0","610154505","4","0","102409005","0","0","0","61015401","0"
"16","0","0","0","610154009","0","610154506","4","0","102409006","0","0","0","61015401","0"
"0","0","0","0","120690033","0","102690311","1","0","102691001","0","0","0","0","0"
"0","0","0","0","120700033","0","102700311","1","0","102701001","0","0","0","0","0"
"0","0","0","0","120710033","0","102710311","1","0","102711001","0","0","0","0","0"
"9","0","0","0","401705101","0","401705112","1","0","401705101","0","0","0","0","0"
"9","0","0","0","401705102","0","401705113","1","0","401705102","0","0","0","0","0"
"9","0","0","0","401705105","0","401705114","1","0","401705105","0","0","0","0","0"
"9","0","0","0","401705106","0","401705115","1","0","401705106","0","0","0","0","0"
"9","0","0","0","401705107","0","401705116","1","0","401705107","0","0","0","0","0"
"9","0","0","0","401705201","0","401705212","1","0","401705201","0","0","0","0","0"
"9","0","0","0","401705202","0","401705213","1","0","401705202","0","0","0","0","0"
"9","0","0","0","401705205","0","401705214","1","0","401705205","0","0","0","0","0"
"9","0","0","0","401705206","0","401705215","1","0","401705206","0","0","0","0","0"
"9","0","0","0","401705207","0","401705216","1","0","401705207","0","0","0","0","0"
"9","0","0","0","401705301","0","401705312","1","0","401705301","0","0","0","0","0"
"9","0","0","0","401705302","0","401705313","1","0","401705302","0","0","0","0","0"
"9","0","0","0","401705305","0","401705314","1","0","401705305","0","0","0","0","0"
"9","0","0","0","401705306","0","401705315","1","0","401705306","0","0","0","0","0"
"9","0","0","0","401705307","0","401705316","1","0","401705307","0","0","0","0","0"
"9","0","0","0","401705401","0","401705412","1","0","401705401","0","0","0","0","0"
"9","0","0","0","401705402","0","401705413","1","0","401705402","0","0","0","0","0"
"9","0","0","0","401705405","0","401705414","1","0","401705405","0","0","0","0","0"
"9","0","0","0","401705406","0","401705415","1","0","401705406","0","0","0","0","0"
"9","0","0","0","401705407","0","401705416","1","0","401705407","0","0","0","0","0"
"9","0","0","0","401705501","0","401705512","1","0","401705501","0","0","0","0","0"
"9","0","0","0","401705502","0","401705513","1","0","401705502","0","0","0","0","0"
"9","0","0","0","401705505","0","401705514","1","0","401705505","0","0","0","0","0"
"9","0","0","0","401705506","0","401705515","1","0","401705506","0","0","0","0","0"
"9","0","0","0","401705507","0","401705516","1","0","401705507","0","0","0","0","0"
"9","0","0","0","401705601","0","401705612","1","0","401705601","0","0","0","0","0"
"9","0","0","0","401705602","0","401705613","1","0","401705602","0","0","0","0","0"
"9","0","0","0","401705605","0","401705614","1","0","401705605","0","0","0","0","0"
"9","0","0","0","401705606","0","401705615","1","0","401705606","0","0","0","0","0"
"9","0","0","0","401705607","0","401705616","1","0","401705607","0","0","0","0","0"
"9","0","0","0","401705701","0","401705712","1","0","401705701","0","0","0","0","0"
"9","0","0","0","401705702","0","401705713","1","0","401705702","0","0","0","0","0"
"9","0","0","0","401705705","0","401705714","1","0","401705705","0","0","0","0","0"
"9","0","0","0","401705706","0","401705715","1","0","401705706","0","0","0","0","0"
"9","0","0","0","401705707","0","401705716","1","0","401705707","0","0","0","0","0"
"9","0","0","0","401706101","0","401706109","1","0","401706101","0","0","0","0","0"
"9","0","0","0","401706102","0","401706110","1","0","401706102","0","0","0","0","0"
"9","0","0","0","401706103","0","401706111","1","0","401706103","0","0","0","0","0"
"9","0","0","0","401706104","0","401706112","1","0","401706104","0","0","0","0","0"
"9","0","0","0","401706108","0","401706113","1","0","401706108","0","0","0","0","0"
"9","0","0","0","401706201","0","401706209","1","0","401706201","0","0","0","0","0"
"9","0","0","0","401706202","0","401706210","1","0","401706202","0","0","0","0","0"
"9","0","0","0","401706203","0","401706211","1","0","401706203","0","0","0","0","0"
"9","0","0","0","401706204","0","401706212","1","0","401706204","0","0","0","0","0"
"9","0","0","0","401706208","0","401706213","1","0","401706208","0","0","0","0","0"
"9","0","0","0","401706301","0","401706309","1","0","401706301","0","0","0","0","0"
"9","0","0","0","401706302","0","401706310","1","0","401706302","0","0","0","0","0"
"9","0","0","0","401706303","0","401706311","1","0","401706303","0","0","0","0","0"
"9","0","0","0","401706304","0","401706312","1","0","401706304","0","0","0","0","0"
"9","0","0","0","401706308","0","401706313","1","0","401706308","0","0","0","0","0"
"9","0","0","0","401706401","0","401706409","1","0","401706401","0","0","0","0","0"
"9","0","0","0","401706402","0","401706410","1","0","401706402","0","0","0","0","0"
"9","0","0","0","401706403","0","401706411","1","0","401706403","0","0","0","0","0"
"9","0","0","0","401706404","0","401706412","1","0","401706404","0","0","0","0","0"
"9","0","0","0","401706408","0","401706413","1","0","401706408","0","0","0","0","0"
"9","0","0","0","401706501","0","401706509","1","0","401706501","0","0","0","0","0"
"9","0","0","0","401706502","0","401706510","1","0","401706502","0","0","0","0","0"
"9","0","0","0","401706503","0","401706511","1","0","401706503","0","0","0","0","0"
"9","0","0","0","401706504","0","401706512","1","0","401706504","0","0","0","0","0"
"9","0","0","0","401706508","0","401706513","1","0","401706508","0","0","0","0","0"
"9","0","0","0","401706601","0","401706609","1","0","401706601","0","0","0","0","0"
"9","0","0","0","401706602","0","401706610","1","0","401706602","0","0","0","0","0"
"9","0","0","0","401706603","0","401706611","1","0","401706603","0","0","0","0","0"
"9","0","0","0","401706604","0","401706612","1","0","401706604","0","0","0","0","0"
"9","0","0","0","401706608","0","401706613","1","0","401706608","0","0","0","0","0"
"9","0","0","0","401706701","0","401706709","1","0","401706701","0","0","0","0","0"
"9","0","0","0","401706702","0","401706710","1","0","401706702","0","0","0","0","0"
"9","0","0","0","401706703","0","401706711","1","0","401706703","0","0","0","0","0"
"9","0","0","0","401706704","0","401706712","1","0","401706704","0","0","0","0","0"
"9","0","0","0","401706708","0","401706713","1","0","401706708","0","0","0","0","0"
"9","0","0","0","401707101","0","401707109","4","0","401707101","0","0","0","0","0"
"9","0","0","0","401707102","0","401707110","4","0","401707102","0","0","0","0","0"
"9","0","0","0","401707103","0","401707111","4","0","401707103","0","0","0","0","0"
"9","0","0","0","401707104","0","401707112","4","0","401707104","0","0","0","0","0"
"9","0","0","0","401707105","0","401707113","4","0","401707105","0","0","0","0","0"
"9","0","0","0","401707201","0","401707209","4","0","401707201","0","0","0","0","0"
"9","0","0","0","401707202","0","401707210","4","0","401707202","0","0","0","0","0"
"9","0","0","0","401707203","0","401707211","4","0","401707203","0","0","0","0","0"
"9","0","0","0","401707204","0","401707212","4","0","401707204","0","0","0","0","0"
"9","0","0","0","401707205","0","401707213","4","0","401707205","0","0","0","0","0"
"9","0","0","0","401707301","0","401707309","4","0","401707301","0","0","0","0","0"
"9","0","0","0","401707302","0","401707310","4","0","401707302","0","0","0","0","0"
"9","0","0","0","401707303","0","401707311","4","0","401707303","0","0","0","0","0"
"9","0","0","0","401707304","0","401707312","4","0","401707304","0","0","0","0","0"
"9","0","0","0","401707305","0","401707313","4","0","401707305","0","0","0","0","0"
"9","0","0","0","401707401","0","401707409","4","0","401707401","0","0","0","0","0"
"9","0","0","0","401707402","0","401707410","4","0","401707402","0","0","0","0","0"
"9","0","0","0","401707403","0","401707411","4","0","401707403","0","0","0","0","0"
"9","0","0","0","401707404","0","401707412","4","0","401707404","0","0","0","0","0"
"9","0","0","0","401707405","0","401707413","4","0","401707405","0","0","0","0","0"
"9","0","0","0","401707501","0","401707509","4","0","401707501","0","0","0","0","0"
"9","0","0","0","401707502","0","401707510","4","0","401707502","0","0","0","0","0"
"9","0","0","0","401707503","0","401707511","4","0","401707503","0","0","0","0","0"
"9","0","0","0","401707504","0","401707512","4","0","401707504","0","0","0","0","0"
"9","0","0","0","401707505","0","401707513","4","0","401707505","0","0","0","0","0"
"9","0","0","0","401707601","0","401707609","4","0","401707601","0","0","0","0","0"
"9","0","0","0","401707602","0","401707610","4","0","401707602","0","0","0","0","0"
"9","0","0","0","401707603","0","401707611","4","0","401707603","0","0","0","0","0"
"9","0","0","0","401707604","0","401707612","4","0","401707604","0","0","0","0","0"
"9","0","0","0","401707605","0","401707613","4","0","401707605","0","0","0","0","0"
"9","0","0","0","401707701","0","401707709","4","0","401707701","0","0","0","0","0"
"9","0","0","0","401707702","0","401707710","4","0","401707702","0","0","0","0","0"
"9","0","0","0","401707703","0","401707711","4","0","401707703","0","0","0","0","0"
"9","0","0","0","401707704","0","401707712","4","0","401707704","0","0","0","0","0"
"9","0","0","0","401707705","0","401707713","4","0","401707705","0","0","0","0","0"
"9","0","0","0","401708101","0","401708109","4","0","401708101","0","0","0","0","0"
"9","0","0","0","401708102","0","401708110","4","0","401708102","0","0","0","0","0"
"9","0","0","0","401708106","0","401708111","4","0","401708106","0","0","0","0","0"
"9","0","0","0","401708107","0","401708112","4","0","401708107","0","0","0","0","0"
"9","0","0","0","401708108","0","401708113","4","0","401708108","0","0","0","0","0"
"9","0","0","0","401708201","0","401708209","4","0","401708201","0","0","0","0","0"
"9","0","0","0","401708202","0","401708210","4","0","401708202","0","0","0","0","0"
"9","0","0","0","401708206","0","401708211","4","0","401708206","0","0","0","0","0"
"9","0","0","0","401708207","0","401708212","4","0","401708207","0","0","0","0","0"
"9","0","0","0","401708208","0","401708213","4","0","401708208","0","0","0","0","0"
"9","0","0","0","401708301","0","401708309","4","0","401708301","0","0","0","0","0"
"9","0","0","0","401708302","0","401708310","4","0","401708302","0","0","0","0","0"
"9","0","0","0","401708306","0","401708311","4","0","401708306","0","0","0","0","0"
"9","0","0","0","401708307","0","401708312","4","0","401708307","0","0","0","0","0"
"9","0","0","0","401708308","0","401708313","4","0","401708308","0","0","0","0","0"
"9","0","0","0","401708401","0","401708411","4","0","401708401","0","0","0","0","0"
"9","0","0","0","401708402","0","401708412","4","0","401708402","0","0","0","0","0"
"9","0","0","0","401708406","0","401708413","4","0","401708406","0","0","0","0","0"
"9","0","0","0","401708407","0","401708414","4","0","401708407","0","0","0","0","0"
"9","0","0","0","401708408","0","401708415","4","0","401708408","0","0","0","0","0"
"9","0","0","0","401708501","0","401708509","4","0","401708501","0","0","0","0","0"
"9","0","0","0","401708502","0","401708510","4","0","401708502","0","0","0","0","0"
"9","0","0","0","401708506","0","401708511","4","0","401708506","0","0","0","0","0"
"9","0","0","0","401708507","0","401708512","4","0","401708507","0","0","0","0","0"
"9","0","0","0","401708508","0","401708513","4","0","401708508","0","0","0","0","0"
"9","0","0","0","401708601","0","401708609","4","0","401708601","0","0","0","0","0"
"9","0","0","0","401708602","0","401708610","4","0","401708602","0","0","0","0","0"
"9","0","0","0","401708606","0","401708611","4","0","401708606","0","0","0","0","0"
"9","0","0","0","401708607","0","401708612","4","0","401708607","0","0","0","0","0"
"9","0","0","0","401708608","0","401708613","4","0","401708608","0","0","0","0","0"
"9","0","0","0","401708701","0","401708709","4","0","401708701","0","0","0","0","0"
"9","0","0","0","401708702","0","401708710","4","0","401708702","0","0","0","0","0"
"9","0","0","0","401708706","0","401708711","4","0","401708706","0","0","0","0","0"
"9","0","0","0","401708707","0","401708712","4","0","401708707","0","0","0","0","0"
"9","0","0","0","401708708","0","401708713","4","0","401708708","0","0","0","0","0"
"43","1","0","0","810010011","0","810100106","1","0","430001001","0","0","0","0","810100107"
"43","1","0","0","810010021","0","810100106","1","0","430001002","0","0","0","0","810100107"
"43","1","0","0","810010031","0","810100106","1","0","430001003","0","0","0","0","810100107"
"43","1","0","0","810010041","0","810100106","1","0","430001004","0","0","0","0","810100107"
"43","1","0","0","810010051","0","810100106","1","0","430001005","0","0","0","0","810100107"
"43","1","0","0","810010061","0","810100106","1","0","430001006","0","0","0","0","810100107"
"43","1","0","0","810010071","0","810100106","1","0","430001007","0","0","0","0","810100107"
"43","1","0","0","810010081","0","810100106","1","0","430001008","0","0","0","0","810100107"
"43","1","0","0","810010091","0","810100106","1","0","430001009","0","0","0","0","810100107"
"43","1","4","0","810010101","0","810101002","1","0","430001010","0","810101004","0","0","810101003"
"43","1","0","0","810010111","0","810100106","1","0","430001011","0","0","0","0","810100107"
"43","1","0","0","810010121","0","810100106","1","0","430001012","0","0","0","0","810100107"
"43","1","0","0","810010131","0","810100106","1","0","430001013","0","0","0","0","810100107"
"43","1","0","0","810010141","0","810100106","1","0","430001014","0","0","0","0","810100107"
"43","1","0","0","810010151","0","810100106","1","0","430001015","0","0","0","0","810100107"
"43","1","0","0","810010161","0","810100106","1","0","430001016","0","0","0","0","810100107"
"43","1","0","0","810010171","0","810100106","1","0","430001017","0","0","0","0","810100107"
"43","1","0","0","810010181","0","810100106","1","0","430001018","0","0","0","0","810100107"
"43","1","0","0","810010191","0","810100106","1","0","430001019","0","0","0","0","810100107"
"43","1","1","0","810010201","0","810102002","1","0","430001020","0","810102004","0","0","810102003"
"43","1","0","0","810010211","0","810100106","1","0","430001021","0","0","0","0","810100107"
"43","1","0","0","810010221","0","810100106","1","0","430001022","0","0","0","0","810100107"
"43","1","0","0","810010231","0","810100106","1","0","430001023","0","0","0","0","810100107"
"43","1","0","0","810010241","0","810100106","1","0","430001024","0","0","0","0","810100107"
"43","1","0","0","810010251","0","810100106","1","0","430001025","0","0","0","0","810100107"
"43","1","0","0","810010261","0","810100106","1","0","430001026","0","0","0","0","810100107"
"43","1","0","0","810010271","0","810100106","1","0","430001027","0","0","0","0","810100107"
"43","1","0","0","810010281","0","810100106","1","0","430001028","0","0","0","0","810100107"
"43","1","0","0","810010291","0","810100106","1","0","430001029","0","0","0","0","810100107"
"43","1","1","0","810010301","0","810103002","1","0","430001030","0","810103004","0","0","810103003"
"43","1","0","0","810010311","0","810103106","1","0","430001031","0","0","0","0","810103107"
"43","1","0","0","810010321","0","810103106","1","0","430001032","0","0","0","0","810103107"
"43","1","0","0","810010331","0","810103106","1","0","430001033","0","0","0","0","810103107"
"43","1","0","0","810010341","0","810103106","1","0","430001034","0","0","0","0","810103107"
"43","1","0","0","810010351","0","810103106","1","0","430001035","0","0","0","0","810103107"
"43","1","2","0","810010361","0","810103106","1","0","430001036","0","810103606","0","0","810103107"
"43","1","0","0","810010371","0","810103106","1","0","430001037","0","0","0","0","810103107"
"43","1","0","0","810010381","0","810103106","1","0","430001038","0","0","0","0","810103107"
"43","1","0","0","810010391","0","810103106","1","0","430001039","0","0","0","0","810103107"
"43","1","1","0","810010401","0","810104002","1","0","430001040","0","0","0","0","810104003"
"43","1","0","0","810010411","0","810103106","1","0","430001041","0","0","0","0","810103107"
"43","1","0","0","810010421","0","810103106","1","0","430001042","0","0","0","0","810103107"
"43","1","0","0","810010431","0","810103106","1","0","430001043","0","0","0","0","810103107"
"43","1","0","0","810010441","0","810103106","1","0","430001044","0","0","0","0","810103107"
"43","1","0","0","810010451","0","810103106","1","0","430001045","0","0","0","0","810103107"
"43","1","2","2","810010461","0","810103106","1","0","430001046","810104607","810104606","0","0","810103107"
"43","1","0","0","810010471","0","810103106","1","0","430001047","0","0","0","0","810103107"
"43","1","0","0","810010481","0","810103106","1","0","430001048","0","0","0","0","810103107"
"43","1","0","0","810010491","0","810103106","1","0","430001049","0","0","0","0","810103107"
"43","1","1","0","810010501","0","810105002","1","0","430001050","0","810105004","0","0","810105003"
"43","1","0","0","820010011","0","810100106","1","0","430001051","0","0","0","0","810100107"
"43","1","0","0","820010021","0","810100106","1","0","430001052","0","0","0","0","810100107"
"43","1","0","0","820010031","0","810100106","1","0","430001053","0","0","0","0","810100107"
"43","1","0","0","820010041","0","810100106","1","0","430001054","0","0","0","0","810100107"
"43","1","0","0","820010051","0","810100106","1","0","430001055","0","0","0","0","810100107"
"43","1","0","0","820010061","0","810100106","1","0","430001056","0","0","0","0","810100107"
"43","1","0","0","820010071","0","810100106","1","0","430001057","0","0","0","0","810100107"
"43","1","0","0","820010081","0","810100106","1","0","430001058","0","0","0","0","810100107"
"43","1","0","0","820010091","0","810100106","1","0","430001059","0","0","0","0","810100107"
"43","1","0","0","820010101","0","820101002","1","0","430001060","0","0","0","0","820101003"
"43","1","0","0","820010111","0","810100106","1","0","430001061","0","0","0","0","810100107"
"43","1","0","0","820010121","0","810100106","1","0","430001062","0","0","0","0","810100107"
"43","1","0","0","820010131","0","810100106","1","0","430001063","0","0","0","0","810100107"
"43","1","0","0","820010141","0","810100106","1","0","430001064","0","0","0","0","810100107"
"43","1","0","0","820010151","0","810100106","1","0","430001065","0","0","0","0","810100107"
"43","1","0","0","820010161","0","810100106","1","0","430001066","0","0","0","0","810100107"
"43","1","0","0","820010171","0","810100106","1","0","430001067","0","0","0","0","810100107"
"43","1","0","0","820010181","0","810100106","1","0","430001068","0","0","0","0","810100107"
"43","1","0","0","820010191","0","810100106","1","0","430001069","0","0","0","0","810100107"
"43","1","1","0","820010201","0","820102002","1","0","430001070","0","820102004","0","0","820102003"
"43","1","0","0","820010211","0","810100106","1","0","430001071","0","0","0","0","810100107"
"43","1","0","0","820010221","0","810100106","1","0","430001072","0","0","0","0","810100107"
"43","1","0","0","820010231","0","810100106","1","0","430001073","0","0","0","0","810100107"
"43","1","0","0","820010241","0","810100106","1","0","430001074","0","0","0","0","810100107"
"43","1","0","0","820010251","0","810100106","1","0","430001075","0","0","0","0","810100107"
"43","1","0","0","820010261","0","810100106","1","0","430001076","0","0","0","0","810100107"
"43","1","0","0","820010271","0","810100106","1","0","430001077","0","0","0","0","810100107"
"43","1","0","0","820010281","0","810100106","1","0","430001078","0","0","0","0","810100107"
"43","1","0","0","820010291","0","810100106","1","0","430001079","0","0","0","0","810100107"
"43","1","1","0","820010301","0","820103005","1","0","430001080","0","820103007","0","0","820103006"
"43","1","0","0","820010311","0","810103106","1","0","430001081","0","0","0","0","810103107"
"43","1","0","0","820010321","0","810103106","1","0","430001082","0","0","0","0","810103107"
"43","1","0","0","820010331","0","810103106","1","0","430001083","0","0","0","0","810103107"
"43","1","0","0","820010341","0","810103106","1","0","430001084","0","0","0","0","810103107"
"43","1","0","0","820010351","0","810103106","1","0","430001085","0","0","0","0","810103107"
"43","1","2","0","820010361","0","810103106","1","0","430001086","0","820103606","0","0","810103107"
"43","1","0","0","820010371","0","810103106","1","0","430001087","0","0","0","0","810103107"
"43","1","0","0","820010381","0","810103106","1","0","430001088","0","0","0","0","810103107"
"43","1","0","0","820010391","0","810103106","1","0","430001089","0","0","0","0","810103107"
"43","1","1","0","820010401","0","820104005","1","0","430001090","0","820104007","0","0","820104006"
"43","1","0","0","820010411","0","810103106","1","0","430001091","0","0","0","0","810103107"
"43","1","0","0","820010421","0","810103106","1","0","430001092","0","0","0","0","810103107"
"43","1","0","0","820010431","0","810103106","1","0","430001093","0","0","0","0","810103107"
"43","1","0","0","820010441","0","810103106","1","0","430001094","0","0","0","0","810103107"
"43","1","0","0","820010451","0","810103106","1","0","430001095","0","0","0","0","810103107"
"43","1","2","0","820010461","0","810103106","1","0","430001096","0","820104606","0","0","810103107"
"43","1","0","0","820010471","0","810103106","1","0","430001097","0","0","0","0","810103107"
"43","1","0","0","820010481","0","810103106","1","0","430001098","0","0","0","0","810103107"
"43","1","0","0","820010491","0","810103106","1","0","430001099","0","0","0","0","810103107"
"43","1","0","0","820010501","0","820105002","1","0","430001100","0","0","0","0","820105003"
"43","1","0","0","830010011","0","810100106","1","0","430001101","0","0","0","0","810100107"
"43","1","0","0","830010021","0","810100106","1","0","430001102","0","0","0","0","810100107"
"43","1","0","0","830010031","0","810100106","1","0","430001103","0","0","0","0","810100107"
"43","1","0","0","830010041","0","810100106","1","0","430001104","0","0","0","0","810100107"
"43","1","0","0","830010051","0","810100106","1","0","430001105","0","0","0","0","810100107"
"43","1","0","0","830010061","0","810100106","1","0","430001106","0","0","0","0","810100107"
"43","1","0","0","830010071","0","810100106","1","0","430001107","0","0","0","0","810100107"
"43","1","0","0","830010081","0","810100106","1","0","430001108","0","0","0","0","810100107"
"43","1","0","0","830010091","0","810100106","1","0","430001109","0","0","0","0","810100107"
"43","1","0","0","830010101","0","830101002","1","0","430001110","0","0","0","0","830101003"
"43","1","0","0","830010111","0","810100106","1","0","430001111","0","0","0","0","810100107"
"43","1","0","0","830010121","0","810100106","1","0","430001112","0","0","0","0","810100107"
"43","1","0","0","830010131","0","810100106","1","0","430001113","0","0","0","0","810100107"
"43","1","0","0","830010141","0","810100106","1","0","430001114","0","0","0","0","810100107"
"43","1","0","0","830010151","0","810100106","1","0","430001115","0","0","0","0","810100107"
"43","1","0","0","830010161","0","810100106","1","0","430001116","0","0","0","0","810100107"
"43","1","0","0","830010171","0","810100106","1","0","430001117","0","0","0","0","810100107"
"43","1","0","0","830010181","0","810100106","1","0","430001118","0","0","0","0","810100107"
"43","1","0","0","830010191","0","810100106","1","0","430001119","0","0","0","0","810100107"
