391a4faad63be9ecff512aa205af9055d4fccb57c0ecb042fb30c89d5d5d68ee,c864e6b28dea437e7099e541900fe6fd67462b9a19192080ae66c593da4296d7,d3c495aaff69ebaddbf8b208a7183a4a5dc103d64fca23cbe2c16c01ad8bf3c8,2e06eddeac7334d1b4fa38a1fee6ab1c3e2bfc433858cc8ecadb4d286a0a5e89,fb5f08615fee4f551785d61a8babb705cc8017d5d39d3afd778efb264b9269dd,ca2595780f71d0e083e158e10c62f886c979d1d1a0bee7385db873574b7d4790,c305199bca10e7c0825926af28b68971fcb5746dbe20dfb8c86e0c2887e453bd,0a72c0d14ebe6dfc394a878c4a3f9bc599af629ec72f6a3b1e2ac1c875918948,11c61b788bf0cb589ae7a37e8ae26864687586488324b1c7f1ba2b3300455dc6,6bfb106254b66c65e9d74162fb0394ee25e838c462777dffad4e5496a84ec814,38edfa51dcb9d8cb289f8d158a9920702de2de956909507762ae3e144835a8fd
"91002","5","今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪","珠希","8","0","1","31","107901","40001","150"
"91002","6","嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪","貪吃佩可","8","0","2","32","107501","40001","150"
"91002","7","夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。","可可蘿","8","0","2","33","107601","40001","150"
"91002","8","嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！","凱留","8","0","2","34","107801","40001","150"
"91002","9"," 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪","鈴莓","8","0","2","35","107701","40001","150"
"91002","10","明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？","珠希","8","0","2","36","107901","40001","150"
"91002","1","","","8","0","0","47","0","20000","300"
"23001","1","","","2","0","0","48","0","20000","20"
"91002","2","","","8","0","0","49","0","20000","300"
"23001","2","","","2","0","0","50","0","20000","20"
"91002","3","","","8","0","0","51","0","20000","300"
"23001","3","","","2","0","0","52","0","20000","20"
"91002","4","","","8","0","0","53","0","20000","300"
"23001","4","","","2","0","0","54","0","20000","20"
"91002","5","","","8","0","0","55","0","20000","500"
"23001","5","","","2","0","0","56","0","20000","20"
"91002","6","","","8","0","0","57","0","20000","300"
"23001","6","","","2","0","0","58","0","20000","20"
"91002","7","","","8","0","0","59","0","20000","300"
"23001","7","","","2","0","0","60","0","20000","20"
"91002","8","","","8","0","0","61","0","20000","300"
"23001","8","","","2","0","0","62","0","20000","20"
"91002","9","","","8","0","0","63","0","20000","300"
"23001","9","","","2","0","0","64","0","20000","20"
"91002","10","","","8","0","0","65","0","20000","600"
"23001","10","","","2","0","0","66","0","20000","20"
"91002","1","","","8","0","0","67","0","49001","150"
"91002","2","","","8","0","0","68","0","49001","150"
"91002","3","","","8","0","0","69","0","49001","150"
"91002","4","","","8","0","0","70","0","49001","150"
"91002","5","","","8","0","0","71","0","49001","150"
"91002","6","","","8","0","0","72","0","49001","150"
"91002","7","","","8","0","0","73","0","49001","150"
"91002","8","","","8","0","0","74","0","49001","150"
"91002","9","","","8","0","0","75","0","49001","150"
"91002","10","","","8","0","0","76","0","49001","150"
"91002","1","","","8","0","0","77","0","49002","150"
"91002","2","","","8","0","0","78","0","49002","150"
"91002","3","","","8","0","0","79","0","49002","150"
"91002","4","","","8","0","0","80","0","49002","150"
"91002","5","","","8","0","0","81","0","49002","150"
"91002","6","","","8","0","0","82","0","49002","150"
"91002","7","","","8","0","0","83","0","49002","150"
"91002","8","","","8","0","0","84","0","49002","150"
"91002","9","","","8","0","0","85","0","49002","150"
"91002","10","","","8","0","0","86","0","49002","150"
"91002","1","","","8","0","0","87","0","49003","150"
"91002","2","","","8","0","0","88","0","49003","150"
"91002","3","","","8","0","0","89","0","49003","150"
"91002","4","","","8","0","0","90","0","49003","150"
"91002","5","","","8","0","0","91","0","49003","150"
"91002","6","","","8","0","0","92","0","49003","150"
"91002","7","","","8","0","0","93","0","49003","150"
"91002","8","","","8","0","0","94","0","49003","150"
"91002","9","","","8","0","0","95","0","49003","150"
"91002","10","","","8","0","0","96","0","49003","150"
"91002","1","","","8","0","0","97","0","49004","1500"
"91002","2","","","8","0","0","98","0","49004","1500"
"91002","3","","","8","0","0","99","0","49004","1500"
"91002","4","","","8","0","0","100","0","49004","1500"
"91002","5","","","8","0","0","101","0","49004","1500"
"91002","6","","","8","0","0","102","0","49004","1500"
"91002","7","","","8","0","0","103","0","49004","1500"
"91002","8","","","8","0","0","104","0","49004","1500"
"91002","1","","","8","0","0","105","0","49005","150"
"91002","2","","","8","0","0","106","0","49005","150"
"91002","3","","","8","0","0","107","0","49005","150"
"91002","4","","","8","0","0","108","0","49005","150"
"91002","5","","","8","0","0","109","0","49005","150"
"91002","6","","","8","0","0","110","0","49005","150"
"91002","7","","","8","0","0","111","0","49005","150"
"91002","8","","","8","0","0","112","0","49005","150"
"91002","9","","","8","0","0","113","0","49005","150"
"91002","10","","","8","0","0","114","0","49005","150"
"91002","1","","","8","0","0","115","0","49006","300"
"91002","2","","","8","0","0","116","0","49006","300"
"91002","3","","","8","0","0","117","0","49006","300"
"91002","4","","","8","0","0","118","0","49006","300"
"91002","5","","","8","0","0","119","0","49006","300"
"91002","1","","","8","0","0","120","0","49007","150"
"91002","2","","","8","0","0","121","0","49007","150"
"91002","3","","","8","0","0","122","0","49007","150"
"91002","4","","","8","0","0","123","0","49007","150"
"91002","5","","","8","0","0","124","0","49007","150"
"91002","6","","","8","0","0","125","0","49007","150"
"91002","7","","","8","0","0","126","0","49007","150"
"91002","8","","","8","0","0","127","0","49007","150"
"91002","9","","","8","0","0","128","0","49007","150"
"91002","10","","","8","0","0","129","0","49007","150"
"91002","1","","","8","0","0","130","0","49008","150"
"91002","2","","","8","0","0","131","0","49008","150"
"91002","3","","","8","0","0","132","0","49008","150"
"91002","4","","","8","0","0","133","0","49008","150"
"91002","5","","","8","0","0","134","0","49008","150"
"91002","6","","","8","0","0","135","0","49008","150"
"91002","7","","","8","0","0","136","0","49008","150"
"91002","8","","","8","0","0","137","0","49008","150"
"91002","9","","","8","0","0","138","0","49008","150"
"91002","10","","","8","0","0","139","0","49008","150"
"91002","1","","","8","0","0","140","0","49009","150"
"91002","2","","","8","0","0","141","0","49009","150"
"91002","3","","","8","0","0","142","0","49009","150"
"91002","4","","","8","0","0","143","0","49009","150"
"91002","5","","","8","0","0","144","0","49009","150"
"91002","6","","","8","0","0","145","0","49009","150"
"91002","7","","","8","0","0","146","0","49009","150"
"91002","8","","","8","0","0","147","0","49009","150"
"91002","9","","","8","0","0","148","0","49009","150"
"91002","10","","","8","0","0","149","0","49009","150"
"91002","1","","","8","0","0","150","0","49010","150"
"91002","2","","","8","0","0","151","0","49010","150"
"91002","3","","","8","0","0","152","0","49010","150"
"91002","4","","","8","0","0","153","0","49010","150"
"91002","5","","","8","0","0","154","0","49010","150"
"91002","6","","","8","0","0","155","0","49010","150"
"91002","7","","","8","0","0","156","0","49010","150"
"91002","8","","","8","0","0","157","0","49010","150"
"91002","9","","","8","0","0","158","0","49010","150"
"91002","10","","","8","0","0","159","0","49010","150"
"91002","1","","","8","0","0","160","0","49011","150"
"91002","2","","","8","0","0","161","0","49011","150"
"91002","3","","","8","0","0","162","0","49011","150"
"91002","4","","","8","0","0","163","0","49011","150"
"91002","5","","","8","0","0","164","0","49011","150"
"91002","6","","","8","0","0","165","0","49011","150"
"91002","7","","","8","0","0","166","0","49011","150"
"91002","8","","","8","0","0","167","0","49011","150"
"91002","9","","","8","0","0","168","0","49011","150"
"91002","10","","","8","0","0","169","0","49011","150"
"91002","1","","","8","0","0","170","0","49012","300"
"91002","2","","","8","0","0","171","0","49012","300"
"91002","3","","","8","0","0","172","0","49012","300"
"91002","4","","","8","0","0","173","0","49012","300"
"91002","5","","","8","0","0","174","0","49012","300"
"91002","6","","","8","0","0","175","0","49012","300"
"91002","7","","","8","0","0","176","0","49012","300"
"91002","8","","","8","0","0","177","0","49012","300"
"91002","9","","","8","0","0","178","0","49012","300"
"91002","10","","","8","0","0","179","0","49012","300"
"91002","1","","","8","500371","1","180","0","80003","100"
"91002","2","","","8","500371","1","181","0","80003","100"
"91002","3","","","8","500033","1","182","0","80003","100"
"91002","4","","","8","500371","1","183","0","80003","100"
"91002","5","","","8","500033","1","184","0","80003","100"
"91002","6","","","8","500371","1","185","0","80003","100"
"91002","7","","","8","500367","1","186","0","80003","100"
"91002","8","","","8","500367","1","187","0","80003","100"
"91002","9","","","8","500367","1","188","0","80003","100"
"91002","10","","","8","500033","1","189","0","80003","100"
"91002","11","","","8","500033","1","190","0","80003","100"
"91002","12","","","8","500033","1","191","0","80003","100"
"91002","13","","","8","509020","1","192","0","80003","100"
"91002","14","","","8","500371","1","193","0","80003","100"
"91002","15","","","8","500033","1","194","0","80003","100"
"91002","1","","","8","0","0","195","0","49013","150"
"91002","2","","","8","0","0","196","0","49013","150"
"91002","3","","","8","0","0","197","0","49013","150"
"91002","4","","","8","0","0","198","0","49013","150"
"91002","5","","","8","0","0","199","0","49013","150"
"91002","6","","","8","0","0","200","0","49013","150"
"91002","7","","","8","0","0","201","0","49013","150"
"91002","8","","","8","0","0","202","0","49013","150"
"91002","9","","","8","0","0","203","0","49013","150"
"91002","10","","","8","0","0","204","0","49013","150"
"91002","1","","","8","0","0","205","0","70004","500"
"91002","2","","","8","0","0","206","0","70004","500"
"91002","1","","","8","0","0","207","0","70005","300"
"91002","2","","","8","0","0","208","0","70005","300"
"91002","3","","","8","0","0","209","0","70005","300"
"91002","1","","","8","530101","0","210","0","80004","100"
"91002","2","","","8","530102","0","211","0","80004","100"
"91002","3","","","8","530103","0","212","0","80004","100"
"91002","4","","","8","530104","0","213","0","80004","100"
"91002","5","","","8","530105","0","214","0","80004","100"
"91002","6","","","8","530106","0","215","0","80004","100"
"91002","7","","","8","530107","0","216","0","80004","100"
"91002","8","","","8","530108","0","217","0","80004","100"
"91002","9","","","8","530109","0","218","0","80004","100"
"91002","10","","","8","530110","0","219","0","80004","100"
"91002","11","","","8","530111","0","220","0","80004","100"
"91002","12","","","8","530112","0","221","0","80004","100"
"91002","13","","","8","530113","0","222","0","80004","100"
"91002","14","","","8","530114","0","223","0","80004","100"
"91002","15","","","8","530115","0","224","0","80004","100"
"91002","16","","","8","530116","0","225","0","80004","100"
"91002","17","","","8","530117","0","226","0","80004","100"
"2805","17","","","7","530117","0","227","0","80004","1"
"91002","1","","","8","0","0","228","0","40009","150"
"91002","2","","","8","0","0","229","0","40009","150"
"91002","3","","","8","0","0","230","0","40009","150"
"91002","4","","","8","0","0","231","0","40009","150"
"91002","5","","","8","0","0","232","0","40009","150"
"91002","6","","","8","0","0","233","0","40009","150"
"91002","7","","","8","0","0","234","0","40009","150"
"91002","8","","","8","0","0","235","0","40009","150"
"91002","9","","","8","0","0","236","0","40009","150"
"91002","10","","","8","0","0","237","0","40009","150"
"91002","1","","","8","0","0","238","0","49014","150"
"91002","2","","","8","0","0","239","0","49014","150"
"91002","3","","","8","0","0","240","0","49014","150"
"91002","4","","","8","0","0","241","0","49014","150"
"91002","5","","","8","0","0","242","0","49014","150"
"91002","6","","","8","0","0","243","0","49014","150"
"91002","7","","","8","0","0","244","0","49014","150"
"91002","8","","","8","0","0","245","0","49014","150"
"91002","9","","","8","0","0","246","0","49014","150"
"91002","10","","","8","0","0","247","0","49014","150"
"91002","1","","","8","0","0","248","0","49015","150"
"91002","2","","","8","0","0","249","0","49015","150"
"91002","3","","","8","0","0","250","0","49015","150"
"91002","4","","","8","0","0","251","0","49015","150"
"91002","5","","","8","0","0","252","0","49015","150"
"91002","6","","","8","0","0","253","0","49015","150"
"91002","7","","","8","0","0","254","0","49015","150"
"91002","8","","","8","0","0","255","0","49015","150"
"91002","9","","","8","0","0","256","0","49015","150"
"91002","10","","","8","0","0","257","0","49015","150"
"91002","1","","","8","0","0","258","0","49016","300"
"91002","2","","","8","0","0","259","0","49016","300"
"91002","3","","","8","0","0","260","0","49016","300"
"91002","4","","","8","0","0","261","0","49016","300"
"91002","5","","","8","0","0","262","0","49016","300"
"91002","6","","","8","0","0","263","0","49016","300"
"91002","7","","","8","0","0","264","0","49016","300"
"91002","8","","","8","0","0","265","0","49016","300"
"91002","9","","","8","0","0","266","0","49016","300"
"91002","10","","","8","0","0","267","0","49016","300"
"91002","1","","","8","500367","0","268","0","80005","100"
"91002","2","","","8","500367","0","269","0","80005","100"
"91002","3","","","8","500367","0","270","0","80005","100"
"91002","4","","","8","500367","0","271","0","80005","100"
"91002","5","","","8","500367","0","272","0","80005","100"
"91002","6","","","8","500367","0","273","0","80005","100"
"91002","7","","","8","500367","0","274","0","80005","100"
"91002","8","","","8","500367","0","275","0","80005","100"
"91002","9","","","8","500367","0","276","0","80005","100"
"91002","10","","","8","500367","0","277","0","80005","100"
"91002","11","","","8","500367","0","278","0","80005","100"
"91002","12","","","8","500367","0","279","0","80005","100"
"91002","13","","","8","500367","0","280","0","80005","100"
"91002","14","","","8","500367","0","281","0","80005","100"
"91002","15","","","8","500367","0","282","0","80005","100"
"91002","1","","","8","0","0","283","0","70006","500"
"91002","2","","","8","0","0","284","0","70006","500"
"91002","1","","","8","0","0","285","0","70007","300"
"91002","2","","","8","0","0","286","0","70007","300"
"91002","3","","","8","0","0","287","0","70007","300"
"91002","1","","","8","530121","0","298","0","80006","100"
"91002","2","","","8","530122","0","299","0","80006","100"
"91002","3","","","8","530123","0","300","0","80006","100"
"91002","4","","","8","530124","0","301","0","80006","100"
"91002","5","","","8","530125","0","302","0","80006","100"
"91002","6","","","8","530126","0","303","0","80006","100"
"91002","7","","","8","530127","0","304","0","80006","100"
"91002","8","","","8","530128","0","305","0","80006","100"
"91002","9","","","8","530129","0","306","0","80006","100"
"91002","10","","","8","530130","0","307","0","80006","100"
"91002","11","","","8","530131","0","308","0","80006","100"
"91002","12","","","8","530132","0","309","0","80006","100"
"91002","13","","","8","530133","0","310","0","80006","100"
"91002","14","","","8","530134","0","311","0","80006","100"
"91002","15","","","8","530135","0","312","0","80006","100"
"91002","16","","","8","530136","0","313","0","80006","100"
"91002","17","","","8","530137","0","314","0","80006","100"
"91002","1","","","8","530123","0","316","0","80007","100"
"91002","2","","","8","530124","0","317","0","80007","100"
"91002","3","","","8","530125","0","318","0","80007","100"
"91002","4","","","8","530126","0","319","0","80007","100"
"91002","5","","","8","530127","0","320","0","80007","100"
"91002","6","","","8","530128","0","321","0","80007","100"
"91002","7","","","8","530129","0","322","0","80007","100"
"91002","8","","","8","530130","0","323","0","80007","100"
"91002","9","","","8","530131","0","324","0","80007","100"
"91002","10","","","8","530132","0","325","0","80007","100"
"91002","11","","","8","530133","0","326","0","80007","100"
"91002","12","","","8","530134","0","327","0","80007","100"
"91002","13","","","8","530135","0","328","0","80007","100"
"91002","14","","","8","530136","0","329","0","80007","100"
"91002","15","","","8","530137","0","330","0","80007","100"
"9000215","15","","","16","530137","0","331","0","80007","1"
"9000216","15","","","16","530137","0","332","0","80007","1"
"91002","1","","","8","0","0","333","0","49017","150"
"91002","2","","","8","0","0","334","0","49017","150"
"91002","3","","","8","0","0","335","0","49017","150"
"91002","4","","","8","0","0","336","0","49017","150"
"91002","5","","","8","0","0","337","0","49017","150"
"91002","6","","","8","0","0","338","0","49017","150"
"91002","7","","","8","0","0","339","0","49017","150"
"91002","8","","","8","0","0","340","0","49017","150"
"91002","9","","","8","0","0","341","0","49017","150"
"91002","10","","","8","0","0","342","0","49017","150"
"91002","1","","","8","0","0","343","0","49018","300"
"91002","2","","","8","0","0","344","0","49018","300"
"91002","3","","","8","0","0","345","0","49018","300"
"91002","4","","","8","0","0","346","0","49018","300"
"91002","5","","","8","0","0","347","0","49018","300"
"91002","6","","","8","0","0","348","0","49018","300"
"91002","7","","","8","0","0","349","0","49018","300"
"91002","8","","","8","0","0","350","0","49018","300"
"91002","9","","","8","0","0","351","0","49018","300"
"91002","10","","","8","0","0","352","0","49018","300"
"91002","1","","","8","0","0","353","0","49019","300"
"91002","2","","","8","0","0","354","0","49019","300"
"91002","3","","","8","0","0","355","0","49019","300"
"91002","4","","","8","0","0","356","0","49019","300"
"91002","5","","","8","0","0","357","0","49019","300"
"91002","6","","","8","0","0","358","0","49019","300"
"91002","7","","","8","0","0","359","0","49019","300"
"91002","8","","","8","0","0","360","0","49019","300"
"91002","9","","","8","0","0","361","0","49019","300"
"91002","10","","","8","0","0","362","0","49019","300"
"91002","1","","","8","0","0","363","0","70008","500"
"91002","2","","","8","0","0","364","0","70008","500"
"91002","1","","","8","0","0","365","0","70009","1000"
"91002","1","","","8","0","0","366","0","49020","150"
"91002","2","","","8","0","0","367","0","49020","150"
"91002","3","","","8","0","0","368","0","49020","150"
"91002","4","","","8","0","0","369","0","49020","750"
"91002","5","","","8","0","0","370","0","49020","200"
"91002","6","","","8","0","0","371","0","49020","200"
"91002","7","","","8","0","0","372","0","49020","200"
"91002","8","","","8","0","0","373","0","49020","300"
"91002","9","","","8","0","0","374","0","49020","300"
"91002","10","","","8","0","0","375","0","49020","600"
"24001","1","馬上就可以\n見到大家了呢。\n現在我的內心雀躍不已……\n","莉莉","2","0","1","376","125801","40011","1"
"24001","2","初次見面，我是可璃亞♪\n我非常期待\n和大家一起冒險","可璃亞","2","0","1","377","126001","40011","1"
"24001","3","嗯──\n這個，給你。\n是的","普蕾西亞","2","0","1","378","126101","40011","1"
"24001","4","讓我再次自我介紹……\n我是【幻變少女】的\n公會長莉莉","莉莉","2","0","2","379","125801","40011","1"
"24001","5","你好，哥哥♪\n我是【幻變少女】的\n可璃亞","可璃亞","2","0","2","380","126001","40011","1"
"24001","6","哥哥。\n你願意過來，我很開心","普蕾西亞","2","0","2","381","126101","40011","1"
"91002","1","","","8","530141","0","382","0","80008","100"
"91002","2","","","8","530142","0","383","0","80008","100"
"91002","3","","","8","530143","0","384","0","80008","100"
"91002","4","","","8","530144","0","385","0","80008","100"
"91002","5","","","8","530145","0","386","0","80008","100"
"91002","6","","","8","530146","0","387","0","80008","100"
"91002","7","","","8","530147","0","388","0","80008","100"
"91002","8","","","8","530148","0","389","0","80008","100"
"91002","9","","","8","530149","0","390","0","80008","100"
"91002","10","","","8","530150","0","391","0","80008","100"
"91002","11","","","8","530151","0","392","0","80008","100"
"91002","12","","","8","530152","0","393","0","80008","100"
"91002","13","","","8","530153","0","394","0","80008","100"
"91002","14","","","8","530154","0","395","0","80008","100"
"91002","15","","","8","530155","0","396","0","80008","100"
"91002","16","","","8","530156","0","397","0","80008","100"
"2830","16","","","7","530156","0","398","0","80008","1"
"91002","1","","","8","0","0","399","0","20001","100"
"23001","1","","","2","0","0","400","0","20001","20"
"91002","2","","","8","0","0","401","0","20001","100"
"23001","2","","","2","0","0","402","0","20001","20"
"24016","3","","","2","0","0","403","0","20001","1"
"23001","3","","","2","0","0","404","0","20001","20"
"91002","4","","","8","0","0","405","0","20001","100"
"23001","4","","","2","0","0","406","0","20001","20"
"91002","5","","","8","0","0","407","0","20001","300"
"23001","5","","","2","0","0","408","0","20001","20"
"91002","6","","","8","0","0","409","0","20001","100"
"23001","6","","","2","0","0","410","0","20001","20"
"91002","7","","","8","0","0","411","0","20001","100"
"23001","7","","","2","0","0","412","0","20001","20"
"91002","8","","","8","0","0","413","0","20001","200"
"23001","8","","","2","0","0","414","0","20001","20"
"91002","9","","","8","0","0","415","0","20001","300"
"23001","9","","","2","0","0","416","0","20001","20"
"24016","10","","","2","0","0","417","0","20001","1"
"23001","10","","","2","0","0","418","0","20001","20"
"91002","1","","","8","532001","0","419","0","80009","100"
"91002","2","","","8","532002","0","420","0","80009","100"
"91002","3","","","8","532003","0","421","0","80009","100"
"91002","4","","","8","532004","0","422","0","80009","100"
"91002","5","","","8","532005","0","423","0","80009","100"
"91002","6","","","8","532006","0","424","0","80009","100"
"91002","7","","","8","532007","0","425","0","80009","100"
"91002","8","","","8","532008","0","426","0","80009","100"
"91002","9","","","8","532009","0","427","0","80009","100"
"91002","10","","","8","532010","0","428","0","80009","100"
"91002","11","","","8","532011","0","429","0","80009","100"
"91002","12","","","8","532012","0","430","0","80009","100"
"91002","13","","","8","532013","0","431","0","80009","100"
"91002","14","","","8","532014","0","432","0","80009","100"
"91002","15","","","8","532015","0","433","0","80009","100"
"91002","1","","","8","0","0","434","0","49021","1500"
"91002","1","","","8","0","0","443","0","70010","500"
"41000","1","","","2","0","0","444","0","70012","1"
"91002","1","","","8","0","0","445","0","70011","1000"
"91002","1","","","8","530157","0","446","0","80010","100"
"91002","2","","","8","530158","0","447","0","80010","100"
"91002","3","","","8","530159","0","448","0","80010","100"
"91002","4","","","8","530160","0","449","0","80010","100"
"91002","5","","","8","530161","0","450","0","80010","100"
"91002","6","","","8","530162","0","451","0","80010","100"
"91002","7","","","8","530163","0","452","0","80010","100"
"91002","8","","","8","530164","0","453","0","80010","100"
"91002","9","","","8","530165","0","454","0","80010","100"
"91002","10","","","8","530166","0","455","0","80010","100"
"91002","11","","","8","530167","0","456","0","80010","100"
"91002","12","","","8","530168","0","457","0","80010","100"
"2844","12","","","7","530173","0","458","0","80010","1"
"91002","13","","","8","530169","0","459","0","80010","100"
"2846","13","","","7","530173","0","460","0","80010","1"
"91002","14","","","8","530170","0","461","0","80010","100"
"2845","14","","","7","530173","0","462","0","80010","1"
"91002","15","","","8","530171","0","463","0","80010","100"
"2843","15","","","7","530173","0","464","0","80010","5"
"91002","16","","","8","530172","0","465","0","80010","100"
"2842","16","","","7","530173","0","466","0","80010","1"
"9000236","1","","","16","0","0","467","0","40013","1"
"9000237","1","","","16","0","0","468","0","40013","1"
"9000238","1","","","16","0","0","469","0","40013","1"
"9000239","1","","","16","0","0","470","0","40013","1"
"91002","1","","","8","532001","0","471","0","80011","100"
"91002","2","","","8","532002","0","472","0","80011","100"
"91002","3","","","8","532003","0","473","0","80011","100"
"91002","4","","","8","532004","0","474","0","80011","100"
"91002","5","","","8","532005","0","475","0","80011","100"
"91002","6","","","8","532006","0","476","0","80011","100"
"91002","7","","","8","532007","0","477","0","80011","100"
"91002","8","","","8","532008","0","478","0","80011","100"
"91002","9","","","8","532009","0","479","0","80011","100"
"91002","10","","","8","532010","0","480","0","80011","100"
"91002","11","","","8","532011","0","481","0","80011","100"
"91002","12","","","8","532012","0","482","0","80011","100"
"91002","13","","","8","532013","0","483","0","80011","100"
"91002","14","","","8","532014","0","484","0","80011","100"
"91002","15","","","8","532015","0","485","0","80011","100"
"91002","1","","","8","0","0","488","0","40015","500"
"90008","2","","","2","0","0","489","0","40015","3000"
"91002","3","","","8","0","0","490","0","40015","500"
"90008","4","","","2","0","0","491","0","40015","3000"
"91002","5","","","8","0","0","492","0","40015","1000"
