cbf58317dc417ee09c92dedefc34c82b7af28c02ea8583bad11dc3f859884651,0285cdff80c8690ae2c5d0e77a29f918bac880b14f255c75c6a6906a0bea356f,2aee97bec93d9e8400596181cc5ff5cb7a88ade0033634cf23599a1a6c99ecac,daac5fb9ca9c2fd1a01733e47fc9172624bf0fdee96d4c011467bc6831e8fffa,64f0cb59e0ec7fb223f52103aab466426eff6d6d2aa9227f45577368b7a30713,445176e786937b5fdada03188bdf5aba186c5e05e7c648792c3810fbf348911c,d1d1bdeb8cb10dc7c266346f3fc4b32b4d8190a6cce3e623d635dd165ba58ed8,85b7d99ff6d58a49ce090471a0ef7070dc88b81d9f890ce801385fd197da78cb,543f9e75307d391b602f4eb5e75b1d9aa9be2fcf56ca292e7242bcfd4d948b72,e86875f4cbbbe0544b0e33dff3f7722b73ac56f385c982f43ac137479ef208fa,f894dc7f67fe7e0806da337f7fd8e7497db56da8760d3f01d56dcb0ce72528e6,ffde6ea90c6c634bc9e0b8c7dc7e5f80d2ae4c8506ac428542abf5e395395f23,565d76ce2ef852947585e078659129ed6399a587ad2b1877f4fef0f3146ef37c,56b02b01b043b4cc36cb80887fca8d50fb96407c50142923b045e761b4dd29c7,475b82920e6cf1f2167670f05381a3b698ca103dc1b0447e3e5cd32fe23bbcc4,5f192db2211f33a00dc6fcc029a8df9a471fc9cf9a302303d73b45e250a2fbd5,2ce5364441902f3b8e5578198d77d8565b3a64d62d6c4da9edd8cd99e2b3e835,884e9c6f8859f12cb481e927323d27aa4956950d7c9f0afc31703b562018b395,1b4556d73ef44b64025f4eb6a2eec13988401973dd65b30b21ea22ff73cd96d0,775dae93255d47bab01ccb02c763bd32f3fb7f7007f65fa6b6b33967635c76c8,5e5c8bbb2862e7487cb05560cc44235f4dbd87f9b4f1f66175b34f47dd50fd1e,97c24c3e01d0608f1994d27da9e5b388e9254ebbef06e16cd87aecd9b4354c2e,c5d52fb7ea15502d0d8a9edbc035270ec3961f70c14f5997701124b469ebc18e,187c1e2608611e9af962f569b90e25043311f16b368f33c6281ed1cea83a5bf8,e89f3829d9631cef0c73f0a25932af2f4c429d1c24828c74b91e7e46658e3f46,6df3483c67bc2df84d05af51c1005bd81da23a2c9ebe294995970ffc3cbdac6d,b5ed39a4868e477795965e54d8b7b384860e2a2aacd3e66979b73484bc68f4bd,f4351d1f9dec4a099aa1315170bbeaa6e609a8eb13304171cadfbb43d3099e2d,61cdc1b69b69f486654a41a95314914489399fc3a7f89947de277a214784d31c,2ec051481e5ff729bbc803197555984932117f0cdcfc2224a7427067ac761362,6aa509451abaff683b05d344b9b053d9de128c26174830b18dbd2f736350c7fc,cd3603f55592ae25d3375d415d4fccf225a298b09b60d08c833b03ef0b6780f0,e6debbd88c0cbdf4ef20f5e0f4496782c819779134e2bd964e3578ff554d4245,8a6f07dab2a8a2a3f089aaa530ce3dd43a0361266ffea188cd4a5f16d13e93c3,8cdeb45429e7d24958ea2e076fd098ea3b6e372244b1532987fcddb506b86753,5e6e25d8cad83d7fde300171800109dcd70739260c6639cda9aea6c4eaddcca4,ea029963fd4ed091c1f2a64da4e6c760a5361a580a133ea80db807ee1940ab85,06860dde2fe30280b4c7d0d211cd51edf71989f6d4ecf99faf30635638fac094,f2da7045ba712187a7a63476cca9240d327a65010b5a780d736f8708a3c65d00,72b1795eabd38a6bf68a2d1fdc90c94a42fab58507c34941e6c13e159c569636
"10","1","20","20","20","0","0","20","0","20","20","20","0","0","30","0","0","0","1","0","20","200100","620010020","20","186","0","1","20","20","1563","16","200000006","20","20","13","20","20","10","20","20"
"10","1","21","21","21","0","0","21","0","21","21","21","0","0","30","0","0","0","1","0","21","200100","620010021","21","206","0","1","21","21","1784","18","200000006","21","21","15","21","21","10","21","21"
"10","1","22","22","22","0","0","22","0","22","22","22","0","0","30","0","0","0","1","0","22","200100","620010022","22","225","0","1","22","22","2005","20","200000006","22","22","17","22","22","10","22","22"
"10","1","23","23","23","0","0","23","0","23","23","23","0","0","30","0","0","0","1","0","23","200100","620010023","23","245","0","1","23","23","2225","21","200000006","23","23","18","23","23","10","23","23"
"10","1","24","24","24","0","0","24","0","24","24","24","0","0","30","0","0","0","1","0","24","200100","620010024","24","264","0","1","24","24","2446","23","200000006","24","24","20","24","24","10","24","24"
"10","1","25","25","25","0","0","25","0","25","25","25","0","0","30","0","0","0","1","0","25","200100","620010025","25","267","0","1","25","25","2701","24","200000006","25","25","21","25","25","10","25","25"
"10","1","26","26","26","0","0","26","0","26","26","26","0","0","30","0","0","0","1","0","26","200100","620010026","26","269","0","1","26","26","2956","24","200000006","26","26","21","26","26","10","26","26"
"10","1","27","27","27","0","0","27","0","27","27","27","0","0","30","0","0","0","1","0","27","200100","620010027","27","289","0","1","27","27","3211","24","200000006","27","27","21","27","27","10","27","27"
"10","1","28","28","28","0","0","28","0","28","28","28","0","0","30","0","0","0","1","0","28","200100","620010028","28","309","0","1","28","28","3466","25","200000006","28","28","21","28","28","10","28","28"
"10","1","29","29","29","0","0","29","0","29","29","29","0","0","30","0","0","0","1","0","29","200100","620010029","29","330","0","1","29","29","3721","25","200000006","29","29","22","29","29","10","29","29"
"10","1","30","30","30","0","0","30","0","30","30","30","0","0","30","0","0","0","1","0","30","200100","620010030","30","350","0","1","30","30","3976","25","200000006","30","30","22","30","30","10","30","30"
"10","1","31","31","31","0","0","31","0","31","31","31","0","0","30","0","0","0","1","0","31","200100","620010031","31","370","0","1","31","31","4232","26","200000006","31","31","22","31","31","10","31","31"
"10","1","32","32","32","0","0","32","0","32","32","32","0","0","30","0","0","0","1","0","32","200100","620010032","32","390","0","1","32","32","4487","26","200000006","32","32","22","32","32","10","32","32"
"10","1","33","33","33","0","0","33","0","33","33","33","0","0","30","0","0","0","1","0","33","200100","620010033","33","410","0","1","33","33","4742","26","200000006","33","33","22","33","33","10","33","33"
"10","1","34","34","34","0","0","34","0","34","34","34","0","0","30","0","0","0","1","0","34","200100","620010034","34","431","0","1","34","34","4997","26","200000006","34","34","23","34","34","10","34","34"
"10","1","35","35","35","0","0","35","0","35","35","35","0","0","30","0","0","0","1","0","35","200100","620010035","35","451","0","1","35","35","5252","27","200000006","35","35","23","35","35","10","35","35"
"10","1","36","36","36","0","0","36","0","36","36","36","0","0","30","0","0","0","1","0","36","200100","620010036","36","471","0","1","36","36","5507","27","200000006","36","36","23","36","36","10","36","36"
"10","1","37","37","37","0","0","37","0","37","37","37","0","0","30","0","0","0","1","0","37","200100","620010037","37","516","0","1","37","37","5667","31","200000006","37","37","27","37","37","10","37","37"
"10","1","38","38","38","0","0","38","0","38","38","38","0","0","30","0","0","0","1","0","38","200100","620010038","38","562","0","1","38","38","5826","35","200000006","38","38","31","38","38","10","38","38"
"10","1","39","39","39","0","0","39","0","39","39","39","0","0","30","0","0","0","1","0","39","200100","620010039","39","607","0","1","39","39","5986","39","200000006","39","39","35","39","39","10","39","39"
"10","1","40","40","40","0","0","40","0","40","40","40","0","0","30","0","0","0","1","0","40","200100","620010040","40","712","0","1","40","40","7437","40","200000006","40","40","36","40","40","10","40","40"
"10","1","41","41","41","0","0","41","0","41","41","41","0","0","30","0","0","0","1","0","41","200100","620010041","41","816","0","1","41","41","8888","40","200000006","41","41","36","41","41","10","41","41"
"10","1","42","42","42","0","0","42","0","42","42","42","0","0","30","0","0","0","1","0","42","200100","620010042","42","913","0","1","42","42","9321","41","200000006","42","42","36","42","42","10","42","42"
"10","1","43","43","43","0","0","43","0","43","43","43","0","0","30","0","0","0","1","0","43","200100","620010043","43","1010","0","1","43","43","9754","41","200000006","43","43","36","43","43","10","43","43"
"10","1","44","44","44","0","0","44","0","44","44","44","0","0","30","0","0","0","1","0","44","200100","620010044","44","1079","0","1","44","44","10008","45","200000006","44","44","38","44","44","10","44","44"
"10","1","45","45","45","0","0","45","0","45","45","45","0","0","30","0","0","0","1","0","45","200100","620010045","45","1148","0","1","45","45","10263","49","200000006","45","45","41","45","45","10","45","45"
"10","1","46","46","46","0","0","46","0","46","46","46","0","0","30","0","0","0","1","0","46","200100","620010046","46","1217","0","1","46","46","10517","53","200000006","46","46","43","46","46","10","46","46"
"10","1","47","47","47","0","0","47","0","47","47","47","0","0","30","0","0","0","1","0","47","200100","620010047","47","1286","0","1","47","47","10771","57","200000006","47","47","45","47","47","10","47","47"
"10","1","48","48","48","0","0","48","0","48","48","48","0","0","30","0","0","0","1","0","48","200100","620010048","48","1355","0","1","48","48","11026","61","200000006","48","48","48","48","48","10","48","48"
"10","1","49","49","49","0","0","49","0","49","49","49","0","0","30","0","0","0","1","0","49","200100","620010049","49","1424","0","1","49","49","11280","65","200000006","49","49","50","49","49","10","49","49"
"10","1","50","50","50","0","0","50","0","50","50","50","0","0","30","0","0","0","1","0","50","200100","620010050","50","1493","0","1","50","50","11534","69","200000006","50","50","52","50","50","10","50","50"
"10","1","51","51","51","0","0","51","0","51","51","51","0","0","30","0","0","0","1","0","51","200100","620010051","51","1562","0","1","51","51","11789","73","200000006","51","51","55","51","51","10","51","51"
"10","1","52","52","52","0","0","52","0","52","52","52","0","0","30","0","0","0","1","0","52","200100","620010052","52","1632","0","1","52","52","12043","77","200000006","52","52","57","52","52","10","52","52"
"10","1","53","53","53","0","0","53","0","53","53","53","0","0","30","0","0","0","1","0","53","200100","620010053","53","1701","0","1","53","53","12297","81","200000006","53","53","59","53","53","10","53","53"
"10","1","54","54","54","0","0","54","0","54","54","54","0","0","30","0","0","0","1","0","54","200100","620010054","54","1770","0","1","54","54","12552","85","200000006","54","54","62","54","54","10","54","54"
"10","1","55","55","55","0","0","55","0","55","55","55","0","0","30","0","0","0","1","0","55","200100","620010055","55","1839","0","1","55","55","12806","89","200000006","55","55","64","55","55","10","55","55"
"10","1","56","56","56","0","0","56","0","56","56","56","0","0","30","0","0","0","1","0","56","200100","620010056","56","1908","0","1","56","56","13060","93","200000006","56","56","66","56","56","10","56","56"
"10","1","57","57","57","0","0","57","0","57","57","57","0","0","30","0","0","0","1","0","57","200100","620010057","57","1977","0","1","57","57","13315","97","200000006","57","57","69","57","57","10","57","57"
"10","1","58","58","58","0","0","58","0","58","58","58","0","0","30","0","0","0","1","0","58","200100","620010058","58","2046","0","1","58","58","13569","101","200000006","58","58","71","58","58","10","58","58"
"10","1","59","59","59","0","0","59","0","59","59","59","0","0","30","0","0","0","1","0","59","200100","620010059","59","2115","0","1","59","59","13823","105","200000006","59","59","73","59","59","10","59","59"
"10","1","60","60","60","0","0","60","0","60","60","60","0","0","30","0","0","0","1","0","60","200100","620010060","60","2184","0","1","60","60","14078","109","200000006","60","60","76","60","60","10","60","60"
"10","1","61","61","61","0","0","61","0","61","61","61","0","0","30","0","0","0","1","0","61","200100","620010061","61","2253","0","1","61","61","14332","113","200000006","61","61","78","61","61","10","61","61"
"10","1","62","62","62","0","0","62","0","62","62","62","0","0","30","0","0","0","1","0","62","200100","620010062","62","2280","0","1","62","62","15514","113","200000006","62","62","79","62","62","10","62","62"
"10","1","63","63","63","0","0","63","0","63","63","63","0","0","30","0","0","0","1","0","63","200100","620010063","63","2306","0","1","63","63","16696","114","200000006","63","63","79","63","63","10","63","63"
"10","1","64","64","64","0","0","64","0","64","64","64","0","0","30","0","0","0","1","0","64","200100","620010064","64","2333","0","1","64","64","17878","114","200000006","64","64","80","64","64","10","64","64"
"10","1","65","65","65","0","0","65","0","65","65","65","0","0","30","0","0","0","1","0","65","200100","620010065","65","2359","0","1","65","65","19060","114","200000006","65","65","81","65","65","10","65","65"
"10","1","66","66","66","0","0","66","0","66","66","66","0","0","30","0","0","0","1","0","66","200100","620010066","66","2386","0","1","66","66","20242","115","200000006","66","66","82","66","66","10","66","66"
"10","1","67","67","67","0","0","67","0","67","67","67","0","0","30","0","0","0","1","0","67","200100","620010067","67","2412","0","1","67","67","21425","115","200000006","67","67","82","67","67","10","67","67"
"10","1","68","68","68","0","0","68","0","68","68","68","0","0","30","0","0","0","1","0","68","200100","620010068","68","2439","0","1","68","68","22607","115","200000006","68","68","83","68","68","10","68","68"
"10","1","69","69","69","0","0","69","0","69","69","69","0","0","30","0","0","0","1","0","69","200100","620010069","69","2466","0","1","69","69","23789","116","200000006","69","69","84","69","69","10","69","69"
"10","1","70","70","70","0","0","70","0","70","70","70","0","0","30","0","0","0","1","0","70","200100","620010070","70","2492","0","1","70","70","24971","116","200000006","70","70","85","70","70","10","70","70"
"10","1","71","71","71","0","0","71","0","71","71","71","0","0","30","0","0","0","1","0","71","200100","620010071","71","2519","0","1","71","71","26153","116","200000006","71","71","85","71","71","10","71","71"
"10","1","1","1","1","0","0","1","0","1","1","1","0","0","30","0","0","0","1","0","1","200200","620020001","1","108","0","1","1","1","924","8","200000001","1","1","10","1","1","10","1","1"
"10","1","2","2","2","0","0","2","0","2","2","2","0","0","30","0","0","0","1","0","2","200200","620020002","2","111","0","1","2","2","927","8","200000001","2","2","10","2","2","10","2","2"
"10","1","3","3","3","0","0","3","0","3","3","3","0","0","30","0","0","0","1","0","3","200200","620020003","3","114","0","1","3","3","930","8","200000001","3","3","10","3","3","10","3","3"
"10","1","4","4","4","0","0","4","0","4","4","4","0","0","30","0","0","0","1","0","4","200200","620020004","4","117","0","1","4","4","933","9","200000001","4","4","11","4","4","10","4","4"
"10","1","5","5","5","0","0","5","0","5","5","5","0","0","30","0","0","0","1","0","5","200200","620020005","5","120","0","1","5","5","936","9","200000001","5","5","11","5","5","10","5","5"
"10","1","6","6","6","0","0","6","0","6","6","6","0","0","30","0","0","0","1","0","6","200200","620020006","6","123","0","1","6","6","939","9","200000001","6","6","11","6","6","10","6","6"
"10","1","7","7","7","0","0","7","0","7","7","7","0","0","30","0","0","0","1","0","7","200200","620020007","7","126","0","1","7","7","942","10","200000001","7","7","12","7","7","10","7","7"
"10","1","8","8","8","0","0","8","0","8","8","8","0","0","30","0","0","0","1","0","8","200200","620020008","8","129","0","1","8","8","945","10","200000001","8","8","12","8","8","10","8","8"
"10","1","9","9","9","0","0","9","0","9","9","9","0","0","30","0","0","0","1","0","9","200200","620020009","9","132","0","1","9","9","948","10","200000001","9","9","12","9","9","10","9","9"
"10","1","10","10","10","0","0","10","0","10","10","10","0","0","30","0","0","0","1","0","10","200200","620020010","10","135","0","1","10","10","951","11","200000001","10","10","13","10","10","10","10","10"
"10","1","11","11","11","0","0","11","0","11","11","11","0","0","30","0","0","0","1","0","11","200200","620020011","11","138","0","1","11","11","954","11","200000001","11","11","13","11","11","10","11","11"
"10","1","12","12","12","0","0","12","0","12","12","12","0","0","30","0","0","0","1","0","12","200200","620020012","12","141","0","1","12","12","957","11","200000001","12","12","13","12","12","10","12","12"
"10","1","13","13","13","0","0","13","0","13","13","13","0","0","30","0","0","0","1","0","13","200200","620020013","13","144","0","1","13","13","960","12","200000001","13","13","14","13","13","10","13","13"
"10","1","14","14","14","0","0","14","0","14","14","14","0","0","30","0","0","0","1","0","14","200200","620020014","14","147","0","1","14","14","963","12","200000001","14","14","14","14","14","10","14","14"
"10","1","15","15","15","0","0","15","0","15","15","15","0","0","30","0","0","0","1","0","15","200200","620020015","15","151","0","1","15","15","966","13","200000001","15","15","15","15","15","10","15","15"
"10","1","16","16","16","0","0","16","0","16","16","16","0","0","30","0","0","0","1","0","16","200200","620020016","16","175","0","1","16","16","1322","13","200000001","16","16","15","16","16","10","16","16"
"10","1","17","17","17","0","0","17","0","17","17","17","0","0","30","0","0","0","1","0","17","200200","620020017","17","199","0","1","17","17","1678","13","200000001","17","17","15","17","17","10","17","17"
"10","1","18","18","18","0","0","18","0","18","18","18","0","0","30","0","0","0","1","0","18","200200","620020018","18","207","0","1","18","18","1884","13","200000001","18","18","15","18","18","10","18","18"
"10","1","19","19","19","0","0","19","0","19","19","19","0","0","30","0","0","0","1","0","19","200200","620020019","19","215","0","1","19","19","2090","14","200000001","19","19","16","19","19","10","19","19"
"10","1","20","20","20","0","0","20","0","20","20","20","0","0","30","0","0","0","1","0","20","200200","620020020","20","223","0","1","20","20","2296","14","200000001","20","20","16","20","20","10","20","20"
"10","1","21","21","21","0","0","21","0","21","21","21","0","0","30","0","0","0","1","0","21","200200","620020021","21","237","0","1","21","21","2377","14","200000001","21","21","17","21","21","10","21","21"
"10","1","22","22","22","0","0","22","0","22","22","22","0","0","30","0","0","0","1","0","22","200200","620020022","22","251","0","1","22","22","2458","14","200000001","22","22","17","22","22","10","22","22"
"10","1","23","23","23","0","0","23","0","23","23","23","0","0","30","0","0","0","1","0","23","200200","620020023","23","251","0","1","23","23","2658","14","200000001","23","23","17","23","23","10","23","23"
"10","1","24","24","24","0","0","24","0","24","24","24","0","0","30","0","0","0","1","0","24","200200","620020024","24","268","0","1","24","24","2829","16","200000001","24","24","19","24","24","10","24","24"
"10","1","25","25","25","0","0","25","0","25","25","25","0","0","30","0","0","0","1","0","25","200200","620020025","25","285","0","1","25","25","2999","18","200000001","25","25","21","25","25","10","25","25"
"10","1","26","26","26","0","0","26","0","26","26","26","0","0","30","0","0","0","1","0","26","200200","620020026","26","302","0","1","26","26","3170","19","200000001","26","26","24","26","26","10","26","26"
"10","1","27","27","27","0","0","27","0","27","27","27","0","0","30","0","0","0","1","0","27","200200","620020027","27","319","0","1","27","27","3340","21","200000001","27","27","26","27","27","10","27","27"
"10","1","28","28","28","0","0","28","0","28","28","28","0","0","30","0","0","0","1","0","28","200200","620020028","28","336","0","1","28","28","3511","23","200000001","28","28","28","28","28","10","28","28"
"10","1","29","29","29","0","0","29","0","29","29","29","0","0","30","0","0","0","1","0","29","200200","620020029","29","380","0","1","29","29","4632","23","200000001","29","29","29","29","29","10","29","29"
"10","1","30","30","30","0","0","30","0","30","30","30","0","0","30","0","0","0","1","0","30","200200","620020030","30","412","0","1","30","30","4717","23","200000001","30","30","29","30","30","10","30","30"
"10","1","31","31","31","0","0","31","0","31","31","31","0","0","30","0","0","0","1","0","31","200200","620020031","31","443","0","1","31","31","4802","23","200000001","31","31","28","31","31","10","31","31"
"10","1","32","32","32","0","0","32","0","32","32","32","0","0","30","0","0","0","1","0","32","200200","620020032","32","432","0","1","32","32","4887","23","200000001","32","32","28","32","32","10","32","32"
"10","1","33","33","33","0","0","33","0","33","33","33","0","0","30","0","0","0","1","0","33","200200","620020033","33","420","0","1","33","33","4972","23","200000001","33","33","28","33","33","10","33","33"
"10","1","34","34","34","0","0","34","0","34","34","34","0","0","30","0","0","0","1","0","34","200200","620020034","34","499","0","1","34","34","5985","24","200000001","34","34","28","34","34","10","34","34"
"10","1","35","35","35","0","0","35","0","35","35","35","0","0","30","0","0","0","1","0","35","200200","620020035","35","525","0","1","35","35","6241","27","200000001","35","35","32","35","35","10","35","35"
"10","1","36","36","36","0","0","36","0","36","36","36","0","0","30","0","0","0","1","0","36","200200","620020036","36","550","0","1","36","36","6497","30","200000001","36","36","36","36","36","10","36","36"
"10","1","37","37","37","0","0","37","0","37","37","37","0","0","30","0","0","0","1","0","37","200200","620020037","37","576","0","1","37","37","6752","32","200000001","37","37","39","37","37","10","37","37"
"10","1","38","38","38","0","0","38","0","38","38","38","0","0","30","0","0","0","1","0","38","200200","620020038","38","601","0","1","38","38","7008","35","200000001","38","38","43","38","38","10","38","38"
"10","1","39","39","39","0","0","39","0","39","39","39","0","0","30","0","0","0","1","0","39","200200","620020039","39","671","0","1","39","39","7387","33","200000001","39","39","42","39","39","10","39","39"
"10","1","40","40","40","0","0","40","0","40","40","40","0","0","30","0","0","0","1","0","40","200200","620020040","40","679","0","1","40","40","8119","35","200000001","40","40","44","40","40","10","40","40"
"10","1","41","41","41","0","0","41","0","41","41","41","0","0","30","0","0","0","1","0","41","200200","620020041","41","729","0","1","41","41","9635","37","200000001","41","41","46","41","41","10","41","41"
"10","1","42","42","42","0","0","42","0","42","42","42","0","0","30","0","0","0","1","0","42","200200","620020042","42","778","0","1","42","42","11151","38","200000001","42","42","47","42","42","10","42","42"
"10","1","43","43","43","0","0","43","0","43","43","43","0","0","30","0","0","0","1","0","43","200200","620020043","43","790","0","1","43","43","11476","38","200000001","43","43","47","43","43","10","43","43"
"10","1","44","44","44","0","0","44","0","44","44","44","0","0","30","0","0","0","1","0","44","200200","620020044","44","802","0","1","44","44","11802","39","200000001","44","44","47","44","44","10","44","44"
"10","1","45","45","45","0","0","45","0","45","45","45","0","0","30","0","0","0","1","0","45","200200","620020045","45","814","0","1","45","45","12127","39","200000001","45","45","47","45","45","10","45","45"
"10","1","46","46","46","0","0","46","0","46","46","46","0","0","30","0","0","0","1","0","46","200200","620020046","46","971","0","1","46","46","13833","40","200000001","46","46","48","46","46","10","46","46"
"10","1","47","47","47","0","0","47","0","47","47","47","0","0","30","0","0","0","1","0","47","200200","620020047","47","1128","0","1","47","47","15539","40","200000001","47","47","49","47","47","10","47","47"
"10","1","48","48","48","0","0","48","0","48","48","48","0","0","30","0","0","0","1","0","48","200200","620020048","48","1284","0","1","48","48","17245","41","200000001","48","48","50","48","48","10","48","48"
"10","1","49","49","49","0","0","49","0","49","49","49","0","0","30","0","0","0","1","0","49","200200","620020049","49","1441","0","1","49","49","18951","41","200000001","49","49","51","49","49","10","49","49"
