32e8c942889adbcfaa23bef61b1fcc5df0f63b197f38bcc437e94d956e01db95,3a1da8f7421bf2fcff0f9c512725b363971437385fef00689d1ef5a7b4b741d8,a8830b93a42520281608be85ff2b7c01ef2bdb414cd9569b613ccc25610c7cda,1e2804edad050d7897e65a2efd44abaf701fb181ae405a8d48c3c7e8ed2535e4,80c4f0800d2bc5e5b5a32d1342b370ea26165302edb005f709656219274012d7,6f0b534bb51640fccaf22184d6800cd81d823ddfa770cb5399ad703581a7b673,b4a8401178020f64c5a89408a29a56a2712fd719ce0d75fb520cc6bf6bdd6ca2,7a2e4651e836b9fd9d866f1a8fb4b2b225b3d1b2cedcf0e7c4912e541ff0b8d5,9143347db73140a044012c1a2c98d9e419e751143e312db9fd4c43bc5557b2b8
"","21600","152","2","38","6","","93001","8"
"","21600","160","2","40","6","","93001","9"
"","21600","168","2","42","6","","93001","10"
"","21600","176","2","44","6","","93001","11"
"","21600","184","2","46","6","","93001","12"
"","21600","192","2","48","6","","93001","13"
"","21600","200","2","50","6","","93001","14"
"","21600","208","2","52","6","","93001","15"
"","21600","216","2","54","6","","93001","16"
"","21600","224","2","56","6","","93001","17"
"","21600","232","2","58","6","","93001","18"
"","21600","240","2","60","6","","93001","19"
"","21600","248","2","62","6","","93001","20"
"","21600","256","2","64","6","","93001","21"
"","21600","264","2","66","6","","93001","22"
"","21600","272","2","68","6","","93001","23"
"","21600","280","2","70","6","","93001","24"
"","21600","288","2","72","6","","93001","25"
"","21600","296","2","74","6","","93001","26"
"","21600","304","2","76","6","","93001","27"
"","21600","312","2","78","6","","93001","28"
"","21600","320","2","80","6","","93001","29"
"","21600","328","2","82","6","","93001","30"
"","21600","336","2","84","6","","93001","31"
"","21600","340","2","85","6","","93001","32"
"","21600","344","2","86","6","","93001","33"
"","21600","348","2","87","6","","93001","34"
"","21600","352","2","88","6","","93001","35"
"","21600","356","2","89","6","","93001","36"
"","14400","3","3","1","2","","20001","1"
"","9600","5","3","1","2","","20001","2"
"","7200","7","3","1","2","","20001","3"
"","5400","10","3","1","2","","20001","4"
"","3600","15","3","1","2","","20001","5"
"","9600","6","3","1","2","","20002","6"
"","7200","8","3","1","2","","20002","7"
"","4800","12","3","1","2","","20002","8"
"","3600","16","3","1","2","","20002","9"
"","2700","20","3","1","2","","20002","10"
"","10800","6","3","1","2","","20003","11"
"","9000","8","3","1","2","","20003","12"
"","7200","12","3","1","2","","20003","13"
"","5400","16","3","1","2","","20003","14"
"","3600","20","3","1","2","","20003","15"
"","2880","30","3","1","2","","20003","16"
"","12600","7","3","1","2","","20004","17"
"","11400","8","3","1","2","","20004","18"
"","10200","9","3","1","2","","20004","19"
"","9300","10","3","1","2","","20004","20"
"","8700","10","3","1","2","","20004","21"
"","6600","13","3","1","2","","20004","22"
"","6300","14","3","1","2","","20004","23"
"","6000","15","3","1","2","","20004","24"
"","5700","15","3","1","2","","20004","25"
"","5400","16","3","1","2","","20004","26"
"","5100","17","3","1","2","","20004","27"
"","4860","18","3","1","2","","20004","28"
"","4620","19","3","1","2","","20004","29"
"","4440","20","3","1","2","","20004","30"
"","4260","21","3","1","2","","20004","31"
"","4080","22","3","1","2","","20004","32"
"","3960","22","3","1","2","","20004","33"
"","3840","23","3","1","2","","20004","34"
"","3720","24","3","1","2","","20004","35"
"","3600","24","3","1","2","","20004","36"
"","21600","12000","4","3000","12","","94002","1"
"","21600","18000","4","4500","12","","94002","2"
"","21600","24000","4","6000","12","","94002","3"
"","21600","30000","4","7500","12","","94002","4"
"","21600","42000","4","10500","12","","94002","5"
"","21600","54000","4","13500","12","","94002","6"
"","21600","66000","4","16500","12","","94002","7"
"","21600","84000","4","21000","12","","94002","8"
"","21600","102000","4","25500","12","","94002","9"
"","21600","120000","4","30000","12","","94002","10"
"","21600","144000","4","36000","12","","94002","11"
"","21600","168000","4","42000","12","","94002","12"
"","21600","192000","4","48000","12","","94002","13"
"","21600","222000","4","55500","12","","94002","14"
"","21600","252000","4","63000","12","","94002","15"
"","21600","282000","4","70500","12","","94002","16"
"","21600","318000","4","79500","12","","94002","17"
"","21600","354000","4","88500","12","","94002","18"
"","21600","390000","4","97500","12","","94002","19"
"","21600","432000","4","108000","12","","94002","20"
"","21600","474000","4","118500","12","","94002","21"
"","21600","516000","4","129000","12","","94002","22"
"","21600","562000","4","140500","12","","94002","23"
"","21600","600000","4","150000","12","","94002","24"
"","21600","642000","4","160500","12","","94002","25"
"","21600","684000","4","171000","12","","94002","26"
"","21600","726000","4","181500","12","","94002","27"
"","21600","768000","4","192000","12","","94002","28"
"","21600","810000","4","202500","12","","94002","29"
"","21600","852000","4","213000","12","","94002","30"
"","21600","894000","4","223500","12","","94002","31"
"","21600","920000","4","230000","12","","94002","32"
"","21600","940000","4","235000","12","","94002","33"
"","21600","960000","4","240000","12","","94002","34"
"","21600","980000","4","245000","12","","94002","35"
"","21600","1000000","4","250000","12","","94002","36"
"","21600","48","5","12","6","","93001","1"
"","21600","48","6","12","6","","93001","1"
"","21600","48","7","12","6","","93001","1"
"","21600","48","8","12","6","","93001","1"
"","21600","48","11","12","6","","93001","1"
"","21600","48","12","12","6","","93001","1"
"","21600","48","19","12","6","","93001","1"
"14999999999","0","0","23","1","0","4999999999","0","0"
"","21600","48","25","12","6","","93001","1"
"","21600","48","28","12","6","","93001","1"
"","21600","48","30","12","6","","93001","1"
