5bb495b7eeeff9edac413a71ccde7186a2f3f5583cbe2436648294a1a10bedb7,bd5337118f0f6d315a08740221bb2bc608fe2f4397d6b4b5d3a6aeba6dca91a4,270f9d676509717d3933ff9f555a33163406424cd0501c4ad79fa0e14bea4f58,a3aa9f86f093362448dcf35f540c91c77104ea247a1fd134dff91fc3be7058ae,120947e50d518d63a22d015ab7826f16048f664a98e38498ce526b2d45a00110,fca498b627af2dea088b980648ce25589201ba347edd6cf2402370b78410a432,d653cfc19267e68a2140252db292724a3778138685d1fb1be4f95915799bf44e,f9aef6157fb26d614d44e66119349f228f63c4bbadbaa29031aaeb0a8e93df90,d0a658ecd8f14e4ada877b601a89739ee9dbd094fcf0a1e6d891e363ba2e8ab3,5553f31a4ca555eca445920297e4b2e0f4b70d2416342f80f7be98f96618caa5,0d3abd31719e4ed77c4f35dd0188c28a02d958540868dcc5f871172c757b98a8,792ff4cade5ec27f030abad79231558fa2e9eb6a2cc547d470ca6d697161a204,f9b6c22933d3957374204d89250ac3a7a0ec04d82eef6e98ddd9af028b10fd60,f427d1b4b51ccd6dea908c23e3fa60b7dd32ee01c72b742dd85d041084175223,98c8884caacda5a907608b0835dcd65d55eaeb795dccb872be3d85be8b9d0603,73124eee4ff1432d7f82001fd6754de0dc9b06df851f4c99de0887eebbfde32b,b67491b5eab9075b5c5620e315ef8dcbff677ef11330d14eaadd6a8a0ce4e5be,02aeef22c208f478da8c60345b7c2797b3a2d258fd8e11d353abe956318271c3,7dfda4b70365de025346a9a842be9f76361a130081e2700e6db8ce1a381d5f99,32bd32d03477eed378cde68fc75bfefcc1fea8867e9f486d47adb3fd8cdb5fef,6d6ad7cb87fa37b1335bfa30c028557013d5923a43ead4df3e6cf63cb8e62467,592631684db345d39ddd7376dafa43eafdf85bcdfe3babd87de267358ec5f885,8f5b3aa15ca51022ce282bd138800c1b008b861775abaa2a7eada52fd5c26be2,1da2b46b173413b90e494b1024482353000a23fe0ab952c3622c6caa4dee8937
"30","5","0","-123","8","2","在戰鬥中獲得勝利。","15065001","5","300010","5","妹妹們的照顧之戰","0","91002","-442","1","2","2","0","31006","31022","31011","2015/12/17 15:00:00","11065"
"30","5","2","117","8","2","在戰鬥中獲得勝利。","15065002","5","300010","5","背面世界開拓記","51011","91002","-289","1","2","2","1","31052","31033","31026","2015/12/17 15:00:00","11065"
"150","0","0","-162","8","0","在戰鬥中獲得勝利。","15065003","0","300020","0","《EX》成群的危險暗影","0","91002","-150","2","0","0","0","0","0","0","2015/12/17 15:00:00","11065"
"30","5","0","-109","8","2","在戰鬥中獲得勝利。","15065004","0","300010","5","令人興奮的森林野餐！","0","91002","141","1","2","0","0","31037","31049","0","2015/12/17 15:00:00","11065"
"30","5","0","-34","8","2","在戰鬥中獲得勝利。","15065005","1","300010","5","在甘海高舉大漁旗","0","91002","332","1","2","2","0","31030","31055","51012","2015/12/17 15:00:00","11065"
"150","0","0","77","8","0","在戰鬥中獲得勝利。","15065006","0","300020","0","《EX》危險的魔物‧狂熊與翼龍","0","91002","640","2","0","0","0","0","0","0","2015/12/17 15:00:00","11065"
"30","5","0","-56","8","2","在戰鬥中獲得勝利。","15066001","1","300010","5","支援背面世界復興總部","0","91002","-701","1","2","2","0","31180","31185","51013","2015/12/17 15:00:00","11066"
"30","5","0","109","8","2","在戰鬥中獲得勝利。","15066002","0","300010","5","公主們的泡澡外交","0","91002","-427","1","2","0","0","31010","31017","0","2015/12/17 15:00:00","11066"
"150","0","0","-180","8","18","在戰鬥中獲得勝利。","15066003","0","300020","1","《EX》天才發明家三女，襲來","0","91002","-573","2","0","0","0","4102402","0","0","2015/12/17 15:00:00","11066"
"30","5","2","-25","8","2","在戰鬥中獲得勝利。","15066004","5","300010","5","背面世界安全講習會","51016","91002","-165","1","2","2","1","31015","31012","31040","2015/12/17 15:00:00","11066"
"30","5","0","-88","8","2","在戰鬥中獲得勝利。","15066005","5","300010","5","背面世界登台！","0","91002","110","1","2","2","0","31029","31054","31042","2015/12/17 15:00:00","11066"
"30","0","0","97","8","2","在戰鬥中獲得勝利。","15066006","0","300010","10","龍族姊妹的請求","0","91002","135","1","0","0","0","90005","0","0","2015/12/17 15:00:00","11066"
"150","0","0","42","8","0","在戰鬥中獲得勝利。","15066007","0","300020","0","《EX》危險暗影與魔物‧雷雷傲M","0","91002","443","2","0","0","0","0","0","0","2015/12/17 15:00:00","11066"
"30","5","0","-32","8","2","在戰鬥中獲得勝利。","15067001","0","300010","5","甜蜜又美味的美容法","0","91002","-208","1","2","0","0","31258","31008","0","2015/12/17 15:00:00","11067"
"30","5","0","44","8","2","在戰鬥中獲得勝利。","15067002","1","300010","5","確保被虐狂與正太","0","91002","-58","1","2","2","0","31233","31045","51017","2015/12/17 15:00:00","11067"
"150","0","0","-165","8","18","在戰鬥中獲得勝利。","15067003","0","300020","1","《EX》受難體質的次女，遇難","0","91002","-84","2","0","0","0","4105402","0","0","2015/12/17 15:00:00","11067"
"30","5","2","90","8","2","在戰鬥中獲得勝利。","15067004","5","300010","5","寵溺的人是誰","51018","91002","425","1","2","2","1","31181","31034","31059","2015/12/17 15:00:00","11067"
"30","0","0","36","8","2","在戰鬥中獲得勝利。","15067005","0","300010","10","餓肚子咕嚕咕嚕二重奏","0","91002","551","1","0","0","0","90005","0","0","2015/12/17 15:00:00","11067"
"150","0","0","-120","8","0","在戰鬥中獲得勝利。","15067006","0","300020","0","《EX》危險的魔物‧大鬼與雷鳥","0","91002","602","2","0","0","0","0","0","0","2015/12/17 15:00:00","11067"
"30","5","0","-20","8","2","在戰鬥中獲得勝利。","15068001","1","300010","5","背面世界也有發生事件的預感","0","91002","-40","1","2","2","0","31093","31014","51021","2015/12/17 15:00:00","11068"
"30","5","0","-179","8","2","在戰鬥中獲得勝利。","15068002","0","300010","5","如煉獄中盛開的花朵般","0","91002","90","1","2","0","0","31027","31051","0","2015/12/17 15:00:00","11068"
"150","0","0","-171","8","18","在戰鬥中獲得勝利。","15068003","0","300020","1","《EX》心胸開闊的長女，狂醉","0","91002","245","2","0","0","0","4101403","0","0","2015/12/17 15:00:00","11068"
"30","5","0","44","8","2","在戰鬥中獲得勝利。","15068004","1","300010","5","當心泡昏頭","0","91002","643","1","2","2","0","31032","31033","51022","2015/12/17 15:00:00","11068"
"30","0","0","-93","8","2","在戰鬥中獲得勝利。","15068005","0","300010","10","在吉歐‧格黑納追兔子","0","91002","768","1","0","0","0","90005","0","0","2015/12/17 15:00:00","11068"
"150","0","0","91","8","0","在戰鬥中獲得勝利。","15068006","0","300020","0","《EX》成群的危險暗影","0","91002","814","2","0","0","0","0","0","0","2015/12/17 15:00:00","11068"
"30","5","0","0","8","2","在戰鬥中獲得勝利。","15069001","1","300010","5","背面世界的走失兒童","0","91002","-324","1","2","2","0","31047","31020","51023","2015/12/17 15:00:00","11069"
"30","5","0","-78","8","2","在戰鬥中獲得勝利。","15069002","0","300010","5","吉歐‧格黑納的魔法研究","0","91002","-175","1","2","0","0","31016","31060","0","2015/12/17 15:00:00","11069"
"150","0","0","-136","8","0","在戰鬥中獲得勝利。","15069003","0","300020","0","《EX》成群的危險暗影","0","91002","0","2","0","0","0","0","0","0","2015/12/17 15:00:00","11069"
"30","5","0","-9","8","2","在戰鬥中獲得勝利。","15069004","1","300010","5","活躍於吉歐‧格黑納的忍者們","0","91002","411","1","2","2","0","31096","31055","51024","2015/12/17 15:00:00","11069"
"30","5","0","-167","8","2","在戰鬥中獲得勝利。","15069005","0","300010","5","特別讓你成為眷屬！","0","91002","522","1","2","0","0","31223","31063","0","2015/12/17 15:00:00","11069"
"150","0","0","-39","8","0","在戰鬥中獲得勝利。","15069006","0","300020","0","《EX》成群的危險暗影","0","91002","859","2","0","0","0","0","0","0","2015/12/17 15:00:00","11069"
"30","1","0","128","8","2","在戰鬥中獲得勝利。","15070001","0","300010","5","在吉歐‧格黑納採集植物","0","91002","-291","1","2","0","0","31040","51025","0","2015/12/17 15:00:00","11070"
"30","5","0","38","8","2","在戰鬥中獲得勝利。","15070002","0","300010","5","灼熱的打架時間","0","91002","-143","1","2","0","0","31066","31065","0","2015/12/17 15:00:00","11070"
"150","0","0","-14","8","0","在戰鬥中獲得勝利。","15070003","0","300020","0","《EX》成群的危險暗影‧偶像","0","91002","0","2","0","0","0","0","0","0","2015/12/17 15:00:00","11070"
"30","1","0","38","8","2","在戰鬥中獲得勝利。","15070004","0","300010","5","在深淵般的煉獄中邂逅","0","91002","434","1","2","0","0","31009","51026","0","2015/12/17 15:00:00","11070"
"30","5","0","22","8","2","在戰鬥中獲得勝利。","15070005","5","300010","5","展現大人的從容吧","0","91002","575","1","2","2","0","31004","31261","31050","2015/12/17 15:00:00","11070"
"150","0","0","-180","8","0","在戰鬥中獲得勝利。","15070006","0","300020","0","《EX》成群的危險暗影‧財團","0","91002","546","2","0","0","0","0","0","0","2015/12/17 15:00:00","11070"
"30","5","2","90","8","2","在戰鬥中獲得勝利。","15071001","5","300010","5","輕快的少女們","51027","91002","15","1","2","2","1","31028","31180","31002","2015/12/17 15:00:00","11071"
"30","0","0","-81","8","2","在戰鬥中獲得勝利。","15071002","0","300010","5","伊緒老師的背面世界教室","0","91002","-89","1","0","0","0","31018","0","0","2015/12/17 15:00:00","11071"
"150","0","0","-135","8","0","在戰鬥中獲得勝利。","15071003","0","300020","0","《EX》成群的危險暗影‧遊戲","0","91002","-408","2","0","0","0","0","0","0","2015/12/17 15:00:00","11071"
"30","5","2","-73","8","2","在戰鬥中獲得勝利。","15071004","5","300010","5","清除傀儡的絲線","51028","91002","253","1","2","2","1","31026","31006","31093","2015/12/17 15:00:00","11071"
"30","5","0","-173","8","2","在戰鬥中獲得勝利。","15071005","0","300010","5","花瓣與刀刃舞動","0","91002","383","1","2","0","0","31056","31296","0","2015/12/17 15:00:00","11071"
"150","0","0","-173","8","0","在戰鬥中獲得勝利。","15071006","0","300020","0","《EX》成群的危險暗影‧獸苑","0","91002","622","2","0","0","0","0","0","0","2015/12/17 15:00:00","11071"
"30","1","0","94","8","2","在戰鬥中獲得勝利。","15072001","0","300010","5","降臨煉獄的冰龍","0","91002","-252","1","2","0","0","31064","51029","0","2015/12/17 15:00:00","11072"
"30","5","0","-111","8","2","在戰鬥中獲得勝利。","15072002","0","300010","5","美麗的黑天使群","0","91002","-193","1","2","0","0","31258","31008","0","2015/12/17 15:00:00","11072"
"150","0","0","94","8","0","在戰鬥中獲得勝利。","15072003","0","300020","0","《EX》成群的危險暗影‧美食","0","91002","84","2","0","0","0","0","0","0","2015/12/17 15:00:00","11072"
"30","1","0","-120","8","2","在戰鬥中獲得勝利。","15072004","0","300010","5","展現魅力，灼熱的表現風格","0","91002","277","1","2","0","0","31022","51030","0","2015/12/17 15:00:00","11072"
"30","0","0","-106","8","2","在戰鬥中獲得勝利。","15072005","0","300010","5","又冷又熱的散步","0","91002","510","1","0","0","0","31064","0","0","2015/12/17 15:00:00","11072"
"150","0","0","-100","8","0","在戰鬥中獲得勝利。","15072006","0","300020","0","《EX》成群的危險暗影‧救護","0","91002","703","2","0","0","0","0","0","0","2015/12/17 15:00:00","11072"
"30","1","0","-188","8","2","在戰鬥中獲得勝利。","15073001","0","300010","5","背面世界超級英雄秀","0","91002","-487","1","2","0","0","31309","51031","0","2015/12/17 15:00:00","11073"
"30","5","0","-190","8","2","在戰鬥中獲得勝利。","15073002","0","300010","5","冥府的被虐狂","0","91002","-208","1","2","0","0","31045","31185","0","2015/12/17 15:00:00","11073"
"150","0","0","33","8","0","在戰鬥中獲得勝利。","15073003","0","300020","0","《EX》成群的危險暗影‧森精","0","91002","-133","2","0","0","0","0","0","0","2015/12/17 15:00:00","11073"
"30","0","0","37","8","2","在戰鬥中獲得勝利。","15073004","0","300010","1","冥界的魔物調查","0","91002","508","1","0","0","0","51032","0","0","2015/12/17 15:00:00","11073"
"150","0","0","-117","8","0","在戰鬥中獲得勝利。","15073005","0","300020","0","《EX》成群的危險暗影‧黃昏","0","91002","670","2","0","0","0","0","0","0","2015/12/17 15:00:00","11073"
"30","5","0","-46","8","2","在戰鬥中獲得勝利。","15074001","1","300010","5","歡迎來到成熟女子聚會","0","91002","-182","1","2","2","0","31034","31056","51033","2015/12/17 15:00:00","11074"
"30","5","0","-179","8","2","在戰鬥中獲得勝利。","15074002","0","300010","5","我來讓冥界露出笑容了！　","0","91002","-76","1","2","0","0","31052","31033","0","2015/12/17 15:00:00","11074"
"150","0","0","87","8","0","在戰鬥中獲得勝利。","15074003","0","300020","0","《EX》成群的危險暗影‧學院","0","91002","102","2","0","0","0","0","0","0","2015/12/17 15:00:00","11074"
"30","5","0","-148","8","2","在戰鬥中獲得勝利。","15074004","1","300010","5","白劍與黑盾","0","91002","391","1","2","2","0","31057","31260","51034","2015/12/17 15:00:00","11074"
"150","0","0","12","8","0","在戰鬥中獲得勝利。","15074005","0","300020","0","《EX》成群的危險暗影‧光願","0","91002","694","2","0","0","0","0","0","0","2015/12/17 15:00:00","11074"
"30","5","0","92","8","2","在戰鬥中獲得勝利。","15075001","1","300010","5","小惡魔妹妹與墮天使妹妹","0","91002","-237","1","2","2","0","31258","31006","51035","2015/12/17 15:00:00","11075"
"150","0","0","93","8","0","在戰鬥中獲得勝利。","15075002","0","300020","0","《EX》成群的危險暗影‧友好","0","91002","96","2","0","0","0","0","0","0","2015/12/17 15:00:00","11075"
"30","1","0","-58","8","2","在戰鬥中獲得勝利。","15075003","0","300010","5","為迷路的鳥兒帶路！","0","91002","591","1","2","0","0","31001","51036","0","2015/12/17 15:00:00","11075"
"150","0","0","76","8","0","在戰鬥中獲得勝利。","15075004","0","300020","0","《EX》成群的危險暗影‧龍巢","0","91002","808","2","0","0","0","0","0","0","2015/12/17 15:00:00","11075"
"30","5","0","39","8","2","在戰鬥中獲得勝利。","15076001","5","300010","5","冥界時裝秀☆","0","91002","-380","1","2","2","0","31023","31020","31016","2015/12/17 15:00:00","11076"
"30","5","0","-196","8","2","在戰鬥中獲得勝利。","15076002","1","300010","5","忍者冥劍傳","0","91002","-486","1","2","2","0","31030","31013","51037","2015/12/17 15:00:00","11076"
"150","0","0","-31","8","0","在戰鬥中獲得勝利。","15076003","0","300020","0","《EX》成群的危險暗影‧光願","0","91002","69","2","0","0","0","0","0","0","2015/12/17 15:00:00","11076"
"30","1","0","-186","8","2","在戰鬥中獲得勝利。","15076004","0","300010","5","魔與黑暗的大小姐","0","91002","521","1","2","0","0","31003","51043","0","2015/12/17 15:00:00","11076"
"150","0","0","-69","8","0","在戰鬥中獲得勝利。","15076005","0","300020","0","《EX》成群的危險暗影‧魔軍","0","91002","718","2","0","0","0","0","0","0","2015/12/17 15:00:00","11076"
"30","1","0","-185","8","2","在戰鬥中獲得勝利。","15077001","0","300010","5","徬徨於背面世界的神祕巨女","0","91002","-420","1","2","0","0","31063","51038","0","2015/12/17 15:00:00","11077"
"150","0","0","-191","8","0","在戰鬥中獲得勝利。","15077002","0","300020","0","《EX》成群的危險暗影‧魔學","0","91002","74","2","0","0","0","0","0","0","2015/12/17 15:00:00","11077"
"30","5","2","62","8","2","在戰鬥中獲得勝利。","15077003","5","300010","5","瀰漫於冥界的魔性香氣","51039","91002","561","1","2","2","1","31021","31301","31044","2015/12/17 15:00:00","11077"
"30","5","0","33","8","2","在戰鬥中獲得勝利。","15077004","0","300010","5","衝突，母性vs經商精神！？","0","91002","741","1","2","0","0","31180","31015","0","2015/12/17 15:00:00","11077"
"150","0","0","-125","8","0","在戰鬥中獲得勝利。","15077005","0","300020","0","《EX》成群的危險暗影‧墮天","0","91002","517","2","0","0","0","0","0","0","2015/12/17 15:00:00","11077"
"30","5","0","118","8","2","在戰鬥中獲得勝利。","15078001","1","300010","5","幫派成員與英雄","0","91002","-440","1","2","2","0","31005","31066","51040","2015/12/17 15:00:00","11078"
"400","0","0","-78","8","0","在戰鬥中獲得勝利。","15078002","0","300020","0","《EX》危險的魔物‧大鬼再現","0","91002","-124","2","0","0","0","0","0","0","2015/12/17 15:00:00","11078"
"30","5","2","-184","8","2","在戰鬥中獲得勝利。","15078003","5","300010","5","活屍中的迷霧","51041","91002","86","1","2","2","1","31094","31092","31093","2015/12/17 15:00:00","11078"
"400","0","0","-187","8","0","在戰鬥中獲得勝利。","15078004","0","300020","0","《EX》危險的魔物‧懶獸","0","91002","477","2","0","0","0","0","0","0","2015/12/17 15:00:00","11078"
"30","5","2","-146","8","2","在戰鬥中獲得勝利。","15078005","5","300010","5","來襲！紅髮盜賊三姊妹！？","51042","91002","687","1","2","2","1","31300","31355","31302","2015/12/17 15:00:00","11078"
"400","0","0","30","8","0","在戰鬥中獲得勝利。","15078006","0","300020","0","《EX》危險的魔物‧獅鷲","0","91002","760","2","0","0","0","0","0","0","2015/12/17 15:00:00","11078"
"30","5","2","100","8","2","在戰鬥中獲得勝利。","15079001","5","300010","5","性格迥異樂團三重奏","51044","91002","-414","1","2","2","1","31358","31050","31181","2015/12/17 15:00:00","11079"
"400","0","0","-163","8","0","在戰鬥中獲得勝利。","15079002","0","300020","0","《EX》危險的魔物‧雷鳥再現","0","91002","-861","2","0","0","0","0","0","0","2015/12/17 15:00:00","11079"
"30","5","2","-6","8","2","在戰鬥中獲得勝利。","15079003","5","300010","5","炒麵麵包，我收下了！","51045","91002","-160","1","2","2","1","31046","31028","31032","2015/12/17 15:00:00","11079"
"400","0","0","-65","8","0","在戰鬥中獲得勝利。","15079004","0","300020","0","《EX》危險的魔物‧眼蔓再現","0","91002","17","2","0","0","0","0","0","0","2015/12/17 15:00:00","11079"
"30","5","0","-26","8","2","在戰鬥中獲得勝利。","15079005","1","300010","5","顯眼的女人與不起眼的少女","0","91002","311","1","2","2","0","31360","31055","51046","2015/12/17 15:00:00","11079"
"400","0","0","-94","8","0","在戰鬥中獲得勝利。","15079006","0","300020","0","《EX》危險的魔物‧翼龍再現","0","91002","682","2","0","0","0","0","0","0","2015/12/17 15:00:00","11079"
"400","0","0","-165","8","0","在戰鬥中獲得勝利。","15080001","0","300020","0","《EX》危險的魔物‧深海龍","0","91002","-450","2","0","0","0","0","0","0","2015/12/17 15:00:00","11080"
"400","0","0","81","8","0","在戰鬥中獲得勝利。","15080002","0","300020","0","《EX》危險的魔物‧鬼騎兵","0","91002","-135","2","0","0","0","0","0","0","2015/12/17 15:00:00","11080"
"0","0","0","-169","0","0","在戰鬥中獲得勝利。","15080003","0","300010","0","分支冒險1","0","0","166","1","0","0","0","0","0","0","2015/12/17 15:00:00","11080"
"0","0","0","-106","0","0","在戰鬥中獲得勝利。","15080004","0","300020","0","《EX》ＥＸ冒險３","0","0","661","2","0","0","0","0","0","0","2015/12/17 15:00:00","11080"
