db3f35990725f335f5bd7faa66134f6c3e23435355403e126262ae5543fff8f6,017ecfcc0833c850511a7c9a8d1c887cd639d505961b8804f38cedd257c2cd41,e10dfc22e3de6a81f82998e562e149b7772110c5a56015cb150b0eb18e279837,2a9feb4d8fc14c37ba102d99018503694cd6d738c37b596573f8de96094a86b0,91bbc00e9cbe5f759ecc37987bcaff8e7e049e330c31302baaea13c3a3b72f50,8ab99fa853d1462af28f13da923b11fa2469ee65f2d50f5e34d083338ddce0a8,c8551cb262b416bac36578ef45048eb99e2c3661851b4cad64b954c58488141b,4bbea1a28bf3d7ed503292c82986f970df6e1f14dde056afdbe33f47e497fe8c
"1001001","用於戰鬥的工具。","2","ㄧ","武器","10010","ㄨ","1"
"1001002","長度較短的劍。","2","ㄧㄢ","短劍","10010","ㄨㄢ","1"
"1001003","近身格鬥用的武器。","2","ㄧ","近戰武器","10010","ㄧㄣ","1"
"1001004","「貪吃佩可」的專用裝備。能帶給貪吃佩可更加強大的力量，「皇家裝備」真正的模樣。","3","ㄧㄢ","公主之劍","10010","ㄨㄥ","1"
"1001100","為了補正視力，在眼睛周邊戴在身上的道具。","1","ㄧㄥ","眼鏡","10011","ㄧㄢ","1"
"1001101","用在眼鏡或各式東西上，折射光線用的透明物體。","2","ㄧㄢ","鏡片","10011","ㄧㄥ","1"
"1001102","只知道念書並對其餘事情一竅不通的人。","2","ㄗ","書呆子","10011","ㄨ","1"
"1001103","用來變裝，拿下後原來是美女的眼鏡。","2","ㄩ","扮裝道具","10011","ㄢ","1"
"1001104","公會小屋的管理員「花凜」戴著的眼鏡。","3","ㄧㄥ","花凜的眼鏡","10011","ㄨㄚ","1"
"1001200","為了把小東西放大觀看用的道具。","1","ㄧㄥ","放大鏡","10012","ㄤ","1"
"1001201","用在放大鏡或各式物品上，讓光線曲折用的透明物體。","1","ㄧㄢ","鏡片","10012","ㄧㄥ","1"
"1001202","具有放大效果的透鏡。","2","ㄧㄥ","凸透鏡","10012","ㄨ","1"
"1001203","名偵探「霞」愛用的偵探道具之一。","3","ㄧㄣ","偵探必備的物品","10012","ㄣ","1"
"1001300","拿去烤就會噗滋地流出肉汁，是很棒的食材。","1","ㄡ","肉","10013","ㄡ","1"
"1001301","食材經過巧手烹飪後的完美傑作，讓人忍不住要品嚐美味。","2","ㄧ","料理","10013","ㄧㄠ","1"
"1001302","帶骨的肉。或是以該狀態料理的食物。光是帶骨就看起來莫名的美味。","2","ㄡ","帶骨肉","10013","ㄞ","1"
"1001303","這麼棒的帶骨肉，該不會是傳說中存在於艾爾皮斯島上的「龍」吧。","3","ㄡ","龍肉","10013","ㄨㄥ","1"
"1001400","在夜空中閃耀著金黃色的美麗星球。","1","ㄧㄤ","月亮","10014","ㄩㄝ","1"
"1001401","渾圓的閃耀著的月亮。","1","ㄩㄝ","滿月","10014","ㄢ","1"
"1001402","「月亮」的拉丁文讀音。","2","ㄚ","露娜","10014","ㄨ","1"
"1001403","農曆八月十五號。","2","ㄧㄝ","中秋節","10014","ㄨㄥ","1"
"1001404","繞著行星公轉的天體。","2","ㄧㄥ","衛星","10014","ㄨㄟ","1"
"1001500","少數會飛行的哺乳類。雖然給人會吸血的印象，但是會吸血的品種非常少。","1","ㄨ","蝙蝠","10015","ㄧㄢ","1"
"1001501","著名的吸血鬼。","2","ㄚ","德古拉","10015","ㄜ","1"
"1001502","一份簡單的工作，只要摸摸女孩的頭，或抱抱她就好。","3","ㄨ","伊莉亞的眷屬","10015","ㄧ","1"
"1001600","全身覆滿著羽毛，用翅膀飛翔的物種的統稱。","1","ㄟ","鳥類","10016","ㄧㄠ","1"
"1001601","在蘭德索爾全境裡出現的怪物總稱。","2","ㄨ","魔物","10016","ㄛ","1"
"1001602","現代鳥類的始祖。","2","ㄧㄠ","始祖鳥","10016","ㄕ","1"
"1001603","具有攻擊性的鳥類。","2","ㄧㄣ","猛禽","10016","ㄥ","1"
"1001604","被封印在書中的鳥型魔物。是初音、栞所擊退的。","3","ㄗ","席茲","10016","ㄧ","1"
"1001700","穿在腳上之物。能保護腳底免於碰到小石頭或口香糖之類的文明頂端之物。","1","ㄗ","鞋子","10017","ㄧㄝ","1"
"1001701","能夠保護到腳踝的鞋子。","1","ㄩㄝ","短靴","10017","ㄨㄢ","1"
"1001702","從大叔到女高中生的廣泛客層都愛用的流行物品。不過很可惜，煮了也不能吃。","2","ㄧㄝ","皮鞋","10017","ㄧ","1"
"1001703","包住腳的長靴。尤其編織款的時尚度無人可及。","2","ㄗ","靴子","10017","ㄩㄝ","1"
"1001704","提供防護效果的衣物。","2","ㄩ","防具","10017","ㄤ","1"
"1001800","貓科的哺乳類。因為是人類很熟悉的動物，在可愛的牠面前，人類實在無法抵抗。","1","ㄧ","貓咪","10018","ㄠ","1"
"1001801","帶有花紋的貓。","1","ㄠ","花貓","10018","ㄨㄚ","1"
"1001802","是指貓咪們。珠希會餵牠們吃飯，不過花費可不能小覷。","3","ㄧㄡ","珠希的朋友","10018","ㄨ","1"
"1001900","觀賞用的紅色小型魚類。在廟會時讓人不能不去撈的邪惡東西。","1","ㄩ","金魚","10019","ㄧㄣ","1"
"1001901","魚類一般的稱呼方式。傳說吃了會變聰明。","1","ㄩ","小魚","10019","ㄧㄠ","1"
"1001902","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","1","ㄩ","魚","10019","ㄩ","1"
"1001903","用於觀賞而非食用所飼養的魚。","2","ㄩ","觀賞魚","10019","ㄨㄢ","1"
"1002000","囓齒類的一種。","1","ㄨ","老鼠","10020","ㄠ","1"
"1002001","老鼠的叫聲，或是暱稱。","1","ㄓ","吱吱","10020","ㄓ","1"
"1002002","咬食性哺乳動物的總稱。","2","ㄨ","齧齒生物","10020","ㄧㄝ","1"
"1002100","由鳥類或爬蟲類等的雌性所產下，以殼包覆著的球狀物體。","1","ㄢ","蛋","10021","ㄢ","1"
"1002101","雌性生物的生殖細胞。","2","ㄨㄢ","卵","10021","ㄨㄢ","1"
"1002102","鳥類用樹枝築成的家，會在這裡産卵。","2","ㄠ","鳥巢","10021","ㄧㄠ","1"
"1002103","燕子所築的巢，中醫認為其有高度營養價值。","2","ㄨㄛ","燕窩","10021","ㄧㄢ","1"
"1002200","載著人或物在水上前進的交通工具。","1","ㄨㄢ","船","10022","ㄨㄢ","1"
"1002201","海軍使用的軍用船隻。","1","ㄧㄢ","軍艦","10022","ㄩㄣ","1"
"1002202","張帆後以風力前進的船。","2","ㄨㄢ","帆船","10022","ㄢ","1"
"1002203","以大型船隻航海。","2","ㄞ","航海","10022","ㄤ","1"
"1002204","十五世紀歐洲人開始開發遠程海上航線的時代。","2","ㄞ","大航海時代","10022","ㄚ","1"
"1002205","互通有無的大規模商業行為。","2","ㄧ","貿易","10022","ㄠ","1"
"1002300","牛所流出的乳汁。除了可以直接飲用，還能加工成起司或奶油，是很棒的東西。","1","ㄞ","牛奶","10023","ㄧㄡ","1"
"1002301","「牛奶」的別種說法。要說出口有點丟臉。","2","ㄟ","ㄋㄟㄋㄟ","10023","ㄟ","1"
"1002302","某些地區是這麼稱呼優酪乳的。","2","ㄞ","酸奶","10023","ㄨㄢ","1"
"1002303","伊麗莎白牧場裡的牛的名字，是真陽的夥伴。","3","ㄞ","伊麗莎白","10023","ㄧ","1"
"1002400","將可可豆加工後的點心。在2月14日會被人大量消耗。","1","ㄧ","巧克力","10024","ㄧㄠ","1"
"1002401","賭神愛吃的甜食。","2","ㄧ","朱古力","10024","ㄨ","1"
"1002402","味道是甜的，疲倦時會想吃。","2","ㄕ","甜食","10024","ㄧㄢ","1"
"1002403","一旦試過就再也無法放手。","3","ㄧ","哆啦喜歡的東西","10024","ㄨㄛ","1"
"1002500","堅硬樹木的果實。不適合人類食用，但會刺激小孩子的收集慾望，充滿魅力的樹木的果實。","1","ㄨㄛ","橡果","10025","ㄧㄤ","1"
"1002501","會長成樹木的果實。","2","ㄕ","果實","10025","ㄨㄛ","1"
"1002502","被硬殼包覆著食用的果實。可放入點心或是當成下酒菜，在各處受到重用。","2","ㄨㄛ","堅果","10025","ㄧㄢ","1"
"1002503","雖然不及紅豆麵包，但鈴好像也喜歡的樣子。對戰時丟向敵人能讓其暈眩。","3","ㄧㄣ","鈴的點心","10025","ㄧㄥ","1"
"1002600","小小的又酸酸甜甜的水果。一顆顆的會被以為是種子，其實是果實。","1","ㄟ","草莓","10026","ㄠ","1"
"1002601","在野外自由生長的莓果。","2","ㄟ","野莓","10026","ㄧㄝ","1"
"1002602","一種小的、果肉狀的且可經常食用的水果。","2","ㄨㄛ","莓果","10026","ㄟ","1"
"1002700","大型貓科猛獸，肉食動物。","1","ㄨ","老虎","10027","ㄠ","1"
"1002701","高攻擊性動物的俗稱，通常是肉食動物。","2","ㄡ","猛獸","10027","ㄥ","1"
"1002702","虎虎！","3","ㄧㄥ","茉莉的憧憬","10027","ㄛ","1"
"1002703","茉莉仰慕的正義英雄。不能吐嘈那名字。","3","ㄨ","無敵英雄虎虎","10027","ㄨ","1"
"1002800","有著長長耳朵和短短尾巴的可愛哺乳類。作為寵物也很受歡迎。","1","ㄗ","兔子","10028","ㄨ","1"
"1002801","將布縫合後裝入棉花，做成像人或動物的形狀的東西。","1","ㄡ","玩偶","10028","ㄨㄢ","1"
"1002802","仿造人或生物製作的東西。有各種材質，可當玩具或作觀賞用、祭祀用等有各種用途。","2","ㄨㄚ","娃娃","10028","ㄨㄚ","1"
"1002803","真步的一隻玩偶。名稱的意象來自亞瑟王和圓桌騎士。","3","ㄜ","亞瑟","10028","ㄧㄚ","1"
"1002900","爆發後會產生熱與衝擊，並破壞、殺傷對方的一種兵器。超危險。","1","ㄢ","炸彈","10029","ㄚ","1"
"1002901","可能會危及生物或環境的物質。操作時可能需要有證照。","2","ㄧㄣ","危險物品","10029","ㄨㄟ","1"
"1002902","指可以飛得很遠的攻擊型武器，會爆炸的東西還是丟的遠遠的比較好吧？","2","ㄧ","遠距離武器","10029","ㄩㄢ","1"
"1002903","還是好好地被罵一次比較好。","3","ㄩ","禊的惡作劇道具","10029","ㄧ","1"
"1003000","瓜科的大型果實。綠色條紋的外皮，紅色果肉與黑色種子令人印象深刻。","1","ㄨㄚ","西瓜","10030","ㄧ","1"
"1003001","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","2","ㄧㄥ","夏天風情","10030","ㄧㄚ","1"
"1003002","某些食物吃了會有消暑的感覺。","2","ㄨㄛ","清涼退火","10030","ㄧㄥ","1"
"1003100","馬科的大型哺乳類。由於力量強大，還能快速跑步，大家很常將其作為家畜或賽馬。","1","ㄚ","馬","10031","ㄚ","1"
"1003101","馬科的哺乳類。和馬比起來雖然小，但力量強大，作為勞動力很受人重視。","1","ㄗ","驢子","10031","ㄩ","1"
"1003102","用馬的種類將品種改良成競賽用的類型。","2","ㄚ","純種馬","10031","ㄨㄣ","1"
"1003103","戰隊競賽時登場的馬型魔物。","3","ㄧㄢ","夢魘","10031","ㄥ","1"
"1003200","為了坐下用的家具。也有顯示職位、地位的意義。","1","ㄗ","椅子","10032","ㄧ","1"
"1003201","放在室內，平時使用的道具總稱。","2","ㄩ","家具","10032","ㄧㄚ","1"
"1003202","小學生使用的課桌椅。","2","ㄧ","小學椅","10032","ㄧㄠ","1"
"1003203","放在公會小屋的家具或裝飾品。從豪華的設計到獨特的物品，其變化非常豐富。","3","ㄩ","公會小屋道具","10032","ㄨㄥ","1"
"1003300","在陸地之外的凹陷處會不斷蓄滿水的地方。","1","ㄞ","海","10033","ㄞ","1"
"1003301","陸地和大海相連的地方。","1","ㄢ","淺灘","10033","ㄧㄢ","1"
"1003302","受到月球引力影響，海水往陸地推移或遠離的現象。","2","ㄧ","潮汐","10033","ㄠ","1"
"1003303","海浪受岸邊地形影響被打散時所出現的四濺水花。","2","ㄨㄚ","浪花","10033","ㄤ","1"
"1003304","雖然是可以從蘭德索爾徒步到達的受歡迎海灘，但是常出現魔物，意外的很危險。","3","ㄢ","瑪爾傑海岸","10033","ㄚ","1"
"1003400","包覆在貝類外側的殼。掉在沙灘上會讓人不自覺想收集。","1","ㄜ","貝殼","10034","ㄟ","1"
"1003401","有著堅硬外骨骼的節肢動物。蝦、蟹，還有水蚤都算在內。","2","ㄟ","甲殼類","10034","ㄧㄚ","1"
"1003402","蘭德索爾的所到之處出現的魔物。外觀像鎧甲一樣堅硬，是難對付的敵人。","3","ㄕ","寄居蟹騎士","10034","ㄧ","1"
"1003500","一般是指木管樂器。分為直笛與橫笛。","1","ㄧ","笛","10035","ㄧ","1"
"1003501","木管樂器之一。不能用來玩擊劍遊戲。","1","ㄧ","直笛","10035","ㄓ","1"
"1003502","樂器分類中的一種。吹入氣息，震動管內的空氣來發出聲音。","2","ㄧ","管樂器","10035","ㄨㄢ","1"
"1003503","以直立方式吹奏的笛子。直笛或單簧管等。","2","ㄧ","豎笛","10035","ㄨ","1"
"1003600","在一疊紙上印刷文字或圖畫後裝訂成冊的東西。","1","ㄣ","書本","10036","ㄨ","1"
"1003601","寫下文字或圖畫用的文具。","1","ㄧ","筆記","10036","ㄧ","1"
"1003602","創作的故事。有戀愛、歷史、推理等，種類繁多。","2","ㄨㄛ","小說","10036","ㄧㄠ","1"
"1003603","是書嗎？還是魔杖？","3","ㄨ","凱留的魔導書","10036","ㄞ","1"
"1003700","魚類一般的稱呼方式。傳說吃了會變聰明。","1","ㄩ","魚","10037","ㄩ","1"
"1003701","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","1","ㄩ","小魚","10037","ㄧㄠ","1"
"1003702","魚的一種。又大又美味的高級魚。說到壽司就是這個。","2","ㄩ","鮪魚","10037","ㄨㄟ","1"
"1003703","生活在海洋中的生命體。","2","ㄨ","海洋生物","10037","ㄞ","1"
"1003800","是樹木。","1","ㄨ","樹","10038","ㄨ","1"
"1003801","用來當聖誕樹的針葉樹。大株的還會長到40公尺。","2","ㄨ","杉木","10038","ㄢ","1"
"1003802","雖然不清楚是何時開始及為什麼，但是聖誕老公公送禮的日子。","2","ㄧㄝ","聖誕節","10038","ㄥ","1"
"1003803","耶誕節時的標誌裝飾物，將燈飾、彩帶等飾品掛在樹上而成。","2","ㄨ","耶誕樹","10038","ㄧㄝ","1"
"1003804","聖誕節前一天的夜晚，也指聖誕節天亮前的深夜。","2","ㄧㄝ","平安夜","10038","ㄧㄥ","1"
"1003805","和千歌一起，在聖夜於咲戀育幼院發生的奇蹟故事。","3","ㄜ","忘却的頌歌","10038","ㄨㄤ","1"
"1003900","有棍子的糖果。","1","ㄤ","棒棒糖","10039","ㄤ","1"
"1003901","甜甜的很好吃，含在口中的感覺最棒了！","2","ㄕ","甜食","10039","ㄧㄢ","1"
"1003902","光是拿著，那畫面就像一幅畫。","3","ㄧㄣ","克蘿依的點心","10039","ㄜ","1"
"1004000","上面是柔軟的，用波浪管製成的玩具。被打到會發出滑稽的聲音。","1","ㄨㄟ","玩具槌","10040","ㄨㄢ","1"
"1004001","上面是由金屬製成的鈍器。被打到會很痛。","2","ㄨㄟ","鐵鎚","10040","ㄧㄝ","1"
"1004002","小槌子。搖晃它可能會出現各種東西，也可能不會出現。","2","ㄨㄟ","小槌","10040","ㄧㄠ","1"
"1004003","祈梨的武器。動作很可愛，但進行的攻擊很兇狠。","3","ㄧ","祈梨的武器","10040","ㄧ","1"
"1004100","在夜空發光的天體。","1","ㄧㄥ","星星","10041","ㄧㄥ","1"
"1004101","星形的海洋生物。不適合食用。","2","ㄧㄥ","海星","10041","ㄞ","1"
"1004102","發光模樣的一種表現。","2","ㄧㄥ","亮晶晶","10041","ㄧㄤ","1"
"1004103","初音的必殺技","2","ㄧㄥ","流星","10041","ㄧㄡ","1"
"1004104","不從空中看的話不會知道。","3","ㄨㄤ","蘭德索爾的形狀","10041","ㄢ","1"
"1004200","戴在頭上的飾品。","1","ㄗ","帽子","10042","ㄠ","1"
"1004201","謹守禮儀的男士，也可以指社經地位高的人士。","1","ㄕ","紳士","10042","ㄣ","1"
"1004202","「帽子」的種類之一。","2","ㄠ","禮帽","10042","ㄧ","1"
"1004300","裝飲料等的容器。","1","ㄗ","杯子","10043","ㄟ","1"
"1004301","以可可樹的果實製成的飲品。","1","ㄜ","可可","10043","ㄜ","1"
"1004302","「杯子」的種類之一。","2","ㄟ","馬克杯","10043","ㄚ","1"
"1004303","混合巧克力的咖啡。","2","ㄚ","摩卡","10043","ㄛ","1"
"1004400","會汪汪叫的動物。","1","ㄡ","狗","10044","ㄡ","1"
"1004401","「狗」的別種說法。","1","ㄩㄢ","犬","10044","ㄩㄢ","1"
"1004402","「狗」的同類。野生之力。","2","ㄤ","狼","10044","ㄤ","1"
"1004403","哈士奇的暱稱。","2","ㄩㄝ","月月","10044","ㄩㄝ","1"
"1004404","非常像狼的大型犬種，可以當作寵物，如果你可以接受牠許多讓人哭笑不得的行為。","2","ㄧ","哈士奇","10044","ㄚ","1"
"1004500","輕飄飄的布。","1","ㄗ","旗子","10045","ㄧ","1"
"1004501","軍隊在戰鬥時使用的旗子，用以分辨敵我，也可以當作下達指令的工具。","2","ㄧ","戰旗","10045","ㄢ","1"
"1004502","用來傳遞訊息的旗子，通常是透過暗號或旗語來運作。","2","ㄧ","信號旗","10045","ㄧㄣ","1"
"1004600","很棒的點心。甜甜的很好吃。","1","ㄠ","蛋糕","10046","ㄢ","1"
"1004601","很棒的食物。","2","ㄧㄣ","點心","10046","ㄧㄢ","1"
"1004602","準備好要唱生日快樂歌了嗎？","2","ㄜ","生日快樂","10046","ㄥ","1"
"1004603","羈絆的深遠不只是共同渡過的時間。卡路里也是羈絆的證明……","3","ㄨ","羈絆點數","10046","ㄧ","1"
"1004604","大家的最愛，就不說是什麼了，直接加上30羈絆值。","3","ㄠ","綜合莓果蛋糕","10046","ㄨㄥ","1"
"1004700","將聲音轉換成信號的裝置。","1","ㄥ","麥克風","10047","ㄞ","1"
"1004701","麥克風是唱歌的必需品！","2","ㄜ","唱歌","10047","ㄤ","1"
"1004702","在舞台上現場演奏。","2","ㄨㄟ","演唱會","10047","ㄧㄢ","1"
"1004703","要是沒有這個就無法開始。","2","ㄧㄣ","偶像的必備物品","10047","ㄡ","1"
"1004704","望的專用裝備。有慈樂之音的標誌！","3","ㄥ","閃耀麥克風","10047","ㄢ","1"
"1004800","能襯出嘴唇的化妝品。","1","ㄨㄥ","口紅","10048","ㄡ","1"
"1004801","抹在嘴唇上，用來保護嘴唇的保養品。","1","ㄠ","唇膏","10048","ㄨㄣ","1"
"1004802","為了美觀而塗抹在臉上的物品。","2","ㄧㄣ","化妝品","10048","ㄨㄚ","1"
"1004900","將穀物蒸煮後的東西。也是吉祥物。","1","ㄠ","年糕","10049","ㄧㄢ","1"
"1004901","「年糕」的別種說法。","1","ㄨ","麻糬","10049","ㄚ","1"
"1004902","新年時可以供奉神佛，一大一小相疊的糯米糕。","2","ㄧㄥ","鏡餅","10049","ㄧㄥ","1"
"1004903","年糕的主要營養素。小心不要吃太多。","2","ㄨ","碳水化合物","10049","ㄢ","1"
"1004904","以糯米製成的點心。","2","ㄠ","糯米糕","10049","ㄨㄛ","1"
"1005000","嬌小又長著翅膀的種族。","1","ㄧㄥ","妖精","10050","ㄧㄠ","1"
"1005001","住在公會小屋的惡作劇妖精。","3","ㄧㄚ","涅比亞","10050","ㄧㄝ","1"
"1005100","主要是避雨用的傘。","1","ㄢ","雨傘","10051","ㄩ","1"
"1005101","主要是遮陽用的傘。","2","ㄢ","遮陽傘","10051","ㄜ","1"
"1005102","主要是遮陽用的傘。","2","ㄢ","陽傘","10051","ㄧㄤ","1"
"1005103","盛夏時海灘公主的必需品！","3","ㄖ","貪吃佩可夏日","10051","ㄢ","1"
"1005200","為了產生亂數用的道具。","1","ㄗ","骰子","10052","ㄞ","1"
"1005201","賭博。骰子上的數字讓人一喜一憂。","2","ㄛ","賭博","10052","ㄨ","1"
"1005202","一般的骰子形狀。","2","ㄧ","六面體","10052","ㄧㄡ","1"
"1005203","使用骰子的桌遊。","2","ㄨㄥ","大富翁","10052","ㄚ","1"
"1005204","一種以骰子進行的賭博遊戲，許多香腸攤老闆都對這個遊戲有自己的見解。","2","ㄚ","洗八啦","10052","ㄧ","1"
"1005300","將無法言喻的心意化為文字。","1","ㄧㄣ","信","10053","ㄧㄣ","1"
"1005301","透過郵遞系統移動的書信或包裹。","2","ㄧㄢ","郵件","10053","ㄧㄡ","1"
"1005302","用來傳達愛意的信。","2","ㄨ","情書","10053","ㄧㄥ","1"
"1005303","用來傳遞訊息的文件。","2","ㄧㄣ","書信","10053","ㄨ","1"
"1005304","古代利用鴿子傳遞訊息的方法。","2","ㄨ","飛鴿傳書","10053","ㄟ","1"
"1005400","是一串的。旁邊的好像很酸。","1","ㄠ","葡萄","10054","ㄨ","1"
"1005401","紫色的葡萄，說到葡萄，還是紫色的最常見。","1","ㄠ","紫葡萄","10054","ㄗ","1"
"1005402","「葡萄」的種類之一。","2","ㄥ","巨峰","10054","ㄩ","1"
"1005500","有著鬆軟的毛。","1","ㄧㄤ","綿羊","10055","ㄧㄢ","1"
"1005501","對小孩子說羊的時候，有時候會這麼說。","1","ㄧㄝ","羊咩咩","10055","ㄧㄤ","1"
"1005502","白色的羊。","2","ㄧㄤ","白羊","10055","ㄞ","1"
"1005503","真可愛呀～♪","2","ㄧㄤ","瑪莉有隻小綿羊","10055","ㄚ","1"
"1005600","用豆子製成的東國料理。","1","ㄨ","豆腐","10056","ㄡ","1"
"1005601","「豆腐」的種類之一。野性的口感。","2","ㄨ","木綿豆腐","10056","ㄨ","1"
"1005602","代表性的豆腐料理。","2","ㄨ","涼拌豆腐","10056","ㄧㄤ","1"
"1005603","杏仁做成的形狀像豆腐的甜品。","2","ㄨ","杏仁豆腐","10056","ㄧㄥ","1"
"1005700","不會飛的鳥。會嗄嗄的叫。","1","ㄗ","鴨子","10057","ㄧㄚ","1"
"1005701","也有會飛的鳥。也有不會飛的鳥。","2","ㄟ","鳥類","10057","ㄧㄠ","1"
"1005702","依水而生的鳥類。","2","ㄧㄠ","水鳥","10057","ㄨㄟ","1"
"1005800","在空中飛的昆蟲。","1","ㄧㄥ","蜻蜓","10058","ㄧㄥ","1"
"1005801","「蜻蜓」的種類之一。","2","ㄧㄥ","晏蜓","10058","ㄧㄢ","1"
"1005802","六支腳的動物。","2","ㄨㄥ","昆蟲","10058","ㄨㄣ","1"
"1005803","「蜻蜓」的英文稱呼，直譯後的意思，很厲害吧。","2","ㄨㄥ","飛龍","10058","ㄟ","1"
"1005900","高等植物的營養器官。","1","ㄗ","葉子","10059","ㄧㄝ","1"
"1005901","樹木的葉子。","1","ㄧㄝ","樹葉","10059","ㄨ","1"
"1005902","綠色的葉子。","2","ㄧㄝ","綠葉","10059","ㄩ","1"
"1005903","碧可以毫無顧慮聊天的少數的朋友。是朋友。","3","ㄧㄡ","碧的朋友","10059","ㄧ","1"
"1006000","戴在手指上的飾品。","1","ㄓ","戒指","10060","ㄧㄝ","1"
"1006001","鑲有鑽石的戒指。","1","ㄧㄝ","鑽戒","10060","ㄨㄢ","1"
