bc9695eee3bf8ee84be0f2f283c1d9f56d4533e8b84d7155d9f6c485e3ca4689,31a250c4469b22c0bbcdac22ae15f25321960bd570914b18a06c21137401d8cc,8ce4086876cb69452aca8dd87264245d4d9ac11da2fdb59c3538a81788fc3ddd,9fa89701884b1cc955b219a13a8da8c8efaa4469300635f060646cf05adc0e73,021150c76ab65fa331d3ff403a3e38780dc162a43a36f5998cd96668b6f509fd,367b5b09e8638e64d8726947b961bc0f6ac2078b13bcc0225503f6e96b687bda
"550103513","550103512","550103515","550103511","550103514","74003305"
"0","0","0","550103113","0","74003401"
"0","0","0","550103215","0","74003402"
"0","0","0","550103316","0","74003403"
"0","0","0","550103416","0","74003404"
"0","0","0","550103516","0","74003405"
"0","0","0","550103114","0","74003501"
"0","0","0","550103216","0","74003502"
"0","0","0","550103317","0","74003503"
"0","550103421","0","550103417","0","74003504"
"550103521","550103517","0","550103522","0","74003505"
"550104103","550104102","0","550104101","550104104","74004101"
"550104203","550104202","0","550104201","550104204","74004102"
"550104303","550104302","550104305","550104301","550104304","74004103"
"550104403","550104402","550104405","550104401","550104404","74004104"
"550104503","550104502","550104505","550104501","550104504","74004105"
"550104107","550104106","0","550104105","550104108","74004201"
"550104207","550104206","550104209","550104205","550104208","74004202"
"550104308","550104307","550104310","550104306","550104309","74004203"
"550104408","550104407","550104410","550104406","550104409","74004204"
"550104508","550104507","550104510","550104506","550104509","74004205"
"550104112","550104110","0","550104109","550104111","74004301"
"550104213","550104211","550104214","550104210","550104212","74004302"
"550104314","550104312","550104315","550104311","550104313","74004303"
"550104414","550104412","550104415","550104411","550104413","74004304"
"550104514","550104512","550104515","550104511","550104513","74004305"
"0","0","0","550104113","0","74004401"
"0","0","0","550104215","0","74004402"
"0","0","0","550104316","0","74004403"
"0","0","0","550104416","0","74004404"
"0","0","0","550104516","0","74004405"
"0","0","0","550104117","0","74004501"
"0","0","0","550104219","0","74004502"
"0","0","0","550104320","0","74004503"
"0","550104421","0","550104420","0","74004504"
"550104521","550104520","0","550104522","0","74004505"
"550105103","550105102","550105105","550105101","550105104","74005101"
"550105203","550105202","550105205","550105201","550105204","74005102"
"550105303","550105302","550105305","550105301","550105304","74005103"
"550105403","550105402","550105405","550105401","550105404","74005104"
"550105503","550105502","550105505","550105501","550105504","74005105"
"550105108","550105107","550105110","550105106","550105109","74005201"
"550105208","550105207","550105210","550105206","550105209","74005202"
"550105309","550105308","550105311","550105307","550105310","74005203"
"550105409","550105408","550105411","550105407","550105410","74005204"
"550105509","550105508","550105511","550105507","550105510","74005205"
"0","0","0","550105111","0","74005301"
"550105213","550105212","0","550105211","0","74005302"
"550105315","550105314","0","550105313","0","74005303"
"550105416","550105414","0","550105413","550105415","74005304"
"550105516","550105514","0","550105513","550105515","74005305"
"0","0","0","550105116","0","74005401"
"550105220","550105219","0","550105218","0","74005402"
"550105322","550105321","0","550105320","0","74005403"
"550105424","550105422","0","550105421","550105423","74005404"
"550105524","550105522","0","550105521","550105523","74005405"
"0","0","0","550105118","0","74005501"
"550105224","550105223","0","550105222","0","74005502"
"550105326","550105325","0","550105324","0","74005503"
"550105429","550105427","0","550105426","550105428","74005504"
"550105529","550105527","0","550105526","550105528","74005505"
"550106103","550106102","550106105","550106101","550106104","74006101"
"550106203","550106202","550106205","550106201","550106204","74006102"
"550106303","550106302","550106305","550106301","550106304","74006103"
"550106403","550106402","550106405","550106401","550106404","74006104"
"550106503","550106502","550106505","550106501","550106504","74006105"
"550106108","550106107","550106110","550106106","550106109","74006201"
"550106208","550106207","550106210","550106206","550106209","74006202"
"550106308","550106307","550106310","550106306","550106309","74006203"
"550106409","550106408","550106411","550106407","550106410","74006204"
"550106509","550106508","550106511","550106507","550106510","74006205"
"550106114","550106113","550106111","550106112","550106115","74006301"
"550106214","550106213","550106211","550106212","550106215","74006302"
"550106314","550106313","550106311","550106312","550106315","74006303"
"0","0","0","550106413","0","74006304"
"0","0","0","550106513","0","74006305"
"0","0","0","550106116","0","74006401"
"0","0","0","550106217","0","74006402"
"0","0","0","550106317","0","74006403"
"550106418","550106417","550106415","550106416","550106419","74006404"
"0","0","0","550106515","0","74006405"
"0","0","0","550106118","0","74006501"
"0","0","0","550106220","0","74006502"
"0","0","0","550106320","0","74006503"
"0","0","0","550106422","0","74006504"
"0","0","0","550106518","0","74006505"
"550107113","550107112","550107115","550107111","550107114","74007101"
"550107213","550107212","550107215","550107211","550107214","74007102"
"550107313","550107312","550107315","550107311","550107314","74007103"
"550107413","550107412","550107415","550107411","550107414","74007104"
"550107513","550107512","550107515","550107511","550107514","74007105"
"550107123","550107122","550107125","550107121","550107124","74007201"
"550107223","550107222","550107225","550107221","550107224","74007202"
"550107323","550107322","550107325","550107321","550107324","74007203"
"550107423","550107422","550107425","550107421","550107424","74007204"
"550107523","550107522","550107525","550107521","550107524","74007205"
"550107133","550107132","550107135","550107131","550107134","74007301"
"550107233","550107232","550107235","550107231","550107234","74007302"
"550107333","550107332","550107335","550107331","550107334","74007303"
"550107433","550107432","550107435","550107431","550107434","74007304"
"550107533","550107532","550107535","550107531","550107534","74007305"
"0","0","0","550107141","0","74007401"
"0","0","0","550107241","0","74007402"
"0","0","0","550107341","0","74007403"
"0","0","0","550107441","0","74007404"
"0","0","0","550107541","0","74007405"
"0","0","0","550107151","0","74007501"
"0","0","0","550107251","0","74007502"
"0","0","0","550107351","0","74007503"
"0","550107452","0","550107451","0","74007504"
"550107552","550107551","0","550107553","0","74007505"
