21214dd6bfc1dd86a3d3fde4e5f1232a0c49c863789090eb9c49f394d7987cae,b750546c81ccc2802020550091ff0af8328121e4ce9089d4d62c5928acc681b3,8e91a92ab26a949add5d9ba404b8cc8093aa14e9bb46cb83b5e5daaa346a37a8,25fd7e34c4b457e686f25059b254fefce328593b6189169b972724cfd6fcbefe,644c1f8712ac1945b1399f8e98260b2b4a21d18f0fbdde206e2874ea4911d25f,0d798763134e23f57485267c81e3246d9160083c8e717bfb5f5f8b0d0fe965ee,0dbe8e7a0a599660eb80c2e4009d0e0fe29f69b9542c143bcd4b8573c145e067,9b05103ea3997aff618cd7d05e88993dfe0c90833d5e4a34137582fb3df241b0,32734d2a8570cc01d7f83f4927e8fb1870dc0b8306e90a28ed89dfda45d8af89,69b3315eaafa7d17835385102e0e76d41a1b28f9c986d28121f83f7880bb35a5,8fa73c989ba57ebf1b21b698b4a8bde79aefdec7bd9aa1a76d30f4e50232bf0f,26f15eed5e9b0e6bacea97337e098159f3530f3b1e745f9c1f642a2cd6e4c4bb
"21600","0","戰鬥開始90秒內，每秒提升我方的TP","3","3006","3","7087500000000","每秒TP提升90秒","30061","30061","9006519","3"
"43200","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3006","3","4050000000000","降低魔法防禦90秒","30062","30062","9006520","3"
"43200","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3007","3","8487500000000","提升物理攻擊90秒","30071","30071","9006522","3"
"64800","0","戰鬥開始15秒內，我方進入無敵狀態","3","3007","3","2425000000000","無敵15秒","30072","30072","9006523","3"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","3880000000000","降低物理攻擊90秒","300101","300101","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","3720000000000","降低物理攻擊90秒","300102","300102","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","3600000000000","降低物理防禦90秒","300103","300103","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","3480000000000","降低物理攻擊90秒","300104","300104","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","3360000000000","降低物理防禦90秒","300105","300105","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3001","1","3080000000000","降低魔法防禦90秒","300106","300106","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","2960000000000","降低物理防禦90秒","300107","300107","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3001","1","2840000000000","降低魔法防禦90秒","300108","300108","0","1"
"-1","36000","戰鬥開始90秒內，每秒恢復我方的HP","3","3001","1","2680000000000","每秒HP恢復90秒","300109","300109","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","2560000000000","降低物理攻擊90秒","300110","300110","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","2400000000000","降低物理攻擊90秒","300111","300111","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","2280000000000","降低物理防禦90秒","300112","300112","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","2160000000000","降低物理攻擊90秒","300113","300113","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","1880000000000","降低物理防禦90秒","300114","300114","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3001","1","1760000000000","降低魔法防禦90秒","300115","300115","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","1640000000000","降低物理防禦90秒","300116","300116","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3001","1","1480000000000","降低魔法防禦90秒","300117","300117","0","1"
"-1","36000","戰鬥開始90秒內，每秒恢復我方的HP","3","3001","1","1360000000000","每秒HP恢復90秒","300118","300118","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","1240000000000","降低物理攻擊90秒","300119","300119","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","1080000000000","降低物理攻擊90秒","300120","300120","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","960000000000","降低物理防禦90秒","300121","300121","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","840000000000","降低物理攻擊90秒","300122","300122","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","720000000000","降低物理防禦90秒","300123","300123","0","1"
"-1","36000","戰鬥開始時，我方的TP提升150","3","3001","1","560000000000","TP提升150","300124","300124","0","1"
"-1","36000","戰鬥開始15秒內，我方進入無敵狀態","3","3001","1","440000000000","無敵15秒","300125","300125","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3001","1","320000000000","降低物理攻擊90秒","300126","300126","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3001","1","160000000000","降低物理防禦90秒","300127","300127","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3001","1","40000000000","降低魔法防禦90秒","300128","300128","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","4656000000000","降低魔法攻擊90秒","300201","300201","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","4464000000000","降低魔法攻擊90秒","300202","300202","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3002","1","4320000000000","降低物理防禦90秒","300203","300203","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3002","1","4176000000000","降低魔法防禦90秒","300204","300204","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3002","1","4032000000000","提升物理攻擊90秒","300205","300205","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3002","1","3840000000000","提升魔法攻擊90秒","300206","300206","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","3552000000000","降低魔法攻擊90秒","300207","300207","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3002","1","3408000000000","提升物理攻擊90秒","300208","300208","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3002","1","3216000000000","提升魔法攻擊90秒","300209","300209","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","3072000000000","降低魔法攻擊90秒","300210","300210","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","2880000000000","降低魔法攻擊90秒","300211","300211","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3002","1","2736000000000","降低物理防禦90秒","300212","300212","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3002","1","2592000000000","降低魔法防禦90秒","300213","300213","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3002","1","2448000000000","提升物理攻擊90秒","300214","300214","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3002","1","2256000000000","提升魔法攻擊90秒","300215","300215","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","1968000000000","降低魔法攻擊90秒","300216","300216","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3002","1","1776000000000","提升物理攻擊90秒","300217","300217","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3002","1","1632000000000","提升魔法攻擊90秒","300218","300218","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","1488000000000","降低魔法攻擊90秒","300219","300219","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","1296000000000","降低魔法攻擊90秒","300220","300220","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3002","1","1152000000000","降低物理防禦90秒","300221","300221","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3002","1","1008000000000","降低魔法防禦90秒","300222","300222","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","864000000000","降低魔法攻擊90秒","300223","300223","0","1"
"-1","36000","戰鬥開始時，我方的TP提升150","3","3002","1","672000000000","TP提升150","300224","300224","0","1"
"-1","36000","戰鬥開始15秒內，我方進入無敵狀態","3","3002","1","528000000000","無敵15秒","300225","300225","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3002","1","384000000000","降低物理防禦90秒","300226","300226","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3002","1","192000000000","降低魔法防禦90秒","300227","300227","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3002","1","48000000000","降低魔法攻擊90秒","300228","300228","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","3880000000000","降低物理攻擊90秒","300301","300301","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","3720000000000","降低魔法攻擊90秒","300302","300302","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","3480000000000","降低魔法攻擊90秒","300303","300303","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3003","1","3360000000000","提升物理攻擊90秒","300304","300304","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3003","1","3200000000000","提升魔法攻擊90秒","300305","300305","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","3080000000000","降低物理攻擊90秒","300306","300306","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","2960000000000","降低魔法攻擊90秒","300307","300307","0","1"
"-1","36000","戰鬥開始90秒內，每秒恢復我方的HP","3","3003","1","2840000000000","每秒HP恢復90秒","300308","300308","0","1"
"-1","36000","戰鬥開始90秒內，每秒提升我方的TP","3","3003","1","2680000000000","每秒TP提升90秒","300309","300309","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","2560000000000","降低物理攻擊90秒","300310","300310","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","2400000000000","降低魔法攻擊90秒","300311","300311","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","2160000000000","降低魔法攻擊90秒","300312","300312","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3003","1","2040000000000","提升物理攻擊90秒","300313","300313","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3003","1","1880000000000","提升魔法攻擊90秒","300314","300314","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","1760000000000","降低物理攻擊90秒","300315","300315","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","1640000000000","降低魔法攻擊90秒","300316","300316","0","1"
"-1","36000","戰鬥開始90秒內，每秒恢復我方的HP","3","3003","1","1480000000000","每秒HP恢復90秒","300317","300317","0","1"
"-1","36000","戰鬥開始90秒內，每秒提升我方的TP","3","3003","1","1360000000000","每秒TP提升90秒","300318","300318","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","1240000000000","降低物理攻擊90秒","300319","300319","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","1080000000000","降低魔法攻擊90秒","300320","300320","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","960000000000","降低物理攻擊90秒","300321","300321","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","840000000000","降低魔法攻擊90秒","300322","300322","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3003","1","720000000000","提升物理攻擊90秒","300323","300323","0","1"
"-1","36000","戰鬥開始時，我方的TP提升150","3","3003","1","560000000000","TP提升150","300324","300324","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3003","1","440000000000","降低物理攻擊90秒","300325","300325","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3003","1","320000000000","降低魔法攻擊90秒","300326","300326","0","1"
"-1","36000","戰鬥開始90秒內，每秒恢復我方的HP","3","3003","1","160000000000","每秒HP恢復90秒","300327","300327","0","1"
"-1","36000","戰鬥開始90秒內，每秒提升我方的TP","3","3003","1","40000000000","每秒TP提升90秒","300328","300328","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","4656000000000","降低物理防禦90秒","300401","300401","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","4464000000000","降低物理防禦90秒","300402","300402","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","4320000000000","提升物理攻擊90秒","300403","300403","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3004","1","4176000000000","提升魔法攻擊90秒","300404","300404","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","4032000000000","降低物理防禦90秒","300405","300405","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","3696000000000","提升物理攻擊90秒","300406","300406","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3004","1","3552000000000","提升魔法攻擊90秒","300407","300407","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","3408000000000","降低物理防禦90秒","300408","300408","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","3216000000000","降低物理防禦90秒","300409","300409","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","3072000000000","降低物理防禦90秒","300410","300410","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","2880000000000","降低物理防禦90秒","300411","300411","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","2736000000000","提升物理攻擊90秒","300412","300412","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3004","1","2592000000000","提升魔法攻擊90秒","300413","300413","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","2448000000000","降低物理防禦90秒","300414","300414","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","2112000000000","提升物理攻擊90秒","300415","300415","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3004","1","1968000000000","提升魔法攻擊90秒","300416","300416","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","1776000000000","降低物理防禦90秒","300417","300417","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","1632000000000","降低物理防禦90秒","300418","300418","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","1488000000000","提升物理攻擊90秒","300419","300419","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","1296000000000","提升物理攻擊90秒","300420","300420","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","1152000000000","提升物理攻擊90秒","300421","300421","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3004","1","1008000000000","提升魔法攻擊90秒","300422","300422","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","864000000000","降低物理防禦90秒","300423","300423","0","1"
"-1","36000","戰鬥開始時，我方的TP提升150","3","3004","1","672000000000","TP提升150","300424","300424","0","1"
"-1","36000","戰鬥開始15秒內，我方進入無敵狀態","3","3004","1","528000000000","無敵15秒","300425","300425","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","384000000000","提升物理攻擊90秒","300426","300426","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3004","1","192000000000","提升物理攻擊90秒","300427","300427","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3004","1","48000000000","降低物理防禦90秒","300428","300428","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","17363000000000","降低物理攻擊90秒","300501","300501","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","16647000000000","降低物理攻擊90秒","300502","300502","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","16110000000000","降低物理攻擊90秒","300503","300503","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","15573000000000","降低物理攻擊90秒","300504","300504","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3005","1","15036000000000","降低物理防禦90秒","300505","300505","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3005","1","14320000000000","降低魔法防禦90秒","300506","300506","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","13783000000000","降低物理攻擊90秒","300507","300507","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","13246000000000","降低物理攻擊90秒","300508","300508","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3005","1","12709000000000","降低物理防禦90秒","300509","300509","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3005","1","11993000000000","降低魔法防禦90秒","300510","300510","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","11456000000000","降低物理攻擊90秒","300511","300511","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","10740000000000","降低物理攻擊90秒","300512","300512","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","10203000000000","降低物理攻擊90秒","300513","300513","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","9666000000000","降低物理攻擊90秒","300514","300514","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3005","1","9129000000000","降低物理防禦90秒","300515","300515","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3005","1","8413000000000","降低魔法防禦90秒","300516","300516","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","7876000000000","降低物理攻擊90秒","300517","300517","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","7339000000000","降低物理攻擊90秒","300518","300518","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3005","1","6623000000000","降低物理防禦90秒","300519","300519","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3005","1","6086000000000","降低魔法防禦90秒","300520","300520","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","5549000000000","降低物理攻擊90秒","300521","300521","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","4833000000000","降低物理攻擊90秒","300522","300522","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3005","1","4296000000000","提升物理攻擊90秒","300523","300523","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3005","1","3759000000000","提升魔法攻擊90秒","300524","300524","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","3222000000000","降低物理攻擊90秒","300525","300525","0","1"
"-1","36000","戰鬥開始時，我方的TP提升150","3","3005","1","2506000000000","TP提升150","300526","300526","0","1"
"-1","36000","戰鬥開始15秒內，我方進入無敵狀態","3","3005","1","1969000000000","無敵15秒","300527","300527","0","1"
"-1","36000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3005","1","1432000000000","提升物理攻擊90秒","300528","300528","0","1"
"-1","36000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3005","1","716000000000","提升魔法攻擊90秒","300529","300529","0","1"
"-1","36000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3005","1","179000000000","降低物理攻擊90秒","300530","300530","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","7857000000000","提升魔法攻擊90秒","300601","300601","0","1"
"-1","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3006","1","7290000000000","提升物理攻擊90秒","300602","300602","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3006","1","6804000000000","降低物理防禦90秒","300603","300603","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","6237000000000","提升魔法攻擊90秒","300604","300604","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3006","1","5751000000000","降低魔法防禦90秒","300605","300605","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","5184000000000","提升魔法攻擊90秒","300606","300606","0","1"
"-1","54000","戰鬥開始90秒內，每秒恢復我方的HP","3","3006","1","4617000000000","每秒HP恢復90秒","300607","300607","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","4131000000000","提升魔法攻擊90秒","300608","300608","0","1"
"-1","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3006","1","3564000000000","提升物理攻擊90秒","300609","300609","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3006","1","2997000000000","降低物理防禦90秒","300610","300610","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","2511000000000","提升魔法攻擊90秒","300611","300611","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3006","1","2187000000000","降低魔法防禦90秒","300612","300612","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","1701000000000","提升魔法攻擊90秒","300613","300613","0","1"
"-1","54000","戰鬥開始90秒內，每秒恢復我方的HP","3","3006","1","1134000000000","每秒HP恢復90秒","300614","300614","0","1"
"-1","54000","戰鬥開始15秒內，我方進入無敵狀態","3","3006","1","891000000000","無敵15秒","300615","300615","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3006","1","648000000000","提升魔法攻擊90秒","300616","300616","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3006","1","324000000000","降低物理防禦90秒","300617","300617","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的魔法防禦力下降","3","3006","1","81000000000","降低魔法防禦90秒","300618","300618","0","1"
"-1","54000","戰鬥開始90秒內，每秒恢復我方的HP","3","3007","1","9409000000000","每秒HP恢復90秒","300701","300701","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3007","1","8730000000000","降低物理攻擊90秒","300702","300702","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3007","1","8148000000000","降低魔法攻擊90秒","300703","300703","0","1"
"-1","54000","戰鬥開始90秒內，使我方的物理攻擊力提升。","3","3007","1","7469000000000","提升物理攻擊90秒","300704","300704","0","1"
"-1","54000","戰鬥開始90秒內，使我方的魔法攻擊力提升","3","3007","1","6887000000000","提升魔法攻擊90秒","300705","300705","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理防禦力下降","3","3007","1","6208000000000","降低物理防禦90秒","300706","300706","0","1"
"-1","54000","戰鬥開始90秒內，每秒提升我方的TP","3","3007","1","5529000000000","每秒TP提升90秒","300707","300707","0","1"
"-1","54000","戰鬥開始90秒內，每秒恢復我方的HP","3","3007","1","4947000000000","每秒HP恢復90秒","300708","300708","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的物理攻擊力下降","3","3007","1","4268000000000","降低物理攻擊90秒","300709","300709","0","1"
"-1","54000","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3","3007","1","3589000000000","降低魔法攻擊90秒","300710","300710","0","1"
