75a248fb8d4e13db845f432318fed353275f69ea373d0b18cd90cab548120f80,4bf07342da246ebe98a176f66bbf52e48da732bff43e3956d76f4ec18c95f7b4,db90e33b660c3e2c1d841f3894c00da86e047333d7515343d8c6a4ff17635855,14e9c632f676231d311c780405688493aa6cc67c39669d60e7ff80c2caa3388d,6f1ad0beb2aa9434327f1291faa528e1629bdb3f52effbbc31534508e0e10a1b,a9a307a151b1e75d3115ebdcddde43fa69749f341e8a673c813399d4815ac2fc
"100101","vo_room_100101_tap_002","vo_room_100101","10010135","點選公會小屋2",""
"100101","vo_room_100101_tap_003","vo_room_100101","10010136","點選公會小屋3",""
"100101","vo_room_100101_tap_004","vo_room_100101","10010137","點選公會小屋4",""
"100102","vo_btl_100102_win_001","vo_btl_100102","10010201","勝利1",""
"100102","vo_btl_100102_win_002","vo_btl_100102","10010202","勝利2",""
"100102","vo_btl_100102_win_003","vo_btl_100102","10010203","勝利3",""
"100102","vo_btl_100102_lose_001","vo_btl_100102","10010204","失敗1",""
"100102","vo_btl_100102_lose_002","vo_btl_100102","10010205","失敗2",""
"100102","vo_btl_100102_lose_003","vo_btl_100102","10010206","失敗3",""
"100102","vo_btl_100102_retire_001","vo_btl_100102","10010207","暈眩1",""
"100102","vo_btl_100102_retire_002","vo_btl_100102","10010208","暈眩2",""
"100102","vo_btl_100102_retire_003","vo_btl_100102","10010209","暈眩3",""
"100102","vo_btl_100102_cutin_001","vo_btl_100102","10010210","技能切入1",""
"100102","vo_btl_100102_cutin_002","vo_btl_100102","10010211","技能切入2",""
"100102","vo_btl_100102_cutin_003","vo_btl_100102","10010212","技能切入3",""
"100102","vo_btl_100102_skill_000_001","vo_btl_100102","10010213","必殺技1",""
"100102","vo_btl_100102_skill_000_002","vo_btl_100102","10010214","必殺技2",""
"100102","vo_btl_100102_skill_000_003","vo_btl_100102","10010215","必殺技3",""
"100102","vo_btl_100102_wavestart","vo_btl_100102","10010216","戰鬥開始",""
"100102","vo_btl_100102_nextwave","vo_btl_100102","10010217","到下一波",""
"100102","vo_btl_100102_lastwave","vo_btl_100102","10010218","到最後一波",""
"100102","vo_cmn_100102_battlestart_001","vo_cmn_100102","10010219","讀取戰鬥前",""
"100102","vo_cmn_100102_battleresult_001","vo_cmn_100102","10010220","戰鬥結果1",""
"100102","vo_cmn_100102_battleresult_002","vo_cmn_100102","10010221","戰鬥結果2",""
"100102","vo_cmn_100102_mypage_001","vo_cmn_100102","10010222","主頁1",""
"100102","vo_cmn_100102_mypage_002","vo_cmn_100102","10010223","主頁2",""
"100102","vo_cmn_100102_mypage_003","vo_cmn_100102","10010224","主頁3",""
"100102","vo_cmn_100102_mypage_004","vo_cmn_100102","10010225","主頁4",""
"100102","vo_cmn_100102_mypage_005","vo_cmn_100102","10010226","主頁5",""
"100102","vo_cmn_100102_gacha_001","vo_cmn_100102","10010227","轉蛋登場台詞",""
"100102","vo_cmn_100102_profile_001","vo_cmn_100102","10010228","自我介紹",""
"100102","vo_room_100102_auto_001","vo_room_100102","10010229","公會小屋1",""
"100102","vo_room_100102_auto_002","vo_room_100102","10010230","公會小屋2",""
"100102","vo_room_100102_auto_003","vo_room_100102","10010231","公會小屋3",""
"100102","vo_room_100102_auto_004","vo_room_100102","10010232","公會小屋4",""
"100102","vo_room_100102_auto_005","vo_room_100102","10010233","公會小屋5",""
"100102","vo_room_100102_tap_001","vo_room_100102","10010234","點選公會小屋1",""
"100102","vo_room_100102_tap_002","vo_room_100102","10010235","點選公會小屋2",""
"100102","vo_room_100102_tap_003","vo_room_100102","10010236","點選公會小屋3",""
"100102","vo_room_100102_tap_004","vo_room_100102","10010237","點選公會小屋4",""
"100201","vo_btl_100201_win_001","vo_btl_100201","10020101","勝利1",""
"100201","vo_btl_100201_win_002","vo_btl_100201","10020102","勝利2",""
"100201","vo_btl_100201_win_003","vo_btl_100201","10020103","勝利3",""
"100201","vo_btl_100201_lose_001","vo_btl_100201","10020104","失敗1",""
"100201","vo_btl_100201_lose_002","vo_btl_100201","10020105","失敗2",""
"100201","vo_btl_100201_lose_003","vo_btl_100201","10020106","失敗3",""
"100201","vo_btl_100201_retire_001","vo_btl_100201","10020107","暈眩1",""
"100201","vo_btl_100201_retire_002","vo_btl_100201","10020108","暈眩2",""
"100201","vo_btl_100201_retire_003","vo_btl_100201","10020109","暈眩3",""
"100201","vo_btl_100201_cutin_001","vo_btl_100201","10020110","技能切入1",""
"100201","vo_btl_100201_cutin_002","vo_btl_100201","10020111","技能切入2",""
"100201","vo_btl_100201_cutin_003","vo_btl_100201","10020112","技能切入3",""
"100201","vo_btl_100201_skill_000_001","vo_btl_100201","10020113","必殺技1",""
"100201","vo_btl_100201_skill_000_002","vo_btl_100201","10020114","必殺技2",""
"100201","vo_btl_100201_skill_000_003","vo_btl_100201","10020115","必殺技3",""
"100201","vo_btl_100201_wavestart","vo_btl_100201","10020116","戰鬥開始",""
"100201","vo_btl_100201_nextwave","vo_btl_100201","10020117","到下一波",""
"100201","vo_btl_100201_lastwave","vo_btl_100201","10020118","到最後一波",""
"100201","vo_cmn_100201_battlestart_001","vo_cmn_100201","10020119","讀取戰鬥前",""
"100201","vo_cmn_100201_battleresult_001","vo_cmn_100201","10020120","戰鬥結果1",""
"100201","vo_cmn_100201_battleresult_002","vo_cmn_100201","10020121","戰鬥結果2",""
"100201","vo_cmn_100201_mypage_001","vo_cmn_100201","10020122","主頁1",""
"100201","vo_cmn_100201_mypage_002","vo_cmn_100201","10020123","主頁2",""
"100201","vo_cmn_100201_mypage_003","vo_cmn_100201","10020124","主頁3",""
"100201","vo_cmn_100201_mypage_004","vo_cmn_100201","10020125","主頁4",""
"100201","vo_cmn_100201_mypage_005","vo_cmn_100201","10020126","主頁5",""
"100201","vo_cmn_100201_gacha_001","vo_cmn_100201","10020127","轉蛋登場台詞",""
"100201","vo_cmn_100201_profile_001","vo_cmn_100201","10020128","自我介紹",""
"100201","vo_room_100201_auto_001","vo_room_100201","10020129","公會小屋1",""
"100201","vo_room_100201_auto_002","vo_room_100201","10020130","公會小屋2",""
"100201","vo_room_100201_auto_003","vo_room_100201","10020131","公會小屋3",""
"100201","vo_room_100201_auto_004","vo_room_100201","10020132","公會小屋4",""
"100201","vo_room_100201_auto_005","vo_room_100201","10020133","公會小屋5",""
"100201","vo_room_100201_tap_001","vo_room_100201","10020134","點選公會小屋1",""
"100201","vo_room_100201_tap_002","vo_room_100201","10020135","點選公會小屋2",""
"100201","vo_room_100201_tap_003","vo_room_100201","10020136","點選公會小屋3",""
"100201","vo_room_100201_tap_004","vo_room_100201","10020137","點選公會小屋4",""
"100202","vo_btl_100202_win_001","vo_btl_100202","10020201","勝利1",""
"100202","vo_btl_100202_win_002","vo_btl_100202","10020202","勝利2",""
"100202","vo_btl_100202_win_003","vo_btl_100202","10020203","勝利3",""
"100202","vo_btl_100202_lose_001","vo_btl_100202","10020204","失敗1",""
"100202","vo_btl_100202_lose_002","vo_btl_100202","10020205","失敗2",""
"100202","vo_btl_100202_lose_003","vo_btl_100202","10020206","失敗3",""
"100202","vo_btl_100202_retire_001","vo_btl_100202","10020207","暈眩1",""
"100202","vo_btl_100202_retire_002","vo_btl_100202","10020208","暈眩2",""
"100202","vo_btl_100202_retire_003","vo_btl_100202","10020209","暈眩3",""
"100202","vo_btl_100202_cutin_001","vo_btl_100202","10020210","技能切入1",""
"100202","vo_btl_100202_cutin_002","vo_btl_100202","10020211","技能切入2",""
"100202","vo_btl_100202_cutin_003","vo_btl_100202","10020212","技能切入3",""
"100202","vo_btl_100202_skill_000_001","vo_btl_100202","10020213","必殺技1",""
"100202","vo_btl_100202_skill_000_002","vo_btl_100202","10020214","必殺技2",""
"100202","vo_btl_100202_skill_000_003","vo_btl_100202","10020215","必殺技3",""
"100202","vo_btl_100202_wavestart","vo_btl_100202","10020216","戰鬥開始",""
"100202","vo_btl_100202_nextwave","vo_btl_100202","10020217","到下一波",""
"100202","vo_btl_100202_lastwave","vo_btl_100202","10020218","到最後一波",""
"100202","vo_cmn_100202_battlestart_001","vo_cmn_100202","10020219","讀取戰鬥前",""
"100202","vo_cmn_100202_battleresult_001","vo_cmn_100202","10020220","戰鬥結果1",""
"100202","vo_cmn_100202_battleresult_002","vo_cmn_100202","10020221","戰鬥結果2",""
"100202","vo_cmn_100202_mypage_001","vo_cmn_100202","10020222","主頁1",""
"100202","vo_cmn_100202_mypage_002","vo_cmn_100202","10020223","主頁2",""
"100202","vo_cmn_100202_mypage_003","vo_cmn_100202","10020224","主頁3",""
"100202","vo_cmn_100202_mypage_004","vo_cmn_100202","10020225","主頁4",""
"100202","vo_cmn_100202_mypage_005","vo_cmn_100202","10020226","主頁5",""
"100202","vo_cmn_100202_gacha_001","vo_cmn_100202","10020227","轉蛋登場台詞",""
"100202","vo_cmn_100202_profile_001","vo_cmn_100202","10020228","自我介紹",""
"100202","vo_room_100202_auto_001","vo_room_100202","10020229","公會小屋1",""
"100202","vo_room_100202_auto_002","vo_room_100202","10020230","公會小屋2",""
"100202","vo_room_100202_auto_003","vo_room_100202","10020231","公會小屋3",""
"100202","vo_room_100202_auto_004","vo_room_100202","10020232","公會小屋4",""
"100202","vo_room_100202_auto_005","vo_room_100202","10020233","公會小屋5",""
"100202","vo_room_100202_tap_001","vo_room_100202","10020234","點選公會小屋1",""
"100202","vo_room_100202_tap_002","vo_room_100202","10020235","點選公會小屋2",""
"100202","vo_room_100202_tap_003","vo_room_100202","10020236","點選公會小屋3",""
"100202","vo_room_100202_tap_004","vo_room_100202","10020237","點選公會小屋4",""
"100301","vo_btl_100301_win_001","vo_btl_100301","10030101","勝利1",""
"100301","vo_btl_100301_win_002","vo_btl_100301","10030102","勝利2",""
"100301","vo_btl_100301_win_003","vo_btl_100301","10030103","勝利3",""
"100301","vo_btl_100301_lose_001","vo_btl_100301","10030104","失敗1",""
"100301","vo_btl_100301_lose_002","vo_btl_100301","10030105","失敗2",""
"100301","vo_btl_100301_lose_003","vo_btl_100301","10030106","失敗3",""
"100301","vo_btl_100301_retire_001","vo_btl_100301","10030107","暈眩1",""
"100301","vo_btl_100301_retire_002","vo_btl_100301","10030108","暈眩2",""
"100301","vo_btl_100301_retire_003","vo_btl_100301","10030109","暈眩3",""
"100301","vo_btl_100301_cutin_001","vo_btl_100301","10030110","技能切入1",""
"100301","vo_btl_100301_cutin_002","vo_btl_100301","10030111","技能切入2",""
"100301","vo_btl_100301_cutin_003","vo_btl_100301","10030112","技能切入3",""
"100301","vo_btl_100301_skill_000_001","vo_btl_100301","10030113","必殺技1",""
"100301","vo_btl_100301_skill_000_002","vo_btl_100301","10030114","必殺技2",""
"100301","vo_btl_100301_skill_000_003","vo_btl_100301","10030115","必殺技3",""
"100301","vo_btl_100301_wavestart","vo_btl_100301","10030116","戰鬥開始",""
"100301","vo_btl_100301_nextwave","vo_btl_100301","10030117","到下一波",""
"100301","vo_btl_100301_lastwave","vo_btl_100301","10030118","到最後一波",""
"100301","vo_cmn_100301_battlestart_001","vo_cmn_100301","10030119","讀取戰鬥前",""
"100301","vo_cmn_100301_battleresult_001","vo_cmn_100301","10030120","戰鬥結果1",""
"100301","vo_cmn_100301_battleresult_002","vo_cmn_100301","10030121","戰鬥結果2",""
"100301","vo_cmn_100301_mypage_001","vo_cmn_100301","10030122","主頁1",""
"100301","vo_cmn_100301_mypage_002","vo_cmn_100301","10030123","主頁2",""
"100301","vo_cmn_100301_mypage_003","vo_cmn_100301","10030124","主頁3",""
"100301","vo_cmn_100301_mypage_004","vo_cmn_100301","10030125","主頁4",""
"100301","vo_cmn_100301_mypage_005","vo_cmn_100301","10030126","主頁5",""
"100301","vo_cmn_100301_gacha_001","vo_cmn_100301","10030127","轉蛋登場台詞",""
"100301","vo_cmn_100301_profile_001","vo_cmn_100301","10030128","自我介紹",""
"100301","vo_room_100301_auto_001","vo_room_100301","10030129","公會小屋1",""
"100301","vo_room_100301_auto_002","vo_room_100301","10030130","公會小屋2",""
"100301","vo_room_100301_auto_003","vo_room_100301","10030131","公會小屋3",""
"100301","vo_room_100301_auto_004","vo_room_100301","10030132","公會小屋4",""
"100301","vo_room_100301_auto_005","vo_room_100301","10030133","公會小屋5",""
"100301","vo_room_100301_tap_001","vo_room_100301","10030134","點選公會小屋1",""
"100301","vo_room_100301_tap_002","vo_room_100301","10030135","點選公會小屋2",""
"100301","vo_room_100301_tap_003","vo_room_100301","10030136","點選公會小屋3",""
"100301","vo_room_100301_tap_004","vo_room_100301","10030137","點選公會小屋4",""
"100302","vo_btl_100302_win_001","vo_btl_100302","10030201","勝利1",""
"100302","vo_btl_100302_win_002","vo_btl_100302","10030202","勝利2",""
"100302","vo_btl_100302_win_003","vo_btl_100302","10030203","勝利3",""
"100302","vo_btl_100302_lose_001","vo_btl_100302","10030204","失敗1",""
"100302","vo_btl_100302_lose_002","vo_btl_100302","10030205","失敗2",""
"100302","vo_btl_100302_lose_003","vo_btl_100302","10030206","失敗3",""
"100302","vo_btl_100302_retire_001","vo_btl_100302","10030207","暈眩1",""
"100302","vo_btl_100302_retire_002","vo_btl_100302","10030208","暈眩2",""
"100302","vo_btl_100302_retire_003","vo_btl_100302","10030209","暈眩3",""
"100302","vo_btl_100302_cutin_001","vo_btl_100302","10030210","技能切入1",""
"100302","vo_btl_100302_cutin_002","vo_btl_100302","10030211","技能切入2",""
"100302","vo_btl_100302_cutin_003","vo_btl_100302","10030212","技能切入3",""
"100302","vo_btl_100302_skill_000_001","vo_btl_100302","10030213","必殺技1",""
"100302","vo_btl_100302_skill_000_002","vo_btl_100302","10030214","必殺技2",""
"100302","vo_btl_100302_skill_000_003","vo_btl_100302","10030215","必殺技3",""
"100302","vo_btl_100302_wavestart","vo_btl_100302","10030216","戰鬥開始",""
"100302","vo_btl_100302_nextwave","vo_btl_100302","10030217","到下一波",""
"100302","vo_btl_100302_lastwave","vo_btl_100302","10030218","到最後一波",""
"100302","vo_cmn_100302_battlestart_001","vo_cmn_100302","10030219","讀取戰鬥前",""
"100302","vo_cmn_100302_battleresult_001","vo_cmn_100302","10030220","戰鬥結果1",""
"100302","vo_cmn_100302_battleresult_002","vo_cmn_100302","10030221","戰鬥結果2",""
"100302","vo_cmn_100302_mypage_001","vo_cmn_100302","10030222","主頁1",""
"100302","vo_cmn_100302_mypage_002","vo_cmn_100302","10030223","主頁2",""
"100302","vo_cmn_100302_mypage_003","vo_cmn_100302","10030224","主頁3",""
"100302","vo_cmn_100302_mypage_004","vo_cmn_100302","10030225","主頁4",""
"100302","vo_cmn_100302_mypage_005","vo_cmn_100302","10030226","主頁5",""
"100302","vo_cmn_100302_gacha_001","vo_cmn_100302","10030227","轉蛋登場台詞",""
"100302","vo_cmn_100302_profile_001","vo_cmn_100302","10030228","自我介紹",""
"100302","vo_room_100302_auto_001","vo_room_100302","10030229","公會小屋1",""
"100302","vo_room_100302_auto_002","vo_room_100302","10030230","公會小屋2",""
"100302","vo_room_100302_auto_003","vo_room_100302","10030231","公會小屋3",""
"100302","vo_room_100302_auto_004","vo_room_100302","10030232","公會小屋4",""
"100302","vo_room_100302_auto_005","vo_room_100302","10030233","公會小屋5",""
"100302","vo_room_100302_tap_001","vo_room_100302","10030234","點選公會小屋1",""
"100302","vo_room_100302_tap_002","vo_room_100302","10030235","點選公會小屋2",""
"100302","vo_room_100302_tap_003","vo_room_100302","10030236","點選公會小屋3",""
"100302","vo_room_100302_tap_004","vo_room_100302","10030237","點選公會小屋4",""
"100401","vo_btl_100401_win_001","vo_btl_100401","10040101","勝利1",""
"100401","vo_btl_100401_win_002","vo_btl_100401","10040102","勝利2",""
"100401","vo_btl_100401_win_003","vo_btl_100401","10040103","勝利3",""
"100401","vo_btl_100401_lose_001","vo_btl_100401","10040104","失敗1",""
"100401","vo_btl_100401_lose_002","vo_btl_100401","10040105","失敗2",""
"100401","vo_btl_100401_lose_003","vo_btl_100401","10040106","失敗3",""
"100401","vo_btl_100401_retire_001","vo_btl_100401","10040107","暈眩1",""
"100401","vo_btl_100401_retire_002","vo_btl_100401","10040108","暈眩2",""
"100401","vo_btl_100401_retire_003","vo_btl_100401","10040109","暈眩3",""
"100401","vo_btl_100401_cutin_001","vo_btl_100401","10040110","技能切入1",""
"100401","vo_btl_100401_cutin_002","vo_btl_100401","10040111","技能切入2",""
"100401","vo_btl_100401_cutin_003","vo_btl_100401","10040112","技能切入3",""
"100401","vo_btl_100401_skill_000_001","vo_btl_100401","10040113","必殺技1",""
"100401","vo_btl_100401_skill_000_002","vo_btl_100401","10040114","必殺技2",""
"100401","vo_btl_100401_skill_000_003","vo_btl_100401","10040115","必殺技3",""
"100401","vo_btl_100401_wavestart","vo_btl_100401","10040116","戰鬥開始",""
"100401","vo_btl_100401_nextwave","vo_btl_100401","10040117","到下一波",""
"100401","vo_btl_100401_lastwave","vo_btl_100401","10040118","到最後一波",""
"100401","vo_cmn_100401_battlestart_001","vo_cmn_100401","10040119","讀取戰鬥前",""
"100401","vo_cmn_100401_battleresult_001","vo_cmn_100401","10040120","戰鬥結果1",""
"100401","vo_cmn_100401_battleresult_002","vo_cmn_100401","10040121","戰鬥結果2",""
"100401","vo_cmn_100401_mypage_001","vo_cmn_100401","10040122","主頁1",""
"100401","vo_cmn_100401_mypage_002","vo_cmn_100401","10040123","主頁2",""
"100401","vo_cmn_100401_mypage_003","vo_cmn_100401","10040124","主頁3",""
"100401","vo_cmn_100401_mypage_004","vo_cmn_100401","10040125","主頁4",""
"100401","vo_cmn_100401_mypage_005","vo_cmn_100401","10040126","主頁5",""
"100401","vo_cmn_100401_gacha_001","vo_cmn_100401","10040127","轉蛋登場台詞",""
"100401","vo_cmn_100401_profile_001","vo_cmn_100401","10040128","自我介紹",""
"100401","vo_room_100401_auto_001","vo_room_100401","10040129","公會小屋1",""
"100401","vo_room_100401_auto_002","vo_room_100401","10040130","公會小屋2",""
"100401","vo_room_100401_auto_003","vo_room_100401","10040131","公會小屋3",""
"100401","vo_room_100401_auto_004","vo_room_100401","10040132","公會小屋4",""
"100401","vo_room_100401_auto_005","vo_room_100401","10040133","公會小屋5",""
"100401","vo_room_100401_tap_001","vo_room_100401","10040134","點選公會小屋1",""
"100401","vo_room_100401_tap_002","vo_room_100401","10040135","點選公會小屋2",""
"100401","vo_room_100401_tap_003","vo_room_100401","10040136","點選公會小屋3",""
"100401","vo_room_100401_tap_004","vo_room_100401","10040137","點選公會小屋4",""
"100402","vo_btl_100402_win_001","vo_btl_100402","10040201","勝利1",""
"100402","vo_btl_100402_win_002","vo_btl_100402","10040202","勝利2",""
"100402","vo_btl_100402_win_003","vo_btl_100402","10040203","勝利3",""
"100402","vo_btl_100402_lose_001","vo_btl_100402","10040204","失敗1",""
"100402","vo_btl_100402_lose_002","vo_btl_100402","10040205","失敗2",""
"100402","vo_btl_100402_lose_003","vo_btl_100402","10040206","失敗3",""
"100402","vo_btl_100402_retire_001","vo_btl_100402","10040207","暈眩1",""
"100402","vo_btl_100402_retire_002","vo_btl_100402","10040208","暈眩2",""
"100402","vo_btl_100402_retire_003","vo_btl_100402","10040209","暈眩3",""
"100402","vo_btl_100402_cutin_001","vo_btl_100402","10040210","技能切入1",""
"100402","vo_btl_100402_cutin_002","vo_btl_100402","10040211","技能切入2",""
"100402","vo_btl_100402_cutin_003","vo_btl_100402","10040212","技能切入3",""
"100402","vo_btl_100402_skill_000_001","vo_btl_100402","10040213","必殺技1",""
"100402","vo_btl_100402_skill_000_002","vo_btl_100402","10040214","必殺技2",""
"100402","vo_btl_100402_skill_000_003","vo_btl_100402","10040215","必殺技3",""
"100402","vo_btl_100402_wavestart","vo_btl_100402","10040216","戰鬥開始",""
"100402","vo_btl_100402_nextwave","vo_btl_100402","10040217","到下一波",""
"100402","vo_btl_100402_lastwave","vo_btl_100402","10040218","到最後一波",""
"100402","vo_cmn_100402_battlestart_001","vo_cmn_100402","10040219","讀取戰鬥前",""
"100402","vo_cmn_100402_battleresult_001","vo_cmn_100402","10040220","戰鬥結果1",""
"100402","vo_cmn_100402_battleresult_002","vo_cmn_100402","10040221","戰鬥結果2",""
"100402","vo_cmn_100402_mypage_001","vo_cmn_100402","10040222","主頁1",""
"100402","vo_cmn_100402_mypage_002","vo_cmn_100402","10040223","主頁2",""
"100402","vo_cmn_100402_mypage_003","vo_cmn_100402","10040224","主頁3",""
"100402","vo_cmn_100402_mypage_004","vo_cmn_100402","10040225","主頁4",""
"100402","vo_cmn_100402_mypage_005","vo_cmn_100402","10040226","主頁5",""
"100402","vo_cmn_100402_gacha_001","vo_cmn_100402","10040227","轉蛋登場台詞",""
"100402","vo_cmn_100402_profile_001","vo_cmn_100402","10040228","自我介紹",""
"100402","vo_room_100402_auto_001","vo_room_100402","10040229","公會小屋1",""
"100402","vo_room_100402_auto_002","vo_room_100402","10040230","公會小屋2",""
"100402","vo_room_100402_auto_003","vo_room_100402","10040231","公會小屋3",""
"100402","vo_room_100402_auto_004","vo_room_100402","10040232","公會小屋4",""
"100402","vo_room_100402_auto_005","vo_room_100402","10040233","公會小屋5",""
"100402","vo_room_100402_tap_001","vo_room_100402","10040234","點選公會小屋1",""
"100402","vo_room_100402_tap_002","vo_room_100402","10040235","點選公會小屋2",""
"100402","vo_room_100402_tap_003","vo_room_100402","10040236","點選公會小屋3",""
"100402","vo_room_100402_tap_004","vo_room_100402","10040237","點選公會小屋4",""
"100601","vo_btl_100601_win_001","vo_btl_100601","10060101","勝利1",""
"100601","vo_btl_100601_win_002","vo_btl_100601","10060102","勝利2",""
"100601","vo_btl_100601_win_003","vo_btl_100601","10060103","勝利3",""
"100601","vo_btl_100601_lose_001","vo_btl_100601","10060104","失敗1",""
"100601","vo_btl_100601_lose_002","vo_btl_100601","10060105","失敗2",""
"100601","vo_btl_100601_lose_003","vo_btl_100601","10060106","失敗3",""
"100601","vo_btl_100601_retire_001","vo_btl_100601","10060107","暈眩1",""
"100601","vo_btl_100601_retire_002","vo_btl_100601","10060108","暈眩2",""
"100601","vo_btl_100601_retire_003","vo_btl_100601","10060109","暈眩3",""
"100601","vo_btl_100601_cutin_001","vo_btl_100601","10060110","技能切入1",""
"100601","vo_btl_100601_cutin_002","vo_btl_100601","10060111","技能切入2",""
"100601","vo_btl_100601_cutin_003","vo_btl_100601","10060112","技能切入3",""
"100601","vo_btl_100601_skill_000_001","vo_btl_100601","10060113","必殺技1",""
"100601","vo_btl_100601_skill_000_002","vo_btl_100601","10060114","必殺技2",""
"100601","vo_btl_100601_skill_000_003","vo_btl_100601","10060115","必殺技3",""
"100601","vo_btl_100601_wavestart","vo_btl_100601","10060116","戰鬥開始",""
"100601","vo_btl_100601_nextwave","vo_btl_100601","10060117","到下一波",""
"100601","vo_btl_100601_lastwave","vo_btl_100601","10060118","到最後一波",""
"100601","vo_cmn_100601_battlestart_001","vo_cmn_100601","10060119","讀取戰鬥前",""
"100601","vo_cmn_100601_battleresult_001","vo_cmn_100601","10060120","戰鬥結果1",""
"100601","vo_cmn_100601_battleresult_002","vo_cmn_100601","10060121","戰鬥結果2",""
"100601","vo_cmn_100601_mypage_001","vo_cmn_100601","10060122","主頁1",""
"100601","vo_cmn_100601_mypage_002","vo_cmn_100601","10060123","主頁2",""
"100601","vo_cmn_100601_mypage_003","vo_cmn_100601","10060124","主頁3",""
"100601","vo_cmn_100601_mypage_004","vo_cmn_100601","10060125","主頁4",""
"100601","vo_cmn_100601_mypage_005","vo_cmn_100601","10060126","主頁5",""
"100601","vo_cmn_100601_gacha_001","vo_cmn_100601","10060127","轉蛋登場台詞",""
"100601","vo_cmn_100601_profile_001","vo_cmn_100601","10060128","自我介紹",""
"100601","vo_room_100601_auto_001","vo_room_100601","10060129","公會小屋1",""
"100601","vo_room_100601_auto_002","vo_room_100601","10060130","公會小屋2",""
"100601","vo_room_100601_auto_003","vo_room_100601","10060131","公會小屋3",""
"100601","vo_room_100601_auto_004","vo_room_100601","10060132","公會小屋4",""
"100601","vo_room_100601_auto_005","vo_room_100601","10060133","公會小屋5",""
"100601","vo_room_100601_tap_001","vo_room_100601","10060134","點選公會小屋1",""
"100601","vo_room_100601_tap_002","vo_room_100601","10060135","點選公會小屋2",""
"100601","vo_room_100601_tap_003","vo_room_100601","10060136","點選公會小屋3",""
"100601","vo_room_100601_tap_004","vo_room_100601","10060137","點選公會小屋4",""
"100602","vo_btl_100602_win_001","vo_btl_100602","10060201","勝利1",""
"100602","vo_btl_100602_win_002","vo_btl_100602","10060202","勝利2",""
"100602","vo_btl_100602_win_003","vo_btl_100602","10060203","勝利3",""
