d262deeedd0212199f17d02b6b6ad375515fbe11d8bb519cf04f4d8bbbed2cf1,bd5e2b1d8ee4b08c1013533cdc82de7ae5eb395eede953d541c681dff227f9fa,0f0bfe9aaf5ea8466cd46734e386d15337473bb2e78877c21373de90c278ece4,f81ca7f4e1a0f3fc31c93c4f8f1daa48438ac089408094078d0d34dc810227a3,ff295ff6d5c069e18acc73db694e78eedb658472f0b8525ef9a8b317bb08fc38,59f3981e2a5c3ae7c622b09a896c59e53f9c5745dd869f1a9e38bf1b83f8e6da,f8ca247f2d77d967a0dae74d6fdbe9be4f4e17357edee53c9ea88d5911ac1796,9696baace2b72591ddd9c4b79731cf7bbb9def794f7d21bd36cfb708f6b1d244,793295e2b04c0261bb69277db6347d64368b55981fa72a674d21afa86f2f64f8,0308316a389030afe95b9c46ab024ccbf263b5df4c256289dff6aa5563e36b1d,5ad429950ee62b4e14347881044135a59124dd1711a14c3ebe4a998622e93367,39b8969bb8028bab59d0bbccb27efd6bb4b8d92e9de8d40c1709b94a4661a130,fb6f969df83315c57808440b04ca90f3d61d39da98b37ffff474d23ef75c5b5d,7259058b051e16907b25893f724ac9ba06b0d7d470bf13cfef32e2b326149725,9f0c0a388719fdb784adea1c89c33944c699270ba3e8c7da6393ddaf430be971,166c8797e731047ca0914afcbb78cde6f49674ac25c03dea13e05935ded2f315,d1e0eb2e2c3bc60bfc257cdb5fabdfa970f226298f9190dd19f839f6549efb8f,5d0847841c06e4fa15417b8c03a8455c3fd6af5b84ed55e44bc6da808c11d189,f944a6f9b74f22d5fa99b81a0b77e94f56df1bb3a0a08e92b9b16e8edfcbaf78,69c645bbbc1938b5279a2aac3f81709f12c309dff870f6a51c21c0f6818eb628,ec7651dbf81806d2596bc16956be5f4ee2279474ce56b21d0c27efc991d38daa,d249a82c35c7f499a71091935992b761586bc27c74661017df745e870b01f334,ad6ca6c21193c66a722dc7a122232568efc0ae7a6eb94bf3954f633ed3206b15,0edc56199b4ef1e929955cce31cd2ff6d4ddf9123faeb6d2f6764f83321b7077
"1002","1","0","3","1002","10860101","108601","0","0","0","0","0","5","0","1001","0","0","0","0","0","0","0","0","1001"
"1001","1","0","3","1002","10870101","108701","1","1001","0","0","0","13","1","1002","0","1","1002","1","0","0","1","1002","1001"
"1","1","0","4","1001","10880101","108801","0","1","0","0","0","10","1001","1002","0","0","1","1001","0","0","1002","0","1002"
"1002","1001","0","3","1002","10890101","108901","0","0","0","0","0","6","0","1","0","0","0","1","0","0","0","0","1001"
"1002","1","0","3","1001","10900101","109001","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1001","0","4","1","10910101","109101","1001","1002","0","0","0","11","1","1","0","0","1","1001","0","0","1","0","1002"
"1002","1","0","3","1001","10920101","109201","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","3","1001","10930101","109301","0","0","0","0","0","6","0","1002","0","0","0","1001","0","0","0","0","1001"
"1002","1001","0","4","1","10940101","109401","1001","1002","0","0","0","11","1","1","0","0","1","1001","0","0","1","0","1002"
"1002","1","0","3","1001","10950101","109501","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1001","1","0","4","1001","10960101","109601","0","0","0","0","0","7","0","1002","0","0","1001","1","0","0","0","0","1002"
"1","1001","0","5","1","10970101","109701","0","1002","0","0","0","9","0","1002","0","0","1001","1","0","0","1","0","1001"
"1002","1","0","3","1001","10980101","109801","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","3","1002","10990101","109901","1002","1001","0","0","0","11","1","1001","0","0","1002","1001","0","0","1","0","1001"
"2001","2001","0","3","1002","10990102","109901","1002","1001","0","0","0","11","2001","1001","0","0","1002","1001","0","0","2001","0","1001"
"1001","1001","0","11","1","11000101","110001","1001","1001","0","0","0","12","1002","1","0","0","1001","1","0","0","1","1","1001"
"0","1002","0","1","1001","11000102","110001","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1001"
"1002","1","0","3","1001","11010101","110101","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1002","0","4","1","11020101","110201","0","0","0","0","0","6","0","1","0","0","0","1002","0","0","0","0","1001"
"1","1002","0","4","1","11030101","110301","0","1002","0","0","0","9","0","1","0","0","1","1002","0","0","1","0","1001"
"1002","1","0","3","1001","11040101","110401","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","4","1001","11050101","110501","1001","1002","0","0","0","11","1","1002","0","0","1001","1001","0","0","1","0","1002"
"1002","1","0","3","1001","11060101","110601","1001","1002","0","0","0","11","1","1","0","0","1001","1","0","0","1","0","1002"
"1002","1","0","3","1001","11070101","110701","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","2","1002","11080101","110801","0","0","0","0","0","6","0","1","0","0","0","1","0","0","0","0","1001"
"1","1002","0","4","1","11090101","110901","0","0","0","0","0","6","0","1","0","0","0","1002","0","0","0","0","1001"
"1","1","0","4","1002","11100101","111001","0","0","0","0","0","8","0","1001","0","0","1","1002","0","0","1","0","1001"
"1002","1","0","3","1001","11110101","111101","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1002","11120101","111201","1","1","0","0","0","12","1001","1001","0","0","1001","1","0","0","1002","1002","1001"
"1001","1001","0","4","1001","11130101","111301","0","0","0","0","0","7","0","1002","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","7","1001","11140101","111401","1001","1002","0","0","0","11","1","1001","0","0","1","1001","0","0","1","0","2001"
"1","1","0","3","1002","11150101","111501","1001","1","0","0","0","13","1002","1002","0","1002","1002","1001","0","0","1","1","1001"
"2002","1","0","1","2002","11150102","111501","2002","2001","0","0","0","11","1","2001","0","0","1","1","0","0","2002","0","1"
"1002","1","0","2","1002","11160101","111601","1001","1","0","0","0","11","1","1","0","0","1","1","0","0","1002","0","1001"
"1002","1","0","3","1001","11170101","111701","1001","1","0","0","0","12","1","1001","0","0","1001","1","0","0","1002","1002","1002"
"1","1","0","3","1002","11180101","111801","1001","1002","0","0","0","12","1","1001","0","0","1001","1002","0","0","1","1002","1001"
"1002","1","0","3","1001","11190101","111901","1001","1002","0","0","0","11","1","1","0","0","1001","1","0","0","1","0","1002"
"1002","1","0","3","1001","11200101","112001","0","0","0","0","0","8","0","1001","0","0","1001","1","0","0","1","0","1002"
"1","1","0","5","1001","11210101","112101","1","1001","0","0","0","11","1002","1002","0","0","1","1001","0","0","1","0","1002"
"1002","1","0","3","1001","11220101","112201","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1001","1","0","3","1002","11230101","112301","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1001","1","0","3","1002","11240101","112401","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1","1","0","4","1001","11250101","112501","0","0","0","0","0","7","0","1002","0","0","1","1001","0","0","0","0","1002"
"1001","1001","0","4","1","11260101","112601","0","0","0","0","0","8","0","1002","0","0","1001","1","0","0","1","0","1001"
"1002","1002","0","3","1002","11270101","112701","0","1","0","0","0","9","0","1","0","0","1002","1","0","0","1","0","1001"
"1001","1","0","5","1002","11280101","112801","1002","1001","0","0","0","12","1","1002","0","0","1","1002","0","0","1002","1","1001"
"1002","1001","0","3","1002","11290101","112901","1","1002","0","0","0","11","1","1","0","0","1001","1","0","0","1","0","1001"
"1","1","0","3","1001","11300101","113001","1001","1","0","0","0","11","1","1002","0","0","1","1001","0","0","1002","0","1002"
"1","1","0","7","1","11310101","113101","1001","1002","0","0","0","13","1","1001","0","1002","1001","1002","0","0","1","1","1001"
"1","1","0","3","1002","11320101","113201","0","1002","0","0","0","9","0","1001","0","0","1001","1002","0","0","1","0","1001"
"1002","1","0","3","1001","11330101","113301","1001","1002","0","0","0","11","1","1","0","0","1001","1","0","0","1","0","1002"
"1002","1001","0","4","1002","11340101","113401","1","1","0","0","0","12","1002","1","0","0","1001","1","0","0","1","1001","1001"
"1001","1","0","3","1002","11350101","113501","1","1002","0","0","0","13","1","1","0","1002","1","1002","0","0","1001","1001","1001"
"1001","1","0","3","1001","11360101","113601","1","1","0","0","0","13","1002","1002","0","1002","1002","1","0","0","1001","1001","1002"
"1002","1","0","3","1002","11370101","113701","1","1002","0","0","0","13","1","1001","0","1002","1","1","0","0","1001","1001","1001"
"1002","1","0","3","1002","11380101","113801","1001","1","0","0","0","13","1002","1001","0","1002","1001","1","0","0","1002","1","1001"
"1001","1","0","5","1001","11390101","113901","1002","1001","0","0","0","11","1","1002","0","0","1002","1","0","0","1","0","1002"
"1","1","0","3","1001","11400101","114001","1001","1001","0","0","0","11","1","1002","0","0","1","1001","0","0","1002","0","1002"
"1","1001","0","5","1","11410101","114101","0","1","0","0","0","10","1001","1002","0","0","1001","1","0","0","1002","0","1002"
"1002","1002","0","6","1","11420101","114201","1001","1","0","0","0","13","1","1001","0","1002","1001","1","0","0","1002","1","1001"
"1","1","0","3","1001","11430101","114301","1","1001","0","0","0","12","1002","1001","0","0","1001","1002","0","0","1","1001","1002"
"1","1","0","4","1002","11440101","114401","0","1","0","0","0","10","1002","1002","0","0","1","1002","0","0","1002","0","1001"
"1","1002","0","4","1","11450101","114501","0","1002","0","0","0","10","1","1001","0","0","1001","1002","0","0","1","0","1001"
"1002","1","0","4","1001","11460101","114601","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1","1","0","4","1002","11470101","114701","0","1","0","0","0","10","1002","1002","0","0","1","1002","0","0","1002","0","1001"
"1","1002","1002","6","1","11500101","115001","1","1","0","1","0","17","1001","1001","1001","1","1","1001","1","0","1002","1001","1001"
"1","1","0","3","1001","11550101","115501","1002","1","0","0","0","13","1001","1001","0","1001","1001","1002","0","0","1","1","1002"
"1002","1","0","6","1001","11560101","115601","0","1001","0","0","0","10","1002","1001","0","0","1001","1","0","0","1","0","1002"
"1","1","0","3","1002","11570101","115701","1001","1","0","0","0","12","1002","1001","0","0","1001","1002","0","0","1","1","1001"
"0","0","0","2","2003","11580101","115801","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2003"
"0","2002","0","1","1","11580102","115801","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2001"
"1002","1002","0","1","1","11580103","115801","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1001"
"1001","1","0","3","1002","11590101","115901","0","0","0","0","0","8","0","1002","0","0","1002","1","0","0","1","0","1001"
"1","1","0","4","1001","11600101","116001","0","1","0","0","0","9","0","1001","0","0","1","1002","0","0","1001","0","1002"
"1002","1","0","2","1002","11620101","116201","0","0","0","0","0","6","0","1001","0","0","0","1","0","0","0","0","1001"
"1","1001","0","3","1","11630101","116301","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1002"
"1001","2001","0","4","1001","11640101","116401","0","1001","0","0","0","10","2001","1002","0","0","1002","2001","0","0","2001","0","1002"
"1002","1","0","3","1002","11650101","116501","0","1002","0","0","0","9","0","1001","0","0","1001","1","0","0","1","0","1001"
"1001","1","0","3","1001","11660101","116601","0","1","0","0","0","9","0","1002","0","0","1002","1","0","0","1001","0","1002"
"1","1","0","4","1002","11670101","116701","0","1","0","0","0","10","1002","1001","0","0","1","1002","0","0","1001","0","1001"
"1002","1","0","3","1001","11680101","116801","1","1001","0","0","0","11","1002","1001","0","0","1","1001","0","0","1","0","1002"
"1","1","1001","12","1002","11690101","116901","1","1002","1","1","0","19","1001","1002","1002","1","1001","1002","1","1001","1","1001","1002"
"1","1","0","3","1001","11700101","117001","0","1","0","0","0","9","0","1001","0","0","1","1002","0","0","1001","0","1002"
"1001","1002","0","5","1001","11710101","117101","1001","1","0","0","0","12","1","1","0","1002","1001","1","0","0","1002","1","1"
"1001","1001","0","6","1","11720101","117201","1","1","0","0","0","12","1002","1","0","0","1002","1","0","0","1001","1002","1001"
"1","1","1002","7","1002","11730101","117301","1","1","0","0","0","16","1002","1001","0","1","1","1002","1","0","1001","1001","1001"
"1001","1001","0","4","1","11740101","117401","0","1","0","0","0","10","1001","1","0","0","1002","1","0","0","1","0","1002"
"1","1","0","3","1002","11750101","117501","0","1002","0","0","0","9","0","1001","0","0","1001","1002","0","0","1","0","1001"
"1002","1001","1","6","1002","11760101","117601","1002","1001","0","0","0","16","1","1","0","1001","1002","1","1002","0","1","1","1"
"1001","1","1","6","1001","11770101","117701","1002","1","0","1","0","17","1001","1002","1001","1001","1002","1","1002","0","1001","1","1002"
"1001","1","0","5","1001","11780101","117801","0","1","0","0","0","9","0","1002","0","0","1001","1","0","0","1002","0","1002"
"1","1","0","3","1001","11790101","117901","0","1002","0","0","0","9","0","1001","0","0","1","1002","0","0","1001","0","1002"
"1002","1001","0","4","1002","11800101","118001","1001","1002","0","0","0","13","1","1","0","1001","1","1001","0","0","1001","1","1001"
"1","1","0","4","1002","11810101","118101","0","1","0","0","0","10","1002","1001","0","0","1","1002","0","0","1001","0","1001"
"1001","1001","1001","8","2001","11820101","118201","1002","1001","0","0","0","16","1001","1002","0","1001","1001","1002","1001","0","2001","2001","1002"
"1001","2001","0","4","1001","11850101","118501","0","1001","0","0","0","10","2001","1002","0","0","1002","2001","0","0","2001","0","1002"
"0","1002","0","3","1001","11860101","118601","0","0","0","0","0","4","0","1001","0","0","0","0","0","0","0","0","2001"
"0","1001","0","2","1002","11860102","118601","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1001"
"0","1001","0","2","1002","11860103","118601","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1001"
"1001","1","0","3","1001","11900101","119001","0","1001","0","0","0","9","0","1002","0","0","1","1","0","0","1002","0","1002"
"1001","1002","0","3","1","11910101","119101","0","0","0","0","0","7","0","1","0","0","1002","1","0","0","0","0","1001"
"1002","1","0","3","1001","11920101","119201","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1002"
"1002","1","0","3","1002","11930101","119301","0","1","0","0","0","9","0","1001","0","0","1001","1","0","0","1002","0","1001"
"1","1","0","4","1001","11990101","119901","0","0","0","0","0","8","0","1001","0","0","1001","1002","0","0","1","0","1002"
"1002","1","0","3","1002","12000101","120001","0","0","0","0","0","7","0","1","0","0","1001","1","0","0","0","0","1001"
"1","1","0","4","1002","12070101","120701","0","0","0","0","0","7","0","1002","0","0","1","1001","0","0","0","0","1001"
"0","1","0","1","2001","12070102","120701","0","0","0","0","0","4","0","2002","0","0","0","0","0","0","0","0","2002"
"1001","1001","1","9","1002","12080101","120801","1","1001","1","0","0","18","1","1","1","1","1002","1","1002","0","1","1001","2001"
"1","1","0","3","1002","12090101","120901","0","0","0","0","0","7","0","1001","0","0","1001","1002","0","0","0","0","1001"
"1","1","0","4","1001","12100101","121001","0","0","0","0","0","8","0","1002","0","0","1002","1001","0","0","1","0","1002"
"1","1","0","3","1001","12110101","121101","0","1001","0","0","0","9","0","1002","0","0","1002","1001","0","0","1","0","1002"
"1001","1","0","4","1001","12120101","121201","0","1001","0","0","0","10","1","1002","0","0","1002","1","0","0","1","0","1002"
"1001","1002","0","5","1001","12120102","121201","2001","1002","0","0","0","11","2001","2001","0","0","2001","1002","0","0","1001","0","2001"
"1002","1001","0","5","1","12130101","121301","0","0","0","0","0","8","0","1","0","0","1001","1","0","0","1","0","1002"
"1","1","0","4","1001","12140101","121401","0","1","0","0","0","10","1001","1002","0","0","1","1001","0","0","1002","0","1002"
"1001","1","0","3","1001","12150101","121501","0","0","0","0","0","8","0","1002","0","0","1002","1","0","0","1","0","1002"
"1001","1001","0","3","1001","12160101","121601","0","1001","0","0","0","9","0","1","0","0","1","1","0","0","1002","0","1002"
"1002","1","0","3","1002","12190101","121901","0","1","0","0","0","9","0","1001","0","0","1001","1","0","0","1002","0","1001"
"1","1","0","2","1001","12200101","122001","0","0","0","0","0","5","0","1002","0","0","0","0","0","0","0","0","2001"
"1001","1","0","3","1001","12210101","122101","0","0","0","0","0","8","0","1","0","0","1002","1","0","0","1001","0","1002"
"1001","1","0","3","1001","12220101","122201","1","1","0","0","0","11","1002","1002","0","0","1002","1","0","0","1001","0","1002"
"1001","1","0","3","1002","12230101","122301","0","0","0","0","0","8","0","1002","0","0","1002","1","0","0","1","0","1001"
"0","2001","0","2","2002","12230102","122301","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2001"
"1","1","0","3","1002","12240101","122401","1002","1","0","0","0","11","1001","1001","0","0","1002","1001","0","0","1","0","1001"
