511788243220121081916976655bd9a68e0956e8af7e4cc18c14561ce64a485e,bfa9123a4320c2c66b114b682de713755e789649dd61c4986d33e021bb4537b2,1702681c2eb5dea78450d29d6312505c7d4d892b215be29bc113d0bc483b8b6f,a1b39b4246cfc6a53be1d46ac0904f4e3b26925db127dcc825a1366137d45129,54d2f1818930580c5c7de1d5db47a853380ed16ec66b6eb3f29ddbb8bb111113,1a65d1c853daa5c8de25a7fd278bcd40422bbcf95c2963f2723382d1d59b4b75,921b9abdc928cf0c8d3c51c39cebb71f024261480b9a962cffa4f507661cd759,e8bc994eddd9becd505263ae742c1ffcdf08dcd02e2e26a880882337998f7eb1,bdbdb679d26ba045be4b23a869c84b045f1db7b4249ee23a8a78e016137a8d20,e2ff50c0299caa67271ea2d49cebca5b5544d2d3ff467908459c6eb445123109,75f1b6a0ff5faa76d84c3cc89126db56133825b27bf43f5e281474fce3945550,a9e5d5e559198e37ff1b1319f3f461f40f15b6c11795749f22cd2d333c01ebf6,b7e2b63b8a733e69ce57e8e719c3789c54f25434b97f3cc37bfba55d61fafe07,3601d11176e33b8c29d0b7c50010c724a3c98e627c2110ca1e9104ef2a06d5a7,da894361cbb399559d925d911e9a7272da18e88ca8d2985103648e72fd7d4cda,4745755bc8398fa6e2bfc5574254870b4dc2da2c7428831292b42522840fa1a8,9077a9a02e071111e9afc07b4189df2c434c8dfdde9b7292b4f5dd53d30ea872,9a44d6020b19a4c4f94de2b0169adbb250aa206246da78fdcd70877ef89e1b93,d356da6b3c01e8a0349270f3b30ffa6628b40fd4a8629b794910262d5953eb02
"","0","1","90","3","0","0","1","0","84","610017006","0","0","0","0","1.5","1","10017","5"
"","0","1","90","1","5019321","610019401","4","200","-50","610019004","0","5019322","0","0","1.5","1.25","10019","5"
"","50","1","90","2","0","0","1","0","-50","610019005","0","5019323","0","0","1.5","1.25","10019","5"
"","0","1","90","3","0","0","1","0","-50","610019006","0","0","0","0","1.5","1.25","10019","5"
"","60","1","90","1","5021321","0","1","0","0","610021004","0","5021322","0","0","1.5","1","10021","5"
"","0","1","90","2","0","0","3","30","0","610021005","0","5021323","0","0","1.5","1","10021","5"
"","0","1","90","3","0","0","1","0","0","610021006","0","0","0","0","1.5","1","10021","5"
"","75","1","135","1","5023321","0","1","0","-50","610023004","0","5023322","0","0","1.5","1.25","10023","5"
"","25","1","135","2","0","0","1","0","-50","610023005","0","5023323","0","0","1.5","1.25","10023","5"
"","0","1","135","3","0","0","1","0","-50","610023006","0","0","0","0","1.5","1.25","10023","5"
"","0","1","140","1","5025321","610025401","2","0","-50","610025004","600","5025322","0","3","5.5","1.25","10025","5"
"","50","1","140","2","0","0","1","0","-50","610025005","0","5025323","0","0","1.5","1.25","10025","5"
"","0","1","140","3","0","0","1","0","-50","610025006","0","0","0","0","1.5","1.25","10025","5"
"","60","1","145","1","5027321","0","1","0","-50","610027004","600","5027322","0","3","5.5","1.25","10027","5"
"","0","1","145","2","0","610027501","2","0","-50","610027005","600","5027323","0","0","1.5","1.25","10027","5"
"","0","1","145","3","0","0","1","0","-50","610027006","0","0","0","0","1.5","1.25","10027","5"
"","0","1","145","1","5029321","610029401","2","0","0","610029004","600","5029322","0","3","5.5","1.5","10029","5"
"","60","1","145","2","0","0","1","0","0","610029005","0","5029323","0","0","1.5","1.5","10029","5"
"","0","1","145","3","0","0","1","0","0","610029006","0","0","0","0","1.5","1.5","10029","5"
"","0","1","150","1","5031321","610031401","2","0","-50","610031004","600","5031322","0","3","5.5","1.25","10031","5"
"","50","1","150","2","0","0","1","0","-50","610031005","0","5031323","0","0","1.5","1.25","10031","5"
"","0","1","150","3","0","0","1","0","-50","610031006","0","0","0","0","1.5","1.25","10031","5"
"","50","1","150","1","5033321","0","1","0","-50","610033004","600","5033322","0","3","5.5","1.25","10033","5"
"","0","1","150","2","0","610033402","2","0","-50","610033005","600","5033323","0","0","1.5","1.25","10033","5"
"","0","1","150","3","0","0","1","0","-50","610033006","0","0","0","0","1.5","1.25","10033","5"
"","70","1","90","1","5011321","0","1","0","0","610034004","0","5011322","0","0","1.5","1.4","10034","5"
"","40","1","90","2","0","0","1","0","0","610034005","0","5011323","0","0","1.5","1.4","10034","5"
"","0","1","90","3","0","0","1","0","0","610034006","0","0","0","0","1.5","1.4","10034","5"
"","0","1","155","1","5035321","610035401","2","0","5","610035004","600","5035322","0","3","5.5","2.5","10035","5"
"","0","1","155","2","0","610035402","2","0","5","610035005","600","5035323","0","0","1.5","2.5","10035","5"
"","0","1","155","3","0","0","1","0","5","610035006","0","0","0","0","1.5","2.5","10035","5"
"","75","1","155","1","5036321","0","1","0","-50","610036004","600","5036322","0","3","5.5","0.4","10036","5"
"","20","1","155","2","0","0","1","0","-50","610036005","600","5036323","0","0","1.5","0.4","10036","5"
"","0","1","155","3","0","0","1","0","-50","610036006","0","0","0","0","1.5","0.4","10036","5"
"","0","1","90","1","0","610037401","2","0","-50","610037004","600","5012321","0","3","1.5","1.5","10037","5"
"","53","1","90","2","0","0","1","0","-50","610037005","0","5012322","0","0","1.5","1.5","10037","5"
"","0","1","90","3","0","0","1","0","-50","610037006","0","0","0","0","1.5","1.5","10037","5"
"","0","1","155","1","5038321","610038401","2","0","-20","610038004","600","5038322","0","3","5.5","1.8","10038","5"
"310700_detail_idle","55","1","155","2","0","0","1","0","-20","610038005","0","5038323","0","0","1.5","2","10038","5"
"","0","1","155","3","0","0","1","0","-20","610038006","0","0","0","0","1.5","1.8","10038","5"
"","0","1","90","1","0","610039401","2","0","50","610039004","600","5013321","0","3","1.5","0.9","10039","5"
"","50","1","90","2","0","0","1","0","84","610039005","0","5013322","0","0","1.5","1","10039","5"
"","0","1","90","3","0","0","1","0","84","610039006","0","0","0","0","1.5","1","10039","5"
"","0","1","160","1","5040321","610040401","2","0","-20","610040004","600","5040322","0","3","5.5","1.5","10040","5"
"","60","1","160","2","0","0","1","0","-35","610040005","0","5040323","0","0","1.5","1.7","10040","5"
"","0","1","160","3","0","0","1","0","-35","610040006","0","0","0","0","1.5","1.7","10040","5"
"","0","1","90","1","0","610041401","2","0","1","610041004","600","5015321","0","3","1.5","0.9","10041","5"
"","42","1","90","2","0","0","1","0","-50","610041005","0","5015322","0","0","1.5","1.3","10041","5"
"","0","1","90","3","0","0","1","0","-50","610041006","0","0","0","0","1.5","1.3","10041","5"
"","60","1","160","1","5042321","0","5","6500000","-20","610042004","0","5042322","0","0","5.5","1.7","10042","5"
"311100_detail_idle","0","1","160","2","0","610042402","2","0","-20","610042005","600","5042323","0","3","1.5","1.61","10042","5"
"","0","1","160","3","0","0","1","0","-20","610042006","0","0","0","0","1.5","1.7","10042","5"
"","0","1","90","1","5019321","610043401","4","200","-50","610043004","0","5019322","0","0","1.5","1.25","10043","5"
"","67","1","90","2","0","0","1","0","-50","610043005","0","5019323","0","0","1.5","1.25","10043","5"
"","0","1","90","3","0","0","1","0","-50","610043006","0","0","0","0","1.5","1.25","10043","5"
"","70","1","166","1","5044321","0","1","0","-54","610044004","600","5044322","0","3","1.5","1.8","10044","5"
"","30","1","166","2","0","0","1","0","-54","610044005","0","5044323","0","0","1.5","1.8","10044","5"
"","0","1","166","3","0","0","1","0","-54","610044006","0","0","0","0","1.5","1.8","10044","5"
"","65","1","90","1","5021321","0","1","0","0","610045004","0","5021322","0","0","1.5","1","10045","5"
"","0","1","90","2","0","0","3","30","0","610045005","0","5021323","0","0","1.5","1","10045","5"
"","0","1","90","3","0","0","1","0","0","610045006","0","0","0","0","1.5","1","10045","5"
"","30","1","169","1","5046321","0","1","0","-35","610046004","0","5046322","0","0","5.5","1.7","10046","5"
"","0","1","169","2","0","610046402","2","0","-15","610046005","600","5046323","0","3","1.5","1.7","10046","5"
"","0","1","169","3","0","0","1","0","-35","610046006","0","0","0","0","1.5","1.7","10046","5"
"","75","1","90","1","5023321","0","1","0","-50","610047004","0","5023322","0","0","1.5","1.25","10047","5"
"","40","1","90","2","0","0","1","0","-50","610047005","0","5023323","0","0","1.5","1.25","10047","5"
"","0","1","90","3","0","0","1","0","-50","610047006","0","0","0","0","1.5","1.25","10047","5"
"","35","1","172","1","5048321","0","1","0","-35","610048004","0","5048322","0","0","5.5","1.25","10048","5"
"","0","1","172","2","0","610048402","2","0","-35","610048005","600","5048323","0","3","1.5","1.25","10048","5"
"","0","1","172","3","0","0","1","0","-35","610048006","0","0","0","0","1.5","1.25","10048","5"
"","0","1","90","1","5025321","610049401","2","0","-50","610049004","600","5025322","0","3","5.5","1.25","10049","5"
"","63","1","90","2","0","0","1","0","-50","610049005","0","5025323","0","0","1.5","1.25","10049","5"
"","0","1","90","3","0","0","1","0","-50","610049006","0","0","0","0","1.5","1.25","10049","5"
"","0","1","175","1","5050321","610050401","3","35","-35","610050004","0","5050322","0","0","5.5","1.25","10050","5"
"","75","1","175","2","0","0","1","0","-35","610050005","0","5050323","0","0","1.5","1.25","10050","5"
"","0","1","175","3","0","0","1","0","-35","610050006","0","0","0","0","1.5","1.25","10050","5"
"","80","1","130","1","5027321","0","1","0","-50","610051004","600","5027322","0","3","5.5","1.25","10051","5"
"","0","1","130","2","0","610051501","2","0","-50","610051005","600","5027323","0","0","1.5","1.25","10051","5"
"","0","1","130","3","0","0","1","0","-50","610051006","0","0","0","0","1.5","1.25","10051","5"
"","79","1","178","1","5052321","0","1","0","-75","610052004","0","5052322","0","0","5.5","1.7","10052","5"
"","36","1","178","2","0","0","1","0","-75","610052005","0","5052323","0","0","1.5","1.7","10052","5"
"","0","1","178","3","0","0","1","0","-75","610052006","0","0","0","0","1.5","1.7","10052","5"
"","0","1","133","1","0","610053401","2","0","50","610053004","600","5017321","0","3","1.5","0.9","10053","5"
"","69","1","133","2","0","0","1","0","84","610053005","0","5017322","0","0","1.5","1","10053","5"
"","0","1","133","3","0","0","1","0","84","610053006","0","0","0","0","1.5","1","10053","5"
"","28","1","181","1","5054321","0","1","0","-75","610054004","0","5054322","0","0","5.5","1.7","10054","5"
"","0","1","181","2","0","610054402","2","0","-40","610054005","600","5054323","0","0","1.5","1.3","10054","5"
"","0","1","181","3","0","0","1","0","-75","610054006","0","0","0","0","1.5","1.7","10054","5"
"","0","1","136","1","5029321","610055401","2","0","0","610055004","600","5029322","0","3","5.5","1.5","10055","5"
"","73","1","136","2","0","0","1","0","0","610055005","0","5029323","0","0","1.5","1.5","10055","5"
"","0","1","136","3","0","0","1","0","0","610055006","0","0","0","0","1.5","1.5","10055","5"
"","80","1","175","1","5056321","0","1","0","-20","610056004","600","5056322","0","3","5.5","2","10056","5"
"","55","1","175","2","0","0","1","0","-20","610056005","0","5056323","0","0","1.5","2","10056","5"
"","0","1","175","3","0","0","1","0","-20","610056006","0","0","0","0","1.5","2","10056","5"
"","0","1","139","1","5031321","610057401","2","0","-50","610057004","600","5031322","0","3","5.5","1.25","10057","5"
"","60","1","139","2","0","0","1","0","-50","610057005","0","5031323","0","0","1.5","1.25","10057","5"
"","0","1","139","3","0","0","1","0","-50","610057006","0","0","0","0","1.5","1.25","10057","5"
"","0","1","178","1","5058321","610058401","3","35","5","610058004","600","5058322","0","3","5.5","1.75","10058","5"
"","68","1","178","2","0","0","1","0","5","610058005","600","5058323","0","0","1.5","1.75","10058","5"
"","0","1","178","3","0","0","1","0","5","610058006","0","0","0","0","1.5","1.75","10058","5"
"","75","1","178","1","5059321","0","1","0","-20","610059004","600","5059322","0","3","5.5","1.55","10059","5"
"","0","1","178","2","0","610059402","2","0","0","610059005","600","5059323","0","0","1.5","1.15","10059","5"
"","0","1","178","3","0","0","1","0","-20","610059006","0","0","0","0","1.5","1.55","10059","5"
"","56","1","142","1","5033321","0","1","0","-50","610060004","600","5033322","0","3","5.5","1.25","10060","5"
"","0","1","142","2","0","610060402","2","0","-50","610060005","600","5033323","0","0","1.5","1.25","10060","5"
"","0","1","142","3","0","0","1","0","-50","610060006","0","0","0","0","1.5","1.25","10060","5"
"","0","1","181","1","5061321","610061401","2","0","-47","610061004","600","5061322","0","3","5.5","0.83","10061","5"
"","80","1","181","2","0","0","1","0","-47","610061005","600","5061323","0","0","1.5","0.83","10061","5"
"","0","1","181","3","0","0","1","0","-47","610061006","0","0","0","0","1.5","0.83","10061","5"
"","0","1","145","1","5035321","610062401","2","0","5","610062004","600","5035322","0","3","5.5","2.5","10062","5"
"","0","1","145","2","0","610062402","2","0","5","610062005","600","5035323","0","0","1.5","2.5","10062","5"
"","0","1","145","3","0","0","1","0","5","610062006","0","0","0","0","1.5","2.5","10062","5"
"","73","1","145","1","5036321","0","1","0","-50","610063004","600","5036322","0","3","5.5","0.4","10063","5"
"","37","1","145","2","0","0","1","0","-50","610063005","600","5036323","0","0","1.5","0.4","10063","5"
"","0","1","145","3","0","0","1","0","-50","610063006","0","0","0","0","1.5","0.4","10063","5"
"","67","1","184","1","5064321","0","1","0","-50","610064004","600","5064322","0","3","5.5","1.25","10064","5"
"","40","1","184","2","0","0","1","0","-50","610064005","600","5064323","0","0","1.5","1.25","10064","5"
"","0","1","184","3","0","0","1","0","-50","610064006","0","0","0","0","1.5","1.25","10064","5"
"","0","1","148","1","5038321","610065401","2","0","-20","610065004","600","5038322","0","3","5.5","1.5","10065","5"
"310700_detail_idle","67","1","148","2","0","0","1","0","-20","610065005","0","5038323","0","0","1.5","2","10065","5"
"","0","1","148","3","0","0","1","0","-20","610065006","0","0","0","0","1.5","1.8","10065","5"
"","94","1","186","1","5066321","610066401","5","9000000","-50","610066004","600","5066322","0","3","5.5","1","10066","5"
"","0","1","186","2","0","610066402","2","0","-50","610066005","600","5066323","0","0","1.5","1","10066","5"
"","0","1","186","3","0","0","1","0","-50","610066006","0","0","0","0","1.5","1","10066","5"
"","0","1","151","1","5040321","610067401","2","0","-20","610067004","600","5040322","0","3","5.5","1.5","10067","5"
"","68","1","151","2","0","0","1","0","-35","610067005","0","5040323","0","0","1.5","1.7","10067","5"
"","0","1","151","3","0","0","1","0","-35","610067006","0","0","0","0","1.5","1.7","10067","5"
"","56","1","189","1","5068321","0","1","0","-47","610068004","600","5068322","0","3","5.5","1.7","10068","5"
"","0","1","189","2","0","610068402","2","0","-47","610068005","600","5068323","0","0","1.5","1.5","10068","5"
"","0","1","189","3","0","0","1","0","-47","610068006","0","0","0","0","1.5","1.7","10068","5"
"","72","1","154","1","5042321","0","5","2400000","-20","610069004","0","5042322","0","0","5.5","1.7","10069","5"
"311100_detail_idle","0","1","154","2","0","610069402","2","0","-20","610069005","600","5042323","0","3","1.5","1.7","10069","5"
"","0","1","154","3","0","0","1","0","-20","610069006","0","0","0","0","1.5","1.7","10069","5"
"","0","1","192","1","5070321","610070401","2","0","-50","610070004","600","5070322","1","3","5.5","2","10070","5"
"","0","1","192","2","0","610070402","2","0","-50","610070005","600","5070323","1","0","1.5","2","10070","5"
"","0","1","192","3","0","0","1","0","-50","610070006","0","0","0","0","1.5","2","10070","0"
"","72","1","157","1","5044321","0","1","0","-54","610071004","600","5044322","0","3","1.5","1.8","10071","5"
"","44","1","157","2","0","0","1","0","-54","610071005","0","5044323","0","0","1.5","1.8","10071","5"
"","0","1","157","3","0","0","1","0","-54","610071006","0","0","0","0","1.5","1.8","10071","5"
"","0","1","195","1","5072321","610072401","3","30","-120","610072004","600","5072322","0","3","5.5","1.3","10072","5"
"","0","1","195","2","0","610072402","2","0","-80","610072005","600","5072323","0","0","1.5","1","10072","5"
"","0","1","195","3","0","0","1","0","-120","610072006","0","0","0","0","1.5","1.3","10072","5"
"","60","1","160","1","5046321","0","1","0","-35","610073004","0","5046322","0","0","5.5","1.7","10073","5"
"","0","1","160","2","0","610073402","2","0","-15","610073005","600","5046323","0","3","1.5","1.7","10073","5"
"","0","1","160","3","0","0","1","0","-35","610073006","0","0","0","0","1.5","1.7","10073","5"
"","0","1","198","1","5074321","610074401","2","0","-30","610074004","600","5074322","0","3","5.5","1.18","10074","5"
"","0","1","198","2","0","610074402","3","40","-30","610074005","600","5074323","0","0","1.5","1.55","10074","5"
"","0","1","198","3","0","0","1","0","-45","610074006","0","0","0","0","1.5","1.55","10074","5"
"","71","1","163","1","5048321","0","1","0","-35","610075004","0","5048322","0","0","5.5","1.25","10075","5"
"","0","1","163","2","0","610075402","2","0","-35","610075005","600","5048323","0","3","1.5","1.25","10075","5"
"","0","1","163","3","0","0","1","0","-35","610075006","0","0","0","0","1.5","1.25","10075","5"
"","0","1","200","1","5076321","610076401","2","0","-40","610076004","600","5076322","0","3","5.5","2.2","10076","5"
"","97","1","200","2","0","610076402","1","0","-40","610076005","0","5076323","0","0","1.5","2.4","10076","5"
"","0","1","200","3","0","0","1","0","-55","610076006","0","0","0","0","1.5","2.4","10076","5"
"","0","1","166","1","5050321","610077401","3","35","-35","610077004","0","5050322","0","0","5.5","1.25","10077","5"
"","49","1","166","2","0","0","1","0","-35","610077005","0","5050323","0","0","1.5","1.25","10077","5"
"","0","1","166","3","0","0","1","0","-35","610077006","0","0","0","0","1.5","1.25","10077","5"
"","79","1","203","1","5078321","0","1","0","-45","610078004","0","5078322","0","0","1.5","1.55","10078","5"
"","0","1","203","2","0","0","4","490","-45","610078005","0","5078323","0","0","1.5","1.55","10078","5"
"","0","1","203","3","0","0","1","0","-45","610078006","0","0","0","0","1.5","1.55","10078","5"
"","77","1","169","1","5052321","0","1","0","-75","610079004","0","5052322","0","0","5.5","1.7","10079","5"
"","47","1","169","2","0","0","1","0","-75","610079005","0","5052323","0","0","1.5","1.7","10079","5"
"","0","1","169","3","0","0","1","0","-75","610079006","0","0","0","0","1.5","1.7","10079","5"
"","0","1","206","1","5080321","610080401","2","0","-70","610080004","600","5080322","0","3","5.5","1.4","10080","5"
"","67","1","206","2","0","610080402","1","0","-70","610080005","0","5080323","0","0","1.5","1.5","10080","5"
"","0","1","206","3","0","0","1","0","-70","610080006","0","0","0","0","1.5","1.5","10080","5"
"","48","1","172","1","5054321","0","1","0","-75","610081004","0","5054322","0","0","5.5","1.7","10081","5"
"","0","1","172","2","0","610081402","2","0","-40","610081005","600","5054323","0","0","1.5","1.3","10081","5"
"","0","1","172","3","0","0","1","0","-75","610081006","0","0","0","0","1.5","1.7","10081","5"
"","0","1","209","1","5082321","610082401","3","20","-20","610082004","600","5082322","0","3","5.5","2","10082","5"
"","49","1","209","2","0","0","1","0","-20","610082005","0","5082323","0","0","1.5","2","10082","5"
"","0","1","209","3","0","0","1","0","-20","610082006","0","0","0","0","1.5","2","10082","5"
"","77","1","172","1","5056321","0","1","0","-20","610083004","600","5056322","0","3","5.5","2","10083","5"
"","45","1","172","2","0","0","1","0","-20","610083005","0","5056323","0","0","1.5","2","10083","5"
"","0","1","172","3","0","0","1","0","-20","610083006","0","0","0","0","1.5","2","10083","5"
"","0","1","212","1","5084321","610084401","2","0","5","610084004","600","5084322","0","3","5.5","1.35","10084","5"
"","0","1","212","2","0","0","3","10","5","610084005","600","5084323","0","0","1.5","1.35","10084","5"
"","0","1","212","3","0","0","1","0","5","610084006","0","0","0","0","1.5","1.35","10084","5"
"","0","1","212","1","5085321","610085401","2","0","-20","610085004","600","5085322","0","3","5.5","0.95","10085","5"
"","75","1","212","2","0","0","1","0","-20","610085005","600","5085323","0","0","1.5","1.2","10085","5"
"","0","1","212","3","0","0","1","0","-20","610085006","0","0","0","0","1.5","1.2","10085","5"
"","0","1","172","1","5058321","610086401","3","20","5","610086004","600","5058322","0","3","5.5","1.75","10086","5"
"","70","1","172","2","0","0","1","0","5","610086005","600","5058323","0","0","1.5","1.75","10086","5"
"","0","1","172","3","0","0","1","0","5","610086006","0","0","0","0","1.5","1.75","10086","5"
"","71","1","172","1","5059321","0","1","0","-20","610087004","600","5059322","0","3","5.5","1.55","10087","5"
"","0","1","172","2","0","610087402","2","0","0","610087005","600","5059323","0","0","1.5","1.15","10087","5"
"","0","1","172","3","0","0","1","0","-20","610087006","0","0","0","0","1.5","1.55","10087","5"
"","0","1","215","1","5088321","610088401","3","15","-70","610088004","600","5088322","0","3","5.5","1.4","10088","5"
"","75","1","215","2","0","610088402","1","0","-70","610088005","0","5088323","0","0","1.5","1.5","10088","5"
"","0","1","215","3","0","0","1","0","-70","610088006","0","0","0","0","1.5","1.5","10088","5"
"","0","1","172","1","5061321","610089401","2","0","-47","610089004","600","5061322","0","3","5.5","0.83","10089","5"
"","60","1","172","2","0","0","1","0","-47","610089005","600","5061323","0","0","1.5","0.83","10089","5"
"","0","1","172","3","0","0","1","0","-47","610089006","0","0","0","0","1.5","0.83","10089","5"
"","78","1","218","1","5090321","0","1","0","-45","610090004","600","5090322","0","3","5.5","1.18","10090","5"
"","0","1","218","2","0","0","4","550","-45","610090005","0","5090323","0","0","1.5","1.18","10090","5"
"","0","1","218","3","0","0","1","0","-45","610090006","0","0","0","0","1.5","1.18","10090","5"
"","76","1","172","1","5064321","0","1","0","-50","610091004","600","5064322","0","3","5.5","1.25","10091","5"
"","50","1","172","2","0","0","1","0","-50","610091005","600","5064323","0","0","1.5","1.25","10091","5"
"","0","1","172","3","0","0","1","0","-50","610091006","0","0","0","0","1.5","1.25","10091","5"
"","60","1","220","1","5092321","0","1","0","-50","610092004","600","5092322","0","3","5.5","1.4","10092","5"
"","0","1","220","2","0","610092402","2","0","-20","610092005","600","5092323","0","0","1.5","1.15","10092","5"
"","0","1","220","3","0","0","1","0","-50","610092006","0","0","0","0","1.5","1.4","10092","5"
"","75","1","172","1","5066321","610093401","5","2500000","-50","610093004","600","5066322","0","3","5.5","1","10093","5"
"","0","1","172","2","0","610093402","2","0","-50","610093005","600","5066323","0","0","1.5","1","10093","5"
"","0","1","172","3","0","0","1","0","-50","610093006","0","0","0","0","1.5","1","10093","5"
"","0","1","223","1","5094321","610094401","3","10","-50","610094004","600","5094322","0","3","5.5","2.2","10094","5"
"","84","1","223","2","0","0","1","0","-50","610094005","0","5094323","0","0","1.5","2.2","10094","5"
"","0","1","223","3","0","0","1","0","-50","610094006","0","0","0","0","1.5","2.2","10094","5"
"","66","1","172","1","5068321","0","1","0","-47","610095004","600","5068322","0","3","5.5","1.7","10095","5"
"","0","1","172","2","0","610095402","2","0","-47","610095005","600","5068323","0","0","1.5","1.5","10095","5"
"","0","1","172","3","0","0","1","0","-47","610095006","0","0","0","0","1.5","1.7","10095","5"
"","76","1","226","1","5096321","0","1","0","-120","610096004","600","5096322","0","3","5.5","1.3","10096","5"
"","0","1","226","2","0","610096402","2","0","-80","610096005","600","5096323","0","0","1.5","1","10096","5"
"","0","1","226","3","0","0","1","0","-120","610096006","0","0","0","0","1.5","1.3","10096","5"
"","0","1","172","1","5070321","610097401","2","0","-50","610097004","600","5070322","1","3","5.5","2","10097","5"
"","0","1","172","2","0","610097402","2","0","-50","610097005","600","5070323","1","0","1.5","2","10097","5"
"","0","1","172","3","0","0","1","0","-50","610097006","0","0","0","0","1.5","2","10097","0"
"","0","1","229","1","5098321","610098401","2","0","-120","610098004","600","5098322","0","3","5.5","1.3","10098","5"
"","0","1","229","2","0","610098402","2","0","-80","610098005","600","5098323","0","0","1.5","1.1","10098","5"
"","0","1","229","3","0","0","1","0","-85","610098006","0","0","0","0","1.5","1.3","10098","5"
"","0","1","172","1","5072321","610099401","3","25","-100","610099004","600","5072322","0","3","5.5","1.3","10099","5"
"","0","1","172","2","0","610099402","2","0","-80","610099005","600","5072323","0","0","1.5","1","10099","5"
"","0","1","172","3","0","0","1","0","-120","610099006","0","0","0","0","1.5","1.3","10099","5"
"","0","1","232","1","5100321","610100401","2","0","-50","610100004","600","5100322","0","3","5.5","1.1","10100","5"
"","70","1","232","2","0","0","1","0","-70","610100005","600","5100323","0","0","1.5","1.5","10100","5"
"","0","1","232","3","0","610100110","1","0","-70","610100006","0","0","0","0","1.5","1.5","10100","5"
"","0","1","175","1","5074321","610101401","2","0","-30","610101004","600","5074322","0","3","5.5","1.18","10101","5"
"","0","1","175","2","0","610101402","3","25","-30","610101005","600","5074323","0","0","1.5","1.55","10101","5"
"","0","1","175","3","0","0","1","0","-45","610101006","0","0","0","0","1.5","1.55","10101","5"
"","32","1","235","1","5102321","0","1","0","-85","610102004","600","5102322","0","3","5.5","1.25","10102","5"
"","0","1","235","2","0","610102402","2","0","-80","610102005","600","5102323","0","0","1.5","1.1","10102","5"
"","0","1","235","3","0","0","1","0","-85","610102006","0","0","0","0","1.5","1.25","10102","5"
"","0","1","178","1","5076321","610103401","2","0","-40","610103004","600","5076322","0","3","5.5","2.2","10103","5"
"","97","1","178","2","0","610103402","1","0","-40","610103005","0","5076323","0","0","1.5","2.4","10103","5"
"","0","1","178","3","0","0","1","0","-55","610103006","0","0","0","0","1.5","2.4","10103","5"
