0fd0e9770db88280d3a3f6d0fb4edd5cd8970096ced9b7ccf6d725d8b29d8c4b,6e32842081df46c43df23d989e5e19254fcadcc9c01e121b102e03dcb2a22144,19f2ee0293279d31f8a171dead5632abfcb29cb29165e649036293d6a8d597f1,d9fb607b904d5186b527ae01cb1c8dded569afcb1df29d75373f6f44ce092d09,3a6a3012acb5a4a3ee1d4d0fb8a174335aabe6625eaea7d5062ff3f713ef72b9,1a5bfc032ce1d429290b2c7e1cec1a33ad3539efa33daee2872614a11ab8861d,bf41472db6438431773dc7fdb7f31b07f0be89e332fafe42a529d2efc03dbf3d,e7ef0ebb6100c60e13ae05f3548cd38386e19dde7a5744c6a5b7e661e4905833,bc367559f83cec9eaf7db50bc9d4e15e0ce0947423e790c05871bb86c23568f1,e7e8531b2947679b01d3f4878ae7e2781d9bbcfc682e8b9b9ad256444da42c2d,8a9870072d60e78259b26ca4bf04b291faecb525745ebe2e724cf589418cb15b,f26e52914a2f41473c02fa2af85bb5d9ae36f2b833eccfcb1786fbf5e9528895,282d131a4a9078f9cff5294001208ee6fcd6124f631ebf010608b0b83358ea4e,56b6a886b0811f0857df3ba5dc1ab81990f8a927f6440ad37f4babbba0b56452,9b6bf202e6c2bb8a6c4843bffd415e8285540f589596b14d463b5d81c659b470,8df496b23ce821d9cb7e9d4a75bfee876ca06b564d61c56775ab87ed0ca7e79f,06fe21500f4ed23ba27141f2e2cc10708e4649db0ca758df61baf2ca104ea903,4ae1a3955106f746f5cb9cb30f7515fab35edfb844786715e5d052cef8928059,9e1f5b44fae52258594df21dfe12e24a5e036f0b232b2e58e6c27fbbd47574b8,02d2a374864cf440e296aabc1b906cc574b09dd73985c162a0ca7d5dec4bb7db,c47797b1d4185ef2bb10daa3e4433b27a871768997037cbd4c68c6f82bb66cc8,21ae580c2a739cc3263105f18ed4a1076075ea8d18cab1bc63176a6713924d22,12f6959f86deca7e1a6a473265496961d80e78e9a56cf4891bb6b512eede4fe2,1712d8a94a5c8c112b31d64a45478eb7dd81c107aeef01063304d18bbefeca31,c606c1f7990a704743703a99fb64d503499a243f6dd32cf896d306ec9cf54023,14fc1d767d1f0105b732f059bd29692ecc064345c5336bf4feba5f820aa69708,a97adeab7ddf3236ad251b3769469781b05efdb5846aaaa2b10707fb7f4ec5c8,3b8ec91b549239872dcc7763492666e441912c4cfd3079c15d325fc73bf8d41a,5ed8754852b00b1b3568bf63e28ddf5c532928e5bc97f61785d3a6ff75cc28b4,63e3e508b57c33c64da37042bdcc778eb039abae9dc6d28915a1da9d15a9b7a9,24d95823143a0768efa402efc501571927e219c7a6b6854c34f3b845b5229480
"1","0","0","0","0","0","0","0","1","102014","320","102014","0","0","0","0","0","27","0","14","2","極光之劍","會發出七色光芒的美麗之劍。\n只要揮動刀身就會閃耀光芒，\n劃過的軌跡宛如光於空中飛舞一般。","0","0","10","1","0","1","0","0"
"4","0","0","0","0","0","0","0","0","102041","320","102041","0","0","0","0","0","30","0","14","2","彎月刀","有著美麗曲線的一把刀。\n過去曾有位以勇猛著稱的將軍，\n說這把刀沾上血液實屬可惜，\n將之視為美術品珍藏的頂級武器。","0","35","9","1","0","0","0","0"
"7","0","0","0","0","5","0","0","0","102071","160","102071","0","0","0","0","0","13","0","6","2","野戰小刀","比起戰場，在森林或山上遇難時，\n更能發揮它真正的價值。\n為了幫助遇難者能生存下去，\n藏有許多機關。","0","0","6","1","0","0","0","0"
"10","0","0","0","0","10","0","0","0","102101","320","102101","0","0","0","0","0","27","0","14","2","皮製指虎","在皮革裡嵌入鐵塊，\n強化拳頭威力的武器。\n是為了希望能將武器融入自己肉體\n的武道家所設計的裝備。","0","0","10","1","0","0","0","0"
"13","0","0","0","0","0","0","0","1","102131","320","102131","0","0","0","0","0","27","0","14","2","水晶之弓","使用來自冰晶山脈的素材，\n所製作而成的一把弓。\n由於水晶可以當作魔法的觸媒，\n因此可以射出夾帶魔力的箭。","0","0","9","1","0","0","0","0"
"16","0","0","0","0","0","0","0","0","102162","160","102162","0","0","0","0","0","12","0","6","2","三叉戟","擁有相當於能讓整座大陸沉沒於\n海裡的力量，是力量與海神\n波賽頓三叉戟相近的一把長戟。","0","0","7","1","0","1","0","0"
"16","0","0","0","0","0","0","0","0","102163","320","102163","0","0","0","0","0","20","0","14","2","火焰之矛","灌注了火精靈之力的長戟。\n宛如搖曳火焰一般的矛頭，\n打倒越多魔物\n就會燃燒得越旺盛。","0","0","10","1","0","3","0","0"
"19","0","0","0","0","0","0","0","0","102191","160","102191","0","0","0","0","0","16","0","6","2","金屬戰斧","鋼製的戰斧。\n與伐木用的斧頭不同，\n以作為武器為目的而被鍛造出來，\n因此具有明確的殺傷力。","0","0","6","1","0","0","0","0"
"19","0","0","0","0","0","0","0","0","102192","320","102192","0","0","0","0","0","34","0","14","2","精鋼斧","使用先進的鑄造技術，\n所製作而成的戰斧。\n善用它的重量來進行攻擊，\n可殲滅敵人。","0","0","9","1","0","0","0","0"
"22","0","0","0","0","0","0","0","0","102221","160","102221","16","0","0","0","0","0","0","6","2","綠意之杖","與自然有著緊密連結的精靈族，\n所製作的法杖。\n除了將其當作武器使用以外，\n也會用來祈禱豐收。","0","0","7","1","0","0","0","0"
"22","0","0","0","0","0","0","0","0","102222","320","102222","34","0","0","0","0","0","0","14","2","雛龍之杖","看似抱著寶玉的\n龍形法杖。\n雖然稀微，\n但似乎蘊藏著龍之力。","0","0","10","1","0","0","0","0"
"25","0","0","0","0","0","0","0","1","102251","160","102251","13","0","0","0","0","0","0","6","2","醫生掰掰法杖","與恢復魔法配合度很高的法杖。\n是恢復魔法師的\n愛用道具。","0","0","6","1","0","0","0","0"
"25","0","0","0","0","0","0","0","1","102252","320","102252","27","0","0","0","0","0","0","14","2","獨角獸的慈愛","使用貴重的獨角獸之角製成的法杖。\n獨角獸之角有著治癒的力量，\n能夠提升恢復魔法的效果","0","0","9","1","0","0","0","0"
"28","0","0","0","0","0","0","0","0","102281","160","102281","0","0","0","0","0","5","0","8","2","智慧之服","過去僧侶為傳教，\n而到各地旅行時所穿著的服裝。\n由於很方便行動又堅固耐用，\n所以很多魔法師也很愛穿。","0","90","8","1","0","0","0","0"
"28","0","0","0","1","0","0","0","1","102282","320","102282","0","0","0","0","0","7","0","12","2","輕板甲","用薄板所製成的鎧甲。\n擁有穩固的防禦力，以及因重量\n較輕而方便行動是它的特徵。","0","150","14","0","0","1","0","0"
"31","0","0","0","1","0","0","0","0","102311","160","102311","0","0","0","0","0","0","0","6","2","鱗甲","將金屬或皮革以鱗片的方式貼合\n而成的鎧甲。比一般的鎧甲還易於\n活動，對斬擊與突刺的抵抗力很強，\n相反地，較難抵禦鈍器的打擊。","0","95","9","0","0","1","0","0"
"31","0","0","0","1","0","0","0","1","102312","320","102312","0","0","0","0","0","0","0","10","2","精鋼鎧甲","使用先進的鑄造技術，\n所製作而成的堅固鎧甲。\n一般的攻擊完全無法傷害到\n穿著這套鎧甲的人。","0","180","14","0","0","2","0","0"
"34","0","0","0","1","0","0","0","0","102341","160","102341","0","0","0","0","0","6","0","6","2","民俗服飾","融入了阿斯特賴亞傳統設計的衣服。\n購買時需要有相符的身份與家世。","0","90","9","0","0","0","0","0"
"34","0","0","0","1","0","0","0","1","102342","320","102342","0","0","0","0","0","7","0","10","2","忍者裝扮","想要在暗地裡行動，\n沒有比這套更加適合的服裝了。\n據說在某個國家，職業級間諜\n都很愛穿這套衣服。","0","120","14","0","110","1","0","0"
"37","0","0","0","1","0","0","0","1","102371","160","102371","4","0","0","0","0","0","0","6","2","春日長袍","讓人聯想到春天的可愛長袍。\n作工部份相當堅實，很適合在\n旅行時使用，從外觀設計到\n實用性都受到不少人的喜愛。","0","65","8","0","0","0","0","0"
"37","0","0","0","1","0","0","0","2","102372","320","102372","7","0","0","0","0","0","0","10","2","北國長袍","為寒冷的北方國家所喜愛。羊毛\n製成的線十分溫暖，因此用這些\n線所織成的斗篷能夠好好地包住\n肩膀與手臂，不受到寒風的侵擾。","0","120","14","0","0","1","0","0"
"40","0","0","0","1","0","0","0","0","102401","320","102401","0","0","0","0","0","7","0","6","2","塔盾","相當於與人等高的金屬大盾。\n雖然有著壓倒性的防禦力，但另一\n方面，因為重量的關係而難以移動。","0","135","15","0","0","3","0","0"
"43","1","0","0","1","0","0","0","0","102431","160","102431","0","0","0","0","0","2","0","6","2","小丑靴","以小丑的形象製作而成的\n時尚靴子。\n穿上之後，心情就會變得開朗。","0","30","8","0","0","1","0","0"
"43","2","0","0","1","0","0","0","1","102432","320","102432","0","0","0","0","0","3","0","10","2","狩獵靴","使用棲息於高山之魔物的骨頭\n所製作而成的靴子。\n那野性奔放的設計，可以喚醒野性！","0","60","15","0","0","2","0","0"
"46","0","0","0","0","0","0","0","1","102461","160","102461","8","0","0","0","0","0","0","8","2","女巫靴","為了採集製作魔法藥的素材，\n而旅行各地的魔法師所穿著的鞋子。\n為了能承受各種嚴峻的環境，\n所以作工非常堅固。","0","30","9","1","0","0","0","0"
"49","0","0","0","1","0","0","0","0","102491","160","102491","0","0","0","0","0","3","0","6","2","可愛報童帽","附有防風鏡的報童帽。\n看起來像氣球的剪影一樣非常可愛，\n是受到蘭德索爾少男少女們\n矚目的一項道具。","0","90","8","0","0","1","0","0"
"49","0","0","0","1","0","0","0","1","102493","160","102493","0","0","0","0","0","0","0","10","2","羅馬軍團盔","古代戰士們所使用的頭盔。\n作工非常堅固，\n即使在現代也十分合用。","0","90","9","0","0","1","0","0"
"52","0","0","0","1","0","0","0","3","102521","320","102521","7","0","0","0","10","0","0","10","2","修女兜帽","修女所使用的頭巾。\n她們能給予受了傷的人們，\n身與心之上的療癒。","0","0","16","0","0","1","0","0"
"55","0","0","0","0","5","0","0","0","102551","160","102551","0","0","0","0","0","11","0","12","2","勇氣寶珠","能夠賦予戰鬥所需之『仁．智．勇』\n的『勇』的寶珠。\n能夠毫不畏懼地面對各種敵人，\n勇氣的護身符。","0","0","9","1","30","0","0","0"
"55","0","0","0","0","10","0","0","0","102552","320","102552","0","0","0","0","5","20","0","20","2","尖刺手環","帶有魔物身上刺狀鱗片的手鐲。\n有提升裝備者力量的效果。由於是\n用兇暴的魔物身上的鱗片製作而成，\n因此是件在市面上相當少見的裝備。","0","0","18","1","0","1","0","0"
"58","0","0","0","0","0","0","0","1","102581","160","102581","0","0","0","0","0","0","0","12","2","仁愛寶珠","能夠提供戰鬥所需之『仁．智．勇』\n的『仁』之寶珠。\n祈求能夠保護自己跟夥伴，\n是充滿愛的心之護身符。","0","55","10","1","25","1","0","0"
"58","0","0","0","0","0","0","0","2","102582","320","102582","0","0","0","0","0","0","0","20","2","勝利的編織手環","祈禱騎士能夠平安返回，\n蘊含如此心意所製作而成的手環。\n這股心意會保護裝備者，\n讓防禦力上升。","0","120","17","1","0","2","0","0"
"61","0","0","0","0","0","0","0","1","102611","160","102611","11","0","0","0","0","0","0","12","2","魔法眼鏡","能夠提升裝備者魔法攻擊力的\n特殊眼鏡。\n將魔法石當作素材\n製作而成。","0","0","9","1","0","0","0","0"
"61","0","0","0","0","5","0","0","0","102612","160","102612","10","0","0","0","0","0","0","12","2","智慧寶珠","能夠提供戰鬥所需之『仁．智．勇』\n的『智』之寶珠。\n是能夠讓腦袋變得清晰，\n並能提升魔法效果的智力護身符。","0","0","10","1","25","0","0","0"
"61","0","0","0","1","0","0","0","2","102613","320","102613","24","0","0","0","0","0","0","6","2","魔法單眼鏡","高階魔法師會使用的單眼鏡。\n金屬部份刻有符文，\n有著能讓裝備者魔力上升的力量。","0","0","17","0","0","0","0","0"
"61","0","0","0","1","10","0","0","1","102614","320","102614","20","0","0","0","0","0","0","16","2","圖紋手鐲","銀製手鐲上鑲嵌著魔法石，\n並且刻著特殊印記的配件。\n能夠活化魔法的流動，\n有著能提升使用者魔力的效果。","0","0","18","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","103011","1400","103011","0","0","0","0","0","40","0","12","3","閃耀之劍","使用隕石碎片製成的單刃彎刀。\n當刀身照耀於光線之下時，\n將會像星空一般閃爍。","0","90","19","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","103012","3000","103012","0","0","0","0","0","53","0","20","3","龍紋劍","描繪那龍之吐息所製成的一把劍。\n有著較為寬闊的刀刃。比起突刺，\n更適合用來斬切。揮動它的模樣，\n看起來宛若是龍在空中飛舞一般。","0","115","29","0","0","0","0","0"
"1","0","0","0","1","0","0","0","0","103013","4000","103013","0","0","0","0","0","61","0","20","3","羽刃之劍","某位魔法師為了接近戰\n所使用過的劍。腕力較弱的他，\n在大鳥的羽毛上施加了魔法，\n進而造出了這把極為輕型的劍。","0","135","37","0","0","0","0","0"
"4","0","0","0","1","0","0","0","0","103041","3000","103041","0","0","0","0","0","58","0","32","3","月光刀","存在於東國的某個劍術流派中，\n授予獲得宗師認可的人的刀劍。\n因寄宿著月光之力，而更能夠\n琢磨精鍊裝備者的五感與靈力。","0","65","30","0","0","0","0","0"
"4","0","0","0","1","0","0","0","0","103042","4000","103042","0","0","0","0","0","68","0","40","3","雷神刀","是某位技術甚高的武士，\n在退治雷獸時所使用的刀。\n斬除了雷獸的刀身，\n寄宿著閃電之力。","0","75","40","0","0","0","0","0"
"7","0","0","0","1","15","0","0","0","103071","1400","103071","0","0","0","0","0","40","0","12","3","鉑金小刀","是以高價珍貴的白金，\n打造而成的短劍。\n不少貴族把它藏在懷中以用來護身。","0","0","19","0","0","0","0","0"
"7","0","0","3","1","0","0","0","0","103072","4000","103072","0","0","0","0","0","61","0","45","3","吸血鬼匕首","擁有意志並且不斷渴望著鮮血，\n是把令人畏懼的短劍。　\n沾染上血跡而生鏽的部分\n將會比平時更閃爍著惡寒之氣。","0","0","40","0","0","0","0","0"
"10","0","0","0","1","15","0","0","0","103101","3000","103101","0","0","0","0","0","53","0","20","3","龍牙之爪","仿照兇惡之黑龍的下顎形狀而製的\n鉤爪。暗器的一種，據說以前使用\n這種鉤爪暗殺人時，會在爪上塗上\n毒液，提高殺傷能力。","0","0","30","0","0","0","0","0"
"13","0","0","0","1","0","0","0","3","103131","3000","103131","0","0","0","0","0","53","0","20","3","邱比特之弓","過去曾有一位男人以此弓狩獵，\n並將狩得的獵物贈於心上人成就了\n愛戀。他因此事而做為契機閃念，\n以愛神命名這把弓。","0","0","30","0","0","0","0","0"
"13","0","0","0","1","0","0","0","3","103132","4000","103132","0","0","0","0","0","61","0","40","3","惡魔之弓","是被人類迫害，而被追討到地底\n深處的魔族所製造的弓。\n只要是踏入他們的領域的人類，\n就會葬送於這把弓下。","0","0","41","0","0","0","0","0"
"16","0","0","0","1","0","0","0","0","103161","1400","103161","0","0","0","0","0","35","0","18","3","騎士的驕傲","贈送給名譽騎士的斧戟。\n其刀刃堅實銳利不容折損，\n如同體現了為國為民而戰的騎士，\n心中的那股驕傲。","0","0","19","0","0","3","0","0"
"16","0","0","0","1","0","0","0","0","103162","3000","103162","0","0","0","0","0","46","0","20","3","絕對之矛","用來刺殺的長戟。\n它的殺傷能力，\n能輕易刺穿堅固的鎧甲，\n僅一擊便能奪走敵人性命。","0","0","30","0","0","5","0","0"
"19","0","0","0","1","0","0","0","0","103191","1400","103191","0","0","0","0","0","50","0","12","3","天球斧","以湛藍天體點綴的戰斧。\n象徵著世界本質的天體，\n能吸收天與地的能量，\n進而賦予裝備者力量。","0","0","20","0","0","0","0","0"
"19","0","0","0","1","0","0","0","0","103192","3000","103192","0","0","0","0","0","66","0","46","3","麗花戰斧","被賦予著華麗之花的這把斧頭，\n每次揮舞，就會綻放出大朵鮮血。","0","0","30","0","0","0","0","0"
"19","0","0","0","1","0","0","0","0","103193","4000","103193","0","0","0","0","0","77","0","66","3","閃電之斧","是研究先進武器製造的某個工坊的\n自豪之作。\n能在斧頭的內部積蓄雷電，\n並能夠在攻擊之際一齊放出。","0","0","41","0","0","0","0","0"
"22","0","0","0","1","0","0","0","0","103221","1400","103221","50","0","0","0","0","0","0","12","3","芒刺血杖","某個殘酷的魔法師團體，\n使過的法杖。\n被害者人們的鮮血，\n將此法杖染上了鮮明的血紅色。","0","0","19","0","0","0","0","0"
"22","0","0","0","1","0","0","0","0","103222","4000","103222","77","0","0","0","0","0","0","20","3","惡魔之角","據說是某位魔法師與惡魔交易之後，\n而獲得的問題法杖。\n傳說被擊倒的敵人之魂，\n將會透過此法杖獻上給惡魔。","0","0","40","0","0","0","0","0"
"25","0","0","0","1","0","0","0","2","103251","1400","103251","40","0","0","0","0","0","0","12","3","天球的守護","是將占星術為業的某個魔法師一族，\n所使用的法杖。\n據說他們能藉由觀測星象，\n預知未來。","0","0","20","0","0","0","0","0"
"25","0","0","0","1","0","0","0","3","103252","3000","103252","53","0","0","0","0","0","0","20","3","花蕾之杖","試圖拯救人們的意念，\n使花蕾綻放，\n而那純淨的能量，\n成為了治癒的力量","0","0","29","0","0","0","0","0"
"28","0","0","0","1","0","0","0","1","103281","1400","103281","0","0","0","0","0","11","0","32","3","時尚盔甲","以強大又時尚的騎士為主題，\n所製作出的鎧甲。但不管再怎麼\n盛裝打扮，若不具有相應的實力，\n魅力定會減半。","0","245","21","0","0","1","0","0"
"28","0","0","0","1","0","0","0","2","103282","3000","103282","0","0","0","0","0","15","0","42","3","戰陣鎧衣","將威猛的男人全部擊敗，\n成為鬥技場女王的女戰士的鎧甲。\n傳聞對戰對手只見到她那\n如野獸般的銳利眼光就戰意全失了。","0","325","32","0","0","2","0","0"
"28","0","0","0","1","0","0","0","2","103283","4000","103283","0","0","0","0","0","17","0","25","3","重金屬盔甲","使用厚實的鐵板組合而成的鎧甲。\n捨去輕便性，而著重於防禦力。\n是使用斧頭或大劍的戰士們\n愛用的裝備之一。","0","380","43","0","0","2","0","0"
"31","0","0","0","1","0","0","0","2","103311","1400","103311","0","0","0","0","0","0","0","30","3","華麗盔甲","愛好華麗的騎士，向設計師委託\n而製成的鎧甲。\n過於華麗的緣故，在戰場上格外顯\n眼，在敵人眼中也正好成為了靶子。","0","245","21","0","0","3","0","0"
"34","0","0","0","1","0","0","0","1","103341","1400","103341","0","0","0","0","0","10","0","30","3","多層次服飾","在布料上覆蓋一層皮革長袍的服飾。\n具有優異的防寒效果，\n適合在寒冷的地方採集素材時穿著。","0","180","21","0","160","1","0","0"
"34","0","0","0","1","0","0","0","1","103342","3000","103342","0","0","0","0","0","13","0","25","3","宮廷服飾","任職於王城內的女騎士所著裝之服。\n使用了高級的皮革與黑色金屬，\n在胸前還有顯示騎士的身分地位的\n裝飾。構思極具品味。","0","235","32","0","210","2","0","0"
"34","0","0","0","1","0","0","0","2","103343","4000","103343","0","0","0","0","0","15","0","75","3","玻斯菊服飾","是精靈族的女王，在和其他種族的\n和平協定會議上所穿著的服飾。\n精靈族為以防萬一，在女王的\n服飾上施加了強力魔法的薄紗。","0","205","44","0","370","2","0","0"
"37","0","0","0","1","0","0","0","4","103371","3000","103371","13","0","0","0","0","0","0","30","3","邱比特長袍","以傳說中愛神的服裝為形象\n製作的長袍。\n背上之羽，因魔法漂浮。\n讓人分不出來它與真品之差。","0","235","32","0","0","2","0","0"
"37","0","0","0","1","0","0","0","4","103372","4000","103372","14","0","0","0","5","0","0","25","3","哲學家長袍","一生輔佐自幼即成為皇帝的少年的\n哲學家，所著的服裝。\n指引皇帝踏上正途，\n他引領了國家朝著更好的未來邁進。","0","245","43","0","0","2","0","0"
"40","0","0","0","1","0","0","0","0","103401","3000","103401","0","0","0","0","0","8","0","25","3","石榴石之盾","驍勇果敢的將軍之盾。\n他只要一站上戰場，\n親自率兵破軍殺敵，\n引領軍隊迎向勝利。","0","290","34","0","0","6","0","0"
"43","3","0","0","1","0","0","0","1","103431","1400","103431","0","0","0","0","0","5","0","25","3","忍者鞋","穿上之後可以消除腳步聲的特殊靴。\n傳說是東國間諜所穿的靴子，\n但有關於他們的任何情報，\n一直都是個謎。","0","90","23","0","0","2","0","0"
"43","4","0","0","1","0","0","0","0","103432","3000","103432","0","0","0","0","0","26","0","45","3","擊劍之靴","為了使用西洋劍的劍士們，\n所製成的靴子。相當輕盈，\n是對於比起力量更重視機動性\n的細劍士，最合適的一件裝備。","0","115","35","0","0","0","0","0"
"46","0","0","0","1","0","0","0","4","103461","3000","103461","20","0","0","0","0","0","0","46","3","女巫宮廷靴","魔法師的正式服裝之一的靴子。\n附有無論走在任何地方\n都不會髒掉的魔法。","0","115","34","0","0","3","0","0"
"49","0","0","0","1","0","0","0","4","103491","3000","103491","0","0","0","0","0","0","0","40","3","黑龍頭盔","信仰曾存在的黑龍的騎士團\n所用的頭盔。\n他們為了供奉活祭品給龍，\n不斷奪走無辜的人的性命。","0","235","35","0","0","5","0","0"
"52","0","0","0","1","0","0","0","4","103521","1400","103521","20","0","0","0","0","0","0","20","3","女巫髮箍","魔法師的一家人，贈送給為修行\n而離家的女兒的髮箍。\n是母親以自己的魔力，\n以及愛所製成。","0","90","23","0","0","0","0","0"
