6c4e15e33799146e6246870319dc2c331e1a732e27e5c6217874f953d23dd673,35776e1134a91de2d770c28cddb17a3358acb96564f5e01a45412fd5b96f3ba6,f7cb8a8ab6f542be38ff6fdd5b7b1feb6f276d7dda3fca0d4286d510b9f96b06,2b67bf7fa3a55b4d85b4cc97e0fd7f1b1fd6b84f41a8065d2fbb8e63aa143afd,302eccc2327609db129a577086b34a143f5063708d5d49179cbc60031383ec6d,74655d98eaa34cadf14778436d940d91c4ecdceccb084bf5a41f4438903bfab1,2beb0f0a5236f3be650335620b070f7dc41a119699a8686ed34d43a858dd9dc4,2c3b3f32500744a661501dab4b20a476d47baeaefcabf20f60a1ad3b695b28d2,e9a3e7fe6fb0a392f236c8bdd60f4d3ffd16c3c84ec438b11c29865fe4e7ae22,fbe5d82f6be7d86ea9c843fda8f16fb2bbcff1c69110726efeb0cf81e58b537b
"2","","4","1020020","2","20","0","0","1","0"
"2","聖德蕾莎女學院","1","1020021","0","21","8","0","0","0"
"2","","4","1020022","1.125","22","0","0","1","0"
"2","（好朋友社）的成員們。","1","1020023","0","23","8","0","0","0"
"2","","4","1020024","3.5","24","0","0","1","0"
"2","","2","1020025","0","25","0","vo_10011600","0","vo_10011600_0205"
"2","　大家似乎都是很有個性的人，","1","1020026","0","26","8","0","0","0"
"2","","4","1020027","3","27","0","0","1","0"
"2","我很擔心自己是否能和他們融洽相處……","1","1020028","0","28","6","0","0","0"
"2","","4","1020029","2.83333333333333","29","0","0","1","0"
"3","","2","1030001","0","1","0","vo_10011600","0","vo_10011600_0301"
"3","　我搞砸了。","1","1030002","0","2","8","0","0","0"
"3","","4","1030003","3","3","0","0","1","0"
"3","","2","1030004","0","4","0","vo_10011600","0","vo_10011600_0302"
"3","　自我介紹對孤單的人來說就像眼前的巨大障礙。","1","1030005","0","5","8","0","0","0"
"3","","4","1030006","5.125","6","0","0","1","0"
"3","","2","1030007","0","7","0","vo_10011600","0","vo_10011600_0303"
"3","　我明明已經在腦海中做過很多次假想訓練，","1","1030008","0","8","8","0","0","0"
"3","","4","1030009","2.625","9","0","0","1","0"
"3","卻還是失敗了。","1","1030010","0","10","8","0","0","0"
"3","","4","1030011","2.75","11","0","0","1","0"
"3","","2","1030012","0","12","0","vo_10011600","0","vo_10011600_0304"
"3","　當所有同學盯著我看的那一瞬間，","1","1030013","0","13","8","0","0","0"
"3","","4","1030014","3.5","14","0","0","1","0"
"3","我的腦中變得一片空白，","1","1030015","0","15","8","0","0","0"
"3","","4","1030016","2","16","0","0","1","0"
"3","然後又開始脫口說出奇怪的話。\n","1","1030017","0","17","10","0","0","0"
"3","","4","1030018","4.5","18","0","0","1","0"
"3","","2","1030019","0","19","0","vo_10011600","0","vo_10011600_0305"
"3","雖然大家笑得很開心，","1","1030020","0","20","8","0","0","0"
"3","","4","1030021","3","21","0","0","1","0"
"3","不過我還是對未來感到不安……","1","1030022","0","22","8","0","0","0"
"3","","4","1030023","2.25","23","0","0","1","0"
"4","","2","1040001","0","1","0","vo_10011600","0","vo_10011600_0401"
"4","　優妮看起來","1","1040002","0","2","8","0","0","0"
"4","","4","1040003","1.75","3","0","0","1","0"
"4","是個很聰明的人。","1","1040004","0","4","8","0","0","0"
"4","","4","1040005","2.625","5","0","0","1","0"
"4","","2","1040006","0","6","0","vo_10011600","0","vo_10011600_0402"
"4","　她的用字譴詞十分艱澀，","1","1040007","0","7","8","0","0","0"
"4","","4","1040008","3.75","8","0","0","1","0"
"4","有些單字常常讓我聽不懂，","1","1040009","0","9","8","0","0","0"
"4","","4","1040010","3.125","10","0","0","1","0"
"4","以後我是不是應該隨身攜帶字典呢？\n","1","1040011","0","11","8","0","0","0"
"4","","4","1040012","4","12","0","0","1","0"
"4","","2","1040013","0","13","0","vo_10011600","0","vo_10011600_0403"
"4","　總是關在象牙之塔裡埋頭研究，","1","1040014","0","14","8","0","0","0"
"4","","4","1040015","3.75","15","0","0","1","0"
"4","平常不會從那裡踏出一步，","1","1040016","0","16","8","0","0","0"
"4","","4","1040017","3.25","17","0","0","1","0"
"4","散發出和我一樣的孤獨氣息。","1","1040018","0","18","8","0","0","0"
"4","","4","1040019","3.375","19","0","0","1","0"
"4","","2","1040020","0","20","0","vo_10011600","0","vo_10011600_0404"
"4","　「孤獨會召喚孤獨」，","1","1040021","0","21","8","0","0","0"
"4","","4","1040022","2.5","22","0","0","1","0"
"4","我","1","1040023","0","23","8","0","0","0"
"4","","4","1040024","1.125","24","0","0","1","0"
"4","不記得是誰說過這句話，","1","1040025","0","25","8","0","0","0"
"4","","4","1040026","2.75","26","0","0","1","0"
"4","但是說不定……\n","1","1040027","0","27","8","0","0","0"
"4","","4","1040028","2","28","0","0","1","0"
"4","","2","1040029","0","29","0","vo_10011600","0","vo_10011600_0405"
"4","擁有相同宿命的同伴，","1","1040030","0","30","8","0","0","0"
"4","","4","1040031","2.375","31","0","0","1","0"
"4","彼此可以成為好朋友？","1","1040032","0","32","8","0","0","0"
"4","","4","1040033","2.125","33","0","0","1","0"
"5","","2","1050001","0","1","0","vo_10011600","0","vo_10011600_0501"
"5","　克蘿依和我一樣都是","1","1050002","0","2","8","0","0","0"
"5","","4","1050003","1.875","3","0","0","1","0"
"5","精靈，","1","1050004","0","4","8","0","0","0"
"5","","4","1050005","1.5","5","0","0","1","0"
"5","可是……","1","1050006","0","6","8","0","0","0"
"5","","4","1050007","1.625","7","0","0","1","0"
"5","她給人的感覺，","1","1050008","0","8","8","0","0","0"
"5","","4","1050009","1.375","9","0","0","1","0"
"5","有點不太一樣。","1","1050010","0","10","8","0","0","0"
"5","","4","1050011","2.625","11","0","0","1","0"
"5","","2","1050012","0","12","0","vo_10011600","0","vo_10011600_0502"
"5","說不定擁有相同宿命的同伴，彼此可以成為好朋友？","1","1050013","0","13","8","0","0","0"
"5","","4","1050014","3.625","14","0","0","1","0"
"5","我曾經抱持這樣的想法，","1","1050015","0","15","8","0","0","0"
"5","","4","1050016","2.125","16","0","0","1","0"
"5","但是我根本不敢向她搭話！","1","1050017","0","17","8","0","0","0"
"5","","4","1050018","3.125","18","0","0","1","0"
"5","","2","1050019","0","19","0","vo_10011600","0","vo_10011600_0503"
"5","按照那個人的說法，","1","1050020","0","20","8","0","0","0"
"5","","4","1050021","1.65","21","0","0","1","0"
"5","她好像是個熱心助人，","1","1050022","0","22","8","0","0","0"
"5","","4","1050023","1.625","23","0","0","1","0"
"5","而且個性溫柔的好人……\n","1","1050024","0","24","8","0","0","0"
"5","","4","1050025","3.125","25","0","0","1","0"
"5","","2","1050026","0","26","0","vo_10011600","0","vo_10011600_0504"
"5","這麼說來，","1","1050027","0","27","8","0","0","0"
"5","","4","1050028","2","28","0","0","1","0"
"5","噗……","1","1050029","0","29","8","0","0","0"
"5","","4","1050030","1.5","30","0","0","1","0"
"5","那個聲音其實是歎息聲（？）、","1","1050031","0","31","8","0","0","0"
"5","","4","1050032","2.375","32","0","0","1","0"
"5","","2","1050033","0","33","0","vo_10011600","0","vo_10011600_0505"
"5","雖然說不出口……\n","1","1050034","0","34","8","0","0","0"
"5","","4","1050035","2.375","35","0","0","1","0"
"5","但是聽起來好可愛啊！","1","1050036","0","36","8","0","0","0"
"5","","4","1050037","1.375","37","0","0","1","0"
"5","我不禁在心裡這麼想。","1","1050038","0","38","8","0","0","0"
"5","","4","1050039","1","39","0","0","1","0"
"6","","2","1060001","0","1","0","vo_10011600","0","vo_10011600_0601"
"6","　琪愛兒則是個現充。","1","1060002","0","2","8","0","0","0"
"6","","4","1060003","2.375","3","0","0","1","0"
"6","這一點是毋庸置疑的。\n","1","1060004","0","4","8","0","0","0"
"6","","4","1060005","2.5","5","0","0","1","0"
"6","","2","1060006","0","6","0","vo_10011600","0","vo_10011600_0602"
"6","長得很可愛，擁有很多朋友。","1","1060007","0","7","8","0","0","0"
"6","","4","1060008","2.5","8","0","0","1","0"
"6","和我這種邊緣人完全相反。","1","1060009","0","9","8","0","0","0"
"6","","4","1060010","2.875","10","0","0","1","0"
"6","","2","1060011","0","11","0","vo_10011600","0","vo_10011600_0603"
"6","身上散發出令人難以直視的耀眼光芒。\n","1","1060012","0","12","8","0","0","0"
"6","","4","1060013","3.25","13","0","0","1","0"
"6","","2","1060014","0","14","0","vo_10011600","0","vo_10011600_0604"
"6","如果和她面對面說話，","1","1060015","0","15","8","0","0","0"
"6","","4","1060016","3.5","16","0","0","1","0"
"6","我的空虛心靈一定會裂成碎片，","1","1060017","0","17","8","0","0","0"
"6","","4","1060018","2.5","18","0","0","1","0"
"6","掉落滿地。\n","1","1060019","0","19","8","0","0","0"
"6","","4","1060020","3.875","20","0","0","1","0"
"6","","2","1060021","0","21","0","vo_10011600","0","vo_10011600_0605"
"6","「切嚕～」，","1","1060022","0","22","8","0","0","0"
"6","","4","1060023","1.75","23","0","0","1","0"
"6","那種問候語…","1","1060024","0","24","8","0","0","0"
"6","","4","1060025","1.625","25","0","0","1","0"
"6","如果要我說出來，我一定會當場昏倒，","1","1060026","0","26","8","0","0","0"
"6","","4","1060027","2.75","27","0","0","1","0"
"6","直接蒙主寵召……","1","1060028","0","28","8","0","0","0"
"6","","4","1060029","3.125","29","0","0","1","0"
"7","","2","1070001","0","1","0","vo_10011600","0","vo_10011600_0701"
"7","　今天真的是每件事情","1","1070002","0","2","8","0","0","0"
"7","","4","1070003","2.375","3","0","0","1","0"
"7","都受到優妮的照顧。\n","1","1070004","0","4","7","0","0","0"
"7","","4","1070005","3.28571428571429","5","0","0","1","0"
"7","","2","1070006","0","6","0","vo_10011600","0","vo_10011600_0702"
"7","和喜歡調侃人的克蘿依與琪愛兒完全不同，","1","1070007","0","7","8","0","0","0"
"7","","4","1070008","4.625","8","0","0","1","0"
"7","我從她身上看見了充滿知性，","1","1070009","0","9","8","0","0","0"
"7","","4","1070010","1.5","10","0","0","1","0"
"7","值得信賴的一面。","1","1070011","0","11","10","0","0","0"
"7","","4","1070012","2.4","12","0","0","1","0"
"7","","2","1070013","0","13","0","vo_10011600","0","vo_10011600_0703"
"7","俐落下達明確指示的模樣，","1","1070014","0","14","8","0","0","0"
"7","","4","1070015","2.375","15","0","0","1","0"
"7","充分展現出她身為公會長的威嚴。","1","1070016","0","16","8","0","0","0"
"7","","4","1070017","3.5","17","0","0","1","0"
"7","","2","1070018","0","18","0","vo_10011600","0","vo_10011600_0704"
"7","我相信優妮一定","1","1070019","0","19","8","0","0","0"
"7","","4","1070020","2.25","20","0","0","1","0"
"7","可以將優妮們的威名傳播到全世界。\n\n","1","1070021","0","21","8","0","0","0"
"7","","4","1070022","6.625","22","0","0","1","0"
"7","","2","1070023","0","23","0","vo_10011600","0","vo_10011600_0705"
"7","咦？","1","1070024","0","24","8","0","0","0"
"7","","4","1070025","1.125","25","0","0","1","0"
"7","　公會名是這樣嗎？","1","1070026","0","26","8","0","0","0"
"7","","4","1070027","2.75","27","0","0","1","0"
"8","","2","1080001","0","1","0","vo_10011600","0","vo_10011600_0801"
"8","　初次見面時，","1","1080002","0","2","8","0","0","0"
"8","","4","1080003","1.75","3","0","0","1","0"
"8","因為太害怕而遲遲不敢跟克蘿依說話。","1","1080004","0","4","8","0","0","0"
"8","","4","1080005","4.125","5","0","0","1","0"
"8","","2","1080006","0","6","0","vo_10011600","0","vo_10011600_0802"
"8","不過後來我漸漸明白她其實是個很溫柔的人，","1","1080007","0","7","8","0","0","0"
"8","","4","1080008","2.75","8","0","0","1","0"
"8","而且時常關心我的事情。\n","1","1080009","0","9","8","0","0","0"
"8","","4","1080010","5.875","10","0","0","1","0"
"8","","2","1080011","0","11","0","vo_10011600","0","vo_10011600_0803"
"8","托克蘿依的福，雖然只有一點點…","1","1080012","0","12","8","0","0","0"
"8","","4","1080013","3.25","13","0","0","1","0"
"8","不過\n我總算比較能融入班上。\n","1","1080014","0","14","8","0","0","0"
"8","","4","1080015","4.25","15","0","0","1","0"
"8","","2","1080016","0","16","0","vo_10011600","0","vo_10011600_0804"
"8","克蘿依似乎有很多兄弟姊妹。","1","1080017","0","17","8","0","0","0"
"8","","4","1080018","4.125","18","0","0","1","0"
"8","","2","1080019","0","19","0","vo_10011600","0","vo_10011600_0805"
"8","的確，","1","1080020","0","20","8","0","0","0"
"8","","4","1080021","1.625","21","0","0","1","0"
"8","今天的克蘿依差點讓我脫口喊她姊姊！","1","1080022","0","22","8","0","0","0"
"8","","4","1080023","4.625","23","0","0","1","0"
"9","","2","1090001","0","1","0","vo_10011600","0","vo_10011600_0901"
"9","　切嚕～","1","1090002","0","2","8","0","0","0"
"9","","4","1090003","3.875","3","0","0","1","0"
"9","","2","1090004","0","4","0","vo_10011600","0","vo_10011600_0902"
"9","如果可以學會說出這句問候語，","1","1090005","0","5","8","0","0","0"
"9","","4","1090006","2.75","6","0","0","1","0"
"9","我是不是就能像琪愛兒一樣","1","1090007","0","7","8","0","0","0"
"9","","4","1090008","2.375","8","0","0","1","0"
"9","開朗有自信，擁有許多朋友，","1","1090009","0","9","8","0","0","0"
"9","","4","1090010","2.75","10","0","0","1","0"
"9","變身為自己理想中的女性呢？\n","1","1090011","0","11","8","0","0","0"
"9","","4","1090012","4.375","12","0","0","1","0"
"9","","2","1090013","0","13","0","vo_10011600","0","vo_10011600_0903"
"9","不過","1","1090014","0","14","8","0","0","0"
"9","","4","1090015","1.25","15","0","0","1","0"
"9","這句問候語對我而言還太困難，","1","1090016","0","16","8","0","0","0"
"9","","4","1090017","2.875","17","0","0","1","0"
"9","今天暫且寫下來就好。\n","1","1090018","0","18","8","0","0","0"
"9","","4","1090019","4.125","19","0","0","1","0"
"9","","2","1090020","0","20","0","vo_10011600","0","vo_10011600_0904"
"9","切嚕～切嚕～切嚕～切嚕～切嚕～","1","1090021","0","21","8","0","0","0"
"9","","4","1090022","4.125","22","0","0","1","0"
"9","","2","1090023","0","23","0","vo_10011600","0","vo_10011600_0905"
"9","切嚕～切嚕～切嚕～切嚕～切嚕～","1","1090024","0","24","8","0","0","0"
"9","","4","1090025","4.125","25","0","0","1","0"
"9","","2","1090026","0","26","0","vo_10011600","0","vo_10011600_0906"
"9","切嚕～切嚕～切嚕～切嚕～切嚕～\n","1","1090027","0","27","8","0","0","0"
"9","","4","1090028","4.125","28","0","0","1","0"
"9","","2","1090029","0","29","0","vo_10011600","0","vo_10011600_0907"
"9","切嚕～切嚕～切嚕～","1","1090030","0","30","8","0","0","0"
"9","","4","1090031","2.875","31","0","0","1","0"
"10","","2","1100001","0","1","0","vo_10011600","0","vo_10011600_1001"
"10","　忘記了忘記了忘記了！\n","1","1100002","0","2","8","0","0","0"
"10","","4","1100003","2.75","3","0","0","1","0"
"10","特別講座到底該怎麼辦啦！","1","1100004","0","4","8","0","0","0"
"10","","4","1100005","2.25","5","0","0","1","0"
"10","","2","1100006","0","6","0","vo_10011600","0","vo_10011600_1002"
"10","從精靈之森帶來的曼德拉草逃跑了，","1","1100007","0","7","8","0","0","0"
"10","","4","1100008","3.625","8","0","0","1","0"
"10","我完全沒有任何準備！\n","1","1100009","0","9","8","0","0","0"
"10","","4","1100010","2.375","10","0","0","1","0"
"10","","2","1100011","0","11","0","vo_10011600","0","vo_10011600_1003"
"10","……精靈之森嗎","1","1100012","0","12","8","0","0","0"
"10","","4","1100013","2","13","0","0","1","0"
"10","似乎在呼喚我……","1","1100014","0","14","8","0","0","0"
"10","","4","1100015","2.25","15","0","0","1","0"
"10","","2","1100016","0","16","0","vo_10011600","0","vo_10011600_1004"
"10","不對，不行不行，","1","1100017","0","17","8","0","0","0"
"10","","4","1100018","1.875","18","0","0","1","0"
"10","我不能背叛美里老師的期待！\n","1","1100019","0","19","8","0","0","0"
"10","","4","1100020","4.125","20","0","0","1","0"
"10","","2","1100021","0","21","0","vo_10011600","0","vo_10011600_1005"
"10","但是我該如何是好？","1","1100022","0","22","8","0","0","0"
"10","","4","1100023","3.125","23","0","0","1","0"
"10","","2","1100024","0","24","0","vo_10011600","0","vo_10011600_1006"
"10","既然如此，","1","1100025","0","25","8","0","0","0"
"10","","4","1100026","1.75","26","0","0","1","0"
"10","乾脆將「如何度過孤獨人生」的要點整理出來","1","1100027","0","27","8","0","0","0"
"10","","4","1100028","3.375","28","0","0","1","0"
"10","並且對外發表吧……？","1","1100029","0","29","8","0","0","0"
"10","","4","1100030","2.5","30","0","0","1","0"
"11","","2","1110001","0","1","0","vo_10011600","0","vo_10011600_1101"
"11","　特別講座","1","1110002","0","2","8","0","0","0"
"11","","4","1110003","1.75","3","0","0","1","0"
"11","結束！\n","1","1110004","0","4","8","0","0","0"
"11","","4","1110005","2.625","5","0","0","1","0"
"11","","2","1110006","0","6","0","vo_10011600","0","vo_10011600_1102"
"11","結果……","1","1110007","0","7","8","0","0","0"
"11","","4","1110008","1.625","8","0","0","1","0"
"11","成功","1","1110009","0","9","8","0","0","0"
"11","","4","1110010","1.375","10","0","0","1","0"
"11","…應該吧。","1","1110011","0","11","8","0","0","0"
"11","","4","1110012","3.125","12","0","0","1","0"
"11","","2","1110013","0","13","0","vo_10011600","0","vo_10011600_1103"
"11","　這一切都要感謝","1","1110014","0","14","8","0","0","0"
"11","","4","1110015","2.5","15","0","0","1","0"
"11","從旁協助的那個人，","1","1110016","0","16","8","0","0","0"
"11","","4","1110017","1.875","17","0","0","1","0"
"11","以及","1","1110018","0","18","8","0","0","0"
"11","","4","1110019","0.875","19","0","0","1","0"
"11","好朋友社的各位。\n","1","1110020","0","20","8","0","0","0"
"11","","4","1110021","3","21","0","0","1","0"
"11","","2","1110022","0","22","0","vo_10011600","0","vo_10011600_1104"
"11","講座結束之後，","1","1110023","0","23","8","0","0","0"
"11","","4","1110024","2.125","24","0","0","1","0"
"11","許多人圍在我身邊，讓我感到很害怕。","1","1110025","0","25","8","0","0","0"
"11","","4","1110026","3","26","0","0","1","0"
"11","","2","1110027","0","27","0","vo_10011600","0","vo_10011600_1105"
"11","可是我…","1","1110028","0","28","8","0","0","0"
"11","","4","1110029","1.5","29","0","0","1","0"
"11","沒有像往常一樣逃跑！\n","1","1110030","0","30","8","0","0","0"
"11","","4","1110031","3.125","31","0","0","1","0"
"11","","2","1110032","0","32","0","vo_10011600","0","vo_10011600_1106"
"11","我是否也有稍微……","1","1110033","0","33","8","0","0","0"
"11","","4","1110034","2","34","0","0","1","0"
"11","雖然只有一點點……","1","1110035","0","35","8","0","0","0"
"11","","4","1110036","2.625","36","0","0","1","0"
"11","成長……","1","1110037","0","37","8","0","0","0"
"11","","4","1110038","1.5","38","0","0","1","0"
"11","了呢？","1","1110039","0","39","8","0","0","0"
"11","","4","1110040","1.875","40","0","0","1","0"
"12","","2","1120001","0","1","0","vo_10011600","0","vo_10011600_1201"
"12","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","1","1120002","0","2","8","0","0","0"
"12","","4","1120003","4.25","3","0","0","1","0"
"12","那個人果然好厲害啊！\n","1","1120004","0","4","8","0","0","0"
"12","","4","1120005","3.5","5","0","0","1","0"
"12","","2","1120006","0","6","0","vo_10011600","0","vo_10011600_1202"
"12","　走在走廊時，","1","1120007","0","7","8","0","0","0"
"12","","4","1120008","2.125","8","0","0","1","0"
"12","其他學生看見那個人後紛紛露出驚訝的表情，","1","1120009","0","9","8","0","0","0"
"12","","4","1120010","3.375","10","0","0","1","0"
"12","不過那個人還是微笑著向大家打招呼！\n","1","1120011","0","11","8","0","0","0"
"12","","4","1120012","3.125","12","0","0","1","0"
"12","","2","1120013","0","13","0","vo_10011600","0","vo_10011600_1203"
"12","即使有人","1","1120014","0","14","8","0","0","0"
"12","","4","1120015","1.375","15","0","0","1","0"
"12","朝著他尖叫，","1","1120016","0","16","8","0","0","0"
"12","","4","1120017","1.25","17","0","0","1","0"
"12","他依舊一臉蠻不在乎地揮手以對！","1","1120018","0","18","8","0","0","0"
"12","","4","1120019","2.5","19","0","0","1","0"
"12","","2","1120020","0","20","0","vo_10011600","0","vo_10011600_1204"
"12","　和不懂得打招呼的我完全不同！\n\n","1","1120021","0","21","8","0","0","0"
"12","","4","1120022","4.625","22","0","0","1","0"
"12","","2","1120023","0","23","0","vo_10011600","0","vo_10011600_1205"
"12","我也好想盡快","1","1120024","0","24","8","0","0","0"
"12","","4","1120025","1.25","25","0","0","1","0"
"12","變成那樣的人……","1","1120026","0","26","8","0","0","0"
"12","","4","1120027","2.5","27","0","0","1","0"
"13","","2","1130001","0","1","0","vo_10011600","0","vo_10011600_1301"
"13","　我帶來的曼德拉草惹出大麻煩……","1","1130002","0","2","8","0","0","0"
"13","","4","1130003","4.875","3","0","0","1","0"
"13","","2","1130004","0","4","0","vo_10011600","0","vo_10011600_1302"
"13","可是，","1","1130005","0","5","8","0","0","0"
"13","","4","1130006","1.25","6","0","0","1","0"
"13","多虧那個人和好朋友社出手相助，","1","1130007","0","7","8","0","0","0"
"13","","4","1130008","4","8","0","0","1","0"
"13","最後終於趕在釀成重大災情前及時阻止了牠。","1","1130009","0","9","8","0","0","0"
"13","","4","1130010","5","10","0","0","1","0"
"13","","2","1130011","0","11","0","vo_10011600","0","vo_10011600_1303"
"13","　雖然大家","1","1130012","0","12","8","0","0","0"
"13","","4","1130013","1.45","13","0","0","1","0"
"13","口口聲聲說自己別有所圖，","1","1130014","0","14","8","0","0","0"
"13","","4","1130015","2.75","15","0","0","1","0"
"13","但是我相信事情一定不是那樣的。\n","1","1130016","0","16","8","0","0","0"
"13","","4","1130017","3.25","17","0","0","1","0"
"13","","2","1130018","0","18","0","vo_10011600","0","vo_10011600_1304"
"13","能夠像這樣和大家並肩作戰，","1","1130019","0","19","8","0","0","0"
"13","","4","1130020","2.75","20","0","0","1","0"
"13","我真的很高興。\n","1","1130021","0","21","8","0","0","0"
"13","","4","1130022","2.5","22","0","0","1","0"
"13","","2","1130023","0","23","0","vo_10011600","0","vo_10011600_1305"
"13","感覺就像……","1","1130024","0","24","8","0","0","0"
"13","","4","1130025","1.75","25","0","0","1","0"
"13","和大家…","1","1130026","0","26","8","0","0","0"
"13","","4","1130027","1.375","27","0","0","1","0"
"13","變成了同伴。","1","1130028","0","28","8","0","0","0"
"13","","4","1130029","2.125","29","0","0","1","0"
"14","","2","1140001","0","1","0","vo_10011600","0","vo_10011600_1401"
"14","　今天是","1","1140002","0","2","8","0","0","0"
"14","","4","1140003","1.5","3","0","0","1","0"
"14","在聖德蕾莎女學院上課的","1","1140004","0","4","7","0","0","0"
"14","","4","1140005","3.60714285714286","5","0","0","1","0"
"14","……最後一天。\n","1","1140006","0","6","8","0","0","0"
"14","","4","1140007","3.25","7","0","0","1","0"
"14","","2","1140008","0","8","0","vo_10011600","0","vo_10011600_1402"
"14","一開始聽見美里老師提出這項要求時，","1","1140009","0","9","8","0","0","0"
"14","","4","1140010","3.375","10","0","0","1","0"
"14","我認為自己一定無法辦到。","1","1140011","0","11","8","0","0","0"
"14","","4","1140012","3.125","12","0","0","1","0"
"14","","2","1140013","0","13","0","vo_10011600","0","vo_10011600_1403"
"14","　但是現在心中卻十分不捨，","1","1140014","0","14","8","0","0","0"
"14","","4","1140015","2.625","15","0","0","1","0"
"14","於是像這樣靠著寫日記紀錄一切。\n","1","1140016","0","16","8","0","0","0"
"14","","4","1140017","3.375","17","0","0","1","0"
"14","","2","1140018","0","18","0","vo_10011600","0","vo_10011600_1404"
"14","　閉上眼睛，","1","1140019","0","19","8","0","0","0"
"14","","4","1140020","2","20","0","0","1","0"
"14","那個人和","1","1140021","0","21","8","0","0","0"
"14","","4","1140022","1.5","22","0","0","1","0"
"14","好朋友社的各位、","1","1140023","0","23","8","0","0","0"
"14","","4","1140024","2.125","24","0","0","1","0"
"14","以及所有對我親切友好的同學們。\n\n","1","1140025","0","25","8","0","0","0"
