350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7
"20021","100111","travel_topdrama_r_2002_sitting_loop","-68","1","-42","0.8","1","1200210002","102","0"
"20021","3","travel_topdrama_r_2002_sitting_loop","-68","5","-42","0.8","3","1200210003","100","0"
"20021","0","mana","-75","5","0","1","0","1200210004","110","0"
"20021","","","","91","","","0","1200210005","",""
"20021","0","","","93","","","10","1200210006","",""
"20021","","","","101","","","1200210006","1200210007","",""
"20021","none","","","3","","0","0","1200210008","0",""
"20021","","","","91","","","0","1200210009","",""
"20022","103","","","13","","","100211","1200220001","",""
"20022","104","","","13","","","100111","1200220002","",""
"20022","travel_topdrama_r_2000_talk_normal","","1","3","","0.2","100211","1200220003","1",""
"20022","vo_travel_talk_20002_00","","","21","0","","vo_travel_talk","1200220004","0",""
"20022","嗯，這樣應該就沒問題了。\n傷口應該都癒合了，\n還有哪裡會痛嗎？","0","1","11","1","0","100211","1200220005","10","0"
"20022","","","","91","","","0","1200220006","",""
"20022","travel_topdrama_r_2000_idle_normal","","","3","","0.2","100211","1200220007","1",""
"20022","vo_travel_talk_20002_01","","","21","0","","vo_travel_talk","1200220008","0",""
"20022","沒問題了，謝謝妳！\n果然在長途的旅程中，\n優衣的魔法非常可靠呢♪","0","1","11","1","0","100111","1200220009","10","0"
"20022","","","","91","","","0","1200220010","",""
"20022","travel_topdrama_r_2000_talk_wish_in_joy","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","0.2","100211","1200220011","0",""
"20022","vo_travel_talk_20002_02","","","21","0","","vo_travel_talk","1200220012","0",""
"20022","不用客氣♪\n雖然不要受傷最好的，但有\n困難的時候不用客氣儘管跟我說唷？","0","1","11","1","0","100211","1200220013","10","0"
"20022","","","","91","","","0","1200220014","",""
"20022","travel_topdrama_r_2000_idle_wish_joy","","","3","","0.2","100211","1200220015","1",""
"20022","","","","112","","","","1200220016","",""
"20022","","","","91","","","0","1200220017","",""
"20031","100411","travel_topdrama_r_2000_idle_doya","-68","1","-42","0.8","1","1200310001","101","0"
"20031","102011","travel_topdrama_r_2000_idle_normal","-68","1","42","0.8","1","1200310002","102","1"
"20031","0","mana","-75","5","0","1","0","1200310003","110","0"
"20031","","","","91","","","0","1200310004","",""
"20031","0","","","93","","","10","1200310005","",""
"20031","","","","101","","","1200310005","1200310006","",""
"20031","none","","","3","","0","0","1200310007","0",""
"20031","","","","91","","","0","1200310008","",""
"20032","103","","","13","","","100411","1200320001","",""
"20032","104","","","13","","","102011","1200320002","",""
"20032","travel_topdrama_r_2000_talk_doya_in","","1","3","travel_topdrama_r_2000_talk_doya_loop","0.2","100411","1200320003","0",""
"20032","vo_travel_talk_20003_00","","","21","0","","vo_travel_talk","1200320004","0",""
"20032","冒險的準備是非常重要的！\n所以為了不要迷路\n把指南針給帶來了～♪","0","1","11","1","0","100411","1200320005","10","0"
"20032","","","","91","","","0","1200320006","",""
"20032","travel_topdrama_r_2000_idle_doya","","","3","","0.2","100411","1200320007","1",""
"20032","travel_topdrama_r_2000_talk_wish_in","","1","3","travel_topdrama_r_2000_talk_wish_loop","0.2","102011","1200320008","0",""
"20032","vo_travel_talk_20003_01","","","21","0","","vo_travel_talk","1200320009","0",""
"20032","禊好厲害呀～♪\n這個指南針一直轉來轉去的，\n要怎麼看方向呀～？","0","1","11","1","0","102011","1200320010","10","0"
"20032","","","","91","","","0","1200320011","",""
"20032","travel_topdrama_r_2000_idle_wish","","","3","","0.2","102011","1200320012","1",""
"20032","travel_topdrama_r_2000_talk_sad_in_surprise2","","1","3","travel_topdrama_r_2000_talk_sad_loop_surprise2","0.2","100411","1200320013","0",""
"20032","vo_travel_talk_20003_02","","","21","0","","vo_travel_talk","1200320014","0",""
"20032","咦？轉來轉去？\n……啊～！？惡作劇要用的磁鐵，\n不小心放在同一個口袋裡了～！","0","1","11","1","0","100411","1200320015","10","0"
"20032","","","","91","","","0","1200320016","",""
"20032","travel_topdrama_r_2000_idle_sad_surprise2","","","3","","0.2","100411","1200320017","1",""
"20032","","","","112","","","","1200320018","",""
"20032","","","","91","","","0","1200320019","",""
"20041","105311","travel_topdrama_r_2000_idle_normal","-68","1","42","0.8","1","1200410001","101","1"
"20041","104511","travel_topdrama_r_2000_idle_wish","-68","1","-42","0.8","1","1200410002","102","0"
"20041","0","mana","-75","5","0","1","0","1200410003","110","0"
"20041","","","","91","","","0","1200410004","",""
"20041","0","","","93","","","10","1200410005","",""
"20041","","","","101","","","1200410005","1200410006","",""
"20041","none","","","3","","0","0","1200410007","0",""
"20041","","","","91","","","0","1200410008","",""
"20042","103","","","13","","","105311","1200420001","",""
"20042","104","","","13","","","104511","1200420002","",""
"20042","travel_topdrama_r_2000_talk_surprise_in_sad","","1","3","travel_topdrama_r_2000_talk_surprise_loop_sad","0.2","105311","1200420003","0",""
"20042","vo_travel_talk_20004_00","","","21","0","","vo_travel_talk","1200420004","0",""
"20042","怎、怎麼了空花！？\n臉紅通通的，還出了這麼多汗……\n是有哪裡不舒服的嘛！？","0","1","11","1","0","105311","1200420005","10","0"
"20042","","","","91","","","0","1200420006","",""
"20042","travel_topdrama_r_2000_idle_surprise_sad","","","3","","0.2","105311","1200420007","1",""
"20042","travel_topdrama_r_2000_talk_wish_loop","","1","3","","0.2","104511","1200420008","1",""
"20042","vo_travel_talk_20004_01","","","21","0","","vo_travel_talk","1200420009","0",""
"20042","現在要去的地方有從未見過\n的可怕魔物，與其對峙空花一定\n會受到前所未有的凌虐……♪","0","1","11","1","0","104511","1200420010","10","0"
"20042","","","","91","","","0","1200420011","",""
"20042","travel_topdrama_r_2000_idle_wish","","","3","","0.2","104511","1200420012","1",""
"20042","travel_topdrama_r_2000_talk_doya_in_sad","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","0.2","105311","1200420013","0",""
"20042","vo_travel_talk_20004_02","","","21","0","","vo_travel_talk","1200420014","0",""
"20042","啊，平常的妄想啊。\n整個白擔心了的感覺，\n拜託妳集中進行任務啊！","0","1","11","1","0","105311","1200420015","10","0"
"20042","","","","91","","","0","1200420016","",""
"20042","travel_topdrama_r_2000_idle_doya_sad","","","3","","0.2","105311","1200420017","1",""
"20042","","","","112","","","","1200420018","",""
"20042","","","","91","","","0","1200420019","",""
"20051","100911","travel_topdrama_r_2000_idle_thinking","-68","1","-42","0.8","1","1200510001","101","0"
"20051","105611","travel_topdrama_r_2000_idle_arm_crossed","-68","1","42","0.8","1","1200510002","102","1"
"20051","0","mana","-75","5","0","1","0","1200510003","110","0"
"20051","","","","91","","","0","1200510004","",""
"20051","0","","","93","","","10","1200510005","",""
"20051","","","","101","","","1200510005","1200510006","",""
"20051","none","","","3","","0","0","1200510007","0",""
"20051","","","","91","","","0","1200510008","",""
"20052","103","","","13","","","100911","1200520001","",""
"20052","104","","","13","","","105611","1200520002","",""
"20052","travel_topdrama_r_2000_talk_thinking","","1","3","","0.2","100911","1200520003","1",""
"20052","vo_travel_talk_20005_00","","","21","0","","vo_travel_talk","1200520004","0",""
"20052","潛在我內心的黑暗在訴說著……\n眾多的命運的線條會複雜的纏繞著，\n這趟旅程將會成為壯大的冒險記！","0","1","11","1","0","100911","1200520005","10","0"
"20052","","","","91","","","0","1200520006","",""
"20052","travel_topdrama_r_2000_idle_thinking","","","3","","0.2","100911","1200520007","1",""
"20052","travel_topdrama_r_2000_talk_arm_crossed_in","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop","0.2","105611","1200520008","0",""
"20052","vo_travel_talk_20005_01","","","21","0","","vo_travel_talk","1200520009","0",""
"20052","這樣啊。\n那麼首先，妳可以先接受\n去收集柴火的命運嗎？","0","1","11","1","0","105611","1200520010","10","0"
"20052","","","","91","","","0","1200520011","",""
"20052","travel_topdrama_r_2000_idle_arm_crossed","","","3","","0.2","105611","1200520012","1",""
"20052","travel_topdrama_r_2000_talk_doya_in_blink","","1","3","travel_topdrama_r_2000_talk_doya_loop","0.2","100911","1200520013","0",""
"20052","vo_travel_talk_20005_02","","","21","0","","vo_travel_talk","1200520014","0",""
"20052","哼，那命運的話早就已經接受了！\n……但是，那個，完全收集不全。\n可以的話能幫個忙嗎？","0","1","11","1","0","100911","1200520015","10","0"
"20052","","","","91","","","0","1200520016","",""
"20052","travel_topdrama_r_2000_idle_doya","","","3","","0.2","100911","1200520017","1",""
"20052","","","","112","","","","1200520018","",""
"20052","","","","91","","","0","1200520019","",""
"20061","110911","travel_topdrama_r_2000_idle_kyapi","-68","1","42","0.8","1","1200610001","101","1"
"20061","110811","travel_topdrama_r_2000_idle_doya_sad","-68","1","-42","0.8","1","1200610002","102","0"
"20061","0","mana","-75","5","0","1","0","1200610003","110","0"
"20061","","","","91","","","0","1200610004","",""
"20061","0","","","93","","","10","1200610005","",""
"20061","","","","101","","","1200610005","1200610006","",""
"20061","none","","","3","","0","0","1200610007","0",""
"20061","","","","91","","","0","1200610008","",""
"20062","103","","","13","","","110911","1200620001","",""
"20062","104","","","13","","","110811","1200620002","",""
"20062","travel_topdrama_r_2000_talk_kyapi_in","","1","3","travel_topdrama_r_2000_talk_kyapi_loop","0.2","110911","1200620003","0",""
"20062","vo_travel_talk_20006_00","","","21","0","","vo_travel_talk","1200620004","0",""
"20062","切嚕～☆\n切嚕切啦，切唎啪，\n切切唎啵噗！","0","1","11","1","0","110911","1200620005","10","0"
"20062","","","","91","","","0","1200620006","",""
"20062","travel_topdrama_r_2000_idle_kyapi","","","3","","0.2","110911","1200620007","1",""
"20062","travel_topdrama_r_2000_talk_doya_in_sad","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","0.2","110811","1200620008","0",""
"20062","vo_travel_talk_20006_01","","","21","0","","vo_travel_talk","1200620009","0",""
"20062","那個啊。我是不介意啦。\n你那腦筋很差的怪聲剛才引來\n了一大堆魔物的事情，已經忘掉了嗎？","0","1","11","1","0","110811","1200620010","10","0"
"20062","","","","91","","","0","1200620011","",""
"20062","travel_topdrama_r_2000_idle_doya_sad","","","3","","0.2","110811","1200620012","1",""
"20062","travel_topdrama_r_2000_talk_normal2","","1","3","","0.2","110911","1200620013","1",""
"20062","vo_travel_talk_20006_02","","","21","0","","vo_travel_talk","1200620014","0",""
"20062","……那個時候\n真的是非常的抱歉。","0","1","11","1","0","110911","1200620015","10","0"
"20062","","","","91","","","0","1200620016","",""
"20062","travel_topdrama_r_2000_idle_normal","","","3","","0.2","110911","1200620017","1",""
"20062","","","","112","","","","1200620018","",""
"20062","","","","91","","","0","1200620019","",""
"20071","102911","travel_topdrama_r_2000_idle_smile","-68","1","42","0.8","1","1200710001","101","1"
"20071","105411","travel_topdrama_r_2000_idle_sad","-68","1","-42","0.8","1","1200710002","102","0"
"20071","0","mana","-75","5","0","1","0","1200710003","110","0"
"20071","","","","91","","","0","1200710004","",""
"20071","0","","","93","","","10","1200710005","",""
"20071","","","","101","","","1200710005","1200710006","",""
"20071","none","","","3","","0","0","1200710007","0",""
"20071","","","","91","","","0","1200710008","",""
"20072","103","","","13","","","102911","1200720001","",""
"20072","104","","","13","","","105411","1200720002","",""
"20072","travel_topdrama_r_2000_talk_smile_in","","1","3","travel_topdrama_r_2000_talk_smile_loop","0.2","102911","1200720003","0",""
"20072","vo_travel_talk_20007_00","","","21","0","","vo_travel_talk","1200720004","0",""
"20072","這附近的地形，\n應該滿適合練習跳舞的吧？\n能陪我練習舞步嗎？","0","1","11","1","0","102911","1200720005","10","0"
"20072","","","","91","","","0","1200720006","",""
"20072","travel_topdrama_r_2000_idle_smile","","","3","","0.2","102911","1200720007","1",""
"20072","travel_topdrama_r_2007_dance","","1","3","travel_topdrama_r_2000_talk_sad_loop","0.2","105411","1200720008","0","0.2"
"20072","vo_travel_talk_20007_01","","","21","0","","vo_travel_talk","1200720009","0",""
"20072","咦，這樣的感覺嗎？\n……哇哇，差點失去平衡！？\n還挺困難的呢……","0","1","11","1","0","105411","1200720010","10","0"
"20072","","","","91","","","0","1200720011","",""
"20072","travel_topdrama_r_2000_idle_sad","","","3","","0.2","105411","1200720012","1",""
"20072","travel_topdrama_r_2000_talk_smile_in","","1","3","travel_topdrama_r_2000_talk_smile_loop","0.2","102911","1200720013","0",""
"20072","vo_travel_talk_20007_02","","","21","0","","vo_travel_talk","1200720014","0",""
"20072","也就是說這是不錯的練習呢！\n在去演唱會前，為了不忘記這地方，\n要把這地方寫下來呢♪","0","1","11","1","0","102911","1200720015","10","0"
"20072","","","","91","","","0","1200720016","",""
"20072","travel_topdrama_r_2000_idle_smile","","","3","","0.2","102911","1200720017","1",""
"20072","","","","112","","","","1200720018","",""
"20072","","","","91","","","0","1200720019","",""
"20081","104711","travel_topdrama_r_2000_idle_sad","-68","1","42","0.8","1","1200810001","101","1"
"20081","107111","travel_topdrama_r_2000_idle_doya","-68","1","-42","0.8","1","1200810002","102","0"
"20081","0","mana","-75","5","0","1","0","1200810003","110","0"
"20081","","","","91","","","0","1200810004","",""
"20081","0","","","93","","","10","1200810005","",""
"20081","","","","101","","","1200810005","1200810006","",""
"20081","none","","","3","","0","0","1200810007","0",""
"20081","","","","91","","","0","1200810008","",""
"20082","103","","","13","","","104711","1200820001","",""
"20082","104","","","13","","","107111","1200820002","",""
"20082","travel_topdrama_r_2000_talk_sad_in","","1","3","travel_topdrama_r_2000_talk_sad_loop","0.2","104711","1200820003","0",""
"20082","vo_travel_talk_20008_00","","","21","0","","vo_travel_talk","1200820004","0",""
"20082","雖然有幾次離開王宮的機會，\n果然還是靜不下來呢……\n發生什麼事的時候也很難對應。","0","1","11","1","0","104711","1200820005","10","0"
"20082","","","","91","","","0","1200820006","",""
"20082","travel_topdrama_r_2000_idle_sad","","","3","","0.2","104711","1200820007","1",""
"20082","travel_topdrama_r_2000_talk_doya_in","","1","3","travel_topdrama_r_2000_talk_doya_loop","0.2","107111","1200820008","0",""
"20082","vo_travel_talk_20008_01","","","21","0","","vo_travel_talk","1200820009","0",""
"20082","現在才在擔心也沒意義吧？\n放鬆心情好好享受這趟旅行吧。\n旅程還很長的呢☆","0","1","11","1","0","107111","1200820010","10","0"
"20082","","","","91","","","0","1200820011","",""
"20082","travel_topdrama_r_2000_idle_doya","","","3","","0.2","107111","1200820012","1",""
"20082","travel_topdrama_r_2000_talk_guts_in","","1","3","travel_topdrama_r_2000_talk_guts_loop","0.2","104711","1200820013","0",""
"20082","vo_travel_talk_20008_02","","","21","0","","vo_travel_talk","1200820014","0",""
"20082","謝謝妳，克莉絲。\n王宮也有優秀的部下在，\n現在還是集中在面前的工作上吧。","0","1","11","1","0","104711","1200820015","10","0"
"20082","","","","91","","","0","1200820016","",""
"20082","travel_topdrama_r_2000_idle_guts","","","3","","0.2","104711","1200820017","1",""
"20082","","","","112","","","","1200820018","",""
"20082","","","","91","","","0","1200820019","",""
"20091","104011","travel_topdrama_r_2000_idle_guts2","-68","1","42","0.8","1","1200910001","101","1"
"20091","101511","travel_topdrama_r_2000_idle_smile","-68","1","-42","0.8","1","1200910002","102","0"
"20091","0","mana","-75","5","0","1","0","1200910003","110","0"
"20091","","","","91","","","0","1200910004","",""
"20091","0","","","93","","","10","1200910005","",""
"20091","","","","101","","","1200910005","1200910006","",""
"20091","none","","","3","","0","0","1200910007","0",""
"20091","","","","91","","","0","1200910008","",""
"20092","103","","","13","","","104011","1200920001","",""
"20092","104","","","13","","","101511","1200920002","",""
"20092","travel_topdrama_r_2000_talk_guts2_in","","1","3","travel_topdrama_r_2000_talk_guts2_loop","0.2","104011","1200920003","0",""
"20092","vo_travel_talk_20009_00","","","21","0","","vo_travel_talk","1200920004","0",""
"20092","這次的冒險有許多公會\n會參加對吧……？\n難道這是，交朋友的好機會……？","0","1","11","1","0","104011","1200920005","10","0"
"20092","","","","91","","","0","1200920006","",""
"20092","travel_topdrama_r_2000_idle_guts2","","","3","","0.2","104011","1200920007","1",""
"20092","travel_topdrama_r_2000_talk_wish_in_joy","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","0.2","101511","1200920008","0",""
"20092","vo_travel_talk_20009_01","","","21","0","","vo_travel_talk","1200920009","0",""
"20092","呵呵，是啊～\n一定會有不少的邂逅，\n試著多跟人搭話如何～？","0","1","11","1","0","101511","1200920010","10","0"
"20092","","","","91","","","0","1200920011","",""
"20092","travel_topdrama_r_2000_idle_wish_joy","","","3","","0.2","101511","1200920012","1",""
"20092","travel_topdrama_r_2000_talk_surprise_in_sad","","1","3","travel_topdrama_r_2000_talk_surprise_loop_sad","0.2","104011","1200920013","0",""
"20092","vo_travel_talk_20009_02","","","21","0","","vo_travel_talk","1200920014","0",""
"20092","多……跟人搭話……！？\n一瞬間就喪失自信了……\n果然還是走在邊邊就好了……","0","1","11","1","0","104011","1200920015","10","0"
"20092","","","","91","","","0","1200920016","",""
"20092","travel_topdrama_r_2000_idle_surprise_sad","","","3","","0.2","104011","1200920017","1",""
"20092","","","","112","","","","1200920018","",""
"20092","","","","91","","","0","1200920019","",""
"20101","102611","travel_topdrama_r_2000_idle_sad","-68","1","42","0.8","1","1201010001","101","1"
"20101","103311","travel_topdrama_r_2000_idle_doya_sad","-68","1","-42","0.8","1","1201010002","102","0"
"20101","0","mana","-75","5","0","1","0","1201010003","110","0"
"20101","","","","91","","","0","1201010004","",""
"20101","0","","","93","","","10","1201010005","",""
"20101","","","","101","","","1201010005","1201010006","",""
"20101","none","","","3","","0","0","1201010007","0",""
"20101","","","","91","","","0","1201010008","",""
"20102","103","","","13","","","102611","1201020001","",""
"20102","104","","","13","","","103311","1201020002","",""
"20102","travel_topdrama_r_2000_talk_sad_in","","1","3","travel_topdrama_r_2000_talk_sad_loop","0.2","102611","1201020003","0",""
"20102","vo_travel_talk_20010_00","","","21","0","","vo_travel_talk","1201020004","0",""
"20102","呼……呼……！\n已經走了好久了啊～！\n想回家了啦～想懶懶散散地度過～！","0","1","11","1","0","102611","1201020005","10","0"
"20102","","","","91","","","0","1201020006","",""
"20102","travel_topdrama_r_2000_idle_sad","","","3","","0.2","102611","1201020007","1",""
"20102","travel_topdrama_r_2000_talk_doya_in_sad","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","0.2","103311","1201020008","0",""
"20102","vo_travel_talk_20010_01","","","21","0","","vo_travel_talk","1201020009","0",""
"20102","在說什麼呀～！\n鈴鈴最需要多走走，\n重新鍛鍊身體！","0","1","11","1","0","103311","1201020010","10","0"
"20102","","","","91","","","0","1201020011","",""
"20102","travel_topdrama_r_2000_idle_doya_sad","","","3","","0.2","103311","1201020012","1",""
"20102","travel_topdrama_r_2000_talk_dead","","1","3","","0.2","102611","1201020013","1",""
"20102","vo_travel_talk_20010_02","","","21","0","","vo_travel_talk","1201020014","0",""
"20102","那種事情完全不需要啦……！\n總之讓我休息！休息～！\n不吃個橡子的話，我的腳會開始痠痛的～！","0","1","11","1","0","102611","1201020015","10","0"
"20102","","","","91","","","0","1201020016","",""
"20102","travel_topdrama_r_2000_idle_dead","","","3","","0.2","102611","1201020017","1",""
"20102","","","","112","","","","1201020018","",""
"20102","","","","91","","","0","1201020019","",""
"20111","104911","travel_topdrama_r_2000_idle_smile","-68","1","42","0.8","1","1201110001","101","1"
"20111","101111","travel_topdrama_r_2000_idle_normal","-68","1","-42","0.8","1","1201110002","102","0"
"20111","0","mana","-75","5","0","1","0","1201110003","110","0"
"20111","","","","91","","","0","1201110004","",""
"20111","0","","","93","","","10","1201110005","",""
"20111","","","","101","","","1201110005","1201110006","",""
"20111","none","","","3","","0","0","1201110007","0",""
"20111","","","","91","","","0","1201110008","",""
"20112","103","","","13","","","104911","1201120001","",""
"20112","104","","","13","","","101111","1201120002","",""
"20112","travel_topdrama_r_2000_talk_smile_in","","1","3","travel_topdrama_r_2000_talk_smile_loop","0.2","104911","1201120003","0",""
"20112","vo_travel_talk_20011_00","","","21","0","","vo_travel_talk","1201120004","0",""
"20112","不知道路上有沒有掉什麼好東西呢～？\n能讓弟弟興奮過頭，讓他瞬間忘掉\n最喜歡姐姐以外的感情的寶物之類的。","0","1","11","1","0","104911","1201120005","10","0"
"20112","","","","91","","","0","1201120006","",""
"20112","travel_topdrama_r_2000_idle_smile","","","3","","0.2","104911","1201120007","1",""
"20112","travel_topdrama_r_2000_shock_in","","1","3","travel_topdrama_r_2000_talk_shock","0.2","101111","1201120008","0",""
"20112","vo_travel_talk_20011_01","","","21","0","","vo_travel_talk","1201120009","0",""
"20112","不不不，靜流姐？\n那根本就是受詛咒的裝備了，\n真的發現了也別帶回去喔。","0","1","11","1","0","101111","1201120010","10","0"
"20112","","","","91","","","0","1201120011","",""
"20112","travel_topdrama_r_2000_idle_normal","","","3","","0.2","101111","1201120012","1",""
"20112","travel_topdrama_r_2000_talk_wish_in_joy","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","0.2","104911","1201120013","0",""
"20112","vo_travel_talk_20011_02","","","21","0","","vo_travel_talk","1201120014","0",""
"20112","唉……算了，也行。\n就算不依靠那種東西，弟弟\n也是最喜歡姐姐的呢♪","0","1","11","1","0","104911","1201120015","10","0"
"20112","","","","91","","","0","1201120016","",""
"20112","travel_topdrama_r_2000_idle_wish_joy","","","3","","0.2","104911","1201120017","1",""
"20112","","","","112","","","","1201120018","",""
"20112","","","","91","","","0","1201120019","",""
"20121","101011","travel_topdrama_r_2000_idle_sad","-68","1","42","0.8","1","1201210001","101","1"
"20121","101711","travel_topdrama_r_2000_idle_guts2_joy","-68","1","-42","0.8","1","1201210002","102","0"
"20121","3","travel_topdrama_r_2012_empty","-68","5","-42","0.8","3","1201210003","103","0"
"20121","0","mana","-75","5","0","1","0","1201210004","110","0"
"20121","","","","91","","","0","1201210005","",""
"20121","0","","","93","","","10","1201210006","",""
"20121","","","","101","","","1201210006","1201210007","",""
"20121","none","","","3","","0","0","1201210008","0",""
"20121","","","","91","","","0","1201210009","",""
"20122","104","","","13","","","101011","1201220001","",""
"20122","105","","","13","","","101711","1201220002","",""
"20122","travel_topdrama_r_2000_talk_sad_in","","1","3","travel_topdrama_r_2000_talk_sad_loop","0.2","101011","1201220003","0",""
"20122","vo_travel_talk_20012_00","","","21","0","","vo_travel_talk","1201220004","0",""
"20122","冒險還真辛苦呢～\n人家已經有點累了，\n香織還很有精神呢～？","0","1","11","1","0","101011","1201220005","10","0"
"20122","","","","91","","","0","1201220006","",""
"20122","travel_topdrama_r_2000_idle_sad","","","3","","0.2","101011","1201220007","1",""
"20122","travel_topdrama_r_2012_raise_in","","1","3","travel_topdrama_r_2012_raise_loop_talk","0.2","101711","1201220008","0",""
"20122","travel_topdrama_r_2012_raise_in","","1","3","travel_topdrama_r_2012_raise_loop_talk","0.2","3","1201220009","0",""
"20122","vo_travel_talk_20012_01","","","21","0","","vo_travel_talk","1201220010","0",""
"20122","都是多虧開口笑呢～♪\n又甜又吃得飽肚子，\n也分一些給真步吧～","0","1","11","1","0","101711","1201220011","10","0"
"20122","","","","91","","","0","1201220012","",""
"20122","travel_topdrama_r_2012_raise_loop_idle","","","3","","0.2","101711","1201220013","1",""
"20122","travel_topdrama_r_2012_raise_loop_talk","","","3","","0.2","3","1201220014","1",""
"20122","travel_topdrama_r_2000_talk_smile_in","","1","3","travel_topdrama_r_2000_talk_smile_loop","0.2","101011","1201220015","0",""
"20122","vo_travel_talk_20012_02","","","21","0","","vo_travel_talk","1201220016","0",""
"20122","謝謝妳呀～♪\n把這給吃下去，人家也要像香織\n一樣有精神的繼續冒險～♪","0","1","11","1","0","101011","1201220017","10","0"
"20122","","","","91","","","0","1201220018","",""
"20122","travel_topdrama_r_2000_idle_smile","","","3","","0.2","101011","1201220019","1",""
"20122","","","","112","","","","1201220020","",""
"20122","","","","91","","","0","1201220021","",""
"20131","104411","travel_topdrama_r_2000_idle_doya","-68","1","42","0.8","1","1201310001","101","1"
