1ae16a096d26a69951280d49b07410b1cb840e7ea41962280bbbbf5fe216f4b5,d3da93e06985d7b7cc52651a096225086bc3a3b4ca18f22691706f8421de872c,a704f60d667188a67628db9139df63d4f69fb706945e92ed955cb1cb8b5ee758,e5bfd3a0560fc16e06c017da433752f0d4ed34998e0d0416e7d9eac6d1ed4c7d,0b47db3c986c28d3914d3e64c6a4cf29ad5a3c7f047ff6e4fcadedcd1e8f0a88,991a659db6dcf5043a1be4dd98ffda18b043c1c7aa24b779c9afb8e04acf79d6,bb43837950d30542dd441353b0144c169d66808adbd04186077ed5fac3b3bfb0,ab78ef52f49b6bb03ae3bb541eeccf6d6f74a16db77ab980286013c3a385c7fc
"10201044","56011044","0","2018/01/01 15:00:00","201058","2","2030/01/01 23:59:59","與美里的羈絆"
"10201045","56011045","0","2018/01/01 15:00:00","201059","2","2030/01/01 23:59:59","你看，是媽媽哦～"
"10201046","56011046","0","2018/01/01 15:00:00","201061","2","2030/01/01 23:59:59","鈴奈"
"10201047","56011047","0","2018/01/01 15:00:00","201062","2","2030/01/01 23:59:59","與鈴奈的羈絆"
"10201048","56011048","0","2018/01/01 15:00:00","201063","2","2030/01/01 23:59:59","秀才你真的是秀才耶"
"10201049","56011049","0","2018/01/01 15:00:00","201065","2","2030/01/01 23:59:59","香織"
"10201050","56011050","0","2018/01/01 15:00:00","201066","2","2030/01/01 23:59:59","與香織的羈絆"
"10201051","56011051","0","2018/01/01 15:00:00","201067","2","2030/01/01 23:59:59","船到橋頭自然直～♪"
"10201052","56011052","0","2018/01/01 15:00:00","201069","2","2030/01/01 23:59:59","伊緒"
"10201053","56011053","0","2018/01/01 15:00:00","201070","2","2030/01/01 23:59:59","與伊緒的羈絆"
"10201054","56011054","0","2018/01/01 15:00:00","201071","2","2030/01/01 23:59:59","要開始特別授課囉♪"
"10201055","56011055","0","2018/01/01 15:00:00","201073","2","2030/01/01 23:59:59","美美"
"10201056","56011056","0","2018/01/01 15:00:00","201074","2","2030/01/01 23:59:59","與美美的羈絆"
"10201057","56011057","0","2018/01/01 15:00:00","201075","2","2030/01/01 23:59:59","嚕啦啦～嚕啦啦～♪"
"10201058","56011058","0","2018/01/01 15:00:00","201077","2","2030/01/01 23:59:59","胡桃"
"10201059","56011059","0","2018/01/01 15:00:00","201078","2","2030/01/01 23:59:59","與胡桃的羈絆"
"10201060","56011060","0","2018/01/01 15:00:00","201079","2","2030/01/01 23:59:59","伴隨著勇氣……！"
"10201061","56011061","0","2018/01/01 15:00:00","201081","2","2030/01/01 23:59:59","依里"
"10201062","56011062","0","2018/01/01 15:00:00","201082","2","2030/01/01 23:59:59","與依里的羈絆"
"10201063","56011063","0","2018/01/01 15:00:00","201083","2","2030/01/01 23:59:59","傲嬌的害羞女孩"
"10201064","56011064","0","2018/01/01 15:00:00","201085","2","2030/01/01 23:59:59","綾音"
"10201065","56011065","0","2018/01/01 15:00:00","201086","2","2030/01/01 23:59:59","與綾音的羈絆"
"10201066","56011066","0","2018/01/01 15:00:00","201087","2","2030/01/01 23:59:59","噗吉全力揮擊"
"10201067","56011067","0","2018/01/01 15:00:00","201089","2","2030/01/01 23:59:59","鈴莓"
"10201068","56011068","0","2018/01/01 15:00:00","201090","2","2030/01/01 23:59:59","與鈴莓的羈絆"
"10201069","56011069","0","2018/01/01 15:00:00","201091","2","2030/01/01 23:59:59","讓我來服侍您♪"
"10201070","56011070","0","2018/01/01 15:00:00","201093","2","2030/01/01 23:59:59","鈴"
"10201071","56011071","0","2018/01/01 15:00:00","201094","2","2030/01/01 23:59:59","與鈴的羈絆"
"10201072","56011072","0","2018/01/01 15:00:00","201095","2","2030/01/01 23:59:59","嬌生慣養的慢板生活"
"10201073","56011073","0","2018/01/01 15:00:00","201097","2","2030/01/01 23:59:59","惠理子"
"10201074","56011074","0","2018/01/01 15:00:00","201098","2","2030/01/01 23:59:59","與惠理子的羈絆"
"10201075","56011075","0","2018/01/01 15:00:00","201099","2","2030/01/01 23:59:59","我要懲罰您囉……"
"10201076","56011076","0","2018/01/01 15:00:00","201101","2","2030/01/01 23:59:59","咲戀"
"10201077","56011077","0","2018/01/01 15:00:00","201102","2","2030/01/01 23:59:59","與咲戀的羈絆"
"10201078","56011078","0","2018/01/01 15:00:00","201103","2","2030/01/01 23:59:59","大家的咲戀媽媽"
"10201079","56011079","0","2018/01/01 15:00:00","201105","2","2030/01/01 23:59:59","望"
"10201080","56011080","0","2018/01/01 15:00:00","201106","2","2030/01/01 23:59:59","與望的羈絆"
"10201081","56011081","0","2018/01/01 15:00:00","201107","2","2030/01/01 23:59:59","偶像的頂點"
"10201082","56011082","0","2018/01/01 15:00:00","201109","2","2030/01/01 23:59:59","妮諾"
"10201083","56011083","0","2018/01/01 15:00:00","201110","2","2030/01/01 23:59:59","與妮諾的羈絆"
"10201084","56011084","0","2018/01/01 15:00:00","201111","2","2030/01/01 23:59:59","天下統一是也！"
"10201085","56011085","0","2018/01/01 15:00:00","201113","2","2030/01/01 23:59:59","忍"
"10201086","56011086","0","2018/01/01 15:00:00","201114","2","2030/01/01 23:59:59","與忍的羈絆"
"10201087","56011087","0","2018/01/01 15:00:00","201115","2","2030/01/01 23:59:59","為父親著想的占卜師"
"10201088","56011088","0","2018/01/01 15:00:00","201117","2","2030/01/01 23:59:59","秋乃"
"10201089","56011089","0","2018/01/01 15:00:00","201118","2","2030/01/01 23:59:59","與秋乃的羈絆"
"10201090","56011090","0","2018/01/01 15:00:00","201119","2","2030/01/01 23:59:59","未來的專屬騎士"
"10201091","56011091","0","2018/01/01 15:00:00","201121","2","2030/01/01 23:59:59","真陽"
"10201092","56011092","0","2018/01/01 15:00:00","201122","2","2030/01/01 23:59:59","與真陽的羈絆"
"10201093","56011093","0","2018/01/01 15:00:00","201123","2","2030/01/01 23:59:59","傳遞歡笑的牧場主人"
"10201094","56011094","0","2018/01/01 15:00:00","201125","2","2030/01/01 23:59:59","優花梨"
"10201095","56011095","0","2018/01/01 15:00:00","201126","2","2030/01/01 23:59:59","與優花梨的羈絆"
"10201096","56011096","0","2018/01/01 15:00:00","201127","2","2030/01/01 23:59:59","麥酒最棒啦ー！"
"10201097","56011097","0","2018/01/01 15:00:00","201129","2","2030/01/01 23:59:59","鏡華"
"10201098","56011098","0","2018/01/01 15:00:00","201130","2","2030/01/01 23:59:59","與鏡華的羈絆"
"10201099","56011099","0","2018/01/01 15:00:00","201131","2","2030/01/01 23:59:59","變態可疑分子"
"10201100","56011100","0","2018/01/01 15:00:00","201133","2","2030/01/01 23:59:59","智"
"10201101","56011101","0","2018/01/01 15:00:00","201134","2","2030/01/01 23:59:59","與智的羈絆"
"10201102","56011102","0","2018/01/01 15:00:00","201135","2","2030/01/01 23:59:59","老公大人，開玩笑的"
"10201103","56011103","0","2018/01/01 15:00:00","201137","2","2030/01/01 23:59:59","栞"
"10201104","56011104","0","2018/01/01 15:00:00","201138","2","2030/01/01 23:59:59","與栞的羈絆"
"10201105","56011105","0","2018/01/01 15:00:00","201139","2","2030/01/01 23:59:59","今天的身體狀況不錯"
"10201106","56011106","0","2018/01/01 15:00:00","201141","2","2030/01/01 23:59:59","碧"
"10201107","56011107","0","2018/01/01 15:00:00","201142","2","2030/01/01 23:59:59","與碧的羈絆"
"10201108","56011108","0","2018/01/01 15:00:00","201143","2","2030/01/01 23:59:59","BB團中可靠的你"
"10201109","56011109","0","2018/01/01 15:00:00","201145","2","2030/01/01 23:59:59","千歌"
"10201110","56011110","0","2018/01/01 15:00:00","201146","2","2030/01/01 23:59:59","與千歌的羈絆"
"10201111","56011111","0","2018/01/01 15:00:00","201147","2","2030/01/01 23:59:59","風之唱喚歌姬"
"10201112","56011112","0","2018/01/01 15:00:00","201149","2","2030/01/01 23:59:59","真琴"
"10201113","56011113","0","2018/01/01 15:00:00","201150","2","2030/01/01 23:59:59","與真琴的羈絆"
"10201114","56011114","0","2018/01/01 15:00:00","201151","2","2030/01/01 23:59:59","熱血沸騰啦！"
"10201115","56011115","0","2018/01/01 15:00:00","201153","2","2030/01/01 23:59:59","伊莉亞"
"10201116","56011116","0","2018/01/01 15:00:00","201154","2","2030/01/01 23:59:59","與伊莉亞的羈絆"
"10201117","56011117","0","2018/01/01 15:00:00","201155","2","2030/01/01 23:59:59","悠久的統御黑夜之人"
"10201118","56011118","0","2018/01/01 15:00:00","201157","2","2030/01/01 23:59:59","空花"
"10201119","56011119","0","2018/01/01 15:00:00","201158","2","2030/01/01 23:59:59","與空花的羈絆"
"10201120","56011120","0","2018/01/01 15:00:00","201159","2","2030/01/01 23:59:59","咕嘿…咕嘿嘿……"
"10201121","56011121","0","2018/01/01 15:00:00","201161","2","2030/01/01 23:59:59","珠希"
"10201122","56011122","0","2018/01/01 15:00:00","201162","2","2030/01/01 23:59:59","與珠希的羈絆"
"10201123","56011123","0","2018/01/01 15:00:00","201163","2","2030/01/01 23:59:59","喵！喵喵！"
"10201124","56011124","0","2018/01/01 15:00:00","201165","2","2030/01/01 23:59:59","純"
"10201125","56011125","0","2018/01/01 15:00:00","201166","2","2030/01/01 23:59:59","與純的羈絆"
"10201126","56011126","0","2018/01/01 15:00:00","201167","2","2030/01/01 23:59:59","以這雙手來守護"
"10201127","56011127","0","2018/01/01 15:00:00","201169","2","2030/01/01 23:59:59","美冬"
"10201128","56011128","0","2018/01/01 15:00:00","201170","2","2030/01/01 23:59:59","與美冬的羈絆"
"10201129","56011129","0","2018/01/01 15:00:00","201171","2","2030/01/01 23:59:59","效率第一"
"10201130","56011130","0","2018/01/01 15:00:00","201173","2","2030/01/01 23:59:59","靜流"
"10201131","56011131","0","2018/01/01 15:00:00","201174","2","2030/01/01 23:59:59","與靜流的羈絆"
"10201132","56011132","0","2018/01/01 15:00:00","201175","2","2030/01/01 23:59:59","包在姊姊身上"
"10201133","56011133","0","2018/01/01 15:00:00","201177","2","2030/01/01 23:59:59","美咲"
"10201134","56011134","0","2018/01/01 15:00:00","201178","2","2030/01/01 23:59:59","與美咲的羈絆"
"10201135","56011135","0","2018/01/01 15:00:00","201179","2","2030/01/01 23:59:59","成熟的淑女"
"10201136","56011136","0","2018/01/01 15:00:00","201181","2","2030/01/01 23:59:59","深月"
"10201137","56011137","0","2018/01/01 15:00:00","201182","2","2030/01/01 23:59:59","與深月的羈絆"
"10201138","56011138","0","2018/01/01 15:00:00","201183","2","2030/01/01 23:59:59","獨眼惡魔"
"10201139","56011139","0","2018/01/01 15:00:00","201185","2","2030/01/01 23:59:59","莉瑪"
"10201140","56011140","0","2018/01/01 15:00:00","201186","2","2030/01/01 23:59:59","與莉瑪的羈絆"
"10201141","56011141","0","2018/01/01 15:00:00","201187","2","2030/01/01 23:59:59","莉瑪莉瑪～♪"
"10201142","56011142","0","2018/01/01 15:00:00","201189","2","2030/01/01 23:59:59","莫妮卡"
"10201143","56011143","0","2018/01/01 15:00:00","201190","2","2030/01/01 23:59:59","與莫妮卡的羈絆"
"10201144","56011144","0","2018/01/01 15:00:00","201191","2","2030/01/01 23:59:59","白翼的指揮官"
"10201145","56011145","0","2018/01/01 15:00:00","201193","2","2030/01/01 23:59:59","紡希"
"10201146","56011146","0","2018/01/01 15:00:00","201194","2","2030/01/01 23:59:59","與紡希的羈絆"
"10201147","56011147","0","2018/01/01 15:00:00","201195","2","2030/01/01 23:59:59","裁縫偶像"
"10201148","56011148","0","2018/01/01 15:00:00","201197","2","2030/01/01 23:59:59","步未"
"10201149","56011149","0","2018/01/01 15:00:00","201198","2","2030/01/01 23:59:59","與步未的羈絆"
"10201150","56011150","0","2018/01/01 15:00:00","201199","2","2030/01/01 23:59:59","我、我總是注視著你！"
"10201151","56011151","0","2018/01/01 15:00:00","201201","2","2030/01/01 23:59:59","流夏"
"10201152","56011152","0","2018/01/01 15:00:00","201202","2","2030/01/01 23:59:59","與流夏的羈絆"
"10201153","56011153","0","2018/01/01 15:00:00","201203","2","2030/01/01 23:59:59","大姐頭的頭號小弟"
"10201154","56011154","0","2018/01/01 15:00:00","201205","2","2030/01/01 23:59:59","吉塔"
"10201155","56011155","0","2018/01/01 15:00:00","201206","2","2030/01/01 23:59:59","與吉塔的羈絆"
"10201156","56011156","0","2018/01/01 15:00:00","201207","2","2030/01/01 23:59:59","蒼空的騎空士"
"10201157","56011157","0","2018/01/01 15:00:00","201209","2","2030/01/01 23:59:59","貪吃佩可"
"10201158","56011158","0","2018/01/01 15:00:00","201210","2","2030/01/01 23:59:59","與貪吃佩可的羈絆"
"10201159","56011159","0","2018/01/01 15:00:00","201211","2","2030/01/01 23:59:59","太讚了吧☆"
"10201160","56011160","0","2018/01/01 15:00:00","201213","2","2030/01/01 23:59:59","可可蘿"
"10201161","56011161","0","2018/01/01 15:00:00","201214","2","2030/01/01 23:59:59","與可可蘿的羈絆"
"10201162","56011162","0","2018/01/01 15:00:00","201215","2","2030/01/01 23:59:59","在下的主人"
"10201163","56011163","0","2018/01/01 15:00:00","201217","2","2030/01/01 23:59:59","凱留"
"10201164","56011164","0","2018/01/01 15:00:00","201218","2","2030/01/01 23:59:59","與凱留的羈絆"
"10201165","56011165","0","2018/01/01 15:00:00","201219","2","2030/01/01 23:59:59","超不得了啦！"
"10201166","56011166","0","2018/01/01 15:00:00","201221","2","2030/01/01 23:59:59","矛依未"
"10201167","56011167","0","2018/01/01 15:00:00","201222","2","2030/01/01 23:59:59","與矛依未的羈絆"
"10201168","56011168","0","2018/01/01 15:00:00","201223","2","2030/01/01 23:59:59","我是諾維姆啊！"
"10201169","56011169","0","2018/01/01 15:00:00","201225","2","2030/01/01 23:59:59","亞里莎"
"10201170","56011170","0","2018/01/01 15:00:00","201226","2","2030/01/01 23:59:59","與亞里莎的羈絆"
"10201171","56011171","0","2018/01/01 15:00:00","201227","2","2030/01/01 23:59:59","與你，以及蘿莎麗亞……"
"10201172","56011172","0","2018/01/01 15:00:00","201229","2","2030/01/01 23:59:59","克莉絲提娜"
"10201173","56011173","0","2018/01/01 15:00:00","201230","2","2030/01/01 23:59:59","與克莉絲提娜的羈絆"
"10201174","56011174","0","2018/01/01 15:00:00","201231","2","2030/01/01 23:59:59","誓約女君"
"10201175","56011175","0","2018/01/01 15:00:00","201233","2","2030/01/01 23:59:59","貪吃佩可（夏日）"
"10201176","56011176","0","2018/01/01 15:00:00","201234","2","2030/01/01 23:59:59","與貪吃佩可（夏日）的羈絆"
"10201177","56011177","0","2018/01/01 15:00:00","201235","2","2030/01/01 23:59:59","海岸邊的美食家公主"
"10201178","56011178","0","2018/01/01 15:00:00","201237","2","2030/01/01 23:59:59","可可蘿（夏日）"
"10201179","56011179","0","2018/01/01 15:00:00","201238","2","2030/01/01 23:59:59","與可可蘿（夏日）的羈絆"
"10201180","56011180","0","2018/01/01 15:00:00","201239","2","2030/01/01 23:59:59","與主人共度的夏季"
"10201181","56011181","0","2018/01/01 15:00:00","201241","2","2030/01/01 23:59:59","鈴莓（夏日）"
"10201182","56011182","0","2018/01/01 15:00:00","201242","2","2030/01/01 23:59:59","與鈴莓（夏日）的羈絆"
"10201183","56011183","0","2018/01/01 15:00:00","201243","2","2030/01/01 23:59:59","鈴莓要出發去打工了！"
"10201184","56011184","0","2018/01/01 15:00:00","201244","2","2030/01/01 23:59:59","凱留（夏日）"
"10201185","56011185","0","2018/01/01 15:00:00","201245","2","2030/01/01 23:59:59","與凱留（夏日）的羈絆"
"10201186","56011186","0","2018/01/01 15:00:00","201246","2","2030/01/01 23:59:59","不要朝我這看啊～！"
"10201187","56011187","0","2018/01/01 15:00:00","201248","2","2030/01/01 23:59:59","珠希（夏日）"
"10201188","56011188","0","2018/01/01 15:00:00","201249","2","2030/01/01 23:59:59","與珠希（夏日）的羈絆"
"10201189","56011189","0","2018/01/01 15:00:00","201250","2","2030/01/01 23:59:59","情緒嗨到爆喵！"
"10201190","56011190","0","2018/01/01 15:00:00","201251","2","2030/01/01 23:59:59","美冬（夏日）"
"10201191","56011191","0","2018/01/01 15:00:00","201252","2","2030/01/01 23:59:59","與美冬（夏日）的羈絆"
"10201192","56011192","0","2018/01/01 15:00:00","201253","2","2030/01/01 23:59:59","最棒的度假村建築"
"10201193","56011193","0","2018/01/01 15:00:00","201254","2","2030/01/01 23:59:59","忍（萬聖節）"
"10201194","56011194","0","2018/01/01 15:00:00","201255","2","2030/01/01 23:59:59","與忍（萬聖節）的羈絆"
"10201195","56011195","0","2018/01/01 15:00:00","201256","2","2030/01/01 23:59:59","萬聖節超能力者"
"10201196","56011196","0","2018/01/01 15:00:00","201257","2","2030/01/01 23:59:59","宮子（萬聖節）"
"10201197","56011197","0","2018/01/01 15:00:00","201258","2","2030/01/01 23:59:59","與宮子（萬聖節）的羈絆"
"10201198","56011198","0","2018/01/01 15:00:00","201259","2","2030/01/01 23:59:59","不給布丁就搗蛋"
"10201199","56011199","0","2018/01/01 15:00:00","201260","2","2030/01/01 23:59:59","美咲（萬聖節）"
"10201200","56011200","0","2018/01/01 15:00:00","201261","2","2030/01/01 23:59:59","與美咲（萬聖節）的羈絆"
"10201201","56011201","0","2018/01/01 15:00:00","201262","2","2030/01/01 23:59:59","南瓜女巫"
"10201202","56011202","0","2018/01/01 15:00:00","201263","2","2030/01/01 23:59:59","千歌（聖誕節）"
"10201203","56011203","0","2018/01/01 15:00:00","201264","2","2030/01/01 23:59:59","與千歌（聖誕節）的羈絆"
"10201204","56011204","0","2018/01/01 15:00:00","201265","2","2030/01/01 23:59:59","獻上聖夜之歌"
"10201205","56011205","0","2018/01/01 15:00:00","201266","2","2030/01/01 23:59:59","胡桃（聖誕節）"
"10201206","56011206","0","2018/01/01 15:00:00","201267","2","2030/01/01 23:59:59","與胡桃（聖誕節）的羈絆"
"10201207","56011207","0","2018/01/01 15:00:00","201268","2","2030/01/01 23:59:59","與大家搖響聖誕之鈴"
"10201208","56011208","0","2018/01/01 15:00:00","201269","2","2030/01/01 23:59:59","綾音（聖誕節）"
"10201209","56011209","0","2018/01/01 15:00:00","201270","2","2030/01/01 23:59:59","與綾音（聖誕節）的羈絆"
"10201210","56011210","0","2018/01/01 15:00:00","201271","2","2030/01/01 23:59:59","哥哥聖誕老公公♪"
"10201211","56011211","0","2018/01/01 15:00:00","201272","2","2030/01/01 23:59:59","日和（新年）"
"10201212","56011212","0","2018/01/01 15:00:00","201273","2","2030/01/01 23:59:59","與日和（新年）的羈絆"
"10201213","56011213","0","2018/01/01 15:00:00","201274","2","2030/01/01 23:59:59","你看你看！是籤紙！"
"10201214","56011214","0","2018/01/01 15:00:00","201276","2","2030/01/01 23:59:59","優衣（新年）"
"10201215","56011215","0","2018/01/01 15:00:00","201277","2","2030/01/01 23:59:59","與優衣（新年）的羈絆"
"10201216","56011216","0","2018/01/01 15:00:00","201278","2","2030/01/01 23:59:59","元旦日出前的小時光"
"10201217","56011217","0","2018/01/01 15:00:00","201280","2","2030/01/01 23:59:59","怜（新年）"
"10201218","56011218","0","2018/01/01 15:00:00","201281","2","2030/01/01 23:59:59","與怜（新年）的羈絆"
"10201219","56011219","0","2018/01/01 15:00:00","201282","2","2030/01/01 23:59:59","我不會輕易放棄『我』"
"10201220","56011220","0","2018/01/01 15:00:00","201284","2","2030/01/01 23:59:59","惠理子（情人節）"
"10201221","56011221","0","2018/01/01 15:00:00","201285","2","2030/01/01 23:59:59","與惠理子（情人節）的羈絆"
"10201222","56011222","0","2018/01/01 15:00:00","201286","2","2030/01/01 23:59:59","親愛的你比巧克力還甜"
"10201223","56011223","0","2018/01/01 15:00:00","201287","2","2030/01/01 23:59:59","靜流（情人節）"
"10201224","56011224","0","2018/01/01 15:00:00","201288","2","2030/01/01 23:59:59","與靜流（情人節）的羈絆"
"10201225","56011225","0","2018/01/01 15:00:00","201289","2","2030/01/01 23:59:59","姐弟的情人節"
"10201226","56011226","0","2018/08/01 16:00:00","201290","2","2030/01/01 23:59:59","安"
"10201227","56011227","0","2018/08/01 16:00:00","201291","2","2030/01/01 23:59:59","與安的羈絆"
"10201228","56011228","0","2018/08/01 16:00:00","201292","2","2030/01/01 23:59:59","賜予你英靈之加護！"
"10201229","56011229","0","2018/08/01 16:00:00","201293","2","2030/01/01 23:59:59","露"
"10201230","56011230","0","2018/08/01 16:00:00","201294","2","2030/01/01 23:59:59","與露的羈絆"
"10201231","56011231","0","2018/08/01 16:00:00","201295","2","2030/01/01 23:59:59","多寵寵人家嘛"
"10201232","56011232","0","2018/08/15 16:00:00","201296","2","2030/01/01 23:59:59","古蕾婭"
"10201233","56011233","0","2018/08/15 16:00:00","201297","2","2030/01/01 23:59:59","與古蕾婭的羈絆"
"10201234","56011234","0","2018/08/15 16:00:00","201298","2","2030/01/01 23:59:59","以我的火焰守護你！"
"10201235","56011235","0","2018/09/02 16:00:00","201299","2","2030/01/01 23:59:59","空花（大江戶）"
"10201236","56011236","0","2018/09/02 16:00:00","201300","2","2030/01/01 23:59:59","與空花（大江戶）的羈絆"
"10201237","56011237","0","2018/09/02 16:00:00","201301","2","2030/01/01 23:59:59","空花大迴轉"
"10201238","56011238","0","2018/09/20 16:00:00","201302","2","2030/01/01 23:59:59","妮諾（大江戶）"
"10201239","56011239","0","2018/09/20 16:00:00","201303","2","2030/01/01 23:59:59","與妮諾（大江戶）的羈絆"
"10201240","56011240","0","2018/09/20 16:00:00","201304","2","2030/01/01 23:59:59","天誅是也！"
"10201241","56011241","0","2019/10/01 16:00:00","201305","2","2030/01/01 23:59:59","雷姆"
"10201242","56011242","0","2019/10/01 16:00:00","201306","2","2030/01/01 23:59:59","與雷姆的羈絆"
"10201243","56011243","0","2019/10/01 16:00:00","201307","2","2030/01/01 23:59:59","有如鬼助"
"10201244","56011244","0","2019/10/01 16:00:00","201309","2","2030/01/01 23:59:59","拉姆"
"10201245","56011245","0","2019/10/01 16:00:00","201310","2","2030/01/01 23:59:59","與拉姆的羈絆"
"10201246","56011246","0","2019/10/01 16:00:00","201311","2","2030/01/01 23:59:59","要絞斷你囉"
"10201247","56011247","0","2019/10/18 16:00:00","201313","2","2030/01/01 23:59:59","愛蜜莉雅"
"10201248","56011248","0","2019/10/18 16:00:00","201314","2","2030/01/01 23:59:59","與愛蜜莉雅的羈絆"
"10201249","56011249","0","2019/10/18 16:00:00","201315","2","2030/01/01 23:59:59","VICTORY"
