29de391532f05d745c0149b9d47ecaed08819d6037a2cdef6720af5cf07a11ca,c9452eeacd760ae1ddf83231021b78896debc8b917e5afe23a866ac4699a693a,ac30178de56a2ce2c44cdbd34113f847e85eecf8d05e00cc7b3b5345a677c3a7,a8c50112d95f46075e05d2aafa7c15b09494eea7a337527972c040213c9b69d5,e0931eb60ff08c66ddafa4954828a0556b80a1f2cb190ac76bb90f644e9ea755,55999cbcd3b5d5bc8dbe1b4afacde16154b905c5d06919d319b43ee9f2b87d28,8ac079fc54d87152cef65ce7d268a3b1805fddfe5df81d42b7290461390d3185,f119cbd8ca522ee186e4146659b66800915fe15903a485c992d78a6e9ad007ac,a00ade99ebfb162af32f1963e9d9d7399ba22b71480ba0a64cb218c1a2951b48,27c2e7a81d80c1c877e787db957dc7477f7b6698c80c2529e398ab22b495dae9,904bb87b41e1860bc1a2c5f41b082d705d2b483c0c0512aa7b5572f492338e19
"1","111","0","115031","118","-215","-127","1","1.5","118003","nop_idle_normal"
"1","110","1","118031","118","215","-127","1","1.5","118004","nop_idle_joy1"
"1","100","0","111831","201","-60","0","1","1.2","201001","nop_idle_joy1"
"1","101","1","120731","201","60","0","1","1.2","201002","nop_idle_normal_joy"
"1","102","0","120831","201","-130","-5","1","1.2","201003","nop_idle_arm_crossed"
"1","103","1","111931","201","130","-5","1","1.2","201004","nop_idle_normal"
"1","104","0","120931","201","-200","-20","1","1.2","201005","nop_idle_thinking"
"1","105","1","112031","201","200","-20","1","1.2","201006","nop_idle_normal"
"1","100","0","108731","202","-60","0","1","1.2","202001","nop_idle_joy1"
"1","101","1","108831","202","60","0","1","1.2","202002","nop_idle_joy_normal"
"1","102","0","108931","202","-130","-5","1","1.2","202003","nop_idle_normal"
"1","100","0","102011","203","-60","0","1","1.2","203001","nop_idle_joy1"
"1","101","0","100411","203","-130","-5","1","1.2","203002","nop_idle_normal"
"1","102","1","103631","203","60","-5","1","1.2","203003","nop_idle_wish"
"1","100","0","101231","204","-60","0","1","1.2","204001","nop_idle_normal"
"1","101","1","104011","204","60","0","1","1.2","204002","nop_idle_normal"
"1","102","0","101511","204","-130","-5","1","1.2","204003","nop_idle_normal"
"1","100","0","103111","205","-80","0","1","1.2","205001","nop_idle_normal"
"1","101","1","102211","205","60","0","1","1.2","205002","nop_idle_sad"
"1","104","0","100711","205","-150","-5","1","1.2","205003","nop_05_miyako_idle_normal"
"1","103","1","100611","205","130","-5","1","1.2","205004","nop_idle_joy1"
"5","102","1","2051","205","-20","0","1","1.2","205005","nop_skull_idle"
"1","102","0","104731","206","-130","-5","1","1.2","206001","nop_idle_arm_crossed"
"1","103","1","107131","206","130","-5","1","1.2","206002","nop_idle_arm_crossed"
"1","100","0","103731","206","-60","0","1","1.2","206003","nop_idle_normal"
"1","101","1","100511","206","60","0","1","1.2","206004","nop_idle_joy1"
"1","100","0","102831","207","-60","0","1","1.2","207001","nop_idle_normal"
"1","101","1","102111","207","60","0","1","1.2","207002","nop_idle_normal"
"1","102","0","102511","207","-130","-5","1","1.2","207003","nop_idle_normal"
"1","103","1","102311","207","130","-5","1","1.2","207004","nop_idle_normal"
"1","100","0","101011","208","-60","0","1","1.2","208001","nop_idle_joy_normal"
"1","101","1","104331","208","60","0","1","1.2","208002","nop_idle_arm_crossed"
"1","102","0","101711","208","-130","-5","1","1.2","208003","nop_idle_joy1"
"1","103","1","101431","208","130","-5","1","1.2","208004","nop_idle_normal"
"1","100","0","103311","209","-60","0","1","1.2","209001","nop_idle_joy1"
"1","102","0","105211","209","-130","-5","1","1.2","209002","nop_idle_joy_normal"
"1","101","1","102611","209","60","0","1","1.2","209003","nop_idle_sad2"
"1","103","1","103811","209","130","-5","1","1.2","209004","nop_idle_normal"
"1","100","0","103231","210","-60","0","1","1.2","210001","nop_idle_joy1"
"1","103","1","103411","210","130","-5","1","1.2","210002","nop_10_yukari_02"
"5","104","1","11","210","130","-5","1","1.2","210003","nop_10_yukari_02"
"1","101","1","104811","210","60","0","1","1.2","210004","nop_idle_doya"
"1","102","0","104611","210","-130","-5","1","1.2","210005","nop_idle_joy_normal"
"1","100","0","100911","211","-60","0","1","1.2","211001","nop_11_anna_idle_arm_crossed"
"1","101","1","101311","211","60","0","1","1.2","211002","nop_idle_joy_normal"
"1","102","0","102711","211","-130","-5","1","1.2","211003","nop_11_eriko_idle_wish"
"1","103","1","105111","211","130","-5","1","1.2","211004","nop_idle_normal"
"1","100","1","101831","212","60","0","1","1.2","212001","nop_idle_joy1"
"1","101","0","101611","212","-60","0","1","1.2","212002","nop_idle_joy_normal"
"1","102","0","105011","212","-130","-5","1","1.2","212003","nop_idle_joy_normal"
"1","100","1","105331","213","60","0","1","1.2","213001","nop_idle_normal_joy"
"1","101","0","104511","213","-60","0","1","1.2","213002","nop_13_kuka_idle_memory2"
"1","102","0","103031","213","-130","-5","1","1.2","213003","nop_idle_joy1"
"1","103","0","100811","213","-200","-20","1","1.2","213004","nop_idle_thinking"
"1","104","1","105511","213","130","-20","1","1.2","213005","nop_idle_sad"
"1","100","1","106831","214","60","0","1","1.2","214001","nop_idle_normal"
"1","101","0","101131","214","-60","0","1","1.2","214002","nop_idle_normal"
"1","103","0","104931","214","-130","-5","1","1.2","214003","nop_idle_normal"
"1","100","1","102931","215","60","0","1","1.2","215001","nop_idle_joy1"
"1","101","0","104211","215","-60","0","1","1.2","215002","nop_idle_wish"
"1","102","0","105411","215","-130","-5","1","1.2","215003","nop_idle_normal"
"1","100","1","106731","216","60","0","1","1.2","216001","nop_idle_normal"
"1","101","0","106631","216","-60","0","1","1.2","216002","nop_idle_joy1"
"1","103","0","106531","216","-130","-5","1","1.2","216003","nop_16_kaya_idle_normal2"
"5","101","1","2","216","140","0","1","1.2","216004","nop_rago_idle"
"1","100","1","111031","217","60","0","1","1.2","217001","nop_idle_normal"
"1","101","0","110931","217","-60","0","1","1.2","217002","nop_idle_joy2"
"1","103","0","110831","217","-130","-5","1","1.2","217003","nop_17_chloe_idle_normal2"
"5","102","0","1","217","-60","0","1","1.2","217004","NoItem_idle"
"1","100","1","114711","218","-40","0","1","1.2","218001","nop_18_muimi_idle_joy_normal"
"1","101","0","118511","218","40","0","1","1.2","218002","nop_18_karin_idle_normal"
"1","102","0","115031","218","-130","-5","1","1.2","218003","nop_idle_normal"
"1","103","1","118031","218","130","-5","1","1.2","218004","nop_idle_joy1"
"3","1","","nop_talk_joy1","301","","","111831","0.2","301001",""
"11","5","0","接下來要吃什麼呢？\n小凱留想吃什麼？","301","0","0","111831","0","301002","0.5"
"91","","","","301","","","301002","","301003",""
"3","1","","nop_idle_joy_normal","301","","","111831","0.2","301004",""
"3","0","0.3","nop_18_neneka_humu","301","nop_idle_doya","1","112031","0.2","301005",""
"11","7","0","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","301","0","0","112031","0","301006","0.5"
"91","","","","301","","","301006","","301007",""
"3","0","0","nop_talk_arm_crossed","301","nop_talk_arm_crossed_loop","1","120831","0.2","301008",""
"11","6","0","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","301","0","0","120831","0","301009","0.5"
"91","","","","301","","","301009","","301010",""
"3","1","","nop_idle_arm_crossed","301","","","120831","0.2","301011",""
"3","0","0","nop_11_anna_huhuStand_in","301","nop_11_anna_huhuStand_loop","1","120931","0.2","301012",""
"11","7","0","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","301","0","0","120931","0","301013","0.5"
"93","","","0","301","","","1","","301014",""
"3","0","0","nop_11_anna_ahahaStand_in","301","nop_11_anna_ahahaStand_loop","1","120931","0.2","301015",""
"91","","","","301","","","301013","","301016",""
"3","1","","nop_11_anna_ahahaStand_loop","301","","1","120931","0.2","301017",""
"3","0","0","nop_01_coccoro_an_in","301","nop_01_coccoro_an_loop","1","111931","0.2","301018",""
"11","5","0","雪菲小姐，請用。\n來，啊～","301","0","0","111931","0","301019","0.5"
"93","","","0","301","","","0.2","","301020",""
"4","","","0","301","","","120731","","301021",""
"93","","","0","301","","","0.8","","301022",""
"3","0","0.2","nop_surprise","301","nop_idle_shy","1","120731","0.2","301023",""
"91","","","","301","","","301019","","301024",""
"3","1","","nop_talk_shy","301","","","120731","0.2","301025",""
"11","8","0","可、可可蘿小姐……\n這樣好讓人害臊……","301","0","0","120731","0","301026","0.5"
"91","","","","301","","","301026","","301027",""
"3","1","","nop_idle_shy","301","","","120731","0.2","301028",""
"93","","","0","301","","","0.5","","301029",""
"3","0","0","nop_01_coccoro_an_out","301","nop_idle_normal","1","111931","0.2","301030",""
"93","","","0","301","","","1","","301031",""
"4","","","1","301","","","120731","","301032",""
"3","1","","nop_idle_joy1","301","","","120731","0.2","301033",""
"11","6","0","騎士先生\n難得找我們來，\n要好好享受才行！","302","0","0","108831","0","302001","0.5"
"3","1","","nop_talk_joy3_blink","302","","","108831","0.2","302002",""
"93","","","1","302","","","2.75","","302003",""
"3","1","","nop_talk_joy1_normal","302","","","108831","0.2","302004",""
"91","","","","302","","","302001","","302005",""
"3","1","","nop_idle_joy_normal","302","","1","108831","0.2","302006",""
"11","9","0","得讓今年也成為美好的一年啊。","302","0","0","108931","0","302007","0.5"
"3","1","","nop_talk_joy1_normal","302","","","108931","0.2","302008",""
"91","","","","302","","","302007","","302009",""
"3","1","","nop_idle_normal","302","","","108931","0.2","302010",""
"11","7","0","只要有大家在，一定沒問題的！","302","0","0","108731","0","302011","0.5"
"3","1","","nop_talk_joy2","302","","","108731","0.2","302012",""
"91","","","","302","","","302011","","302013",""
"3","1","","nop_idle_joy1","302","","1","108731","0.2","302014",""
"91","","","","302","","","0","","302015",""
"11","6","0","哇！好大的會場喔！\n料理也好多！","303","0","0","102011","0","303001","0.5"
"3","1","","nop_talk_joy2","303","","","102011","0.2","303002",""
"91","","","","303","","","303001","","303003",""
"3","1","","nop_idle_joy1","303","","1","102011","0.2","303004",""
"11","6","0","嘿嘿嘿，\n這樣很值得來惡作劇耶～","303","0","0","100411","0","303005","0.5"
"3","1","","nop_talk_joy2","303","","","100411","0.2","303006",""
"91","","","","303","","","303005","","303007",""
"3","1","","nop_idle_normal","303","","1","100411","0.2","303008",""
"11","6","0","變態可疑分子……\n不對，那個人在哪裡呢？","303","0","0","103631","0","303009","0.5"
"3","1","","nop_talk_wish","303","","","103631","0.2","303010",""
"91","","","","303","","","303009","","303011",""
"3","1","","nop_idle_wish","303","","","103631","0.2","303012",""
"11","11","0","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","304","0","0","101511","0","304001","0.5"
"3","1","","nop_talk_normal","304","","","101511","0.2","304002",""
"93","","","0","304","","","1.5","","304003",""
"3","1","","nop_talk_joy3","304","","","101511","0.2","304004",""
"91","","","","304","","","304001","","304005",""
"3","1","","nop_idle_joy1","304","","","101511","0.2","304006",""
"11","7","0","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","304","0","0","101231","0","304007","0.5"
"3","1","","nop_idle_surprise_kira","304","","","101231","0.2","304008",""
"93","","","0","304","","","1.5","","304009",""
"3","1","","nop_talk_joy2","304","","","101231","0.2","304010",""
"91","","","","304","","","304007","","304011",""
"3","1","","nop_idle_joy_normal","304","","","101231","0.2","304012",""
"11","6","0","啊哇哇……\n有好多閃閃發亮的人～！","304","0","0","104011","0","304013","0.5"
"3","1","","nop_idle_surprise2","304","","","104011","0.2","304014",""
"91","","","","304","","","304013","","304015",""
"3","1","","nop_idle_normal","304","","1","104011","0.2","304016",""
"3","1","","nop_idle_normal","304","","","101511","0.2","304017",""
"3","1","","nop_idle_normal","304","","","101231","0.2","304018",""
"11","6","0","布丁布丁……布丁在哪裡？\n快給人家布丁～！","305","0","0","100711","0","305001","0.5"
"3","1","","nop_05_miyako_talk_anger","305","","","100711","0.2","305002",""
"91","","","","305","","","305001","","305003",""
"3","1","","nop_05_miyako_idle_anger","305","","1","100711","0.2","305004",""
"11","7","0","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","305","0","0","103111","0","305005","0.5"
"3","1","","nop_talk_worry","305","","","103111","0.2","305006",""
"91","","","","305","","","305005","","305007",""
"3","1","","nop_idle_worry","305","","1","103111","0.2","305008",""
"11","7","0","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","305","0","0","100611","0","305009","0.5"
"3","1","","nop_talk_surprise_kira","305","","","100611","0.2","305010",""
"93","","","0","305","","","2","","305011",""
"3","1","","nop_talk_memory","305","","","100611","0.2","305012",""
"91","","","","305","","","305009","","305013",""
"3","1","","nop_idle_memory2","305","","","100611","0.2","305014",""
"11","6","0","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","305","0","0","102211","0","305015","0.5"
"3","1","","nop_talk_sad","305","","","102211","0.2","305016",""
"93","","","0","305","","","2.8","","305017",""
"3","1","","nop_talk_anger2","305","","","102211","0.2","305018",""
"91","","","","305","","","305015","","305019",""
"3","1","","nop_idle_anger2","305","","1","102211","0.2","305020",""
"11","6","0","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","306","0","0","107131","0","306001","0.5"
"3","0","0","nop_06_cris_ahaha_in","306","nop_06_cris_ahaha_loop","1","107131","0.2","306002",""
"93","","","0","306","","","1.5","","306003",""
"3","0","0.2","nop_talk_arm_crossed","306","nop_talk_arm_crossed_loop","1","107131","0.2","306004",""
"91","","","","306","","","306001","","306005",""
"3","1","","nop_idle_arm_crossed","306","","1","107131","0.2","306006",""
"11","6","0","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","306","0","0","100511","0","306007","0.5"
"3","1","","nop_talk_surprise_kira","306","","","100511","0.2","306008",""
"93","","","0","306","","","4.5","","306009",""
"3","1","","nop_talk_joy2","306","","","100511","0.2","306010",""
"91","","","","306","","","306007","","306011",""
"3","1","","nop_idle_normal","306","","","100511","0.2","306012",""
"11","6","0","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","306","0","0","103731","0","306013","0.5"
"3","1","","nop_talk_worry","306","","","103731","0.2","306014",""
"91","","","","306","","","306013","","306015",""
"3","1","","nop_idle_worry","306","","1","103731","0.2","306016",""
"11","6","0","大家好像都很享受啊。\n和平果然是最棒的。","306","0","0","104731","0","306017","0.5"
"3","1","","nop_talk_arm_crossed_loop","306","","","104731","0.2","306018",""
"91","","","","306","","","306017","","306019",""
"3","1","","nop_idle_arm_crossed","306","","1","104731","0.2","306020",""
"11","7","0","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","307","0","0","102831","0","307001","0.5"
"3","1","","nop_talk_surprise1","307","","","102831","0.2","307002",""
"93","","","0","307","","","1.2","","307003",""
"3","1","","nop_talk_joy1_normal","307","","","102831","0.2","307004",""
"91","","","","307","","","307001","","307005",""
"3","1","","nop_idle_normal","307","","1","102831","0.2","307006",""
"11","6","0","好～咲戀媽媽！\n大家都有當個乖孩子喔。","307","0","0","102111","0","307007","0.5"
"3","1","","nop_talk_joy3_dere","307","","","102111","0.2","307008",""
"93","","","0","307","","","1.7","","307009",""
"3","1","","nop_talk_wish","307","","","102111","0.2","307010",""
"91","","","","307","","","307007","","307011",""
"11","8","0","大小姐！\n我、我也會陪著大家，\n不會有事的！","307","0","0","102511","0","307012","0.5"
"3","0","0","nop_talk_guts3_NoBlink","307","nop_talk_guts3_loop","1","102511","0.2","307013",""
"91","","","","307","","","307012","","307014",""
"11","7","0","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","307","0","0","102311","0","307015","0.5"
"3","1","","nop_talk_worry","307","","","102311","0.2","307016",""
"91","","","","307","","","307015","","307017",""
"3","1","","nop_idle_normal","307","","","102311","0.2","307018",""
"3","1","","nop_idle_normal","307","","1","102111","0.2","307019",""
"3","1","","nop_idle_normal","307","","1","102511","0.2","307020",""
"11","8","0","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","308","0","0","101011","0","308001","0.5"
"3","1","","nop_talk_joy3_blink2","308","","","101011","0.2","308002",""
"93","1","","1","308","","","1.5","","308003",""
"3","1","","nop_talk_joy1","308","","","101011","0.2","308004",""
"91","","","","308","","","308001","","308005",""
"3","1","","nop_idle_joy_normal","308","","1","101011","0.2","308006",""
"11","7","0","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","308","0","0","104331","0","308007","0.5"
"3","0","0.2","nop_talk_arm_crossed2","308","nop_talk_arm_crossed_loop2","1","104331","0.2","308008",""
"93","1","","1","308","","","3","","308009",""
"3","1","","nop_talk_thinking","308","","","104331","0.2","308010",""
"91","","","","308","","","308007","","308011",""
"3","1","","nop_idle_thinking","308","","1","104331","0.2","308012",""
"11","7","0","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","308","0","0","101711","0","308013","0.5"
"3","1","","nop_talk_joy1_wink","308","","","101711","0.2","308014",""
"93","1","","1","308","","","2.5","","308015",""
"3","1","","nop_talk_joy2","308","","","101711","0.2","308016",""
"91","","","","308","","","308013","","308017",""
"3","1","","nop_idle_joy1","308","","1","101711","0.2","308018",""
"11","7","0","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","308","0","0","101431","0","308019","0.5"
"3","1","","nop_talk_joy3_blink2","308","","","101431","0.2","308020",""
"93","1","","1","308","","","3","","308021",""
"3","0","0.2","nop_talk_arm_crossed","308","nop_talk_arm_crossed_loop","1","101431","0.2","308022",""
"91","","","","308","","","308019","","308023",""
"3","1","","nop_idle_arm_crossed","308","","","101431","0.2","308024",""
"91","1","","","308","","","0","","308025",""
"11","6","0","我想到新年第一笑的哽了！\n有誰想聽的嗎？","309","0","0","103311","0","309001","0.5"
"3","0","0.2","nop_talk_guts2","309","nop_talk_guts2_loop","1","103311","0.2","309002",""
"93","","","1","309","","","2.5","","309003",""
"3","1","","nop_talk_joy2","309","","","103311","0.2","309004",""
"91","","","","309","","","309001","","309005",""
"3","1","","nop_idle_joy1","309","","1","103311","0.2","309006",""
"11","8","0","這裡像是會舉辦舞會的場地呢。\n好棒呀。","309","0","0","105211","0","309007","0.5"
"3","1","","nop_talk_joy1_normal","309","","","105211","0.2","309008",""
"93","","","1","309","","","2","","309009",""
"3","1","","nop_talk_memory","309","","","105211","0.2","309010",""
"91","","","","309","","","309007","","309011",""
"3","1","","nop_idle_memory","309","","1","105211","0.2","309012",""
"11","6","0","人太多了，好累哦～\n莉瑪～背我嘛～","309","0","0","102611","0","309013","0.5"
"3","1","","nop_talk_sad2","309","","","102611","0.2","309014",""
"93","","","1","309","","","1.5","","309015",""
"3","1","","nop_talk_worry","309","","","102611","0.2","309016",""
"91","","","","309","","","309013","","309017",""
"3","1","","nop_idle_worry","309","","1","102611","0.2","309018",""
"11","6","0","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","309","0","0","103811","0","309019","0.5"
"3","1","","nop_talk_joy3_blink","309","","","103811","0.2","309020",""
"91","","","","309","","","309019","","309021",""
"3","1","","nop_idle_normal_joy","309","","","103811","0.2","309022",""
"91","","","","309","","","0","","309023",""
"11","7","0","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","310","0","0","103231","0","310001","0.5"
"3","1","","nop_talk_joy1","310","","","103231","0.2","310002",""
"91","","","","310","","","310001","","310003",""
"3","1","","nop_idle_joy1","310","","1","103231","0.2","310004",""
"11","7","0","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","310","0","0","104611","0","310005","0.5"
"3","1","","nop_talk_joy2","310","","","104611","0.2","310006",""
"93","","","1","310","","","2.5","","310007",""
"3","1","","nop_talk_thinking","310","","","104611","0.2","310008",""
"91","","","","310","","","310005","","310009",""
"3","1","","nop_idle_thinking","310","","","104611","0.2","310010",""
"11","6","0","大家～新年快熱～！\n開玩笑的。嗝。","310","0","0","103411","0","310011","0.5"
"3","1","","nop_10_yukari_04","310","","","103411","0.2","310012",""
"3","1","","nop_10_yukari_04","310","","","11","0.2","310013",""
"93","","","1","310","","","2.5","","310014",""
"3","0","0.5","nop_10_yukari_06","310","nop_10_yukari_02","1","103411","0.2","310015",""
"3","0","0.5","nop_10_yukari_06","310","nop_10_yukari_02","1","11","0.2","310016",""
"91","","","","310","","","310011","","310017",""
"11","5","0","咦？優花梨？\n已經醉成這樣了……","310","0","0","104811","0","310018","0.5"
"3","1","","nop_talk_surprise1","310","","","104811","0.2","310019",""
"4","","","0","310","","","104811","","310020",""
"93","","","1","310","","","1","","310021",""
"3","1","","nop_talk_worry","310","","","104811","0.2","310022",""
"91","","","","310","","","310018","","310023",""
"3","1","","nop_idle_worry","310","","1","104811","0.2","310024",""
"91","","","","310","","","0","","310025",""
"3","1","","nop_talk_wish","311","","","102711","0.2","311001",""
"11","7","0","我能感覺到那位大人\n就身在這寬廣會場的某處……","311","0","0","102711","0","311002","0.5"
"91","","","","311","","","311002","","311003",""
"3","1","","nop_idle_wish","311","","","102711","0.2","311004",""
"3","0","0","nop_11_anna_huhuStand_in","311","nop_11_anna_huhuStand_loop","1","100911","0.2","311005",""
"11","8","0","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","311","0","0","100911","0","311006","0.5"
"91","","","","311","","","311006","","311007",""
"3","1","","nop_11_anna_huhuStand_loop","311","","","100911","0.2","311008",""
"3","1","","nop_talk_joy2","311","","","101311","0.2","311009",""
"11","6","0","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","311","0","0","101311","0","311010","0.5"
"91","","","","311","","","311010","","311011",""
"3","1","","nop_idle_joy_normal","311","","","101311","0.2","311012",""
