7784dcde3adcd19a057e7fe39f4f630f6a9ad1bb0bdcdf50db7582487c886cee,3ab05ce1b63ea69b45cd0cbe79fb6c4833cd8552b1ef91c15bbe83188c2f718d,6880b6aabf21bd583b56e295cd96ba14666321e74bb6a46418a133771e53afea,cce9ef8a1969f2470173d8825e880bef31582e117990e39b1f08d8f976625934,0f9366872dee47544e757b2fb99c1e34ad310684c606777e4d3de3ceb517611b
"97512018","97512","4","1","105402"
"97512019","97512","4","1","105016"
"97512020","97512","4","1","105046"
"97512021","97512","4","1","105076"
"97512022","97512","4","1","105106"
"97512023","97512","4","1","105136"
"97512024","97512","4","1","105166"
"97512025","97512","4","1","105196"
"97512026","97512","4","1","105226"
"97512027","97512","4","1","105256"
"97512028","97512","4","1","105556"
"97512029","97512","4","1","105586"
"97512030","97512","4","1","105616"
"97512031","97512","4","1","105286"
"97512032","97512","4","1","105316"
"97512033","97512","4","1","105346"
"97512034","97512","4","1","105376"
"97512035","97512","4","1","105433"
"97512036","97512","4","1","105524"
"97512037","97512","4","1","105017"
"97512038","97512","4","1","105047"
"97512039","97512","4","1","105077"
"97512040","97512","4","1","105107"
"97512041","97512","4","1","105137"
"97512042","97512","4","1","105167"
"97512043","97512","4","1","105197"
"97512044","97512","4","1","105227"
"97512045","97512","4","1","105257"
"97512046","97512","4","1","105557"
"97512047","97512","4","1","105587"
"97512048","97512","4","1","105617"
"97512049","97512","4","1","105287"
"97512050","97512","4","1","105317"
"97512051","97512","4","1","105347"
"97512052","97512","4","1","105377"
"97512053","97512","4","1","105464"
"97512054","97512","4","1","105403"
"97513001","97513","4","1","106011"
"97513002","97513","4","1","106041"
"97513003","97513","4","1","106071"
"97513004","97513","4","1","106101"
"97513005","97513","4","1","106131"
"97513006","97513","4","1","106161"
"97513007","97513","4","1","106191"
"97513008","97513","4","1","106221"
"97513009","97513","4","1","106251"
"97513010","97513","4","1","106551"
"97513011","97513","4","1","106581"
"97513012","97513","4","1","106611"
"97513013","97513","4","1","106281"
"97513014","97513","4","1","106311"
"97513015","97513","4","1","106341"
"97513016","97513","4","1","106371"
"97513017","97513","4","1","106401"
"97513018","97513","4","1","106461"
"97513019","97513","4","1","106042"
"97513020","97513","4","1","106072"
"97513021","97513","4","1","106132"
"97513022","97513","4","1","106192"
"97513023","97513","4","1","106012"
"97513024","97513","4","1","106102"
"97513025","97513","4","1","106162"
"97513026","97513","4","1","106222"
"97513027","97513","4","1","106252"
"97513028","97513","4","1","106552"
"97513029","97513","4","1","106582"
"97513030","97513","4","1","106612"
"97513031","97513","4","1","106312"
"97513032","97513","4","1","106282"
"97513033","97513","4","1","106342"
"97513034","97513","4","1","106372"
"97513035","97513","4","1","106431"
"97513036","97513","4","1","106521"
"97513037","97513","4","1","106013"
"97513038","97513","4","1","106043"
"97513039","97513","4","1","106073"
"97513040","97513","4","1","106103"
"97513041","97513","4","1","106133"
"97513042","97513","4","1","106163"
"97513043","97513","4","1","106193"
"97513044","97513","4","1","106253"
"97513045","97513","4","1","106223"
"97513046","97513","4","1","106553"
"97513047","97513","4","1","106583"
"97513048","97513","4","1","106613"
"97513049","97513","4","1","106313"
"97513050","97513","4","1","106283"
"97513051","97513","4","1","106343"
"97513052","97513","4","1","106373"
"97513053","97513","4","1","106491"
"97513054","97513","4","1","106462"
"97514001","97514","4","1","107041"
"97514002","97514","4","1","107071"
"97514003","97514","4","1","107131"
"97514004","97514","4","1","107191"
"97514005","97514","4","1","107011"
"97514006","97514","4","1","107101"
"97514007","97514","4","1","107161"
"97514008","97514","4","1","107221"
"97514009","97514","4","1","107251"
"97514010","97514","4","1","107551"
"97514011","97514","4","1","107581"
"97514012","97514","4","1","107611"
"97514013","97514","4","1","107281"
"97514014","97514","4","1","107311"
"97514015","97514","4","1","107371"
"97514016","97514","4","1","107341"
"97514017","97514","4","1","107461"
"97514018","97514","4","1","107491"
"97514019","97514","4","1","107042"
"97514020","97514","4","1","107072"
"97514021","97514","4","1","107132"
"97514022","97514","4","1","107192"
"97514023","97514","4","1","107012"
"97514024","97514","4","1","107102"
"97514025","97514","4","1","107162"
"97514026","97514","4","1","107222"
"97514027","97514","4","1","107252"
"97514028","97514","4","1","107552"
"97514029","97514","4","1","107582"
"97514030","97514","4","1","107612"
"97515001","97515","6","1000","93001"
"97515002","97515","12","6000000","94002"
"97515003","97515","2","60","90005"
"97515004","97515","4","20","140001"
"97515005","97515","2","300","20004"
"97515006","97515","2","12","24001"
"97516001","97516","4","1","105011"
"97516002","97516","4","1","105161"
"97516003","97516","4","1","105221"
"97516004","97516","4","1","105071"
"97516005","97516","4","1","105041"
"97516006","97516","4","1","105131"
"97516007","97516","4","1","105191"
"97516008","97516","4","1","105101"
"97516009","97516","4","1","105251"
"97516010","97516","4","1","105581"
"97516011","97516","4","1","105551"
"97516012","97516","4","1","105611"
"97516013","97516","4","1","105311"
"97516014","97516","4","1","105341"
"97516015","97516","4","1","105281"
"97516016","97516","4","1","105371"
"97516017","97516","4","1","105401"
"97516018","97516","4","1","105521"
"97516019","97516","4","1","105012"
"97516020","97516","4","1","105222"
"97516021","97516","4","1","105042"
"97516022","97516","4","1","105102"
"97516023","97516","4","1","105072"
"97516024","97516","4","1","105162"
"97516025","97516","4","1","105192"
"97516026","97516","4","1","105132"
"97516027","97516","4","1","105252"
"97516028","97516","4","1","105552"
"97516029","97516","4","1","105612"
"97516030","97516","4","1","105582"
"97516031","97516","4","1","105522"
"97516032","97516","4","1","105431"
"97516033","97516","4","1","105282"
"97516034","97516","4","1","105372"
"97516035","97516","4","1","105342"
"97516036","97516","4","1","105312"
"97516037","97516","4","1","105043"
"97516038","97516","4","1","105073"
"97516039","97516","4","1","105133"
"97516040","97516","4","1","105013"
"97516041","97516","4","1","105223"
"97516042","97516","4","1","105193"
"97516043","97516","4","1","105103"
"97516044","97516","4","1","105253"
"97516045","97516","4","1","105163"
"97516046","97516","4","1","105553"
"97516047","97516","4","1","105583"
"97516048","97516","4","1","105613"
"97516049","97516","4","1","105283"
"97516050","97516","4","1","105491"
"97516051","97516","4","1","105373"
"97516052","97516","4","1","105313"
"97516053","97516","4","1","105343"
"97516054","97516","4","1","105462"
"97516055","97516","4","1","105044"
"97516056","97516","4","1","105254"
"97516057","97516","4","1","105104"
"97516058","97516","4","1","105224"
"97516059","97516","4","1","105194"
"97516060","97516","4","1","105074"
"97516061","97516","4","1","105134"
"97516062","97516","4","1","105164"
"97516063","97516","4","1","105014"
"97516064","97516","4","1","105614"
"97516065","97516","4","1","105584"
"97516066","97516","4","1","105554"
"97516067","97516","4","1","105314"
"97516068","97516","4","1","105523"
"97516069","97516","4","1","105374"
"97516070","97516","4","1","105344"
"97516071","97516","4","1","105432"
"97516072","97516","4","1","105284"
"97517001","97517","4","1","105015"
"97517002","97517","4","1","105045"
"97517003","97517","4","1","105075"
"97517004","97517","4","1","105105"
"97517005","97517","4","1","105135"
"97517006","97517","4","1","105165"
"97517007","97517","4","1","105195"
"97517008","97517","4","1","105225"
"97517009","97517","4","1","105255"
"97517010","97517","4","1","105555"
"97517011","97517","4","1","105585"
"97517012","97517","4","1","105615"
"97517013","97517","4","1","105285"
"97517014","97517","4","1","105315"
"97517015","97517","4","1","105345"
"97517016","97517","4","1","105375"
"97517017","97517","4","1","105463"
"97517018","97517","4","1","105402"
"97517019","97517","4","1","105016"
"97517020","97517","4","1","105046"
"97517021","97517","4","1","105076"
"97517022","97517","4","1","105106"
"97517023","97517","4","1","105136"
"97517024","97517","4","1","105166"
"97517025","97517","4","1","105196"
"97517026","97517","4","1","105226"
"97517027","97517","4","1","105256"
"97517028","97517","4","1","105556"
"97517029","97517","4","1","105586"
"97517030","97517","4","1","105616"
"97517031","97517","4","1","105286"
"97517032","97517","4","1","105316"
"97517033","97517","4","1","105346"
"97517034","97517","4","1","105376"
"97517035","97517","4","1","105433"
"97517036","97517","4","1","105524"
"97517037","97517","4","1","105017"
"97517038","97517","4","1","105047"
"97517039","97517","4","1","105077"
"97517040","97517","4","1","105107"
"97517041","97517","4","1","105137"
"97517042","97517","4","1","105167"
"97517043","97517","4","1","105197"
"97517044","97517","4","1","105227"
"97517045","97517","4","1","105257"
"97517046","97517","4","1","105557"
"97517047","97517","4","1","105587"
"97517048","97517","4","1","105617"
"97517049","97517","4","1","105287"
"97517050","97517","4","1","105317"
"97517051","97517","4","1","105347"
"97517052","97517","4","1","105377"
"97517053","97517","4","1","105464"
"97517054","97517","4","1","105403"
"97518001","97518","4","1","106011"
"97518002","97518","4","1","106041"
"97518003","97518","4","1","106071"
"97518004","97518","4","1","106101"
"97518005","97518","4","1","106131"
"97518006","97518","4","1","106161"
"97518007","97518","4","1","106191"
"97518008","97518","4","1","106221"
"97518009","97518","4","1","106251"
"97518010","97518","4","1","106551"
"97518011","97518","4","1","106581"
"97518012","97518","4","1","106611"
"97518013","97518","4","1","106281"
"97518014","97518","4","1","106311"
"97518015","97518","4","1","106341"
"97518016","97518","4","1","106371"
"97518017","97518","4","1","106401"
"97518018","97518","4","1","106461"
"97518019","97518","4","1","106042"
"97518020","97518","4","1","106072"
"97518021","97518","4","1","106132"
"97518022","97518","4","1","106192"
"97518023","97518","4","1","106012"
"97518024","97518","4","1","106102"
"97518025","97518","4","1","106162"
"97518026","97518","4","1","106222"
"97518027","97518","4","1","106252"
"97518028","97518","4","1","106552"
"97518029","97518","4","1","106582"
"97518030","97518","4","1","106612"
"97518031","97518","4","1","106312"
"97518032","97518","4","1","106282"
"97518033","97518","4","1","106342"
"97518034","97518","4","1","106372"
"97518035","97518","4","1","106431"
"97518036","97518","4","1","106521"
"97518037","97518","4","1","106013"
"97518038","97518","4","1","106043"
"97518039","97518","4","1","106073"
"97518040","97518","4","1","106103"
"97518041","97518","4","1","106133"
"97518042","97518","4","1","106163"
"97518043","97518","4","1","106193"
"97518044","97518","4","1","106253"
"97518045","97518","4","1","106223"
"97518046","97518","4","1","106553"
"97518047","97518","4","1","106583"
"97518048","97518","4","1","106613"
"97518049","97518","4","1","106313"
"97518050","97518","4","1","106283"
"97518051","97518","4","1","106343"
"97518052","97518","4","1","106373"
"97518053","97518","4","1","106491"
"97518054","97518","4","1","106462"
"97519001","97519","4","1","107041"
"97519002","97519","4","1","107071"
"97519003","97519","4","1","107131"
"97519004","97519","4","1","107191"
"97519005","97519","4","1","107011"
"97519006","97519","4","1","107101"
"97519007","97519","4","1","107161"
"97519008","97519","4","1","107221"
"97519009","97519","4","1","107251"
"97519010","97519","4","1","107551"
"97519011","97519","4","1","107581"
"97519012","97519","4","1","107611"
"97519013","97519","4","1","107281"
"97519014","97519","4","1","107311"
"97519015","97519","4","1","107371"
"97519016","97519","4","1","107341"
"97519017","97519","4","1","107461"
"97519018","97519","4","1","107491"
"97519019","97519","4","1","107042"
"97519020","97519","4","1","107072"
"97519021","97519","4","1","107132"
"97519022","97519","4","1","107192"
"97519023","97519","4","1","107012"
"97519024","97519","4","1","107102"
"97519025","97519","4","1","107162"
"97519026","97519","4","1","107222"
"97519027","97519","4","1","107252"
"97519028","97519","4","1","107552"
"97519029","97519","4","1","107582"
"97519030","97519","4","1","107612"
"97519031","97519","4","1","107312"
"97519032","97519","4","1","107372"
"97519033","97519","4","1","107492"
"97519034","97519","4","1","107282"
"97519035","97519","4","1","107342"
"97519036","97519","4","1","107462"
"97519037","97519","4","1","107013"
"97519038","97519","4","1","107073"
"97519039","97519","4","1","107103"
"97519040","97519","4","1","107163"
"97519041","97519","4","1","107223"
"97519042","97519","4","1","107253"
"97519043","97519","4","1","107043"
"97519044","97519","4","1","107133"
"97519045","97519","4","1","107193"
"97519046","97519","4","1","107553"
"97519047","97519","4","1","107613"
"97519048","97519","4","1","107583"
"97519049","97519","4","1","107343"
"97519050","97519","4","1","107463"
"97519051","97519","4","1","107493"
"97519052","97519","4","1","107283"
"97519053","97519","4","1","107313"
"97519054","97519","4","1","107373"
"97520001","97520","4","1","108011"
"97520002","97520","4","1","108071"
"97520003","97520","4","1","108101"
"97520004","97520","4","1","108191"
"97520005","97520","4","1","108221"
"97520006","97520","4","1","108251"
"97520007","97520","4","1","108041"
"97520008","97520","4","1","108131"
"97520009","97520","4","1","108161"
"97520010","97520","4","1","108551"
"97520011","97520","4","1","108581"
"97520012","97520","4","1","108611"
"97520013","97520","4","1","108281"
"97520014","97520","4","1","108311"
"97520015","97520","4","1","108371"
"97520016","97520","4","1","108401"
"97520017","97520","4","1","108431"
"97520018","97520","4","1","108521"
"97520019","97520","4","1","108012"
"97520020","97520","4","1","108042"
"97520021","97520","4","1","108072"
"97520022","97520","4","1","108102"
"97520023","97520","4","1","108132"
"97520024","97520","4","1","108162"
"97520025","97520","4","1","108192"
"97520026","97520","4","1","108222"
"97520027","97520","4","1","108252"
"97520028","97520","4","1","108552"
"97520029","97520","4","1","108582"
"97520030","97520","4","1","108612"
"97520031","97520","4","1","108342"
"97520032","97520","4","1","108462"
"97520033","97520","4","1","108492"
"97520034","97520","4","1","108282"
"97520035","97520","4","1","108312"
"97520036","97520","4","1","108372"
"97520037","97520","4","1","108013"
"97520038","97520","4","1","108043"
"97520039","97520","4","1","108073"
"97520040","97520","4","1","108103"
"97520041","97520","4","1","108133"
"97520042","97520","4","1","108163"
"97520043","97520","4","1","108193"
"97520044","97520","4","1","108223"
"97520045","97520","4","1","108253"
"97520046","97520","4","1","108553"
"97520047","97520","4","1","108583"
"97520048","97520","4","1","108613"
"97520049","97521","6","1000","93001"
"97520050","97521","2","80","90005"
"97520051","97521","4","120","140001"
"97520052","97521","2","60","23002"
"97520053","97521","2","12","24001"
"97520054","97522","6","1000","93001"
"97520055","97522","2","80","90005"
"97520056","97522","4","120","140001"
"97520057","97522","2","60","23002"
"97520058","97522","2","12","24001"
"97520059","97523","6","1000","93001"
"97520060","97523","2","80","90005"
"97520061","97523","4","120","140001"
"97520062","97523","2","60","23002"
"97520063","97523","2","12","24001"
"97520064","97524","6","1000","93001"
"97520065","97524","2","80","90005"
"97520066","97524","4","120","140001"
"97520067","97524","2","60","23002"
"97520068","97524","2","12","24001"
"97520069","97525","6","1000","93001"
"97520070","97525","2","80","90005"
"97520071","97525","4","120","140001"
"97520072","97525","2","60","23002"
"97520073","97525","2","12","24001"
