62348dda261170e11492102ced120acb706a0e515d103c27b332aa7e310064dc,1c96b41a1c45249359d85d1311cc86fe0f8a8be1a9c3dbff95632de51a99548c,da8297d338f27ab9d7457bb0daaf213c5875ebfda48e51bc25fca8608294e713,9043bf302bdaefb062f63d7aacac65fcb9526ca16cf339def767c63b8f8c2735,353b7f4e85cf221ef083bee85490b1219d009d780e5950a237a63f3755e9ca19,6abef51af88ac9d2898150792cc68defe6fd07dc7aca8b8e294406e1705ab5f7,df24f488238b6c7297ad2a0b8e54cf24bb2b0c1d82ba84b9b79fbb573e8351e2,8c5e3c52224b9be3d9da431a1fdddbd54f0a1035451023244927751c6f70f9fc,8ac436f568658c10d8d90634f15a7a048775b617c11eed8598c3aff07c814970,3f70be6f119ab7c9d411c8cb32d129b3ce56851829a7504b49ef908b4447212c,22c768ef9a8c98daf63a5528c899853e6fbf215a8660f8673632ad721cb26ca4,6789b1116f2326862fe891c508d756ed76d91e8e6377d814607ddd5bb15aefd1,805f4bfcb190d44ef1418735f903f655df3964a6a721163be4d4dadb6e2c7d38,a030617003ffdb9a2108d0cf9d2f44f46f6058c0c4eab9b756a83cb4740cd721,172bfefb5cfdbd6407e7207493eaf776d6d7b97bea10bb88ed57bed8c0bbc6d9,fb0df23d5967cf2b9bb9dc773b3220804c20ba3bd0143375a3ad7f35ff9fedc1,410385652b4340c1ab61b45ecc91b4c886b4d1c996357928fbc73916c4132d1b,fadd1e390cfd7837f87712edcf3a9ae6be3aa28dee1a0d9332bae0320c740797
"0","0","0","0","0","0","0","0","50","0","0","8","19","0","5100","91002","5100","0"
"0","0","0","0","0","0","0","0","50","0","0","8","20","0","5200","91002","5200","0"
"0","0","0","0","0","0","0","0","50","0","0","8","21","0","5300","91002","5300","0"
"0","0","0","0","0","0","0","0","50","0","0","8","22","0","5400","91002","5400","0"
"0","0","0","0","0","0","0","0","50","0","0","8","23","0","5500","91002","5500","0"
"0","0","0","0","0","0","0","0","50","0","0","8","24","0","5600","91002","5600","0"
"0","0","0","0","0","0","0","0","50","0","0","8","25","0","5700","91002","5700","0"
"0","0","0","0","0","0","0","0","50","0","0","8","26","0","5800","91002","5800","0"
"0","0","0","0","0","0","0","0","50","0","0","8","27","0","5900","91002","5900","0"
"0","0","0","0","0","0","0","0","50","0","0","8","28","0","6000","91002","6000","0"
"0","0","0","0","0","0","0","0","50","0","0","8","29","0","6100","91002","6100","0"
"0","0","0","0","0","0","0","0","50","0","0","8","30","0","6200","91002","6200","0"
"0","0","0","0","0","0","0","0","50","0","0","8","31","0","6300","91002","6300","0"
"0","0","0","0","0","0","0","0","50","0","0","8","32","0","6400","91002","6400","0"
"0","0","0","0","0","0","0","0","50","0","0","8","33","0","6500","91002","6500","0"
"0","0","0","0","0","0","0","0","50","0","0","8","34","0","6600","91002","6600","0"
"0","0","0","0","0","0","0","0","50","0","0","8","35","0","6700","91002","6700","0"
"0","0","0","0","0","0","0","0","50","0","0","8","36","0","6800","91002","6800","0"
"0","0","0","0","0","0","0","0","50","0","0","8","37","0","6900","91002","6900","0"
"0","0","0","0","0","0","0","0","50","0","0","8","38","0","7000","91002","7000","0"
"0","0","0","0","0","0","0","0","50","0","0","8","39","0","7100","91002","7100","0"
"0","0","0","0","0","0","0","0","50","0","0","8","40","0","7200","91002","7200","0"
"0","0","0","0","0","0","0","0","50","0","0","8","41","0","7300","91002","7300","0"
"0","0","0","0","0","0","0","0","50","0","0","8","42","0","7400","91002","7400","0"
"0","0","0","0","0","0","0","0","50","0","0","8","43","0","7500","91002","7500","0"
"0","0","0","0","0","0","0","0","50","0","0","8","44","0","7600","91002","7600","0"
"0","0","0","0","0","0","0","0","50","0","0","8","45","0","7700","91002","7700","0"
"0","0","0","0","0","0","0","0","50","0","0","8","46","0","7800","91002","7800","0"
"0","0","0","0","0","0","0","0","50","0","0","8","47","0","7900","91002","7900","0"
"0","0","0","0","0","0","0","0","50","0","0","8","48","0","8000","91002","8000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","49","0","8100","91002","8100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","50","0","8200","91002","8200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","51","0","8300","91002","8300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","52","0","8400","91002","8400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","53","0","8500","91002","8500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","54","0","8600","91002","8600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","55","0","8700","91002","8700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","56","0","8800","91002","8800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","57","0","8900","91002","8900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","58","0","9000","91002","9000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","59","0","9100","91002","9100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","60","0","9200","91002","9200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","61","0","9300","91002","9300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","62","0","9400","91002","9400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","63","0","9500","91002","9500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","64","0","9600","91002","9600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","65","0","9700","91002","9700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","66","0","9800","91002","9800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","67","0","9900","91002","9900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","68","0","10000","91002","10000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","69","0","10100","91002","10100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","70","0","10200","91002","10200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","71","0","10300","91002","10300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","72","0","10400","91002","10400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","73","0","10500","91002","10500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","74","0","10600","91002","10600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","75","0","10700","91002","10700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","76","0","10800","91002","10800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","77","0","10900","91002","10900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","78","0","11000","91002","11000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","79","0","11100","91002","11100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","80","0","11200","91002","11200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","81","0","11300","91002","11300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","82","0","11400","91002","11400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","83","0","11500","91002","11500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","84","0","11600","91002","11600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","85","0","11700","91002","11700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","86","0","11800","91002","11800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","87","0","11900","91002","11900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","88","0","12000","91002","12000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","89","0","12100","91002","12100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","90","0","12200","91002","12200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","91","0","12300","91002","12300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","92","0","12400","91002","12400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","93","0","12500","91002","12500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","94","0","12600","91002","12600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","95","0","12700","91002","12700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","96","0","12800","91002","12800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","97","0","12900","91002","12900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","98","0","13000","91002","13000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","99","0","13100","91002","13100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","100","0","13200","91002","13200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","101","0","13300","91002","13300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","102","0","13400","91002","13400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","103","0","13500","91002","13500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","104","0","13600","91002","13600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","105","0","13700","91002","13700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","106","0","13800","91002","13800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","107","0","13900","91002","13900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","108","0","14000","91002","14000","0"
"0","0","0","0","0","0","0","0","15","0","0","8","109","0","14100","91002","14100","0"
"0","0","0","0","0","0","0","0","15","0","0","8","110","0","14200","91002","14200","0"
"0","0","0","0","0","0","0","0","15","0","0","8","111","0","14300","91002","14300","0"
"0","0","0","0","0","0","0","0","15","0","0","8","112","0","14400","91002","14400","0"
"0","0","0","0","0","0","0","0","15","0","0","8","113","0","14500","91002","14500","0"
"0","0","0","0","0","0","0","0","15","0","0","8","114","0","14600","91002","14600","0"
"0","0","0","0","0","0","0","0","15","0","0","8","115","0","14700","91002","14700","0"
"0","0","0","0","0","0","0","0","15","0","0","8","116","0","14800","91002","14800","0"
"0","0","0","0","0","0","0","0","15","0","0","8","117","0","14900","91002","14900","0"
"0","0","0","0","0","0","0","0","15","0","0","8","118","0","15000","91002","15000","0"
