fe0e880d30d8714255003d69dc663698ed9869948a821c2b048e9b77fb303549,97f7ef96e7e9342eaab70597af8723cd4369b8210c242894de2ea917df829a01,2a2929a294380ee6acbe86ce1709a195189e8ffe10b49823ac2afbf81d4dd227,ef238b789f374a16e4bb90da1f11b9260305744a0c8c2eaf2224c8fcb9ec1066,6d1624cb63971c57d67b934877ad7aaf5b4bb98c1f2129b0560c56a3165f81f9,077dad1e369ed080dec7ec68fd6b43564a4da11b7ad6e7e3e46fb42b9343354e,17dda3e31be53ca31a3db17a5f361b339e7bbff751a96233dedf07fa13213951,7b46860ccfb0e799790c83fc54c4bce34b8be4adf39f2ccbebca768c73d9beb3,8d02938126bfae1fdaa5b08ac0153ae341f8efc1cf7ba34afe5e0271d7855b2e,d5ee0af904e879a1dbe99b5f620da2a1a002070cfc3e2f91613af649e78dc795,9136a5c4309e15b405bc7eaf0119040a8319fd5e98ae5decc18c9624e2ec59b5,803dcb141e9d412f2fcd949bbf2d399d93cf86312c24fb186035b2e14b47b43e,294c38ca0a6a984bcfd33f5e6e6834930684908b5564b5f37dec034bf61562f0
"bgm_M457","64","380000","bgm_M457","0","1","2021/08/02 16:00:00","10064","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M467","66","380000","bgm_M467","0","1","2021/09/01 16:00:00","10066","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M478_Lofi","68","380000","bgm_M478","0","1","2021/10/01 16:00:00","10068","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M486","70","380000","bgm_M486","0","1","2021/11/01 16:00:00","10070","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M496","72","380000","bgm_M496","0","1","2021/12/02 16:00:00","10072","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M508","74","380000","bgm_M508","0","1","2022/01/03 16:00:00","10074","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M520","76","380000","bgm_M520","0","1","2022/02/01 16:00:00","10076","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M527","78","380000","bgm_M527","0","1","2022/03/01 16:00:00","10078","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M536","80","380000","bgm_M536","0","1","2022/04/01 16:00:00","10080","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M543","82","380000","bgm_M543","0","1","2022/05/02 16:00:00","10082","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M552","84","380000","bgm_M552","0","1","2022/06/01 16:00:00","10084","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M553","85","380000","bgm_M553","0","1","2022/06/08 16:00:00","10085","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M565","88","380000","bgm_M565","0","1","2022/07/01 16:00:00","10088","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M574","90","380000","bgm_M574","0","1","2022/08/01 16:00:00","10090","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M582","92","380000","bgm_M582","0","1","2022/09/01 16:00:00","10092","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M595","94","380000","bgm_M595","0","1","2022/10/02 16:00:00","10094","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M601","96","380000","bgm_M601","0","1","2022/10/30 16:00:00","10096","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M608","98","380000","bgm_M608","0","1","2022/11/29 16:00:00","10098","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M618","100","380000","bgm_M618","0","1","2022/12/30 16:00:00","10100","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M623","102","380000","bgm_M623","0","1","2023/01/30 16:00:00","10102","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M630","104","380000","bgm_M630","0","1","2023/02/26 16:00:00","10104","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M638","106","380000","bgm_M638","0","1","2023/03/30 16:00:00","10106","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M647","108","380000","bgm_M647","0","1","2023/04/28 16:00:00","10108","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M659","110","380000","bgm_M659","0","1","2023/05/29 16:00:00","10110","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M660","111","380000","bgm_M660","0","1","2023/05/29 16:00:00","10111","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M668","114","380000","bgm_M668","0","1","2023/06/28 16:00:00","10114","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC017","116","380000","bgm_MC017","0","1","2023/07/29 16:00:00","10116","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC026","118","380000","bgm_MC026","0","1","2023/08/29 16:00:00","10118","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC036","120","380000","bgm_MC036","0","1","2023/09/28 16:00:00","10120","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC046","122","380000","bgm_MC046","0","1","2023/10/30 16:00:00","10122","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC056","124","380000","bgm_MC056","0","1","2023/11/29 16:00:00","10124","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC063","126","380000","bgm_MC063","0","1","2023/12/29 16:00:00","10126","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC075","128","380000","bgm_MC075","0","1","2024/01/29 16:00:00","10128","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC082","130","380000","bgm_MC082","0","1","2024/02/27 16:00:00","10130","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC091","132","380000","bgm_MC091","0","1","2024/03/30 16:00:00","10132","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC099","134","380000","bgm_MC099","0","1","2024/04/29 16:00:00","10134","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC110","136","380000","bgm_MC110","0","1","2024/05/29 16:00:00","10136","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC111","137","380000","bgm_MC111","0","1","2024/05/29 16:00:00","10137","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC124","140","380000","bgm_MC124","0","1","2024/06/28 16:00:00","10140","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC136","142","380000","bgm_MC136","0","1","2024/07/29 16:00:00","10142","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC143","144","380000","bgm_MC143","0","1","2024/08/29 16:00:00","10144","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC147","146","380000","bgm_MC147","0","1","2024/09/28 16:00:00","10146","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC156","148","380000","bgm_MC156","0","1","2024/10/29 16:00:00","10148","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC162","150","380000","bgm_MC162","0","1","2024/11/28 16:00:00","10150","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC172_TitleCall","152","380000","bgm_MC172","0","1","2024/12/27 16:00:00","10152","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC186","154","380000","bgm_MC186","0","1","2025/01/29 16:00:00","10154","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC194","156","380000","bgm_MC194","0","1","2025/02/26 16:00:00","10156","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC213","158","380000","bgm_MC213","0","1","2025/03/28 16:00:00","10158","0","0","0","380000","2030/03/26 14:59:00"
"bgm_MC215B","160","380000","bgm_MC215B","0","1","2025/04/28 16:00:00","10160","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M33","20001","380000","bgm_M33","0","1","2020/07/02 16:00:00","20001","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M99","20002","380000","bgm_M99","0","1","2020/08/03 16:00:00","20002","0","0","0","380000","2030/03/26 14:59:00"
"bgm_M107","20003","380000","bgm_M107","0","1","2020/09/04 16:00:00","20003","0","0","0","380000","2030/03/26 14:59:00"
