f51014ba05aaca14419837d1d4fbf0746dc2a1b3aa9a174f538f57941b4886c5,6ca067b9bb5b3bc0e35d2861c8a8994e461321726256e0f3faf715e69acb3c3b,6ef98ebe407f059e8e4ee358e18d3adb8086d2a23419b55930effc7a4080912a,0281810eb963368132ac26878c04f227ca1adbc7051060707eb3e16296abaf0d,172be93df93388f75f8edf61ca380845fe218ec479ca583d774699cd0333daae,d716b982fbcf76149670b279e0420a5f2a320725c47ef9304a04a38d407af975,bc07b33a6430eb90d8b62c9ded84866cd5397f382ca644f7258d38090792db99,0c0e2d78213e47e974bc059e6109c36c61469aa87351ad94f5470645c5dcb810,662584aefaddbe18a20717a872ddb9d9614c600199004fa392774a2deccd6578,ab95655f4ee1a014bea47c1732671414dbf6685bb3dbd6e1d4311bdad01f7eaa,eff2e4b6f7aedf355ad20eacbd4cd76832a08f9332c0166c28b5a86d550dee1b
"12","0","0","0","30012","0","2018/12/13 16:00:00","380000","2018/12/27 15:59:59","1","380000"
"14","0","0","0","30014","0","2019/01/09 16:00:00","380000","2019/01/22 15:59:59","1","380000"
"15","0","0","0","30015","0","2019/01/22 16:00:00","380000","2019/02/01 11:59:59","1","380000"
"16","380000","0","380000","50018","0","2019/02/01 12:00:00","380000","2019/02/04 23:59:59","2","0"
"17","0","0","0","30016","0","2019/02/13 16:00:00","380000","2019/02/27 15:59:59","1","380000"
"18","0","0","0","30017","0","2019/02/27 16:00:00","380000","2019/03/13 15:59:59","1","380000"
"20","0","0","0","30019","0","2019/03/13 16:00:00","380000","2019/03/27 15:59:59","1","380000"
"21","0","0","0","30020","0","2019/03/27 16:00:00","380000","2019/04/03 15:59:59","1","380000"
"22","0","0","0","30021","0","2019/04/03 16:00:00","380000","2019/04/19 15:59:59","1","380000"
"23","0","0","0","30022","0","2019/04/19 16:00:00","380000","2019/05/07 15:59:59","1","380000"
"24","380000","0","380000","50023","0","2019/05/07 16:00:00","380000","2019/05/14 15:59:59","2","0"
"25","0","0","0","30025","0","2019/06/03 16:00:00","380000","2019/06/17 15:59:59","1","380000"
"26","0","0","0","30026","0","2019/06/17 16:00:00","380000","2019/07/01 15:59:59","1","380000"
"27","380000","0","380000","50027","0","2019/07/01 16:00:00","380000","2019/07/15 15:59:59","2","0"
"28","0","0","0","30028","0","2019/07/15 16:00:00","380000","2019/07/26 15:59:59","1","380000"
"29","0","0","0","30029","0","2019/07/26 16:00:00","380000","2019/08/01 15:59:59","1","380000"
"30","0","0","0","30031","0","2019/08/01 16:00:00","380000","2019/08/15 15:59:59","1","380000"
"31","0","0","0","30032","0","2019/08/15 16:00:00","380000","2019/08/28 15:59:59","1","380000"
"33","380000","0","380000","50033","0","2019/09/02 16:00:00","380000","2019/09/09 15:59:59","2","0"
"34","0","0","0","30035","0","2019/09/17 16:00:00","380000","2019/09/20 15:59:59","1","380000"
"35","0","0","0","30036","0","2019/09/20 16:00:00","380000","2019/10/01 15:59:59","1","380000"
"36","0","0","0","30037","0","2019/10/01 16:00:00","380000","2019/10/15 15:59:59","1","380000"
"37","0","0","0","30038","0","2019/10/15 16:00:00","380000","2019/10/18 15:59:59","1","380000"
"38","0","0","0","30039","0","2019/10/18 16:00:00","380000","2019/11/01 15:59:59","1","380000"
"39","0","0","0","30040","0","2019/11/01 16:00:00","380000","2019/11/15 15:59:59","1","380000"
"40","0","0","0","30041","0","2019/11/15 16:00:00","380000","2019/11/19 15:59:59","1","380000"
"41","0","0","0","30042","0","2019/11/19 16:00:00","380000","2019/12/02 15:59:59","1","380000"
"42","0","0","0","30043","0","2019/12/02 16:00:00","380000","2019/12/13 15:59:59","1","380000"
"43","0","0","0","30044","0","2019/12/13 16:00:00","380000","2019/12/16 15:59:59","1","380000"
"45","0","0","0","30046","0","2019/12/30 16:00:00","380000","2020/01/02 15:59:59","1","380000"
"46","0","0","0","30047","0","2020/01/02 16:00:00","380000","2020/01/10 15:59:59","1","380000"
"47","0","0","0","30048","0","2020/01/10 16:00:00","380000","2020/01/21 15:59:59","1","380000"
"48","380000","0","380000","50049","0","2020/01/21 16:00:00","380000","2020/01/28 15:59:59","2","0"
"49","0","0","0","30050","0","2020/01/28 16:00:00","380000","2020/02/04 15:59:59","1","380000"
"51","0","0","0","30052","0","2020/02/04 16:00:00","380000","2020/02/14 15:59:59","1","380000"
"52","0","0","0","30053","0","2020/02/14 16:00:00","380000","2020/02/19 15:59:59","1","380000"
"53","0","0","0","30054","0","2020/02/19 16:00:00","380000","2020/03/04 15:59:59","1","380000"
"54","0","0","0","30055","0","2020/03/04 16:00:00","380000","2020/03/13 15:59:59","1","380000"
"55","0","0","0","30056","0","2020/03/13 16:00:00","380000","2020/03/19 15:59:59","1","380000"
"56","0","0","0","30057","0","2020/03/19 16:00:00","380000","2020/04/01 15:59:59","1","380000"
"57","0","0","0","30058","0","2020/04/01 16:00:00","380000","2020/04/14 15:59:59","1","380000"
"58","0","0","0","30059","0","2020/04/14 16:00:00","380000","2020/04/22 15:59:59","1","380000"
"59","0","0","0","30060","0","2020/04/22 16:00:00","380000","2020/05/05 15:59:59","1","380000"
"60","380000","0","380000","50061","0","2020/05/05 16:00:00","380000","2020/05/08 15:59:59","2","0"
"61","0","0","0","30063","0","2020/05/15 16:00:00","380000","2020/05/22 15:59:59","1","380000"
"62","0","0","0","30064","0","2020/05/22 16:00:00","380000","2020/06/03 15:59:59","1","380000"
"63","0","0","0","30065","0","2020/06/03 16:00:00","380000","2020/06/15 15:59:59","1","380000"
"64","0","0","0","30066","0","2020/06/15 16:00:00","380000","2020/06/22 15:59:59","1","380000"
"65","380000","0","380000","50067","0","2020/06/22 16:00:00","380000","2020/07/02 15:59:59","2","0"
"66","0","0","0","30068","0","2020/08/03 16:00:00","380000","2020/08/06 15:59:59","1","380000"
"67","0","0","0","30069","0","2020/09/30 16:00:00","380000","2020/10/13 15:59:59","1","380000"
"68","0","0","0","30070","0","2020/10/13 16:00:00","380000","2020/10/26 15:59:59","1","380000"
"69","0","0","0","30071","0","2020/08/17 16:00:00","380000","2020/08/21 15:59:59","1","380000"
"70","0","0","0","30072","0","2020/07/02 16:00:00","380000","2020/07/13 15:59:59","1","380000"
"71","0","0","0","30073","0","2020/07/13 16:00:00","380000","2020/07/20 15:59:59","1","380000"
"72","0","0","0","30074","0","2020/07/20 16:00:00","380000","2020/07/30 15:59:59","1","380000"
"73","0","0","0","30075","0","2020/07/30 16:00:00","380000","2020/08/03 15:59:59","1","380000"
"74","0","0","0","30076","0","2020/08/06 16:00:00","380000","2020/08/17 15:59:59","1","380000"
"75","0","0","0","30077","0","2020/09/11 16:00:00","380000","2020/09/16 15:59:59","1","380000"
"76","0","0","0","30078","0","2020/08/21 16:00:00","380000","2020/09/01 11:59:59","1","380000"
"77","380000","0","380000","50079","0","2020/09/01 16:00:00","380000","2020/09/04 15:59:59","2","0"
"78","0","0","0","30080","0","2020/09/04 16:00:00","380000","2020/09/11 15:59:59","1","380000"
"79","0","0","0","30081","0","2020/10/26 16:00:00","380000","2020/11/02 15:59:59","1","380000"
"80","0","0","0","30082","0","2020/09/16 16:00:00","380000","2020/09/24 15:59:59","1","380000"
"81","0","0","0","30083","0","2020/09/24 16:00:00","380000","2020/09/30 15:59:59","1","380000"
"82","380000","0","380000","50084","0","2020/11/02 16:00:00","380000","2020/11/05 15:59:59","2","0"
"83","0","0","0","30085","0","2020/11/05 16:00:00","380000","2020/11/13 15:59:59","1","380000"
"84","0","0","0","30086","0","2020/11/13 16:00:00","380000","2020/11/18 15:59:59","1","380000"
"85","0","0","0","30087","0","2020/11/18 16:00:00","380000","2020/11/26 15:59:59","1","380000"
"86","0","0","0","30088","0","2020/11/26 16:00:00","380000","2020/12/01 15:59:59","1","380000"
"87","0","0","0","30089","0","2020/12/01 16:00:00","380000","2020/12/04 15:59:59","1","380000"
"88","0","0","0","30090","0","2020/12/04 16:00:00","380000","2020/12/14 15:59:59","1","380000"
"89","0","0","0","30091","0","2020/12/14 16:00:00","380000","2020/12/18 15:59:59","1","380000"
"90","0","0","0","40003","0","2020/12/26 16:00:00","380000","2021/01/06 15:59:59","1","380000"
"91","0","0","0","30093","0","2020/12/21 16:00:00","380000","2020/12/26 15:59:59","1","380000"
"92","380000","0","380000","50094","0","2020/12/18 16:00:00","380000","2020/12/21 15:59:59","2","0"
"93","0","0","0","30095","0","2021/01/06 16:00:00","380000","2021/01/15 15:59:59","1","380000"
"94","0","0","0","30096","0","2021/01/15 16:00:00","380000","2021/01/20 15:59:59","1","380000"
"95","0","0","0","30097","0","2021/01/20 16:00:00","380000","2021/02/01 15:59:59","1","380000"
"96","0","0","0","30098","0","2021/02/01 16:00:00","380000","2021/02/11 15:59:59","1","380000"
"97","0","0","0","30099","0","2021/02/15 16:00:00","380000","2021/02/19 15:59:59","1","380000"
"98","0","0","0","30100","0","2021/02/19 16:00:00","380000","2021/03/02 15:59:59","1","380000"
"99","0","0","0","30101","0","2021/03/12 16:00:00","380000","2021/03/17 15:59:59","1","380000"
"100","0","0","0","30102","0","2021/03/02 16:00:00","380000","2021/03/12 15:59:59","1","380000"
"101","0","0","0","30103","0","2021/04/16 16:00:00","380000","2021/04/27 15:59:59","1","380000"
"102","0","0","0","30104","0","2021/03/28 16:00:00","380000","2021/04/06 15:59:59","1","380000"
"103","0","0","0","30105","0","2021/04/06 16:00:00","380000","2021/04/16 15:59:59","1","380000"
"104","0","0","0","30106","0","2021/03/17 16:00:00","380000","2021/03/28 15:59:59","1","380000"
"105","0","0","0","30107","0","2021/04/27 16:00:00","380000","2021/05/07 15:59:59","1","380000"
"106","380000","0","380000","50108","0","2021/02/11 16:00:00","380000","2021/02/15 15:59:59","2","0"
"107","0","0","0","30109","0","2021/05/07 16:00:00","380000","2021/05/16 15:59:59","1","380000"
"108","0","0","0","30110","0","2021/05/16 16:00:00","380000","2021/05/21 15:59:59","1","380000"
"109","0","0","0","30111","0","2021/05/21 16:00:00","380000","2021/05/26 15:59:59","1","380000"
"110","0","0","0","30112","0","2021/05/26 16:00:00","380000","2021/06/04 15:59:59","1","380000"
"111","0","0","0","30113","0","2021/06/04 16:00:00","380000","2021/06/14 15:59:59","1","380000"
"112","0","0","0","30114","0","2021/06/14 16:00:00","380000","2021/06/19 15:59:59","1","380000"
"113","0","0","0","40004","0","2021/06/19 16:00:00","380000","2021/06/27 15:59:59","1","380000"
"114","380000","0","380000","30117","0","2021/06/27 16:00:00","380000","2021/07/02 15:59:59","2","380000"
"115","380000","0","380000","50119","0","2021/07/02 16:00:00","380000","2021/07/05 15:59:59","2","0"
"116","0","0","0","30120","0","2021/07/05 16:00:00","380000","2021/07/14 15:59:59","1","380000"
"117","0","0","0","30121","0","2021/08/09 16:00:00","380000","2021/08/25 15:59:59","1","380000"
"118","0","0","0","30122","0","2021/07/14 16:00:00","380000","2021/07/24 15:59:59","1","380000"
"119","0","0","0","30123","0","2021/07/21 16:00:00","380000","2021/07/30 15:59:59","1","380000"
"120","0","0","0","30125","0","2021/08/01 16:00:00","380000","2021/08/09 15:59:59","1","380000"
"121","0","0","0","30126","0","2021/07/14 16:00:00","380000","2021/07/21 15:59:59","1","380000"
"122","0","0","0","30127","0","2021/08/25 16:00:00","380000","2021/09/01 15:59:59","1","380000"
"123","0","0","0","30128","0","2021/08/25 16:00:00","380000","2021/08/31 15:59:59","1","380000"
"124","380000","0","380000","50129","0","2021/07/30 16:00:00","380000","2021/08/01 15:59:59","2","0"
"125","0","0","0","30130","0","2021/09/01 16:00:00","380000","2021/09/12 15:59:59","1","380000"
"126","0","0","0","30131","0","2021/09/12 16:00:00","380000","2021/09/22 15:59:59","1","380000"
"127","0","0","0","30133","0","2021/09/22 16:00:00","380000","2021/10/02 15:59:59","1","380000"
"128","0","0","0","30134","0","2021/10/02 16:00:00","380000","2021/10/11 15:59:59","1","380000"
"129","0","0","0","30135","0","2021/10/11 16:00:00","380000","2021/10/18 15:59:59","1","380000"
"130","0","0","0","30137","0","2021/10/18 16:00:00","380000","2021/10/26 15:59:59","1","380000"
"131","0","0","0","30136","0","2021/10/18 16:00:00","380000","2021/10/22 15:59:59","1","380000"
"132","0","0","0","30138","0","2021/10/22 16:00:00","380000","2021/10/26 15:59:59","1","380000"
"133","0","0","0","30139","0","2021/10/26 16:00:00","380000","2021/11/01 15:59:59","1","380000"
"134","380000","0","380000","50140","0","2021/11/01 16:00:00","380000","2021/11/04 15:59:59","2","0"
"135","0","0","0","30141","0","2021/11/04 16:00:00","380000","2021/11/13 15:59:59","1","380000"
"136","0","0","0","30142","0","2021/11/09 16:00:00","380000","2021/11/16 15:59:59","1","380000"
"137","0","0","0","30144","0","2021/11/16 16:00:00","380000","2021/11/25 15:59:59","1","380000"
"138","0","0","0","30143","0","2021/11/16 16:00:00","380000","2021/11/20 15:59:59","1","380000"
"139","0","0","0","30145","0","2021/11/20 16:00:00","380000","2021/11/25 15:59:59","1","380000"
"140","0","0","0","30146","0","2021/11/25 16:00:00","380000","2021/12/02 15:59:59","1","380000"
"141","0","0","0","30147","0","2021/12/02 16:00:00","380000","2021/12/11 15:59:59","1","380000"
"142","0","0","0","30148","0","2021/12/11 16:00:00","380000","2021/12/17 15:59:59","1","380000"
"143","0","0","0","40005","0","2021/12/17 16:00:00","380000","2021/12/25 15:59:59","1","380000"
"144","0","0","0","30150","0","2021/12/25 16:00:00","380000","2022/01/02 15:59:59","1","380000"
"145","380000","0","380000","50151","0","2022/01/02 16:00:00","380000","2022/01/05 15:59:59","2","0"
"146","0","0","0","30152","0","2022/01/05 16:00:00","380000","2022/01/10 15:59:59","1","380000"
"147","0","0","0","30153","0","2022/01/10 16:00:00","380000","2022/01/15 15:59:59","1","380000"
"148","0","0","0","30154","0","2022/01/15 16:00:00","380000","2022/01/20 15:59:59","1","380000"
"149","0","0","0","40006","0","2022/01/20 16:00:00","380000","2022/01/26 15:59:59","1","380000"
"150","0","0","0","30157","0","2022/01/26 16:00:00","380000","2022/02/01 15:59:59","1","380000"
"151","0","0","0","30156","0","2022/01/26 16:00:00","380000","2022/02/01 15:59:59","1","380000"
"152","0","0","0","30158","0","2022/02/04 16:00:00","380000","2022/02/12 15:59:59","1","380000"
"153","0","0","0","30159","0","2022/02/12 16:00:00","380000","2022/02/19 15:59:59","1","380000"
"154","0","0","0","30160","0","2022/02/19 16:00:00","380000","2022/02/26 15:59:59","1","380000"
"155","0","0","0","30161","0","2022/02/26 16:00:00","380000","2022/03/07 15:59:59","1","380000"
"156","380000","0","380000","50162","0","2022/02/01 16:00:00","380000","2022/02/04 15:59:59","2","0"
"157","0","0","0","30163","0","2022/03/07 16:00:00","380000","2022/03/15 15:59:59","1","380000"
"158","0","0","0","30164","0","2022/03/15 16:00:00","380000","2022/03/20 15:59:59","1","380000"
"159","0","0","0","30166","0","2022/03/20 16:00:00","380000","2022/03/28 15:59:59","1","380000"
"160","0","0","0","30167","0","2022/03/28 16:00:00","380000","2022/04/03 15:59:59","1","380000"
"161","0","0","0","30168","0","2022/04/03 16:00:00","380000","2022/04/11 15:59:59","1","380000"
"162","0","0","0","30169","0","2022/04/11 16:00:00","380000","2022/04/18 15:59:59","1","380000"
"163","0","0","0","30170","0","2022/04/18 16:00:00","380000","2022/04/25 15:59:59","1","380000"
"164","0","0","0","30171","0","2022/04/25 16:00:00","380000","2022/05/04 15:59:59","1","380000"
"165","380000","0","380000","50172","0","2022/05/04 16:00:00","380000","2022/05/07 15:59:59","2","0"
"166","0","0","0","30173","0","2022/05/07 16:00:00","380000","2022/05/15 15:59:59","1","380000"
"167","0","0","0","30174","0","2022/05/15 16:00:00","380000","2022/05/19 15:59:59","1","380000"
"168","0","0","0","30175","0","2022/05/19 16:00:00","380000","2022/05/28 15:59:59","1","380000"
"169","0","0","0","30176","0","2022/05/28 16:00:00","380000","2022/05/31 15:59:59","1","380000"
"170","0","0","0","30177","0","2022/05/31 16:00:00","380000","2022/06/04 15:59:59","1","380000"
"171","0","0","0","30178","0","2022/06/04 16:00:00","380000","2022/06/12 15:59:59","1","380000"
"172","0","0","0","30179","0","2022/06/12 16:00:00","380000","2022/06/19 15:59:59","1","380000"
"173","0","0","0","40007","0","2022/06/19 16:00:00","380000","2022/06/28 15:59:59","1","380000"
"174","0","0","0","30180","0","2022/06/19 16:00:00","380000","2022/06/28 15:59:59","1","380000"
"175","0","0","0","30182","0","2022/06/28 16:00:00","380000","2022/07/02 15:59:59","1","380000"
"176","380000","0","380000","50183","0","2022/07/02 16:00:00","380000","2022/07/05 15:59:59","2","0"
"177","0","0","0","30184","0","2022/07/05 16:00:00","380000","2022/07/13 15:59:59","1","380000"
"178","0","0","0","30185","0","2022/07/10 16:00:00","380000","2022/07/13 15:59:59","1","380000"
"179","0","0","0","30186","0","2022/07/13 16:00:00","380000","2022/07/17 15:59:59","1","380000"
"180","0","0","0","30187","0","2022/07/17 16:00:00","380000","2022/07/26 15:59:59","1","380000"
"181","0","0","0","30188","0","2022/07/26 16:00:00","380000","2022/07/30 15:59:59","1","380000"
"182","0","0","0","30189","0","2022/08/10 16:00:00","380000","2022/08/13 15:59:59","1","380000"
"183","380000","0","380000","50190","0","2022/09/01 16:00:00","380000","2022/09/04 15:59:59","2","0"
"184","0","0","0","30191","0","2022/08/02 16:00:00","380000","2022/08/10 15:59:59","1","380000"
"185","0","0","0","30192","0","2022/08/13 16:00:00","380000","2022/08/17 15:59:59","1","380000"
"186","0","0","0","30193","0","2022/08/17 16:00:00","380000","2022/08/24 15:59:59","1","380000"
"187","0","0","0","30194","0","2022/08/24 16:00:00","380000","2022/09/01 15:59:59","1","380000"
"188","380000","0","380000","50195","0","2022/07/30 16:00:00","380000","2022/08/02 15:59:59","2","0"
"189","0","0","0","30196","0","2022/09/04 16:00:00","380000","2022/09/12 15:59:59","1","380000"
"190","0","0","0","30197","0","2022/09/12 16:00:00","380000","2022/09/16 15:59:59","1","380000"
"191","0","0","0","30198","0","2022/09/16 16:00:00","380000","2022/09/25 15:59:59","1","380000"
"192","0","0","0","30199","0","2022/09/25 16:00:00","380000","2022/09/29 15:59:59","1","380000"
"193","380000","0","380000","50200","0","2022/09/29 16:00:00","380000","2022/10/02 15:59:59","2","0"
"194","0","0","0","30201","0","2022/10/02 16:00:00","380000","2022/10/11 15:59:59","1","380000"
"195","0","0","0","30202","0","2022/10/11 16:00:00","380000","2022/10/17 15:59:59","1","380000"
"196","0","0","0","30203","0","2022/10/17 16:00:00","380000","2022/10/26 15:59:59","1","380000"
"197","0","0","0","30204","0","2022/10/26 16:00:00","380000","2022/11/01 15:59:59","1","380000"
"198","0","0","0","30205","0","2022/11/01 16:00:00","380000","2022/11/09 15:59:59","1","380000"
"199","0","0","0","30206","0","2022/11/09 16:00:00","380000","2022/11/12 15:59:59","1","380000"
"200","0","0","0","30207","0","2022/11/12 16:00:00","380000","2022/11/16 15:59:59","1","380000"
"201","0","0","0","30208","0","2022/11/16 16:00:00","380000","2022/11/26 15:59:59","1","380000"
"202","0","0","0","30209","0","2022/11/26 16:00:00","380000","2022/11/29 15:59:59","1","380000"
"203","0","0","0","30210","0","2022/11/29 16:00:00","380000","2022/12/02 15:59:59","1","380000"
"204","0","0","0","30211","0","2022/12/02 16:00:00","380000","2022/12/11 15:59:59","1","380000"
"205","0","0","0","30212","0","2022/12/11 16:00:00","380000","2022/12/14 15:59:59","1","380000"
"206","0","0","0","30213","0","2022/12/14 16:00:00","380000","2022/12/17 15:59:59","1","380000"
"207","0","0","0","40008","0","2022/12/17 16:00:00","380000","2022/12/25 15:59:59","1","380000"
"208","0","0","0","30215","0","2022/12/25 16:00:00","380000","2022/12/28 15:59:59","1","380000"
"209","0","0","0","30216","0","2022/12/28 16:00:00","380000","2023/01/02 15:59:59","1","380000"
"210","380000","0","380000","50217","0","2023/01/02 16:00:00","380000","2023/01/05 15:59:59","2","0"
"211","0","0","0","30218","0","2023/01/05 16:00:00","380000","2023/01/14 15:59:59","1","380000"
"212","0","0","0","30219","0","2023/01/14 16:00:00","380000","2023/01/17 15:59:59","1","380000"
"213","0","0","0","30220","0","2023/01/17 16:00:00","380000","2023/01/24 15:59:59","1","380000"
"214","0","0","0","30221","0","2023/01/24 16:00:00","380000","2023/02/01 15:59:59","1","380000"
"215","0","0","0","30222","0","2023/02/01 16:00:00","380000","2023/02/12 15:59:59","1","380000"
"216","0","0","0","30223","0","2023/02/12 16:00:00","380000","2023/02/16 15:59:59","1","380000"
"217","0","0","0","30224","0","2023/02/16 16:00:00","380000","2023/02/26 15:59:59","1","380000"
"218","0","0","0","30225","0","2023/02/26 16:00:00","380000","2023/03/01 15:59:59","1","380000"
"219","0","0","0","30226","0","2023/03/01 16:00:00","380000","2023/03/04 15:59:59","1","380000"
"220","0","0","0","30227","0","2023/03/04 16:00:00","380000","2023/03/12 15:59:59","1","380000"
"221","0","0","0","30228","0","2023/03/12 16:00:00","380000","2023/03/15 15:59:59","1","380000"
"222","0","0","0","30229","0","2023/03/15 16:00:00","380000","2023/03/19 15:59:59","1","380000"
"223","0","0","0","30230","0","2023/03/19 16:00:00","380000","2023/03/28 15:59:59","1","380000"
"224","380000","0","380000","50231","0","2023/03/28 16:00:00","380000","2023/03/31 15:59:59","2","0"
"225","0","0","0","30232","0","2023/03/31 16:00:00","380000","2023/04/03 15:59:59","1","380000"
"226","0","0","0","30233","0","2023/04/03 16:00:00","380000","2023/04/12 15:59:59","1","380000"
"227","0","0","0","30234","0","2023/04/12 16:00:00","380000","2023/04/19 15:59:59","1","380000"
"228","0","0","0","30235","0","2023/04/19 16:00:00","380000","2023/04/26 15:59:59","1","380000"
"229","0","0","0","30236","0","2023/04/26 16:00:00","380000","2023/05/04 15:59:59","1","380000"
"230","380000","0","380000","50237","0","2023/05/04 16:00:00","380000","2023/05/07 15:59:59","2","0"
"231","0","0","0","30238","0","2023/05/07 16:00:00","380000","2023/05/16 15:59:59","1","380000"
"232","0","0","0","30239","0","2023/05/16 16:00:00","380000","2023/05/20 15:59:59","1","380000"
"233","0","0","0","30240","0","2023/05/20 16:00:00","380000","2023/05/28 15:59:59","1","380000"
"234","0","0","0","30241","0","2023/05/28 16:00:00","380000","2023/06/04 15:59:59","1","380000"
"235","0","0","0","30242","0","2023/06/04 16:00:00","380000","2023/06/15 15:59:59","1","380000"
"236","0","0","0","30243","0","2023/06/15 16:00:00","380000","2023/06/17 15:59:59","1","380000"
"237","0","0","0","30244","0","2023/06/17 16:00:00","380000","2023/06/19 15:59:59","1","380000"
"238","0","0","0","40009","0","2023/06/19 16:00:00","380000","2023/06/28 15:59:59","1","380000"
"239","0","0","0","30245","0","2023/06/19 16:00:00","380000","2023/06/26 15:59:59","1","380000"
"240","0","0","0","30247","0","2023/06/28 16:00:00","380000","2023/07/03 15:59:59","1","380000"
"241","380000","0","380000","50248","0","2023/07/02 16:00:00","380000","2023/07/05 15:59:59","2","0"
"242","0","0","0","30249","0","2023/07/05 16:00:00","380000","2023/07/12 15:59:59","1","380000"
"243","0","0","0","30250","0","2023/07/12 16:00:00","380000","2023/07/19 15:59:59","1","380000"
"244","0","0","0","30251","0","2023/07/19 16:00:00","380000","2023/07/29 15:59:59","1","380000"
"245","0","0","0","30252","0","2023/07/29 16:00:00","380000","2023/08/01 15:59:59","1","380000"
"246","0","0","0","30253","0","2023/08/01 16:00:00","380000","2023/08/09 15:59:59","1","380000"
"247","0","0","0","30254","0","2023/08/09 16:00:00","380000","2023/08/12 15:59:59","1","380000"
"248","0","0","0","30255","0","2023/08/12 16:00:00","380000","2023/08/19 15:59:59","1","380000"
"249","0","0","0","30256","0","2023/08/19 16:00:00","380000","2023/08/27 15:59:59","1","380000"
"250","0","0","0","30257","0","2023/08/27 16:00:00","380000","2023/09/01 15:59:59","1","380000"
"251","0","0","0","30258","0","2023/09/01 16:00:00","380000","2023/09/11 15:59:59","1","380000"
"252","0","0","0","30259","0","2023/09/11 16:00:00","380000","2023/09/16 15:59:59","1","380000"
"253","0","0","0","30260","0","2023/09/16 16:00:00","380000","2023/09/25 15:59:59","1","380000"
"254","380000","0","380000","50261","0","2023/09/25 16:00:00","380000","2023/09/28 15:59:59","2","0"
"255","0","0","0","30262","0","2023/09/28 16:00:00","380000","2023/10/02 15:59:59","1","380000"
"256","0","0","0","30263","0","2023/10/02 16:00:00","380000","2023/10/11 15:59:59","1","380000"
"257","0","0","0","30264","0","2023/10/11 16:00:00","380000","2023/10/17 15:59:59","1","380000"
"258","0","0","0","30265","0","2023/10/17 16:00:00","380000","2023/10/25 15:59:59","1","380000"
"259","0","0","0","30266","0","2023/10/25 16:00:00","380000","2023/11/01 15:59:59","1","380000"
"260","380000","0","380000","50267","0","2023/11/01 16:00:00","380000","2023/11/04 15:59:59","2","0"
"261","0","0","0","30268","0","2023/11/04 16:00:00","380000","2023/11/13 15:59:59","1","380000"
"262","0","0","0","30269","0","2023/11/13 16:00:00","380000","2023/11/16 15:59:59","1","380000"
"263","0","0","0","30270","0","2023/11/16 16:00:00","380000","2023/11/26 15:59:59","1","380000"
"264","0","0","0","30271","0","2023/11/26 16:00:00","380000","2023/12/01 15:59:59","1","380000"
"265","0","0","0","30272","0","2023/12/01 16:00:00","380000","2023/12/10 15:59:59","1","380000"
"266","0","0","0","30273","0","2023/12/10 16:00:00","380000","2023/12/13 15:59:59","1","380000"
"267","0","0","0","30274","0","2023/12/13 16:00:00","380000","2023/12/16 15:59:59","1","380000"
"268","0","0","0","40010","0","2023/12/16 16:00:00","380000","2023/12/23 15:59:59","1","380000"
"269","0","0","0","30276","0","2023/12/23 16:00:00","380000","2023/12/27 15:59:59","1","380000"
"270","0","0","0","30277","0","2023/12/27 16:00:00","380000","2024/01/01 15:59:59","1","380000"
"271","380000","0","380000","50278","0","2024/01/01 16:00:00","380000","2024/01/04 15:59:59","2","0"
