4be733ace7567f2a91f22e75a349408270f06cebcde351354f996e2a52b8fd6d,2264a164d15f1f1440a6059b7058491b0d772546db2b1a20a033b31e52016a3e,c44e836f84e7215042c3287635073487ce0b20644e3568c71f2372da5787a586,eaea0d728ee90f73b13be0fbfe0f3d354ed452d8c6155e0aa8139b87ece670f7,94bee5fcabbcc40846a13e9c2693eb1455645246abca2e56e6e5ed480112dccf,adb99dc453ae21f9c832e34c75fc844c832dca9038a1627b5b5253e6f028cd7a,8a6a9f69ab3da7f8c7a1b1a474125d34b22c9fb919f2cc9ba5be2fae41ef5813,d29b65686359ba4a1977aa789f77599a5dc118bc27d4d844ef863e9ca8663382,8c5c6a75569378a24c961f194963dd1a0bb13348573d529527f046d9800e97d3,80c7ff742329bbb13b30b67667b5474326695f434e1d0ec68afbcf2eae40026b,48f9da11b05c783ac58eeb79e5d65a9d65c777a96877b00229df4fbeff54c2ef,1697fc525d17e2559d80c4994f368d9d18ddf862e6ced91d61d58bf067c2828c,45f6b9cea9e182fdf6469928e4fefc1429ace714dda97600fbbe79b87ccf51ee,a583304233afce966dcf759c40bd63df04a146baf4524ebea0675d3857e1e27e,fb1130fe67167861835adb8b504e5ba56dc34b69f08fe8cac7ff9e45827102b0,aee8cc9dfaac5b2875387fdd197e78887c1af8d9302e48e30c8b4f758763a763,c25fd11d310972814cdfdeae8bcf0e21746b96fa465eae8430305b335b01ef04,9f48cf311967d4966a07645d1fc80a7df939d62cacbf80307719154a05db7a56,1dcfdeef4dabce04c9d521c2c1a4b6fe314274d0f7b40cdab92a3537eb6d8e56,7c593661713c709716f999bd4badd853bab84087a7f1adaf12e164471dbce3c7
"3","0","0","3100103","0","30","0","1001208","2","0","4","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","31","0","1001208","4","0","3","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","32","0","1001208","11","0","2","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","33","0","1001209","1","0","5","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","34","0","1001209","2","0","4","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","35","0","1001209","4","0","3","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","36","0","1001209","11","0","2","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","37","0","1001210","1","0","5","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","38","0","1001210","2","0","4","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","39","0","1001210","4","0","3","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","40","0","1001210","11","0","2","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","41","0","1002201","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","42","0","1002201","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","43","0","1002201","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","44","0","1002201","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","45","0","1002202","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","46","0","1002202","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","47","0","1002202","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","48","0","1002202","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","49","0","1002203","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","50","0","1002203","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","51","0","1002203","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","52","0","1002203","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","53","0","1002204","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","54","0","1002204","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","55","0","1002204","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","56","0","1002204","11","0","5","20003","30","2","0","0","0","2","0","90006"
"10","0","0","3100104","0","57","0","1002205","1","0","40","20003","1","2","0","0","0","2","0","90006"
"8","0","0","3100103","0","58","0","1002205","2","0","30","20003","3","2","0","0","0","2","0","90006"
"6","0","0","3100102","0","59","0","1002205","4","0","20","20003","10","2","0","0","0","2","0","90006"
"2","0","0","3100101","0","60","0","1002205","11","0","10","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","61","0","1002206","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","62","0","1002206","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","63","0","1002206","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","64","0","1002206","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","65","0","1002207","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","66","0","1002207","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","67","0","1002207","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","68","0","1002207","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","69","0","1002208","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","70","0","1002208","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","71","0","1002208","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","72","0","1002208","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","73","0","1002209","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","74","0","1002209","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","75","0","1002209","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","76","0","1002209","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","77","0","1002210","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","78","0","1002210","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","79","0","1002210","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","80","0","1002210","11","0","4","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","81","0","1003201","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","82","0","1003201","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","83","0","1003201","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","84","0","1003201","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","85","0","1003202","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","86","0","1003202","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","87","0","1003202","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","88","0","1003202","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","89","0","1003203","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","90","0","1003203","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","91","0","1003203","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","92","0","1003203","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","93","0","1003204","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","94","0","1003204","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","95","0","1003204","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","96","0","1003204","11","0","5","20003","30","2","0","0","0","2","0","90006"
"10","0","0","3100104","0","97","0","1003205","1","0","40","20003","1","2","0","0","0","2","0","90006"
"8","0","0","3100103","0","98","0","1003205","2","0","30","20003","3","2","0","0","0","2","0","90006"
"6","0","0","3100102","0","99","0","1003205","4","0","20","20003","10","2","0","0","0","2","0","90006"
"2","0","0","3100101","0","100","0","1003205","11","0","10","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","101","0","1003206","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","102","0","1003206","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","103","0","1003206","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","104","0","1003206","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","105","0","1003207","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","106","0","1003207","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","107","0","1003207","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","108","0","1003207","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","109","0","1003208","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","110","0","1003208","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","111","0","1003208","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","112","0","1003208","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","113","0","1003209","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","114","0","1003209","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","115","0","1003209","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","116","0","1003209","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","117","0","1003210","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","118","0","1003210","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","119","0","1003210","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","120","0","1003210","11","0","4","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","121","0","1004201","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","122","0","1004201","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","123","0","1004201","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","124","0","1004201","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","125","0","1004202","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","126","0","1004202","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","127","0","1004202","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","128","0","1004202","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","129","0","1004203","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","130","0","1004203","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","131","0","1004203","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","132","0","1004203","11","0","5","20003","30","2","0","0","0","2","0","90006"
"5","0","0","3100104","0","133","0","1004204","1","0","20","20003","1","2","0","0","0","2","0","90006"
"4","0","0","3100103","0","134","0","1004204","2","0","15","20003","3","2","0","0","0","2","0","90006"
"3","0","0","3100102","0","135","0","1004204","4","0","10","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","136","0","1004204","11","0","5","20003","30","2","0","0","0","2","0","90006"
"10","0","0","3100104","0","137","0","1004205","1","0","40","20003","1","2","0","0","0","2","0","90006"
"8","0","0","3100103","0","138","0","1004205","2","0","30","20003","3","2","0","0","0","2","0","90006"
"6","0","0","3100102","0","139","0","1004205","4","0","20","20003","10","2","0","0","0","2","0","90006"
"2","0","0","3100101","0","140","0","1004205","11","0","10","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","141","0","1004206","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","142","0","1004206","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","143","0","1004206","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","144","0","1004206","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","145","0","1004207","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","146","0","1004207","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","147","0","1004207","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","148","0","1004207","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","149","0","1004208","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","150","0","1004208","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","151","0","1004208","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","152","0","1004208","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","153","0","1004209","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","154","0","1004209","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","155","0","1004209","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","156","0","1004209","11","0","4","20003","30","2","0","0","0","2","0","90006"
"4","0","0","3100104","0","157","0","1004210","1","0","10","20003","1","2","0","0","0","2","0","90006"
"3","0","0","3100103","0","158","0","1004210","2","0","8","20003","3","2","0","0","0","2","0","90006"
"2","0","0","3100102","0","159","0","1004210","4","0","6","20003","10","2","0","0","0","2","0","90006"
"1","0","0","3100101","0","160","0","1004210","11","0","4","20003","30","2","0","0","0","2","0","90006"
