172e1102527aefcd82f5778fbd2df5c66c3d2c13778ff5fbb2a0eb8d3d518489,d8f92e0919f47f3cf990649eb0491873662dd0bea0c15c15eb7d2059eb9e6641,588e88a763abc404e08d5c37dfc047e50dca678e1af44d4bd4707e81c7b94bae,bf061e2c02ba74a52019208a11cf226e8fd905c7f275c8c149be09551a3de176,fe82dce5bf557167da7d22dbf324fb444f56eeee2e658d919ab8b077bf756c8d,8c33f1b9f204ea8b45e8b7ebdb6ed4b79326350547df2ad8e9111bd6e246a0ba,befa9fcd843416e5d2fc9c048610d38bf76bf14e2455f28fbeca97afdf0fb1be,2d297b6804fb8d1766d27d4677ba264b0a06eb6c1b7c53dee5eddc359ea332a5,973066e07089532fda5f661bf6e66b69cd4c97d91697802a4f8d071e7d511637
"49","0","3","0.65","0","63","320020206","2","-74"
"13","0","1","0.7","502002208","64","320020207","1","-49"
"62","0","2","0.85","502002209","65","320020207","3","-4"
"50","0","3","0.65","0","66","320020207","2","59"
"-10","0","1","1.05","0","67","320020208","1","0"
"-10","0","1","1.05","0","68","320020209","1","-15"
"-45","0","1","0.43","0","69","320020210","1","-85"
"-45","0","2","0.43","0","70","320020210","2","85"
"11","0","1","0.7","502002302","71","320020306","1","43.5"
"67","0","2","0.65","502002303","72","320020306","3","13"
"49","0","3","0.65","0","73","320020306","2","-74"
"13","0","1","0.7","502002308","74","320020307","1","-49"
"62","0","2","0.85","502002309","75","320020307","3","-4"
"50","0","3","0.65","0","76","320020307","2","59"
"-10","0","1","1.05","0","77","320020308","1","0"
"-10","0","1","1.05","0","78","320020309","1","-15"
"-45","0","1","0.43","0","79","320020310","1","-85"
"-45","0","2","0.43","0","80","320020310","2","85"
"11","0","1","0.7","502002402","81","320020406","1","43.5"
"67","0","2","0.65","502002403","82","320020406","3","13"
"49","0","3","0.65","0","83","320020406","2","-74"
"13","0","1","0.7","502002408","84","320020407","1","-49"
"62","0","2","0.85","502002409","85","320020407","3","-4"
"50","0","3","0.65","0","86","320020407","2","59"
"-10","0","1","1.05","0","87","320020408","1","0"
"-10","0","1","1.05","0","88","320020409","1","-15"
"-45","0","1","0.43","0","89","320020410","1","-85"
"-45","0","2","0.43","0","90","320020410","2","85"
"11","0","1","0.7","502002502","91","320020506","1","43.5"
"67","0","2","0.65","502002503","92","320020506","3","13"
"49","0","3","0.65","0","93","320020506","2","-74"
"13","0","1","0.7","502002508","94","320020507","1","-49"
"62","0","2","0.85","502002509","95","320020507","3","-4"
"50","0","3","0.65","0","96","320020507","2","59"
"-10","0","1","1.05","0","97","320020508","1","0"
"-10","0","1","1.05","0","98","320020509","1","-15"
"-45","0","1","0.43","0","99","320020510","1","-85"
"-45","0","2","0.43","0","100","320020510","2","85"
"11","0","1","0.7","502003102","101","320030106","1","43.5"
"67","0","2","0.65","502003103","102","320030106","2","13"
"49","0","3","0.65","0","103","320030106","3","-74"
"13","0","1","0.7","502003108","104","320030107","1","-49"
"62","0","2","0.85","502003109","105","320030107","3","-4"
"50","0","3","0.65","0","106","320030107","2","59"
"-10","0","1","1.05","0","107","320030108","1","0"
"-10","0","1","1.05","0","108","320030109","1","-15"
"-45","0","1","0.43","0","109","320030110","1","-85"
"-45","0","2","0.43","0","110","320030110","2","85"
"11","0","1","0.7","502003202","111","320030206","1","43.5"
"67","0","2","0.65","502003203","112","320030206","2","13"
"49","0","3","0.65","0","113","320030206","3","-74"
"13","0","1","0.7","502003208","114","320030207","1","-49"
"62","0","2","0.85","502003209","115","320030207","3","-4"
"50","0","3","0.65","0","116","320030207","2","59"
"-10","0","1","1.05","0","117","320030208","1","0"
"-10","0","1","1.05","0","118","320030209","1","-15"
"-45","0","1","0.43","0","119","320030210","1","-85"
"-45","0","2","0.43","0","120","320030210","2","85"
"11","0","1","0.7","502003302","121","320030306","1","43.5"
"67","0","2","0.65","502003303","122","320030306","2","13"
"49","0","3","0.65","0","123","320030306","3","-74"
"13","0","1","0.7","502003308","124","320030307","1","-49"
"62","0","2","0.85","502003309","125","320030307","3","-4"
"50","0","3","0.65","0","126","320030307","2","59"
"-10","0","1","1.05","0","127","320030308","1","0"
"-10","0","1","1.05","0","128","320030309","1","-15"
"-45","0","1","0.43","0","129","320030310","1","-85"
"-45","0","2","0.43","0","130","320030310","2","85"
"11","0","1","0.7","502003402","131","320030406","1","43.5"
"67","0","2","0.65","502003403","132","320030406","2","13"
"49","0","3","0.65","0","133","320030406","3","-74"
"13","0","1","0.7","502003408","134","320030407","1","-49"
"62","0","2","0.85","502003409","135","320030407","3","-4"
"50","0","3","0.65","0","136","320030407","2","59"
"-10","0","1","1.05","0","137","320030408","1","0"
"-10","0","1","1.05","0","138","320030409","1","-15"
"-45","0","1","0.43","0","139","320030410","1","-85"
"-45","0","2","0.43","0","140","320030410","2","85"
"11","0","1","0.7","502003502","141","320030506","1","43.5"
"67","0","2","0.65","502003503","142","320030506","2","13"
"49","0","3","0.65","0","143","320030506","3","-74"
"13","0","1","0.7","502003508","144","320030507","1","-49"
"62","0","2","0.85","502003509","145","320030507","3","-4"
"50","0","3","0.65","0","146","320030507","2","59"
"-10","0","1","1.05","0","147","320030508","1","0"
"-10","0","1","1.05","0","148","320030509","1","-15"
"-45","0","1","0.43","0","149","320030510","1","-85"
"-45","0","2","0.43","0","150","320030510","2","85"
"49","0","1","0.7","502004103","151","320040106","1","-74"
"67","0","2","0.85","502004104","152","320040106","3","13"
"11","0","3","0.65","0","153","320040106","2","43.5"
"50","0","1","0.7","502004107","154","320040107","1","59"
"62","0","2","0.85","502004109","155","320040107","3","-4"
"13","0","3","0.65","0","156","320040107","2","-49"
"-10","0","1","0.8","0","157","320040108","1","0"
"20","0","1","0.9","0","158","320040109","1","30"
"-25","0","1","1","0","159","320040110","1","20"
"49","0","1","0.7","502004203","160","320040206","1","-74"
"67","0","2","0.85","502004204","161","320040206","3","13"
"11","0","3","0.65","0","162","320040206","2","43.5"
"50","0","1","0.7","502004207","163","320040207","1","59"
"62","0","2","0.85","502004209","164","320040207","3","-4"
"13","0","3","0.65","0","165","320040207","2","-49"
"-10","0","1","0.8","0","166","320040208","1","0"
"20","0","1","0.9","0","167","320040209","1","30"
"-25","0","1","1","0","168","320040210","1","20"
"49","0","1","0.7","502004303","169","320040306","1","-74"
"67","0","2","0.85","502004304","170","320040306","3","13"
"11","0","3","0.65","0","171","320040306","2","43.5"
"50","0","1","0.7","502004307","172","320040307","1","59"
"62","0","2","0.85","502004309","173","320040307","3","-4"
"13","0","3","0.65","0","174","320040307","2","-49"
"-10","0","1","0.8","0","175","320040308","1","0"
"20","0","1","0.9","0","176","320040309","1","30"
"-25","0","1","1","0","177","320040310","1","20"
"49","0","1","0.7","502004403","178","320040406","1","-74"
"67","0","2","0.85","502004404","179","320040406","3","13"
"11","0","3","0.65","0","180","320040406","2","43.5"
"50","0","1","0.7","502004407","181","320040407","1","59"
"62","0","2","0.85","502004409","182","320040407","3","-4"
"13","0","3","0.65","0","183","320040407","2","-49"
"-10","0","1","0.8","0","184","320040408","1","0"
"20","0","1","0.9","0","185","320040409","1","30"
"-25","0","1","1","0","186","320040410","1","20"
"49","0","1","0.7","502004503","187","320040506","1","-74"
"67","0","2","0.85","502004504","188","320040506","3","13"
"11","0","3","0.65","0","189","320040506","2","43.5"
"50","0","1","0.7","502004507","190","320040507","1","59"
"62","0","2","0.85","502004509","191","320040507","3","-4"
"13","0","3","0.65","0","192","320040507","2","-49"
"-10","0","1","0.8","0","193","320040508","1","0"
"20","0","1","0.9","0","194","320040509","1","30"
"-25","0","1","1","0","195","320040510","1","20"
"40","0","1","0.7","502005101","196","320050106","2","-74"
"67","0","2","1","502005103","197","320050106","3","13"
"11","0","3","0.65","0","198","320050106","1","43.5"
"50","0","1","0.7","502005106","199","320050107","2","59"
"62","0","2","0.9","502005108","200","320050107","3","30"
"13","0","3","0.65","0","201","320050107","1","-49"
"10","0","1","0.75","0","202","320050108","1","5"
"10","0","1","0.75","0","203","320050109","1","-10"
"-25","0","1","1","0","204","320050110","1","20"
"40","0","1","0.7","502005201","205","320050206","2","-74"
"67","0","2","1","502005203","206","320050206","3","13"
"11","0","3","0.65","0","207","320050206","1","43.5"
"50","0","1","0.7","502005206","208","320050207","2","59"
"62","0","2","0.9","502005208","209","320050207","3","30"
"13","0","3","0.65","0","210","320050207","1","-49"
"10","0","1","0.75","0","211","320050208","1","5"
"10","0","1","0.75","0","212","320050209","1","-10"
"-25","0","1","1","0","213","320050210","1","20"
"40","0","1","0.7","502005301","214","320050306","2","-74"
"67","0","2","1","502005303","215","320050306","3","13"
"11","0","3","0.65","0","216","320050306","1","43.5"
"50","0","1","0.7","502005306","217","320050307","2","59"
"62","0","2","0.9","502005308","218","320050307","3","30"
"13","0","3","0.65","0","219","320050307","1","-49"
"10","0","1","0.75","0","220","320050308","1","5"
"10","0","1","0.75","0","221","320050309","1","-10"
"-25","0","1","1","0","222","320050310","1","20"
"40","0","1","0.7","502005401","223","320050406","2","-74"
"67","0","2","1","502005403","224","320050406","3","13"
"11","0","3","0.65","0","225","320050406","1","43.5"
"50","0","1","0.7","502005406","226","320050407","2","59"
"62","0","2","0.9","502005408","227","320050407","3","30"
"13","0","3","0.65","0","228","320050407","1","-49"
"10","0","1","0.75","0","229","320050408","1","5"
"10","0","1","0.75","0","230","320050409","1","-10"
"-25","0","1","1","0","231","320050410","1","20"
"40","0","1","0.7","502005501","232","320050506","2","-74"
"67","0","2","1","502005503","233","320050506","3","13"
"11","0","3","0.65","0","234","320050506","1","43.5"
"50","0","1","0.7","502005506","235","320050507","2","59"
"62","0","2","0.9","502005508","236","320050507","3","30"
"13","0","3","0.65","0","237","320050507","1","-49"
"10","0","1","0.75","0","238","320050508","1","5"
"10","0","1","0.75","0","239","320050509","1","-10"
"-25","0","1","1","0","240","320050510","1","20"
"40","0","1","0.7","502006101","241","320060106","2","-74"
"67","0","2","0.7","502006103","242","320060106","3","13"
"11","0","3","0.65","0","243","320060106","1","43.5"
"50","0","1","0.7","502006106","244","320060107","2","59"
"62","0","2","0.9","502006108","245","320060107","3","30"
"13","0","3","0.65","0","246","320060107","1","-49"
"10","0","1","1","0","247","320060108","1","5"
"10","0","1","1.2","0","248","320060109","1","-10"
"-25","0","1","1","0","249","320060110","1","20"
"40","0","1","0.7","502006201","250","320060206","2","-74"
"67","0","2","0.7","502006203","251","320060206","3","13"
"11","0","3","0.65","0","252","320060206","1","43.5"
"50","0","1","0.7","502006206","253","320060207","2","59"
"62","0","2","0.9","502006208","254","320060207","3","30"
"13","0","3","0.65","0","255","320060207","1","-49"
"10","0","1","1","0","256","320060208","1","5"
"10","0","1","1.2","0","257","320060209","1","-10"
"-25","0","1","1","0","258","320060210","1","20"
"40","0","1","0.7","502006301","259","320060306","2","-74"
"67","0","2","0.7","502006303","260","320060306","3","13"
"11","0","3","0.65","0","261","320060306","1","43.5"
"50","0","1","0.7","502006306","262","320060307","2","59"
"62","0","2","0.9","502006308","263","320060307","3","30"
"13","0","3","0.65","0","264","320060307","1","-49"
"10","0","1","1","0","265","320060308","1","5"
"10","0","1","1.2","0","266","320060309","1","-10"
"-25","0","1","1","0","267","320060310","1","20"
"40","0","1","0.7","502006401","268","320060406","2","-74"
"67","0","2","0.7","502006403","269","320060406","3","13"
"11","0","3","0.65","0","270","320060406","1","43.5"
"50","0","1","0.7","502006406","271","320060407","2","59"
"62","0","2","0.9","502006408","272","320060407","3","30"
"13","0","3","0.65","0","273","320060407","1","-49"
"10","0","1","1","0","274","320060408","1","5"
"10","0","1","1.2","0","275","320060409","1","-10"
"-25","0","1","1","0","276","320060410","1","20"
"40","0","1","0.7","502006501","277","320060506","2","-74"
"67","0","2","0.7","502006503","278","320060506","3","13"
"11","0","3","0.65","0","279","320060506","1","43.5"
"50","0","1","0.7","502006506","280","320060507","2","59"
"62","0","2","0.9","502006508","281","320060507","3","30"
"13","0","3","0.65","0","282","320060507","1","-49"
"10","0","1","1","0","283","320060508","1","5"
"10","0","1","1.2","0","284","320060509","1","-10"
"-25","0","1","1","0","285","320060510","1","20"
"40","0","1","0.7","502007101","286","320070106","2","-74"
"67","0","2","0.7","502007103","287","320070106","3","43"
"11","0","3","0.65","0","288","320070106","1","43.5"
"50","0","1","0.7","502007106","289","320070107","2","59"
"62","0","2","0.9","502007108","290","320070107","3","30"
"13","0","3","0.65","0","291","320070107","1","-49"
"20","0","1","0.9","0","292","320070108","1","5"
"20","0","1","0.9","0","293","320070109","1","0"
"-20","0","1","1","0","294","320070110","1","-20"
"40","0","1","0.7","502007201","295","320070206","2","-74"
"67","0","2","0.7","502007203","296","320070206","3","43"
"11","0","3","0.65","0","297","320070206","1","43.5"
"50","0","1","0.7","502007206","298","320070207","2","59"
"62","0","2","0.9","502007208","299","320070207","3","30"
"13","0","3","0.65","0","300","320070207","1","-49"
"20","0","1","0.9","0","301","320070208","1","5"
"20","0","1","0.9","0","302","320070209","1","0"
"-20","0","1","1","0","303","320070210","1","-20"
"40","0","1","0.7","502007301","304","320070306","2","-74"
"67","0","2","0.7","502007303","305","320070306","3","43"
"11","0","3","0.65","0","306","320070306","1","43.5"
"50","0","1","0.7","502007306","307","320070307","2","59"
"62","0","2","0.9","502007308","308","320070307","3","30"
"13","0","3","0.65","0","309","320070307","1","-49"
"20","0","1","0.9","0","310","320070308","1","5"
"20","0","1","0.9","0","311","320070309","1","0"
"-20","0","1","1","0","312","320070310","1","-20"
"40","0","1","0.7","502007401","313","320070406","2","-74"
"67","0","2","0.7","502007403","314","320070406","3","43"
"11","0","3","0.65","0","315","320070406","1","43.5"
"50","0","1","0.7","502007406","316","320070407","2","59"
"62","0","2","0.9","502007408","317","320070407","3","30"
"13","0","3","0.65","0","318","320070407","1","-49"
"20","0","1","0.9","0","319","320070408","1","5"
"20","0","1","0.9","0","320","320070409","1","0"
"-20","0","1","1","0","321","320070410","1","-20"
"40","0","1","0.7","502007501","322","320070506","2","-74"
"67","0","2","0.7","502007503","323","320070506","3","43"
"11","0","3","0.65","0","324","320070506","1","43.5"
"50","0","1","0.7","502007506","325","320070507","2","59"
"62","0","2","0.9","502007508","326","320070507","3","30"
"13","0","3","0.65","0","327","320070507","1","-49"
"20","0","1","0.9","0","328","320070508","1","5"
"20","0","1","0.9","0","329","320070509","1","0"
"-20","0","1","1","0","330","320070510","1","-20"
"40","0","1","0.7","502008101","331","320080106","2","-74"
"67","0","2","0.9","502008103","332","320080106","3","43"
"11","0","3","0.65","0","333","320080106","1","43.5"
"50","0","1","0.7","502008106","334","320080107","2","59"
"62","0","2","0.9","502008108","335","320080107","3","30"
"13","0","3","0.65","0","336","320080107","1","-49"
"20","0","1","0.8","0","337","320080108","1","5"
"20","0","1","1.1","0","338","320080109","1","0"
"-20","0","1","1","0","339","320080110","1","-20"
"40","0","1","0.7","502008201","340","320080206","2","-74"
"67","0","2","0.9","502008203","341","320080206","3","43"
"11","0","3","0.65","0","342","320080206","1","43.5"
"50","0","1","0.7","502008206","343","320080207","2","59"
"62","0","2","0.9","502008208","344","320080207","3","30"
"13","0","3","0.65","0","345","320080207","1","-49"
"20","0","1","0.8","0","346","320080208","1","5"
"20","0","1","1.1","0","347","320080209","1","0"
"-20","0","1","1","0","348","320080210","1","-20"
"40","0","1","0.7","502008301","349","320080306","2","-74"
"67","0","2","0.9","502008303","350","320080306","3","43"
"11","0","3","0.65","0","351","320080306","1","43.5"
"50","0","1","0.7","502008306","352","320080307","2","59"
"62","0","2","0.9","502008308","353","320080307","3","30"
"13","0","3","0.65","0","354","320080307","1","-49"
"20","0","1","0.8","0","355","320080308","1","5"
"20","0","1","1.1","0","356","320080309","1","0"
"-20","0","1","1","0","357","320080310","1","-20"
"40","0","1","0.7","502008401","358","320080406","2","-74"
"67","0","2","0.9","502008403","359","320080406","3","43"
"11","0","3","0.65","0","360","320080406","1","43.5"
"50","0","1","0.7","502008406","361","320080407","2","59"
"62","0","2","0.9","502008408","362","320080407","3","30"
"13","0","3","0.65","0","363","320080407","1","-49"
"20","0","1","0.8","0","364","320080408","1","5"
"20","0","1","1.1","0","365","320080409","1","0"
"-20","0","1","1","0","366","320080410","1","-20"
"40","0","1","0.7","502008501","367","320080506","2","-74"
"67","0","2","0.9","502008503","368","320080506","3","43"
"11","0","3","0.65","0","369","320080506","1","43.5"
"50","0","1","0.7","502008506","370","320080507","2","59"
"62","0","2","0.9","502008508","371","320080507","3","30"
"13","0","3","0.65","0","372","320080507","1","-49"
"20","0","1","0.8","0","373","320080508","1","5"
"20","0","1","1.1","0","374","320080509","1","0"
"-20","0","1","1","0","375","320080510","1","-20"
"40","0","1","0.7","502009101","376","320090106","2","-74"
"67","0","2","1","502009103","377","320090106","3","13"
"11","0","3","0.65","0","378","320090106","1","43.5"
"50","0","1","0.7","502009106","379","320090107","2","-68"
"62","0","2","0.9","502009108","380","320090107","3","30"
"13","0","3","0.65","0","381","320090107","1","29"
"10","0","1","0.75","0","382","320090108","1","5"
"10","0","1","1","0","383","320090109","1","0"
"-20","0","1","1","0","384","320090110","1","-20"
"40","0","1","0.7","502009201","385","320090206","2","-74"
"67","0","2","1","502009203","386","320090206","3","13"
"11","0","3","0.65","0","387","320090206","1","43.5"
"50","0","1","0.7","502009206","388","320090207","2","-68"
"62","0","2","0.9","502009208","389","320090207","3","30"
"13","0","3","0.65","0","390","320090207","1","29"
"10","0","1","0.75","0","391","320090208","1","5"
"10","0","1","1","0","392","320090209","1","0"
"-20","0","1","1","0","393","320090210","1","-20"
"40","0","1","0.7","502009301","394","320090306","2","-74"
"67","0","2","1","502009303","395","320090306","3","13"
"11","0","3","0.65","0","396","320090306","1","43.5"
"50","0","1","0.7","502009306","397","320090307","2","-68"
"62","0","2","0.9","502009308","398","320090307","3","30"
"13","0","3","0.65","0","399","320090307","1","29"
"10","0","1","0.75","0","400","320090308","1","5"
"10","0","1","1","0","401","320090309","1","0"
"-20","0","1","1","0","402","320090310","1","-20"
"40","0","1","0.7","502009401","403","320090406","2","-74"
"67","0","2","1","502009403","404","320090406","3","13"
"11","0","3","0.65","0","405","320090406","1","43.5"
"50","0","1","0.7","502009406","406","320090407","2","-68"
"62","0","2","0.9","502009408","407","320090407","3","30"
"13","0","3","0.65","0","408","320090407","1","29"
"10","0","1","0.75","0","409","320090408","1","5"
"10","0","1","1","0","410","320090409","1","0"
"-20","0","1","1","0","411","320090410","1","-20"
"40","0","1","0.7","502009501","412","320090506","2","-74"
"67","0","2","1","502009503","413","320090506","3","13"
"11","0","3","0.65","0","414","320090506","1","43.5"
"50","0","1","0.7","502009506","415","320090507","2","-68"
"62","0","2","0.9","502009508","416","320090507","3","30"
"13","0","3","0.65","0","417","320090507","1","29"
"10","0","1","0.75","0","418","320090508","1","5"
"10","0","1","1","0","419","320090509","1","0"
"-20","0","1","1","0","420","320090510","1","-20"
"40","0","1","0.7","502010101","421","320100106","2","-74"
"67","0","2","1","502010103","422","320100106","3","13"
"11","0","3","0.65","0","423","320100106","1","43.5"
"50","0","1","0.7","502010106","424","320100107","2","-68"
"62","0","2","0.9","502010108","425","320100107","3","30"
"13","0","3","0.65","0","426","320100107","1","29"
"60","0","1","0.9","0","427","320100108","1","40"
"10","0","1","1","0","428","320100109","1","0"
"-35","0","1","1","0","429","320100110","1","-20"
"40","0","1","0.7","502010201","430","320100206","2","-74"
"67","0","2","1","502010203","431","320100206","3","13"
"11","0","3","0.65","0","432","320100206","1","43.5"
"50","0","1","0.7","502010206","433","320100207","2","-68"
"62","0","2","0.9","502010208","434","320100207","3","30"
"13","0","3","0.65","0","435","320100207","1","29"
"60","0","1","0.9","0","436","320100208","1","40"
"10","0","1","1","0","437","320100209","1","0"
"-35","0","1","1","0","438","320100210","1","-20"
"40","0","1","0.7","502010301","439","320100306","2","-74"
"67","0","2","1","502010303","440","320100306","3","13"
"11","0","3","0.65","0","441","320100306","1","43.5"
"50","0","1","0.7","502010306","442","320100307","2","-68"
"62","0","2","0.9","502010308","443","320100307","3","30"
"13","0","3","0.65","0","444","320100307","1","29"
"60","0","1","0.9","0","445","320100308","1","40"
"10","0","1","1","0","446","320100309","1","0"
"-35","0","1","1","0","447","320100310","1","-20"
"40","0","1","0.7","502010401","448","320100406","2","-74"
"67","0","2","1","502010403","449","320100406","3","13"
"11","0","3","0.65","0","450","320100406","1","43.5"
"50","0","1","0.7","502010406","451","320100407","2","-68"
"62","0","2","0.9","502010408","452","320100407","3","30"
"13","0","3","0.65","0","453","320100407","1","29"
"60","0","1","0.9","0","454","320100408","1","40"
"10","0","1","1","0","455","320100409","1","0"
"-35","0","1","1","0","456","320100410","1","-20"
"40","0","1","0.7","502010501","457","320100506","2","-74"
"67","0","2","1","502010503","458","320100506","3","13"
"11","0","3","0.65","0","459","320100506","1","43.5"
"50","0","1","0.7","502010506","460","320100507","2","-68"
"62","0","2","0.9","502010508","461","320100507","3","30"
"13","0","3","0.65","0","462","320100507","1","29"
"60","0","1","0.9","0","463","320100508","1","40"
"10","0","1","1","0","464","320100509","1","0"
"-35","0","1","1","0","465","320100510","1","-20"
"40","0","1","0.7","502011101","466","320110106","2","-74"
"67","0","2","1","502011103","467","320110106","3","13"
"11","0","3","0.65","0","468","320110106","1","43.5"
"50","0","1","0.7","502011106","469","320110107","2","-98"
"72","0","2","1.1","502011108","470","320110107","3","0"
"13","0","3","0.65","0","471","320110107","1","49"
"30","0","1","0.75","0","472","320110108","1","-40"
"50","0","1","1.2","0","473","320110109","1","20"
"-35","0","1","1.1","0","474","320110110","1","-20"
"40","0","1","0.7","502011201","475","320110206","2","-74"
"67","0","2","1","502011203","476","320110206","3","13"
"11","0","3","0.65","0","477","320110206","1","43.5"
"50","0","1","0.7","502011206","478","320110207","2","-98"
"72","0","2","1.1","502011208","479","320110207","3","0"
"13","0","3","0.65","0","480","320110207","1","49"
"30","0","1","0.75","0","481","320110208","1","-40"
"50","0","1","1.2","0","482","320110209","1","20"
"-35","0","1","1.1","0","483","320110210","1","-20"
"40","0","1","0.7","502011301","484","320110306","2","-74"
"67","0","2","1","502011303","485","320110306","3","13"
"11","0","3","0.65","0","486","320110306","1","43.5"
"50","0","1","0.7","502011306","487","320110307","2","-98"
"72","0","2","1.1","502011308","488","320110307","3","0"
"13","0","3","0.65","0","489","320110307","1","49"
"30","0","1","0.75","0","490","320110308","1","-40"
"50","0","1","1.2","0","491","320110309","1","20"
"-35","0","1","1.1","0","492","320110310","1","-20"
"40","0","1","0.7","502011401","493","320110406","2","-74"
"67","0","2","1","502011403","494","320110406","3","13"
"11","0","3","0.65","0","495","320110406","1","43.5"
"50","0","1","0.7","502011406","496","320110407","2","-98"
"72","0","2","1.1","502011408","497","320110407","3","0"
"13","0","3","0.65","0","498","320110407","1","49"
"30","0","1","0.75","0","499","320110408","1","-40"
"50","0","1","1.2","0","500","320110409","1","20"
"-35","0","1","1.1","0","501","320110410","1","-20"
"40","0","1","0.7","502011501","502","320110506","2","-74"
"67","0","2","1","502011503","503","320110506","3","13"
"11","0","3","0.65","0","504","320110506","1","43.5"
"50","0","1","0.7","502011506","505","320110507","2","-98"
"72","0","2","1.1","502011508","506","320110507","3","0"
"13","0","3","0.65","0","507","320110507","1","49"
"30","0","1","0.75","0","508","320110508","1","-40"
"50","0","1","1.2","0","509","320110509","1","20"
"-35","0","1","1.1","0","510","320110510","1","-20"
"40","0","1","0.7","502012101","511","320120106","2","-74"
"67","0","2","1","502012103","512","320120106","3","10"
"11","0","3","0.65","0","513","320120106","1","43.5"
"50","0","1","0.7","502012106","514","320120107","2","-98"
"72","0","2","1","502012108","515","320120107","3","0"
"13","0","3","0.65","0","516","320120107","1","49"
"30","0","1","1.2","0","517","320120108","1","10"
"40","0","1","0.9","0","518","320120109","1","40"
"-35","0","1","1.1","0","519","320120110","1","-20"
"40","0","1","0.7","502012201","520","320120206","2","-74"
