64f6785525a4e2a4551dcbc55aa059d4996a0e96ef96155200a111aa01cc6087,d5425c861da99c864fe5e210afea305cd799b49f75d7878d4abc3134429b64db,485c3c2cf8df4a8828e2992ffe5fc0fda6b369b9589593b19c2dd904562a4288,df6e25130a44e7c619cc5d221b6881a9be68b3dcfcddd8b998d5c07c4b61b9a0,40fe75212240b573a1639205371cb4b16a1ed1f81cc66e4ca8ab2c9fac39f813,8119d69e4ef9f1916aaddc72394c5aeff7bf2bea249a8282a41b94bb26300a01,db52507fe442045708c6e03ef91ef5b1dc4d5927a80a0358e0cfc1f1928c772d,e4490547d895f023c52f3699a61771a8e9085cc981c723ff765a416c7da181ec
"5076","1","1","1007601","bgm_M520","5076000","0",""
"5078","1","1","1007801","bgm_M527","5078000","0",""
"5080","1","1","1008001","bgm_M536","5080000","0",""
"5082","1","1","1008201","bgm_M543","5082000","0",""
"5084","1","1","1008401","bgm_M552","5084000","0",""
"5088","1","1","1008801","bgm_M565","5088000","0",""
"5090","1","1","1009001","bgm_M574","5090000","0",""
"5092","1","1","1009201","bgm_M582","5092000","0",""
"5094","1","1","1009401","bgm_M595","5094000","0",""
"5096","1","1","1009601","bgm_M601","5096000","0",""
"5098","1","1","1009801","bgm_M608","5098000","0",""
"5100","1","1","1010001","bgm_M618","5100000","0",""
"5102","1","1","1010201","bgm_M623","5102000","0",""
"5104","1","1","1010401","bgm_M630","5104000","0",""
"5106","1","1","1010601","bgm_M638","5106000","0",""
"5108","1","1","1010801","bgm_M647","5108000","0",""
"5110","1","1","1011001","bgm_M659","5110000","0",""
"5114","1","1","1011401","bgm_M668","5114000","0",""
"5116","1","1","1011601","bgm_MC017","5116000","0",""
"5118","1","1","1011801","bgm_MC026","5118000","0",""
"5120","1","1","1012001","bgm_MC036","5120000","0",""
"5122","1","1","1012201","bgm_MC046","5122000","0",""
"5124","1","1","1012401","bgm_MC056","5124000","0",""
"5126","1","1","1012601","bgm_MC063","5126000","0",""
"5128","1","1","1012801","bgm_MC075","5128000","0",""
"5130","1","1","1013001","bgm_MC082","5130000","0",""
"5132","1","1","1013201","bgm_MC091","5132000","0",""
"5134","1","1","1013401","bgm_MC099","5134000","0",""
"5136","1","1","1013601","bgm_MC110","5136000","0",""
"5140","1","1","1014001","bgm_MC124","5140000","0",""
"5142","1","1","1014201","bgm_MC136","5142000","0",""
"5144","1","1","1014401","bgm_MC143","5144000","0",""
"5146","1","1","1014601","bgm_MC147","5146000","0",""
"5148","1","1","1014801","bgm_MC156","5148000","0",""
"5150","1","1","1015001","bgm_MC162","5150000","0",""
"5152","1","1","1015201","bgm_MC172_TitleCall","5152000","0",""
"5154","1","1","1015401","bgm_MC186","5154000","0",""
"5156","1","1","1015601","bgm_MC194","5156000","0",""
"5158","1","1","1015801","bgm_MC213","5158000","0",""
"5160","1","1","1016001","bgm_MC215B","5160000","0",""
"1801","1","1","180100301","","1801003","1",""
"1802","1","1","180200301","","1802003","1",""
"1803","1","1","180300301","","1803003","1",""
"1804","1","1","180400301","","1804003","1",""
"1805","1","1","180500301","","1805003","0",""
"1806","1","1","180600301","","1806003","1",""
"1812","1","1","181200301","","1812003","1",""
"2000","0","1","200000101","","2000001","0","amb_adv_mystery_01"
"2000","0","1","200000102","bgm_M38","2000001","0",""
"2000","0","1","200000103","bgm_M38","2000001","0",""
"2000","1","1","200000201","","2000002","1",""
"2000","1","1","200000280","","2000002","1",""
"2001","1","1","200100101","bgm_M12_emt01_001","2001001","1",""
"2001","1","1","200100201","","2001002","1",""
"2001","1","1","200100301","bgm_M13","2001003","1",""
"2001","1","1","200100401","bgm_M43","2001004","1",""
"2001","1","1","200100501","","2001005","1",""
"2001","1","1","200100580","","2001005","1",""
"2001","1","1","200100581","","2001005","0",""
"2002","1","1","200200101","","2002001","1","amb_adv_room_noise_01"
"2002","1","1","200200201","bgm_M23_emt02_002","2002002","1",""
"2002","1","1","200200301","bgm_M23_emt02_003","2002003","1","amb_adv_wind_01"
"2002","1","1","200200401","bgm_M22_emt02_004","2002004","1",""
"2002","1","1","200200501","bgm_M23_emt02_005","2002005","1",""
"2002","1","1","200200580","","2002005","1",""
"2002","1","1","200200581","","2002005","0",""
"2003","1","1","200300101","bgm_M35_emt03_001","2003001","1",""
"2003","1","1","200300201","bgm_M19","2003002","1","amb_adv_room_noise_night_01"
"2003","1","1","200300401","","2003004","1",""
"2003","1","1","200300501","","2003005","1","amb_adv_outdoors_night_02"
"2003","1","1","200300580","","2003005","1",""
"2003","1","1","200300581","","2003005","0",""
"2004","1","1","200400201","bgm_M17_emt04_002","2004002","1",""
"2004","1","1","200400301","bgm_M17_emt04_003","2004003","1","amb_adv_outdoors_day_01"
"2004","1","1","200400401","bgm_M63_emt04_004","2004004","1",""
"2004","1","1","200400501","bgm_M24_emt04_005","2004005","1",""
"2004","1","1","200400580","","2004005","1",""
"2004","1","1","200400581","","2004005","0",""
"2005","1","1","200500301","bgm_M50","2005003","1","amb_adv_prison_01"
"2005","1","1","200500401","bgm_M49_emt05_004","2005004","1","amb_adv_between_the_kings_01"
"2005","1","1","200500501","","2005005","1",""
"2005","1","1","200500601","bgm_M34_emt05_006","2005006","1","amb_adv_wind_04"
"2005","1","1","200500602","bgm_M49_emt05_006","2005006","1","amb_adv_wind_04"
"2005","1","1","200500603","","2005006","1",""
"2005","1","1","200500680","","2005006","1",""
"2005","1","1","200500681","","2005006","0",""
"2006","1","1","200600201","bgm_M105_emt06_002","2006002","1",""
"2006","1","1","200600202","","2006002","1","amb_adv_room_noise_night_01"
"2006","1","1","200600601","bgm_M55_emt06_006","2006006","1","amb_adv_outdoors_day_01"
"2006","1","1","200601301","bgm_M24_emt06_013","2006013","1","amb_adv_prison_01"
"2006","1","1","200601380","","2006013","1",""
"2006","1","1","200601381","","2006013","0",""
"2007","1","1","200700101","bgm_M34_emt07_001","2007001","1","amb_adv_forest_01"
"2007","1","1","200700401","bgm_M34_emt07_004","2007004","1","amb_adv_town_day_01"
"2007","1","1","200701001","","2007010","1",""
"2007","1","1","200701002","bgm_M93_emt07_010","2007010","1",""
"2007","1","1","200701101","bgm_M57_emt07_011","2007011","1",""
"2007","1","1","200701201","","2007012","1",""
"2007","1","1","200701380","","2007013","1",""
"2007","1","1","200701381","","2007013","0",""
"2008","1","1","200800101","bgm_M05_emt08_001","2008001","1",""
"2008","1","1","200800601","bgm_M15_emt08_006","2008006","1","amb_adv_room_noise_01"
"2008","1","1","200800701","","2008007","1",""
"2008","1","1","200801201","","2008012","1",""
"2008","1","1","200801502","","2008015","1",""
"2008","1","1","200801580","","2008015","1",""
"2008","1","1","200801581","","2008015","0",""
"2009","1","1","200900201","","2009002","1",""
"2009","1","1","200900501","bgm_M177_emt09_005","2009005","1",""
"2009","1","1","200900901","","2009009","1",""
"2009","1","1","200901101","bgm_M60_emt09_011","2009011","1",""
"2009","1","1","200901380","","2009013","1",""
"2009","1","1","200901381","","2009013","0",""
"2009","1","1","200909901","bgm_M188_emt10_00","2009099","1",""
"2010","1","1","201000101","bgm_M201_emt10_001","2010001","1",""
"2010","1","1","201000401","bgm_M204_emt10_004","2010004","1",""
"2010","1","1","201000601","","2010006","1",""
"2010","1","1","201000801","","2010008","1",""
"2010","1","1","201000880","","2010008","1",""
"2010","1","1","201000881","","2010008","0",""
"2011","1","1","201100101","bgm_M211_emt11_001","2011001","1",""
"2011","1","1","201100301","bgm_M234_emt11_003","2011003","1",""
"2011","1","1","201100701","bgm_M95_emt11_007","2011007","1",""
"2011","1","1","201100801","","2011008","1",""
"2011","1","1","201100880","","2011008","1",""
"2011","1","1","201100881","","2011008","0",""
"2012","1","1","201200301","bgm_M131_emt12_003","2012003","1",""
"2012","1","1","201200701","bgm_M109_emt12_007","2012007","1",""
"2012","1","1","201201001","bgm_M241_emt12_010","2012010","1",""
"2012","1","1","201201501","bgm_M242_emt12_015","2012015","0",""
"2012","1","1","201201580","","2012015","1",""
"2012","1","1","201201581","","2012015","0",""
"2013","1","1","201300401","bgm_M177_emt13_004","2013004","1",""
"2013","1","1","201301001","bgm_M209_NoChorus_emt13_010","2013010","1",""
"2013","1","1","201301501","bgm_M55_emt13_015","2013015","1",""
"2013","1","1","201301680","","2013016","1",""
"2013","1","1","201301681","","2013016","0",""
"2014","1","1","201400101","","2014001","1",""
"2014","1","1","201400401","","2014004","1",""
"2014","1","1","201400801","bgm_M231_emt14_008","2014008","1",""
"2014","1","1","201400901","","2014009","1",""
"2014","1","1","201400980","","2014009","1",""
"2014","1","1","201400981","","2014009","0",""
"2015","1","1","201500301","","2015003","1",""
"2015","1","1","201500501","bgm_M307_emt015_005","2015005","1",""
"2015","1","1","201500502","","2015005","1",""
"2015","1","1","201500601","bgm_M300_emt015_006","2015006","1",""
"2015","1","1","201500980","","2015009","1",""
"2015","1","1","201500981","","2015009","0",""
"2101","1","1","210100101","","2101001","1",""
"2101","1","0.6","210100102","","2101001","1",""
"2101","1","1","210100301","","2101003","0",""
"2101","1","1","210101301","","2101013","1",""
"2101","1","1","210101401","","2101014","1",""
"2101","1","0.6","210101480","","2101014","1",""
"2101","1","1","210101481","","2101014","0",""
"2102","1","1","210200101","bgm_M12_pt02_emt02_001","2102001","1",""
"2102","1","1","210200501","","2102005","1",""
"2102","1","1","210201001","","2102010","1",""
"2102","1","1","210201101","","2102011","1",""
"2102","1","0.3","210201180","","2102011","1",""
"2102","1","1","210201181","","2102011","0",""
"2103","1","1","210300101","","2103001","1",""
"2103","1","1","210301201","","2103012","1",""
"2103","1","1","210301301","","2103013","1",""
"2103","1","1","210301501","bgm_M409_pt02_emt03_015","2103015","1",""
"2103","1","1","210301701","","2103017","1",""
"2103","1","0.3","210301880","","2103018","1",""
"2103","1","1","210301881","","2103018","0",""
"2104","1","1","210400201","bgm_M321_pt02_emt04_002","2104002","1",""
"2104","1","1","210400401","","2104004","1",""
"2104","1","1","210400801","","2104008","1",""
"2104","1","0.3","210401080","","2104010","1",""
"2104","1","1","210401081","","2104010","0",""
"2104","1","1","210409801","bgm_M109_pt02_emt04_011","2104098","1",""
"2105","1","1","210500101","","2105001","1",""
"2105","1","1","210500201","","2105002","1",""
"2105","1","1","210500401","bgm_M431_pt02_emt05_004","2105004","1",""
"2105","1","1","210500801","","2105008","1",""
"2105","1","1","210500901","","2105009","1",""
"2105","1","1","210501001","","2105010","1",""
"2105","1","0.3","210501080","","2105010","1",""
"2105","1","1","210501081","","2105010","0",""
"2106","1","1","210600101","bgm_M321_pt02_emt06_001","2106001","1",""
"2106","1","1","210600401","","2106004","1",""
"2106","1","1","210600601","","2106006","1",""
"2106","1","1","210600801","","2106008","1",""
"2106","1","0.3","210601080","","2106010","1",""
"2106","1","1","210601081","","2106010","0",""
"2107","1","1","210700101","bgm_M23_pt02_emt07_001","2107001","1",""
"2107","1","1","210700501","","2107005","1",""
"2107","1","1","210700901","","2107009","1",""
"2107","1","0.3","210701080","","2107010","1",""
"2107","1","1","210701081","","2107010","0",""
"2107","1","1","210709901","","2107099","1",""
"2107","1","1","210709902","bgm_M473_pt02_emt07_011","2107099","1",""
"2108","1","1","210800401","","2108004","1",""
"2108","1","1","210800501","bgm_M482_pt02_emt08_005","2108005","1",""
"2108","1","1","210800701","","2108007","1",""
"2108","1","1","210800901","","2108009","1",""
"2108","1","0.3","210801080","","2108010","1",""
"2108","1","1","210801081","","2108010","0",""
"2109","1","1","210900201","","2109002","1",""
"2109","1","1","210900401","","2109004","1",""
"2109","1","1","210900701","","2109007","1",""
"2109","1","1","210900801","bgm_M94_pt02_emt09_007","2109008","1",""
"2109","1","1","210900802","","2109008","1",""
"2109","1","1","210900901","","2109009","1",""
"2109","1","1","210901201","bgm_M514_pt02_emt08_011","2109012","1",""
"2109","1","1","210901202","","2109012","1",""
"2109","1","0.3","210901280","","2109012","1",""
"2109","1","1","210901281","","2109012","0",""
"2110","1","1","211000101","bgm_M106_pt02_emt10_001","2110001","1",""
"2110","1","1","211000501","","2110005","1",""
"2110","1","1","211001001","","2110010","1",""
"2110","1","1","211001002","","2110010","1",""
"2110","1","0.3","211001080","","2110010","1",""
"2110","1","1","211001081","","2110010","0",""
"2111","1","1","211100101","","2111001","1",""
"2111","1","1","211100102","","2111001","1",""
"2111","1","1","211100301","","2111003","1",""
"2111","1","1","211100701","","2111007","1",""
"2111","1","1","211100901","","2111009","1",""
"2111","1","0.3","211101080","","2111010","1",""
"2111","1","1","211101081","","2111010","0",""
"2112","1","1","211200101","","2112001","1",""
"2112","1","1","211200501","","2112005","1",""
"2112","1","1","211200701","","2112007","1",""
"2112","1","1","211200801","","2112008","1",""
"2112","1","0.3","211201080","","2112010","1",""
"2112","1","1","211201081","","2112010","0",""
"2113","1","1","211300201","","2113002","1",""
"2113","1","1","211300301","","2113003","1",""
"2113","1","1","211300701","","2113007","1",""
"2113","1","1","211300801","","2113008","1",""
"2113","1","0.3","211301080","","2113010","1",""
"2113","1","1","211301081","","2113010","0",""
"2114","1","1","211400501","","2114005","1",""
"2114","1","1","211400502","","2114005","1",""
"2114","1","1","211400601","","2114006","1",""
"2114","1","0.3","211401080","","2114010","1",""
"2114","1","1","211401081","","2114010","0",""
"2114","1","1","211409901","","2114099","1",""
"2114","1","1","211409981","","2114099","0",""
"2115","1","1","211500201","bgm_M626_emt2115_002","2115002","1",""
"2115","1","1","211500501","","2115005","1",""
"2115","1","1","211500801","","2115008","1",""
"2115","1","1","211501001","","2115010","1",""
"2115","1","0.3","211501080","","2115010","1",""
"2115","1","1","211501081","","2115010","0",""
"2116","1","1","211600201","","2116002","1",""
"2116","1","1","211600401","","2116004","1",""
"2116","1","1","211600501","","2116005","1",""
"2116","1","1","211600701","","2116007","1",""
"2116","1","1","211600801","","2116008","1",""
"2116","1","1","211600802","","2116008","1",""
"2116","1","1","211600901","","2116009","1",""
"2116","1","1","211601101","","2116011","1",""
"2116","1","1","211601180","","2116011","1",""
"2116","1","1","211609981","","2116099","0",""
"2201","1","1","220100401","","2201004","1",""
"2201","1","1","220100502","","2201005","1",""
"2201","1","1","220100503","","2201005","1",""
"2201","1","1","220100504","","2201005","1",""
"2201","1","1","220100601","","2201006","1",""
"2201","1","1","220100701","","2201007","1",""
"2201","1","0.3","220100880","","2201008","1",""
"2201","1","1","220100881","","2201008","0",""
"2202","1","1","220200101","bgm_MC032_emt0302_001","2202001","1",""
"2202","1","1","220200201","bgm_MC033_emt0302_002","2202002","1",""
"2202","1","1","220200401","","2202004","1",""
"2202","1","1","220200601","","2202006","1",""
"2202","1","0.3","220200680","","2202006","1",""
"2202","1","1","220200681","","2202006","0",""
"2203","1","1","220300101","","2203001","1",""
"2203","1","1","220300201","bgm_MC050_emt2203_002","2203002","1",""
"2203","1","1","220300301","","2203003","1",""
"2203","1","1","220300501","","2203005","1",""
"2203","1","1","220300601","","2203006","1",""
"2203","1","1","220300602","bgm_MC059_emt2203_006","2203006","1",""
"2203","1","0.3","220300680","","2203006","1",""
"2203","1","1","220300681","","2203006","0",""
"2204","1","1","220400101","","2204001","1",""
"2204","1","1","220400201","bgm_MC069B_emt2204_002","2204002","1",""
"2204","1","1","220400401","","2204004","1",""
"2204","1","1","220400601","","2204006","1",""
"2204","1","0.3","220400680","","2204006","1",""
"2204","1","1","220409981","","2204099","0",""
"2205","1","1","220500101","","2205001","1",""
"2205","1","1","220500102","","2205001","1",""
"2205","1","1","220500103","","2205001","1",""
"2205","1","1","220500201","","2205002","1",""
"2205","1","1","220500501","","2205005","1",""
"2205","1","1","220500601","","2205006","1",""
"2205","1","1","220500602","","2205006","1",""
"2205","1","1","220500680","","2205006","1",""
"2205","1","1","220500681","","2205006","0",""
"2206","1","1","220600101","","2206001","1",""
"2206","1","1","220600301","","2206003","1",""
"2206","1","1","220600401","","2206004","1",""
"2206","1","1","220600501","","2206005","1",""
"2206","1","1","220600502","","2206005","1",""
"2206","1","1","220600680","","2206006","1",""
"2206","1","1","220600681","","2206006","0",""
"2207","1","1","220700101","","2207001","1",""
"2207","1","1","220700301","","2207003","1",""
"2207","1","1","220700401","bgm_MC088B_emt2207_004","2207004","1",""
"2207","1","1","220700402","","2207004","1",""
"2207","1","1","220700501","bgm_M385_emt2207_005","2207005","1",""
"2207","1","1","220700601","","2207006","1",""
"2207","1","1","220700680","","2207006","1",""
"2207","1","1","220700681","","2207006","0",""
"2208","1","1","220800101","","2208001","1",""
"2208","1","1","220800102","","2208001","1",""
"2208","1","1","220800301","","2208003","1",""
"2208","1","1","220800401","","2208004","1",""
"2208","1","1","220800402","","2208004","1",""
"2208","1","1","220800601","bgm_MC176A_emt2208_006","2208006","1",""
"2208","1","1","220800680","","2208006","1",""
"2208","1","1","220800681","","2208006","0",""
"2209","1","1","220900201","","2209002","1",""
"2209","1","1","220900301","bgm_MC177_emt2209_003","2209003","1",""
"2209","1","1","220900601","bgm_MC181B_emt220902_008","2209007","1",""
"2209","1","1","220900602","bgm_AN02_emt220902_009","2209007","1",""
"2209","1","1","220900701","bgm_MC200_emt2209_007","2209007","1",""
"2209","1","1","220900702","","2209007","1",""
"2209","1","1","220900901","","2209009","1",""
"2209","1","1","220900980","","2209009","1",""
"2209","1","1","220909981","","2209099","0",""
"2210","1","1","221000101","","2210001","1",""
"2210","1","1","221000201","","2210002","1",""
"2210","1","1","221000501","","2210005","1",""
"2210","1","1","221000601","bgm_MC204B_emt2210_006","2210006","1",""
"2210","1","1","221000680","","2210006","1",""
"2210","1","1","221000681","","2210006","0",""
"2211","1","1","221100101","","2211001","1",""
"2211","1","1","221100102","","2211001","1",""
"2211","1","1","221100301","","2211003","1",""
"2211","1","1","221100501","","2211005","1",""
"2211","1","1","221100601","","2211006","1",""
"2211","1","1","221100680","","2211006","1",""
"2211","1","1","221109981","","2211006","0",""
"2212","1","1","221200101","","2212001","1",""
"2212","1","1","221200102","","2212001","1",""
"2212","1","1","221200201","","2212002","1",""
"2212","1","1","221200301","","2212003","1",""
"2212","1","1","221200302","","2212003","1",""
"3010","1","1","301000301","","3010003","1",""
"5001","1","1","500100701","","5001007","1",""
"5002","1","1","500200701","","5002007","1",""
"5003","1","1","500300701","","5003007","1",""
"5004","1","1","500400601","","5004006","1",""
"5004","1","1","500400701","","5004007","1",""
"5005","1","1","500500301","","5005003","1",""
"5005","1","1","500500701","","5005007","1",""
"5006","1","1","500600601","","5006006","1",""
"5006","1","1","500600701","","5006007","0",""
"5007","1","1","500700601","","5007006","0",""
"5007","1","1","500700701","","5007007","1",""
"5008","1","1","500800601","","5008006","1",""
"5008","1","1","500800701","","5008007","1",""
"5009","1","1","500900601","","5009006","1",""
"5009","1","1","500900701","","5009007","1",""
"5010","1","1","501000601","","5010006","1",""
"5010","1","1","501000702","","5010007","1",""
"5010","1","1","501050101","","5010501","0",""
"5011","1","1","501100601","bgm_M192_emt5011_005","5011006","1",""
"5011","1","1","501100701","","5011007","1",""
"5012","1","1","501200601","bgm_M209_emt5012_006","5012006","1",""
"5012","1","1","501200701","","5012007","1",""
"5013","1","1","501300601","bgm_M218_emt5013_006","5013006","1",""
"5013","1","1","501300701","","5013007","1",""
"5015","1","1","501500601","","5015006","1",""
"5015","1","1","501500701","","5015007","1",""
"5017","1","1","501700601","","5017006","1",""
"5017","1","1","501700701","","5017007","0",""
"5019","1","1","501900601","","5019006","1",""
"5019","1","1","501900701","","5019007","1",""
"5021","1","1","502100601","","5021006","1",""
"5021","1","1","502100701","","5021007","1",""
"5023","1","1","502300601","bgm_M256_emt5023_006","5023006","1",""
"5023","1","1","502300701","","5023007","1",""
"5025","1","1","502500601","","5025006","1",""
"5025","1","1","502500701","","5025007","0",""
"5025","1","1","502500801","","5025008","1",""
"5027","1","1","502700601","","5027006","1",""
"5027","1","1","502700701","","5027007","1",""
"5029","1","1","502900601","","5029006","1",""
"5029","1","1","502900701","","5029007","1",""
"5031","1","1","503100001","bgm_M185_emt5031_000","5031000","1",""
"5031","1","1","503100601","","5031006","1",""
"5031","1","1","503100701","","5031007","1",""
"5031","1","1","503150101","","5031501","0",""
"5033","1","1","503300001","","5033000","1",""
"5033","1","1","503300601","","5033006","1",""
"5033","1","1","503300701","","5033007","0",""
"5033","1","1","503300801","","5033008","1",""
"5035","1","1","503500001","","5035000","1",""
"5036","1","1","503600401","","5036004","1",""
"5036","1","1","503600501","","5036005","0",""
"5036","1","1","503650101","","5036501","0",""
"5036","1","1","503650201","","5036502","0",""
"5036","1","1","503650301","","5036503","0",""
"5036","1","1","503650401","","5036504","0",""
"5038","1","1","503800101","bgm_M122_emt5038_001","5038001","1",""
"5038","1","1","503800501","bgm_M346_emt5038_005","5038005","1",""
"5038","1","1","503800701","","5038007","1",""
"5040","1","1","504000001","","5040000","1",""
"5040","1","1","504000601","","5040006","1",""
"5040","1","1","504000701","","5040007","1",""
"5042","1","1","504200101","","5042001","1",""
"5042","1","1","504200601","","5042006","1",""
"5042","1","1","504200701","","5042007","1",""
"5044","1","1","504400101","bgm_M113_emt5044_001","5044001","1",""
"5044","1","1","504400601","bgm_M384_emt5044_006","5044006","1",""
"5044","1","1","504400701","","5044007","1",""
"5046","1","1","504600101","bgm_M394_emt5046_001","5046001","1",""
"5046","1","1","504600601","bgm_M397_emt5046_006","5046006","1",""
"5046","1","1","504600701","","5046007","1",""
"5048","1","1","504800301","","5048003","1",""
"5048","1","1","504800601","","5048006","1",""
"5048","1","1","504800701","","5048007","1",""
"5050","1","1","505000101","","5050001","0",""
"5050","1","1","505000601","","5050006","0",""
"5050","1","1","505000701","","5050007","0",""
"5050","1","1","505000801","","5050008","1",""
"5052","1","1","505200001","","5052000","1",""
"5052","1","1","505200601","","5052006","1",""
"5052","1","1","505200701","","5052007","0",""
"5052","1","1","505200801","","5052008","1",""
"5054","1","1","505400001","bgm_M282_emt5054_000","5054000","1",""
"5054","1","1","505400701","","5054007","0",""
"5054","1","1","505400801","","5054008","1",""
"5054","1","1","505400802","","5054008","1",""
"5056","1","1","505600001","","5056000","1",""
"5056","1","1","505600601","bgm_M438_emt5056_006","5056006","1",""
"5056","1","1","505600701","","5056007","1",""
"5056","1","1","505650101","","5056501","0",""
"5058","1","1","505800301","","5058003","1",""
"5059","1","1","505900601","","5059006","1",""
"5059","1","1","505900603","","5059006","1",""
"5059","1","1","505900604","","5059006","1",""
"5059","1","1","505900701","","5059007","1",""
"5059","1","1","505900702","","5059007","1",""
"5061","1","1","506100101","bgm_M452_emt5061_001","5061001","1",""
"5061","1","1","506100601","","5061006","1",""
"5061","1","1","506100701","","5061007","1",""
"5064","1","1","506400101","bgm_M459_emt5064_001","5064001","1",""
"5064","1","1","506400601","","5064006","1",""
"5064","1","1","506400701","","5064007","1",""
"5066","1","1","506600001","","5066000","1",""
"5066","1","1","506600601","","5066006","1",""
"5066","1","1","506600701","","5066007","1",""
"5068","1","1","506800101","","5068001","1",""
"5068","1","1","506800601","bgm_M480_emt5068_006","5068006","1",""
"5068","1","1","506800701","","5068007","1",""
"5070","1","1","507000101","","5070001","1",""
"5070","1","1","507000501","bgm_M488_emt5070_005","5070005","1",""
"5070","1","1","507000701","","5070007","1",""
"5072","1","1","507200001","","5072000","1",""
"5072","1","1","507200601","","5072006","1",""
"5072","1","1","507200602","","5072006","1",""
"5074","1","1","507400301","bgm_M512_emt5074_003","5074003","1",""
"5074","1","1","507400601","","5074006","1",""
"5074","1","1","507400701","","5074007","1",""
"5076","1","1","507600201","bgm_M192_emt5076_002","5076002","1",""
"5076","1","1","507600601","","5076006","1",""
"5076","1","1","507600701","","5076007","0",""
"5076","1","1","507600801","","5076008","1",""
"5078","1","1","507800401","","5078004","1",""
"5078","1","1","507800601","","5078006","1",""
"5078","1","1","507800701","","5078007","0",""
"5078","1","1","507800801","","5078008","1",""
"5080","1","1","508000201","bgm_M173_emt5080_002","5080002","1",""
"5080","1","1","508000601","","5080006","1",""
"5080","1","1","508000701","","5080007","1",""
"5082","1","1","508200001","","5082000","1",""
"5082","1","1","508200601","","5082006","1",""
"5082","1","1","508200701","","5082007","1",""
"5082","1","1","508250101","","5082501","0",""
"5084","1","1","508400001","","5084000","1",""
"5085","1","1","508500501","","5085005","1",""
"5085","1","1","508500601","bgm_M557_emt5085_010","5085006","1",""
"5085","1","1","508500602","","5085006","1",""
"5088","1","1","508800301","","5088003","1",""
"5088","1","1","508800601","","5088006","1",""
"5088","1","1","508800701","","5088007","1",""
"5090","1","1","509000201","","5090002","1",""
"5090","1","1","509000601","","5090006","1",""
"5090","1","1","509000701","","5090007","1",""
"5092","1","1","509200101","","5092001","1",""
"5092","1","1","509200601","","5092006","1",""
"5092","1","1","509200701","","5092007","1",""
"5094","1","1","509400501","","5094005","1",""
"5094","1","1","509400701","","5094007","1",""
"5094","1","1","509400702","","5094007","1",""
"5096","1","1","509600201","","5096002","1",""
"5096","1","1","509600701","","5096007","1",""
"5096","1","1","509600702","","5096007","1",""
