fd78b4408a952d1d392f0a41d19cb02a847d3d7b31239356c61d33eed92f6420,1d2b506f5116ea0975613047a326130d5fa58087ae813a0a8e23c862c969fc26,728c9e5acef2f543dc26436e902fe929a92a8d9a92d8b4b70ab2315a62a506a2,5b883a911ef0862ae6a43fac6e58dbedaac38cbc592225c04122cd87b92b8eb9,5bb5903fba17587b179a5e35b72d11d033274862c55ec9bbfa1face0ed184739,4f0b7ac43ec2ed1bbbcc782b72b23987ce89ee1b91cfca2196813819b77bd10a,68ee519655778827b6e2edd23bb4d42583c1c7519f62370caf49ff1b434383ff,8e4184a1248908c722ee6489cd10b28d7f184bb43faf0ba2ef4f986e58b74989,14fefa3382d1df34c83a36212cc1fa11f163755d88080dca17a4d425fcf8ee55
"20022","129","900","2015","2","讓水屬性的屬性等級提升到900","3017","3","1003"
"20022","129","1000","2015","2","讓水屬性的屬性等級提升到1000","3018","3","1003"
"20022","129","50","2001","3","讓風屬性的屬性等級提升到50","4001","4","1003"
"20022","129","100","2002","3","讓風屬性的屬性等級提升到100","4002","4","1003"
"20022","129","150","2003","3","讓風屬性的屬性等級提升到150","4003","4","1003"
"20022","129","200","2004","3","讓風屬性的屬性等級提升到200","4004","4","1003"
"20022","129","250","2005","3","讓風屬性的屬性等級提升到250","4005","4","1003"
"20022","129","300","2006","3","讓風屬性的屬性等級提升到300","4006","4","1003"
"20022","129","350","2007","3","讓風屬性的屬性等級提升到350","4007","4","1003"
"20022","129","400","2008","3","讓風屬性的屬性等級提升到400","4008","4","1003"
"20022","129","450","2009","3","讓風屬性的屬性等級提升到450","4009","4","1003"
"20022","129","500","2010","3","讓風屬性的屬性等級提升到500","4010","4","1003"
"20022","129","550","2006","3","讓風屬性的屬性等級提升到550","4011","4","1003"
"20022","129","600","2007","3","讓風屬性的屬性等級提升到600","4012","4","1003"
"20022","129","650","2008","3","讓風屬性的屬性等級提升到650","4013","4","1003"
"20022","129","700","2009","3","讓風屬性的屬性等級提升到700","4014","4","1003"
"20022","129","750","2010","3","讓風屬性的屬性等級提升到750","4015","4","1003"
"20022","129","800","2015","3","讓風屬性的屬性等級提升到800","4016","4","1003"
"20022","129","900","2015","3","讓風屬性的屬性等級提升到900","4017","4","1003"
"20022","129","1000","2015","3","讓風屬性的屬性等級提升到1000","4018","4","1003"
"20022","129","50","2001","4","讓光屬性的屬性等級提升到50","5001","5","1003"
"20022","129","100","2002","4","讓光屬性的屬性等級提升到100","5002","5","1003"
"20022","129","150","2003","4","讓光屬性的屬性等級提升到150","5003","5","1003"
"20022","129","200","2004","4","讓光屬性的屬性等級提升到200","5004","5","1003"
"20022","129","250","2005","4","讓光屬性的屬性等級提升到250","5005","5","1003"
"20022","129","300","2006","4","讓光屬性的屬性等級提升到300","5006","5","1003"
"20022","129","350","2007","4","讓光屬性的屬性等級提升到350","5007","5","1003"
"20022","129","400","2008","4","讓光屬性的屬性等級提升到400","5008","5","1003"
"20022","129","450","2009","4","讓光屬性的屬性等級提升到450","5009","5","1003"
"20022","129","500","2010","4","讓光屬性的屬性等級提升到500","5010","5","1003"
"20022","129","550","2006","4","讓光屬性的屬性等級提升到550","5011","5","1003"
"20022","129","600","2007","4","讓光屬性的屬性等級提升到600","5012","5","1003"
"20022","129","650","2008","4","讓光屬性的屬性等級提升到650","5013","5","1003"
"20022","129","700","2009","4","讓光屬性的屬性等級提升到700","5014","5","1003"
"20022","129","750","2010","4","讓光屬性的屬性等級提升到750","5015","5","1003"
"20022","129","800","2015","4","讓光屬性的屬性等級提升到800","5016","5","1003"
"20022","129","900","2015","4","讓光屬性的屬性等級提升到900","5017","5","1003"
"20022","129","1000","2015","4","讓光屬性的屬性等級提升到1000","5018","5","1003"
"20022","129","50","2001","5","讓闇屬性的屬性等級提升到50","6001","6","1003"
"20022","129","100","2002","5","讓闇屬性的屬性等級提升到100","6002","6","1003"
"20022","129","150","2003","5","讓闇屬性的屬性等級提升到150","6003","6","1003"
"20022","129","200","2004","5","讓闇屬性的屬性等級提升到200","6004","6","1003"
"20022","129","250","2005","5","讓闇屬性的屬性等級提升到250","6005","6","1003"
"20022","129","300","2006","5","讓闇屬性的屬性等級提升到300","6006","6","1003"
"20022","129","350","2007","5","讓闇屬性的屬性等級提升到350","6007","6","1003"
"20022","129","400","2008","5","讓闇屬性的屬性等級提升到400","6008","6","1003"
"20022","129","450","2009","5","讓闇屬性的屬性等級提升到450","6009","6","1003"
"20022","129","500","2010","5","讓闇屬性的屬性等級提升到500","6010","6","1003"
"20022","129","550","2006","5","讓闇屬性的屬性等級提升到550","6011","6","1003"
"20022","129","600","2007","5","讓闇屬性的屬性等級提升到600","6012","6","1003"
"20022","129","650","2008","5","讓闇屬性的屬性等級提升到650","6013","6","1003"
"20022","129","700","2009","5","讓闇屬性的屬性等級提升到700","6014","6","1003"
"20022","129","750","2010","5","讓闇屬性的屬性等級提升到750","6015","6","1003"
"20022","129","800","2015","5","讓闇屬性的屬性等級提升到800","6016","6","1003"
"20022","129","900","2015","5","讓闇屬性的屬性等級提升到900","6017","6","1003"
"20022","129","1000","2015","5","讓闇屬性的屬性等級提升到1000","6018","6","1003"
"20023","129","10","7001","0","完成強化10個節點","7001","7","1004"
"20023","129","20","7002","0","完成強化20個節點","7002","7","1004"
"20023","129","30","7003","0","完成強化30個節點","7003","7","1004"
"20023","129","40","7004","0","完成強化40個節點","7004","7","1004"
"20023","129","50","7005","0","完成強化50個節點","7005","7","1004"
"20023","129","60","7006","0","完成強化60個節點","7006","7","1004"
"20023","129","70","7007","0","完成強化70個節點","7007","7","1004"
"20023","129","80","7008","0","完成強化80個節點","7008","7","1004"
"20023","129","90","7009","0","完成強化90個節點","7009","7","1004"
"20023","129","100","7010","0","完成強化100個節點","7010","7","1004"
"20023","129","110","7011","0","完成強化110個節點","7011","7","1004"
"20023","129","120","7012","0","完成強化120個節點","7012","7","1004"
"20023","129","130","7013","0","完成強化130個節點","7013","7","1004"
"20023","129","140","7014","0","完成強化140個節點","7014","7","1004"
"20023","129","150","7015","0","完成強化150個節點","7015","7","1004"
"20023","129","160","7016","0","完成強化160個節點","7016","7","1004"
"20023","129","170","7017","0","完成強化170個節點","7017","7","1004"
"20023","129","180","7018","0","完成強化180個節點","7018","7","1004"
"20023","129","190","7019","0","完成強化190個節點","7019","7","1004"
"20023","129","200","7020","0","完成強化200個節點","7020","7","1004"
"20023","129","210","7021","0","完成強化210個節點","7021","7","1004"
"20023","129","222","7022","0","完成強化222個節點","7022","7","1004"
"20023","129","250","7022","0","完成強化250個節點","7023","7","1004"
"20023","129","275","7022","0","完成強化275個節點","7024","7","1004"
"20023","129","300","7022","0","完成強化300個節點","7025","7","1004"
"20023","129","325","7022","0","完成強化325個節點","7026","7","1004"
"20023","129","350","7022","0","完成強化350個節點","7027","7","1004"
"20023","129","375","7022","0","完成強化375個節點","7028","7","1004"
"20023","129","400","7022","0","完成強化400個節點","7029","7","1004"
"20023","129","430","7022","0","完成強化430個節點","7030","7","1004"
"20023","129","500","7022","0","完成強化500個節點","7031","7","1004"
"20023","129","550","7022","0","完成強化550個節點","7032","7","1004"
"20023","129","600","7022","0","完成強化600個節點","7033","7","1004"
"20023","129","638","7022","0","完成強化638個節點","7034","7","1004"
"20024","129","5","8001","0","完成強化5個節點","8001","8","1005"
"20024","129","10","8002","0","完成強化10個節點","8002","8","1005"
"20024","129","15","8003","0","完成強化15個節點","8003","8","1005"
"20024","129","20","8004","0","完成強化20個節點","8004","8","1005"
"20024","129","25","8005","0","完成強化25個節點","8005","8","1005"
"20024","129","33","8006","0","完成強化33個節點","8006","8","1005"
"20024","129","40","8007","0","完成強化40個節點","8007","8","1005"
"20024","129","50","8007","0","完成強化50個節點","8008","8","1005"
"20024","129","60","8007","0","完成強化60個節點","8009","8","1005"
"20024","129","66","8007","0","完成強化66個節點","8010","8","1005"
"20024","129","80","8007","0","完成強化80個節點","8011","8","1005"
"20024","129","90","8007","0","完成強化90個節點","8012","8","1005"
"20024","129","96","8007","0","完成強化96個節點","8013","8","1005"
"20024","129","110","8007","0","完成強化110個節點","8014","8","1005"
"20024","129","126","8007","0","完成強化126個節點","8015","8","1005"
"20031","129","4","9001","1","讓４個攻擊者專精提升到等級１以上","9101","9","1012"
"20031","129","4","9002","2","讓４個攻擊者專精提升到等級２以上","9102","9","1012"
"20031","129","4","9003","3","讓４個攻擊者專精提升到等級３以上","9103","9","1012"
"20031","129","4","9004","4","讓４個攻擊者專精提升到等級４以上","9104","9","1012"
"20031","129","4","9005","5","讓４個攻擊者專精提升到等級５以上","9105","9","1012"
"20032","129","4","9001","1","讓４個破防者專精提升到等級１以上","9201","10","1012"
"20032","129","4","9002","2","讓４個破防者專精提升到等級２以上","9202","10","1012"
"20032","129","4","9003","3","讓４個破防者專精提升到等級３以上","9203","10","1012"
"20032","129","4","9004","4","讓４個破防者專精提升到等級４以上","9204","10","1012"
"20032","129","4","9005","5","讓４個破防者專精提升到等級５以上","9205","10","1012"
"20033","129","4","9001","1","讓４個增益者專精提升到等級１以上","9301","11","1012"
"20033","129","4","9002","2","讓４個增益者專精提升到等級２以上","9302","11","1012"
"20033","129","4","9003","3","讓４個增益者專精提升到等級３以上","9303","11","1012"
"20033","129","4","9004","4","讓４個增益者專精提升到等級４以上","9304","11","1012"
"20033","129","4","9005","5","讓４個增益者專精提升到等級５以上","9305","11","1012"
"20034","129","4","9001","1","讓４個減益者專精提升到等級１以上","9401","12","1012"
"20034","129","4","9002","2","讓４個減益者專精提升到等級２以上","9402","12","1012"
"20034","129","4","9003","3","讓４個減益者專精提升到等級３以上","9403","12","1012"
"20034","129","4","9004","4","讓４個減益者專精提升到等級４以上","9404","12","1012"
"20034","129","4","9005","5","讓４個減益者專精提升到等級５以上","9405","12","1012"
"20035","129","4","9001","1","讓４個增幅者專精提升到等級１以上","9501","13","1012"
"20035","129","4","9002","2","讓４個增幅者專精提升到等級２以上","9502","13","1012"
"20035","129","4","9003","3","讓４個增幅者專精提升到等級３以上","9503","13","1012"
"20035","129","4","9004","4","讓４個增幅者專精提升到等級４以上","9504","13","1012"
"20035","129","4","9005","5","讓４個增幅者專精提升到等級５以上","9505","13","1012"
"20036","129","4","9001","1","讓４個治療者專精提升到等級１以上","9601","14","1012"
"20036","129","4","9002","2","讓４個治療者專精提升到等級２以上","9602","14","1012"
"20036","129","4","9003","3","讓４個治療者專精提升到等級３以上","9603","14","1012"
"20036","129","4","9004","4","讓４個治療者專精提升到等級４以上","9604","14","1012"
"20036","129","4","9005","5","讓４個治療者專精提升到等級５以上","9605","14","1012"
"20037","129","4","9001","1","讓４個掩護者專精提升到等級１以上","9701","15","1012"
"20037","129","4","9002","2","讓４個掩護者專精提升到等級２以上","9702","15","1012"
"20037","129","4","9003","3","讓４個掩護者專精提升到等級３以上","9703","15","1012"
"20037","129","4","9004","4","讓４個掩護者專精提升到等級４以上","9704","15","1012"
"20037","129","4","9005","5","讓４個掩護者專精提升到等級５以上","9705","15","1012"
"20038","129","4","9001","1","讓４個妨礙者專精提升到等級１以上","9801","16","1012"
"20038","129","4","9002","2","讓４個妨礙者專精提升到等級２以上","9802","16","1012"
"20038","129","4","9003","3","讓４個妨礙者專精提升到等級３以上","9803","16","1012"
"20038","129","4","9004","4","讓４個妨礙者專精提升到等級４以上","9804","16","1012"
"20038","129","4","9005","5","讓４個妨礙者專精提升到等級５以上","9805","16","1012"
