13d402dfa4917ccda7878f379d2dc9e5c1595035c005ea3a45d7b2b3c67d73a2,289b2b8d3b2b97c7a2a6a890289c6368ba6da4c5df38ed3dbde14f8b513bedc8,aefb932811c3cdc92a976e53308af137efb5a5f9ca403ac111efacdd711c75c6,3633d20e8eac4eadc5423cb2eade904a841da9c78c9203111c71797a47bd4f53,2ed44a778dec1863421950b63f3a077a04caf4162920773b5148b08df2934637,9c65c3032a7731ef1cc73cb1b654bf7cc308c62c990faebb72ddec6d79ba03e2,8033b5f35cfb015a55c32bfd1e33acfe56242d452292bf341c50d2f0a81c2de3,7d71018da3cab20986278f44df56c0b5fa5ea4fdccdd6d7dad711d31b3df14ba,f6a6aa3b27579c870676f1eea6588564a32d3bbffc03f9f8d2b0b808ea914c84,53ede10e613d90da43fed0cbc5782d2d5c4b1b107117878018ba9337ae79194e,701bbcb9f181fb4a0d8b5b97a609c78254f6e80cfc4566da634478f9a96a46c5,551fd1ea12405a6d1ae63e84be7d23178799db5868524f525bfd8d0d8e7f1333,2c680ac3357cb231650ac0e186fcc335380043df89dea41fed169e3472f238d1,b5ee19a8afee555b732db535753c7064c8d5eb682e48ca3dca43142319099a61,e7356d9e95d5fc34d7b9af1a420be9aa3842c8bcd1f93df7091b3d1cad144eff,c0c0dbac4d004297b05b18dd52025c2b9fc3a050e929fa1860422ec0a8ece7ec,936f77774b551559f34858d484aab5e18d5fb857432581c1a0099c7cae3a011c,feefa88b1c94284c914e2094d4f573f57b17f2114422992122caaab651f92ecd,9a405c117275a5e34dbe3d7c5a32b6224eecd1b7e8cb1d84ffb809488850eeb7
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92407","0","2","abyss_reward_icon_astralshard","25021","3000","240713","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92407","0","2","abyss_reward_icon_astralshard","25021","3000","240714","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92407","0","0","abyss_reward_icon_hiseki","90005","0","240715","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92407","0","0","abyss_reward_icon_hiseki","90005","0","240716","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92407","0","0","abyss_reward_icon_hiseki","90005","0","240717","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92407","0","0","abyss_reward_icon_hiseki","90005","0","240718","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","200","240801","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","1000","240802","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","500","240803","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","1000","240804","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240805","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","1000","240806","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240807","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","3000","240808","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240809","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240810","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240811","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","3000","240812","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","3000","240813","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92408","0","2","abyss_reward_icon_astralshard","25021","3000","240814","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92408","0","0","abyss_reward_icon_hiseki","90005","0","240815","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92408","0","0","abyss_reward_icon_hiseki","90005","0","240816","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92408","0","0","abyss_reward_icon_hiseki","90005","0","240817","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92408","0","0","abyss_reward_icon_hiseki","90005","0","240818","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","200","240901","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","1000","240902","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","500","240903","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","1000","240904","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240905","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","1000","240906","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240907","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","3000","240908","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240909","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240910","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","240911","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","3000","240912","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","3000","240913","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92409","0","2","abyss_reward_icon_astralshard","25021","3000","240914","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92409","0","0","abyss_reward_icon_hiseki","90005","0","240915","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92409","0","0","abyss_reward_icon_hiseki","90005","0","240916","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92409","0","0","abyss_reward_icon_hiseki","90005","0","240917","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92409","0","0","abyss_reward_icon_hiseki","90005","0","240918","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","200","241001","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","1000","241002","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241003","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","1000","241004","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241005","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","1000","241006","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241007","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","3000","241008","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241009","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241010","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241011","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","3000","241012","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","3000","241013","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92410","0","2","abyss_reward_icon_astralshard","25021","3000","241014","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_hiseki","90005","0","241015","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_hiseki","90005","0","241016","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_hiseki","90005","0","241017","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_hiseki","90005","0","241018","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_piece_p_heart","140001","0","241019","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92410","0","0","abyss_reward_icon_piece_p_heart","140001","0","241020","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","200","241101","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","1000","241102","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241103","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","1000","241104","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241105","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","1000","241106","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241107","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","3000","241108","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241109","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241110","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241111","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","3000","241112","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","3000","241113","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92411","0","2","abyss_reward_icon_astralshard","25021","3000","241114","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_hiseki","90005","0","241115","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_hiseki","90005","0","241116","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_hiseki","90005","0","241117","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_hiseki","90005","0","241118","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_piece_p_heart","140001","0","241119","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92411","0","0","abyss_reward_icon_piece_p_heart","140001","0","241120","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","200","241201","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","1000","241202","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241203","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","1000","241204","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241205","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","1000","241206","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241207","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","3000","241208","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241209","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241210","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241211","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","3000","241212","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","3000","241213","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92412","0","2","abyss_reward_icon_astralshard","25021","3000","241214","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_hiseki","90005","0","241215","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_hiseki","90005","0","241216","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_hiseki","90005","0","241217","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_hiseki","90005","0","241218","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_piece_p_heart","140001","0","241219","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92412","0","0","abyss_reward_icon_piece_p_heart","140001","0","241220","50"
"25014","1000000000","25021","2","1000","1000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","200","241401","10"
"25012","2000000000","25011","2","1000","1000","25013","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","1000","241402","300"
"25014","3000000000","25021","2","1000","1000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241403","10"
"25012","4000000000","25011","2","1000","1000","25013","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","1000","241404","500"
"25014","5000000000","25021","2","1000","1000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241405","10"
"25012","6000000000","25011","2","1000","1000","25013","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","1000","241406","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241407","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","3000","241408","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241409","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241410","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241411","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","3000","241412","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","3000","241413","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92414","0","2","abyss_reward_icon_astralshard","25021","3000","241414","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_hiseki","90005","0","241415","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_hiseki","90005","0","241416","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_hiseki","90005","0","241417","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_hiseki","90005","0","241418","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_piece_p_heart","140001","0","241419","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92414","0","0","abyss_reward_icon_piece_p_heart","140001","0","241420","50"
"25014","1000000000","25021","2","1250","1250","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241501","10"
"25012","2000000000","25011","2","1250","1250","25013","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","1250","241502","500"
"25014","3000000000","25021","2","1250","1250","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241503","10"
"25012","4000000000","25011","2","1250","1250","25013","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","1250","241504","500"
"25014","5000000000","25021","2","1250","1250","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241505","10"
"25012","6000000000","25011","2","1250","1250","25013","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","1250","241506","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241507","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","3000","241508","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241509","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241510","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92415","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241511","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","3000","241512","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","3000","241513","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92415","0","2","abyss_reward_icon_astralshard","25021","3000","241514","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_hiseki","90005","0","241515","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_hiseki","90005","0","241516","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_hiseki","90005","0","241517","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_hiseki","90005","0","241518","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_piece_p_heart","140001","0","241519","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92415","0","0","abyss_reward_icon_piece_p_heart","140001","0","241520","50"
"25014","1000000000","25021","2","1250","1250","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241601","10"
"25012","2000000000","25011","2","1250","1250","25013","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","1250","241602","500"
"25014","3000000000","25021","2","1250","1250","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241603","10"
"25012","4000000000","25011","2","1250","1250","25013","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","1250","241604","500"
"25014","5000000000","25021","2","1250","1250","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241605","10"
"25012","6000000000","25011","2","1250","1250","25013","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","1250","241606","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241607","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","3000","241608","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241609","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241610","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92416","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241611","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","3000","241612","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","3000","241613","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92416","0","2","abyss_reward_icon_astralshard","25021","3000","241614","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_hiseki","90005","0","241615","10"
"0","35000000000","0","2","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_hiseki","90005","0","241616","20"
"0","40000000000","0","2","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_hiseki","90005","0","241617","30"
"0","50000000000","0","2","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_hiseki","90005","0","241618","50"
"0","60000000000","0","4","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_piece_p_heart","140001","0","241619","50"
"0","70000000000","0","4","0","0","0","0","0","0","0","92416","0","0","abyss_reward_icon_piece_p_heart","140001","0","241620","50"
"25014","1000000000","25021","2","1250","1250","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241701","10"
"25012","2000000000","25011","2","1250","1250","25013","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","1250","241702","500"
"25014","3000000000","25021","2","1250","1250","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","500","241703","10"
"25012","4000000000","25011","2","1250","1250","25013","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","1250","241704","500"
"25014","5000000000","25021","2","1250","1250","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241705","10"
"25012","6000000000","25011","2","1250","1250","25013","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","1250","241706","1000"
"25014","7000000000","25021","2","3000","3000","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241707","10"
"25012","8000000000","25011","2","3000","3000","25013","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","3000","241708","1000"
"25014","9000000000","25021","2","3000","3000","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241709","10"
"25011","10000000000","25021","2","3000","3000","25012","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241710","10"
"25013","12000000000","25021","2","3000","3000","25015","0","2","2","0","92417","0","2","abyss_reward_icon_masterpieces_piece","25102","1000","241711","10"
"25012","16000000000","25011","2","3000","3000","25014","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","3000","241712","1000"
"25014","20000000000","25013","2","3000","3000","25015","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","3000","241713","1000"
"25012","25000000000","25011","2","3000","3000","25013","0","2","2","0","92417","0","2","abyss_reward_icon_astralshard","25021","3000","241714","1000"
"0","30000000000","0","2","0","0","0","0","0","0","0","92417","0","0","abyss_reward_icon_hiseki","90005","0","241715","10"
