ed5696f874a6b936de3a34c363b3d06515b25c2a338e25d2434d79fe1f92a038,3fce26d6e113c63fbe49e375ac4959da133bcf75bf4c53d8178a62a54d2fe78c,4b7ffe77c2149edde3560a5e73d886bdc28ee11999057a85baf7d13fa2bc61d2,dd06fdf4ea4bdd7f079d265700f30192b4be017ad8cb676e06506d8e97829f1a,f0a8d1e6499511c5033412ed759640075d4712ae4e49a4ded4e29220e9b60c82,6241bf952e817acb48dc03f187e38875756800b49f0727887ecc961517f91c35,86031a07567afe1febcc2f7446ce3a94583371a859a2e44887dcfb89ff8a73c3,a0ef354122e8f1ba9498dc6aabff3d33df031275533f8b2222900e3e10203fe3,4a23ca005eed16217051cb229a872c34e730fc150cc86867a128568eb0f476bf,4eab4926774273506a2f3bc6710246a8879101c3d4f2322209858ca7932ecd85,993c0325240c4c803b43fed05cbb3ee2740bcf0ceed7e3d176eba232e583ab50,3f3f4fc7118864445768f5f0ada8fde0ccf69f28bdcaa3b11420cba7a985bf72,c18b90bde03b1af6d1443dbb4052709e7a54986795fa9a5eb73be0faf10b93bd,8227db7a0735fe61b45bb5d0999e123eb565d43bb265ab3364c3be2e0445ca66,99e71d68257049447bf6aa1d145ce6bbb968ab200a1ff9f2e124594ef329ab55
"81019001","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","200","6011","103","9014","4","0","破壞雨神大人的護盾","81019001","601"
"81019002","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","900000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3600000","81019002","601"
"81019003","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","1500000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3000000","81019003","601"
"81019004","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","2250000","6011","106","9013","1","0","完成特別戰鬥的模式2","81019004","601"
"81019005","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","3300000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1200000","81019005","601"
"81019006","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","3900000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 600000","81019006","601"
"81019007","2019/11/18 15:59:59","10019","0","0","2019/11/01 16:00:00","4500000","6011","115","9013","1","0","討伐特別戰鬥的 Boss","81019007","601"
"81019008","2019/11/18 15:59:59","10019","5","0","2019/11/01 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81019008","601"
"81021001","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","600000","6011","103","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2550000","81021001","601"
"81021002","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","1260000","6011","104","9013","1","0","完成特別戰鬥的模式1","81021002","601"
"81021003","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","15","6011","105","9014","0","0","打倒 15 隻奄美魔物的分身","81021003","601"
"81021004","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","30","6011","106","9014","0","0","完成特別戰鬥的模式2","81021004","601"
"81021005","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","1700000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1450000","81021005","601"
"81021006","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","2300000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 850000","81021006","601"
"81021007","2019/12/17 15:59:59","10021","0","0","2019/12/02 16:00:00","3150000","6011","115","9013","1","0","討伐特別戰鬥的 Boss","81021007","601"
"81021008","2019/12/17 15:59:59","10021","5","0","2019/12/02 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81021008","601"
"81023001","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","450000","6011","103","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3150000","81023001","601"
"81023002","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","900000","6011","104","9013","1","0","完成特別戰鬥的模式1","81023002","601"
"81023003","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","1500000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2100000","81023003","601"
"81023004","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","2100000","6011","106","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1500000","81023004","601"
"81023005","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","2700000","6011","111","9013","1","0","完成特別戰鬥的模式2","81023005","601"
"81023006","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","3150000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 450000","81023006","601"
"81023007","2020/01/19 15:59:59","10023","0","0","2020/01/02 16:00:00","3600000","6011","115","9013","1","0","討伐特別戰鬥的 Boss","81023007","601"
"81023008","2020/01/19 15:59:59","10023","5","0","2020/01/02 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81023008","601"
"81025001","2020/02/21 15:59:59","10025","0","0","2020/02/04 16:00:00","3","6011","103","9001","0","0","打倒禊和美美和鏡華的闇影","81025001","601"
"81025002","2020/02/21 15:59:59","10025","0","0","2020/02/04 16:00:00","600000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3150000","81025002","601"
"81025003","2020/02/21 15:59:59","10025","0","0","2020/02/04 16:00:00","1200000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2550000","81025003","601"
"81025004","2020/02/21 15:59:59","10025","2","0","2020/02/04 16:00:00","1","6011","106","9016","0","0","完成特別戰鬥的模式2","81025004","601"
"81025005","2020/02/21 15:59:59","10025","0","0","2020/02/04 16:00:00","2475000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1275000","81025005","601"
"81025006","2020/02/21 15:59:59","10025","0","0","2020/02/04 16:00:00","3075000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 675000","81025006","601"
"81025007","2020/02/21 15:59:59","10025","3","0","2020/02/04 16:00:00","1","6011","115","9016","0","0","討伐特別戰鬥的 Boss","81025007","601"
"81025008","2020/02/21 15:59:59","10025","5","0","2020/02/04 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81025008","601"
"81027001","2020/03/19 15:59:59","10027","0","0","2020/03/02 16:00:00","500000","6011","103","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3250000","81027001","601"
"81027002","2020/03/19 15:59:59","10027","0","0","2020/03/02 16:00:00","1000000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2750000","81027002","601"
"81027003","2020/03/19 15:59:59","10027","0","0","2020/03/02 16:00:00","1500000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2250000","81027003","601"
"81027004","2020/03/19 15:59:59","10027","2","0","2020/03/02 16:00:00","1","6011","106","9016","0","0","將MODE2出現的怪物全部打倒","81027004","601"
"81027005","2020/03/19 15:59:59","10027","0","0","2020/03/02 16:00:00","2300000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1450000","81027005","601"
"81027006","2020/03/19 15:59:59","10027","0","0","2020/03/02 16:00:00","3100000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 650000","81027006","601"
"81027007","2020/03/19 15:59:59","10027","3","0","2020/03/02 16:00:00","1","6011","115","9016","0","0","討伐特別戰鬥的 Boss","81027007","601"
"81027008","2020/03/19 15:59:59","10027","5","0","2020/03/02 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81027008","601"
"81029001","2020/04/19 15:59:59","10029","0","0","2020/04/01 16:00:00","3","6011","103","9001","0","0","打倒克莉絲提娜和望和伊莉亞的闇影","81029001","601"
"81029002","2020/04/19 15:59:59","10029","0","0","2020/04/01 16:00:00","700000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 4300000","81029002","601"
"81029003","2020/04/19 15:59:59","10029","0","0","2020/04/01 16:00:00","1350000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3650000","81029003","601"
"81029004","2020/04/19 15:59:59","10029","2","0","2020/04/01 16:00:00","1","6011","106","9016","0","0","完成特別戰鬥的模式2","81029004","601"
"81029005","2020/04/19 15:59:59","10029","0","0","2020/04/01 16:00:00","3000000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2000000","81029005","601"
"81029006","2020/04/19 15:59:59","10029","0","0","2020/04/01 16:00:00","4000000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1000000","81029006","601"
"81029007","2020/04/19 15:59:59","10029","3","0","2020/04/01 16:00:00","1","6011","115","9016","0","0","討伐特別戰鬥的 Boss","81029007","601"
"81029008","2020/04/19 15:59:59","10029","5","0","2020/04/01 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81029008","601"
"81031001","2020/05/22 15:59:59","10031","0","0","2020/05/05 16:00:00","4","6011","103","9001","0","0","打倒美食殿堂隊伍的闇影","81031001","601"
"81031002","2020/05/22 15:59:59","10031","0","0","2020/05/05 16:00:00","600000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3150000","81031002","601"
"81031003","2020/05/22 15:59:59","10031","0","0","2020/05/05 16:00:00","1200000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2550000","81031003","601"
"81031004","2020/05/22 15:59:59","10031","2","0","2020/05/05 16:00:00","1","6011","106","9016","0","0","完成特別戰鬥的模式2","81031004","601"
"81031005","2020/05/22 15:59:59","10031","0","0","2020/05/05 16:00:00","2475000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1275000","81031005","601"
"81031006","2020/05/22 15:59:59","10031","0","0","2020/05/05 16:00:00","3075000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 675000","81031006","601"
"81031007","2020/05/22 15:59:59","10031","3","0","2020/05/05 16:00:00","1","6011","115","9016","0","0","討伐特別戰鬥的 Boss","81031007","601"
"81031008","2020/05/22 15:59:59","10031","5","0","2020/05/05 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81031008","601"
"81033001","2020/06/21 15:59:59","10033","0","0","2020/06/03 16:00:00","1000000","6011","104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 4000000","81033001","601"
"81033002","2020/06/21 15:59:59","10033","0","0","2020/06/03 16:00:00","2000000","6011","105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 3000000","81033002","601"
"81033003","2020/06/21 15:59:59","10033","1","0","2020/06/03 16:00:00","1","6011","106","9016","0","0","完成特別戰鬥的模式1","81033003","601"
"81033004","2020/06/21 15:59:59","10033","0","0","2020/06/03 16:00:00","2","6011","103","9001","0","0","打倒霞與栞的闇影","81033004","601"
"81033005","2020/06/21 15:59:59","10033","0","0","2020/06/03 16:00:00","3000000","6011","111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2000000","81033005","601"
"81033006","2020/06/21 15:59:59","10033","0","0","2020/06/03 16:00:00","4000000","6011","113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1000000","81033006","601"
"81033007","2020/06/21 15:59:59","10033","3","0","2020/06/03 16:00:00","1","6011","115","9016","0","0","討伐特別戰鬥的 Boss","81033007","601"
"81033008","2020/06/21 15:59:59","10033","5","0","2020/06/03 16:00:00","1","6011","118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81033008","601"
"81034001","2020/06/28 15:59:59","10034","0","0","2020/06/17 16:00:00","500000","6011","10034103","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 5000000","81034001","601"
"81034002","2020/06/28 15:59:59","10034","0","0","2020/06/17 16:00:00","1500000","6011","10034104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 4000000","81034002","601"
"81034003","2020/06/28 15:59:59","10034","1","0","2020/06/17 16:00:00","1","6011","10034105","9016","0","0","完成特別戰鬥的模式1","81034003","601"
"81034004","2020/06/28 15:59:59","10034","0","0","2020/06/17 16:00:00","3500000","6011","10034106","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2000000","81034004","601"
"81034005","2020/06/28 15:59:59","10034","2","0","2020/06/17 16:00:00","1","6011","10034111","9016","0","0","完成特別戰鬥的模式2","81034005","601"
"81034006","2020/06/28 15:59:59","10034","0","0","2020/06/17 16:00:00","4600000","6011","10034113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 900000","81034006","601"
"81034007","2020/06/28 15:59:59","10034","3","0","2020/06/17 16:00:00","1","6011","10034115","9016","0","0","討伐特別戰鬥的 Boss","81034007","601"
"81034008","2020/06/28 15:59:59","10034","5","0","2020/06/17 16:00:00","1","6011","10034118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81034008","601"
"81035001","2020/10/26 15:59:59","10035","0","0","2020/09/30 16:00:00","3","6011","10035103","9001","0","0","打倒new generations的闇影","81035001","601"
"81035002","2020/10/26 15:59:59","10035","2","0","2020/09/30 16:00:00","1","6011","10035104","9016","0","0","將MODE2出現的怪物全部打倒","81035002","601"
"81035003","2020/10/26 15:59:59","10035","0","0","2020/09/30 16:00:00","440000","6011","10035105","9013","1","0","將喧囂獨角兔的 HP 降低至 1760000","81035003","601"
"81035004","2020/10/26 15:59:59","10035","0","0","2020/09/30 16:00:00","880000","6011","10035106","9013","1","0","將喧囂獨角兔的 HP 降低至 1320000","81035004","601"
"81035005","2020/10/26 15:59:59","10035","0","0","2020/09/30 16:00:00","1320000","6011","10035111","9013","1","0","將喧囂獨角兔的 HP 降低至 880000","81035005","601"
"81035006","2020/10/26 15:59:59","10035","0","0","2020/09/30 16:00:00","1760000","6011","10035113","9013","1","0","將喧囂獨角兔的 HP 降低至 440000","81035006","601"
"81035007","2020/10/26 15:59:59","10035","3","0","2020/09/30 16:00:00","1","6011","10035115","9016","0","0","討伐喧囂獨角兔","81035007","601"
"81035008","2020/10/26 15:59:59","10035","5","0","2020/09/30 16:00:00","1","6011","10035118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的喧囂獨角兔","81035008","601"
"81036001","2020/10/26 15:59:59","10036","0","0","2020/10/12 16:00:00","2625000","6011","10036103","9013","1","0","將糾結的盆栽小花的 HP 降低至 18375000","81036001","601"
"81036002","2020/10/26 15:59:59","10036","1","0","2020/10/12 16:00:00","1","6011","10036104","9016","0","0","通過糾結的盆栽小花的MODE1","81036002","601"
"81036003","2020/10/26 15:59:59","10036","0","0","2020/10/12 16:00:00","9100000","6011","10036105","9013","1","0","將糾結的盆栽小花的 HP 降低至 11900000","81036003","601"
"81036004","2020/10/26 15:59:59","10036","0","0","2020/10/12 16:00:00","12950000","6011","10036106","9013","1","0","將糾結的盆栽小花的 HP 降低至 8050000","81036004","601"
"81036005","2020/10/26 15:59:59","10036","2","0","2020/10/12 16:00:00","1","6011","10036111","9016","0","0","通過糾結的盆栽小花的MODE2","81036005","601"
"81036006","2020/10/26 15:59:59","10036","0","0","2020/10/12 16:00:00","18900000","6011","10036113","9013","1","0","將糾結的盆栽小花的 HP 降低至 2100000","81036006","601"
"81036007","2020/10/26 15:59:59","10036","3","0","2020/10/12 16:00:00","1","6011","10036115","9016","0","0","討伐糾結的盆栽小花","81036007","601"
"81036008","2020/10/26 15:59:59","10036","5","0","2020/10/12 16:00:00","1","6011","10036118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的糾結的盆栽小花","81036008","601"
"81037001","2020/08/28 15:59:59","10037","0","0","2020/08/17 16:00:00","4","6011","10037103","9001","0","0","打倒香織、真琴、真步、霞的闇影","81037001","601"
"81037002","2020/08/28 15:59:59","10037","0","0","2020/08/17 16:00:00","450000","6011","10037104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2600000","81037002","601"
"81037003","2020/08/28 15:59:59","10037","0","0","2020/08/17 16:00:00","950000","6011","10037105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2100000","81037003","601"
"81037004","2020/08/28 15:59:59","10037","2","0","2020/08/17 16:00:00","1","6011","10037106","9016","0","0","完成特別戰鬥的模式2","81037004","601"
"81037005","2020/08/28 15:59:59","10037","0","0","2020/08/17 16:00:00","2050000","6011","10037111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1000000","81037005","601"
"81037006","2020/08/28 15:59:59","10037","0","0","2020/08/17 16:00:00","2550000","6011","10037113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 500000","81037006","601"
"81037007","2020/08/28 15:59:59","10037","3","0","2020/08/17 16:00:00","1","6011","10037115","9016","0","0","討伐特別戰鬥的 Boss","81037007","601"
"81037008","2020/08/28 15:59:59","10037","5","0","2020/08/17 16:00:00","1","6011","10037118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81037008","601"
"81038001","2020/07/19 15:59:59","10038","0","0","2020/07/02 16:00:00","4","6011","10038103","9001","0","0","打倒秋乃、珠希、優花梨、美冬的闇影","81038001","601"
"81038002","2020/07/19 15:59:59","10038","0","0","2020/07/02 16:00:00","1065000","6011","10038104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 6035000","81038002","601"
"81038003","2020/07/19 15:59:59","10038","0","0","2020/07/02 16:00:00","2130000","6011","10038105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 4970000","81038003","601"
"81038004","2020/07/19 15:59:59","10038","2","0","2020/07/02 16:00:00","1","6011","10038106","9016","0","0","完成特別戰鬥的模式2","81038004","601"
"81038005","2020/07/19 15:59:59","10038","0","0","2020/07/02 16:00:00","4496500","6011","10038111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2603500","81038005","601"
"81038006","2020/07/19 15:59:59","10038","0","0","2020/07/02 16:00:00","5798000","6011","10038113","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1302000","81038006","601"
"81038007","2020/07/19 15:59:59","10038","3","0","2020/07/02 16:00:00","1","6011","10038115","9016","0","0","討伐特別戰鬥的 Boss","81038007","601"
"81038008","2020/07/19 15:59:59","10038","5","0","2020/07/02 16:00:00","1","6011","10038118","9015","0","0","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81038008","601"
"81039001","2020/07/26 15:59:59","10039","0","0","2020/07/16 16:00:00","3","6011","10039103","9001","0","0","打倒貪吃佩可、可可蘿、凱留的闇影","81039001","601"
"81039002","2020/07/26 15:59:59","10039","0","0","2020/07/16 16:00:00","500000","6011","10039104","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2500000","81039002","601"
"81039003","2020/07/26 15:59:59","10039","0","0","2020/07/16 16:00:00","1000000","6011","10039105","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 2000000","81039003","601"
"81039004","2020/07/26 15:59:59","10039","2","0","2020/07/16 16:00:00","1","6011","10039106","9016","0","0","完成特別戰鬥的模式2","81039004","601"
"81039005","2020/07/26 15:59:59","10039","0","0","2020/07/16 16:00:00","2000000","6011","10039111","9013","1","0","將特別戰鬥的 Boss 的 HP 降低至 1000000","81039005","601"
