a9e8fefd64929464acf83baba31cd2bd54bdb5ec441ccd95dba18eb2bb30c521,896f07871453e5fe51eeaa000046c7cfd43f376801731bd24ab2898fa9feeebf,bcf396922b5173ec304ea0f3dbbf6b19763b71b09f79b35c5f28ea7285d96709,5d4924ae45ae8457e4861859a98e7b8b7afa06d89eea88a9abae7b61bd55414e,ac78831bf481ff09a42969f1b5921f58106389bf341d0ba147823ef38f57fd8a,ead15ed48c3692b578b5cfcd541cebb37160ff3b1a02da1b386ad096ca306060,1c6038790a1011f568ae74fc9bccb2e2444a1d67ba3c47d63cb26e7e8494f4b3,546afd2304208a6908d1552530f7bb04938f1652760074fa393bf257f2822855,9cdd20ea2f8eee2277adc77a949d98e018d86de2933411cb513d0e683a08fb38,bf1ea23181196344320306b45287b05c77bcce7452db9f6bea6c2f95e4d42d90,2cecf93673f929fbfbd80ac005597a55106fc1e4111044e8333feec5a0f2ffff,cdefb02cb66d2c3fbda4441f6aa74af4e3f937922f0d60e652aef50dd5c460c3
"1","0","0","0","0","1010023","23","4","0","1.373","0","1"
"1","0","0.193","0","0","1010024","24","1","0","0","6","0"
"1","0","0","0","0","1010025","25","4","0","0.552","0","1"
"1","368","2.64","0","0","1010026","26","1","0","0","6","0"
"1","0","0","0","0","1010027","27","4","0","3.195","0","1"
"1","64","0.599","0","0","1010028","28","1","0","0","7","0"
"1","0","0","0","0","1010029","29","4","0","0.929","0","1"
"1","315","1.302","0","64","1010030","30","1","0","0","7","0"
"1","0","0","0","0","1010031","31","4","0","2.395","0","1"
"1","0","0","vo_minigame_1005_nikki01_002","0","1010032","32","2","vo_minigame_1005","0","0","0"
"1","345","2.09","0","0","1010033","33","1","0","0","8","0"
"1","0","0","0","0","1010034","34","4","0","2.512","0","1"
"1","63","0.868","0","0","1010035","35","1","0","0","9","0"
"1","0","0","0","0","1010036","36","4","0","0.907","0","1"
"1","315","1.107","0","63","1010037","37","1","0","0","9","0"
"1","0","0","0","0","1010038","38","4","0","1.107","0","1"
"1","162","1.107","0","0","1010039","39","1","0","0","10","0"
"1","0","0","0","0","1010040","40","4","0","1.455","0","1"
"1","162","1.65","0","162","1010041","41","1","0","0","10","0"
"1","0","0","0","0","1010042","42","4","0","2.654","0","1"
"1","0","0","vo_minigame_1005_nikki01_003","0","1010043","43","2","vo_minigame_1005","0","0","0"
"1","262","0.685","0","162","1010044","44","1","0","0","10","0"
"1","0","0","0","0","1010045","45","4","0","1.036","0","1"
"1","397","0.378","0","262","1010046","46","1","0","0","10","0"
"1","0","0","0","0","1010047","47","4","0","0.378","0","1"
"1","377","2.438","0","0","1010048","48","1","0","0","11","0"
"1","0","0","0","0","1010049","49","4","0","3.395","0","1"
"1","0","0","vo_minigame_1005_nikki01_004","0","1010050","50","2","vo_minigame_1005","0","0","0"
"1","102","0.642","0","0","1010051","51","1","0","0","12","0"
"1","0","0","0","0","1010052","52","4","0","1.061","0","1"
"1","187","0.539","0","102","1010053","53","1","0","0","12","0"
"1","0","0","0","0","1010054","54","4","0","0.877","0","1"
"1","316","1.135","0","187","1010055","55","1","0","0","12","0"
"1","0","0","0","0","1010056","56","4","0","2.635","0","1"
"2","0","0","0","0","1020001","1","4","0","1","0","3"
"2","0","0","vo_minigame_1005_nikki02_000","0","1020002","2","2","vo_minigame_1005","0","0","0"
"2","345","2.91","0","0","1020003","3","1","0","0","1","0"
"2","0","0","0","0","1020004","4","4","0","3.814","0","1"
"2","0","0","vo_minigame_1005_nikki02_001","0","1020005","5","2","vo_minigame_1005","0","0","0"
"2","239","1.67","0","0","1020006","6","1","0","0","2","0"
"2","0","0","0","0","1020007","7","4","0","2.19","0","1"
"2","314","2.455","0","0","1020008","8","1","0","0","3","0"
"2","0","0","0","0","1020009","9","4","0","3.527","0","1"
"2","0","0","vo_minigame_1005_nikki02_002","0","1020010","10","2","vo_minigame_1005","0","0","0"
"2","104","0.454","0","0","1020011","11","1","0","0","4","0"
"2","0","0","0","0","1020012","12","4","0","0.874","0","1"
"2","392","2.154","0","104","1020013","13","1","0","0","4","0"
"2","0","0","0","0","1020014","14","4","0","3.373","0","1"
"2","0","0","vo_minigame_1005_nikki02_003","0","1020015","15","2","vo_minigame_1005","0","0","0"
"2","125","0.895","0","0","1020016","16","1","0","0","5","0"
"2","0","0","0","0","1020017","17","4","0","1.311","0","1"
"2","265","1.114","0","125","1020018","18","1","0","0","5","0"
"2","0","0","0","0","1020019","19","4","0","1.181","0","1"
"2","340","0.497","0","265","1020020","20","1","0","0","5","0"
"2","0","0","0","0","1020021","21","4","0","0.497","0","1"
"2","189","1.37","0","0","1020022","22","1","0","0","6","0"
"2","0","0","0","0","1020023","23","4","0","2.407","0","1"
"2","0","0","vo_minigame_1005_nikki02_004","0","1020024","24","2","vo_minigame_1005","0","0","0"
"2","295","1.616","0","0","1020025","25","1","0","0","7","0"
"2","0","0","0","0","1020026","26","4","0","2.035","0","1"
"2","68","0.951","0","0","1020027","27","1","0","0","8","0"
"2","0","0","0","0","1020028","28","4","0","1.322","0","1"
"2","258","1.924","0","68","1020029","29","1","0","0","8","0"
"2","0","0","0","0","1020030","30","4","0","2.98","0","1"
"2","0","0","vo_minigame_1005_nikki02_005","0","1020031","31","2","vo_minigame_1005","0","0","0"
"2","83","0.93","0","0","1020032","32","1","0","0","9","0"
"2","0","0","0","0","1020033","33","4","0","1.24","0","1"
"2","257","0.879","0","83","1020034","34","1","0","0","9","0"
"2","0","0","0","0","1020035","35","4","0","1.877","0","1"
"2","0","0","vo_minigame_1005_nikki02_006","0","1020036","36","2","vo_minigame_1005","0","0","0"
"2","164","1.148","0","0","1020037","37","1","0","0","10","0"
"2","0","0","0","0","1020038","38","4","0","1.541","0","1"
"2","367","1.145","0","164","1020039","39","1","0","0","10","0"
"2","0","0","0","0","1020040","40","4","0","2.645","0","1"
"3","0","0","0","0","1030001","1","4","0","1","0","3"
"3","0","0","vo_minigame_1005_nikki03_000","0","1030002","2","2","vo_minigame_1005","0","0","0"
"3","340","2.61","0","0","1030003","3","1","0","0","1","0"
"3","0","0","0","0","1030004","4","4","0","3.007","0","1"
"3","233","1.47","0","0","1030005","5","1","0","0","2","0"
"3","0","0","0","0","1030006","6","4","0","2.171","0","1"
"3","0","0","vo_minigame_1005_nikki03_001","0","1030007","7","2","vo_minigame_1005","0","0","0"
"3","322","2.1","0","0","1030008","8","1","0","0","3","0"
"3","0","0","0","0","1030009","9","4","0","2.579","0","1"
"3","370","2.298","0","0","1030010","10","1","0","0","4","0"
"3","0","0","0","0","1030011","11","4","0","3.18","0","1"
"3","0","0","vo_minigame_1005_nikki03_002","0","1030012","12","2","vo_minigame_1005","0","0","0"
"3","101","1.262","0","0","1030013","13","1","0","0","5","0"
"3","0","0","0","0","1030014","14","4","0","1.993","0","1"
"3","0","0","vo_minigame_1005_nikki03_003","0","1030015","15","2","vo_minigame_1005","0","0","0"
"3","142","0.373","0","101","1030016","16","1","0","0","5","0"
"3","0","0","0","0","1030017","17","4","0","0.69","0","1"
"3","362","1.045","0","142","1030018","18","1","0","0","5","0"
"3","0","0","0","0","1030019","19","4","0","2.131","0","1"
"3","0","0","vo_minigame_1005_nikki03_004","0","1030020","20","2","vo_minigame_1005","0","0","0"
"3","289","2.147","0","0","1030021","21","1","0","0","6","0"
"3","0","0","0","0","1030022","22","4","0","2.618","0","1"
"3","350","1.445","0","0","1030023","23","1","0","0","7","0"
"3","0","0","0","0","1030024","24","4","0","2.552","0","1"
"3","0","0","vo_minigame_1005_nikki03_005","0","1030025","25","2","vo_minigame_1005","0","0","0"
"3","103","0.876","0","0","1030026","26","1","0","0","8","0"
"3","0","0","0","0","1030027","27","4","0","1.252","0","1"
"3","407","2.625","0","103","1030028","28","1","0","0","8","0"
"3","0","0","0","0","1030029","29","4","0","4.056","0","1"
"3","0","0","vo_minigame_1005_nikki03_006","0","1030030","30","2","vo_minigame_1005","0","0","0"
"3","383","2.728","0","0","1030031","31","1","0","0","9","0"
"3","0","0","0","0","1030032","32","4","0","3.023","0","1"
"3","104","0.91","0","0","1030033","33","1","0","0","10","0"
"3","0","0","0","0","1030034","34","4","0","1.977","0","1"
"3","0","0","vo_minigame_1005_nikki03_007","0","1030035","35","2","vo_minigame_1005","0","0","0"
"3","245","0.558","0","104","1030036","36","1","0","0","10","0"
"3","0","0","0","0","1030037","37","4","0","0.973","0","1"
"3","392","1.35","0","245","1030038","38","1","0","0","10","0"
"3","0","0","0","0","1030039","39","4","0","2.103","0","1"
"3","0","0","vo_minigame_1005_nikki03_008","0","1030040","40","2","vo_minigame_1005","0","0","0"
"3","150","0.935","0","0","1030041","41","1","0","0","11","0"
"3","0","0","0","0","1030042","42","4","0","2.435","0","1"
"4","0","0","0","0","1040001","1","4","0","1","0","3"
"4","0","0","vo_minigame_1005_nikki04_000","0","1040002","2","2","vo_minigame_1005","0","0","0"
"4","222","1.597","0","0","1040003","3","1","0","0","1","0"
"4","0","0","0","0","1040004","4","4","0","1.881","0","1"
"4","239","1.46","0","0","1040005","5","1","0","0","2","0"
"4","0","0","0","0","1040006","6","4","0","2.457","0","1"
"4","0","0","vo_minigame_1005_nikki04_001","0","1040007","7","2","vo_minigame_1005","0","0","0"
"4","184","1.208","0","0","1040008","8","1","0","0","3","0"
"4","0","0","0","0","1040009","9","4","0","1.578","0","1"
"4","303","0.673","0","184","1040010","10","1","0","0","3","0"
"4","0","0","0","0","1040011","11","4","0","1.009","0","1"
"4","370","0.65","0","303","1040012","12","1","0","0","3","0"
"4","0","0","0","0","1040013","13","4","0","0.729","0","1"
"4","182","0.976","0","0","1040014","14","1","0","0","4","0"
"4","0","0","0","0","1040015","15","4","0","1.993","0","1"
"4","0","0","vo_minigame_1005_nikki04_002","0","1040016","16","2","vo_minigame_1005","0","0","0"
"4","242","0.396","0","182","1040017","17","1","0","0","4","0"
"4","0","0","0","0","1040018","18","4","0","0.864","0","1"
"4","360","0.74","0","242","1040019","19","1","0","0","4","0"
"4","0","0","0","0","1040020","20","4","0","1.855","0","1"
"4","0","0","vo_minigame_1005_nikki04_003","0","1040021","21","2","vo_minigame_1005","0","0","0"
"4","84","0.437","0","0","1040022","22","1","0","0","5","0"
"4","0","0","0","0","1040023","23","4","0","0.497","0","1"
"4","289","1.776","0","84","1040024","24","1","0","0","5","0"
"4","0","0","0","0","1040025","25","4","0","2.233","0","1"
"4","163","1.29","0","0","1040026","26","1","0","0","6","0"
"4","0","0","0","0","1040027","27","4","0","1.638","0","1"
"4","400","1.137","0","163","1040028","28","1","0","0","6","0"
"4","0","0","0","0","1040029","29","4","0","2.3","0","1"
"4","0","0","vo_minigame_1005_nikki04_004","0","1040030","30","2","vo_minigame_1005","0","0","0"
"4","65","0.336","0","0","1040031","31","1","0","0","7","0"
"4","0","0","0","0","1040032","32","4","0","0.826","0","1"
"4","203","1.223","0","65","1040033","33","1","0","0","7","0"
"4","0","0","0","0","1040034","34","4","0","1.223","0","1"
"4","325","0.994","0","203","1040035","35","1","0","0","7","0"
"4","0","0","0","0","1040036","36","4","0","1.487","0","1"
"4","312","0.89","0","0","1040037","37","1","0","0","8","0"
"4","0","0","0","0","1040038","38","4","0","1.567","0","1"
"4","0","0","vo_minigame_1005_nikki04_005","0","1040039","39","2","vo_minigame_1005","0","0","0"
"4","151","0.74","0","0","1040040","40","1","0","0","9","0"
"4","0","0","0","0","1040041","41","4","0","1.731","0","1"
"4","0","0","vo_minigame_1005_nikki04_006","0","1040042","42","2","vo_minigame_1005","0","0","0"
"4","278","1.937","0","0","1040043","43","1","0","0","10","0"
"4","0","0","0","0","1040044","44","4","0","2.435","0","1"
"4","66","0.822","0","0","1040045","45","1","0","0","11","0"
"4","0","0","0","0","1040046","46","4","0","1.376","0","1"
"4","203","0.576","0","66","1040047","47","1","0","0","11","0"
"4","0","0","0","0","1040048","48","4","0","0.923","0","1"
"4","353","0.785","0","203","1040049","49","1","0","0","11","0"
"4","0","0","0","0","1040050","50","4","0","2.285","0","1"
"5","0","0","0","0","1050001","1","4","0","1","0","3"
"5","0","0","vo_minigame_1005_nikki05_000","0","1050002","2","2","vo_minigame_1005","0","0","0"
"5","183","1.419","0","0","1050003","3","1","0","0","1","0"
"5","0","0","0","0","1050004","4","4","0","1.662","0","1"
"5","265","1.614","0","0","1050005","5","1","0","0","2","0"
"5","0","0","0","0","1050006","6","4","0","2.394","0","1"
"5","0","0","vo_minigame_1005_nikki05_001","0","1050007","7","2","vo_minigame_1005","0","0","0"
"5","394","2.658","0","0","1050008","8","1","0","0","3","0"
"5","0","0","0","0","1050009","9","4","0","3.202","0","1"
"5","0","0","vo_minigame_1005_nikki05_002","0","1050010","10","2","vo_minigame_1005","0","0","0"
"5","298","1.745","0","0","1050011","11","1","0","0","4","0"
"5","0","0","0","0","1050012","12","4","0","2.545","0","1"
"5","0","0","vo_minigame_1005_nikki05_003","0","1050013","13","2","vo_minigame_1005","0","0","0"
"5","84","0.964","0","0","1050014","14","1","0","0","5","0"
"5","0","0","0","0","1050015","15","4","0","1.34","0","1"
"5","394","1.919","0","84","1050016","16","1","0","0","5","0"
"5","0","0","0","0","1050017","17","4","0","2.719","0","1"
"5","0","0","vo_minigame_1005_nikki05_004","0","1050018","18","2","vo_minigame_1005","0","0","0"
"5","103","0.434","0","0","1050019","19","1","0","0","6","0"
"5","0","0","0","0","1050020","20","4","0","0.903","0","1"
"5","250","0.8","0","103","1050021","21","1","0","0","6","0"
"5","0","0","0","0","1050022","22","4","0","0.8","0","1"
"5","25","0.262","0","0","1050023","23","1","0","0","7","0"
"5","0","0","0","0","1050024","24","4","0","0.968","0","1"
"5","309","2.473","0","25","1050025","25","1","0","0","7","0"
"5","0","0","0","0","1050026","26","4","0","3.315","0","1"
"5","0","0","vo_minigame_1005_nikki05_005","0","1050027","27","2","vo_minigame_1005","0","0","0"
"5","28","0.509","0","0","1050028","28","1","0","0","8","0"
"5","0","0","0","0","1050029","29","4","0","0.988","0","1"
"5","364","1.775","0","28","1050030","30","1","0","0","8","0"
"5","0","0","0","0","1050031","31","4","0","2.507","0","1"
"5","0","0","vo_minigame_1005_nikki05_006","0","1050032","32","2","vo_minigame_1005","0","0","0"
"5","201","1.139","0","0","1050033","33","1","0","0","9","0"
"5","0","0","0","0","1050034","34","4","0","2.066","0","1"
"5","0","0","vo_minigame_1005_nikki05_007","0","1050035","35","2","vo_minigame_1005","0","0","0"
"5","60","0.665","0","0","1050036","36","1","0","0","10","0"
"5","0","0","0","0","1050037","37","4","0","1.144","0","1"
"5","282","1.389","0","60","1050038","38","1","0","0","10","0"
"5","0","0","0","0","1050039","39","4","0","1.789","0","1"
"5","376","0.823","0","282","1050040","40","1","0","0","10","0"
"5","0","0","0","0","1050041","41","4","0","2.023","0","1"
