6f3187530c0b05ec98de4fae7341446a792a5a4e8235d9b10bd842ac0377a102,e31755e3d051cb14e036e2591ca20dbbd1c751f5cce26b55614d88af7c1f1507,fbc83c3aa195bc84eb8fda267d523e3cacc6634eceb0b4c5a26fd2556e95a5dc,90a2c203dab3daa8349c51ec135fe7a9bc34b4935d785aa8e6f76afc11e01e5c,6d831d052028063aa670c9327476ddfecd462830c5ff628126d48b073bbba42a,bdaa974b79b5b86ed9adec8ffba212761431d0626cc2bd6573df066b89fe9058,5e7d6a9256256cf54aab3971833013c3fccfed9a806f537fe1262b9fb31c26ef,adbab921a24a6d277d927c62daf168fde0e49fff2aad1adbfa7377361fd6d2bb,ec77bffcb0e3f376336ca11de5a67c0a33de73be4f230d6e08c156ded66c59d4,12133bb8fc5daac5734b714af8e3dac91084549d0782871a4cbac01f7786dc89,a8e28eaa6f5120058bc677cfdd07779c45a3b43c4d9dad7d6beeee78a453e9d6,2b29e58532bfde3f01fae17d8443273b85b935bc2dbedddc3b5fbf360cb7fc49,24131b9643988ec0c5be93eff8a34d397d0247756431a6305dd33d64e72e932c,0eadd7c6d5e10666cc2f6a7e6c2899b39746a41de7b18b0e42ebac7647186483,a67b164d246aea5038103f3aabee88a052502d16ab10ee6682fee25acad849a7,43b4bfdac57c333e6f369745d4104057286ef581e10620fc8cb5c7fb05d2c567,295a4ae1aeb2f26b193ac8eb0f47b13349b44deb4e55a904573a7592ae71941b,12472dd9c9c47038319e3897a34badedd0257963aed21e3d1de6bf74273b4e01,1bc4e82ad5717d7c5695b4cf42b3c33aa785c8733c1170f04e5b882c547dfd9b,7f41f9b8e4f451cae286e8eff81b9a0458614356e806949bf6e01c6860676818,cfc1885a5aad64b762c9aaee99280d505a069d26f4c2ddabc5390527da15ba02
"0","2","1","0","91002","31043","0","0","0","90006","2","1","100","8","500","500","5","0","0","1","1011"
"0","2","2","0","91002","31043","0","0","0","90006","2","1","101","8","1000","1000","8","0","0","2","1011"
"0","2","3","0","91002","31043","0","0","0","90006","2","1","102","8","1500","1500","10","0","0","3","1011"
"0","2","4","0","91002","31043","0","0","0","90006","2","1","103","8","2000","2000","12","0","0","4","1011"
"0","2","5","0","91002","31043","0","0","0","90006","2","1","104","8","2500","2500","14","0","0","5","1011"
"0","2","6","0","91002","31043","0","0","0","90006","2","1","105","8","3000","3000","16","0","0","6","1011"
"0","2","7","0","91002","31043","0","0","0","90006","2","1","106","8","3500","3500","18","0","0","7","1011"
"0","2","8","0","91002","31043","0","0","0","90006","2","1","107","8","4000","4000","20","0","0","8","1011"
"0","2","9","0","91002","31043","0","0","0","90006","2","1","108","8","4500","4500","25","0","0","9","1011"
"0","2","-1","0","91002","31043","0","0","0","90006","2","1","109","8","5000","5000","30","0","0","10","1011"
"0","2","1","0","91002","31022","0","0","0","90006","2","1","110","8","500","500","5","0","0","1","1012"
"0","2","2","0","91002","31022","0","0","0","90006","2","1","111","8","1000","1000","8","0","0","2","1012"
"0","2","3","0","91002","31022","0","0","0","90006","2","1","112","8","1500","1500","10","0","0","3","1012"
"0","2","4","0","91002","31022","0","0","0","90006","2","1","113","8","2000","2000","12","0","0","4","1012"
"0","2","5","0","91002","31022","0","0","0","90006","2","1","114","8","2500","2500","14","0","0","5","1012"
"0","2","6","0","91002","31022","0","0","0","90006","2","1","115","8","3000","3000","16","0","0","6","1012"
"0","2","7","0","91002","31022","0","0","0","90006","2","1","116","8","3500","3500","18","0","0","7","1012"
"0","2","8","0","91002","31022","0","0","0","90006","2","1","117","8","4000","4000","20","0","0","8","1012"
"0","2","9","0","91002","31022","0","0","0","90006","2","1","118","8","4500","4500","25","0","0","9","1012"
"0","2","-1","0","91002","31022","0","0","0","90006","2","1","119","8","5000","5000","30","0","0","10","1012"
"0","2","1","0","91002","31042","0","0","0","90006","2","1","120","8","500","500","5","0","0","1","1013"
"0","2","2","0","91002","31042","0","0","0","90006","2","1","121","8","1000","1000","8","0","0","2","1013"
"0","2","3","0","91002","31042","0","0","0","90006","2","1","122","8","1500","1500","10","0","0","3","1013"
"0","2","4","0","91002","31042","0","0","0","90006","2","1","123","8","2000","2000","12","0","0","4","1013"
"0","2","5","0","91002","31042","0","0","0","90006","2","1","124","8","2500","2500","14","0","0","5","1013"
"0","2","6","0","91002","31042","0","0","0","90006","2","1","125","8","3000","3000","16","0","0","6","1013"
"0","2","7","0","91002","31042","0","0","0","90006","2","1","126","8","3500","3500","18","0","0","7","1013"
"0","2","8","0","91002","31042","0","0","0","90006","2","1","127","8","4000","4000","20","0","0","8","1013"
"0","2","9","0","91002","31042","0","0","0","90006","2","1","128","8","4500","4500","25","0","0","9","1013"
"0","2","-1","0","91002","31042","0","0","0","90006","2","1","129","8","5000","5000","30","0","0","10","1013"
"0","2","1","0","91002","31018","0","0","0","90006","2","1","130","8","500","500","5","0","0","1","1014"
"0","2","2","0","91002","31018","0","0","0","90006","2","1","131","8","1000","1000","8","0","0","2","1014"
"0","2","3","0","91002","31018","0","0","0","90006","2","1","132","8","1500","1500","10","0","0","3","1014"
"0","2","4","0","91002","31018","0","0","0","90006","2","1","133","8","2000","2000","12","0","0","4","1014"
"0","2","5","0","91002","31018","0","0","0","90006","2","1","134","8","2500","2500","14","0","0","5","1014"
"0","2","6","0","91002","31018","0","0","0","90006","2","1","135","8","3000","3000","16","0","0","6","1014"
"0","2","7","0","91002","31018","0","0","0","90006","2","1","136","8","3500","3500","18","0","0","7","1014"
"0","2","8","0","91002","31018","0","0","0","90006","2","1","137","8","4000","4000","20","0","0","8","1014"
"0","2","9","0","91002","31018","0","0","0","90006","2","1","138","8","4500","4500","25","0","0","9","1014"
"0","2","-1","0","91002","31018","0","0","0","90006","2","1","139","8","5000","5000","30","0","0","10","1014"
"0","0","1","0","94002","0","0","0","0","0","0","1","150","12","0","10000","0","0","0","1","1016"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","151","12","20","250000","4","0","0","2","1016"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","152","12","40","500000","8","0","0","3","1016"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","153","12","60","750000","12","0","0","4","1016"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","154","12","80","1000000","16","0","0","5","1016"
"0","0","1","0","94002","0","0","0","0","0","0","1","157","12","0","10000","0","0","0","1","1019"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","158","12","20","250000","4","0","0","2","1019"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","159","12","40","500000","8","0","0","3","1019"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","160","12","60","750000","12","0","0","4","1019"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","161","12","80","1000000","16","0","0","5","1019"
"0","0","1","0","94002","0","0","0","0","0","0","1","162","12","0","10000","0","0","0","1","1020"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","163","12","20","250000","4","0","0","2","1020"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","164","12","40","500000","8","0","0","3","1020"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","165","12","60","750000","12","0","0","4","1020"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","166","12","80","1000000","16","0","0","5","1020"
"0","0","1","0","94002","0","0","0","0","0","0","1","167","12","0","10000","0","0","0","1","1021"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","168","12","20","250000","4","0","0","2","1021"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","169","12","40","500000","8","0","0","3","1021"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","170","12","60","750000","12","0","0","4","1021"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","171","12","80","1000000","16","0","0","5","1021"
"0","0","1","0","94002","0","0","0","0","0","0","1","172","12","0","10000","0","0","0","1","1022"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","173","12","20","250000","4","0","0","2","1022"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","174","12","40","500000","8","0","0","3","1022"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","175","12","60","750000","12","0","0","4","1022"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","176","12","80","1000000","16","0","0","5","1022"
"0","0","1","0","94002","0","0","0","0","0","0","1","177","12","0","10000","0","0","0","1","1023"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","178","12","20","250000","4","0","0","2","1023"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","179","12","40","500000","8","0","0","3","1023"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","180","12","60","750000","12","0","0","4","1023"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","181","12","80","1000000","16","0","0","5","1023"
"0","0","1","0","94002","0","0","0","0","0","0","1","182","12","0","10000","0","0","0","1","1024"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","183","12","20","250000","4","0","0","2","1024"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","184","12","40","500000","8","0","0","3","1024"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","185","12","60","750000","12","0","0","4","1024"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","186","12","80","1000000","16","0","0","5","1024"
"0","0","1","0","94002","0","0","0","0","0","0","1","187","12","0","10000","0","0","0","1","1025"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","188","12","20","250000","4","0","0","2","1025"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","189","12","40","500000","8","0","0","3","1025"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","190","12","60","750000","12","0","0","4","1025"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","191","12","80","1000000","16","0","0","5","1025"
"0","0","1","0","94002","0","0","0","0","0","0","1","192","12","0","10000","0","0","0","1","1026"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","193","12","20","250000","4","0","0","2","1026"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","194","12","40","500000","8","0","0","3","1026"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","195","12","60","750000","12","0","0","4","1026"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","196","12","80","1000000","16","0","0","5","1026"
"0","0","1","0","94002","0","0","0","0","0","0","1","197","12","0","10000","0","0","0","1","1027"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","198","12","20","250000","4","0","0","2","1027"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","199","12","40","500000","8","0","0","3","1027"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","200","12","60","750000","12","0","0","4","1027"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","201","12","80","1000000","16","0","0","5","1027"
"0","0","1","0","94002","0","0","0","0","0","0","1","202","12","0","10000","0","0","0","1","1028"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","203","12","20","250000","4","0","0","2","1028"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","204","12","40","500000","8","0","0","3","1028"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","205","12","60","750000","12","0","0","4","1028"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","206","12","80","1000000","16","0","0","5","1028"
"0","0","1","0","94002","0","0","0","0","0","0","1","207","12","0","10000","0","0","0","1","1029"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","208","12","20","250000","4","0","0","2","1029"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","209","12","40","500000","8","0","0","3","1029"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","210","12","60","750000","12","0","0","4","1029"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","211","12","80","1000000","16","0","0","5","1029"
"0","0","1","0","94002","0","0","0","0","0","0","1","212","12","0","10000","0","0","0","1","1030"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","213","12","20","250000","4","0","0","2","1030"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","214","12","40","500000","8","0","0","3","1030"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","215","12","60","750000","12","0","0","4","1030"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","216","12","80","1000000","16","0","0","5","1030"
"0","0","1","0","94002","0","0","0","0","0","0","1","217","12","0","10000","0","0","0","1","1031"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","218","12","20","250000","4","0","0","2","1031"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","219","12","40","500000","8","0","0","3","1031"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","220","12","60","750000","12","0","0","4","1031"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","221","12","80","1000000","16","0","0","5","1031"
"0","0","1","0","94002","0","0","0","0","0","0","1","222","12","0","10000","0","0","0","1","1032"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","223","12","20","250000","4","0","0","2","1032"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","224","12","40","500000","8","0","0","3","1032"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","225","12","60","750000","12","0","0","4","1032"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","226","12","80","1000000","16","0","0","5","1032"
"0","0","1","0","94002","0","0","0","0","0","0","1","227","12","0","10000","0","0","0","1","1033"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","228","12","20","250000","4","0","0","2","1033"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","229","12","40","500000","8","0","0","3","1033"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","230","12","60","750000","12","0","0","4","1033"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","231","12","80","1000000","16","0","0","5","1033"
"0","0","1","0","94002","0","0","0","0","0","0","1","232","12","0","10000","0","0","0","1","1034"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","233","12","20","250000","4","0","0","2","1034"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","234","12","40","500000","8","0","0","3","1034"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","235","12","60","750000","12","0","0","4","1034"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","236","12","80","1000000","16","0","0","5","1034"
"0","0","1","0","94002","0","0","0","0","0","0","1","237","12","0","10000","0","0","0","1","1035"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","238","12","20","250000","4","0","0","2","1035"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","239","12","40","500000","8","0","0","3","1035"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","240","12","60","750000","12","0","0","4","1035"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","241","12","80","1000000","16","0","0","5","1035"
"0","0","1","0","94002","0","0","0","0","0","0","1","242","12","0","10000","0","0","0","1","1036"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","243","12","20","250000","4","0","0","2","1036"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","244","12","40","500000","8","0","0","3","1036"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","245","12","60","750000","12","0","0","4","1036"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","246","12","80","1000000","16","0","0","5","1036"
"0","0","1","0","94002","0","0","0","0","0","0","1","247","12","0","10000","0","0","0","1","1037"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","248","12","20","250000","4","0","0","2","1037"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","249","12","40","500000","8","0","0","3","1037"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","250","12","60","750000","12","0","0","4","1037"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","251","12","80","1000000","16","0","0","5","1037"
"0","0","1","0","94002","0","0","0","0","0","0","1","252","12","0","10000","0","0","0","1","1038"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","253","12","20","250000","4","0","0","2","1038"
"0","2","3","0","94002","22003","0","0","0","22002","2","1","254","12","40","500000","8","0","0","3","1038"
"0","2","4","0","94002","22003","0","0","0","22002","2","1","255","12","60","750000","12","0","0","4","1038"
"0","2","-1","0","94002","22003","0","0","0","22002","2","1","256","12","80","1000000","16","0","0","5","1038"
"0","0","1","0","94002","0","0","0","0","0","0","1","257","12","0","10000","0","0","0","1","1039"
"0","2","2","0","94002","22003","0","0","0","22002","2","1","258","12","20","250000","4","0","0","2","1039"
