b05e4cd2e914f385191fd644009b5827253488b8af3eb6890dde99da8fc77d81,9851383c7dc2ec4f9a53385b6e1d45b679f1220e7809e8cb125a00aa08f2fc6f,0e8b624afd1e894e9b6bfe3cd6a66cd07b9876a52739c9bd24fc0043c044fc59,62e4e917a35baec1521a21007ac5b8ce7e2b01bc671fdd9c8e154ec2d9fc76f6,d6b7668e98d52e46e570148c9beb1a0e2643427dd9a4d669abf67436521d00d8,1a7c7875667fe09f84713adcb69f13459d0e1ba771d665a31a22928480b90a8c
"1","8","-15","2","10084","610084708"
"1","9","-70","2","10084","610084709"
"1","10","-100","2","10084","610084710"
"0","0","-500","1","10085","610085501"
"0","0","-220","1","10085","610085502"
"0","0","-50","1","10085","610085503"
"0","0","-350","1","10085","610085504"
"1","1","20","1","10086","610086501"
"1","2","140","1","10086","610086502"
"1","3","300","1","10086","610086503"
"0","0","200","1","10086","610086601"
"0","0","-200","1","10086","610086602"
"0","0","40","2","10087","610087501"
"0","0","-15","2","10087","610087502"
"0","0","-90","2","10087","610087503"
"0","0","200","2","10087","610087504"
"1","1","20","1","10088","610088404"
"1","2","100","1","10088","610088405"
"1","3","150","1","10088","610088406"
"1","4","200","1","10088","610088407"
"1","5","250","1","10088","610088408"
"1","6","300","1","10088","610088409"
"0","0","-200","1","10089","610089501"
"0","0","-80","1","10089","610089502"
"0","0","100","1","10089","610089503"
"1","1","20","1","10092","610092404"
"1","2","140","1","10092","610092405"
"1","3","300","1","10092","610092406"
"0","0","-150","2","10092","610092501"
"0","0","250","2","10092","610092502"
"0","0","50","2","10092","610092503"
"0","0","450","2","10092","610092504"
"0","0","-170","1","10093","610093501"
"0","0","20","1","10093","610093502"
"0","0","49","1","10093","610093503"
"1","1","-150","1","10094","610094501"
"1","2","250","1","10094","610094502"
"1","3","50","1","10094","610094503"
"1","4","450","1","10094","610094504"
"0","0","-180","2","10095","610095501"
"0","0","20","2","10095","610095502"
"0","0","150","2","10095","610095503"
"0","0","-180","2","10096","610096501"
"0","0","80","2","10096","610096502"
"0","0","-145","2","10096","610096503"
"0","0","350","2","10097","610097506"
"0","0","250","2","10097","610097507"
"0","0","250","1","10097","610097640"
"0","0","350","1","10097","610097641"
"0","0","700","1","10097","610097642"
"0","0","800","1","10097","610097643"
"0","0","-180","2","10098","610098501"
"0","0","-25","2","10098","610098502"
"0","0","280","2","10098","610098503"
"0","0","-40","2","10098","610098601"
"0","0","80","2","10098","610098602"
"0","0","180","2","10098","610098603"
"0","0","280","2","10098","610098604"
"1","1","20","1","10099","610099501"
"1","2","140","1","10099","610099502"
"1","3","300","1","10099","610099503"
"0","0","-180","2","10099","610099601"
"0","0","-145","2","10099","610099602"
"0","0","80","2","10099","610099603"
"0","0","-150","1","10100","610100501"
"0","0","0","1","10100","610100502"
"0","0","300","1","10100","610100503"
"0","0","150","1","10100","610100504"
"0","0","250","1","10101","610101501"
"0","0","380","1","10101","610101502"
"0","0","-100","1","10101","610101503"
"0","0","480","1","10101","610101504"
"1","1","20","2","10101","610101601"
"1","2","140","2","10101","610101602"
"1","3","300","2","10101","610101603"
"0","0","-180","2","10102","610102501"
"0","0","50","2","10102","610102502"
"0","0","180","2","10102","610102503"
"0","0","-180","2","10103","610103601"
"0","0","-145","2","10103","610103602"
"0","0","150","2","10103","610103603"
"0","0","-110","1","10104","610104501"
"0","0","0","1","10104","610104502"
"0","0","-200","1","10104","610104503"
"1","0","150","2","10106","610106601"
"1","0","-50","2","10106","610106602"
"1","0","-300","2","10106","610106603"
"0","0","-220","2","10107","610107601"
"0","0","-110","2","10107","610107602"
"0","0","0","2","10107","610107603"
"1","0","20","1","10109","610109501"
"1","0","140","1","10109","610109502"
"1","0","300","1","10109","610109503"
"0","0","-200","1","10110","610110501"
"0","0","-100","1","10110","610110502"
"0","0","0","1","10110","610110503"
"0","0","100","1","10110","610110504"
"0","0","-120","2","10111","610111501"
"0","0","-40","2","10111","610111502"
"0","0","40","2","10111","610111503"
"0","0","-150","1","10112","610112601"
"0","0","250","1","10112","610112602"
"0","0","50","1","10112","610112603"
"0","0","450","1","10112","610112604"
"1","1","-15","2","10112","610112701"
"1","2","40","2","10112","610112702"
"1","3","-70","2","10112","610112703"
"1","4","40","2","10112","610112704"
"1","5","-15","2","10112","610112705"
"1","6","-70","2","10112","610112706"
"1","7","40","2","10112","610112707"
"1","8","-15","2","10112","610112708"
"1","9","-70","2","10112","610112709"
"1","10","-100","2","10112","610112710"
"0","0","-500","1","10113","610113501"
"0","0","-220","1","10113","610113502"
"0","0","-50","1","10113","610113503"
"0","0","-350","1","10113","610113504"
"1","0","-400","1","10114","610114501"
"1","0","-300","1","10114","610114502"
"1","0","-200","1","10114","610114503"
"1","0","-100","1","10114","610114504"
"1","1","20","1","10115","610115404"
"1","2","140","1","10115","610115405"
"1","3","300","1","10115","610115406"
"1","0","20","1","10117","610117501"
"1","0","140","1","10117","610117502"
"1","0","300","1","10117","610117503"
"1","1","20","1","10119","610119404"
"1","2","140","1","10119","610119405"
"1","3","300","1","10119","610119406"
"0","0","-150","2","10119","610119501"
"0","0","250","2","10119","610119502"
"0","0","50","2","10119","610119503"
"0","0","450","2","10119","610119504"
"0","0","-275","2","10120","610120501"
"0","0","-45","2","10120","610120502"
"0","0","115","2","10120","610120503"
"0","0","175","2","10120","610120504"
"1","1","-150","1","10121","610121501"
"1","2","250","1","10121","610121502"
"1","3","50","1","10121","610121503"
"1","4","450","1","10121","610121504"
"0","0","-220","2","10122","610122403"
"0","0","-110","2","10122","610122404"
"0","0","0","2","10122","610122405"
"0","0","-180","2","10123","610123501"
"0","0","80","2","10123","610123502"
"0","0","-145","2","10123","610123503"
"0","0","-220","1","10124","610124407"
"0","0","-110","1","10124","610124408"
"0","0","0","1","10124","610124409"
"0","0","-180","2","10125","610125501"
"0","0","-25","2","10125","610125502"
"0","0","280","2","10125","610125503"
"0","0","-40","2","10125","610125601"
"0","0","80","2","10125","610125602"
"0","0","180","2","10125","610125603"
"0","0","280","2","10125","610125604"
"0","0","-300","2","10155","610126404"
"0","0","-200","2","10155","610126405"
"0","0","20","2","10155","610126406"
"0","0","80","2","10155","610126407"
"0","0","-150","1","10127","610127501"
"0","0","250","1","10127","610127502"
"0","0","50","1","10127","610127503"
"0","0","450","1","10127","610127504"
"1","0","-220","1","10157","610128402"
"1","0","-110","1","10157","610128403"
"1","0","0","1","10157","610128404"
"0","0","-180","2","10129","610129501"
"0","0","-145","2","10129","610129502"
"0","0","80","2","10129","610129503"
"0","0","-180","2","10129","610129601"
"0","0","-145","2","10129","610129602"
"0","0","80","2","10129","610129603"
"0","0","-100","2","10159","610130502"
"0","0","100","2","10159","610130503"
"0","0","220","2","10159","610130504"
"0","0","-110","1","10131","610131501"
"0","0","0","1","10131","610131502"
"0","0","-200","1","10131","610131503"
"1","0","-220","1","10132","610132601"
"1","0","-140","1","10132","610132602"
"1","0","-60","1","10132","610132603"
"1","0","0","1","10132","610132604"
"1","0","-220","1","10132","610132701"
"1","0","-140","1","10132","610132702"
"1","0","-60","1","10132","610132703"
"1","0","0","1","10132","610132704"
"0","0","-180","2","10133","610133501"
"0","0","-145","2","10133","610133502"
"0","0","80","2","10133","610133503"
"1","0","150","2","10133","610133601"
"1","0","-50","2","10133","610133602"
"1","0","-300","2","10133","610133603"
"1","0","-220","2","10134","610134602"
"1","0","-140","2","10134","610134603"
"1","0","-60","2","10134","610134604"
"1","0","0","2","10134","610134605"
"1","0","-220","2","10134","610134702"
"1","0","-140","2","10134","610134703"
"1","0","-60","2","10134","610134704"
"1","0","0","2","10134","610134705"
"0","0","-180","1","10164","610136601"
"0","0","80","1","10164","610136602"
"0","0","-145","1","10164","610136603"
"0","0","0","2","10164","610136604"
"0","0","-180","1","10136","610136701"
"0","0","80","1","10136","610136702"
"0","0","-145","1","10136","610136703"
"0","0","0","2","10136","610136704"
"0","0","-200","1","10138","610138501"
"0","0","-100","1","10138","610138502"
"0","0","0","1","10138","610138503"
"0","0","100","1","10138","610138504"
"0","0","-120","2","10139","610139501"
"0","0","-40","2","10139","610139502"
"0","0","40","2","10139","610139503"
"1","0","-400","1","10141","610141501"
"1","0","-300","1","10141","610141502"
"1","0","-200","1","10141","610141503"
"1","0","-100","1","10141","610141504"
"0","0","-200","2","10167","610142601"
"0","0","-140","2","10167","610142602"
"0","0","-60","2","10167","610142603"
"0","0","0","2","10167","610142604"
"0","0","-200","2","10142","610142701"
"0","0","-140","2","10142","610142702"
"0","0","-60","2","10142","610142703"
"0","0","0","2","10142","610142704"
"0","0","-200","2","10168","610144601"
"0","0","-140","2","10168","610144602"
"0","0","-60","2","10168","610144603"
"0","0","0","2","10168","610144604"
"0","0","-200","2","10144","610144701"
"0","0","-140","2","10144","610144702"
"0","0","-60","2","10144","610144703"
"0","0","0","2","10144","610144704"
"0","0","-250","1","10169","610146601"
"0","0","-180","1","10169","610146602"
"0","0","100","1","10169","610146603"
"0","0","150","1","10169","610146604"
"0","0","-250","1","10146","610146701"
"0","0","-180","1","10146","610146702"
"0","0","100","1","10146","610146703"
"0","0","150","1","10146","610146704"
"0","0","-275","2","10147","610147501"
"0","0","-45","2","10147","610147502"
"0","0","115","2","10147","610147503"
"0","0","175","2","10147","610147504"
"0","0","-220","1","10170","610148601"
"0","0","-100","1","10170","610148602"
"0","0","0","1","10170","610148603"
"0","0","-220","1","10148","610148701"
"0","0","-100","1","10148","610148702"
"0","0","0","1","10148","610148703"
"0","0","-220","2","10149","610149403"
"0","0","-110","2","10149","610149404"
"0","0","0","2","10149","610149405"
"0","0","-220","1","10151","610151407"
"0","0","-110","1","10151","610151408"
"0","0","0","1","10151","610151409"
"1","0","-480","1","10172","610152601"
"1","0","-440","1","10172","610152602"
"1","0","-320","1","10172","610152603"
"1","0","-260","1","10172","610152604"
"1","0","-480","1","10152","610152701"
"1","0","-440","1","10152","610152702"
"1","0","-320","1","10152","610152703"
"1","0","-260","1","10152","610152704"
"0","0","-180","1","10153","610153501"
"0","0","-80","1","10153","610153502"
"0","0","-200","2","10173","610154601"
"0","0","-140","2","10173","610154602"
"0","0","-60","2","10173","610154603"
"0","0","-200","2","10173","610154701"
"0","0","-140","2","10173","610154702"
"0","0","-60","2","10173","610154703"
"0","0","-200","2","10156","610156601"
"0","0","-140","2","10156","610156602"
"0","0","-60","2","10156","610156603"
"0","0","0","2","10156","610156604"
"0","0","-200","2","10156","610156701"
"0","0","-140","2","10156","610156702"
"0","0","-60","2","10156","610156703"
"0","0","0","2","10156","610156704"
"0","0","-200","2","10158","610158601"
"0","0","-140","2","10158","610158602"
"0","0","-60","2","10158","610158603"
"0","0","0","2","10158","610158604"
"0","0","-200","2","10158","610158701"
"0","0","-140","2","10158","610158702"
"0","0","-60","2","10158","610158703"
"0","0","0","2","10158","610158704"
"1","0","-200","1","10160","610160601"
"1","0","-140","1","10160","610160602"
"1","0","-60","1","10160","610160603"
"1","0","0","1","10160","610160604"
"1","0","-200","1","10160","610160701"
"1","0","-140","1","10160","610160702"
"1","0","-60","1","10160","610160703"
"1","0","0","1","10160","610160704"
